,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,UTAH_ACTION,CHARLOTTE_SCORE,UTAH_SCORE
67,1,2:47.0,J. Maxiell enters the game for M. Williams,,13,24
68,1,2:47.0,,D. Exum enters the game for G. Hayward,13,24
69,1,2:27.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,16,24
70,1,2:02.0,,D. Exum makes 3-pt jump shot from 25 ft (assist by T. Burke),16,27
71,1,1:40.0,M. Williams misses 3-pt jump shot from 23 ft,,16,27
72,1,1:39.0,,Defensive rebound by R. Gobert,16,27
73,1,1:32.0,,T. Burke misses 2-pt jump shot from 16 ft,16,27
74,1,1:31.0,Defensive rebound by K. Walker,,16,27
75,1,1:25.0,M. Kidd-Gilchrist misses 2-pt jump shot from 3 ft (block by E. Millsap),,16,27
76,1,1:22.0,Offensive rebound by M. Kidd-Gilchrist,,16,27
77,1,1:19.0,L. Stephenson enters the game for M. Williams,,16,27
78,1,1:19.0,Turnover by K. Walker (bad pass),,16,27
79,1,0:55.0,,T. Booker misses 2-pt jump shot from 4 ft,16,27
80,1,0:54.0,Defensive rebound by J. Maxiell,,16,27
81,1,0:41.0,L. Stephenson misses 3-pt jump shot from 25 ft,,16,27
82,1,0:39.0,Offensive rebound by B. Biyombo,,16,27
83,1,0:29.0,J. Maxiell misses 2-pt jump shot from 18 ft,,16,27
84,1,0:28.0,,Defensive rebound by R. Gobert,16,27
85,1,0:06.0,,E. Millsap makes 3-pt jump shot from 25 ft (assist by T. Burke),16,30
86,2,11:46.0,L. Stephenson misses 2-pt jump shot from 16 ft,,16,30
87,2,11:45.0,,Defensive rebound by D. Favors,16,30
88,2,11:30.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by R. Hood),16,33
89,2,11:10.0,G. Henderson misses 2-pt jump shot from 16 ft,,16,33
90,2,11:09.0,,Defensive rebound by T. Booker,16,33
91,2,10:57.0,,R. Hood makes 2-pt jump shot from 7 ft,16,35
92,2,10:46.0,Shooting foul by T. Booker (drawn by B. Biyombo),,16,35
93,2,10:46.0,B. Biyombo misses free throw 1 of 2,,16,35
94,2,10:46.0,Offensive rebound by Team,,16,35
95,2,10:46.0,B. Biyombo makes free throw 2 of 2,,17,35
96,2,10:33.0,,T. Booker misses 2-pt jump shot from 18 ft,17,35
97,2,10:31.0,Defensive rebound by J. Maxiell,,17,35
98,2,10:25.0,Shooting foul by E. Millsap (drawn by G. Henderson),,17,35
99,2,10:25.0,G. Henderson makes free throw 1 of 2,,18,35
100,2,10:25.0,G. Henderson makes free throw 2 of 2,,19,35
101,2,10:12.0,,R. Hood makes 3-pt jump shot from 25 ft,19,38
102,2,10:02.0,Turnover by J. Maxiell (bad pass),,19,38
103,2,9:52.0,,E. Millsap makes 2-pt layup from 4 ft,19,40
104,2,9:47.0,Personal foul by T. Burke (drawn by K. Walker),,19,40
105,2,9:41.0,K. Walker misses 2-pt jump shot from 16 ft,,19,40
106,2,9:39.0,,Defensive rebound by R. Hood,19,40
107,2,9:24.0,,T. Burke misses 2-pt jump shot from 15 ft,19,40
108,2,9:22.0,,Offensive rebound by T. Booker,19,40
109,2,9:07.0,,R. Hood makes 3-pt jump shot from 24 ft,19,43
110,2,8:58.0,Charlotte full timeout,,19,43
111,2,8:58.0,,J. Ingles enters the game for E. Millsap,19,43
112,2,8:48.0,L. Stephenson misses 2-pt jump shot from 12 ft,,19,43
113,2,8:47.0,,Defensive rebound by D. Favors,19,43
114,2,8:28.0,,D. Favors misses 2-pt layup from 2 ft,19,43
115,2,8:27.0,,Offensive rebound by T. Booker,19,43
116,2,8:27.0,,Shooting foul by B. Biyombo (drawn by T. Booker),19,43
117,2,8:27.0,,T. Booker misses free throw 1 of 2,19,43
118,2,8:27.0,,Offensive rebound by Team,19,43
119,2,8:27.0,,T. Booker misses free throw 2 of 2,19,43
120,2,8:25.0,,Offensive rebound by J. Ingles,19,43
121,2,8:09.0,,J. Ingles makes 2-pt jump shot from 21 ft (assist by T. Burke),19,45
122,2,7:54.0,L. Stephenson misses 2-pt jump shot from 15 ft,,19,45
123,2,7:53.0,,Defensive rebound by R. Hood,19,45
124,2,7:46.0,,Offensive foul by D. Favors (drawn by K. Walker),19,45
125,2,7:46.0,,Turnover by D. Favors (offensive foul),19,45
126,2,7:46.0,M. Williams enters the game for J. Maxiell,,19,45
127,2,7:46.0,,R. Gobert enters the game for D. Favors,19,45
128,2,7:32.0,G. Henderson misses 2-pt jump shot from 19 ft,,19,45
129,2,7:31.0,,Defensive rebound by T. Booker,19,45
130,2,7:22.0,,T. Burke misses 2-pt jump shot from 9 ft,19,45
131,2,7:22.0,,Offensive rebound by Team,19,45
132,2,7:22.0,,Personal foul by B. Biyombo (drawn by T. Booker),19,45
133,2,7:22.0,A. Jefferson enters the game for B. Biyombo,,19,45
134,2,7:22.0,,G. Hayward enters the game for T. Booker,19,45
135,2,7:05.0,,Shooting foul by A. Jefferson (drawn by R. Gobert),19,45
136,2,7:05.0,,R. Gobert makes free throw 1 of 2,19,46
137,2,7:05.0,,R. Gobert makes free throw 2 of 2,19,47
138,2,6:55.0,K. Walker misses 2-pt jump shot from 16 ft (block by T. Burke),,19,47
139,2,6:49.0,,Defensive rebound by T. Burke,19,47
140,2,6:43.0,,G. Hayward misses 3-pt jump shot from 23 ft,19,47
141,2,6:42.0,,Offensive rebound by R. Gobert,19,47
142,2,6:30.0,,T. Burke misses 2-pt layup from 1 ft,19,47
143,2,6:28.0,,Offensive rebound by T. Burke,19,47
144,2,6:28.0,,T. Burke misses 2-pt tip-in from 2 ft,19,47
145,2,6:26.0,,Offensive rebound by R. Gobert,19,47
146,2,6:26.0,,T. Burke makes 2-pt tip-in from 1 ft,19,49
147,2,6:07.0,G. Henderson misses 2-pt jump shot from 3 ft,,19,49
148,2,6:06.0,,Defensive rebound by R. Gobert,19,49
149,2,6:04.0,,Turnover by R. Gobert (bad pass; steal by K. Walker),19,49
150,2,6:04.0,Shooting foul by T. Burke (drawn by K. Walker),,19,49
151,2,6:04.0,K. Walker makes free throw 1 of 2,,20,49
152,2,6:04.0,,D. Exum enters the game for T. Burke,20,49
153,2,6:04.0,M. Kidd-Gilchrist enters the game for G. Henderson,,20,49
154,2,6:04.0,K. Walker makes free throw 2 of 2,,21,49
155,2,5:48.0,,R. Gobert makes 2-pt dunk at rim (assist by D. Exum),21,51
156,2,5:34.0,Turnover by K. Walker (lost ball),,21,51
157,2,5:34.0,Official timeout,,21,51
158,2,5:34.0,M. Williams enters the game for K. Walker,,21,51
159,2,5:18.0,,G. Hayward misses 3-pt jump shot from 24 ft,21,51
160,2,5:16.0,,Offensive rebound by R. Gobert,21,51
161,2,5:16.0,,R. Gobert misses 2-pt tip-in from 3 ft,21,51
162,2,5:13.0,Defensive rebound by M. Williams,,21,51
163,2,5:07.0,Personal foul by R. Hood (drawn by L. Stephenson),,21,51
164,2,5:07.0,L. Stephenson makes free throw 1 of 2,,22,51
165,2,5:07.0,,T. Burke enters the game for R. Hood,22,51
166,2,5:07.0,,D. Favors enters the game for R. Gobert,22,51
167,2,5:07.0,L. Stephenson makes free throw 2 of 2,,23,51
168,2,5:02.0,,Turnover by J. Ingles (offensive foul),23,51
169,2,5:02.0,,Offensive foul by J. Ingles (drawn by M. Kidd-Gilchrist),23,51
170,2,4:49.0,A. Jefferson misses 2-pt jump shot from 7 ft,,23,51
171,2,4:48.0,,Defensive rebound by G. Hayward,23,51
172,2,4:29.0,,T. Burke misses 2-pt jump shot from 15 ft,23,51
173,2,4:27.0,Defensive rebound by M. Williams,,23,51
174,2,4:13.0,A. Jefferson misses 2-pt jump shot from 6 ft,,23,51
175,2,4:10.0,Offensive rebound by A. Jefferson,,23,51
176,2,4:08.0,A. Jefferson makes 2-pt layup from 2 ft,,25,51
177,2,4:07.0,,Utah full timeout,25,51
178,2,4:07.0,,J. Cooley enters the game for D. Favors,25,51
179,2,3:55.0,,G. Hayward misses 2-pt jump shot from 7 ft,25,51
180,2,3:54.0,Defensive rebound by A. Jefferson,,25,51
181,2,3:43.0,L. Stephenson makes 2-pt jump shot from 6 ft,,27,51
182,2,3:43.0,Shooting foul by J. Ingles (drawn by L. Stephenson),,27,51
183,2,3:43.0,,E. Millsap enters the game for T. Burke,27,51
184,2,3:43.0,L. Stephenson makes free throw 1 of 1,,28,51
185,2,3:29.0,,J. Cooley misses 2-pt layup from 2 ft,28,51
186,2,3:28.0,,Offensive rebound by G. Hayward,28,51
187,2,3:22.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by G. Hayward),28,54
188,2,3:08.0,Turnover by L. Stephenson (lost ball),,28,54
189,2,2:54.0,,G. Hayward makes 2-pt jump shot from 10 ft,28,56
190,2,2:35.0,A. Jefferson misses 2-pt jump shot from 13 ft,,28,56
191,2,2:33.0,,Defensive rebound by J. Cooley,28,56
192,2,2:17.0,,Shooting foul by M. Kidd-Gilchrist (drawn by G. Hayward),28,56
193,2,2:17.0,,G. Hayward makes free throw 1 of 2,28,57
194,2,2:17.0,G. Henderson enters the game for M. Williams,,28,57
195,2,2:17.0,,G. Hayward misses free throw 2 of 2,28,57
196,2,2:16.0,Defensive rebound by A. Jefferson,,28,57
197,2,1:59.0,M. Williams misses 3-pt jump shot from 26 ft,,28,57
198,2,1:58.0,,Defensive rebound by E. Millsap,28,57
199,2,1:47.0,Offensive charge foul by G. Hayward (drawn by M. Kidd-Gilchrist),,28,57
200,2,1:47.0,,Turnover by G. Hayward (offensive foul),28,57
201,2,1:47.0,,T. Booker enters the game for J. Ingles,28,57
202,2,1:24.0,Turnover by L. Stephenson (bad pass; steal by J. Cooley),,28,57
203,2,1:20.0,,E. Millsap misses 2-pt layup from 1 ft (block by M. Kidd-Gilchrist),28,57
204,2,1:20.0,,Offensive rebound by G. Hayward,28,57
205,2,1:19.0,,Personal foul by M. Williams (drawn by G. Hayward),28,57
206,2,1:19.0,,G. Hayward makes free throw 1 of 2,28,58
207,2,1:19.0,,G. Hayward makes free throw 2 of 2,28,59
208,2,1:00.0,M. Williams misses 3-pt jump shot from 25 ft,,28,59
209,2,0:59.0,,Defensive rebound by G. Hayward,28,59
210,2,0:53.0,,Turnover by T. Booker (bad pass; steal by A. Jefferson),28,59
211,2,0:36.0,A. Jefferson makes 2-pt jump shot from 3 ft (assist by G. Henderson),,30,59
212,2,0:17.0,,J. Cooley makes 2-pt jump shot from 19 ft (assist by E. Millsap),30,61
213,2,0:03.0,M. Williams misses 3-pt jump shot from 24 ft,,30,61
214,2,0:01.0,,Defensive rebound by E. Millsap,30,61
215,3,11:43.0,G. Henderson misses 2-pt jump shot from 17 ft,,30,61
216,3,11:42.0,,Defensive rebound by R. Gobert,30,61
217,3,11:19.0,,D. Exum misses 2-pt jump shot from 16 ft,30,61
218,3,11:17.0,Defensive rebound by M. Williams,,30,61
219,3,10:58.0,A. Jefferson misses 2-pt layup from 2 ft,,30,61
220,3,10:57.0,,Defensive rebound by D. Favors,30,61
221,3,10:39.0,,D. Exum misses 3-pt jump shot from 24 ft,30,61
222,3,10:38.0,Defensive rebound by M. Williams,,30,61
223,3,10:24.0,M. Williams misses 2-pt jump shot from 3 ft,,30,61
224,3,10:22.0,,Defensive rebound by D. Exum,30,61
225,3,10:18.0,,G. Hayward misses 2-pt jump shot from 3 ft,30,61
226,3,10:16.0,Defensive rebound by M. Williams,,30,61
227,3,10:09.0,A. Jefferson misses 2-pt layup at rim,,30,61
228,3,10:08.0,,Defensive rebound by G. Hayward,30,61
229,3,9:49.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by D. Exum),30,64
230,3,9:47.0,Charlotte full timeout,,30,64
231,3,9:25.0,M. Kidd-Gilchrist misses 2-pt jump shot from 17 ft,,30,64
232,3,9:23.0,,Defensive rebound by R. Gobert,30,64
233,3,9:05.0,,D. Favors makes 2-pt dunk at rim (assist by R. Gobert),30,66
234,3,8:47.0,A. Jefferson makes 2-pt jump shot from 11 ft (assist by M. Williams),,32,66
235,3,8:23.0,,G. Hayward makes 2-pt jump shot from 18 ft,32,68
236,3,8:06.0,G. Henderson makes 2-pt jump shot from 19 ft,,34,68
237,3,7:52.0,,G. Hayward misses 2-pt jump shot from 14 ft,34,68
238,3,7:49.0,,Offensive rebound by R. Gobert,34,68
239,3,7:49.0,,Shooting foul by A. Jefferson (drawn by R. Gobert),34,68
240,3,7:49.0,,R. Gobert misses free throw 1 of 2,34,68
241,3,7:49.0,,Offensive rebound by Team,34,68
242,3,7:49.0,,R. Gobert misses free throw 2 of 2,34,68
243,3,7:48.0,Defensive rebound by M. Williams,,34,68
244,3,7:36.0,M. Williams misses 2-pt jump shot from 10 ft,,34,68
245,3,7:34.0,,Defensive rebound by R. Gobert,34,68
246,3,7:18.0,,R. Hood makes 3-pt jump shot from 26 ft (assist by D. Exum),34,71
247,3,6:55.0,M. Williams misses 3-pt jump shot from 24 ft,,34,71
248,3,6:54.0,,Defensive rebound by R. Gobert,34,71
249,3,6:38.0,,D. Exum makes 2-pt jump shot from 19 ft,34,73
250,3,6:17.0,M. Williams makes 3-pt jump shot from 23 ft (assist by M. Kidd-Gilchrist),,37,73
251,3,5:58.0,,D. Favors misses 2-pt jump shot from 15 ft,37,73
252,3,5:57.0,Defensive rebound by A. Jefferson,,37,73
253,3,5:44.0,G. Henderson misses 3-pt jump shot from 25 ft,,37,73
254,3,5:43.0,,Defensive rebound by R. Gobert,37,73
255,3,5:28.0,,D. Favors misses 2-pt jump shot from 9 ft,37,73
256,3,5:27.0,Defensive rebound by A. Jefferson,,37,73
257,3,5:15.0,M. Williams misses 3-pt jump shot from 26 ft,,37,73
258,3,5:13.0,,Defensive rebound by R. Gobert,37,73
259,3,5:06.0,,Shooting foul by M. Kidd-Gilchrist (drawn by R. Gobert),37,73
260,3,5:06.0,,R. Gobert makes free throw 1 of 2,37,74
261,3,5:06.0,K. Walker enters the game for G. Henderson,,37,74
262,3,5:06.0,,R. Gobert makes free throw 2 of 2,37,75
263,3,4:50.0,M. Williams misses 2-pt jump shot from 17 ft,,37,75
264,3,4:49.0,,Defensive rebound by R. Gobert,37,75
265,3,4:36.0,,R. Hood makes 2-pt jump shot from 10 ft,37,77
266,3,4:36.0,,Shooting foul by A. Jefferson (drawn by R. Hood),37,77
267,3,4:36.0,,T. Burke enters the game for D. Exum,37,77
268,3,4:36.0,L. Stephenson enters the game for M. Williams,,37,77
269,3,4:36.0,,R. Hood makes free throw 1 of 1,37,78
270,3,4:16.0,A. Jefferson misses 2-pt jump shot from 6 ft (block by R. Gobert),,37,78
271,3,4:15.0,,Defensive rebound by G. Hayward,37,78
272,3,3:59.0,,D. Favors makes 2-pt dunk at rim (assist by R. Hood),37,80
273,3,3:42.0,K. Walker misses 2-pt jump shot from 6 ft,,37,80
274,3,3:40.0,,Defensive rebound by D. Favors,37,80
275,3,3:32.0,,Shooting foul by A. Jefferson (drawn by R. Gobert),37,80
276,3,3:32.0,,R. Gobert makes free throw 1 of 2,37,81
277,3,3:32.0,B. Biyombo enters the game for A. Jefferson,,37,81
278,3,3:32.0,J. Maxiell enters the game for M. Williams,,37,81
279,3,3:32.0,,E. Millsap enters the game for R. Hood,37,81
280,3,3:32.0,,R. Gobert misses free throw 2 of 2,37,81
281,3,3:30.0,Defensive rebound by M. Kidd-Gilchrist,,37,81
282,3,3:15.0,M. Kidd-Gilchrist makes 2-pt jump shot from 19 ft,,39,81
283,3,3:05.0,,Turnover by E. Millsap (bad pass),39,81
284,3,2:49.0,J. Maxiell misses 2-pt jump shot from 9 ft (block by D. Favors),,39,81
285,3,2:49.0,Offensive rebound by Team,,39,81
286,3,2:49.0,,Utah full timeout,39,81
287,3,2:49.0,,T. Booker enters the game for R. Gobert,39,81
288,3,2:42.0,L. Stephenson makes 2-pt layup from 4 ft,,41,81
289,3,2:17.0,,E. Millsap misses 3-pt jump shot from 25 ft,41,81
290,3,2:13.0,Defensive rebound by B. Biyombo,,41,81
291,3,2:06.0,Shooting foul by D. Favors (drawn by L. Stephenson),,41,81
292,3,2:06.0,L. Stephenson makes 2-pt jump shot from 9 ft,,43,81
293,3,2:06.0,L. Stephenson misses free throw 1 of 1,,43,81
294,3,2:04.0,,Defensive rebound by E. Millsap,43,81
295,3,1:48.0,,E. Millsap misses 2-pt layup from 2 ft (block by J. Maxiell),43,81
296,3,1:46.0,Defensive rebound by L. Stephenson,,43,81
297,3,1:38.0,,J. Ingles enters the game for G. Hayward,43,81
298,3,1:32.0,L. Stephenson misses 2-pt jump shot from 16 ft,,43,81
299,3,1:30.0,,Defensive rebound by T. Burke,43,81
300,3,1:10.0,,T. Burke misses 2-pt jump shot from 9 ft,43,81
301,3,1:06.0,Defensive rebound by B. Biyombo,,43,81
302,3,1:00.0,L. Stephenson misses 2-pt jump shot from 17 ft,,43,81
303,3,0:56.0,,Defensive rebound by T. Booker,43,81
304,3,0:40.0,,T. Burke misses 3-pt jump shot from 26 ft,43,81
305,3,0:37.0,,Offensive rebound by D. Favors,43,81
306,3,0:37.0,,D. Favors makes 2-pt layup from 2 ft,43,83
307,3,0:29.0,K. Walker makes 3-pt jump shot from 24 ft,,46,83
308,3,0:09.0,,D. Favors makes 2-pt jump shot from 18 ft (assist by T. Burke),46,85
309,3,0:04.0,L. Stephenson misses 2-pt jump shot from 6 ft,,46,85
310,3,0:01.0,,Defensive rebound by D. Favors,46,85
311,4,11:43.0,,T. Burke misses 3-pt jump shot from 24 ft,46,85
312,4,11:41.0,Defensive rebound by B. Biyombo,,46,85
313,4,11:25.0,J. Maxiell makes 2-pt jump shot from 8 ft (assist by K. Walker),,48,85
314,4,11:01.0,,J. Ingles misses 2-pt jump shot from 4 ft (block by B. Biyombo),48,85
315,4,11:00.0,Defensive rebound by Team,,48,85
316,4,10:47.0,K. Walker misses 2-pt jump shot from 21 ft,,48,85
317,4,10:46.0,,Defensive rebound by R. Gobert,48,85
318,4,10:34.0,,T. Booker misses 2-pt jump shot from 20 ft,48,85
319,4,10:34.0,Defensive rebound by Team,,48,85
320,4,10:34.0,Personal foul by R. Gobert (drawn by B. Biyombo),,48,85
321,4,10:19.0,L. Stephenson makes 2-pt jump shot from 5 ft,,50,85
322,4,10:06.0,,Offensive foul by E. Millsap (drawn by L. Stephenson),50,85
323,4,10:06.0,,Turnover by E. Millsap (offensive foul),50,85
324,4,10:06.0,,D. Exum enters the game for E. Millsap,50,85
325,4,9:41.0,J. Taylor misses 2-pt jump shot from 16 ft,,50,85
326,4,9:39.0,,Defensive rebound by R. Gobert,50,85
327,4,9:30.0,,Turnover by R. Gobert (offensive foul),50,85
328,4,9:30.0,,Offensive foul by R. Gobert (drawn by K. Walker),50,85
329,4,9:30.0,,E. Millsap enters the game for D. Exum,50,85
330,4,9:17.0,Shooting foul by J. Ingles (drawn by L. Stephenson),,50,85
331,4,9:17.0,L. Stephenson makes free throw 1 of 2,,51,85
332,4,9:17.0,L. Stephenson makes free throw 2 of 2,,52,85
333,4,8:52.0,,T. Booker misses 2-pt jump shot from 6 ft,52,85
334,4,8:50.0,Defensive rebound by J. Maxiell,,52,85
335,4,8:39.0,L. Stephenson makes 2-pt layup from 2 ft,,54,85
336,4,8:21.0,,E. Millsap misses 2-pt jump shot from 10 ft,54,85
337,4,8:20.0,Defensive rebound by J. Maxiell,,54,85
338,4,8:10.0,L. Stephenson makes 2-pt jump shot from 18 ft,,56,85
339,4,8:10.0,,Utah full timeout,56,85
340,4,8:10.0,,R. Hood enters the game for T. Burke,56,85
341,4,8:08.0,,D. Exum enters the game for J. Ingles,56,85
342,4,7:50.0,,R. Hood makes 2-pt jump shot from 7 ft,56,87
343,4,7:35.0,J. Taylor misses 2-pt jump shot from 16 ft,,56,87
344,4,7:34.0,,Defensive rebound by R. Gobert,56,87
345,4,7:11.0,,R. Hood misses 2-pt jump shot from 23 ft,56,87
346,4,7:07.0,,Offensive rebound by Team,56,87
347,4,6:54.0,,T. Booker misses 2-pt jump shot from 18 ft,56,87
348,4,6:51.0,Defensive rebound by J. Taylor,,56,87
349,4,6:35.0,K. Walker misses 2-pt jump shot from 9 ft,,56,87
350,4,6:33.0,,Defensive rebound by T. Booker,56,87
351,4,6:12.0,,R. Hood makes 2-pt jump shot from 14 ft,56,89
352,4,5:57.0,Official timeout,,56,89
353,4,5:57.0,B. Roberts enters the game for J. Maxiell,,56,89
354,4,5:57.0,N. Vonleh enters the game for L. Stephenson,,56,89
355,4,5:57.0,,J. Cooley enters the game for R. Gobert,56,89
356,4,5:57.0,,J. Evans enters the game for D. Exum,56,89
357,4,5:57.0,,T. Burke enters the game for E. Millsap,56,89
358,4,5:57.0,,J. Ingles enters the game for T. Booker,56,89
359,4,5:51.0,B. Roberts makes 2-pt jump shot from 11 ft (assist by K. Walker),,58,89
360,4,5:25.0,,R. Hood misses 2-pt jump shot from 16 ft,58,89
361,4,5:24.0,Defensive rebound by J. Taylor,,58,89
362,4,5:15.0,B. Roberts misses 2-pt jump shot from 17 ft,,58,89
363,4,5:14.0,,Defensive rebound by R. Hood,58,89
364,4,4:52.0,,Turnover by J. Evans (lost ball; steal by J. Taylor),58,89
365,4,4:44.0,K. Walker misses 3-pt jump shot from 25 ft,,58,89
366,4,4:42.0,,Defensive rebound by J. Evans,58,89
367,4,4:29.0,,T. Burke misses 3-pt jump shot from 25 ft,58,89
368,4,4:28.0,,Offensive rebound by J. Ingles,58,89
369,4,4:15.0,,R. Hood makes 3-pt jump shot from 24 ft,58,92
370,4,3:57.0,J. Taylor misses 2-pt jump shot from 3 ft,,58,92
371,4,3:55.0,,Defensive rebound by J. Evans,58,92
372,4,3:33.0,,T. Burke misses 2-pt jump shot from 10 ft (block by N. Vonleh),58,92
373,4,3:33.0,,Offensive rebound by Team,58,92
374,4,3:33.0,T. Daniels enters the game for K. Walker,,58,92
375,4,3:33.0,,B. Cotton enters the game for T. Burke,58,92
376,4,3:33.0,,E. Millsap enters the game for R. Hood,58,92
377,4,3:33.0,,Turnover by Team (shot clock),58,92
378,4,3:07.0,B. Roberts misses 2-pt jump shot from 20 ft,,58,92
379,4,3:06.0,,Defensive rebound by J. Cooley,58,92
380,4,2:59.0,,Shooting foul by B. Biyombo (drawn by J. Evans),58,92
381,4,2:59.0,Charlotte full timeout,,58,92
382,4,2:59.0,,J. Evans makes free throw 1 of 2,58,93
383,4,2:59.0,,J. Evans makes free throw 2 of 2,58,94
384,4,2:37.0,J. Taylor misses 2-pt jump shot from 5 ft,,58,94
385,4,2:36.0,Offensive rebound by N. Vonleh,,58,94
386,4,2:36.0,Shooting foul by J. Cooley (drawn by N. Vonleh),,58,94
387,4,2:36.0,N. Vonleh makes free throw 1 of 2,,59,94
388,4,2:36.0,N. Vonleh makes free throw 2 of 2,,60,94
