,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,ATLANTA_ACTION,GOLDEN STATE_SCORE,ATLANTA_SCORE
59,1,4:09.0,,P. Antić misses 3-pt jump shot from 24 ft,13,11
60,1,4:07.0,,Offensive rebound by J. Teague,13,11
61,1,4:05.0,,J. Teague misses 2-pt layup from 1 ft,13,11
62,1,4:03.0,Defensive rebound by H. Barnes,,13,11
63,1,3:55.0,S. Curry makes 3-pt jump shot from 27 ft (assist by H. Barnes),,16,11
64,1,3:54.0,,Atlanta full timeout,16,11
65,1,3:54.0,,D. Schröder enters the game for J. Teague,16,11
66,1,3:54.0,L. Barbosa enters the game for H. Barnes,,16,11
67,1,3:54.0,A. Iguodala enters the game for A. Bogut,,16,11
68,1,3:54.0,M. Speights enters the game for K. Thompson,,16,11
69,1,3:31.0,,D. Schröder misses 2-pt layup from 2 ft,16,11
70,1,3:30.0,,Offensive rebound by Team,16,11
71,1,3:28.0,,P. Millsap makes 2-pt layup from 1 ft (assist by K. Bazemore),16,13
72,1,3:12.0,Turnover by D. Green (bad pass; steal by D. Carroll),,16,13
73,1,3:02.0,,D. Carroll misses 3-pt jump shot from 25 ft,16,13
74,1,3:00.0,Defensive rebound by D. Green,,16,13
75,1,2:47.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by L. Barbosa),,19,13
76,1,2:28.0,,D. Schröder misses 2-pt jump shot from 8 ft (block by S. Curry),19,13
77,1,2:26.0,Defensive rebound by L. Barbosa,,19,13
78,1,2:20.0,L. Barbosa misses 2-pt jump shot from 6 ft (block by P. Millsap),,19,13
79,1,2:18.0,,Defensive rebound by K. Bazemore,19,13
80,1,2:08.0,,Personal foul by D. Green (drawn by P. Millsap),19,13
81,1,2:08.0,,K. Korver enters the game for D. Carroll,19,13
82,1,2:08.0,D. Lee enters the game for D. Green,,19,13
83,1,2:06.0,,Offensive foul by P. Antić (drawn by A. Iguodala),19,13
84,1,2:06.0,,Turnover by P. Antić (offensive foul),19,13
85,1,1:51.0,S. Curry misses 3-pt jump shot from 27 ft,,19,13
86,1,1:50.0,,Defensive rebound by K. Bazemore,19,13
87,1,1:43.0,,Turnover by P. Antić (offensive goaltending),19,13
88,1,1:43.0,,A. Horford enters the game for P. Millsap,19,13
89,1,1:32.0,M. Speights misses 2-pt jump shot from 19 ft,,19,13
90,1,1:31.0,,Defensive rebound by A. Horford,19,13
91,1,1:21.0,,K. Bazemore makes 3-pt jump shot from 22 ft (assist by D. Schröder),19,16
92,1,1:13.0,L. Barbosa makes 2-pt layup from 2 ft (assist by S. Curry),,21,16
93,1,1:04.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by D. Schröder),21,19
94,1,0:48.0,M. Speights makes 2-pt jump shot from 18 ft (assist by A. Iguodala),,23,19
95,1,0:34.0,,Offensive foul by A. Horford (drawn by S. Curry),23,19
96,1,0:34.0,,Turnover by A. Horford (offensive foul),23,19
97,1,0:27.0,D. Lee makes 2-pt jump shot from 9 ft (assist by S. Curry),,25,19
98,1,0:06.0,,Shooting block foul by M. Speights (drawn by A. Horford),25,19
99,1,0:06.0,,A. Horford makes free throw 1 of 2,25,20
100,1,0:06.0,,A. Horford makes free throw 2 of 2,25,21
101,1,0:00.0,M. Speights misses 3-pt jump shot from 22 ft,,25,21
102,1,0:00.0,Offensive rebound by Team,,25,21
103,2,11:44.0,L. Barbosa misses 2-pt jump shot from 12 ft,,25,21
104,2,11:43.0,,Defensive rebound by A. Horford,25,21
105,2,11:37.0,,K. Bazemore makes 3-pt jump shot from 22 ft (assist by D. Schröder),25,24
106,2,11:17.0,M. Speights misses 2-pt jump shot from 20 ft,,25,24
107,2,11:15.0,Offensive rebound by D. Lee,,25,24
108,2,11:00.0,L. Barbosa makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,28,24
109,2,10:43.0,,P. Antić misses 2-pt jump shot from 18 ft,28,24
110,2,10:41.0,Defensive rebound by M. Speights,,28,24
111,2,10:34.0,M. Speights makes 2-pt layup from 1 ft (assist by S. Livingston),,30,24
112,2,10:22.0,,D. Schröder misses 2-pt jump shot from 18 ft,30,24
113,2,10:20.0,Defensive rebound by M. Speights,,30,24
114,2,10:19.0,Turnover by M. Speights (bad pass; steal by D. Schröder),,30,24
115,2,10:13.0,,M. Scott enters the game for P. Antić,30,24
116,2,10:08.0,,K. Korver misses 3-pt jump shot from 25 ft (block by A. Iguodala),30,24
117,2,10:06.0,Defensive rebound by M. Speights,,30,24
118,2,10:01.0,L. Barbosa misses 2-pt layup from 1 ft,,30,24
119,2,10:01.0,Offensive rebound by Team,,30,24
120,2,10:01.0,,Loose ball foul by A. Horford (drawn by M. Speights),30,24
121,2,9:51.0,D. Lee misses 2-pt hook shot from 10 ft,,30,24
122,2,9:50.0,Offensive rebound by S. Livingston,,30,24
123,2,9:50.0,S. Livingston makes 2-pt layup at rim,,32,24
124,2,9:32.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by A. Horford),32,27
125,2,9:18.0,M. Speights makes 2-pt jump shot from 21 ft (assist by S. Livingston),,34,27
126,2,9:00.0,,Shooting foul by M. Speights (drawn by M. Scott),34,27
127,2,9:00.0,,M. Scott makes free throw 1 of 2,34,28
128,2,9:00.0,,M. Scott makes free throw 2 of 2,34,29
129,2,8:50.0,M. Speights misses 2-pt jump shot from 20 ft,,34,29
130,2,8:49.0,,Defensive rebound by A. Horford,34,29
131,2,8:41.0,,D. Schröder makes 2-pt layup from 1 ft,34,31
132,2,8:38.0,Turnover by D. Lee (bad pass; steal by A. Horford),,34,31
133,2,8:34.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by D. Schröder),34,34
134,2,8:34.0,Golden State full timeout,,34,34
135,2,8:34.0,K. Thompson enters the game for L. Barbosa,,34,34
136,2,8:34.0,A. Bogut enters the game for M. Speights,,34,34
137,2,8:34.0,,J. Teague enters the game for K. Bazemore,34,34
138,2,8:11.0,K. Thompson makes 2-pt jump shot from 5 ft,,36,34
139,2,7:56.0,,Personal foul by K. Thompson (drawn by J. Teague),36,34
140,2,7:46.0,,A. Horford misses 2-pt layup from 1 ft (block by A. Bogut),36,34
141,2,7:44.0,Defensive rebound by D. Lee,,36,34
142,2,7:36.0,K. Thompson misses 3-pt jump shot from 25 ft,,36,34
143,2,7:34.0,,Defensive rebound by M. Scott,36,34
144,2,7:34.0,,Personal foul by D. Lee (drawn by M. Scott),36,34
145,2,7:28.0,Violation by D. Lee (kicked ball),,36,34
146,2,7:13.0,,D. Schröder misses 2-pt layup from 2 ft,36,34
147,2,7:12.0,Defensive rebound by S. Livingston,,36,34
148,2,7:02.0,A. Bogut misses 2-pt jump shot from 9 ft,,36,34
149,2,7:01.0,Offensive rebound by S. Livingston,,36,34
150,2,7:01.0,S. Livingston misses 2-pt tip-in from 1 ft,,36,34
151,2,6:59.0,Offensive rebound by D. Lee,,36,34
152,2,6:59.0,D. Lee misses 2-pt tip-in at rim,,36,34
153,2,6:58.0,,Defensive rebound by A. Horford,36,34
154,2,6:53.0,,K. Korver misses 3-pt jump shot from 23 ft,36,34
155,2,6:51.0,Defensive rebound by A. Bogut,,36,34
156,2,6:42.0,Personal foul by D. Schröder (drawn by A. Iguodala),,36,34
157,2,6:42.0,,P. Millsap enters the game for A. Horford,36,34
158,2,6:42.0,,D. Carroll enters the game for D. Schröder,36,34
159,2,6:42.0,,K. Bazemore enters the game for K. Korver,36,34
160,2,6:32.0,K. Thompson misses 2-pt layup from 1 ft,,36,34
161,2,6:31.0,Offensive rebound by D. Lee,,36,34
162,2,6:21.0,Turnover by A. Bogut (bad pass; steal by P. Millsap),,36,34
163,2,6:19.0,,D. Carroll makes 2-pt layup from 1 ft,36,36
164,2,6:19.0,,Shooting foul by D. Lee (drawn by D. Carroll),36,36
165,2,6:19.0,D. Green enters the game for D. Lee,,36,36
166,2,6:19.0,,D. Carroll misses free throw 1 of 1,36,36
167,2,6:18.0,Defensive rebound by A. Bogut,,36,36
168,2,5:55.0,Turnover by S. Livingston (bad pass; steal by D. Carroll),,36,36
169,2,5:50.0,,J. Teague misses 2-pt layup at rim,36,36
170,2,5:47.0,Defensive rebound by A. Bogut,,36,36
171,2,5:39.0,S. Livingston makes 2-pt jump shot from 13 ft,,38,36
172,2,5:25.0,Official timeout,,38,36
173,2,5:25.0,S. Curry enters the game for S. Livingston,,38,36
174,2,5:22.0,,P. Millsap misses 3-pt jump shot from 24 ft,38,36
175,2,5:20.0,Defensive rebound by K. Thompson,,38,36
176,2,5:07.0,S. Curry makes 2-pt layup from 1 ft,,40,36
177,2,4:48.0,,M. Scott misses 2-pt layup from 2 ft (block by A. Bogut),40,36
178,2,4:48.0,,Offensive rebound by Team,40,36
179,2,4:44.0,,M. Scott misses 2-pt jump shot from 9 ft,40,36
180,2,4:41.0,Defensive rebound by D. Green,,40,36
181,2,4:32.0,K. Thompson makes 2-pt jump shot from 10 ft (assist by D. Green),,42,36
182,2,4:21.0,,J. Teague misses 2-pt jump shot from 11 ft,42,36
183,2,4:19.0,Defensive rebound by A. Bogut,,42,36
184,2,4:11.0,D. Green misses 2-pt layup from 1 ft,,42,36
185,2,4:10.0,,Defensive rebound by D. Carroll,42,36
186,2,3:58.0,,D. Carroll makes 2-pt layup from 2 ft (assist by J. Teague),42,38
187,2,3:43.0,A. Iguodala misses 3-pt jump shot from 22 ft,,42,38
188,2,3:42.0,,Defensive rebound by K. Bazemore,42,38
189,2,3:36.0,,Atlanta full timeout,42,38
190,2,3:36.0,,K. Korver enters the game for K. Bazemore,42,38
191,2,3:36.0,,A. Horford enters the game for M. Scott,42,38
192,2,3:36.0,H. Barnes enters the game for A. Iguodala,,42,38
193,2,3:27.0,,K. Korver makes 2-pt jump shot from 20 ft,42,40
194,2,3:11.0,A. Bogut makes 2-pt hook shot from 5 ft (assist by S. Curry),,44,40
195,2,2:57.0,,Shooting foul by S. Curry (drawn by P. Millsap),44,40
196,2,2:57.0,,P. Millsap makes free throw 1 of 2,44,41
197,2,2:57.0,,P. Millsap makes free throw 2 of 2,44,42
198,2,2:48.0,D. Green makes 2-pt jump shot from 10 ft (assist by S. Curry),,46,42
199,2,2:32.0,,A. Horford makes 2-pt layup from 2 ft,46,44
200,2,2:19.0,A. Bogut makes 2-pt layup from 1 ft (assist by D. Green),,48,44
201,2,1:56.0,,J. Teague misses 2-pt jump shot from 19 ft,48,44
202,2,1:54.0,Defensive rebound by D. Green,,48,44
203,2,1:50.0,S. Curry misses 2-pt layup from 1 ft,,48,44
204,2,1:49.0,,Defensive rebound by A. Horford,48,44
205,2,1:44.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by A. Horford),48,47
206,2,1:31.0,K. Thompson misses 2-pt jump shot from 18 ft,,48,47
207,2,1:28.0,,Defensive rebound by K. Korver,48,47
208,2,1:12.0,,K. Korver misses 3-pt jump shot from 26 ft,48,47
209,2,1:09.0,,Offensive rebound by A. Horford,48,47
210,2,1:05.0,,P. Millsap misses 3-pt jump shot from 25 ft,48,47
211,2,1:03.0,Defensive rebound by Team,,48,47
212,2,1:03.0,,Loose ball foul by K. Korver (drawn by K. Thompson),48,47
213,2,1:03.0,,K. Bazemore enters the game for K. Korver,48,47
214,2,1:03.0,Golden State full timeout,,48,47
215,2,1:03.0,,P. Antić enters the game for A. Horford,48,47
216,2,0:48.0,S. Curry makes 2-pt layup from 1 ft,,50,47
217,2,0:25.0,,Shooting foul by H. Barnes (drawn by D. Carroll),50,47
218,2,0:25.0,,D. Carroll makes free throw 1 of 3,50,48
219,2,0:25.0,,D. Carroll makes free throw 2 of 3,50,49
220,2,0:25.0,D. Lee enters the game for D. Green,,50,49
221,2,0:25.0,,D. Carroll makes free throw 3 of 3,50,50
222,2,0:24.0,Turnover by A. Bogut (bad pass; steal by K. Bazemore),,50,50
223,2,0:21.0,,Atlanta full timeout,50,50
224,2,0:21.0,,A. Horford enters the game for P. Antić,50,50
225,2,0:21.0,,K. Korver enters the game for K. Bazemore,50,50
226,2,0:21.0,A. Iguodala enters the game for A. Bogut,,50,50
227,2,0:05.0,,Shooting foul by H. Barnes (drawn by J. Teague),50,50
228,2,0:05.0,,J. Teague makes free throw 1 of 2,50,51
229,2,0:05.0,,M. Scott enters the game for A. Horford,50,51
230,2,0:05.0,,K. Bazemore enters the game for K. Korver,50,51
231,2,0:05.0,,J. Teague makes free throw 2 of 2,50,52
232,2,0:00.0,Shooting foul by K. Bazemore (drawn by K. Thompson),,50,52
233,2,0:00.0,K. Thompson makes free throw 1 of 2,,51,52
234,2,0:00.0,K. Thompson makes free throw 2 of 2,,52,52
235,3,11:47.0,H. Barnes makes 2-pt hook shot from 5 ft (assist by S. Curry),,54,52
236,3,11:21.0,,A. Horford makes 2-pt layup from 2 ft (assist by J. Teague),54,54
237,3,11:05.0,D. Green misses 3-pt jump shot from 24 ft,,54,54
238,3,11:04.0,,Defensive rebound by A. Horford,54,54
239,3,10:54.0,,P. Millsap makes 2-pt jump shot from 7 ft (assist by A. Horford),54,56
240,3,10:28.0,H. Barnes misses 2-pt jump shot from 5 ft,,54,56
241,3,10:27.0,,Defensive rebound by A. Horford,54,56
242,3,10:20.0,,Personal foul by S. Curry (drawn by J. Teague),54,56
243,3,10:12.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),54,59
244,3,10:02.0,S. Curry misses 2-pt layup from 2 ft (block by J. Teague),,54,59
245,3,10:02.0,Offensive rebound by Team,,54,59
246,3,9:58.0,K. Thompson misses 3-pt jump shot from 23 ft,,54,59
247,3,9:57.0,,Defensive rebound by J. Teague,54,59
248,3,9:52.0,,J. Teague misses 2-pt jump shot from 9 ft,54,59
249,3,9:49.0,Defensive rebound by S. Curry,,54,59
250,3,9:46.0,Turnover by K. Thompson (lost ball; steal by J. Teague),,54,59
251,3,9:42.0,,A. Horford makes 2-pt layup at rim (assist by J. Teague),54,61
252,3,9:22.0,Shooting foul by P. Millsap (drawn by A. Bogut),,54,61
253,3,9:22.0,A. Bogut makes free throw 1 of 2,,55,61
254,3,9:22.0,A. Bogut misses free throw 2 of 2,,55,61
255,3,9:20.0,Offensive rebound by D. Green,,55,61
256,3,9:19.0,D. Green misses 2-pt layup at rim,,55,61
257,3,9:18.0,Offensive rebound by D. Green,,55,61
258,3,9:17.0,Turnover by D. Green (bad pass; steal by K. Korver),,55,61
259,3,9:10.0,,J. Teague makes 3-pt jump shot from 23 ft (assist by D. Carroll),55,64
260,3,9:06.0,Golden State full timeout,,55,64
261,3,8:53.0,Shooting foul by A. Horford (drawn by S. Curry),,55,64
262,3,8:53.0,S. Curry makes free throw 1 of 3,,56,64
263,3,8:53.0,S. Curry makes free throw 2 of 3,,57,64
264,3,8:53.0,S. Curry makes free throw 3 of 3,,58,64
265,3,8:42.0,,Shooting foul by A. Bogut (drawn by A. Horford),58,64
266,3,8:42.0,,A. Horford makes free throw 1 of 2,58,65
267,3,8:42.0,,A. Horford makes free throw 2 of 2,58,66
268,3,8:32.0,D. Green misses 2-pt jump shot from 8 ft,,58,66
269,3,8:30.0,,Defensive rebound by A. Horford,58,66
270,3,8:21.0,Offensive charge foul by A. Horford (drawn by D. Green),,58,66
271,3,8:21.0,,Turnover by A. Horford (offensive foul),58,66
272,3,8:21.0,,P. Antić enters the game for A. Horford,58,66
273,3,8:08.0,H. Barnes makes 2-pt layup at rim,,60,66
274,3,7:53.0,,J. Teague makes 2-pt jump shot from 11 ft,60,68
275,3,7:31.0,Turnover by H. Barnes (lost ball; steal by P. Millsap),,60,68
276,3,7:14.0,,P. Millsap makes 2-pt jump shot from 12 ft (assist by D. Carroll),60,70
277,3,6:56.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),,63,70
278,3,6:47.0,,Turnover by J. Teague (lost ball; steal by D. Green),63,70
279,3,6:29.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,66,70
280,3,6:12.0,,Shooting foul by A. Bogut (drawn by P. Millsap),66,70
281,3,6:12.0,,P. Millsap makes free throw 1 of 2,66,71
282,3,6:12.0,M. Speights enters the game for A. Bogut,,66,71
283,3,6:12.0,,P. Millsap makes free throw 2 of 2,66,72
284,3,6:04.0,S. Curry misses 2-pt jump shot from 6 ft,,66,72
285,3,6:02.0,,Defensive rebound by K. Korver,66,72
286,3,5:48.0,,Shooting foul by H. Barnes (drawn by P. Millsap),66,72
287,3,5:48.0,,P. Millsap misses free throw 1 of 2,66,72
288,3,5:48.0,,Offensive rebound by Team,66,72
289,3,5:48.0,,P. Millsap misses free throw 2 of 2,66,72
290,3,5:46.0,Defensive rebound by D. Green,,66,72
291,3,5:41.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,69,72
292,3,5:39.0,,Atlanta full timeout,69,72
293,3,5:39.0,A. Iguodala enters the game for H. Barnes,,69,72
294,3,5:18.0,,Offensive foul by P. Antić (drawn by A. Iguodala),69,72
295,3,5:18.0,,Turnover by P. Antić (offensive foul),69,72
296,3,5:18.0,,K. Bazemore enters the game for K. Korver,69,72
297,3,5:03.0,K. Thompson makes 2-pt jump shot from 12 ft (assist by S. Curry),,71,72
298,3,4:34.0,,J. Teague misses 2-pt jump shot from 6 ft,71,72
299,3,4:34.0,,Offensive rebound by Team,71,72
300,3,4:34.0,Loose ball foul by M. Speights (drawn by P. Antić),,71,72
301,3,4:34.0,,P. Antić makes free throw 1 of 2,71,73
302,3,4:34.0,,P. Antić makes free throw 2 of 2,71,74
303,3,4:23.0,S. Curry makes 3-pt jump shot from 26 ft,,74,74
304,3,3:58.0,,D. Carroll makes 3-pt jump shot from 22 ft (assist by P. Millsap),74,77
305,3,3:46.0,S. Curry makes 3-pt jump shot from 26 ft,,77,77
306,3,3:22.0,,K. Bazemore makes 2-pt layup from 1 ft,77,79
307,3,3:09.0,Shooting foul by K. Bazemore (drawn by S. Curry),,77,79
308,3,3:09.0,S. Curry misses free throw 1 of 2,,77,79
309,3,3:09.0,Offensive rebound by Team,,77,79
310,3,3:09.0,L. Barbosa enters the game for K. Thompson,,77,79
311,3,3:09.0,,D. Schröder enters the game for J. Teague,77,79
312,3,3:09.0,S. Curry makes free throw 2 of 2,,78,79
313,3,2:59.0,,D. Schröder makes 2-pt jump shot from 11 ft,78,81
314,3,2:44.0,S. Curry misses 2-pt layup from 1 ft,,78,81
315,3,2:44.0,,Defensive rebound by Team,78,81
316,3,2:37.0,,D. Schröder misses 2-pt layup from 2 ft (block by S. Curry),78,81
317,3,2:35.0,Defensive rebound by M. Speights,,78,81
318,3,2:32.0,L. Barbosa misses 2-pt layup at rim,,78,81
319,3,2:30.0,Offensive rebound by D. Green,,78,81
320,3,2:30.0,D. Green makes 2-pt tip-in at rim,,80,81
321,3,2:10.0,,Shooting foul by S. Curry (drawn by P. Millsap),80,81
322,3,2:10.0,,P. Millsap makes free throw 1 of 2,80,82
323,3,2:10.0,,P. Millsap makes free throw 2 of 2,80,83
324,3,1:57.0,Shooting foul by P. Millsap (drawn by D. Green),,80,83
325,3,1:57.0,D. Green misses free throw 1 of 2,,80,83
326,3,1:57.0,Offensive rebound by Team,,80,83
327,3,1:57.0,,K. Korver enters the game for D. Carroll,80,83
328,3,1:57.0,D. Green misses free throw 2 of 2,,80,83
329,3,1:56.0,,Defensive rebound by K. Korver,80,83
330,3,1:47.0,,P. Antić misses 2-pt layup at rim,80,83
331,3,1:45.0,Defensive rebound by M. Speights,,80,83
332,3,1:39.0,M. Speights misses 2-pt jump shot from 17 ft,,80,83
333,3,1:37.0,,Defensive rebound by K. Korver,80,83
334,3,1:31.0,,M. Scott enters the game for P. Millsap,80,83
335,3,1:31.0,D. Lee enters the game for D. Green,,80,83
336,3,1:20.0,,Turnover by K. Korver (bad pass; steal by S. Curry),80,83
337,3,1:05.0,L. Barbosa makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,83,83
338,3,0:43.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by D. Schröder),83,86
339,3,0:33.0,L. Barbosa misses 3-pt jump shot from 24 ft,,83,86
340,3,0:31.0,,Defensive rebound by M. Scott,83,86
341,3,0:22.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by D. Schröder),83,89
342,3,0:08.0,Personal foul by K. Bazemore (drawn by S. Curry),,83,89
343,3,0:08.0,S. Curry makes free throw 1 of 2,,84,89
344,3,0:08.0,H. Barnes enters the game for M. Speights,,84,89
345,3,0:08.0,S. Curry makes free throw 2 of 2,,85,89
346,3,0:00.0,,P. Antić misses 2-pt jump shot from 15 ft,85,89
347,3,0:00.0,,Offensive rebound by Team,85,89
348,4,11:42.0,,M. Scott makes 2-pt dunk at rim (assist by A. Horford),85,91
349,4,11:20.0,L. Barbosa misses 3-pt jump shot from 25 ft,,85,91
350,4,11:18.0,Offensive rebound by S. Livingston,,85,91
351,4,11:15.0,L. Barbosa misses 2-pt layup from 1 ft,,85,91
352,4,11:15.0,,Defensive rebound by Team,85,91
353,4,11:15.0,Loose ball foul by D. Lee (drawn by A. Horford),,85,91
354,4,10:52.0,,Turnover by M. Scott (lost ball; steal by A. Iguodala),85,91
355,4,10:45.0,Personal foul by D. Schröder (drawn by L. Barbosa),,85,91
356,4,10:45.0,K. Thompson enters the game for L. Barbosa,,85,91
357,4,10:39.0,D. Lee makes 2-pt layup from 1 ft (assist by K. Thompson),,87,91
358,4,10:24.0,,A. Horford makes 2-pt dunk at rim (assist by D. Schröder),87,93
359,4,10:04.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Lee),,90,93
360,4,9:53.0,,D. Schröder makes 3-pt jump shot from 24 ft,90,96
361,4,9:35.0,K. Thompson misses 2-pt layup from 1 ft,,90,96
362,4,9:34.0,,Defensive rebound by A. Horford,90,96
363,4,9:14.0,,D. Schröder makes 2-pt jump shot from 19 ft,90,98
364,4,9:12.0,Golden State full timeout,,90,98
365,4,9:12.0,D. Green enters the game for D. Lee,,90,98
366,4,8:55.0,K. Thompson misses 2-pt jump shot from 18 ft,,90,98
367,4,8:53.0,Offensive rebound by D. Green,,90,98
368,4,8:38.0,Turnover by K. Thompson (bad pass; steal by K. Korver),,90,98
369,4,8:32.0,,Shooting foul by A. Iguodala (drawn by M. Scott),90,98
370,4,8:32.0,,M. Scott makes free throw 1 of 2,90,99
371,4,8:32.0,,M. Scott makes free throw 2 of 2,90,100
372,4,8:12.0,S. Livingston makes 2-pt jump shot from 17 ft,,92,100
373,4,7:48.0,,Turnover by D. Schröder (bad pass; steal by H. Barnes),92,100
374,4,7:44.0,D. Green makes 2-pt dunk at rim (assist by S. Livingston),,94,100
375,4,7:28.0,,M. Scott makes 2-pt jump shot from 5 ft (assist by K. Korver),94,102
376,4,7:14.0,H. Barnes makes 2-pt layup from 1 ft (assist by K. Thompson),,96,102
377,4,7:04.0,,K. Korver misses 3-pt jump shot from 25 ft,96,102
378,4,7:03.0,Defensive rebound by D. Green,,96,102
379,4,6:54.0,H. Barnes misses 2-pt layup from 2 ft (block by K. Korver),,96,102
380,4,6:53.0,,Defensive rebound by A. Horford,96,102
381,4,6:47.0,Offensive charge foul by A. Horford (drawn by D. Green),,96,102
382,4,6:47.0,,Turnover by A. Horford (offensive foul),96,102
383,4,6:47.0,,Technical foul by A. Horford,96,102
384,4,6:47.0,K. Thompson makes technical free throw,,97,102
385,4,6:47.0,S. Curry enters the game for S. Livingston,,97,102
