,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DETROIT_ACTION,ORLANDO_SCORE,DETROIT_SCORE
159,2,5:56.0,,Loose ball foul by A. Drummond (drawn by T. Harris),36,38
160,2,5:56.0,Official timeout,,36,38
161,2,5:56.0,B. Gordon enters the game for L. Ridnour,,36,38
162,2,5:46.0,E. Fournier makes 2-pt jump shot from 16 ft,,38,38
163,2,5:30.0,,K. Singler makes 3-pt jump shot from 24 ft (assist by J. Smith),38,41
164,2,5:11.0,B. Gordon makes 2-pt jump shot from 7 ft (assist by V. Oladipo),,40,41
165,2,4:53.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,40,41
166,2,4:52.0,Defensive rebound by T. Harris,,40,41
167,2,4:33.0,Turnover by B. Gordon (lost ball; steal by D. Augustin),,40,41
168,2,4:27.0,,K. Singler makes 2-pt dunk at rim (assist by D. Augustin),40,43
169,2,4:08.0,T. Harris misses 2-pt jump shot from 4 ft,,40,43
170,2,4:06.0,,Defensive rebound by K. Caldwell-Pope,40,43
171,2,4:00.0,,K. Caldwell-Pope makes 2-pt layup at rim,40,45
172,2,3:59.0,Orlando full timeout,,40,45
173,2,3:40.0,T. Harris misses 3-pt jump shot from 26 ft,,40,45
174,2,3:39.0,,Defensive rebound by K. Singler,40,45
175,2,3:25.0,,Personal foul by N. Vučević (drawn by D. Augustin),40,45
176,2,3:11.0,,A. Drummond misses 2-pt layup at rim,40,45
177,2,3:10.0,Defensive rebound by N. Vučević,,40,45
178,2,3:01.0,N. Vučević makes 2-pt dunk at rim (assist by E. Fournier),,42,45
179,2,2:51.0,,Shooting foul by V. Oladipo (drawn by D. Augustin),42,45
180,2,2:51.0,,D. Augustin makes free throw 1 of 2,42,46
181,2,2:51.0,L. Ridnour enters the game for V. Oladipo,,42,46
182,2,2:51.0,,D. Augustin misses free throw 2 of 2,42,46
183,2,2:50.0,Defensive rebound by Team,,42,46
184,2,2:35.0,N. Vučević misses 2-pt jump shot from 12 ft,,42,46
185,2,2:32.0,,Defensive rebound by D. Augustin,42,46
186,2,2:25.0,,Turnover by D. Augustin (bad pass; steal by T. Harris),42,46
187,2,2:25.0,Personal foul by J. Smith (drawn by T. Harris),,42,46
188,2,2:25.0,,J. Jerebko enters the game for J. Smith,42,46
189,2,2:08.0,E. Fournier misses 2-pt jump shot from 5 ft,,42,46
190,2,2:07.0,,Defensive rebound by A. Drummond,42,46
191,2,1:59.0,,J. Jerebko misses 2-pt jump shot from 19 ft,42,46
192,2,1:56.0,Defensive rebound by N. Vučević,,42,46
193,2,1:44.0,T. Harris makes 2-pt hook shot from 5 ft (assist by N. Vučević),,44,46
194,2,1:26.0,,Turnover by K. Caldwell-Pope (lost ball; steal by L. Ridnour),44,46
195,2,1:20.0,E. Fournier makes 3-pt jump shot from 27 ft (assist by L. Ridnour),,47,46
196,2,1:11.0,,Detroit full timeout,47,46
197,2,1:11.0,,C. Butler enters the game for K. Caldwell-Pope,47,46
198,2,1:11.0,,G. Monroe enters the game for J. Jerebko,47,46
199,2,0:56.0,,G. Monroe misses 2-pt layup from 1 ft,47,46
200,2,0:56.0,,Offensive rebound by A. Drummond,47,46
201,2,0:56.0,,A. Drummond makes 2-pt tip-in from 1 ft,47,48
202,2,0:44.0,T. Harris misses 2-pt jump shot from 6 ft (block by A. Drummond),,47,48
203,2,0:44.0,,Defensive rebound by K. Singler,47,48
204,2,0:44.0,,Personal foul by T. Harris (drawn by K. Singler),47,48
205,2,0:44.0,,K. Singler makes free throw 1 of 2,47,49
206,2,0:44.0,,K. Singler makes free throw 2 of 2,47,50
207,2,0:34.0,E. Fournier misses 2-pt jump shot from 7 ft (block by A. Drummond),,47,50
208,2,0:32.0,,Defensive rebound by C. Butler,47,50
209,2,0:31.0,,Shooting foul by L. Ridnour (drawn by D. Augustin),47,50
210,2,0:31.0,,D. Augustin makes free throw 1 of 2,47,51
211,2,0:31.0,,D. Augustin makes free throw 2 of 2,47,52
212,2,0:09.0,T. Harris makes 2-pt dunk at rim (assist by B. Gordon),,49,52
213,2,0:01.0,,A. Drummond misses 2-pt jump shot from 8 ft,49,52
214,2,0:00.0,,Offensive rebound by Team,49,52
215,3,11:35.0,N. Vučević makes 2-pt jump shot from 4 ft (assist by E. Fournier),,51,52
216,3,11:21.0,,A. Drummond misses 2-pt layup at rim (block by V. Oladipo),51,52
217,3,11:19.0,Defensive rebound by N. Vučević,,51,52
218,3,11:13.0,C. Frye makes 3-pt jump shot from 26 ft (assist by V. Oladipo),,54,52
219,3,10:54.0,,Turnover by J. Smith (bad pass; steal by T. Harris),54,52
220,3,10:42.0,T. Harris misses 3-pt jump shot from 25 ft,,54,52
221,3,10:40.0,,Defensive rebound by B. Jennings,54,52
222,3,10:31.0,,A. Drummond misses 2-pt layup from 1 ft,54,52
223,3,10:30.0,,Offensive rebound by A. Drummond,54,52
224,3,10:29.0,,A. Drummond misses 2-pt layup from 1 ft,54,52
225,3,10:28.0,Defensive rebound by C. Frye,,54,52
226,3,10:13.0,E. Fournier misses 2-pt jump shot from 21 ft,,54,52
227,3,10:12.0,Offensive rebound by N. Vučević,,54,52
228,3,10:08.0,C. Frye makes 3-pt jump shot from 24 ft (assist by E. Fournier),,57,52
229,3,10:08.0,,Detroit full timeout,57,52
230,3,9:51.0,,G. Monroe misses 2-pt hook shot from 6 ft,57,52
231,3,9:51.0,Defensive rebound by Team,,57,52
232,3,9:51.0,,Loose ball foul by A. Drummond (drawn by N. Vučević),57,52
233,3,9:36.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by E. Fournier),,59,52
234,3,9:21.0,,G. Monroe misses 2-pt hook shot from 3 ft,59,52
235,3,9:19.0,Defensive rebound by V. Oladipo,,59,52
236,3,9:09.0,Turnover by N. Vučević (3 sec),,59,52
237,3,8:52.0,,B. Jennings makes 3-pt jump shot from 26 ft (assist by J. Smith),59,55
238,3,8:32.0,E. Fournier misses 3-pt jump shot from 26 ft,,59,55
239,3,8:30.0,Offensive rebound by V. Oladipo,,59,55
240,3,8:24.0,T. Harris makes 2-pt layup at rim (assist by C. Frye),,61,55
241,3,8:12.0,,Offensive foul by A. Drummond (drawn by V. Oladipo),61,55
242,3,8:12.0,,Turnover by A. Drummond (offensive foul),61,55
243,3,7:56.0,E. Fournier misses 2-pt layup at rim,,61,55
244,3,7:55.0,Offensive rebound by T. Harris,,61,55
245,3,7:51.0,N. Vučević makes 2-pt layup at rim (assist by T. Harris),,63,55
246,3,7:35.0,,J. Smith misses 3-pt jump shot from 25 ft,63,55
247,3,7:34.0,Defensive rebound by C. Frye,,63,55
248,3,7:28.0,Shooting foul by A. Drummond (drawn by V. Oladipo),,63,55
249,3,7:28.0,V. Oladipo makes free throw 1 of 2,,64,55
250,3,7:28.0,,C. Butler enters the game for A. Drummond,64,55
251,3,7:28.0,V. Oladipo misses free throw 2 of 2,,64,55
252,3,7:27.0,,Defensive rebound by G. Monroe,64,55
253,3,7:13.0,,J. Smith makes 2-pt layup at rim,64,57
254,3,7:13.0,,Shooting foul by T. Harris (drawn by J. Smith),64,57
255,3,7:13.0,,J. Smith misses free throw 1 of 1,64,57
256,3,7:12.0,Defensive rebound by N. Vučević,,64,57
257,3,6:54.0,E. Fournier misses 2-pt layup at rim,,64,57
258,3,6:53.0,,Defensive rebound by K. Caldwell-Pope,64,57
259,3,6:46.0,,C. Butler makes 3-pt jump shot from 26 ft (assist by J. Smith),64,60
260,3,6:23.0,V. Oladipo makes 3-pt jump shot from 23 ft (assist by N. Vučević),,67,60
261,3,6:05.0,,Shooting foul by T. Harris (drawn by J. Smith),67,60
262,3,6:05.0,,J. Smith makes free throw 1 of 2,67,61
263,3,6:05.0,M. Harkless enters the game for T. Harris,,67,61
264,3,6:05.0,,J. Smith misses free throw 2 of 2,67,61
265,3,6:04.0,Defensive rebound by M. Harkless,,67,61
266,3,5:39.0,C. Frye makes 3-pt jump shot from 26 ft (assist by N. Vučević),,70,61
267,3,5:18.0,,C. Butler makes 2-pt jump shot from 18 ft (assist by B. Jennings),70,63
268,3,5:04.0,Turnover by E. Fournier (bad pass; steal by B. Jennings),,70,63
269,3,4:56.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,70,63
270,3,4:55.0,Defensive rebound by V. Oladipo,,70,63
271,3,4:51.0,Orlando full timeout,,70,63
272,3,4:43.0,N. Vučević misses 2-pt layup at rim,,70,63
273,3,4:41.0,,Defensive rebound by C. Butler,70,63
274,3,4:28.0,,J. Smith makes 2-pt layup at rim (assist by C. Butler),70,65
275,3,4:06.0,V. Oladipo misses 2-pt jump shot from 16 ft,,70,65
276,3,4:05.0,,Defensive rebound by G. Monroe,70,65
277,3,3:56.0,,Shooting foul by M. Harkless (drawn by C. Butler),70,65
278,3,3:56.0,,C. Butler makes free throw 1 of 3,70,66
279,3,3:56.0,L. Ridnour enters the game for E. Fournier,,70,66
280,3,3:56.0,,C. Butler makes free throw 2 of 3,70,67
281,3,3:56.0,,C. Butler makes free throw 3 of 3,70,68
282,3,3:37.0,N. Vučević misses 2-pt jump shot from 15 ft,,70,68
283,3,3:36.0,,Defensive rebound by C. Butler,70,68
284,3,3:31.0,,B. Jennings misses 3-pt jump shot from 26 ft,70,68
285,3,3:30.0,Defensive rebound by C. Frye,,70,68
286,3,3:23.0,M. Harkless misses 3-pt jump shot from 23 ft,,70,68
287,3,3:22.0,,Defensive rebound by K. Caldwell-Pope,70,68
288,3,3:03.0,,C. Butler makes 2-pt jump shot from 17 ft (assist by B. Jennings),70,70
289,3,2:47.0,L. Ridnour misses 3-pt jump shot from 24 ft,,70,70
290,3,2:46.0,Offensive rebound by N. Vučević,,70,70
291,3,2:45.0,N. Vučević makes 2-pt layup at rim,,72,70
292,3,2:28.0,,C. Butler makes 3-pt jump shot from 27 ft,72,73
293,3,2:14.0,Shooting foul by G. Monroe (drawn by V. Oladipo),,72,73
294,3,2:14.0,V. Oladipo makes free throw 1 of 2,,73,73
295,3,2:14.0,W. Green enters the game for C. Frye,,73,73
296,3,2:14.0,,J. Anthony enters the game for G. Monroe,73,73
297,3,2:14.0,V. Oladipo makes free throw 2 of 2,,74,73
298,3,1:55.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by J. Anthony),74,76
299,3,1:28.0,V. Oladipo makes 2-pt jump shot from 18 ft,,76,76
300,3,1:17.0,,Personal foul by M. Harkless (drawn by J. Smith),76,76
301,3,1:14.0,,Offensive foul by J. Smith (drawn by L. Ridnour),76,76
302,3,1:14.0,,Turnover by J. Smith (offensive foul),76,76
303,3,0:55.0,Turnover by V. Oladipo (bad pass; steal by B. Jennings),,76,76
304,3,0:47.0,,C. Butler misses 2-pt jump shot from 17 ft,76,76
305,3,0:46.0,Defensive rebound by M. Harkless,,76,76
306,3,0:31.0,M. Harkless makes 2-pt layup at rim (assist by L. Ridnour),,78,76
307,3,0:16.0,,B. Jennings misses 2-pt jump shot from 16 ft,78,76
308,3,0:15.0,Defensive rebound by N. Vučević,,78,76
309,3,0:01.0,M. Harkless misses 3-pt jump shot from 25 ft,,78,76
310,3,0:00.0,Offensive rebound by Team,,78,76
311,4,11:47.0,,D. Augustin misses 2-pt jump shot from 17 ft,78,76
312,4,11:46.0,Defensive rebound by L. Ridnour,,78,76
313,4,11:27.0,T. Harris makes 2-pt jump shot from 18 ft,,80,76
314,4,11:09.0,,J. Jerebko makes 2-pt hook shot from 4 ft (assist by K. Caldwell-Pope),80,78
315,4,10:59.0,T. Harris makes 3-pt jump shot from 25 ft (assist by L. Ridnour),,83,78
316,4,10:45.0,,A. Drummond enters the game for J. Anthony,83,78
317,4,10:45.0,,Violation by Team (delay of game),83,78
318,4,10:35.0,,J. Jerebko misses 3-pt jump shot from 24 ft,83,78
319,4,10:35.0,Defensive rebound by Team,,83,78
320,4,10:23.0,T. Harris makes 2-pt jump shot from 11 ft (assist by L. Ridnour),,85,78
321,4,10:01.0,,A. Drummond makes 2-pt layup at rim,85,80
322,4,10:01.0,Violation by T. Harris (def goaltending),,85,80
323,4,9:38.0,C. Frye makes 3-pt jump shot from 25 ft (assist by W. Green),,88,80
324,4,9:38.0,,Detroit full timeout,88,80
325,4,9:22.0,,K. Caldwell-Pope makes 2-pt jump shot from 18 ft (assist by J. Jerebko),88,82
326,4,9:06.0,L. Ridnour misses 2-pt jump shot from 20 ft,,88,82
327,4,9:05.0,,Defensive rebound by A. Drummond,88,82
328,4,8:55.0,,C. Butler misses 3-pt jump shot from 26 ft,88,82
329,4,8:54.0,,Offensive rebound by Team,88,82
330,4,8:42.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,88,82
331,4,8:41.0,,Offensive rebound by J. Jerebko,88,82
332,4,8:40.0,,J. Jerebko makes 2-pt tip-in at rim,88,84
333,4,8:14.0,T. Harris misses 3-pt jump shot from 26 ft,,88,84
334,4,8:13.0,,Defensive rebound by J. Jerebko,88,84
335,4,8:02.0,,A. Drummond makes 2-pt dunk at rim,88,86
336,4,8:02.0,,Shooting foul by C. Frye (drawn by A. Drummond),88,86
337,4,8:02.0,,K. Singler enters the game for C. Butler,88,86
338,4,8:02.0,,B. Jennings enters the game for K. Caldwell-Pope,88,86
339,4,8:02.0,E. Fournier enters the game for M. Harkless,,88,86
340,4,8:02.0,,A. Drummond makes free throw 1 of 1,88,87
341,4,7:44.0,C. Frye misses 3-pt jump shot from 26 ft,,88,87
342,4,7:43.0,,Defensive rebound by K. Singler,88,87
343,4,7:34.0,N. Vučević enters the game for C. Frye,,88,87
344,4,7:33.0,,Offensive foul by J. Jerebko (drawn by L. Ridnour),88,87
345,4,7:33.0,,Turnover by J. Jerebko (offensive foul),88,87
346,4,7:23.0,Shooting foul by D. Augustin (drawn by L. Ridnour),,88,87
347,4,7:23.0,L. Ridnour makes 2-pt jump shot from 13 ft,,90,87
348,4,7:23.0,L. Ridnour makes free throw 1 of 1,,91,87
349,4,7:00.0,,J. Jerebko misses 2-pt layup from 1 ft,91,87
350,4,6:59.0,Defensive rebound by T. Harris,,91,87
351,4,6:53.0,E. Fournier makes 3-pt jump shot from 27 ft (assist by L. Ridnour),,94,87
352,4,6:28.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by B. Jennings),94,89
353,4,6:28.0,,Shooting foul by N. Vučević (drawn by A. Drummond),94,89
354,4,6:28.0,,G. Monroe enters the game for J. Jerebko,94,89
355,4,6:28.0,,J. Smith enters the game for D. Augustin,94,89
356,4,6:28.0,,A. Drummond makes free throw 1 of 1,94,90
357,4,6:03.0,W. Green misses 3-pt jump shot from 25 ft,,94,90
358,4,6:02.0,,Defensive rebound by A. Drummond,94,90
359,4,5:49.0,,G. Monroe misses 2-pt layup from 1 ft,94,90
360,4,5:49.0,Defensive rebound by Team,,94,90
361,4,5:49.0,Official timeout,,94,90
362,4,5:49.0,V. Oladipo enters the game for W. Green,,94,90
363,4,5:49.0,C. Frye enters the game for L. Ridnour,,94,90
364,4,5:34.0,T. Harris misses 2-pt jump shot from 3 ft (block by A. Drummond),,94,90
365,4,5:34.0,Offensive rebound by Team,,94,90
366,4,5:28.0,N. Vučević makes 2-pt jump shot from 20 ft (assist by E. Fournier),,96,90
367,4,5:10.0,,K. Singler misses 3-pt jump shot from 26 ft,96,90
368,4,5:09.0,Defensive rebound by E. Fournier,,96,90
369,4,4:43.0,Turnover by Team (shot clock),,96,90
370,4,4:43.0,,K. Caldwell-Pope enters the game for K. Singler,96,90
371,4,4:21.0,,J. Smith misses 3-pt jump shot from 26 ft,96,90
372,4,4:20.0,Defensive rebound by N. Vučević,,96,90
373,4,4:10.0,T. Harris makes 2-pt layup at rim (assist by C. Frye),,98,90
374,4,4:08.0,,Detroit full timeout,98,90
375,4,4:08.0,,C. Butler enters the game for A. Drummond,98,90
376,4,3:47.0,,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,98,90
377,4,3:47.0,Defensive rebound by Team,,98,90
378,4,3:47.0,Personal foul by G. Monroe (drawn by N. Vučević),,98,90
379,4,3:26.0,T. Harris makes 3-pt jump shot from 23 ft (assist by E. Fournier),,101,90
380,4,3:11.0,,Turnover by J. Smith (bad pass; steal by T. Harris),101,90
381,4,3:05.0,E. Fournier misses 3-pt jump shot from 28 ft,,101,90
382,4,3:03.0,Offensive rebound by V. Oladipo,,101,90
