,QUARTER,TIME_REMAINING,UTAH_ACTION,HOUSTON_ACTION,UTAH_SCORE,HOUSTON_SCORE
0,1,11:42.0,,J. Terry misses 2-pt jump shot from 8 ft,0,0
1,1,11:40.0,Defensive rebound by R. Hood,,0,0
2,1,11:25.0,D. Favors misses 3-pt jump shot from 23 ft,,0,0
3,1,11:24.0,,Defensive rebound by T. Ariza,0,0
4,1,11:16.0,,T. Ariza misses 2-pt layup from 2 ft (block by R. Gobert),0,0
5,1,11:15.0,Defensive rebound by D. Exum,,0,0
6,1,11:09.0,R. Hood misses 2-pt layup from 1 ft,,0,0
7,1,11:08.0,Offensive rebound by D. Favors,,0,0
8,1,11:06.0,D. Favors misses 2-pt jump shot from 6 ft (block by D. Howard),,0,0
9,1,11:04.0,,Defensive rebound by T. Jones,0,0
10,1,11:00.0,,J. Harden misses 2-pt layup from 3 ft (block by D. Exum),0,0
11,1,10:59.0,,Offensive rebound by Team,0,0
12,1,10:58.0,,Personal foul by R. Hood (drawn by J. Harden),0,0
13,1,10:51.0,,Shooting foul by D. Exum (drawn by J. Harden),0,0
14,1,10:51.0,,J. Harden makes free throw 1 of 2,0,1
15,1,10:51.0,,J. Harden makes free throw 2 of 2,0,2
16,1,10:31.0,R. Gobert makes 2-pt dunk at rim (assist by D. Favors),,2,2
17,1,10:17.0,,D. Howard makes 2-pt hook shot from 3 ft,2,4
18,1,9:57.0,R. Hood misses 2-pt jump shot from 18 ft,,2,4
19,1,9:55.0,Offensive rebound by D. Favors,,2,4
20,1,9:39.0,J. Ingles misses 2-pt jump shot from 22 ft,,2,4
21,1,9:39.0,,Defensive rebound by Team,2,4
22,1,9:39.0,Loose ball foul by D. Favors (drawn by T. Jones),,2,4
23,1,9:19.0,,D. Howard misses 2-pt hook shot from 4 ft (block by R. Gobert),2,4
24,1,9:18.0,,Offensive rebound by Team,2,4
25,1,9:13.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by T. Jones),2,7
26,1,8:52.0,R. Gobert misses 2-pt layup from 3 ft (block by T. Jones),,2,7
27,1,8:50.0,,Defensive rebound by D. Howard,2,7
28,1,8:50.0,,Turnover by D. Howard (bad pass),2,7
29,1,8:33.0,D. Favors misses 2-pt jump shot from 18 ft,,2,7
30,1,8:33.0,Offensive rebound by R. Gobert,,2,7
31,1,8:26.0,R. Hood makes 2-pt jump shot from 17 ft,,4,7
32,1,8:14.0,,D. Howard makes 2-pt dunk at rim (assist by J. Harden),4,9
33,1,7:52.0,R. Hood misses 2-pt jump shot from 4 ft (block by D. Howard),,4,9
34,1,7:52.0,Offensive rebound by Team,,4,9
35,1,7:52.0,T. Burke enters the game for J. Ingles,,4,9
36,1,7:52.0,J. Evans enters the game for D. Favors,,4,9
37,1,7:46.0,D. Exum misses 3-pt jump shot from 23 ft,,4,9
38,1,7:44.0,,Defensive rebound by D. Howard,4,9
39,1,7:37.0,,J. Terry misses 3-pt jump shot from 24 ft,4,9
40,1,7:36.0,,Offensive rebound by D. Howard,4,9
41,1,7:36.0,,D. Howard makes 2-pt layup from 1 ft,4,11
42,1,7:19.0,T. Burke misses 2-pt jump shot from 8 ft,,4,11
43,1,7:17.0,,Defensive rebound by T. Jones,4,11
44,1,7:08.0,,Shooting foul by T. Burke (drawn by J. Harden),4,11
45,1,7:08.0,,J. Harden makes free throw 1 of 2,4,12
46,1,7:08.0,,J. Harden makes free throw 2 of 2,4,13
47,1,6:54.0,D. Exum misses 3-pt jump shot from 24 ft,,4,13
48,1,6:53.0,Offensive rebound by J. Evans,,4,13
49,1,6:49.0,D. Exum makes 2-pt layup from 1 ft (assist by J. Evans),,6,13
50,1,6:29.0,,J. Terry misses 2-pt jump shot from 16 ft,6,13
51,1,6:27.0,Defensive rebound by R. Gobert,,6,13
52,1,6:16.0,Turnover by T. Burke (bad pass),,6,13
53,1,6:05.0,,T. Jones makes 2-pt dunk at rim (assist by J. Harden),6,15
54,1,5:45.0,J. Evans makes 2-pt layup from 2 ft (assist by R. Hood),,8,15
55,1,5:45.0,Shooting foul by J. Harden (drawn by J. Evans),,8,15
56,1,5:45.0,,Houston full timeout,8,15
57,1,5:45.0,,C. Capela enters the game for D. Howard,8,15
58,1,5:45.0,J. Evans makes free throw 1 of 1,,9,15
59,1,5:32.0,,Turnover by J. Harden (bad pass; steal by R. Gobert),9,15
60,1,5:26.0,T. Burke misses 2-pt jump shot from 3 ft (block by J. Terry),,9,15
61,1,5:25.0,Offensive rebound by T. Burke,,9,15
62,1,5:25.0,Shooting foul by J. Terry (drawn by T. Burke),,9,15
63,1,5:25.0,T. Burke makes free throw 1 of 2,,10,15
64,1,5:25.0,D. Favors enters the game for R. Gobert,,10,15
65,1,5:25.0,T. Burke misses free throw 2 of 2,,10,15
66,1,5:25.0,,Defensive rebound by C. Capela,10,15
67,1,5:06.0,,T. Jones makes 2-pt jump shot from 4 ft,10,17
68,1,4:51.0,D. Exum misses 3-pt jump shot from 23 ft,,10,17
69,1,4:50.0,Offensive rebound by D. Favors,,10,17
70,1,4:49.0,D. Favors makes 2-pt layup from 2 ft,,12,17
71,1,4:49.0,Shooting foul by C. Capela (drawn by D. Favors),,12,17
72,1,4:49.0,,J. Smith enters the game for T. Jones,12,17
73,1,4:49.0,D. Favors misses free throw 1 of 1,,12,17
74,1,4:49.0,,Defensive rebound by J. Smith,12,17
75,1,4:39.0,,J. Harden makes 2-pt layup from 1 ft,12,19
76,1,4:15.0,R. Hood makes 3-pt jump shot from 25 ft,,15,19
77,1,4:02.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Smith),15,21
78,1,3:44.0,Turnover by R. Hood (bad pass; steal by J. Terry),,15,21
79,1,3:40.0,,T. Ariza makes 2-pt dunk at rim (assist by J. Terry),15,23
80,1,3:39.0,Utah full timeout,,15,23
81,1,3:39.0,,P. Prigioni enters the game for T. Ariza,15,23
82,1,3:39.0,,C. Brewer enters the game for J. Terry,15,23
83,1,3:19.0,D. Favors misses 2-pt hook shot from 3 ft,,15,23
84,1,3:18.0,,Defensive rebound by J. Harden,15,23
85,1,3:14.0,E. Millsap enters the game for R. Hood,,15,23
86,1,3:14.0,C. Johnson enters the game for D. Exum,,15,23
87,1,3:03.0,,Shooting foul by D. Favors (drawn by J. Smith),15,23
88,1,3:03.0,,J. Smith makes free throw 1 of 2,15,24
89,1,3:03.0,,J. Smith misses free throw 2 of 2,15,24
90,1,3:03.0,Defensive rebound by J. Evans,,15,24
91,1,2:55.0,Personal foul by P. Prigioni (drawn by T. Burke),,15,24
92,1,2:45.0,E. Millsap makes 3-pt jump shot from 24 ft (assist by T. Burke),,18,24
93,1,2:20.0,,C. Brewer misses 3-pt jump shot from 22 ft,18,24
94,1,2:19.0,Defensive rebound by E. Millsap,,18,24
95,1,2:12.0,Turnover by D. Favors (bad pass),,18,24
96,1,2:04.0,,Personal block foul by E. Millsap (drawn by J. Harden),18,24
97,1,2:04.0,,J. Harden makes free throw 1 of 2,18,25
98,1,2:04.0,B. Cotton enters the game for T. Burke,,18,25
99,1,2:04.0,,J. Harden makes free throw 2 of 2,18,26
100,1,1:47.0,E. Millsap misses 3-pt jump shot from 25 ft,,18,26
101,1,1:46.0,,Defensive rebound by C. Capela,18,26
102,1,1:39.0,,J. Harden misses 3-pt jump shot from 27 ft,18,26
103,1,1:37.0,Defensive rebound by D. Favors,,18,26
104,1,1:27.0,Turnover by D. Favors (bad pass; steal by J. Smith),,18,26
105,1,1:18.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by P. Prigioni),18,29
106,1,1:03.0,D. Favors makes 2-pt jump shot from 14 ft (assist by B. Cotton),,20,29
107,1,0:48.0,,J. Smith makes 2-pt jump shot from 14 ft (assist by C. Brewer),20,31
108,1,0:26.0,C. Johnson misses 2-pt jump shot from 5 ft (block by C. Capela),,20,31
109,1,0:25.0,Offensive rebound by Team,,20,31
110,1,0:24.0,Turnover by Team (shot clock),,20,31
111,1,0:24.0,,J. Terry enters the game for C. Capela,20,31
112,1,0:24.0,R. Gobert enters the game for D. Favors,,20,31
113,1,0:00.0,,J. Harden misses 3-pt jump shot from 25 ft,20,31
114,1,0:00.0,,Offensive rebound by Team,20,31
115,2,11:43.0,B. Cotton makes 2-pt jump shot from 12 ft,,22,31
116,2,11:23.0,,C. Brewer misses 2-pt jump shot from 23 ft,22,31
117,2,11:22.0,Defensive rebound by J. Ingles,,22,31
118,2,11:14.0,Turnover by C. Johnson (step out of bounds),,22,31
119,2,10:59.0,,J. Smith misses 3-pt jump shot from 24 ft,22,31
120,2,10:59.0,Defensive rebound by R. Gobert,,22,31
121,2,10:48.0,B. Cotton misses 2-pt jump shot from 8 ft (block by J. Smith),,22,31
122,2,10:47.0,,Defensive rebound by P. Prigioni,22,31
123,2,10:40.0,,T. Ariza misses 3-pt jump shot from 25 ft,22,31
124,2,10:39.0,Defensive rebound by J. Ingles,,22,31
125,2,10:21.0,J. Ingles misses 3-pt jump shot from 24 ft,,22,31
126,2,10:20.0,,Defensive rebound by J. Smith,22,31
127,2,9:59.0,,J. Smith misses 2-pt jump shot from 10 ft,22,31
128,2,9:58.0,,Offensive rebound by P. Prigioni,22,31
129,2,9:37.0,,J. Smith makes 3-pt jump shot from 22 ft (assist by P. Prigioni),22,34
130,2,9:25.0,B. Cotton misses 3-pt jump shot from 24 ft,,22,34
131,2,9:24.0,Offensive rebound by R. Gobert,,22,34
132,2,9:24.0,R. Gobert misses 2-pt tip-in at rim,,22,34
133,2,9:22.0,,Defensive rebound by C. Brewer,22,34
134,2,9:15.0,,Shooting foul by J. Ingles (drawn by D. Howard),22,34
135,2,9:15.0,,D. Howard makes free throw 1 of 2,22,35
136,2,9:15.0,,D. Howard misses free throw 2 of 2,22,35
137,2,9:15.0,Defensive rebound by R. Gobert,,22,35
138,2,9:02.0,Turnover by J. Ingles (bad pass; steal by T. Ariza),,22,35
139,2,8:58.0,,C. Brewer makes 2-pt layup from 3 ft (assist by T. Ariza),22,37
140,2,8:58.0,Utah full timeout,,22,37
141,2,8:58.0,R. Hood enters the game for E. Millsap,,22,37
142,2,8:39.0,R. Hood misses 2-pt jump shot from 9 ft,,22,37
143,2,8:36.0,,Defensive rebound by P. Prigioni,22,37
144,2,8:14.0,,T. Ariza misses 3-pt jump shot from 23 ft,22,37
145,2,8:14.0,,Offensive rebound by Team,22,37
146,2,8:14.0,,Turnover by Team (shot clock),22,37
147,2,7:58.0,R. Hood misses 2-pt jump shot from 10 ft,,22,37
148,2,7:56.0,,Defensive rebound by D. Howard,22,37
149,2,7:51.0,,C. Brewer misses 2-pt layup from 2 ft,22,37
150,2,7:50.0,,Offensive rebound by T. Ariza,22,37
151,2,7:47.0,,T. Ariza misses 2-pt layup from 1 ft (block by R. Hood),22,37
152,2,7:45.0,Defensive rebound by B. Cotton,,22,37
153,2,7:41.0,B. Cotton makes 2-pt jump shot from 3 ft,,24,37
154,2,7:26.0,,J. Smith misses 2-pt jump shot from 9 ft,24,37
155,2,7:25.0,,Offensive rebound by D. Howard,24,37
156,2,7:22.0,,D. Howard makes 2-pt layup from 1 ft,24,39
