,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA CLIPPERS_ACTION,SAN ANTONIO_SCORE,LA CLIPPERS_SCORE
0,1,11:46.0,M. Bonner misses 3-pt jump shot from 24 ft,,0,0
1,1,11:45.0,,Defensive rebound by C. Paul,0,0
2,1,11:30.0,,Shooting foul by T. Duncan (drawn by J. Redick),0,0
3,1,11:30.0,,J. Redick makes free throw 1 of 2,0,1
4,1,11:30.0,,J. Redick makes free throw 2 of 2,0,2
5,1,11:11.0,T. Duncan misses 2-pt jump shot from 17 ft,,0,2
6,1,11:09.0,,Defensive rebound by D. Jordan,0,2
7,1,11:00.0,,Personal foul by M. Bonner (drawn by J. Redick),0,2
8,1,10:54.0,,J. Crawford misses 3-pt jump shot from 25 ft (block by K. Leonard),0,2
9,1,10:51.0,Defensive rebound by T. Duncan,,0,2
10,1,10:33.0,T. Parker misses 2-pt jump shot from 20 ft,,0,2
11,1,10:30.0,,Defensive rebound by B. Griffin,0,2
12,1,10:17.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),0,4
13,1,9:56.0,K. Leonard makes 2-pt jump shot from 10 ft (assist by T. Parker),,2,4
14,1,9:42.0,,J. Redick makes 2-pt jump shot from 13 ft (assist by C. Paul),2,6
15,1,9:28.0,T. Parker makes 2-pt jump shot from 9 ft,,4,6
16,1,9:16.0,,J. Redick misses 2-pt jump shot from 18 ft,4,6
17,1,9:15.0,Defensive rebound by T. Duncan,,4,6
18,1,8:57.0,M. Bonner misses 2-pt hook shot from 7 ft,,4,6
19,1,8:56.0,Offensive rebound by T. Duncan,,4,6
20,1,8:47.0,D. Green misses 3-pt jump shot from 25 ft,,4,6
21,1,8:42.0,,Defensive rebound by D. Jordan,4,6
22,1,8:31.0,,J. Redick misses 3-pt jump shot from 25 ft,4,6
23,1,8:27.0,,Offensive rebound by D. Jordan,4,6
24,1,8:22.0,,Turnover by J. Crawford (bad pass),4,6
25,1,7:59.0,K. Leonard misses 3-pt jump shot from 25 ft,,4,6
26,1,7:57.0,,Defensive rebound by D. Jordan,4,6
27,1,7:55.0,,Turnover by D. Jordan (bad pass; steal by M. Bonner),4,6
28,1,7:48.0,T. Parker misses 3-pt jump shot from 24 ft,,4,6
29,1,7:46.0,,Defensive rebound by D. Jordan,4,6
30,1,7:34.0,,C. Paul makes 2-pt jump shot from 17 ft,4,8
31,1,7:08.0,Turnover by T. Parker (bad pass; steal by B. Griffin),,4,8
32,1,7:02.0,,J. Crawford misses 3-pt jump shot from 25 ft,4,8
33,1,6:58.0,Defensive rebound by K. Leonard,,4,8
34,1,6:50.0,Shooting foul by B. Griffin (drawn by K. Leonard),,4,8
35,1,6:50.0,K. Leonard makes free throw 1 of 2,,5,8
36,1,6:50.0,K. Leonard makes free throw 2 of 2,,6,8
37,1,6:39.0,,B. Griffin makes 2-pt layup from 2 ft (assist by J. Redick),6,10
38,1,6:21.0,T. Duncan misses 2-pt jump shot from 5 ft,,6,10
39,1,6:19.0,Offensive rebound by Team,,6,10
40,1,6:10.0,K. Leonard makes 2-pt jump shot from 14 ft,,8,10
