,QUARTER,TIME_REMAINING,NEW YORK_ACTION,WASHINGTON_ACTION,NEW YORK_SCORE,WASHINGTON_SCORE
38,1,6:08.0,,M. Gortat makes free throw 1 of 2,8,11
39,1,6:08.0,J. Smith enters the game for Q. Acy,,8,11
40,1,6:08.0,,M. Gortat misses free throw 2 of 2,8,11
41,1,6:07.0,Defensive rebound by C. Aldrich,,8,11
42,1,5:54.0,T. Hardaway makes 2-pt jump shot from 6 ft (assist by P. Prigioni),,10,11
43,1,5:54.0,Shooting foul by O. Porter (drawn by T. Hardaway),,10,11
44,1,5:54.0,T. Hardaway makes free throw 1 of 1,,11,11
45,1,5:42.0,,O. Porter makes 2-pt layup at rim (assist by B. Beal),11,13
46,1,5:30.0,J. Smith makes 2-pt jump shot from 21 ft (assist by J. Calderón),,13,13
47,1,5:18.0,,N. Hilário misses 2-pt layup at rim,13,13
48,1,5:17.0,Defensive rebound by C. Aldrich,,13,13
49,1,5:03.0,J. Smith misses 2-pt jump shot from 15 ft,,13,13
50,1,5:02.0,,Defensive rebound by J. Wall,13,13
51,1,5:00.0,,Shooting foul by J. Calderón (drawn by J. Wall),13,13
52,1,5:00.0,,J. Wall misses free throw 1 of 2,13,13
53,1,5:00.0,,Offensive rebound by Team,13,13
54,1,5:00.0,,K. Humphries enters the game for N. Hilário,13,13
55,1,5:00.0,Q. Acy enters the game for C. Aldrich,,13,13
56,1,5:00.0,,J. Wall makes free throw 2 of 2,13,14
57,1,4:49.0,Turnover by J. Calderón (bad pass; steal by B. Beal),,13,14
58,1,4:43.0,,M. Gortat makes 2-pt dunk at rim (assist by O. Porter),13,16
59,1,4:16.0,J. Calderón misses 2-pt jump shot from 14 ft,,13,16
60,1,4:15.0,Offensive rebound by J. Smith,,13,16
61,1,4:10.0,J. Calderón misses 3-pt jump shot from 25 ft,,13,16
62,1,4:09.0,,Defensive rebound by K. Humphries,13,16
63,1,3:55.0,,M. Gortat misses 2-pt jump shot from 7 ft,13,16
64,1,3:54.0,Defensive rebound by T. Hardaway,,13,16
65,1,3:48.0,T. Hardaway makes 2-pt jump shot from 3 ft,,15,16
66,1,3:27.0,,O. Porter makes 2-pt jump shot from 5 ft,15,18
67,1,3:15.0,S. Larkin enters the game for P. Prigioni,,15,18
68,1,3:15.0,,R. Butler enters the game for B. Beal,15,18
69,1,3:15.0,C. Early enters the game for T. Hardaway,,15,18
70,1,3:07.0,Turnover by Q. Acy (lost ball; steal by J. Wall),,15,18
71,1,2:55.0,,K. Humphries misses 2-pt jump shot from 22 ft,15,18
72,1,2:54.0,,Offensive rebound by M. Gortat,15,18
73,1,2:46.0,,J. Wall misses 2-pt jump shot from 17 ft,15,18
74,1,2:45.0,,Offensive rebound by M. Gortat,15,18
75,1,2:34.0,,R. Butler makes 2-pt jump shot from 20 ft (assist by J. Wall),15,20
76,1,2:18.0,Q. Acy makes 2-pt jump shot from 13 ft (assist by S. Larkin),,17,20
77,1,2:03.0,,Shooting foul by J. Smith (drawn by M. Gortat),17,20
78,1,2:03.0,,Washington full timeout,17,20
79,1,2:03.0,,M. Gortat makes free throw 1 of 2,17,21
80,1,2:03.0,,M. Gortat misses free throw 2 of 2,17,21
81,1,2:01.0,Defensive rebound by S. Larkin,,17,21
82,1,1:48.0,J. Calderón makes 2-pt jump shot from 19 ft,,19,21
83,1,1:32.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),19,23
84,1,1:21.0,J. Smith misses 2-pt jump shot from 17 ft,,19,23
85,1,1:19.0,,Defensive rebound by M. Gortat,19,23
86,1,1:13.0,,R. Butler makes 3-pt jump shot from 24 ft (assist by J. Wall),19,26
87,1,1:03.0,Q. Acy misses 2-pt jump shot from 18 ft,,19,26
88,1,1:02.0,,Defensive rebound by M. Gortat,19,26
89,1,0:51.0,,Shooting foul by S. Larkin (drawn by J. Wall),19,26
90,1,0:51.0,,J. Wall makes free throw 1 of 2,19,27
91,1,0:51.0,,K. Séraphin enters the game for M. Gortat,19,27
92,1,0:51.0,,J. Wall misses free throw 2 of 2,19,27
93,1,0:50.0,Defensive rebound by S. Larkin,,19,27
94,1,0:38.0,Turnover by J. Calderón (bad pass),,19,27
95,1,0:32.0,,J. Wall makes 2-pt layup at rim,19,29
96,1,0:32.0,,Shooting foul by C. Early (drawn by J. Wall),19,29
97,1,0:32.0,,J. Wall makes free throw 1 of 1,19,30
98,1,0:11.0,Shooting foul by R. Butler (drawn by J. Smith),,19,30
99,1,0:11.0,J. Smith makes free throw 1 of 2,,20,30
100,1,0:11.0,L. Galloway enters the game for J. Calderón,,20,30
101,1,0:11.0,J. Smith makes free throw 2 of 2,,21,30
102,1,0:01.0,,J. Wall misses 2-pt jump shot from 20 ft,21,30
103,1,0:00.0,,Offensive rebound by Team,21,30
104,2,11:44.0,S. Larkin makes 3-pt jump shot from 26 ft,,24,30
105,2,11:33.0,,Turnover by K. Séraphin (lost ball; steal by C. Aldrich),24,30
106,2,11:29.0,Turnover by C. Early (lost ball),,24,30
107,2,11:09.0,,Turnover by K. Humphries (bad pass; steal by L. Galloway),24,30
108,2,11:04.0,Shooting foul by K. Humphries (drawn by L. Galloway),,24,30
109,2,11:04.0,L. Galloway makes free throw 1 of 2,,25,30
110,2,11:04.0,L. Galloway makes free throw 2 of 2,,26,30
111,2,10:48.0,,Turnover by K. Séraphin (lost ball; steal by S. Larkin),26,30
112,2,10:32.0,L. Galloway misses 2-pt jump shot from 21 ft,,26,30
113,2,10:31.0,,Defensive rebound by K. Humphries,26,30
114,2,10:22.0,,Shooting foul by L. Galloway (drawn by M. Webster),26,30
115,2,10:22.0,,M. Webster makes free throw 1 of 2,26,31
116,2,10:22.0,,M. Webster makes free throw 2 of 2,26,32
117,2,10:10.0,Turnover by S. Larkin (bad pass; steal by A. Miller),,26,32
118,2,10:00.0,,K. Humphries misses 2-pt jump shot from 7 ft,26,32
119,2,9:59.0,Defensive rebound by L. Galloway,,26,32
120,2,9:53.0,L. Galloway misses 2-pt layup from 1 ft,,26,32
121,2,9:51.0,Offensive rebound by C. Early,,26,32
122,2,9:49.0,C. Early makes 2-pt dunk at rim,,28,32
123,2,9:30.0,,K. Séraphin misses 2-pt jump shot from 10 ft,28,32
124,2,9:27.0,Defensive rebound by Q. Acy,,28,32
125,2,9:08.0,Q. Acy misses 2-pt jump shot from 15 ft,,28,32
126,2,9:08.0,,Defensive rebound by K. Séraphin,28,32
127,2,8:47.0,,R. Butler misses 2-pt jump shot from 17 ft,28,32
128,2,8:46.0,Defensive rebound by C. Aldrich,,28,32
129,2,8:31.0,S. Larkin misses 3-pt jump shot from 26 ft,,28,32
130,2,8:30.0,,Defensive rebound by K. Humphries,28,32
131,2,8:11.0,,K. Humphries makes 2-pt layup from 1 ft (assist by A. Miller),28,34
132,2,8:06.0,New York full timeout,,28,34
133,2,8:06.0,T. Hardaway enters the game for Q. Acy,,28,34
134,2,8:06.0,T. Wear enters the game for C. Early,,28,34
135,2,7:57.0,L. Galloway makes 2-pt jump shot from 18 ft,,30,34
136,2,7:42.0,,K. Humphries makes 2-pt jump shot from 16 ft (assist by M. Webster),30,36
137,2,7:24.0,T. Hardaway misses 2-pt jump shot from 19 ft,,30,36
138,2,7:24.0,,Defensive rebound by A. Miller,30,36
139,2,7:14.0,,Personal foul by T. Wear (drawn by K. Humphries),30,36
140,2,7:14.0,,N. Hilário enters the game for K. Humphries,30,36
141,2,7:10.0,,A. Miller makes 2-pt layup from 2 ft (assist by M. Webster),30,38
142,2,6:58.0,L. Galloway misses 2-pt jump shot from 13 ft,,30,38
143,2,6:57.0,,Defensive rebound by M. Webster,30,38
144,2,6:46.0,,Personal foul by C. Aldrich (drawn by N. Hilário),30,38
145,2,6:46.0,J. Smith enters the game for L. Galloway,,30,38
146,2,6:38.0,,N. Hilário makes 2-pt jump shot from 19 ft (assist by R. Butler),30,40
147,2,6:30.0,S. Larkin makes 2-pt jump shot from 16 ft,,32,40
148,2,6:18.0,,M. Webster makes 3-pt jump shot from 26 ft (assist by A. Miller),32,43
149,2,6:11.0,T. Hardaway misses 2-pt layup from 2 ft (block by R. Butler),,32,43
150,2,6:08.0,,Defensive rebound by N. Hilário,32,43
151,2,6:03.0,,R. Butler misses 3-pt jump shot from 25 ft,32,43
152,2,6:02.0,Defensive rebound by T. Hardaway,,32,43
153,2,5:51.0,C. Aldrich misses 2-pt jump shot from 5 ft,,32,43
154,2,5:50.0,,Defensive rebound by K. Séraphin,32,43
155,2,5:45.0,,R. Butler makes 2-pt layup from 2 ft (assist by A. Miller),32,45
156,2,5:34.0,J. Smith makes 2-pt jump shot from 9 ft (assist by C. Aldrich),,34,45
157,2,5:28.0,,Washington full timeout,34,45
158,2,5:28.0,,B. Beal enters the game for R. Butler,34,45
159,2,5:28.0,P. Prigioni enters the game for S. Larkin,,34,45
160,2,5:28.0,J. Calderón enters the game for T. Wear,,34,45
161,2,5:23.0,,Personal foul by J. Smith (drawn by K. Séraphin),34,45
162,2,5:13.0,,B. Beal misses 2-pt jump shot from 6 ft,34,45
163,2,5:12.0,Defensive rebound by C. Aldrich,,34,45
164,2,5:01.0,Shooting foul by K. Séraphin (drawn by J. Smith),,34,45
165,2,5:01.0,J. Smith misses free throw 1 of 2,,34,45
166,2,5:01.0,Offensive rebound by Team,,34,45
167,2,5:01.0,J. Smith makes free throw 2 of 2,,35,45
168,2,4:49.0,,Personal foul by C. Aldrich (drawn by N. Hilário),35,45
169,2,4:49.0,,N. Hilário makes free throw 1 of 2,35,46
170,2,4:49.0,,J. Wall enters the game for A. Miller,35,46
171,2,4:49.0,Q. Acy enters the game for C. Aldrich,,35,46
172,2,4:49.0,,N. Hilário misses free throw 2 of 2,35,46
173,2,4:48.0,Defensive rebound by Q. Acy,,35,46
174,2,4:33.0,J. Smith misses 2-pt jump shot from 21 ft,,35,46
175,2,4:32.0,Offensive rebound by P. Prigioni,,35,46
176,2,4:17.0,Q. Acy misses 2-pt jump shot from 19 ft,,35,46
177,2,4:16.0,,Defensive rebound by J. Wall,35,46
178,2,4:03.0,,M. Webster misses 3-pt jump shot from 25 ft,35,46
179,2,4:02.0,Defensive rebound by Q. Acy,,35,46
180,2,3:57.0,T. Hardaway misses 2-pt jump shot from 21 ft,,35,46
181,2,3:55.0,,Defensive rebound by M. Webster,35,46
182,2,3:48.0,,B. Beal misses 3-pt jump shot from 30 ft,35,46
183,2,3:47.0,Defensive rebound by Q. Acy,,35,46
184,2,3:34.0,Q. Acy misses 2-pt layup from 2 ft (block by M. Webster),,35,46
185,2,3:32.0,,Defensive rebound by B. Beal,35,46
186,2,3:28.0,,Shooting block foul by T. Hardaway (drawn by J. Wall),35,46
187,2,3:28.0,,J. Wall makes free throw 1 of 2,35,47
188,2,3:28.0,,O. Porter enters the game for M. Webster,35,47
189,2,3:28.0,T. Wear enters the game for T. Hardaway,,35,47
190,2,3:28.0,,J. Wall makes free throw 2 of 2,35,48
191,2,3:11.0,T. Wear misses 3-pt jump shot from 27 ft,,35,48
192,2,3:10.0,,Defensive rebound by B. Beal,35,48
193,2,2:58.0,,O. Porter misses 3-pt jump shot from 23 ft,35,48
194,2,2:57.0,,Offensive rebound by Team,35,48
195,2,2:57.0,Loose ball foul by J. Smith (drawn by N. Hilário),,35,48
196,2,2:57.0,Official timeout,,35,48
197,2,2:57.0,,M. Gortat enters the game for K. Séraphin,35,48
198,2,2:57.0,,N. Hilário makes free throw 1 of 2,35,49
199,2,2:57.0,C. Aldrich enters the game for J. Smith,,35,49
200,2,2:57.0,,N. Hilário misses free throw 2 of 2,35,49
201,2,2:54.0,Defensive rebound by Q. Acy,,35,49
202,2,2:36.0,P. Prigioni misses 3-pt jump shot from 26 ft,,35,49
203,2,2:35.0,,Defensive rebound by Team,35,49
204,2,2:13.0,,N. Hilário misses 2-pt jump shot from 4 ft,35,49
205,2,2:12.0,Defensive rebound by T. Wear,,35,49
206,2,2:04.0,Personal foul by N. Hilário (drawn by Q. Acy),,35,49
207,2,2:04.0,,K. Humphries enters the game for N. Hilário,35,49
208,2,1:56.0,C. Aldrich makes 2-pt hook shot from 9 ft (assist by P. Prigioni),,37,49
209,2,1:30.0,,B. Beal misses 2-pt jump shot from 21 ft,37,49
210,2,1:29.0,Defensive rebound by Q. Acy,,37,49
211,2,1:14.0,Turnover by C. Aldrich (bad pass; steal by J. Wall),,37,49
212,2,1:09.0,,J. Wall makes 2-pt dunk at rim,37,51
213,2,1:01.0,New York full timeout,,37,51
214,2,1:00.0,Turnover by T. Wear (bad pass; steal by J. Wall),,37,51
215,2,0:58.0,,J. Wall makes 2-pt dunk at rim,37,53
216,2,0:44.0,C. Aldrich misses 2-pt jump shot from 8 ft,,37,53
217,2,0:42.0,Offensive rebound by T. Wear,,37,53
218,2,0:42.0,T. Wear makes 2-pt layup from 2 ft,,39,53
219,2,0:30.0,,Turnover by J. Wall (bad pass; steal by P. Prigioni),39,53
220,2,0:25.0,Q. Acy makes 2-pt layup from 1 ft (assist by P. Prigioni),,41,53
221,2,0:18.0,,Washington full timeout,41,53
222,2,0:18.0,C. Early enters the game for C. Aldrich,,41,53
223,2,0:18.0,,R. Butler enters the game for K. Humphries,41,53
224,2,0:03.0,,Turnover by J. Wall (bad pass),41,53
225,2,0:02.0,Turnover by P. Prigioni (bad pass; steal by M. Gortat),,41,53
226,3,11:37.0,J. Calderón makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,44,53
227,3,11:18.0,,N. Hilário misses 3-pt jump shot from 22 ft,44,53
228,3,11:17.0,,Offensive rebound by M. Gortat,44,53
229,3,11:14.0,,N. Hilário makes 2-pt dunk at rim (assist by M. Gortat),44,55
230,3,10:55.0,J. Calderón makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,47,55
231,3,10:30.0,,M. Gortat makes 2-pt hook shot from 5 ft (assist by J. Wall),47,57
232,3,10:16.0,J. Calderón misses 3-pt jump shot from 23 ft,,47,57
233,3,10:15.0,,Defensive rebound by J. Wall,47,57
234,3,10:06.0,,O. Porter makes 2-pt jump shot from 13 ft (assist by J. Wall),47,59
235,3,9:50.0,T. Hardaway misses 3-pt jump shot from 25 ft,,47,59
236,3,9:49.0,Offensive rebound by C. Aldrich,,47,59
237,3,9:44.0,C. Aldrich misses 2-pt jump shot from 5 ft,,47,59
238,3,9:43.0,,Defensive rebound by N. Hilário,47,59
239,3,9:36.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),47,61
240,3,9:33.0,New York full timeout,,47,61
241,3,9:14.0,T. Hardaway misses 2-pt layup from 2 ft,,47,61
242,3,9:13.0,,Defensive rebound by O. Porter,47,61
243,3,8:57.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by B. Beal),47,64
244,3,8:37.0,C. Aldrich makes 2-pt hook shot from 7 ft (assist by J. Calderón),,49,64
245,3,8:23.0,,Turnover by N. Hilário (bad pass; steal by J. Calderón),49,64
246,3,7:56.0,Q. Acy misses 2-pt jump shot from 19 ft,,49,64
247,3,7:55.0,,Defensive rebound by M. Gortat,49,64
248,3,7:43.0,,J. Wall misses 2-pt jump shot from 20 ft,49,64
249,3,7:42.0,,Offensive rebound by O. Porter,49,64
250,3,7:27.0,,M. Gortat misses 2-pt jump shot from 5 ft,49,64
251,3,7:26.0,,Offensive rebound by O. Porter,49,64
252,3,7:16.0,,N. Hilário makes 2-pt jump shot from 19 ft,49,66
253,3,6:50.0,P. Prigioni makes 3-pt jump shot from 23 ft,,52,66
254,3,6:38.0,,Personal foul by Q. Acy (drawn by N. Hilário),52,66
255,3,6:34.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by N. Hilário),52,69
256,3,6:20.0,P. Prigioni misses 2-pt layup at rim,,52,69
257,3,6:19.0,,Defensive rebound by N. Hilário,52,69
258,3,6:13.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),52,72
259,3,5:57.0,J. Calderón makes 2-pt layup from 1 ft (assist by C. Aldrich),,54,72
260,3,5:47.0,,Personal foul by T. Hardaway (drawn by O. Porter),54,72
261,3,5:47.0,,K. Humphries enters the game for N. Hilário,54,72
262,3,5:47.0,S. Larkin enters the game for P. Prigioni,,54,72
263,3,5:39.0,,Personal foul by S. Larkin (drawn by B. Beal),54,72
264,3,5:39.0,J. Smith enters the game for C. Aldrich,,54,72
265,3,5:32.0,,K. Humphries misses 2-pt jump shot from 14 ft,54,72
266,3,5:31.0,Defensive rebound by Q. Acy,,54,72
267,3,5:19.0,Turnover by J. Calderón (bad pass; steal by O. Porter),,54,72
268,3,5:19.0,,Personal take foul by J. Calderón (drawn by O. Porter),54,72
269,3,5:07.0,,Offensive foul by M. Gortat (drawn by S. Larkin),54,72
270,3,5:07.0,,Turnover by M. Gortat (offensive foul),54,72
271,3,5:07.0,T. Wear enters the game for Q. Acy,,54,72
272,3,4:56.0,Shooting foul by J. Wall (drawn by J. Smith),,54,72
273,3,4:56.0,J. Smith misses free throw 1 of 2,,54,72
274,3,4:56.0,Offensive rebound by Team,,54,72
275,3,4:56.0,J. Smith makes free throw 2 of 2,,55,72
276,3,4:39.0,,M. Gortat misses 2-pt jump shot from 15 ft,55,72
277,3,4:38.0,Defensive rebound by J. Smith,,55,72
278,3,4:21.0,T. Hardaway misses 3-pt jump shot from 26 ft,,55,72
279,3,4:20.0,,Defensive rebound by J. Wall,55,72
280,3,4:04.0,,O. Porter misses 2-pt jump shot from 16 ft,55,72
281,3,4:03.0,,Offensive rebound by M. Gortat,55,72
282,3,4:00.0,,M. Gortat misses 2-pt layup from 2 ft,55,72
283,3,3:59.0,,Offensive rebound by K. Humphries,55,72
284,3,3:58.0,,K. Humphries misses 2-pt layup from 1 ft,55,72
285,3,3:57.0,Defensive rebound by J. Smith,,55,72
286,3,3:50.0,J. Calderón misses 2-pt jump shot from 19 ft,,55,72
287,3,3:49.0,Offensive rebound by T. Wear,,55,72
288,3,3:37.0,J. Smith makes 2-pt layup from 2 ft,,57,72
289,3,3:36.0,,Washington full timeout,57,72
290,3,3:36.0,,R. Butler enters the game for O. Porter,57,72
291,3,3:36.0,C. Early enters the game for T. Hardaway,,57,72
292,3,3:12.0,,B. Beal misses 2-pt jump shot from 12 ft,57,72
293,3,3:10.0,Defensive rebound by T. Wear,,57,72
294,3,2:49.0,C. Early misses 2-pt jump shot from 7 ft,,57,72
295,3,2:48.0,,Defensive rebound by M. Gortat,57,72
296,3,2:31.0,,B. Beal makes 3-pt jump shot from 23 ft (assist by K. Humphries),57,75
297,3,2:21.0,Shooting foul by K. Humphries (drawn by J. Smith),,57,75
298,3,2:21.0,J. Smith makes free throw 1 of 2,,58,75
299,3,2:21.0,J. Smith misses free throw 2 of 2,,58,75
300,3,2:19.0,,Defensive rebound by K. Humphries,58,75
301,3,2:05.0,,K. Humphries misses 2-pt jump shot from 16 ft,58,75
302,3,2:04.0,Defensive rebound by J. Smith,,58,75
303,3,1:56.0,Shooting foul by M. Gortat (drawn by J. Smith),,58,75
304,3,1:56.0,J. Smith makes free throw 1 of 2,,59,75
305,3,1:56.0,,K. Séraphin enters the game for M. Gortat,59,75
306,3,1:56.0,J. Smith makes free throw 2 of 2,,60,75
307,3,1:42.0,,Turnover by B. Beal (traveling),60,75
308,3,1:42.0,,M. Webster enters the game for B. Beal,60,75
309,3,1:22.0,J. Calderón makes 2-pt jump shot from 16 ft (assist by J. Smith),,62,75
310,3,0:58.0,,J. Wall misses 2-pt jump shot from 19 ft,62,75
311,3,0:57.0,Defensive rebound by J. Calderón,,62,75
312,3,0:32.0,T. Wear makes 3-pt jump shot from 26 ft (assist by J. Calderón),,65,75
313,3,0:09.0,,Shooting foul by J. Calderón (drawn by J. Wall),65,75
314,3,0:09.0,,J. Wall makes free throw 1 of 2,65,76
315,3,0:09.0,,J. Wall makes free throw 2 of 2,65,77
316,3,0:01.0,J. Calderón makes 2-pt jump shot from 19 ft,,67,77
317,4,11:42.0,,R. Butler misses 2-pt jump shot from 21 ft,67,77
318,4,11:41.0,Defensive rebound by T. Wear,,67,77
319,4,11:33.0,S. Larkin misses 2-pt jump shot from 11 ft,,67,77
320,4,11:33.0,,Defensive rebound by Team,67,77
321,4,11:33.0,Loose ball foul by J. Smith (drawn by M. Webster),,67,77
322,4,11:22.0,,Personal foul by J. Smith (drawn by K. Séraphin),67,77
323,4,11:22.0,C. Aldrich enters the game for J. Smith,,67,77
324,4,11:14.0,,Turnover by R. Butler (bad pass; steal by S. Larkin),67,77
325,4,10:55.0,C. Early misses 3-pt jump shot from 28 ft,,67,77
326,4,10:54.0,,Defensive rebound by R. Butler,67,77
327,4,10:45.0,,R. Butler misses 3-pt jump shot from 23 ft,67,77
328,4,10:44.0,,Offensive rebound by K. Humphries,67,77
329,4,10:26.0,,K. Séraphin misses 2-pt jump shot from 14 ft,67,77
330,4,10:26.0,Defensive rebound by L. Galloway,,67,77
331,4,10:14.0,C. Aldrich makes 2-pt hook shot from 1 ft,,69,77
332,4,10:00.0,,K. Séraphin makes 2-pt hook shot from 7 ft (assist by M. Webster),69,79
333,4,9:40.0,L. Galloway misses 3-pt jump shot from 26 ft,,69,79
334,4,9:39.0,,Defensive rebound by A. Miller,69,79
335,4,9:28.0,,K. Séraphin makes 2-pt dunk at rim (assist by A. Miller),69,81
336,4,9:27.0,New York full timeout,,69,81
337,4,9:09.0,L. Galloway misses 2-pt jump shot from 12 ft (block by R. Butler),,69,81
338,4,9:06.0,Offensive rebound by C. Early,,69,81
339,4,9:02.0,C. Early makes 3-pt jump shot from 28 ft,,72,81
340,4,8:45.0,,K. Séraphin misses 2-pt jump shot from 8 ft,72,81
341,4,8:44.0,Defensive rebound by S. Larkin,,72,81
342,4,8:37.0,S. Larkin misses 2-pt jump shot from 14 ft,,72,81
343,4,8:36.0,,Defensive rebound by K. Humphries,72,81
344,4,8:17.0,,Turnover by M. Webster (bad pass; steal by T. Wear),72,81
345,4,8:14.0,Offensive foul by T. Wear (drawn by M. Webster),,72,81
346,4,8:14.0,Turnover by T. Wear (offensive foul),,72,81
347,4,8:14.0,,N. Hilário enters the game for K. Humphries,72,81
348,4,8:14.0,J. Smith enters the game for T. Wear,,72,81
349,4,7:53.0,,N. Hilário makes 2-pt jump shot from 5 ft (assist by R. Butler),72,83
350,4,7:47.0,Shooting foul by M. Webster (drawn by C. Aldrich),,72,83
351,4,7:47.0,C. Aldrich misses free throw 1 of 2,,72,83
352,4,7:47.0,Offensive rebound by Team,,72,83
353,4,7:47.0,T. Hardaway enters the game for C. Early,,72,83
354,4,7:47.0,C. Aldrich makes free throw 2 of 2,,73,83
355,4,7:25.0,,M. Webster misses 2-pt jump shot from 21 ft,73,83
356,4,7:24.0,Defensive rebound by C. Aldrich,,73,83
357,4,7:14.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by S. Larkin),,76,83
358,4,6:58.0,,R. Butler misses 2-pt jump shot from 22 ft,76,83
359,4,6:57.0,Defensive rebound by J. Smith,,76,83
360,4,6:42.0,J. Smith misses 3-pt jump shot from 26 ft,,76,83
361,4,6:41.0,Offensive rebound by Team,,76,83
362,4,6:41.0,,Loose ball foul by K. Séraphin (drawn by C. Aldrich),76,83
363,4,6:41.0,,J. Wall enters the game for A. Miller,76,83
364,4,6:41.0,,M. Gortat enters the game for K. Séraphin,76,83
365,4,6:41.0,,B. Beal enters the game for M. Webster,76,83
366,4,6:33.0,S. Larkin makes 2-pt layup at rim (assist by J. Smith),,78,83
367,4,6:07.0,,R. Butler makes 2-pt jump shot from 15 ft,78,85
368,4,5:55.0,Turnover by T. Hardaway (bad pass; steal by R. Butler),,78,85
369,4,5:51.0,,R. Butler makes 2-pt dunk at rim,78,87
370,4,5:50.0,New York full timeout,,78,87
371,4,5:50.0,Official timeout,,78,87
372,4,5:50.0,J. Calderón enters the game for T. Hardaway,,78,87
373,4,5:31.0,,Violation by N. Hilário (kicked ball),78,87
374,4,5:16.0,J. Smith misses 2-pt jump shot from 5 ft (block by M. Gortat),,78,87
375,4,5:15.0,,Defensive rebound by N. Hilário,78,87
376,4,4:56.0,,N. Hilário makes 2-pt jump shot from 5 ft,78,89
377,4,4:32.0,C. Aldrich misses 2-pt jump shot from 15 ft,,78,89
378,4,4:32.0,,Defensive rebound by Team,78,89
379,4,4:20.0,,R. Butler makes 3-pt jump shot from 23 ft (assist by N. Hilário),78,92
380,4,4:02.0,S. Larkin makes 3-pt jump shot from 29 ft,,81,92
381,4,3:40.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by N. Hilário),81,95
382,4,3:26.0,C. Aldrich misses 2-pt jump shot from 7 ft,,81,95
383,4,3:26.0,,Defensive rebound by M. Gortat,81,95
384,4,3:21.0,,Shooting foul by J. Smith (drawn by N. Hilário),81,95
385,4,3:21.0,,Technical foul by N. Hilário,81,95
386,4,3:21.0,Q. Acy enters the game for J. Smith,,81,95
387,4,3:21.0,J. Calderón makes technical free throw,,82,95
