,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,LA LAKERS_ACTION,MINNESOTA_SCORE,LA LAKERS_SCORE
57,1,4:10.0,,E. Davis enters the game for C. Boozer,15,21
58,1,4:02.0,Personal foul by E. Davis (drawn by T. Young),,15,21
59,1,4:00.0,,R. Price enters the game for J. Lin,15,21
60,1,3:52.0,M. Williams makes 3-pt jump shot from 24 ft (assist by A. Bennett),,18,21
61,1,3:28.0,,K. Bryant makes 2-pt jump shot from 14 ft,18,23
62,1,3:17.0,A. Bennett misses 2-pt jump shot from 19 ft,,18,23
63,1,3:15.0,Offensive rebound by C. Brewer,,18,23
64,1,3:10.0,A. Wiggins misses 2-pt jump shot from 17 ft,,18,23
65,1,3:08.0,,Defensive rebound by E. Davis,18,23
66,1,2:54.0,,Turnover by J. Hill (bad pass; steal by A. Wiggins),18,23
67,1,2:49.0,Shooting foul by E. Davis (drawn by A. Bennett),,18,23
68,1,2:49.0,A. Bennett misses free throw 1 of 2,,18,23
69,1,2:49.0,Offensive rebound by Team,,18,23
70,1,2:49.0,S. Muhammad enters the game for C. Brewer,,18,23
71,1,2:49.0,A. Bennett makes free throw 2 of 2,,19,23
72,1,2:35.0,,N. Young makes 2-pt jump shot from 17 ft (assist by E. Davis),19,25
73,1,2:35.0,,Shooting foul by S. Muhammad (drawn by N. Young),19,25
74,1,2:35.0,,R. Sacre enters the game for J. Hill,19,25
75,1,2:35.0,,N. Young makes free throw 1 of 1,19,26
76,1,2:22.0,S. Muhammad misses 2-pt jump shot from 9 ft,,19,26
77,1,2:20.0,,Defensive rebound by K. Bryant,19,26
78,1,2:17.0,,Turnover by K. Bryant (bad pass; steal by S. Muhammad),19,26
79,1,2:10.0,A. Wiggins misses 3-pt jump shot from 23 ft,,19,26
80,1,2:06.0,,Defensive rebound by E. Davis,19,26
81,1,1:47.0,,K. Bryant misses 2-pt jump shot from 13 ft,19,26
82,1,1:46.0,Defensive rebound by A. Bennett,,19,26
83,1,1:41.0,Turnover by A. Bennett (bad pass; steal by K. Bryant),,19,26
84,1,1:36.0,,K. Bryant makes 2-pt jump shot from 13 ft,19,28
85,1,1:19.0,Turnover by T. Young (bad pass; steal by K. Bryant),,19,28
86,1,1:14.0,,K. Bryant makes 2-pt layup from 1 ft,19,30
87,1,1:00.0,Turnover by M. Williams (bad pass),,19,30
88,1,1:00.0,,W. Ellington enters the game for K. Bryant,19,30
89,1,0:39.0,,R. Price misses 2-pt jump shot from 18 ft,19,30
90,1,0:38.0,,Offensive rebound by R. Price,19,30
91,1,0:35.0,,Turnover by R. Price (lost ball; steal by M. Williams),19,30
92,1,0:29.0,M. Williams misses 3-pt jump shot from 25 ft,,19,30
93,1,0:29.0,Offensive rebound by M. Williams,,19,30
94,1,0:29.0,,Loose ball foul by N. Young (drawn by M. Williams),19,30
95,1,0:25.0,A. Bennett makes 2-pt jump shot from 20 ft (assist by M. Williams),,21,30
96,1,0:06.0,,Turnover by R. Price (bad pass; steal by S. Muhammad),21,30
97,1,0:05.0,Personal foul by N. Young (drawn by S. Muhammad),,21,30
98,1,0:05.0,S. Muhammad makes free throw 1 of 2,,22,30
99,1,0:05.0,R. Hummel enters the game for T. Young,,22,30
100,1,0:05.0,C. Budinger enters the game for A. Wiggins,,22,30
101,1,0:05.0,S. Muhammad makes free throw 2 of 2,,23,30
102,1,0:02.0,,N. Young misses 3-pt jump shot from 27 ft,23,30
103,1,0:00.0,,Offensive rebound by Team,23,30
104,2,11:49.0,Offensive foul by R. Hummel (drawn by R. Price),,23,30
105,2,11:49.0,Turnover by R. Hummel (offensive foul),,23,30
106,2,11:33.0,,N. Young misses 2-pt jump shot from 21 ft,23,30
107,2,11:32.0,Defensive rebound by R. Hummel,,23,30
108,2,11:21.0,R. Hummel misses 2-pt jump shot from 20 ft,,23,30
109,2,11:20.0,Offensive rebound by Team,,23,30
110,2,11:20.0,Z. LaVine enters the game for M. Williams,,23,30
111,2,11:17.0,A. Bennett misses 2-pt jump shot from 17 ft,,23,30
112,2,11:13.0,,Defensive rebound by E. Davis,23,30
113,2,10:54.0,,R. Sacre misses 2-pt hook shot from 7 ft,23,30
114,2,10:51.0,Defensive rebound by A. Bennett,,23,30
115,2,10:43.0,C. Budinger misses 3-pt jump shot from 24 ft,,23,30
116,2,10:41.0,,Defensive rebound by E. Davis,23,30
117,2,10:31.0,,Turnover by N. Young (lost ball),23,30
118,2,10:20.0,Personal foul by R. Price (drawn by Z. LaVine),,23,30
119,2,10:11.0,S. Muhammad misses 2-pt jump shot from 9 ft,,23,30
120,2,10:10.0,,Defensive rebound by R. Price,23,30
121,2,9:58.0,,W. Ellington misses 2-pt jump shot from 16 ft,23,30
122,2,9:57.0,,Offensive rebound by E. Davis,23,30
123,2,9:48.0,,R. Sacre misses 2-pt jump shot from 19 ft,23,30
124,2,9:46.0,Defensive rebound by C. Budinger,,23,30
125,2,9:46.0,Personal foul by E. Davis (drawn by R. Hummel),,23,30
126,2,9:46.0,,W. Johnson enters the game for E. Davis,23,30
127,2,9:22.0,Turnover by Team (shot clock),,23,30
128,2,9:03.0,,R. Sacre makes 2-pt jump shot from 14 ft,23,32
129,2,8:42.0,A. Bennett makes 2-pt layup at rim (assist by S. Muhammad),,25,32
130,2,8:42.0,Shooting foul by N. Young (drawn by A. Bennett),,25,32
131,2,8:42.0,Official timeout,,25,32
132,2,8:42.0,,C. Boozer enters the game for N. Young,25,32
133,2,8:42.0,A. Bennett misses free throw 1 of 1,,25,32
134,2,8:41.0,,Defensive rebound by W. Johnson,25,32
135,2,8:29.0,,W. Ellington makes 3-pt jump shot from 25 ft,25,35
136,2,8:15.0,Z. LaVine makes 2-pt jump shot from 19 ft,,27,35
137,2,7:59.0,,R. Sacre makes 2-pt hook shot from 7 ft (assist by W. Ellington),27,37
138,2,7:34.0,Z. LaVine misses 2-pt jump shot from 19 ft,,27,37
139,2,7:34.0,Offensive rebound by Team,,27,37
140,2,7:34.0,,Loose ball foul by W. Johnson (drawn by A. Bennett),27,37
141,2,7:34.0,C. Brewer enters the game for S. Muhammad,,27,37
142,2,7:25.0,A. Bennett makes 2-pt jump shot from 14 ft (assist by C. Brewer),,29,37
143,2,7:10.0,,Shooting foul by A. Bennett (drawn by C. Boozer),29,37
144,2,7:10.0,,C. Boozer misses free throw 1 of 2,29,37
145,2,7:10.0,,Offensive rebound by Team,29,37
146,2,7:10.0,G. Dieng enters the game for A. Bennett,,29,37
147,2,7:10.0,T. Young enters the game for R. Hummel,,29,37
148,2,7:10.0,,C. Boozer makes free throw 2 of 2,29,38
149,2,7:03.0,Personal foul by R. Price (drawn by Z. LaVine),,29,38
150,2,7:03.0,Z. LaVine makes free throw 1 of 2,,30,38
151,2,7:03.0,,J. Lin enters the game for R. Price,30,38
152,2,7:03.0,,K. Bryant enters the game for W. Johnson,30,38
153,2,7:03.0,Z. LaVine makes free throw 2 of 2,,31,38
154,2,6:46.0,,R. Sacre makes 2-pt hook shot from 11 ft (assist by W. Ellington),31,40
155,2,6:31.0,T. Young misses 2-pt jump shot from 17 ft,,31,40
156,2,6:29.0,,Defensive rebound by K. Bryant,31,40
157,2,6:20.0,,Personal foul by C. Brewer (drawn by K. Bryant),31,40
158,2,6:20.0,,J. Hill enters the game for R. Sacre,31,40
159,2,6:12.0,,K. Bryant misses 2-pt jump shot from 6 ft,31,40
160,2,6:11.0,Defensive rebound by Z. LaVine,,31,40
161,2,6:01.0,Z. LaVine makes 2-pt jump shot from 7 ft,,33,40
162,2,5:47.0,,J. Lin makes 2-pt layup from 1 ft,33,42
163,2,5:34.0,T. Young misses 3-pt jump shot from 24 ft,,33,42
164,2,5:33.0,,Defensive rebound by W. Ellington,33,42
165,2,5:29.0,,Personal foul by G. Dieng (drawn by J. Lin),33,42
166,2,5:29.0,,LA Lakers full timeout,33,42
167,2,5:29.0,R. Hummel enters the game for G. Dieng,,33,42
168,2,5:29.0,A. Wiggins enters the game for C. Budinger,,33,42
169,2,5:19.0,,Turnover by J. Hill (lost ball; steal by C. Brewer),33,42
170,2,5:16.0,Z. LaVine makes 2-pt layup at rim (assist by C. Brewer),,35,42
171,2,5:16.0,Shooting foul by J. Lin (drawn by Z. LaVine),,35,42
172,2,5:16.0,Z. LaVine makes free throw 1 of 1,,36,42
173,2,5:05.0,,J. Hill makes 2-pt dunk at rim (assist by J. Lin),36,44
174,2,4:50.0,T. Young makes 2-pt layup from 1 ft (assist by Z. LaVine),,38,44
175,2,4:35.0,,Turnover by J. Lin (bad pass; steal by R. Hummel),38,44
176,2,4:29.0,Z. LaVine makes 2-pt layup from 1 ft (assist by C. Brewer),,40,44
177,2,4:14.0,,K. Bryant misses 2-pt jump shot from 3 ft,40,44
178,2,4:12.0,Defensive rebound by A. Wiggins,,40,44
179,2,4:09.0,T. Young misses 2-pt layup from 1 ft,,40,44
180,2,4:09.0,Offensive rebound by Team,,40,44
181,2,4:09.0,,Loose ball foul by C. Boozer (drawn by T. Young),40,44
182,2,4:09.0,T. Young misses free throw 1 of 2,,40,44
183,2,4:09.0,Offensive rebound by Team,,40,44
184,2,4:09.0,,W. Johnson enters the game for W. Ellington,40,44
185,2,4:09.0,T. Young makes free throw 2 of 2,,41,44
186,2,3:58.0,,Personal foul by T. Young (drawn by C. Boozer),41,44
187,2,3:47.0,,J. Hill misses 2-pt hook shot from 2 ft,41,44
188,2,3:45.0,Defensive rebound by C. Brewer,,41,44
189,2,3:40.0,C. Brewer makes 2-pt layup at rim,,43,44
190,2,3:31.0,,J. Lin makes 3-pt jump shot from 24 ft,43,47
191,2,3:15.0,T. Young makes 2-pt layup from 1 ft (assist by Z. LaVine),,45,47
192,2,3:06.0,,J. Lin makes 2-pt layup from 1 ft,45,49
193,2,2:50.0,Z. LaVine makes 2-pt jump shot from 19 ft,,47,49
194,2,2:32.0,,W. Johnson makes 3-pt jump shot from 23 ft (assist by J. Hill),47,52
195,2,2:13.0,Z. LaVine makes 3-pt jump shot from 25 ft,,50,52
196,2,2:02.0,,Shooting foul by R. Hummel (drawn by K. Bryant),50,52
197,2,2:02.0,Minnesota full timeout,,50,52
198,2,2:02.0,,K. Bryant misses free throw 1 of 2,50,52
199,2,2:02.0,,Offensive rebound by Team,50,52
200,2,2:02.0,,K. Bryant makes free throw 2 of 2,50,53
201,2,1:46.0,Turnover by T. Young (lost ball; steal by C. Boozer),,50,53
202,2,1:40.0,,C. Boozer makes 2-pt layup at rim (assist by K. Bryant),50,55
203,2,1:26.0,Turnover by Z. LaVine (lost ball; steal by J. Lin),,50,55
204,2,1:20.0,,C. Boozer misses 2-pt layup at rim,50,55
205,2,1:18.0,Defensive rebound by A. Wiggins,,50,55
206,2,1:14.0,Z. LaVine makes 2-pt dunk at rim (assist by A. Wiggins),,52,55
207,2,0:54.0,,J. Hill misses 2-pt jump shot from 15 ft,52,55
208,2,0:49.0,Defensive rebound by A. Wiggins,,52,55
209,2,0:45.0,M. Williams enters the game for C. Brewer,,52,55
210,2,0:37.0,R. Hummel makes 2-pt jump shot from 14 ft (assist by T. Young),,54,55
211,2,0:25.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by K. Bryant),54,58
212,2,0:17.0,Minnesota full timeout,,54,58
213,2,0:17.0,,W. Ellington enters the game for C. Boozer,54,58
214,2,0:05.0,Turnover by T. Young (lost ball; steal by W. Johnson),,54,58
215,2,0:00.0,,Turnover by W. Johnson (lost ball; steal by R. Hummel),54,58
216,3,11:50.0,Shooting foul by C. Boozer (drawn by T. Young),,54,58
217,3,11:50.0,T. Young makes free throw 1 of 2,,55,58
218,3,11:50.0,T. Young makes free throw 2 of 2,,56,58
219,3,11:34.0,,J. Hill misses 2-pt jump shot from 4 ft,56,58
220,3,11:32.0,Defensive rebound by G. Dieng,,56,58
221,3,11:27.0,T. Young makes 2-pt layup from 1 ft (assist by C. Brewer),,58,58
222,3,11:14.0,,C. Boozer makes 2-pt layup from 1 ft (assist by W. Johnson),58,60
223,3,10:56.0,T. Young makes 2-pt layup at rim (assist by M. Williams),,60,60
224,3,10:43.0,,J. Hill makes 2-pt dunk at rim (assist by J. Lin),60,62
225,3,10:19.0,Turnover by A. Wiggins (lost ball),,60,62
226,3,10:04.0,,K. Bryant misses 2-pt jump shot from 19 ft,60,62
227,3,10:03.0,,Offensive rebound by Team,60,62
228,3,9:55.0,,W. Johnson makes 3-pt jump shot from 22 ft (assist by J. Lin),60,65
229,3,9:34.0,C. Brewer makes 2-pt layup from 1 ft (assist by G. Dieng),,62,65
230,3,9:21.0,,C. Boozer misses 2-pt layup from 2 ft,62,65
231,3,9:18.0,Defensive rebound by T. Young,,62,65
232,3,9:13.0,C. Brewer makes 2-pt layup from 1 ft (assist by M. Williams),,64,65
233,3,8:57.0,,W. Johnson makes 2-pt layup from 1 ft (assist by J. Lin),64,67
234,3,8:57.0,Violation by G. Dieng (def goaltending),,64,67
235,3,8:52.0,Turnover by M. Williams (bad pass; steal by J. Lin),,64,67
236,3,8:44.0,,W. Johnson misses 3-pt jump shot from 23 ft,64,67
237,3,8:43.0,,Offensive rebound by C. Boozer,64,67
238,3,8:43.0,,Shooting foul by T. Young (drawn by C. Boozer),64,67
239,3,8:43.0,,C. Boozer makes free throw 1 of 2,64,68
240,3,8:43.0,Minnesota full timeout,,64,68
241,3,8:43.0,,C. Boozer makes free throw 2 of 2,64,69
242,3,8:35.0,,Violation by W. Johnson (def goaltending),64,69
243,3,8:35.0,C. Brewer makes 2-pt layup from 1 ft (assist by M. Williams),,66,69
244,3,8:24.0,,K. Bryant misses 2-pt layup from 2 ft,66,69
245,3,8:18.0,,Offensive rebound by K. Bryant,66,69
246,3,8:18.0,,K. Bryant misses 2-pt tip-in at rim,66,69
247,3,8:15.0,,Offensive rebound by J. Hill,66,69
248,3,8:10.0,,J. Lin makes 2-pt jump shot from 12 ft (assist by J. Hill),66,71
249,3,7:54.0,A. Wiggins misses 2-pt jump shot from 9 ft,,66,71
250,3,7:53.0,,Defensive rebound by C. Boozer,66,71
251,3,7:49.0,,W. Johnson makes 2-pt dunk at rim (assist by J. Lin),66,73
252,3,7:49.0,,Shooting foul by C. Brewer (drawn by W. Johnson),66,73
253,3,7:49.0,,W. Johnson makes free throw 1 of 1,66,74
254,3,7:36.0,C. Brewer misses 3-pt jump shot from 22 ft,,66,74
255,3,7:34.0,,Defensive rebound by C. Boozer,66,74
256,3,7:24.0,,J. Lin misses 3-pt jump shot from 25 ft,66,74
257,3,7:23.0,Defensive rebound by Team,,66,74
258,3,7:16.0,Shooting foul by J. Lin (drawn by M. Williams),,66,74
259,3,7:16.0,M. Williams makes free throw 1 of 3,,67,74
260,3,7:16.0,M. Williams makes free throw 2 of 3,,68,74
261,3,7:16.0,M. Williams makes free throw 3 of 3,,69,74
262,3,6:54.0,,J. Hill misses 2-pt hook shot from 2 ft,69,74
263,3,6:50.0,,Offensive rebound by C. Boozer,69,74
264,3,6:50.0,,C. Boozer makes 2-pt tip-in at rim,69,76
265,3,6:37.0,T. Young makes 2-pt layup from 2 ft (assist by M. Williams),,71,76
266,3,6:22.0,,K. Bryant misses 2-pt layup from 2 ft,71,76
267,3,6:20.0,Defensive rebound by C. Brewer,,71,76
268,3,6:14.0,M. Williams makes 3-pt jump shot from 24 ft (assist by C. Brewer),,74,76
269,3,6:05.0,,Shooting foul by G. Dieng (drawn by K. Bryant),74,76
270,3,6:05.0,,K. Bryant misses free throw 1 of 2,74,76
271,3,6:05.0,,Offensive rebound by Team,74,76
272,3,6:05.0,Z. LaVine enters the game for A. Wiggins,,74,76
273,3,6:05.0,A. Bennett enters the game for G. Dieng,,74,76
274,3,6:05.0,,K. Bryant makes free throw 2 of 2,74,77
275,3,6:01.0,C. Brewer makes 2-pt layup from 2 ft (assist by M. Williams),,76,77
276,3,6:01.0,Shooting foul by K. Bryant (drawn by C. Brewer),,76,77
277,3,6:01.0,,N. Young enters the game for C. Boozer,76,77
278,3,6:01.0,C. Brewer makes free throw 1 of 1,,77,77
279,3,5:52.0,,Shooting foul by C. Brewer (drawn by K. Bryant),77,77
280,3,5:52.0,,K. Bryant makes free throw 1 of 2,77,78
281,3,5:52.0,,K. Bryant makes free throw 2 of 2,77,79
282,3,5:38.0,T. Young makes 2-pt layup from 1 ft (assist by M. Williams),,79,79
283,3,5:24.0,,J. Lin makes 2-pt layup from 2 ft,79,81
284,3,5:05.0,M. Williams misses 2-pt jump shot from 16 ft,,79,81
285,3,4:59.0,,Defensive rebound by K. Bryant,79,81
286,3,4:45.0,,Turnover by W. Johnson (bad pass),79,81
287,3,4:35.0,Turnover by T. Young (lost ball; steal by J. Lin),,79,81
288,3,4:29.0,,Turnover by K. Bryant (lost ball; steal by M. Williams),79,81
289,3,4:23.0,Z. LaVine makes 2-pt layup from 1 ft (assist by C. Brewer),,81,81
290,3,4:17.0,,K. Bryant makes 2-pt layup from 1 ft (assist by J. Lin),81,83
291,3,3:57.0,Shooting foul by J. Lin (drawn by T. Young),,81,83
292,3,3:57.0,T. Young makes free throw 1 of 2,,82,83
293,3,3:57.0,C. Budinger enters the game for M. Williams,,82,83
294,3,3:57.0,T. Young makes free throw 2 of 2,,83,83
295,3,3:33.0,,K. Bryant makes 2-pt layup from 1 ft,83,85
296,3,3:15.0,Z. LaVine makes 2-pt jump shot from 19 ft,,85,85
297,3,3:01.0,,J. Lin makes 2-pt jump shot from 6 ft,85,87
298,3,2:50.0,Z. LaVine misses 2-pt jump shot from 12 ft,,85,87
299,3,2:48.0,,Defensive rebound by J. Hill,85,87
300,3,2:38.0,,Violation by K. Bryant (kicked ball),85,87
301,3,2:38.0,,LA Lakers full timeout,85,87
302,3,2:38.0,R. Hummel enters the game for T. Young,,85,87
303,3,2:38.0,,E. Davis enters the game for J. Hill,85,87
304,3,2:28.0,,K. Bryant makes 2-pt jump shot from 11 ft,85,89
305,3,2:09.0,C. Brewer misses 2-pt jump shot from 3 ft,,85,89
306,3,2:07.0,,Defensive rebound by E. Davis,85,89
307,3,1:56.0,,E. Davis makes 2-pt dunk at rim (assist by J. Lin),85,91
308,3,1:33.0,Turnover by A. Bennett (lost ball; steal by K. Bryant),,85,91
309,3,1:30.0,,Turnover by J. Lin (traveling),85,91
310,3,1:30.0,,W. Ellington enters the game for K. Bryant,85,91
311,3,1:14.0,Z. LaVine makes 2-pt layup from 1 ft (assist by C. Budinger),,87,91
312,3,1:14.0,Shooting foul by E. Davis (drawn by Z. LaVine),,87,91
313,3,1:14.0,Z. LaVine makes free throw 1 of 1,,88,91
314,3,1:02.0,,J. Lin misses 2-pt layup at rim (block by R. Hummel),88,91
315,3,1:00.0,,Offensive rebound by E. Davis,88,91
316,3,0:59.0,,E. Davis makes 2-pt layup at rim,88,93
317,3,0:48.0,A. Bennett makes 2-pt jump shot from 18 ft (assist by Z. LaVine),,90,93
318,3,0:38.0,,J. Lin makes 3-pt jump shot from 24 ft,90,96
319,3,0:25.0,Z. LaVine makes 3-pt jump shot from 24 ft,,93,96
320,3,0:03.0,,W. Ellington misses 2-pt jump shot from 13 ft,93,96
321,3,0:02.0,,Offensive rebound by E. Davis,93,96
322,3,0:01.0,,J. Lin misses 3-pt jump shot from 24 ft,93,96
323,3,0:00.0,,Offensive rebound by Team,93,96
324,4,11:43.0,,E. Davis makes 2-pt hook shot from 7 ft (assist by N. Young),93,98
325,4,11:26.0,C. Budinger makes 3-pt jump shot from 24 ft (assist by G. Dieng),,96,98
326,4,11:11.0,,N. Young makes 2-pt jump shot from 15 ft,96,100
327,4,10:56.0,S. Muhammad makes 2-pt hook shot from 10 ft (assist by Z. LaVine),,98,100
328,4,10:37.0,,W. Ellington misses 2-pt jump shot from 20 ft,98,100
329,4,10:35.0,Defensive rebound by C. Budinger,,98,100
330,4,10:25.0,R. Hummel makes 3-pt jump shot from 23 ft (assist by G. Dieng),,101,100
331,4,10:09.0,,N. Young misses 2-pt jump shot from 5 ft,101,100
332,4,10:08.0,Defensive rebound by C. Budinger,,101,100
333,4,9:59.0,S. Muhammad misses 2-pt jump shot from 9 ft,,101,100
334,4,9:59.0,,Defensive rebound by Team,101,100
335,4,9:39.0,,R. Price misses 2-pt jump shot from 5 ft,101,100
336,4,9:38.0,Defensive rebound by G. Dieng,,101,100
337,4,9:30.0,Personal foul by N. Young (drawn by G. Dieng),,101,100
338,4,9:22.0,S. Muhammad misses 2-pt jump shot from 8 ft,,101,100
339,4,9:20.0,Offensive rebound by R. Hummel,,101,100
340,4,9:16.0,R. Hummel misses 2-pt jump shot from 19 ft,,101,100
341,4,9:14.0,,Defensive rebound by N. Young,101,100
342,4,9:13.0,,Turnover by N. Young (bad pass),101,100
343,4,9:01.0,Turnover by Z. LaVine (lost ball; steal by R. Price),,101,100
344,4,8:55.0,,W. Johnson makes 2-pt layup from 1 ft (assist by R. Price),101,102
345,4,8:55.0,Minnesota full timeout,,101,102
346,4,8:55.0,M. Williams enters the game for Z. LaVine,,101,102
347,4,8:46.0,C. Budinger misses 2-pt jump shot from 20 ft,,101,102
348,4,8:45.0,,Defensive rebound by R. Price,101,102
349,4,8:28.0,,N. Young makes 2-pt jump shot from 19 ft,101,104
350,4,8:06.0,R. Hummel makes 2-pt jump shot from 17 ft (assist by G. Dieng),,103,104
351,4,7:47.0,,N. Young misses 2-pt jump shot from 11 ft,103,104
352,4,7:46.0,,Offensive rebound by E. Davis,103,104
353,4,7:41.0,,W. Ellington misses 3-pt jump shot from 24 ft,103,104
354,4,7:39.0,,Offensive rebound by W. Johnson,103,104
355,4,7:37.0,,Shooting foul by R. Hummel (drawn by E. Davis),103,104
356,4,7:37.0,,E. Davis misses free throw 1 of 2,103,104
357,4,7:37.0,,Offensive rebound by Team,103,104
358,4,7:37.0,C. Brewer enters the game for S. Muhammad,,103,104
359,4,7:37.0,,E. Davis misses free throw 2 of 2,103,104
360,4,7:34.0,,Offensive rebound by W. Johnson,103,104
361,4,7:28.0,,N. Young makes 3-pt jump shot from 24 ft (assist by R. Price),103,107
362,4,7:16.0,T. Young enters the game for R. Hummel,,103,107
363,4,7:14.0,Loose ball foul by C. Brewer (drawn by N. Young),,103,107
364,4,7:14.0,Turnover by C. Brewer (lost ball),,103,107
365,4,6:57.0,,R. Price misses 2-pt jump shot from 20 ft,103,107
366,4,6:55.0,Defensive rebound by G. Dieng,,103,107
367,4,6:47.0,C. Brewer makes 2-pt layup from 1 ft (assist by G. Dieng),,105,107
368,4,6:35.0,,W. Ellington makes 2-pt jump shot from 18 ft (assist by R. Price),105,109
369,4,6:16.0,C. Brewer misses 2-pt layup from 1 ft (block by E. Davis),,105,109
370,4,6:13.0,,Defensive rebound by E. Davis,105,109
371,4,6:12.0,,Shooting foul by T. Young (drawn by N. Young),105,109
372,4,6:12.0,,N. Young makes free throw 1 of 2,105,110
373,4,6:12.0,A. Wiggins enters the game for C. Budinger,,105,110
374,4,6:12.0,,J. Lin enters the game for R. Price,105,110
375,4,6:12.0,,K. Bryant enters the game for W. Ellington,105,110
376,4,6:12.0,,J. Hill enters the game for E. Davis,105,110
377,4,6:12.0,,N. Young makes free throw 2 of 2,105,111
378,4,5:54.0,G. Dieng makes 2-pt hook shot from 2 ft (assist by M. Williams),,107,111
379,4,5:41.0,,N. Young makes 2-pt dunk at rim (assist by J. Lin),107,113
380,4,5:20.0,M. Williams misses 2-pt jump shot from 19 ft,,107,113
381,4,5:19.0,,Defensive rebound by J. Hill,107,113
382,4,5:03.0,,N. Young makes 2-pt dunk at rim (assist by K. Bryant),107,115
