,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,INDIANA_ACTION,MILWAUKEE_SCORE,INDIANA_SCORE
165,2,6:19.0,M. Carter-Williams makes free throw 1 of 2,,41,41
166,2,6:19.0,E. İlyasova enters the game for J. Dudley,,41,41
167,2,6:19.0,M. Carter-Williams makes free throw 2 of 2,,42,41
168,2,6:04.0,,R. Stuckey misses 3-pt jump shot from 25 ft,42,41
169,2,6:03.0,Defensive rebound by M. Carter-Williams,,42,41
170,2,5:52.0,Shooting foul by G. Hill (drawn by E. İlyasova),,42,41
171,2,5:52.0,Official timeout,,42,41
172,2,5:52.0,,D. West enters the game for I. Mahinmi,42,41
173,2,5:52.0,,S. Hill enters the game for C. Watson,42,41
174,2,5:52.0,,I. Mahinmi enters the game for L. Scola,42,41
175,2,5:52.0,G. Antetokounmpo enters the game for T. Ennis,,42,41
176,2,5:52.0,E. İlyasova misses free throw 1 of 2,,42,41
177,2,5:52.0,Offensive rebound by Team,,42,41
178,2,5:52.0,E. İlyasova makes free throw 2 of 2,,43,41
179,2,5:34.0,,R. Stuckey misses 2-pt jump shot from 19 ft,43,41
180,2,5:33.0,,Offensive rebound by I. Mahinmi,43,41
181,2,5:26.0,,Personal foul by E. İlyasova (drawn by D. West),43,41
182,2,5:26.0,,D. West misses free throw 1 of 2,43,41
183,2,5:26.0,,Offensive rebound by Team,43,41
184,2,5:26.0,,D. West makes free throw 2 of 2,43,42
185,2,5:14.0,Turnover by J. Henson (offensive foul),,43,42
186,2,5:14.0,Offensive foul by J. Henson (drawn by I. Mahinmi),,43,42
187,2,5:14.0,Z. Pachulia enters the game for J. Henson,,43,42
188,2,5:03.0,,G. Hill misses 3-pt jump shot from 24 ft,43,42
189,2,5:01.0,Defensive rebound by K. Middleton,,43,42
190,2,4:51.0,Z. Pachulia makes 2-pt jump shot from 4 ft (assist by E. İlyasova),,45,42
191,2,4:31.0,,Turnover by R. Stuckey (bad pass; steal by M. Carter-Williams),45,42
192,2,4:29.0,Personal foul by G. Hill (drawn by M. Carter-Williams),,45,42
193,2,4:26.0,Turnover by Z. Pachulia (lost ball),,45,42
194,2,4:07.0,,D. West misses 2-pt layup at rim,45,42
195,2,4:05.0,Defensive rebound by M. Carter-Williams,,45,42
196,2,3:56.0,E. İlyasova makes 2-pt jump shot from 20 ft (assist by M. Carter-Williams),,47,42
197,2,3:44.0,,G. Hill makes 2-pt jump shot from 8 ft,47,44
198,2,3:24.0,Z. Pachulia misses 2-pt jump shot from 17 ft,,47,44
199,2,3:23.0,Offensive rebound by Team,,47,44
200,2,3:23.0,,Loose ball foul by D. West (drawn by E. İlyasova),47,44
201,2,3:23.0,,C. Miles enters the game for R. Stuckey,47,44
202,2,3:23.0,,L. Scola enters the game for D. West,47,44
203,2,3:14.0,M. Carter-Williams misses 2-pt jump shot from 17 ft,,47,44
204,2,3:12.0,,Defensive rebound by S. Hill,47,44
205,2,3:07.0,,Shooting foul by G. Antetokounmpo (drawn by S. Hill),47,44
206,2,3:07.0,,S. Hill makes free throw 1 of 2,47,45
207,2,3:07.0,C. Johnson enters the game for G. Antetokounmpo,,47,45
208,2,3:07.0,,S. Hill makes free throw 2 of 2,47,46
209,2,2:54.0,E. İlyasova misses 2-pt jump shot from 22 ft,,47,46
210,2,2:52.0,Offensive rebound by Z. Pachulia,,47,46
211,2,2:42.0,K. Middleton makes 2-pt jump shot from 19 ft,,49,46
212,2,2:28.0,,Turnover by I. Mahinmi (bad pass; steal by Z. Pachulia),49,46
213,2,2:21.0,E. İlyasova misses 2-pt jump shot from 8 ft (block by I. Mahinmi),,49,46
214,2,2:18.0,Offensive rebound by Z. Pachulia,,49,46
215,2,2:17.0,Z. Pachulia misses 2-pt layup from 1 ft,,49,46
216,2,2:16.0,,Defensive rebound by L. Scola,49,46
217,2,2:11.0,,L. Scola makes 2-pt layup from 1 ft (assist by G. Hill),49,48
218,2,2:00.0,M. Carter-Williams misses 2-pt jump shot from 5 ft,,49,48
219,2,1:59.0,Offensive rebound by E. İlyasova,,49,48
220,2,1:39.0,Turnover by K. Middleton (bad pass; steal by G. Hill),,49,48
221,2,1:38.0,,Personal foul by K. Middleton (drawn by G. Hill),49,48
222,2,1:38.0,,Indiana full timeout,49,48
223,2,1:38.0,,G. Hill makes free throw 1 of 2,49,49
224,2,1:38.0,,G. Hill misses free throw 2 of 2,49,49
225,2,1:37.0,Defensive rebound by E. İlyasova,,49,49
226,2,1:23.0,Personal foul by C. Miles (drawn by Z. Pachulia),,49,49
227,2,1:23.0,Z. Pachulia makes free throw 1 of 2,,50,49
228,2,1:23.0,Z. Pachulia makes free throw 2 of 2,,51,49
229,2,1:04.0,,C. Miles misses 2-pt jump shot from 19 ft,51,49
230,2,1:03.0,Defensive rebound by M. Carter-Williams,,51,49
231,2,0:56.0,K. Middleton misses 2-pt jump shot from 3 ft (block by I. Mahinmi),,51,49
232,2,0:55.0,,Defensive rebound by I. Mahinmi,51,49
233,2,0:38.0,,G. Hill misses 2-pt jump shot from 3 ft,51,49
234,2,0:36.0,Defensive rebound by E. İlyasova,,51,49
235,2,0:15.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by M. Carter-Williams),,53,49
236,2,0:11.0,,Indiana full timeout,53,49
237,2,0:11.0,,R. Stuckey enters the game for S. Hill,53,49
238,2,0:11.0,,D. Rudež enters the game for I. Mahinmi,53,49
239,2,0:11.0,J. Dudley enters the game for Z. Pachulia,,53,49
240,2,0:03.0,,R. Stuckey makes 2-pt jump shot from 1 ft,53,51
241,2,0:00.0,M. Carter-Williams misses 3-pt jump shot from 44 ft,,53,51
242,2,0:00.0,Offensive rebound by Team,,53,51
243,3,11:37.0,,C. Miles misses 3-pt jump shot from 25 ft,53,51
244,3,11:36.0,Defensive rebound by M. Carter-Williams,,53,51
245,3,11:29.0,Offensive foul by Z. Pachulia (drawn by S. Hill),,53,51
246,3,11:29.0,Turnover by Z. Pachulia (offensive foul),,53,51
247,3,11:16.0,,G. Hill misses 3-pt jump shot from 22 ft,53,51
248,3,11:15.0,Defensive rebound by Z. Pachulia,,53,51
249,3,10:59.0,M. Carter-Williams makes 2-pt jump shot from 18 ft,,55,51
250,3,10:49.0,,G. Hill makes 2-pt dunk at rim,55,53
251,3,10:37.0,Personal foul by C. Miles (drawn by K. Middleton),,55,53
252,3,10:24.0,K. Middleton misses 2-pt jump shot from 13 ft (block by D. West),,55,53
253,3,10:22.0,,Defensive rebound by G. Hill,55,53
254,3,10:17.0,,S. Hill misses 3-pt jump shot from 26 ft,55,53
255,3,10:16.0,Defensive rebound by E. İlyasova,,55,53
256,3,10:05.0,Personal foul by I. Mahinmi (drawn by Z. Pachulia),,55,53
257,3,9:59.0,Personal foul by D. West (drawn by E. İlyasova),,55,53
258,3,9:54.0,G. Antetokounmpo misses 2-pt jump shot from 5 ft,,55,53
259,3,9:52.0,,Defensive rebound by I. Mahinmi,55,53
260,3,9:45.0,,Personal foul by E. İlyasova (drawn by D. West),55,53
261,3,9:39.0,,S. Hill misses 2-pt layup from 1 ft (block by G. Antetokounmpo),55,53
262,3,9:37.0,Defensive rebound by M. Carter-Williams,,55,53
263,3,9:24.0,Shooting foul by I. Mahinmi (drawn by G. Antetokounmpo),,55,53
264,3,9:24.0,G. Antetokounmpo makes free throw 1 of 2,,56,53
265,3,9:24.0,G. Antetokounmpo misses free throw 2 of 2,,56,53
266,3,9:23.0,,Defensive rebound by D. West,56,53
267,3,9:07.0,Offensive charge foul by G. Hill (drawn by E. İlyasova),,56,53
268,3,9:07.0,,Turnover by G. Hill (offensive foul),56,53
269,3,8:59.0,M. Carter-Williams misses 2-pt layup from 1 ft (block by I. Mahinmi),,56,53
270,3,8:58.0,,Defensive rebound by S. Hill,56,53
271,3,8:55.0,,Shooting block foul by E. İlyasova (drawn by S. Hill),56,53
272,3,8:55.0,,S. Hill makes free throw 1 of 2,56,54
273,3,8:55.0,J. Dudley enters the game for E. İlyasova,,56,54
274,3,8:55.0,,S. Hill misses free throw 2 of 2,56,54
275,3,8:54.0,Defensive rebound by Z. Pachulia,,56,54
276,3,8:44.0,K. Middleton misses 2-pt jump shot from 16 ft,,56,54
277,3,8:43.0,,Defensive rebound by G. Hill,56,54
278,3,8:19.0,,G. Hill misses 2-pt jump shot from 21 ft,56,54
279,3,8:18.0,Defensive rebound by G. Antetokounmpo,,56,54
280,3,8:09.0,G. Antetokounmpo misses 2-pt jump shot from 4 ft,,56,54
281,3,8:07.0,,Defensive rebound by I. Mahinmi,56,54
282,3,8:01.0,,Personal foul by J. Dudley (drawn by D. West),56,54
283,3,7:52.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by C. Miles),56,56
284,3,7:52.0,,Shooting foul by Z. Pachulia (drawn by I. Mahinmi),56,56
285,3,7:52.0,,I. Mahinmi misses free throw 1 of 1,56,56
286,3,7:51.0,Defensive rebound by Z. Pachulia,,56,56
287,3,7:39.0,M. Carter-Williams makes 2-pt jump shot from 10 ft,,58,56
288,3,7:18.0,,D. West misses 2-pt jump shot from 17 ft,58,56
289,3,7:17.0,Defensive rebound by Z. Pachulia,,58,56
290,3,7:06.0,Shooting foul by S. Hill (drawn by G. Antetokounmpo),,58,56
291,3,7:06.0,,Technical foul by G. Hill,58,56
292,3,7:06.0,K. Middleton makes technical free throw,,59,56
293,3,7:06.0,G. Antetokounmpo makes free throw 1 of 2,,60,56
294,3,7:06.0,G. Antetokounmpo makes free throw 2 of 2,,61,56
295,3,6:48.0,,C. Miles makes 2-pt jump shot from 9 ft,61,58
296,3,6:29.0,K. Middleton misses 2-pt jump shot from 16 ft,,61,58
297,3,6:28.0,,Defensive rebound by D. West,61,58
298,3,6:23.0,,Personal foul by G. Antetokounmpo (drawn by S. Hill),61,58
299,3,6:23.0,,S. Hill makes free throw 1 of 2,61,59
300,3,6:23.0,C. Johnson enters the game for G. Antetokounmpo,,61,59
301,3,6:23.0,,S. Hill makes free throw 2 of 2,61,60
302,3,6:09.0,Turnover by M. Carter-Williams (bad pass; steal by S. Hill),,61,60
303,3,6:07.0,,G. Hill makes 2-pt dunk at rim (assist by S. Hill),61,62
304,3,5:50.0,J. Dudley misses 2-pt jump shot from 21 ft,,61,62
305,3,5:49.0,,Defensive rebound by I. Mahinmi,61,62
306,3,5:42.0,,Turnover by S. Hill (bad pass; steal by C. Johnson),61,62
307,3,5:39.0,Shooting foul by G. Hill (drawn by M. Carter-Williams),,61,62
308,3,5:39.0,M. Carter-Williams makes 2-pt layup from 1 ft (assist by K. Middleton),,63,62
309,3,5:39.0,,Indiana full timeout,63,62
310,3,5:39.0,,C. Watson enters the game for S. Hill,63,62
311,3,5:39.0,,R. Stuckey enters the game for G. Hill,63,62
312,3,5:39.0,M. Carter-Williams makes free throw 1 of 1,,64,62
313,3,5:25.0,,D. West makes 2-pt jump shot from 18 ft (assist by R. Stuckey),64,64
314,3,5:09.0,M. Carter-Williams makes 2-pt jump shot from 17 ft,,66,64
315,3,4:50.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by D. West),66,67
316,3,4:35.0,C. Johnson misses 3-pt jump shot from 25 ft,,66,67
317,3,4:34.0,,Defensive rebound by I. Mahinmi,66,67
318,3,4:26.0,,R. Stuckey makes 2-pt jump shot from 17 ft,66,69
319,3,4:10.0,Shooting foul by C. Watson (drawn by M. Carter-Williams),,66,69
320,3,4:10.0,M. Carter-Williams misses free throw 1 of 2,,66,69
321,3,4:10.0,Offensive rebound by Team,,66,69
322,3,4:10.0,,L. Scola enters the game for D. West,66,69
323,3,4:10.0,J. Henson enters the game for Z. Pachulia,,66,69
324,3,4:10.0,M. Carter-Williams makes free throw 2 of 2,,67,69
325,3,3:53.0,,I. Mahinmi makes 2-pt layup at rim (assist by C. Miles),67,71
326,3,3:36.0,M. Carter-Williams misses 2-pt jump shot from 7 ft,,67,71
327,3,3:35.0,,Defensive rebound by R. Stuckey,67,71
328,3,3:29.0,,Turnover by R. Stuckey (bad pass; steal by J. Dudley),67,71
329,3,3:21.0,C. Johnson misses 3-pt jump shot from 23 ft,,67,71
330,3,3:19.0,,Defensive rebound by I. Mahinmi,67,71
331,3,3:07.0,,L. Scola misses 2-pt jump shot from 4 ft,67,71
332,3,3:05.0,,Offensive rebound by I. Mahinmi,67,71
333,3,3:05.0,,I. Mahinmi makes 2-pt tip-in from 1 ft,67,73
334,3,3:02.0,Milwaukee full timeout,,67,73
335,3,2:53.0,K. Middleton makes 2-pt jump shot from 9 ft,,69,73
336,3,2:33.0,,R. Stuckey misses 2-pt jump shot from 19 ft,69,73
337,3,2:32.0,Defensive rebound by C. Johnson,,69,73
338,3,2:18.0,M. Carter-Williams makes 2-pt jump shot from 7 ft,,71,73
339,3,2:03.0,,C. Miles makes 3-pt jump shot from 22 ft (assist by R. Stuckey),71,76
340,3,1:42.0,K. Middleton misses 2-pt jump shot from 19 ft,,71,76
341,3,1:41.0,,Defensive rebound by L. Scola,71,76
342,3,1:28.0,,C. Watson makes 3-pt jump shot from 25 ft (assist by I. Mahinmi),71,79
343,3,1:13.0,Shooting foul by I. Mahinmi (drawn by M. Carter-Williams),,71,79
344,3,1:13.0,M. Carter-Williams makes free throw 1 of 2,,72,79
345,3,1:13.0,,L. Allen enters the game for I. Mahinmi,72,79
346,3,1:13.0,,D. Rudež enters the game for C. Miles,72,79
347,3,1:13.0,M. Carter-Williams makes free throw 2 of 2,,73,79
348,3,0:50.0,,D. Rudež misses 2-pt jump shot from 9 ft,73,79
349,3,0:48.0,Defensive rebound by J. Henson,,73,79
350,3,0:38.0,Shooting foul by D. Rudež (drawn by M. Carter-Williams),,73,79
351,3,0:38.0,M. Carter-Williams misses free throw 1 of 2,,73,79
352,3,0:38.0,Offensive rebound by Team,,73,79
353,3,0:38.0,T. Ennis enters the game for K. Middleton,,73,79
354,3,0:38.0,M. Carter-Williams makes free throw 2 of 2,,74,79
355,3,0:17.0,,R. Stuckey makes 3-pt jump shot from 22 ft (assist by C. Watson),74,82
356,4,11:49.0,E. İlyasova makes 2-pt jump shot from 19 ft (assist by T. Ennis),,76,82
357,4,11:28.0,,L. Scola misses 2-pt jump shot from 3 ft,76,82
358,4,11:26.0,,Offensive rebound by L. Scola,76,82
359,4,11:26.0,,L. Scola makes 2-pt layup at rim,76,84
360,4,11:00.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,76,84
361,4,10:58.0,,Defensive rebound by C. Watson,76,84
362,4,10:48.0,,R. Stuckey makes 2-pt layup from 1 ft,76,86
363,4,10:32.0,Turnover by T. Ennis (lost ball; steal by C. Watson),,76,86
364,4,10:17.0,,L. Scola misses 2-pt jump shot from 19 ft,76,86
365,4,10:16.0,Defensive rebound by J. Henson,,76,86
366,4,10:10.0,G. Antetokounmpo makes 2-pt jump shot from 4 ft,,78,86
367,4,10:10.0,Shooting block foul by D. Rudež (drawn by G. Antetokounmpo),,78,86
368,4,10:10.0,G. Antetokounmpo misses free throw 1 of 1,,78,86
369,4,10:09.0,,Defensive rebound by L. Scola,78,86
370,4,9:52.0,,R. Stuckey misses 2-pt jump shot from 9 ft,78,86
371,4,9:51.0,Defensive rebound by J. Henson,,78,86
372,4,9:46.0,G. Antetokounmpo makes 2-pt jump shot from 10 ft,,80,86
373,4,9:46.0,Shooting block foul by D. Rudež (drawn by G. Antetokounmpo),,80,86
374,4,9:46.0,,S. Hill enters the game for D. Rudež,80,86
375,4,9:46.0,G. Antetokounmpo makes free throw 1 of 1,,81,86
376,4,9:23.0,,S. Hill makes 2-pt jump shot from 7 ft,81,88
