,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PORTLAND_ACTION,SAN ANTONIO_SCORE,PORTLAND_SCORE
0,1,11:45.0,D. Green misses 2-pt jump shot from 17 ft,,0,0
1,1,11:44.0,,Defensive rebound by D. Lillard,0,0
2,1,11:35.0,,R. Lopez misses 2-pt hook shot from 5 ft,0,0
3,1,11:33.0,Defensive rebound by Team,,0,0
4,1,11:23.0,Turnover by K. Leonard (traveling),,0,0
5,1,10:58.0,,W. Matthews makes 3-pt jump shot from 22 ft (assist by D. Lillard),0,3
6,1,10:36.0,B. Diaw misses 2-pt jump shot from 21 ft,,0,3
7,1,10:35.0,,Defensive rebound by D. Lillard,0,3
8,1,10:33.0,,Turnover by D. Lillard (bad pass),0,3
9,1,10:14.0,A. Baynes makes 2-pt dunk at rim (assist by K. Leonard),,2,3
10,1,9:51.0,,R. Lopez misses 2-pt layup from 1 ft,2,3
11,1,9:50.0,Defensive rebound by C. Joseph,,2,3
12,1,9:44.0,B. Diaw misses 3-pt jump shot from 24 ft,,2,3
13,1,9:43.0,,Defensive rebound by D. Lillard,2,3
14,1,9:38.0,,N. Batum misses 2-pt jump shot from 3 ft (block by K. Leonard),2,3
15,1,9:38.0,,Offensive rebound by Team,2,3
16,1,9:35.0,,L. Aldridge misses 2-pt jump shot from 20 ft,2,3
17,1,9:34.0,Defensive rebound by C. Joseph,,2,3
18,1,9:26.0,Turnover by C. Joseph (bad pass; steal by L. Aldridge),,2,3
19,1,9:20.0,,W. Matthews misses 3-pt jump shot from 24 ft,2,3
20,1,9:19.0,,Offensive rebound by D. Lillard,2,3
21,1,9:07.0,,L. Aldridge misses 2-pt jump shot from 21 ft,2,3
22,1,9:06.0,Defensive rebound by D. Green,,2,3
23,1,8:52.0,Turnover by C. Joseph (bad pass; steal by W. Matthews),,2,3
24,1,8:50.0,,Shooting foul by D. Green (drawn by W. Matthews),2,3
25,1,8:50.0,,W. Matthews misses free throw 1 of 2,2,3
26,1,8:50.0,,Offensive rebound by Team,2,3
27,1,8:50.0,,W. Matthews makes free throw 2 of 2,2,4
28,1,8:37.0,K. Leonard misses 2-pt jump shot from 20 ft,,2,4
29,1,8:37.0,,Defensive rebound by D. Lillard,2,4
30,1,8:26.0,,W. Matthews makes 3-pt jump shot from 22 ft (assist by D. Lillard),2,7
31,1,8:12.0,C. Joseph makes 2-pt jump shot from 14 ft,,4,7
32,1,7:53.0,,Turnover by R. Lopez (bad pass; steal by B. Diaw),4,7
33,1,7:49.0,Turnover by A. Baynes (bad pass; steal by W. Matthews),,4,7
34,1,7:40.0,,D. Lillard misses 2-pt jump shot from 19 ft,4,7
35,1,7:38.0,Defensive rebound by D. Green,,4,7
36,1,7:28.0,C. Joseph misses 2-pt jump shot from 17 ft,,4,7
37,1,7:27.0,,Defensive rebound by W. Matthews,4,7
38,1,7:11.0,,L. Aldridge misses 2-pt jump shot from 14 ft,4,7
39,1,7:10.0,Defensive rebound by K. Leonard,,4,7
40,1,7:06.0,Turnover by K. Leonard (lost ball; steal by D. Lillard),,4,7
41,1,6:51.0,,L. Aldridge makes 2-pt hook shot from 3 ft,4,9
42,1,6:50.0,San Antonio full timeout,,4,9
43,1,6:30.0,C. Joseph misses 2-pt jump shot from 9 ft,,4,9
44,1,6:29.0,Offensive rebound by A. Baynes,,4,9
45,1,6:29.0,Shooting foul by L. Aldridge (drawn by A. Baynes),,4,9
46,1,6:29.0,A. Baynes makes free throw 1 of 2,,5,9
47,1,6:29.0,A. Baynes makes free throw 2 of 2,,6,9
48,1,6:16.0,,W. Matthews makes 3-pt jump shot from 22 ft (assist by D. Lillard),6,12
49,1,5:58.0,D. Green makes 3-pt jump shot from 24 ft (assist by B. Diaw),,9,12
50,1,5:37.0,,Turnover by W. Matthews (traveling),9,12
51,1,5:26.0,B. Diaw misses 3-pt jump shot from 24 ft,,9,12
52,1,5:26.0,Offensive rebound by B. Diaw,,9,12
53,1,5:17.0,D. Green makes 3-pt jump shot from 26 ft,,12,12
54,1,5:00.0,,R. Lopez misses 2-pt jump shot from 14 ft,12,12
55,1,4:59.0,Defensive rebound by B. Diaw,,12,12
56,1,4:45.0,K. Leonard misses 2-pt jump shot from 20 ft,,12,12
57,1,4:45.0,,Defensive rebound by R. Lopez,12,12
58,1,4:34.0,,R. Lopez misses 2-pt hook shot from 8 ft,12,12
59,1,4:33.0,Defensive rebound by A. Baynes,,12,12
60,1,4:25.0,D. Green misses 3-pt jump shot from 24 ft,,12,12
61,1,4:24.0,,Defensive rebound by L. Aldridge,12,12
62,1,4:16.0,,N. Batum makes 2-pt jump shot from 20 ft,12,14
63,1,3:54.0,B. Diaw makes 2-pt hook shot from 3 ft (assist by K. Leonard),,14,14
