,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DALLAS_ACTION,OKLAHOMA CITY_SCORE,DALLAS_SCORE
141,2,10:05.0,Shooting foul by A. Stoudemire (drawn by N. Collison),,33,33
142,2,10:05.0,N. Collison makes free throw 1 of 2,,34,33
143,2,10:05.0,N. Collison makes free throw 2 of 2,,35,33
144,2,9:47.0,,A. Stoudemire misses 2-pt hook shot from 4 ft,35,33
145,2,9:44.0,Defensive rebound by M. McGary,,35,33
146,2,9:37.0,M. McGary misses 2-pt jump shot from 20 ft,,35,33
147,2,9:34.0,Offensive rebound by K. Singler,,35,33
148,2,9:20.0,Shooting foul by D. Nowitzki (drawn by M. McGary),,35,33
149,2,9:20.0,M. McGary misses free throw 1 of 2,,35,33
150,2,9:20.0,Offensive rebound by Team,,35,33
151,2,9:20.0,M. McGary makes free throw 2 of 2,,36,33
152,2,9:13.0,,Personal block foul by K. Singler (drawn by D. Harris),36,33
153,2,9:05.0,,J. Barea misses 2-pt jump shot from 19 ft,36,33
154,2,9:05.0,Defensive rebound by M. McGary,,36,33
155,2,9:05.0,,Loose ball foul by A. Stoudemire (drawn by M. McGary),36,33
156,2,9:05.0,M. McGary misses free throw 1 of 2,,36,33
157,2,9:05.0,Offensive rebound by Team,,36,33
158,2,9:05.0,M. McGary makes free throw 2 of 2,,37,33
159,2,8:56.0,,Personal foul by A. Morrow (drawn by D. Nowitzki),37,33
160,2,8:56.0,Official timeout,,37,33
161,2,8:45.0,,R. Jefferson misses 3-pt jump shot from 23 ft,37,33
162,2,8:43.0,Defensive rebound by D. Augustin,,37,33
163,2,8:29.0,K. Singler makes 3-pt jump shot from 23 ft (assist by D. Augustin),,40,33
164,2,8:16.0,,A. Stoudemire misses 2-pt layup at rim (block by M. McGary),40,33
165,2,8:14.0,Defensive rebound by A. Morrow,,40,33
166,2,8:12.0,Turnover by A. Morrow (lost ball; steal by R. Jefferson),,40,33
167,2,8:08.0,,J. Barea misses 3-pt jump shot from 23 ft,40,33
168,2,8:06.0,Defensive rebound by D. Augustin,,40,33
169,2,8:00.0,D. Augustin makes 2-pt layup from 1 ft,,42,33
170,2,7:59.0,,Dallas full timeout,42,33
171,2,7:59.0,,C. Villanueva enters the game for D. Nowitzki,42,33
172,2,7:59.0,,T. Chandler enters the game for D. Harris,42,33
173,2,7:59.0,,R. Rondo enters the game for A. Stoudemire,42,33
174,2,7:59.0,,M. Ellis enters the game for R. Jefferson,42,33
175,2,7:59.0,,C. Parsons enters the game for J. Barea,42,33
176,2,7:39.0,,M. Ellis misses 3-pt jump shot from 26 ft,42,33
177,2,7:37.0,,Offensive rebound by R. Rondo,42,33
178,2,7:31.0,,Turnover by C. Parsons (bad pass; steal by D. Augustin),42,33
179,2,7:28.0,,Violation by C. Villanueva (def goaltending),42,33
180,2,7:28.0,D. Augustin makes 2-pt layup from 1 ft,,44,33
181,2,7:12.0,,R. Rondo makes 2-pt jump shot from 7 ft,44,35
182,2,6:56.0,R. Westbrook enters the game for A. Morrow,,44,35
183,2,6:51.0,M. McGary misses 2-pt jump shot from 14 ft,,44,35
184,2,6:49.0,,Defensive rebound by C. Villanueva,44,35
185,2,6:42.0,,C. Villanueva makes 3-pt jump shot from 26 ft (assist by M. Ellis),44,38
186,2,6:29.0,M. McGary makes 2-pt dunk at rim (assist by N. Collison),,46,38
187,2,6:08.0,,C. Parsons makes 2-pt jump shot from 3 ft,46,40
188,2,6:08.0,,Shooting foul by M. McGary (drawn by C. Parsons),46,40
189,2,6:08.0,E. Freedom enters the game for M. McGary,,46,40
190,2,6:08.0,D. Waiters enters the game for K. Singler,,46,40
191,2,6:08.0,S. Adams enters the game for N. Collison,,46,40
192,2,6:08.0,,C. Parsons makes free throw 1 of 1,46,41
193,2,5:49.0,S. Adams misses 2-pt layup from 2 ft,,46,41
194,2,5:47.0,,Defensive rebound by C. Villanueva,46,41
195,2,5:40.0,,C. Parsons misses 2-pt layup from 1 ft,46,41
196,2,5:39.0,,Offensive rebound by T. Chandler,46,41
197,2,5:39.0,,T. Chandler misses 2-pt tip-in from 1 ft,46,41
198,2,5:37.0,Defensive rebound by D. Augustin,,46,41
199,2,5:31.0,E. Freedom makes 2-pt layup from 1 ft (assist by D. Waiters),,48,41
200,2,5:31.0,Shooting foul by C. Villanueva (drawn by E. Freedom),,48,41
201,2,5:31.0,E. Freedom makes free throw 1 of 1,,49,41
202,2,5:17.0,,C. Villanueva makes 2-pt jump shot from 18 ft (assist by T. Chandler),49,43
203,2,5:00.0,D. Augustin misses 3-pt jump shot from 25 ft,,49,43
204,2,4:58.0,,Defensive rebound by C. Parsons,49,43
205,2,4:55.0,,M. Ellis makes 2-pt dunk at rim (assist by R. Rondo),49,45
206,2,4:54.0,Oklahoma City full timeout,,49,45
207,2,4:54.0,A. Roberson enters the game for D. Augustin,,49,45
208,2,4:39.0,Turnover by A. Roberson (bad pass; steal by C. Parsons),,49,45
209,2,4:36.0,Offensive charge foul by M. Ellis (drawn by R. Westbrook),,49,45
210,2,4:36.0,,Turnover by M. Ellis (offensive foul),49,45
211,2,4:20.0,Turnover by R. Westbrook (bad pass),,49,45
212,2,4:20.0,,D. Nowitzki enters the game for C. Villanueva,49,45
213,2,3:58.0,,M. Ellis misses 2-pt jump shot from 6 ft,49,45
214,2,3:56.0,Defensive rebound by E. Freedom,,49,45
215,2,3:46.0,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),,51,45
216,2,3:27.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,51,45
217,2,3:26.0,,Offensive rebound by T. Chandler,51,45
218,2,3:14.0,,M. Ellis makes 2-pt jump shot from 21 ft (assist by D. Nowitzki),51,47
219,2,3:00.0,R. Westbrook misses 2-pt jump shot from 16 ft,,51,47
220,2,2:57.0,,Defensive rebound by D. Nowitzki,51,47
221,2,2:49.0,,Turnover by R. Rondo (bad pass),51,47
222,2,2:40.0,Shooting foul by D. Nowitzki (drawn by D. Waiters),,51,47
223,2,2:40.0,D. Waiters misses free throw 1 of 2,,51,47
224,2,2:40.0,Offensive rebound by Team,,51,47
225,2,2:40.0,,C. Villanueva enters the game for D. Nowitzki,51,47
226,2,2:40.0,D. Waiters misses free throw 2 of 2,,51,47
227,2,2:39.0,Offensive rebound by S. Adams,,51,47
228,2,2:39.0,,Loose ball foul by T. Chandler (drawn by S. Adams),51,47
229,2,2:39.0,,Technical foul by T. Chandler,51,47
230,2,2:39.0,R. Westbrook makes technical free throw,,52,47
231,2,2:39.0,S. Adams makes free throw 1 of 2,,53,47
232,2,2:39.0,S. Adams misses free throw 2 of 2,,53,47
233,2,2:39.0,,Defensive rebound by M. Ellis,53,47
234,2,2:13.0,,R. Rondo misses 3-pt jump shot from 25 ft,53,47
235,2,2:13.0,,Offensive rebound by Team,53,47
236,2,2:13.0,,Turnover by Team (shot clock),53,47
237,2,2:13.0,,Dallas full timeout,53,47
238,2,1:59.0,R. Westbrook makes 2-pt layup from 1 ft,,55,47
239,2,1:44.0,,Turnover by R. Rondo (lost ball; steal by D. Waiters),55,47
240,2,1:40.0,R. Westbrook makes 2-pt layup from 2 ft,,57,47
241,2,1:27.0,,C. Parsons makes 2-pt layup at rim,57,49
242,2,1:07.0,Turnover by D. Waiters (bad pass; steal by T. Chandler),,57,49
243,2,1:06.0,,Turnover by R. Rondo (bad pass; steal by R. Westbrook),57,49
244,2,1:06.0,E. Freedom makes flagrant free throw 1 of 2,,58,49
245,2,1:06.0,E. Freedom makes flagrant free throw 2 of 2,,59,49
246,2,0:47.0,R. Westbrook misses 2-pt jump shot from 12 ft,,59,49
247,2,0:47.0,Offensive rebound by E. Freedom,,59,49
248,2,0:47.0,E. Freedom makes 2-pt layup from 1 ft,,61,49
249,2,0:37.0,,Turnover by C. Parsons (bad pass; steal by R. Westbrook),61,49
250,2,0:34.0,Shooting foul by C. Parsons (drawn by R. Westbrook),,61,49
251,2,0:34.0,R. Westbrook makes free throw 1 of 2,,62,49
252,2,0:34.0,R. Westbrook makes free throw 2 of 2,,63,49
253,2,0:34.0,Technical foul by E. Freedom,,63,49
254,2,0:34.0,,M. Ellis makes technical free throw,63,50
255,2,0:16.0,,M. Ellis misses 2-pt jump shot from 16 ft,63,50
256,2,0:14.0,,Offensive rebound by C. Villanueva,63,50
257,2,0:00.0,,R. Rondo makes 3-pt jump shot from 25 ft,63,53
258,3,11:48.0,,T. Chandler misses 2-pt jump shot from 19 ft,63,53
259,3,11:46.0,Defensive rebound by E. Freedom,,63,53
260,3,11:31.0,Turnover by E. Freedom (traveling),,63,53
261,3,11:22.0,,R. Rondo makes 2-pt layup from 2 ft,63,55
262,3,11:08.0,D. Waiters misses 2-pt jump shot from 12 ft,,63,55
263,3,11:08.0,Offensive rebound by E. Freedom,,63,55
264,3,11:08.0,,Loose ball foul by M. Ellis (drawn by E. Freedom),63,55
265,3,10:57.0,R. Westbrook misses 2-pt jump shot from 15 ft,,63,55
266,3,10:56.0,Offensive rebound by S. Adams,,63,55
267,3,10:49.0,S. Adams misses 2-pt jump shot from 9 ft,,63,55
268,3,10:49.0,Offensive rebound by S. Adams,,63,55
269,3,10:49.0,Shooting foul by D. Nowitzki (drawn by S. Adams),,63,55
270,3,10:49.0,S. Adams makes free throw 1 of 2,,64,55
271,3,10:49.0,S. Adams makes free throw 2 of 2,,65,55
272,3,10:49.0,Loose ball foul by E. Freedom (drawn by D. Nowitzki),,65,55
273,3,10:37.0,,R. Rondo misses 2-pt jump shot from 20 ft,65,55
274,3,10:36.0,Defensive rebound by R. Westbrook,,65,55
275,3,10:29.0,R. Westbrook makes 2-pt jump shot from 20 ft,,67,55
276,3,10:15.0,,Turnover by R. Rondo (bad pass; steal by A. Roberson),67,55
277,3,10:08.0,Shooting block foul by T. Chandler (drawn by D. Waiters),,67,55
278,3,10:08.0,D. Waiters makes free throw 1 of 2,,68,55
279,3,10:08.0,D. Waiters makes free throw 2 of 2,,69,55
280,3,9:48.0,,C. Parsons makes 2-pt layup from 2 ft,69,57
281,3,9:48.0,,Shooting foul by A. Roberson (drawn by C. Parsons),69,57
282,3,9:48.0,,C. Parsons makes free throw 1 of 1,69,58
283,3,9:35.0,E. Freedom makes 2-pt layup from 1 ft (assist by D. Waiters),,71,58
284,3,9:23.0,,Offensive foul by C. Parsons (drawn by A. Roberson),71,58
285,3,9:23.0,,Turnover by C. Parsons (offensive foul),71,58
286,3,9:10.0,S. Adams makes 2-pt hook shot from 6 ft (assist by R. Westbrook),,73,58
287,3,9:01.0,,Personal foul by A. Roberson (drawn by C. Parsons),73,58
288,3,9:01.0,,J. Barea enters the game for R. Rondo,73,58
289,3,9:01.0,A. Morrow enters the game for A. Roberson,,73,58
290,3,8:54.0,,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),73,60
291,3,8:35.0,Offensive foul by S. Adams (drawn by C. Parsons),,73,60
292,3,8:35.0,Turnover by S. Adams (offensive foul),,73,60
293,3,8:25.0,,Personal foul by S. Adams (drawn by D. Nowitzki),73,60
294,3,8:18.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by M. Ellis),73,63
295,3,8:01.0,Shooting block foul by M. Ellis (drawn by R. Westbrook),,73,63
296,3,8:01.0,,Violation by Team (delay of game),73,63
297,3,8:01.0,R. Westbrook makes free throw 1 of 2,,74,63
298,3,8:01.0,R. Westbrook misses free throw 2 of 2,,74,63
299,3,7:59.0,,Defensive rebound by D. Nowitzki,74,63
300,3,7:59.0,,Technical foul by D. Nowitzki,74,63
301,3,7:59.0,R. Westbrook makes technical free throw,,75,63
302,3,7:51.0,,J. Barea misses flagrant free throw 1 of 2,75,63
303,3,7:51.0,,Offensive rebound by Team,75,63
304,3,7:51.0,,J. Barea makes flagrant free throw 2 of 2,75,64
305,3,7:43.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),75,67
306,3,7:20.0,E. Freedom misses 2-pt jump shot from 19 ft,,75,67
307,3,7:18.0,Offensive rebound by S. Adams,,75,67
308,3,7:18.0,S. Adams makes 2-pt tip-in at rim,,77,67
309,3,7:00.0,,M. Ellis misses 2-pt jump shot from 20 ft,77,67
310,3,6:59.0,Defensive rebound by S. Adams,,77,67
311,3,6:53.0,R. Westbrook misses 3-pt jump shot from 25 ft,,77,67
312,3,6:51.0,Offensive rebound by R. Westbrook,,77,67
313,3,6:48.0,D. Waiters misses 3-pt jump shot from 24 ft,,77,67
314,3,6:47.0,,Defensive rebound by J. Barea,77,67
315,3,6:40.0,,C. Parsons misses 3-pt jump shot from 25 ft,77,67
316,3,6:38.0,Defensive rebound by R. Westbrook,,77,67
317,3,6:26.0,A. Morrow misses 3-pt jump shot from 24 ft,,77,67
318,3,6:24.0,Offensive rebound by E. Freedom,,77,67
319,3,6:23.0,Shooting foul by T. Chandler (drawn by E. Freedom),,77,67
320,3,6:23.0,E. Freedom makes free throw 1 of 2,,78,67
321,3,6:23.0,,C. Villanueva enters the game for D. Nowitzki,78,67
322,3,6:23.0,,A. Stoudemire enters the game for T. Chandler,78,67
323,3,6:23.0,E. Freedom makes free throw 2 of 2,,79,67
324,3,6:14.0,,M. Ellis makes 2-pt jump shot from 17 ft (assist by J. Barea),79,69
325,3,6:07.0,Personal foul by C. Villanueva (drawn by S. Adams),,79,69
326,3,6:07.0,S. Adams makes free throw 1 of 2,,80,69
327,3,6:07.0,S. Adams makes free throw 2 of 2,,81,69
328,3,5:55.0,,C. Villanueva makes 2-pt layup from 1 ft (assist by J. Barea),81,71
329,3,5:48.0,,Offensive charge foul by R. Westbrook (drawn by C. Parsons),81,71
330,3,5:48.0,Turnover by R. Westbrook (offensive foul),,81,71
331,3,5:48.0,,Dallas full timeout,81,71
332,3,5:37.0,,C. Parsons makes 2-pt dunk at rim (assist by J. Barea),81,73
333,3,5:21.0,A. Morrow makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,84,73
334,3,5:00.0,,J. Barea misses 3-pt jump shot from 23 ft,84,73
335,3,4:58.0,Defensive rebound by E. Freedom,,84,73
336,3,4:52.0,R. Westbrook misses 2-pt jump shot from 17 ft,,84,73
337,3,4:50.0,,Defensive rebound by A. Stoudemire,84,73
338,3,4:43.0,,Turnover by M. Ellis (lost ball; steal by A. Morrow),84,73
339,3,4:41.0,Offensive foul by A. Morrow (drawn by C. Villanueva),,84,73
340,3,4:41.0,Turnover by A. Morrow (offensive foul),,84,73
341,3,4:37.0,,C. Parsons misses 2-pt layup at rim (block by A. Morrow),84,73
342,3,4:36.0,Defensive rebound by A. Morrow,,84,73
343,3,4:36.0,Turnover by A. Morrow (bad pass),,84,73
344,3,4:17.0,,A. Stoudemire makes 2-pt hook shot from 3 ft,84,75
345,3,3:59.0,E. Freedom misses 2-pt jump shot from 19 ft,,84,75
346,3,3:58.0,,Defensive rebound by C. Parsons,84,75
347,3,3:54.0,,A. Stoudemire makes 2-pt dunk at rim (assist by J. Barea),84,77
348,3,3:46.0,Oklahoma City full timeout,,84,77
349,3,3:46.0,M. McGary enters the game for E. Freedom,,84,77
350,3,3:40.0,Offensive foul by R. Westbrook (drawn by C. Villanueva),,84,77
351,3,3:40.0,Turnover by R. Westbrook (offensive foul),,84,77
352,3,3:40.0,D. Augustin enters the game for R. Westbrook,,84,77
353,3,3:29.0,,C. Villanueva makes 3-pt jump shot from 24 ft (assist by A. Stoudemire),84,80
354,3,3:05.0,D. Waiters misses 2-pt layup from 1 ft,,84,80
355,3,3:03.0,,Defensive rebound by C. Villanueva,84,80
356,3,2:57.0,,M. Ellis misses 3-pt jump shot from 24 ft,84,80
357,3,2:56.0,Defensive rebound by M. McGary,,84,80
358,3,2:35.0,D. Waiters makes 2-pt jump shot from 21 ft,,86,80
359,3,2:21.0,,C. Villanueva misses 3-pt jump shot from 27 ft,86,80
360,3,2:20.0,Defensive rebound by D. Waiters,,86,80
361,3,2:12.0,D. Waiters makes 2-pt layup from 2 ft,,88,80
362,3,2:10.0,,Dallas full timeout,88,80
363,3,2:10.0,,R. Rondo enters the game for M. Ellis,88,80
364,3,2:10.0,,D. Nowitzki enters the game for C. Villanueva,88,80
365,3,2:10.0,K. Singler enters the game for S. Adams,,88,80
366,3,2:03.0,,Personal foul by K. Singler (drawn by D. Nowitzki),88,80
367,3,2:03.0,,D. Nowitzki makes free throw 1 of 2,88,81
368,3,2:03.0,E. Freedom enters the game for K. Singler,,88,81
369,3,2:03.0,,D. Nowitzki makes free throw 2 of 2,88,82
370,3,1:48.0,D. Waiters makes 2-pt jump shot from 18 ft,,90,82
371,3,1:38.0,,Personal foul by A. Morrow (drawn by C. Parsons),90,82
372,3,1:38.0,,C. Parsons makes free throw 1 of 2,90,83
373,3,1:38.0,K. Singler enters the game for A. Morrow,,90,83
374,3,1:38.0,,C. Parsons makes free throw 2 of 2,90,84
375,3,1:21.0,E. Freedom misses 2-pt hook shot from 9 ft,,90,84
376,3,1:19.0,,Defensive rebound by D. Nowitzki,90,84
377,3,1:05.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by R. Rondo),90,86
378,3,0:49.0,M. McGary makes 2-pt jump shot from 14 ft (assist by D. Augustin),,92,86
379,3,0:38.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by R. Rondo),92,89
380,3,0:14.0,Turnover by D. Augustin (step out of bounds),,92,89
381,3,0:14.0,Violation by Team (delay of game),,92,89
