,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,GOLDEN STATE_ACTION,LA LAKERS_SCORE,GOLDEN STATE_SCORE
376,4,4:54.0,W. Ellington misses 3-pt jump shot from 28 ft,,93,95
377,4,4:52.0,Offensive rebound by C. Boozer,,93,95
378,4,4:42.0,J. Hill makes 2-pt hook shot from 9 ft (assist by W. Johnson),,95,95
379,4,4:31.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),95,98
380,4,4:11.0,Turnover by J. Lin (bad pass; steal by A. Bogut),,95,98
381,4,4:05.0,,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),95,100
382,4,3:46.0,Turnover by J. Lin (lost ball; steal by S. Curry),,95,100
383,4,3:38.0,,S. Curry misses 3-pt jump shot from 26 ft,95,100
384,4,3:35.0,Defensive rebound by C. Boozer,,95,100
385,4,3:30.0,LA Lakers full timeout,,95,100
386,4,3:30.0,J. Clarkson enters the game for J. Lin,,95,100
387,4,3:13.0,W. Ellington misses 2-pt jump shot from 22 ft,,95,100
388,4,3:12.0,Offensive rebound by Team,,95,100
389,4,3:12.0,Turnover by Team (shot clock),,95,100
390,4,3:02.0,,K. Thompson misses 2-pt jump shot from 10 ft,95,100
391,4,3:01.0,,D. Green misses 2-pt tip-in at rim,95,100
392,4,3:01.0,,Offensive rebound by D. Green,95,100
393,4,2:59.0,Defensive rebound by J. Hill,,95,100
394,4,2:46.0,Turnover by W. Johnson (bad pass; steal by D. Green),,95,100
395,4,2:42.0,,Personal foul by J. Hill (drawn by K. Thompson),95,100
396,4,2:42.0,,Golden State full timeout,95,100
397,4,2:37.0,,Golden State full timeout,95,100
398,4,2:29.0,,K. Thompson makes 2-pt layup from 2 ft (assist by S. Curry),95,102
399,4,2:29.0,Violation by J. Hill (def goaltending),,95,102
400,4,2:08.0,C. Boozer makes 2-pt hook shot from 4 ft (assist by J. Clarkson),,97,102
401,4,1:59.0,,K. Thompson misses 3-pt jump shot from 25 ft,97,102
402,4,1:58.0,,A. Bogut misses 2-pt tip-in at rim,97,102
403,4,1:58.0,,Offensive rebound by A. Bogut,97,102
404,4,1:57.0,,A. Bogut makes 2-pt tip-in at rim,97,104
405,4,1:57.0,,Offensive rebound by A. Bogut,97,102
406,4,1:33.0,W. Johnson makes 2-pt jump shot from 19 ft (assist by J. Hill),,99,104
407,4,1:13.0,,D. Green misses 2-pt layup from 1 ft,99,104
408,4,1:12.0,Defensive rebound by J. Clarkson,,99,104
409,4,0:57.0,J. Clarkson makes 2-pt jump shot from 12 ft,,101,104
410,4,0:39.0,,K. Thompson misses 2-pt jump shot from 19 ft,101,104
411,4,0:38.0,Defensive rebound by J. Clarkson,,101,104
412,4,0:33.0,J. Clarkson misses 2-pt jump shot from 4 ft,,101,104
413,4,0:31.0,,Defensive rebound by D. Green,101,104
414,4,0:12.0,,S. Curry misses 2-pt jump shot from 21 ft,101,104
415,4,0:11.0,Defensive rebound by J. Hill,,101,104
416,4,0:10.0,LA Lakers full timeout,,101,104
417,4,0:10.0,J. Lin enters the game for C. Boozer,,101,104
