,QUARTER,TIME_REMAINING,NEW YORK_ACTION,BROOKLYN_ACTION,NEW YORK_SCORE,BROOKLYN_SCORE
0,1,11:41.0,,B. Lopez makes 2-pt layup from 1 ft (assist by K. Garnett),0,2
1,1,11:20.0,C. Anthony makes 2-pt jump shot from 17 ft,,2,2
2,1,11:10.0,,Turnover by B. Bogdanović (traveling),2,2
3,1,10:53.0,S. Dalembert misses 2-pt jump shot from 17 ft,,2,2
4,1,10:52.0,,Defensive rebound by K. Garnett,2,2
5,1,10:42.0,,J. Johnson misses 2-pt jump shot from 19 ft,2,2
6,1,10:41.0,,Offensive rebound by B. Lopez,2,2
7,1,10:40.0,,Shooting foul by S. Dalembert (drawn by B. Lopez),2,2
8,1,10:40.0,,B. Lopez makes 2-pt hook shot from 9 ft,2,4
9,1,10:40.0,,B. Lopez makes free throw 1 of 1,2,5
10,1,10:15.0,T. Hardaway misses 2-pt jump shot from 16 ft,,2,5
11,1,10:14.0,,Defensive rebound by J. Johnson,2,5
12,1,10:05.0,,B. Lopez misses 2-pt layup from 2 ft,2,5
13,1,10:04.0,Defensive rebound by S. Dalembert,,2,5
14,1,10:00.0,Shooting foul by B. Bogdanović (drawn by T. Hardaway),,2,5
15,1,10:00.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by I. Shumpert),,5,5
16,1,10:00.0,T. Hardaway makes free throw 1 of 1,,6,5
17,1,9:38.0,,Turnover by J. Johnson (lost ball; steal by C. Anthony),6,5
18,1,9:37.0,Personal foul by K. Garnett (drawn by C. Anthony),,6,5
19,1,9:23.0,T. Hardaway misses 2-pt jump shot from 5 ft,,6,5
20,1,9:22.0,,Defensive rebound by B. Lopez,6,5
21,1,9:14.0,,Personal foul by J. Smith (drawn by K. Garnett),6,5
22,1,9:14.0,,Offensive foul by K. Garnett (drawn by J. Smith),6,5
23,1,9:14.0,,Turnover by K. Garnett (offensive foul),6,5
24,1,8:55.0,T. Hardaway misses 3-pt jump shot from 24 ft,,6,5
25,1,8:54.0,,Defensive rebound by J. Johnson,6,5
26,1,8:51.0,,Personal foul by J. Smith (drawn by K. Garnett),6,5
27,1,8:51.0,Q. Acy enters the game for J. Smith,,6,5
28,1,8:41.0,,D. Williams misses 2-pt jump shot from 19 ft,6,5
29,1,8:40.0,Defensive rebound by Q. Acy,,6,5
30,1,8:31.0,S. Dalembert makes 2-pt jump shot from 16 ft (assist by I. Shumpert),,8,5
