,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,UTAH_ACTION,LA LAKERS_SCORE,UTAH_SCORE
0,1,11:38.0,Turnover by J. Lin (lost ball; steal by J. Ingles),,0,0
1,1,11:32.0,,E. Freedom makes 2-pt dunk at rim (assist by T. Burke),0,2
2,1,11:10.0,J. Hill misses 2-pt jump shot from 3 ft (block by D. Favors),,0,2
3,1,11:07.0,Offensive rebound by J. Hill,,0,2
4,1,11:07.0,J. Hill misses 2-pt hook shot from 4 ft,,0,2
5,1,11:05.0,,Defensive rebound by D. Favors,0,2
6,1,10:43.0,,D. Favors misses 2-pt jump shot from 17 ft,0,2
7,1,10:42.0,Defensive rebound by J. Hill,,0,2
8,1,10:17.0,J. Hill makes 2-pt jump shot from 18 ft,,2,2
9,1,10:00.0,,G. Hayward makes 2-pt layup at rim,2,4
10,1,10:00.0,,Shooting foul by W. Johnson (drawn by G. Hayward),2,4
11,1,10:00.0,,G. Hayward makes free throw 1 of 1,2,5
12,1,9:45.0,Turnover by J. Lin (bad pass; steal by E. Freedom),,2,5
13,1,9:41.0,,G. Hayward makes 2-pt dunk at rim (assist by J. Ingles),2,7
14,1,9:19.0,W. Johnson misses 2-pt jump shot from 4 ft (block by D. Favors),,2,7
15,1,9:18.0,,Defensive rebound by J. Ingles,2,7
16,1,9:08.0,,Offensive foul by E. Freedom (drawn by J. Hill),2,7
17,1,9:08.0,,Turnover by E. Freedom (offensive foul),2,7
18,1,8:51.0,W. Ellington makes 2-pt jump shot from 21 ft,,4,7
19,1,8:34.0,,G. Hayward misses 2-pt layup from 1 ft (block by E. Davis),4,7
20,1,8:32.0,,Offensive rebound by E. Freedom,4,7
21,1,8:32.0,,E. Freedom misses 2-pt layup from 1 ft,4,7
22,1,8:29.0,Defensive rebound by W. Johnson,,4,7
23,1,8:19.0,W. Johnson makes 2-pt layup from 3 ft (assist by W. Ellington),,6,7
24,1,7:59.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by D. Favors),6,10
25,1,7:36.0,J. Hill misses 2-pt jump shot from 20 ft,,6,10
26,1,7:35.0,,Defensive rebound by T. Burke,6,10
27,1,7:20.0,,T. Burke misses 3-pt jump shot from 25 ft,6,10
28,1,7:18.0,Defensive rebound by J. Hill,,6,10
29,1,7:08.0,E. Davis misses 2-pt jump shot from 6 ft,,6,10
30,1,7:06.0,,Defensive rebound by D. Favors,6,10
31,1,6:52.0,,E. Freedom misses 2-pt jump shot from 11 ft,6,10
32,1,6:51.0,,Offensive rebound by D. Favors,6,10
33,1,6:51.0,,D. Favors misses 2-pt layup from 1 ft,6,10
34,1,6:47.0,Defensive rebound by J. Hill,,6,10
35,1,6:41.0,E. Davis makes 2-pt layup from 1 ft (assist by J. Lin),,8,10
36,1,6:41.0,Shooting foul by J. Ingles (drawn by E. Davis),,8,10
37,1,6:41.0,E. Davis makes free throw 1 of 1,,9,10
38,1,6:33.0,,G. Hayward misses 2-pt jump shot from 19 ft,9,10
39,1,6:31.0,Defensive rebound by J. Hill,,9,10
40,1,6:13.0,J. Hill makes 2-pt jump shot from 8 ft,,11,10
41,1,6:08.0,,Utah full timeout,11,10
42,1,6:08.0,,R. Gobert enters the game for E. Freedom,11,10
43,1,5:56.0,,D. Favors makes 2-pt dunk at rim (assist by T. Burke),11,12
44,1,5:39.0,Turnover by W. Johnson (bad pass),,11,12
45,1,5:30.0,,T. Burke makes 2-pt jump shot from 22 ft,11,14
46,1,5:15.0,Turnover by J. Hill (bad pass),,11,14
47,1,4:56.0,,Turnover by G. Hayward (bad pass; steal by J. Lin),11,14
48,1,4:50.0,Turnover by W. Johnson (bad pass; steal by J. Ingles),,11,14
49,1,4:41.0,,D. Favors makes 2-pt layup from 1 ft,11,16
50,1,4:19.0,J. Hill misses 2-pt jump shot from 5 ft,,11,16
51,1,4:17.0,,Defensive rebound by T. Burke,11,16
52,1,4:11.0,,T. Burke misses 2-pt jump shot from 9 ft,11,16
53,1,4:10.0,Defensive rebound by W. Ellington,,11,16
54,1,4:03.0,Turnover by W. Ellington (bad pass; steal by J. Ingles),,11,16
55,1,4:00.0,,Shooting foul by J. Lin (drawn by T. Burke),11,16
56,1,4:00.0,,T. Burke makes free throw 1 of 2,11,17
57,1,4:00.0,C. Boozer enters the game for E. Davis,,11,17
58,1,4:00.0,T. Black enters the game for J. Hill,,11,17
59,1,4:00.0,N. Young enters the game for W. Ellington,,11,17
60,1,4:00.0,J. Clarkson enters the game for J. Lin,,11,17
61,1,4:00.0,,T. Booker enters the game for D. Favors,11,17
62,1,4:00.0,,T. Burke makes free throw 2 of 2,11,18
63,1,3:41.0,C. Boozer misses 2-pt jump shot from 17 ft,,11,18
64,1,3:39.0,Offensive rebound by C. Boozer,,11,18
65,1,3:36.0,C. Boozer makes 2-pt jump shot from 6 ft,,13,18
66,1,3:15.0,,T. Burke makes 3-pt jump shot from 23 ft (assist by J. Ingles),13,21
67,1,3:00.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by J. Clarkson),,16,21
68,1,2:51.0,,Utah full timeout,16,21
69,1,2:51.0,LA Lakers full timeout,,16,21
70,1,2:51.0,,R. Hood enters the game for J. Ingles,16,21
71,1,2:51.0,,D. Exum enters the game for T. Burke,16,21
72,1,2:42.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by R. Gobert),16,24
73,1,2:21.0,T. Black makes 2-pt layup from 3 ft,,18,24
74,1,2:01.0,,R. Gobert misses 2-pt jump shot from 2 ft,18,24
75,1,2:00.0,Defensive rebound by C. Boozer,,18,24
76,1,1:55.0,J. Clarkson misses 2-pt layup from 3 ft,,18,24
77,1,1:54.0,,Defensive rebound by G. Hayward,18,24
78,1,1:50.0,Offensive charge foul by R. Hood (drawn by T. Black),,18,24
79,1,1:50.0,,Turnover by R. Hood (offensive foul),18,24
80,1,1:39.0,J. Clarkson misses 2-pt jump shot from 9 ft,,18,24
81,1,1:38.0,,Defensive rebound by R. Gobert,18,24
82,1,1:25.0,,T. Booker misses 2-pt layup from 2 ft,18,24
83,1,1:24.0,Defensive rebound by W. Johnson,,18,24
84,1,1:12.0,C. Boozer makes 2-pt jump shot from 16 ft,,20,24
85,1,0:59.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),20,26
86,1,0:45.0,Shooting foul by R. Gobert (drawn by C. Boozer),,20,26
87,1,0:45.0,C. Boozer misses free throw 1 of 2,,20,26
88,1,0:45.0,Offensive rebound by Team,,20,26
89,1,0:45.0,C. Boozer makes free throw 2 of 2,,21,26
90,1,0:30.0,,Turnover by T. Booker (lost ball; steal by C. Boozer),21,26
