,QUARTER,TIME_REMAINING,MIAMI_ACTION,DETROIT_ACTION,MIAMI_SCORE,DETROIT_SCORE
0,1,11:46.0,,Turnover by A. Tolliver (bad pass; steal by H. Whiteside),0,0
1,1,11:34.0,U. Haslem makes 2-pt jump shot from 20 ft (assist by D. Wade),,2,0
2,1,11:18.0,,C. Butler makes 2-pt jump shot from 14 ft,2,2
3,1,11:18.0,,Shooting foul by D. Wade (drawn by C. Butler),2,2
4,1,11:18.0,,C. Butler makes free throw 1 of 1,2,3
5,1,11:02.0,Turnover by L. Deng (lost ball),,2,3
6,1,10:39.0,,R. Jackson makes 2-pt jump shot from 16 ft,2,5
7,1,10:16.0,L. Deng makes 3-pt jump shot from 23 ft (assist by U. Haslem),,5,5
8,1,10:01.0,,R. Jackson makes 2-pt layup at rim,5,7
9,1,9:40.0,U. Haslem misses 3-pt jump shot from 24 ft,,5,7
10,1,9:39.0,,Defensive rebound by R. Jackson,5,7
11,1,9:29.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by C. Butler),5,10
12,1,9:13.0,L. Deng makes 3-pt jump shot from 26 ft (assist by G. Dragić),,8,10
13,1,8:46.0,,R. Jackson makes 3-pt jump shot from 26 ft,8,13
14,1,8:35.0,H. Whiteside makes 2-pt layup at rim (assist by G. Dragić),,10,13
15,1,8:24.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),10,15
16,1,8:09.0,Shooting foul by A. Tolliver (drawn by H. Whiteside),,10,15
17,1,8:09.0,H. Whiteside misses free throw 1 of 2,,10,15
18,1,8:09.0,Offensive rebound by Team,,10,15
19,1,8:09.0,H. Whiteside makes free throw 2 of 2,,11,15
20,1,7:56.0,,C. Butler makes 3-pt jump shot from 23 ft (assist by R. Jackson),11,18
21,1,7:29.0,L. Deng misses 3-pt jump shot from 22 ft,,11,18
22,1,7:28.0,,Defensive rebound by A. Drummond,11,18
23,1,7:21.0,,A. Tolliver misses 2-pt layup at rim,11,18
24,1,7:20.0,Defensive rebound by H. Whiteside,,11,18
25,1,7:10.0,M. Chalmers enters the game for G. Dragić,,11,18
26,1,6:55.0,U. Haslem misses 2-pt jump shot from 5 ft,,11,18
27,1,6:54.0,,Defensive rebound by A. Drummond,11,18
28,1,6:44.0,,R. Jackson misses 2-pt layup at rim (block by H. Whiteside),11,18
29,1,6:42.0,,Offensive rebound by A. Drummond,11,18
30,1,6:41.0,,A. Drummond makes 2-pt dunk at rim,11,20
