,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DETROIT_ACTION,OKLAHOMA CITY_SCORE,DETROIT_SCORE
65,1,4:57.0,,K. Caldwell-Pope makes free throw 1 of 2,13,21
66,1,4:57.0,R. Jackson enters the game for A. Roberson,,13,21
67,1,4:57.0,,K. Caldwell-Pope makes free throw 2 of 2,13,22
68,1,4:46.0,Turnover by A. Morrow (traveling),,13,22
69,1,4:34.0,,Def 3 sec tech foul by K. Perkins,13,22
70,1,4:34.0,,K. Caldwell-Pope makes technical free throw,13,23
71,1,4:23.0,,Shooting foul by R. Jackson (drawn by J. Smith),13,23
72,1,4:23.0,,J. Smith misses free throw 1 of 2,13,23
73,1,4:23.0,,Offensive rebound by Team,13,23
74,1,4:23.0,,J. Smith makes free throw 2 of 2,13,24
75,1,4:08.0,R. Jackson makes 2-pt jump shot from 18 ft,,15,24
76,1,3:51.0,,J. Smith misses 2-pt hook shot from 5 ft (block by S. Ibaka),15,24
77,1,3:49.0,Defensive rebound by R. Jackson,,15,24
78,1,3:43.0,Turnover by R. Jackson (bad pass; steal by K. Singler),,15,24
79,1,3:37.0,,A. Drummond makes 2-pt dunk at rim (assist by B. Jennings),15,26
80,1,3:23.0,R. Westbrook makes 2-pt jump shot from 19 ft,,17,26
81,1,3:03.0,,K. Singler misses 3-pt jump shot from 26 ft,17,26
82,1,3:02.0,Defensive rebound by S. Ibaka,,17,26
83,1,2:55.0,Turnover by R. Westbrook (lost ball; steal by K. Caldwell-Pope),,17,26
84,1,2:51.0,,B. Jennings makes 2-pt layup at rim (assist by K. Caldwell-Pope),17,28
85,1,2:42.0,Oklahoma City full timeout,,17,28
86,1,2:42.0,,G. Monroe enters the game for A. Drummond,17,28
87,1,2:42.0,K. Durant enters the game for S. Ibaka,,17,28
88,1,2:42.0,J. Lamb enters the game for R. Westbrook,,17,28
89,1,2:36.0,K. Perkins misses 2-pt hook shot from 4 ft,,17,28
90,1,2:33.0,,Defensive rebound by G. Monroe,17,28
91,1,2:14.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,17,28
92,1,2:13.0,Defensive rebound by K. Durant,,17,28
93,1,2:07.0,Personal foul by K. Caldwell-Pope (drawn by K. Perkins),,17,28
94,1,2:07.0,,C. Martin enters the game for K. Caldwell-Pope,17,28
95,1,2:05.0,Personal foul by K. Singler (drawn by A. Morrow),,17,28
96,1,1:59.0,Personal foul by J. Smith (drawn by K. Durant),,17,28
97,1,1:59.0,K. Durant makes free throw 1 of 2,,18,28
98,1,1:59.0,,J. Jerebko enters the game for J. Smith,18,28
99,1,1:59.0,K. Durant makes free throw 2 of 2,,19,28
100,1,1:46.0,,B. Jennings makes 2-pt jump shot from 17 ft,19,30
101,1,1:34.0,K. Durant makes 2-pt jump shot from 7 ft,,21,30
102,1,1:34.0,Shooting foul by K. Singler (drawn by K. Durant),,21,30
103,1,1:34.0,K. Durant makes free throw 1 of 1,,22,30
104,1,1:12.0,,B. Jennings misses 2-pt jump shot from 20 ft,22,30
105,1,1:11.0,Defensive rebound by J. Lamb,,22,30
106,1,1:05.0,A. Morrow makes 3-pt jump shot from 24 ft (assist by K. Durant),,25,30
107,1,0:45.0,,G. Monroe makes 2-pt layup at rim,25,32
108,1,0:45.0,,Shooting foul by K. Perkins (drawn by G. Monroe),25,32
109,1,0:45.0,,C. Butler enters the game for K. Singler,25,32
110,1,0:45.0,,G. Monroe makes free throw 1 of 1,25,33
111,1,0:31.0,R. Jackson misses 3-pt jump shot from 26 ft,,25,33
112,1,0:30.0,,Defensive rebound by G. Monroe,25,33
113,1,0:05.0,,G. Monroe misses 2-pt jump shot from 12 ft,25,33
114,1,0:04.0,Defensive rebound by K. Durant,,25,33
115,1,0:02.0,K. Durant misses 2-pt jump shot from 10 ft,,25,33
116,1,0:00.0,Offensive rebound by Team,,25,33
117,2,11:43.0,,C. Martin misses 2-pt jump shot from 18 ft,25,33
118,2,11:42.0,Defensive rebound by K. Perkins,,25,33
119,2,11:26.0,K. Durant makes 2-pt jump shot from 6 ft (assist by R. Jackson),,27,33
120,2,11:07.0,,J. Jerebko makes 2-pt layup at rim (assist by C. Martin),27,35
121,2,10:49.0,Personal foul by J. Jerebko (drawn by R. Jackson),,27,35
122,2,10:40.0,R. Jackson misses 2-pt jump shot from 17 ft,,27,35
123,2,10:39.0,,Defensive rebound by D. Augustin,27,35
124,2,10:16.0,,Shooting foul by K. Durant (drawn by D. Augustin),27,35
125,2,10:16.0,,D. Augustin makes free throw 1 of 2,27,36
126,2,10:16.0,,D. Augustin makes free throw 2 of 2,27,37
127,2,10:04.0,K. Perkins makes 2-pt layup at rim (assist by J. Lamb),,29,37
128,2,9:45.0,,G. Monroe misses 2-pt layup from 1 ft,29,37
129,2,9:42.0,,Offensive rebound by J. Jerebko,29,37
130,2,9:40.0,,J. Jerebko makes 2-pt tip-in at rim,29,39
131,2,9:29.0,J. Lamb makes 2-pt layup at rim (assist by K. Perkins),,31,39
132,2,9:08.0,,G. Monroe makes 2-pt hook shot from 6 ft (assist by C. Butler),31,41
133,2,9:03.0,Oklahoma City full timeout,,31,41
134,2,9:03.0,N. Collison enters the game for K. Durant,,31,41
135,2,8:55.0,J. Lamb makes 2-pt layup from 1 ft (assist by N. Collison),,33,41
136,2,8:28.0,,C. Martin misses 3-pt jump shot from 25 ft,33,41
137,2,8:27.0,,Offensive rebound by Team,33,41
138,2,8:27.0,Loose ball foul by R. Jackson (drawn by J. Jerebko),,33,41
139,2,8:20.0,,J. Jerebko misses 2-pt layup at rim,33,41
140,2,8:20.0,Defensive rebound by N. Collison,,33,41
141,2,8:20.0,R. Westbrook enters the game for A. Morrow,,33,41
142,2,8:09.0,K. Perkins misses 2-pt layup at rim,,33,41
143,2,8:07.0,,Defensive rebound by G. Monroe,33,41
144,2,7:57.0,,J. Jerebko makes 3-pt jump shot from 24 ft (assist by C. Martin),33,44
145,2,7:40.0,J. Lamb misses 2-pt jump shot from 13 ft,,33,44
146,2,7:39.0,Offensive rebound by N. Collison,,33,44
147,2,7:35.0,,Offensive charge foul by R. Westbrook (drawn by C. Martin),33,44
148,2,7:35.0,Turnover by R. Westbrook (offensive foul),,33,44
149,2,7:35.0,,K. Caldwell-Pope enters the game for C. Martin,33,44
150,2,7:35.0,S. Ibaka enters the game for K. Perkins,,33,44
151,2,7:13.0,,Turnover by C. Butler (bad pass),33,44
152,2,6:54.0,R. Jackson misses 3-pt jump shot from 26 ft,,33,44
153,2,6:53.0,,Defensive rebound by J. Jerebko,33,44
154,2,6:46.0,,D. Augustin misses 3-pt jump shot from 26 ft (block by S. Ibaka),33,44
155,2,6:44.0,Defensive rebound by R. Westbrook,,33,44
156,2,6:42.0,Turnover by R. Westbrook (bad pass),,33,44
157,2,6:21.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,33,44
158,2,6:20.0,Defensive rebound by R. Westbrook,,33,44
159,2,6:14.0,R. Westbrook makes 2-pt jump shot from 6 ft,,35,44
160,2,5:54.0,,C. Butler misses 3-pt jump shot from 23 ft,35,44
161,2,5:53.0,Defensive rebound by R. Westbrook,,35,44
162,2,5:46.0,S. Ibaka makes 2-pt layup at rim (assist by R. Westbrook),,37,44
163,2,5:41.0,,Detroit full timeout,37,44
164,2,5:41.0,,A. Drummond enters the game for G. Monroe,37,44
165,2,5:31.0,,D. Augustin makes 2-pt layup at rim,37,46
166,2,5:14.0,S. Ibaka misses 2-pt jump shot from 9 ft,,37,46
167,2,5:13.0,,Defensive rebound by D. Augustin,37,46
168,2,5:08.0,,A. Drummond makes 2-pt dunk at rim (assist by D. Augustin),37,48
169,2,4:55.0,Personal foul by C. Butler (drawn by J. Lamb),,37,48
170,2,4:55.0,,J. Smith enters the game for J. Jerebko,37,48
171,2,4:55.0,,K. Singler enters the game for C. Butler,37,48
172,2,4:55.0,K. Durant enters the game for R. Jackson,,37,48
173,2,4:42.0,J. Lamb makes 3-pt jump shot from 26 ft (assist by N. Collison),,40,48
174,2,4:25.0,,Personal foul by J. Lamb (drawn by D. Augustin),40,48
175,2,4:14.0,,Turnover by K. Singler (bad pass; steal by K. Durant),40,48
176,2,4:14.0,Personal foul by J. Smith (drawn by K. Durant),,40,48
177,2,4:14.0,,J. Jerebko enters the game for J. Smith,40,48
178,2,3:57.0,K. Durant makes 2-pt jump shot from 18 ft,,42,48
179,2,3:42.0,,K. Caldwell-Pope makes 2-pt jump shot from 11 ft (assist by J. Jerebko),42,50
180,2,3:22.0,K. Durant makes 2-pt jump shot from 14 ft (assist by N. Collison),,44,50
181,2,3:05.0,,J. Jerebko misses 3-pt jump shot from 26 ft,44,50
182,2,3:04.0,Defensive rebound by R. Westbrook,,44,50
183,2,2:50.0,K. Durant misses 3-pt jump shot from 25 ft,,44,50
184,2,2:49.0,,Defensive rebound by K. Caldwell-Pope,44,50
185,2,2:45.0,Offensive charge foul by K. Caldwell-Pope (drawn by K. Durant),,44,50
186,2,2:45.0,,Turnover by K. Caldwell-Pope (offensive foul),44,50
187,2,2:45.0,Official timeout,,44,50
188,2,2:30.0,N. Collison misses 3-pt jump shot from 23 ft,,44,50
189,2,2:29.0,Offensive rebound by S. Ibaka,,44,50
190,2,2:26.0,Shooting foul by A. Drummond (drawn by R. Westbrook),,44,50
191,2,2:26.0,R. Westbrook misses free throw 1 of 2,,44,50
192,2,2:26.0,Offensive rebound by Team,,44,50
193,2,2:26.0,,G. Monroe enters the game for A. Drummond,44,50
194,2,2:26.0,R. Westbrook misses free throw 2 of 2,,44,50
195,2,2:25.0,,Defensive rebound by K. Caldwell-Pope,44,50
196,2,2:07.0,,Shooting foul by N. Collison (drawn by K. Singler),44,50
197,2,2:07.0,,K. Singler makes free throw 1 of 2,44,51
198,2,2:07.0,,K. Singler makes free throw 2 of 2,44,52
199,2,2:00.0,Personal foul by K. Caldwell-Pope (drawn by R. Westbrook),,44,52
200,2,2:00.0,R. Westbrook misses free throw 1 of 2,,44,52
201,2,2:00.0,Offensive rebound by Team,,44,52
202,2,2:00.0,,C. Martin enters the game for K. Caldwell-Pope,44,52
203,2,2:00.0,R. Westbrook makes free throw 2 of 2,,45,52
204,2,1:49.0,,Shooting foul by N. Collison (drawn by G. Monroe),45,52
205,2,1:49.0,,G. Monroe makes free throw 1 of 2,45,53
206,2,1:49.0,S. Adams enters the game for N. Collison,,45,53
207,2,1:49.0,,G. Monroe makes free throw 2 of 2,45,54
208,2,1:30.0,S. Ibaka makes 2-pt jump shot from 14 ft (assist by K. Durant),,47,54
209,2,1:10.0,,Turnover by G. Monroe (bad pass),47,54
210,2,1:04.0,Turnover by K. Durant (bad pass),,47,54
211,2,0:48.0,,K. Singler misses 3-pt jump shot from 23 ft,47,54
212,2,0:46.0,,Offensive rebound by J. Jerebko,47,54
213,2,0:45.0,,J. Jerebko misses 2-pt layup at rim (block by S. Adams),47,54
214,2,0:44.0,,Offensive rebound by G. Monroe,47,54
215,2,0:40.0,,Turnover by Team (shot clock),47,54
216,2,0:34.0,R. Westbrook misses 3-pt jump shot from 26 ft,,47,54
217,2,0:33.0,,Defensive rebound by D. Augustin,47,54
218,2,0:23.0,,Shooting foul by S. Ibaka (drawn by G. Monroe),47,54
219,2,0:23.0,,G. Monroe makes free throw 1 of 2,47,55
220,2,0:23.0,,C. Butler enters the game for K. Singler,47,55
221,2,0:23.0,,G. Monroe misses free throw 2 of 2,47,55
222,2,0:22.0,Defensive rebound by R. Westbrook,,47,55
223,2,0:03.0,Shooting foul by J. Jerebko (drawn by K. Durant),,47,55
224,2,0:03.0,K. Durant makes free throw 1 of 2,,48,55
225,2,0:03.0,N. Collison enters the game for S. Adams,,48,55
226,2,0:03.0,A. Roberson enters the game for J. Lamb,,48,55
227,2,0:03.0,K. Durant misses free throw 2 of 2,,48,55
228,2,0:02.0,,Defensive rebound by G. Monroe,48,55
229,3,11:35.0,,K. Singler misses 3-pt jump shot from 25 ft,48,55
230,3,11:35.0,Defensive rebound by S. Ibaka,,48,55
231,3,11:20.0,K. Durant misses 2-pt jump shot from 8 ft,,48,55
232,3,11:18.0,,Defensive rebound by B. Jennings,48,55
233,3,11:12.0,,Personal foul by S. Ibaka (drawn by J. Smith),48,55
234,3,11:03.0,,K. Caldwell-Pope makes 2-pt jump shot from 17 ft (assist by B. Jennings),48,57
235,3,10:48.0,K. Durant misses 2-pt jump shot from 16 ft,,48,57
236,3,10:47.0,Offensive rebound by S. Ibaka,,48,57
237,3,10:46.0,S. Ibaka makes 2-pt hook shot from 5 ft,,50,57
238,3,10:46.0,Shooting foul by J. Smith (drawn by S. Ibaka),,50,57
239,3,10:46.0,,G. Monroe enters the game for J. Smith,50,57
240,3,10:46.0,S. Ibaka makes free throw 1 of 1,,51,57
241,3,10:21.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,51,57
242,3,10:21.0,,Offensive rebound by Team,51,57
243,3,10:21.0,,Turnover by Team (shot clock),51,57
244,3,10:13.0,R. Westbrook misses 2-pt layup from 1 ft,,51,57
245,3,10:13.0,Offensive rebound by S. Ibaka,,51,57
246,3,10:13.0,Personal foul by A. Drummond (drawn by S. Ibaka),,51,57
247,3,10:04.0,S. Adams misses 2-pt layup at rim,,51,57
248,3,10:02.0,Offensive rebound by A. Roberson,,51,57
249,3,9:58.0,S. Ibaka misses 3-pt jump shot from 25 ft,,51,57
250,3,9:58.0,Offensive rebound by Team,,51,57
251,3,9:54.0,S. Ibaka misses 2-pt jump shot from 14 ft,,51,57
252,3,9:53.0,Offensive rebound by A. Roberson,,51,57
253,3,9:50.0,A. Roberson makes 2-pt tip-in at rim,,53,57
254,3,9:35.0,,Detroit full timeout,53,57
255,3,9:29.0,,A. Drummond makes 2-pt dunk at rim (assist by G. Monroe),53,59
256,3,9:13.0,K. Durant misses 2-pt layup at rim,,53,59
257,3,9:11.0,,Defensive rebound by G. Monroe,53,59
258,3,9:07.0,,Turnover by K. Singler (lost ball; steal by A. Roberson),53,59
259,3,9:03.0,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),,55,59
260,3,8:39.0,,G. Monroe misses 2-pt layup at rim (block by S. Adams),55,59
261,3,8:33.0,,Offensive rebound by A. Drummond,55,59
262,3,8:30.0,,A. Drummond makes 2-pt hook shot from 3 ft,55,61
263,3,8:14.0,S. Ibaka misses 3-pt jump shot from 24 ft,,55,61
264,3,8:13.0,Offensive rebound by R. Westbrook,,55,61
265,3,8:13.0,R. Westbrook makes 2-pt layup at rim,,57,61
266,3,7:52.0,,B. Jennings misses 2-pt jump shot from 6 ft,57,61
267,3,7:49.0,Defensive rebound by S. Ibaka,,57,61
268,3,7:38.0,Turnover by S. Adams (back court),,57,61
269,3,7:38.0,A. Morrow enters the game for K. Durant,,57,61
270,3,7:23.0,,K. Singler misses 3-pt jump shot from 25 ft,57,61
271,3,7:22.0,Defensive rebound by S. Ibaka,,57,61
272,3,7:15.0,R. Westbrook makes 2-pt jump shot from 18 ft,,59,61
273,3,7:02.0,,G. Monroe misses 2-pt layup at rim (block by S. Ibaka),59,61
274,3,7:01.0,Defensive rebound by S. Adams,,59,61
275,3,7:01.0,Personal foul by G. Monroe (drawn by S. Adams),,59,61
276,3,6:49.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,61,61
277,3,6:40.0,,Personal foul by A. Morrow (drawn by K. Singler),61,61
278,3,6:30.0,,B. Jennings makes 2-pt layup at rim,61,63
279,3,6:14.0,R. Westbrook misses 2-pt layup at rim,,61,63
280,3,6:13.0,,Defensive rebound by A. Drummond,61,63
281,3,6:08.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by B. Jennings),61,65
282,3,6:08.0,,Shooting foul by A. Morrow (drawn by K. Caldwell-Pope),61,65
283,3,6:08.0,,K. Caldwell-Pope misses free throw 1 of 1,61,65
284,3,6:06.0,,Offensive rebound by G. Monroe,61,65
285,3,6:04.0,,Turnover by G. Monroe (traveling),61,65
286,3,5:52.0,S. Adams misses 2-pt layup at rim,,61,65
287,3,5:51.0,Offensive rebound by S. Ibaka,,61,65
288,3,5:50.0,S. Ibaka makes 2-pt layup at rim,,63,65
289,3,5:23.0,,K. Caldwell-Pope makes 2-pt jump shot from 16 ft (assist by B. Jennings),63,67
290,3,5:13.0,Turnover by S. Adams (traveling),,63,67
291,3,5:13.0,K. Perkins enters the game for S. Adams,,63,67
292,3,5:00.0,,G. Monroe makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),63,69
293,3,4:45.0,S. Ibaka misses 2-pt jump shot from 17 ft,,63,69
294,3,4:44.0,,Defensive rebound by A. Drummond,63,69
295,3,4:35.0,,A. Drummond misses 2-pt layup at rim (block by S. Ibaka),63,69
296,3,4:31.0,Defensive rebound by R. Westbrook,,63,69
297,3,4:28.0,R. Westbrook makes 2-pt layup at rim,,65,69
298,3,4:10.0,,Turnover by K. Caldwell-Pope (traveling),65,69
299,3,4:10.0,R. Jackson enters the game for A. Roberson,,65,69
300,3,3:47.0,A. Morrow misses 2-pt jump shot from 6 ft,,65,69
301,3,3:46.0,Offensive rebound by S. Ibaka,,65,69
302,3,3:45.0,S. Ibaka makes 2-pt layup at rim,,67,69
303,3,3:26.0,,B. Jennings misses 3-pt jump shot from 26 ft,67,69
304,3,3:25.0,Defensive rebound by R. Jackson,,67,69
305,3,3:18.0,R. Westbrook makes 3-pt jump shot from 26 ft,,70,69
306,3,3:03.0,,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,70,69
307,3,3:02.0,Defensive rebound by R. Jackson,,70,69
308,3,2:57.0,Personal foul by K. Caldwell-Pope (drawn by R. Westbrook),,70,69
309,3,2:57.0,Oklahoma City full timeout,,70,69
310,3,2:57.0,K. Durant enters the game for S. Ibaka,,70,69
311,3,2:57.0,N. Collison enters the game for R. Westbrook,,70,69
312,3,2:57.0,,C. Martin enters the game for K. Caldwell-Pope,70,69
313,3,2:45.0,K. Durant makes 2-pt jump shot from 16 ft,,72,69
314,3,2:24.0,,A. Drummond makes 2-pt layup at rim (assist by K. Singler),72,71
315,3,2:01.0,Turnover by N. Collison (bad pass; steal by K. Singler),,72,71
316,3,1:51.0,,Shooting foul by N. Collison (drawn by G. Monroe),72,71
317,3,1:51.0,,G. Monroe misses free throw 1 of 2,72,71
318,3,1:51.0,,Offensive rebound by Team,72,71
319,3,1:51.0,,J. Jerebko enters the game for A. Drummond,72,71
320,3,1:51.0,,G. Monroe makes free throw 2 of 2,72,72
321,3,1:38.0,K. Durant misses 2-pt layup at rim,,72,72
322,3,1:35.0,,Defensive rebound by K. Singler,72,72
323,3,1:27.0,,Turnover by G. Monroe (lost ball; steal by K. Perkins),72,72
324,3,1:21.0,R. Jackson misses 2-pt jump shot from 16 ft,,72,72
325,3,1:20.0,,Defensive rebound by G. Monroe,72,72
326,3,1:04.0,,J. Jerebko makes 2-pt layup at rim (assist by G. Monroe),72,74
327,3,0:51.0,A. Morrow makes 3-pt jump shot from 23 ft (assist by K. Durant),,75,74
328,3,0:27.0,,J. Jerebko misses 2-pt jump shot from 5 ft,75,74
329,3,0:27.0,,Offensive rebound by Team,75,74
330,3,0:27.0,,Personal foul by K. Perkins (drawn by G. Monroe),75,74
331,3,0:27.0,,G. Monroe misses free throw 1 of 2,75,74
332,3,0:27.0,,Offensive rebound by Team,75,74
333,3,0:27.0,,G. Monroe makes free throw 2 of 2,75,75
334,3,0:06.0,Personal foul by G. Monroe (drawn by K. Durant),,75,75
335,3,0:06.0,K. Durant makes free throw 1 of 2,,76,75
336,3,0:06.0,A. Roberson enters the game for N. Collison,,76,75
337,3,0:06.0,K. Durant makes free throw 2 of 2,,77,75
338,4,11:45.0,K. Durant misses 3-pt jump shot from 26 ft,,77,75
339,4,11:45.0,,Defensive rebound by K. Singler,77,75
340,4,11:24.0,,C. Martin misses 2-pt layup at rim,77,75
341,4,11:23.0,Defensive rebound by K. Perkins,,77,75
342,4,11:17.0,R. Jackson makes 2-pt layup from 1 ft,,79,75
343,4,10:58.0,,K. Singler misses 2-pt jump shot from 18 ft,79,75
344,4,10:57.0,Defensive rebound by K. Durant,,79,75
345,4,10:48.0,R. Jackson misses 3-pt jump shot from 25 ft,,79,75
346,4,10:47.0,,Defensive rebound by C. Martin,79,75
347,4,10:34.0,,Turnover by G. Monroe (lost ball; steal by A. Morrow),79,75
348,4,10:26.0,K. Durant misses 3-pt jump shot from 26 ft,,79,75
349,4,10:25.0,Offensive rebound by N. Collison,,79,75
350,4,10:12.0,N. Collison misses 2-pt layup at rim,,79,75
351,4,10:11.0,,Defensive rebound by J. Jerebko,79,75
352,4,10:02.0,,J. Jerebko misses 3-pt jump shot from 25 ft,79,75
353,4,10:01.0,Defensive rebound by K. Perkins,,79,75
354,4,9:45.0,A. Morrow makes 2-pt jump shot from 18 ft (assist by K. Perkins),,81,75
355,4,9:45.0,,Detroit full timeout,81,75
356,4,9:45.0,,A. Drummond enters the game for K. Singler,81,75
357,4,9:45.0,,J. Smith enters the game for G. Monroe,81,75
358,4,9:45.0,,C. Butler enters the game for J. Jerebko,81,75
359,4,9:45.0,J. Lamb enters the game for K. Durant,,81,75
360,4,9:30.0,,C. Martin misses 3-pt jump shot from 25 ft,81,75
361,4,9:29.0,Defensive rebound by J. Lamb,,81,75
362,4,9:15.0,Offensive foul by K. Perkins (drawn by C. Martin),,81,75
363,4,9:15.0,Turnover by K. Perkins (offensive foul),,81,75
364,4,9:06.0,,J. Smith misses 2-pt layup at rim (block by N. Collison),81,75
365,4,9:05.0,Defensive rebound by K. Perkins,,81,75
366,4,8:52.0,R. Jackson misses 2-pt jump shot from 6 ft,,81,75
367,4,8:50.0,Offensive rebound by K. Perkins,,81,75
368,4,8:41.0,J. Lamb makes 3-pt jump shot from 26 ft (assist by N. Collison),,84,75
369,4,8:24.0,,J. Smith misses 2-pt jump shot from 7 ft,84,75
370,4,8:22.0,Defensive rebound by K. Perkins,,84,75
371,4,8:16.0,J. Lamb misses 3-pt jump shot from 23 ft,,84,75
372,4,8:15.0,Offensive rebound by N. Collison,,84,75
373,4,8:08.0,R. Jackson misses 2-pt jump shot from 14 ft (block by A. Drummond),,84,75
374,4,8:06.0,Offensive rebound by R. Jackson,,84,75
375,4,8:03.0,N. Collison misses 3-pt jump shot from 27 ft,,84,75
376,4,8:02.0,Offensive rebound by K. Perkins,,84,75
377,4,7:59.0,A. Morrow misses 2-pt jump shot from 11 ft,,84,75
378,4,7:59.0,Offensive rebound by N. Collison,,84,75
379,4,7:59.0,Personal foul by C. Martin (drawn by N. Collison),,84,75
380,4,7:59.0,,Detroit full timeout,84,75
381,4,7:59.0,R. Westbrook enters the game for A. Morrow,,84,75
382,4,7:59.0,,K. Caldwell-Pope enters the game for C. Martin,84,75
383,4,7:51.0,K. Perkins misses 2-pt layup at rim,,84,75
384,4,7:50.0,,Defensive rebound by J. Smith,84,75
385,4,7:43.0,,A. Drummond misses 2-pt layup from 1 ft,84,75
