,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,INDIANA_ACTION,OKLAHOMA CITY_SCORE,INDIANA_SCORE
71,1,3:22.0,,P. George makes free throw 2 of 2,21,23
72,1,3:06.0,R. Westbrook makes 2-pt jump shot from 13 ft,,23,23
73,1,3:06.0,Shooting foul by G. Hill (drawn by R. Westbrook),,23,23
74,1,3:06.0,R. Westbrook makes free throw 1 of 1,,24,23
75,1,2:47.0,,R. Stuckey misses 2-pt jump shot from 14 ft,24,23
76,1,2:46.0,Defensive rebound by A. Morrow,,24,23
77,1,2:41.0,M. McGary makes 2-pt layup at rim (assist by R. Westbrook),,26,23
78,1,2:18.0,,P. George misses 2-pt jump shot from 11 ft,26,23
79,1,2:18.0,Defensive rebound by M. McGary,,26,23
80,1,2:12.0,R. Westbrook makes 2-pt layup from 1 ft,,28,23
81,1,2:04.0,,P. George misses 3-pt jump shot from 23 ft,28,23
82,1,2:03.0,Defensive rebound by D. Waiters,,28,23
83,1,1:56.0,D. Waiters misses 3-pt jump shot from 28 ft,,28,23
84,1,1:55.0,,Defensive rebound by R. Stuckey,28,23
85,1,1:47.0,,D. West makes 2-pt jump shot from 20 ft (assist by R. Stuckey),28,25
86,1,1:32.0,R. Westbrook misses 3-pt jump shot from 26 ft,,28,25
87,1,1:31.0,,Defensive rebound by R. Stuckey,28,25
88,1,1:18.0,,R. Stuckey makes 2-pt layup from 1 ft,28,27
89,1,1:01.0,Turnover by R. Westbrook (bad pass; steal by G. Hill),,28,27
90,1,0:58.0,,P. George makes 2-pt dunk at rim (assist by R. Stuckey),28,29
91,1,0:45.0,R. Westbrook makes 2-pt layup from 1 ft,,30,29
92,1,0:45.0,Shooting foul by D. West (drawn by R. Westbrook),,30,29
93,1,0:45.0,,L. Scola enters the game for D. West,30,29
94,1,0:45.0,R. Westbrook misses free throw 1 of 1,,30,29
95,1,0:45.0,,Defensive rebound by G. Hill,30,29
96,1,0:35.0,,Turnover by G. Hill (bad pass),30,29
97,1,0:31.0,R. Westbrook misses 3-pt jump shot from 26 ft,,30,29
98,1,0:31.0,,Defensive rebound by R. Stuckey,30,29
99,1,0:25.0,,R. Stuckey misses 2-pt layup from 1 ft,30,29
100,1,0:23.0,,Offensive rebound by P. George,30,29
101,1,0:23.0,,P. George misses 2-pt dunk at rim,30,29
102,1,0:22.0,Defensive rebound by R. Westbrook,,30,29
103,1,0:20.0,D. Waiters makes 2-pt dunk at rim (assist by R. Westbrook),,32,29
104,1,0:00.0,,P. George misses 2-pt jump shot from 14 ft,32,29
105,1,0:00.0,,Offensive rebound by Team,32,29
106,2,11:42.0,,C. Miles misses 3-pt jump shot from 29 ft,32,29
107,2,11:41.0,Defensive rebound by D. Waiters,,32,29
108,2,11:35.0,Personal foul by D. Sloan (drawn by D. Waiters),,32,29
109,2,11:30.0,D. Waiters makes 3-pt jump shot from 26 ft (assist by N. Collison),,35,29
110,2,11:16.0,,L. Scola misses 2-pt layup from 1 ft,35,29
111,2,11:15.0,Defensive rebound by N. Collison,,35,29
112,2,11:03.0,N. Collison misses 2-pt jump shot from 20 ft,,35,29
113,2,11:02.0,,Defensive rebound by C. Miles,35,29
114,2,10:55.0,,C. Miles misses 2-pt layup from 1 ft (block by N. Collison),35,29
115,2,10:55.0,,Offensive rebound by Team,35,29
116,2,10:55.0,,Turnover by L. Scola (offensive foul),35,29
117,2,10:55.0,,Offensive foul by L. Scola (drawn by A. Morrow),35,29
118,2,10:44.0,A. Morrow misses 3-pt jump shot from 23 ft,,35,29
119,2,10:43.0,,Defensive rebound by R. Stuckey,35,29
120,2,10:38.0,,Shooting foul by M. McGary (drawn by R. Stuckey),35,29
121,2,10:38.0,,R. Stuckey misses free throw 1 of 2,35,29
122,2,10:38.0,,Offensive rebound by Team,35,29
123,2,10:38.0,,R. Stuckey makes free throw 2 of 2,35,30
124,2,10:25.0,M. McGary makes 2-pt layup at rim (assist by D. Augustin),,37,30
125,2,10:11.0,,L. Scola misses 2-pt layup at rim,37,30
126,2,10:09.0,,Offensive rebound by I. Mahinmi,37,30
127,2,10:09.0,,I. Mahinmi misses 2-pt layup at rim,37,30
128,2,10:08.0,Defensive rebound by M. McGary,,37,30
129,2,10:04.0,D. Augustin misses 2-pt layup from 1 ft,,37,30
130,2,10:02.0,Offensive rebound by N. Collison,,37,30
131,2,10:02.0,N. Collison misses 2-pt layup at rim,,37,30
132,2,10:01.0,,Defensive rebound by C. Miles,37,30
133,2,9:57.0,,Shooting foul by D. Waiters (drawn by C. Miles),37,30
134,2,9:57.0,,C. Miles makes free throw 1 of 3,37,31
135,2,9:57.0,,C. Miles makes free throw 2 of 3,37,32
136,2,9:57.0,,C. Miles makes free throw 3 of 3,37,33
137,2,9:45.0,D. Augustin misses 2-pt jump shot from 15 ft,,37,33
138,2,9:44.0,,Defensive rebound by I. Mahinmi,37,33
139,2,9:36.0,,C. Miles misses 2-pt jump shot from 4 ft,37,33
140,2,9:36.0,Defensive rebound by Team,,37,33
141,2,9:23.0,D. Waiters misses 2-pt jump shot from 7 ft,,37,33
142,2,9:22.0,Offensive rebound by N. Collison,,37,33
143,2,9:22.0,,Loose ball foul by L. Scola (drawn by N. Collison),37,33
144,2,9:16.0,Turnover by D. Waiters (bad pass; steal by D. Sloan),,37,33
145,2,9:13.0,,Turnover by D. Sloan (lost ball; steal by M. McGary),37,33
146,2,9:13.0,A. Roberson enters the game for D. Waiters,,37,33
147,2,9:13.0,Turnover by M. McGary (lost ball; steal by R. Stuckey),,37,33
148,2,8:55.0,,C. Miles misses 3-pt jump shot from 23 ft,37,33
149,2,8:54.0,Defensive rebound by N. Collison,,37,33
150,2,8:47.0,Official timeout,,37,33
151,2,8:38.0,A. Morrow misses 2-pt jump shot from 13 ft,,37,33
152,2,8:37.0,,Defensive rebound by C. Miles,37,33
153,2,8:21.0,,R. Stuckey misses 2-pt jump shot from 12 ft,37,33
154,2,8:18.0,Defensive rebound by M. McGary,,37,33
155,2,8:07.0,Personal foul by R. Stuckey (drawn by N. Collison),,37,33
156,2,8:00.0,M. McGary misses 2-pt jump shot from 13 ft,,37,33
157,2,7:59.0,,Defensive rebound by L. Scola,37,33
158,2,7:54.0,,C. Miles makes 3-pt jump shot from 27 ft (assist by D. Sloan),37,36
159,2,7:41.0,,G. Hill enters the game for D. Sloan,37,36
160,2,7:41.0,R. Westbrook enters the game for A. Morrow,,37,36
161,2,7:36.0,R. Westbrook misses 2-pt jump shot from 18 ft,,37,36
162,2,7:34.0,Offensive rebound by N. Collison,,37,36
163,2,7:26.0,R. Westbrook misses 2-pt jump shot from 14 ft,,37,36
164,2,7:25.0,,Defensive rebound by L. Scola,37,36
165,2,7:09.0,,L. Scola makes 2-pt layup from 2 ft (assist by R. Stuckey),37,38
166,2,6:46.0,Personal block foul by R. Stuckey (drawn by R. Westbrook),,37,38
167,2,6:46.0,S. Adams enters the game for N. Collison,,37,38
168,2,6:46.0,E. Freedom enters the game for M. McGary,,37,38
169,2,6:39.0,D. Augustin misses 3-pt jump shot from 26 ft,,37,38
170,2,6:38.0,,Defensive rebound by C. Miles,37,38
171,2,6:25.0,,Turnover by L. Scola (bad pass; steal by A. Roberson),37,38
172,2,6:21.0,R. Westbrook makes 2-pt layup from 1 ft (assist by A. Roberson),,39,38
173,2,6:16.0,,Indiana full timeout,39,38
174,2,6:16.0,,L. Allen enters the game for L. Scola,39,38
175,2,6:03.0,,C. Miles makes 2-pt jump shot from 20 ft (assist by L. Allen),39,40
176,2,5:50.0,E. Freedom makes 2-pt jump shot from 13 ft (assist by R. Westbrook),,41,40
177,2,5:34.0,,I. Mahinmi makes 2-pt dunk at rim (assist by C. Miles),41,42
178,2,5:19.0,A. Roberson makes 3-pt jump shot from 22 ft (assist by R. Westbrook),,44,42
179,2,4:59.0,,G. Hill makes 2-pt jump shot from 10 ft,44,44
180,2,4:44.0,E. Freedom misses 2-pt jump shot from 19 ft,,44,44
181,2,4:44.0,Offensive rebound by Team,,44,44
182,2,4:44.0,,Loose ball foul by I. Mahinmi (drawn by S. Adams),44,44
183,2,4:44.0,S. Adams misses free throw 1 of 2,,44,44
184,2,4:44.0,Offensive rebound by Team,,44,44
185,2,4:44.0,D. Waiters enters the game for D. Augustin,,44,44
186,2,4:44.0,,R. Hibbert enters the game for I. Mahinmi,44,44
187,2,4:44.0,S. Adams misses free throw 2 of 2,,44,44
188,2,4:44.0,,Defensive rebound by L. Allen,44,44
189,2,4:22.0,,R. Hibbert misses 2-pt jump shot from 17 ft,44,44
190,2,4:21.0,,Offensive rebound by L. Allen,44,44
191,2,4:21.0,,L. Allen makes 2-pt tip-in at rim,44,46
192,2,4:07.0,S. Adams misses 2-pt layup at rim,,44,46
193,2,4:06.0,,Defensive rebound by R. Hibbert,44,46
194,2,3:57.0,,Personal foul by A. Roberson (drawn by R. Hibbert),44,46
195,2,3:47.0,,Personal foul by A. Roberson (drawn by G. Hill),44,46
196,2,3:33.0,,L. Allen misses 2-pt jump shot from 19 ft,44,46
197,2,3:31.0,Defensive rebound by S. Adams,,44,46
198,2,3:23.0,R. Westbrook misses 2-pt jump shot from 18 ft,,44,46
199,2,3:22.0,,Defensive rebound by R. Stuckey,44,46
200,2,3:00.0,,R. Hibbert misses 2-pt jump shot from 5 ft,44,46
201,2,2:59.0,Defensive rebound by R. Westbrook,,44,46
202,2,2:52.0,E. Freedom makes 2-pt layup at rim (assist by R. Westbrook),,46,46
203,2,2:34.0,,G. Hill makes 2-pt jump shot from 9 ft,46,48
204,2,2:27.0,Oklahoma City full timeout,,46,48
205,2,2:27.0,,S. Hill enters the game for R. Stuckey,46,48
206,2,2:27.0,,D. West enters the game for L. Allen,46,48
207,2,2:24.0,Shooting foul by G. Hill (drawn by R. Westbrook),,46,48
208,2,2:24.0,R. Westbrook misses free throw 1 of 2,,46,48
209,2,2:24.0,Offensive rebound by Team,,46,48
210,2,2:24.0,A. Morrow enters the game for A. Roberson,,46,48
211,2,2:24.0,R. Westbrook makes free throw 2 of 2,,47,48
212,2,2:09.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by G. Hill),47,51
213,2,1:53.0,E. Freedom misses 2-pt jump shot from 19 ft,,47,51
214,2,1:52.0,,Defensive rebound by R. Hibbert,47,51
215,2,1:36.0,,R. Hibbert makes 2-pt hook shot from 9 ft,47,53
216,2,1:19.0,R. Westbrook makes 2-pt jump shot from 16 ft,,49,53
217,2,0:54.0,,D. West makes 2-pt jump shot from 18 ft (assist by C. Miles),49,55
218,2,0:47.0,Turnover by E. Freedom (offensive goaltending),,49,55
219,2,0:39.0,,Turnover by D. West (bad pass; steal by E. Freedom),49,55
220,2,0:33.0,R. Westbrook makes 2-pt layup from 1 ft,,51,55
221,2,0:28.0,,Indiana full timeout,51,55
222,2,0:28.0,N. Collison enters the game for E. Freedom,,51,55
223,2,0:28.0,A. Roberson enters the game for A. Morrow,,51,55
224,2,0:28.0,,P. George enters the game for R. Hibbert,51,55
225,2,0:17.0,,Shooting foul by A. Roberson (drawn by C. Miles),51,55
226,2,0:17.0,,C. Miles misses free throw 1 of 2,51,55
227,2,0:17.0,,Offensive rebound by Team,51,55
228,2,0:17.0,A. Morrow enters the game for A. Roberson,,51,55
229,2,0:17.0,,R. Hibbert enters the game for P. George,51,55
230,2,0:17.0,,I. Mahinmi enters the game for G. Hill,51,55
231,2,0:17.0,,R. Stuckey enters the game for D. West,51,55
232,2,0:17.0,,C. Miles makes free throw 2 of 2,51,56
233,2,0:02.0,R. Westbrook misses 3-pt jump shot from 25 ft,,51,56
234,2,0:01.0,,Defensive rebound by C. Miles,51,56
235,3,11:48.0,,S. Hill misses 3-pt jump shot from 26 ft,51,56
236,3,11:46.0,Defensive rebound by R. Westbrook,,51,56
237,3,11:32.0,E. Freedom misses 2-pt jump shot from 7 ft,,51,56
238,3,11:31.0,Offensive rebound by Team,,51,56
239,3,11:28.0,Turnover by A. Roberson (bad pass; steal by C. Miles),,51,56
240,3,11:22.0,,C. Miles makes 3-pt jump shot from 25 ft,51,59
241,3,11:08.0,D. Waiters misses 2-pt layup from 2 ft,,51,59
242,3,11:07.0,,Defensive rebound by D. West,51,59
243,3,10:54.0,,R. Hibbert misses 2-pt jump shot from 6 ft,51,59
244,3,10:53.0,,Offensive rebound by D. West,51,59
245,3,10:35.0,,D. West misses 3-pt jump shot from 27 ft,51,59
246,3,10:32.0,Defensive rebound by S. Adams,,51,59
247,3,10:15.0,R. Westbrook makes 2-pt jump shot from 15 ft,,53,59
248,3,9:54.0,,Personal foul by E. Freedom (drawn by S. Hill),53,59
249,3,9:40.0,,R. Hibbert misses 2-pt jump shot from 19 ft,53,59
250,3,9:39.0,Defensive rebound by R. Westbrook,,53,59
251,3,9:34.0,Personal foul by D. West (drawn by R. Westbrook),,53,59
252,3,9:24.0,S. Adams misses 2-pt layup from 1 ft (block by R. Hibbert),,53,59
253,3,9:23.0,Offensive rebound by S. Adams,,53,59
254,3,9:19.0,S. Adams makes 2-pt layup from 1 ft,,55,59
255,3,9:13.0,,C. Miles makes 2-pt layup at rim,55,61
256,3,9:00.0,D. Waiters makes 2-pt jump shot from 14 ft,,57,61
257,3,8:48.0,,D. West makes 2-pt layup from 1 ft (assist by C. Miles),57,63
258,3,8:48.0,,Shooting foul by R. Westbrook (drawn by D. West),57,63
259,3,8:48.0,,D. West makes free throw 1 of 1,57,64
260,3,8:32.0,R. Westbrook makes 3-pt jump shot from 27 ft,,60,64
261,3,8:12.0,,C. Miles misses 2-pt jump shot from 21 ft,60,64
262,3,8:11.0,Defensive rebound by S. Adams,,60,64
263,3,8:07.0,Shooting foul by G. Hill (drawn by D. Waiters),,60,64
264,3,8:07.0,D. Waiters misses free throw 1 of 2,,60,64
265,3,8:07.0,Offensive rebound by Team,,60,64
266,3,8:07.0,D. Waiters misses free throw 2 of 2,,60,64
267,3,8:07.0,,Defensive rebound by S. Hill,60,64
268,3,7:45.0,,G. Hill misses 3-pt jump shot from 23 ft,60,64
269,3,7:44.0,Defensive rebound by A. Roberson,,60,64
270,3,7:37.0,R. Westbrook misses 2-pt layup from 1 ft,,60,64
271,3,7:36.0,,Defensive rebound by R. Hibbert,60,64
272,3,7:29.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by G. Hill),60,67
273,3,7:28.0,Oklahoma City full timeout,,60,67
274,3,7:13.0,D. Waiters makes 2-pt jump shot from 18 ft,,62,67
275,3,6:58.0,,Turnover by R. Hibbert (lost ball),62,67
276,3,6:43.0,Shooting foul by D. West (drawn by D. Waiters),,62,67
277,3,6:43.0,D. Waiters misses free throw 1 of 2,,62,67
278,3,6:43.0,Offensive rebound by Team,,62,67
279,3,6:43.0,,L. Scola enters the game for D. West,62,67
280,3,6:43.0,D. Waiters misses free throw 2 of 2,,62,67
281,3,6:41.0,Offensive rebound by S. Adams,,62,67
282,3,6:33.0,Personal foul by L. Scola (drawn by R. Westbrook),,62,67
283,3,6:26.0,R. Westbrook misses 2-pt layup from 1 ft,,62,67
284,3,6:24.0,Offensive rebound by S. Adams,,62,67
285,3,6:20.0,R. Westbrook misses 3-pt jump shot from 23 ft,,62,67
286,3,6:19.0,,Defensive rebound by C. Miles,62,67
287,3,6:17.0,,Personal foul by R. Westbrook (drawn by L. Scola),62,67
288,3,6:12.0,,Personal foul by D. Waiters (drawn by S. Hill),62,67
289,3,6:08.0,,L. Scola misses 2-pt jump shot from 7 ft (block by E. Freedom),62,67
290,3,6:07.0,,Offensive rebound by L. Scola,62,67
291,3,6:06.0,,Shooting foul by D. Waiters (drawn by L. Scola),62,67
292,3,6:06.0,,L. Scola makes free throw 1 of 2,62,68
293,3,6:06.0,A. Morrow enters the game for A. Roberson,,62,68
294,3,6:06.0,,L. Scola makes free throw 2 of 2,62,69
295,3,5:49.0,Shooting foul by R. Hibbert (drawn by S. Adams),,62,69
296,3,5:49.0,S. Adams misses free throw 1 of 2,,62,69
297,3,5:49.0,Offensive rebound by Team,,62,69
298,3,5:49.0,S. Adams misses free throw 2 of 2,,62,69
299,3,5:49.0,,Defensive rebound by R. Hibbert,62,69
300,3,5:31.0,,R. Hibbert makes 2-pt jump shot from 7 ft (assist by G. Hill),62,71
301,3,5:12.0,R. Westbrook misses 2-pt jump shot from 11 ft,,62,71
302,3,5:11.0,,Defensive rebound by Team,62,71
303,3,5:11.0,Loose ball foul by S. Adams (drawn by S. Hill),,62,71
304,3,5:11.0,,S. Hill makes free throw 1 of 2,62,72
305,3,5:11.0,N. Collison enters the game for S. Adams,,62,72
306,3,5:11.0,,P. George enters the game for C. Miles,62,72
307,3,5:11.0,,S. Hill makes free throw 2 of 2,62,73
308,3,5:00.0,A. Morrow makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,65,73
309,3,4:42.0,,P. George misses 3-pt jump shot from 26 ft,65,73
310,3,4:41.0,Defensive rebound by A. Morrow,,65,73
311,3,4:33.0,R. Westbrook misses 2-pt layup from 2 ft (block by R. Hibbert),,65,73
312,3,4:31.0,,Defensive rebound by G. Hill,65,73
313,3,4:21.0,,Personal foul by N. Collison (drawn by L. Scola),65,73
314,3,4:21.0,,L. Scola misses free throw 1 of 2,65,73
315,3,4:21.0,,Offensive rebound by Team,65,73
316,3,4:21.0,,R. Stuckey enters the game for S. Hill,65,73
317,3,4:21.0,,L. Scola makes free throw 2 of 2,65,74
318,3,4:06.0,E. Freedom makes 3-pt jump shot from 22 ft (assist by A. Morrow),,68,74
319,3,3:39.0,,L. Scola misses 2-pt jump shot from 16 ft,68,74
320,3,3:39.0,,Offensive rebound by P. George,68,74
321,3,3:39.0,,Turnover by Team (shot clock),68,74
322,3,3:26.0,D. Waiters makes 3-pt jump shot from 28 ft (assist by N. Collison),,71,74
323,3,3:26.0,,Indiana full timeout,71,74
324,3,3:05.0,,R. Hibbert misses 2-pt jump shot from 13 ft,71,74
325,3,3:03.0,Defensive rebound by R. Westbrook,,71,74
326,3,2:58.0,R. Westbrook misses 2-pt layup at rim,,71,74
327,3,2:56.0,Offensive rebound by E. Freedom,,71,74
328,3,2:56.0,E. Freedom makes 2-pt tip-in at rim,,73,74
329,3,2:31.0,,P. George misses 3-pt jump shot from 26 ft,73,74
330,3,2:30.0,Defensive rebound by Team,,73,74
331,3,2:23.0,Offensive foul by N. Collison (drawn by G. Hill),,73,74
332,3,2:23.0,Turnover by N. Collison (offensive foul),,73,74
333,3,2:14.0,,G. Hill makes 3-pt jump shot from 26 ft,73,77
334,3,1:56.0,D. Waiters misses 2-pt jump shot from 18 ft,,73,77
335,3,1:55.0,Offensive rebound by N. Collison,,73,77
336,3,1:50.0,Personal foul by P. George (drawn by A. Morrow),,73,77
337,3,1:50.0,A. Morrow makes free throw 1 of 2,,74,77
338,3,1:50.0,D. Augustin enters the game for D. Waiters,,74,77
339,3,1:50.0,,I. Mahinmi enters the game for R. Hibbert,74,77
340,3,1:50.0,A. Morrow misses free throw 2 of 2,,74,77
341,3,1:50.0,,Defensive rebound by P. George,74,77
342,3,1:27.0,,G. Hill misses 2-pt jump shot from 12 ft,74,77
343,3,1:25.0,Defensive rebound by A. Morrow,,74,77
344,3,1:05.0,R. Westbrook misses 3-pt jump shot from 26 ft,,74,77
345,3,1:04.0,,Defensive rebound by L. Scola,74,77
346,3,0:48.0,,L. Scola makes 2-pt jump shot from 16 ft (assist by P. George),74,79
347,3,0:35.0,N. Collison misses 2-pt jump shot from 19 ft,,74,79
348,3,0:33.0,,Defensive rebound by R. Stuckey,74,79
349,3,0:10.0,,G. Hill misses 2-pt jump shot from 19 ft,74,79
350,3,0:08.0,Defensive rebound by E. Freedom,,74,79
351,3,0:08.0,Personal foul by L. Scola (drawn by E. Freedom),,74,79
352,3,0:08.0,E. Freedom makes free throw 1 of 2,,75,79
353,3,0:08.0,A. Roberson enters the game for R. Westbrook,,75,79
354,3,0:08.0,,C. Miles enters the game for L. Scola,75,79
355,3,0:08.0,E. Freedom makes free throw 2 of 2,,76,79
356,3,0:00.0,,P. George makes 3-pt jump shot from 28 ft (assist by R. Stuckey),76,82
357,4,11:40.0,M. McGary makes 2-pt layup from 1 ft (assist by N. Collison),,78,82
358,4,11:26.0,,Turnover by P. George (offensive foul),78,82
359,4,11:26.0,,Offensive foul by P. George (drawn by A. Morrow),78,82
360,4,11:07.0,A. Roberson misses 3-pt jump shot from 26 ft,,78,82
361,4,11:06.0,,Defensive rebound by P. George,78,82
362,4,10:42.0,,R. Stuckey misses 3-pt jump shot from 28 ft,78,82
363,4,10:40.0,,Offensive rebound by P. George,78,82
364,4,10:38.0,,P. George makes 2-pt dunk at rim,78,84
365,4,10:16.0,A. Morrow makes 3-pt jump shot from 22 ft (assist by M. McGary),,81,84
366,4,9:59.0,,R. Stuckey makes 2-pt jump shot from 12 ft,81,86
367,4,9:38.0,D. Augustin misses 2-pt jump shot from 10 ft,,81,86
368,4,9:37.0,,Defensive rebound by L. Allen,81,86
369,4,9:20.0,,L. Allen makes 2-pt jump shot from 9 ft (assist by I. Mahinmi),81,88
370,4,9:19.0,Oklahoma City full timeout,,81,88
371,4,9:19.0,R. Westbrook enters the game for A. Roberson,,81,88
372,4,9:19.0,D. Waiters enters the game for M. McGary,,81,88
373,4,9:19.0,S. Adams enters the game for D. Augustin,,81,88
374,4,9:19.0,,C. Miles enters the game for P. George,81,88
375,4,9:06.0,R. Westbrook misses 2-pt layup from 1 ft,,81,88
376,4,9:05.0,Offensive rebound by S. Adams,,81,88
377,4,8:56.0,R. Westbrook makes 3-pt jump shot from 25 ft,,84,88
378,4,8:32.0,,I. Mahinmi misses 2-pt jump shot from 7 ft (block by S. Adams),84,88
379,4,8:31.0,Defensive rebound by N. Collison,,84,88
380,4,8:15.0,R. Westbrook makes 2-pt jump shot from 12 ft,,86,88
381,4,8:07.0,,Indiana full timeout,86,88
382,4,8:07.0,,G. Hill enters the game for D. Sloan,86,88
383,4,7:58.0,,Turnover by R. Stuckey (lost ball; steal by R. Westbrook),86,88
384,4,7:54.0,R. Westbrook makes 2-pt dunk at rim (assist by N. Collison),,88,88
385,4,7:37.0,,R. Stuckey makes 3-pt jump shot from 22 ft (assist by L. Allen),88,91
386,4,7:17.0,R. Westbrook misses 2-pt jump shot from 13 ft,,88,91
387,4,7:16.0,Offensive rebound by S. Adams,,88,91
388,4,7:03.0,Personal foul by I. Mahinmi (drawn by N. Collison),,88,91
389,4,7:03.0,,D. West enters the game for L. Allen,88,91
390,4,6:52.0,D. Waiters misses 2-pt jump shot from 19 ft,,88,91
391,4,6:51.0,,Defensive rebound by D. West,88,91
392,4,6:32.0,,D. West makes 2-pt jump shot from 19 ft (assist by G. Hill),88,93
