,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MEMPHIS_ACTION,OKLAHOMA CITY_SCORE,MEMPHIS_SCORE
61,1,3:21.0,,Turnover by M. Conley (lost ball; steal by D. Waiters),15,18
62,1,3:15.0,D. Waiters misses 2-pt layup at rim,,15,18
63,1,3:14.0,Offensive rebound by D. Waiters,,15,18
64,1,3:14.0,D. Waiters makes 2-pt layup at rim,,17,18
65,1,2:54.0,,M. Gasol makes 2-pt dunk at rim (assist by M. Conley),17,20
66,1,2:47.0,Oklahoma City full timeout,,17,20
67,1,2:47.0,N. Collison enters the game for S. Ibaka,,17,20
68,1,2:47.0,,J. Leuer enters the game for Z. Randolph,17,20
69,1,2:36.0,D. Waiters makes 2-pt jump shot from 21 ft,,19,20
70,1,2:08.0,,M. Conley misses 3-pt jump shot from 23 ft,19,20
71,1,2:07.0,Defensive rebound by K. Perkins,,19,20
72,1,1:58.0,Turnover by D. Waiters (bad pass),,19,20
73,1,1:58.0,R. Jackson enters the game for R. Westbrook,,19,20
74,1,1:44.0,,M. Gasol misses 2-pt hook shot from 6 ft,19,20
75,1,1:40.0,Defensive rebound by K. Durant,,19,20
76,1,1:33.0,D. Waiters misses 3-pt jump shot from 23 ft,,19,20
77,1,1:32.0,Offensive rebound by Team,,19,20
78,1,1:32.0,,Loose ball foul by M. Gasol (drawn by K. Perkins),19,20
79,1,1:32.0,,B. Udrih enters the game for M. Conley,19,20
80,1,1:26.0,K. Durant misses 2-pt jump shot from 9 ft,,19,20
81,1,1:24.0,,Defensive rebound by J. Leuer,19,20
82,1,1:16.0,,J. Leuer makes 2-pt jump shot from 18 ft (assist by B. Udrih),19,22
83,1,1:04.0,Turnover by D. Waiters (lost ball; steal by T. Allen),,19,22
84,1,1:02.0,,Shooting foul by D. Waiters (drawn by T. Allen),19,22
85,1,1:02.0,,T. Allen misses free throw 1 of 2,19,22
86,1,1:02.0,,Offensive rebound by Team,19,22
87,1,1:02.0,,T. Allen makes free throw 2 of 2,19,23
88,1,0:38.0,K. Perkins misses 2-pt layup at rim (block by J. Leuer),,19,23
89,1,0:37.0,,Defensive rebound by B. Udrih,19,23
90,1,0:31.0,,J. Leuer makes 2-pt layup at rim (assist by B. Udrih),19,25
91,1,0:08.0,Shooting foul by C. Lee (drawn by K. Durant),,19,25
92,1,0:08.0,K. Durant makes free throw 1 of 2,,20,25
93,1,0:08.0,,M. Conley enters the game for T. Allen,20,25
94,1,0:08.0,K. Durant misses free throw 2 of 2,,20,25
95,1,0:08.0,,Defensive rebound by J. Leuer,20,25
96,1,0:01.0,,Turnover by M. Conley (lost ball; steal by R. Jackson),20,25
97,2,11:46.0,R. Jackson misses 3-pt jump shot from 25 ft,,20,25
98,2,11:45.0,,Defensive rebound by T. Allen,20,25
99,2,11:24.0,,J. Leuer misses 2-pt layup at rim,20,25
100,2,11:22.0,Defensive rebound by A. Morrow,,20,25
101,2,11:08.0,K. Perkins misses 2-pt hook shot from 3 ft,,20,25
102,2,11:08.0,Offensive rebound by Team,,20,25
103,2,11:08.0,,Loose ball foul by J. Leuer (drawn by N. Collison),20,25
104,2,11:08.0,,J. Green enters the game for C. Lee,20,25
105,2,10:59.0,Personal foul by J. Leuer (drawn by D. Waiters),,20,25
106,2,10:50.0,R. Jackson misses 2-pt jump shot from 20 ft,,20,25
107,2,10:49.0,,Defensive rebound by B. Udrih,20,25
108,2,10:40.0,,B. Udrih misses 2-pt jump shot from 10 ft,20,25
109,2,10:38.0,Defensive rebound by R. Jackson,,20,25
110,2,10:24.0,D. Waiters misses 2-pt jump shot from 5 ft,,20,25
111,2,10:20.0,Offensive rebound by N. Collison,,20,25
112,2,10:20.0,N. Collison misses 2-pt tip-in from 1 ft,,20,25
113,2,10:18.0,,Defensive rebound by K. Koufos,20,25
114,2,10:08.0,,J. Leuer misses 2-pt jump shot from 16 ft,20,25
115,2,10:07.0,Defensive rebound by D. Waiters,,20,25
116,2,9:57.0,N. Collison makes 2-pt jump shot from 14 ft (assist by D. Waiters),,22,25
117,2,9:31.0,,B. Udrih misses 2-pt jump shot from 21 ft,22,25
118,2,9:29.0,Defensive rebound by D. Waiters,,22,25
119,2,9:22.0,,Violation by T. Allen (kicked ball),22,25
120,2,9:08.0,D. Waiters misses 2-pt jump shot from 13 ft,,22,25
121,2,9:06.0,,Defensive rebound by J. Leuer,22,25
122,2,9:01.0,,T. Allen misses 2-pt layup at rim,22,25
123,2,8:59.0,Defensive rebound by K. Perkins,,22,25
124,2,8:52.0,D. Waiters makes 3-pt jump shot from 23 ft (assist by R. Jackson),,25,25
125,2,8:34.0,,J. Leuer misses 2-pt jump shot from 20 ft,25,25
126,2,8:33.0,Defensive rebound by D. Waiters,,25,25
127,2,8:30.0,Turnover by D. Waiters (bad pass),,25,25
128,2,8:30.0,,Memphis full timeout,25,25
129,2,8:30.0,,Z. Randolph enters the game for J. Leuer,25,25
130,2,8:20.0,,J. Green misses 2-pt jump shot from 5 ft,25,25
131,2,8:16.0,Defensive rebound by N. Collison,,25,25
132,2,7:54.0,R. Jackson makes 2-pt jump shot from 7 ft,,27,25
133,2,7:39.0,,Personal foul by A. Morrow (drawn by Z. Randolph),27,25
134,2,7:24.0,,Z. Randolph misses 2-pt hook shot from 7 ft,27,25
135,2,7:21.0,,Offensive rebound by Z. Randolph,27,25
136,2,7:18.0,,T. Allen makes 2-pt layup from 1 ft,27,27
137,2,6:56.0,D. Waiters misses 2-pt jump shot from 20 ft,,27,27
138,2,6:54.0,,Defensive rebound by K. Koufos,27,27
139,2,6:45.0,,K. Koufos makes 2-pt jump shot from 14 ft (assist by T. Allen),27,29
140,2,6:31.0,Oklahoma City full timeout,,27,29
141,2,6:31.0,R. Westbrook enters the game for N. Collison,,27,29
142,2,6:31.0,S. Ibaka enters the game for R. Jackson,,27,29
143,2,6:31.0,K. Durant enters the game for A. Morrow,,27,29
144,2,6:14.0,K. Perkins misses 2-pt jump shot from 10 ft,,27,29
145,2,6:13.0,,Defensive rebound by K. Koufos,27,29
146,2,5:53.0,,Z. Randolph misses 2-pt jump shot from 8 ft,27,29
147,2,5:50.0,Defensive rebound by S. Ibaka,,27,29
148,2,5:46.0,R. Westbrook misses 2-pt jump shot from 15 ft,,27,29
149,2,5:43.0,,Defensive rebound by J. Green,27,29
150,2,5:40.0,,Turnover by K. Koufos (offensive goaltending),27,29
151,2,5:40.0,S. Adams enters the game for K. Perkins,,27,29
152,2,5:25.0,K. Durant misses 2-pt jump shot from 12 ft,,27,29
153,2,5:23.0,Offensive rebound by S. Adams,,27,29
154,2,5:18.0,R. Westbrook misses 2-pt layup from 2 ft (block by Z. Randolph),,27,29
155,2,5:15.0,,Defensive rebound by K. Koufos,27,29
156,2,5:12.0,,J. Green makes 2-pt dunk at rim (assist by B. Udrih),27,31
157,2,4:48.0,D. Waiters misses 2-pt jump shot from 21 ft,,27,31
158,2,4:44.0,,Defensive rebound by K. Koufos,27,31
159,2,4:36.0,,Z. Randolph misses 2-pt hook shot from 1 ft (block by S. Adams),27,31
160,2,4:32.0,,Offensive rebound by Z. Randolph,27,31
161,2,4:32.0,,K. Koufos misses 2-pt layup at rim,27,31
162,2,4:30.0,Defensive rebound by S. Ibaka,,27,31
163,2,4:30.0,Turnover by S. Ibaka (lost ball; steal by T. Allen),,27,31
164,2,4:30.0,,Shooting foul by S. Adams (drawn by Z. Randolph),27,31
165,2,4:30.0,,M. Conley enters the game for B. Udrih,27,31
166,2,4:30.0,A. Morrow enters the game for D. Waiters,,27,31
167,2,4:30.0,,Z. Randolph makes free throw 1 of 2,27,32
168,2,4:30.0,K. Perkins enters the game for S. Adams,,27,32
169,2,4:30.0,,Z. Randolph makes free throw 2 of 2,27,33
170,2,4:16.0,R. Westbrook makes 2-pt layup at rim (assist by K. Perkins),,29,33
171,2,3:54.0,,J. Green makes 2-pt hook shot from 11 ft,29,35
172,2,3:34.0,K. Durant makes 2-pt jump shot from 8 ft,,31,35
173,2,3:23.0,,T. Allen makes 2-pt layup from 1 ft,31,37
174,2,3:16.0,Shooting foul by T. Allen (drawn by S. Ibaka),,31,37
175,2,3:16.0,S. Ibaka makes free throw 1 of 2,,32,37
176,2,3:16.0,,C. Lee enters the game for T. Allen,32,37
177,2,3:16.0,,M. Gasol enters the game for K. Koufos,32,37
178,2,3:16.0,S. Ibaka makes free throw 2 of 2,,33,37
179,2,2:58.0,,M. Conley misses 3-pt jump shot from 23 ft,33,37
180,2,2:57.0,Defensive rebound by K. Perkins,,33,37
181,2,2:50.0,,Memphis full timeout,33,37
182,2,2:43.0,R. Westbrook misses 2-pt jump shot from 14 ft,,33,37
183,2,2:41.0,,Defensive rebound by Z. Randolph,33,37
184,2,2:31.0,,C. Lee makes 2-pt layup at rim (assist by J. Green),33,39
185,2,2:16.0,K. Durant misses 2-pt jump shot from 16 ft,,33,39
186,2,2:15.0,Offensive rebound by S. Ibaka,,33,39
187,2,2:15.0,Shooting foul by M. Conley (drawn by S. Ibaka),,33,39
188,2,2:15.0,S. Ibaka makes free throw 1 of 2,,34,39
189,2,2:15.0,S. Ibaka makes free throw 2 of 2,,35,39
190,2,2:06.0,,Personal foul by R. Westbrook (drawn by M. Conley),35,39
191,2,1:53.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by Z. Randolph),35,42
192,2,1:35.0,K. Durant misses 2-pt jump shot from 20 ft,,35,42
193,2,1:33.0,,Defensive rebound by Z. Randolph,35,42
194,2,1:20.0,,J. Green misses 2-pt layup from 1 ft,35,42
195,2,1:18.0,,Offensive rebound by Z. Randolph,35,42
196,2,1:18.0,,Z. Randolph misses 2-pt tip-in from 1 ft,35,42
197,2,1:16.0,,Offensive rebound by Z. Randolph,35,42
198,2,1:16.0,,Z. Randolph misses 2-pt layup from 2 ft (block by K. Perkins),35,42
199,2,1:16.0,,Offensive rebound by Z. Randolph,35,42
200,2,1:16.0,,Shooting foul by A. Morrow (drawn by Z. Randolph),35,42
201,2,1:16.0,,Z. Randolph misses free throw 1 of 2,35,42
202,2,1:16.0,,Offensive rebound by Team,35,42
203,2,1:16.0,,Z. Randolph makes free throw 2 of 2,35,43
204,2,1:10.0,Personal foul by J. Green (drawn by K. Durant),,35,43
205,2,1:10.0,K. Durant makes free throw 1 of 2,,36,43
206,2,1:10.0,K. Durant makes free throw 2 of 2,,37,43
207,2,0:47.0,,M. Gasol misses 2-pt jump shot from 7 ft,37,43
208,2,0:44.0,Defensive rebound by R. Westbrook,,37,43
209,2,0:40.0,A. Morrow misses 3-pt jump shot from 22 ft,,37,43
210,2,0:39.0,Offensive rebound by K. Perkins,,37,43
211,2,0:32.0,A. Morrow makes 3-pt jump shot from 22 ft (assist by K. Perkins),,40,43
212,2,0:14.0,,Shooting foul by S. Ibaka (drawn by M. Gasol),40,43
213,2,0:14.0,,M. Gasol makes free throw 1 of 2,40,44
214,2,0:14.0,,T. Allen enters the game for Z. Randolph,40,44
215,2,0:14.0,,M. Gasol makes free throw 2 of 2,40,45
216,2,0:14.0,Oklahoma City full timeout,,40,45
217,2,0:14.0,D. Waiters enters the game for K. Perkins,,40,45
218,2,0:02.0,Turnover by K. Durant (bad pass; steal by C. Lee),,40,45
219,2,0:01.0,,C. Lee misses 3-pt jump shot from 46 ft,40,45
220,2,0:00.0,,Offensive rebound by Team,40,45
221,3,11:43.0,S. Ibaka misses 3-pt jump shot from 25 ft,,40,45
222,3,11:42.0,Offensive rebound by S. Adams,,40,45
223,3,11:40.0,S. Adams makes 2-pt layup at rim,,42,45
224,3,11:15.0,,Z. Randolph misses 2-pt jump shot from 20 ft,42,45
225,3,11:14.0,Defensive rebound by R. Westbrook,,42,45
226,3,11:04.0,K. Durant misses 3-pt jump shot from 25 ft,,42,45
227,3,11:03.0,,Defensive rebound by M. Gasol,42,45
228,3,10:40.0,,Z. Randolph makes 2-pt hook shot from 7 ft (assist by M. Conley),42,47
229,3,10:30.0,Personal foul by J. Green (drawn by K. Durant),,42,47
230,3,10:21.0,,Violation by M. Gasol (kicked ball),42,47
231,3,10:07.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,44,47
232,3,9:43.0,,Z. Randolph misses 2-pt jump shot from 14 ft,44,47
233,3,9:42.0,Defensive rebound by A. Roberson,,44,47
234,3,9:35.0,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),,46,47
235,3,9:20.0,,M. Gasol makes 2-pt hook shot from 5 ft,46,49
236,3,9:20.0,,Shooting foul by S. Ibaka (drawn by M. Gasol),46,49
237,3,9:20.0,,M. Gasol makes free throw 1 of 1,46,50
238,3,9:07.0,Shooting foul by C. Lee (drawn by R. Westbrook),,46,50
239,3,9:07.0,R. Westbrook makes free throw 1 of 2,,47,50
240,3,9:07.0,R. Westbrook makes free throw 2 of 2,,48,50
241,3,9:00.0,,M. Conley misses 2-pt layup from 1 ft,48,50
242,3,8:58.0,,Offensive rebound by Team,48,50
243,3,8:55.0,,Turnover by Z. Randolph (bad pass; steal by S. Ibaka),48,50
244,3,8:46.0,R. Westbrook misses 2-pt jump shot from 16 ft,,48,50
245,3,8:42.0,,Defensive rebound by Z. Randolph,48,50
246,3,8:36.0,,M. Gasol makes 2-pt jump shot from 22 ft (assist by M. Conley),48,52
247,3,8:30.0,Oklahoma City full timeout,,48,52
248,3,8:12.0,A. Roberson makes 3-pt jump shot from 26 ft (assist by K. Durant),,51,52
249,3,7:54.0,,J. Green makes 2-pt layup from 1 ft (assist by M. Gasol),51,54
250,3,7:41.0,K. Durant makes 2-pt jump shot from 19 ft,,53,54
251,3,7:28.0,,Turnover by M. Conley (lost ball; steal by K. Durant),53,54
252,3,7:24.0,Turnover by K. Durant (bad pass; steal by C. Lee),,53,54
253,3,7:18.0,,Z. Randolph makes 2-pt layup at rim (assist by M. Gasol),53,56
254,3,7:18.0,,Shooting foul by A. Roberson (drawn by Z. Randolph),53,56
255,3,7:18.0,,Z. Randolph makes free throw 1 of 1,53,57
256,3,6:58.0,S. Adams misses 2-pt jump shot from 8 ft,,53,57
257,3,6:55.0,,Defensive rebound by M. Gasol,53,57
258,3,6:45.0,,J. Green misses 3-pt jump shot from 25 ft,53,57
259,3,6:44.0,Defensive rebound by Team,,53,57
260,3,6:32.0,R. Westbrook misses 2-pt jump shot from 22 ft,,53,57
261,3,6:31.0,,Defensive rebound by M. Gasol,53,57
262,3,6:12.0,,Z. Randolph makes 2-pt layup from 1 ft (assist by M. Gasol),53,59
263,3,6:12.0,Violation by R. Westbrook (def goaltending),,53,59
264,3,5:51.0,Turnover by R. Westbrook (step out of bounds),,53,59
265,3,5:36.0,D. Waiters enters the game for A. Roberson,,53,59
266,3,5:32.0,,M. Conley misses 2-pt jump shot from 5 ft,53,59
267,3,5:30.0,Defensive rebound by S. Ibaka,,53,59
268,3,5:19.0,S. Ibaka misses 2-pt jump shot from 20 ft,,53,59
269,3,5:18.0,,Defensive rebound by Team,53,59
270,3,5:00.0,,Z. Randolph makes 2-pt layup at rim (assist by J. Green),53,61
271,3,5:00.0,Oklahoma City full timeout,,53,61
272,3,4:51.0,Turnover by R. Westbrook (bad pass; steal by M. Gasol),,53,61
273,3,4:35.0,,Turnover by J. Green (bad pass),53,61
274,3,4:21.0,K. Durant misses 3-pt jump shot from 25 ft,,53,61
275,3,4:20.0,,Defensive rebound by C. Lee,53,61
276,3,4:08.0,,Z. Randolph misses 2-pt hook shot from 3 ft (block by S. Adams),53,61
277,3,4:06.0,,Offensive rebound by Z. Randolph,53,61
278,3,4:06.0,,Z. Randolph makes 2-pt layup at rim,53,63
279,3,3:54.0,S. Ibaka makes 2-pt jump shot from 20 ft (assist by R. Westbrook),,55,63
280,3,3:30.0,,M. Conley misses 2-pt jump shot from 17 ft,55,63
281,3,3:30.0,Defensive rebound by K. Durant,,55,63
282,3,3:21.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by K. Durant),,58,63
283,3,3:01.0,,C. Lee misses 2-pt jump shot from 8 ft,58,63
284,3,3:00.0,Defensive rebound by D. Waiters,,58,63
285,3,2:40.0,K. Durant misses 2-pt jump shot from 11 ft,,58,63
286,3,2:39.0,Offensive rebound by S. Ibaka,,58,63
287,3,2:39.0,,Loose ball foul by Z. Randolph (drawn by S. Ibaka),58,63
288,3,2:39.0,,Memphis full timeout,58,63
289,3,2:39.0,,T. Allen enters the game for C. Lee,58,63
290,3,2:39.0,,B. Udrih enters the game for M. Conley,58,63
291,3,2:39.0,N. Collison enters the game for S. Ibaka,,58,63
292,3,2:39.0,R. Jackson enters the game for R. Westbrook,,58,63
293,3,2:27.0,K. Durant misses 2-pt jump shot from 11 ft,,58,63
294,3,2:25.0,Offensive rebound by N. Collison,,58,63
295,3,2:21.0,Shooting foul by M. Gasol (drawn by K. Durant),,58,63
296,3,2:21.0,K. Durant makes free throw 1 of 2,,59,63
297,3,2:21.0,K. Durant makes free throw 2 of 2,,60,63
298,3,2:02.0,,M. Gasol misses 2-pt layup at rim,60,63
299,3,2:01.0,,Offensive rebound by T. Allen,60,63
300,3,1:59.0,,T. Allen misses 2-pt jump shot from 5 ft,60,63
301,3,1:57.0,,Offensive rebound by T. Allen,60,63
302,3,1:56.0,,Turnover by T. Allen (traveling),60,63
303,3,1:56.0,,Violation by Team (delay of game),60,63
304,3,1:46.0,K. Durant misses 3-pt jump shot from 25 ft,,60,63
305,3,1:45.0,,Defensive rebound by M. Gasol,60,63
306,3,1:30.0,,J. Green misses 3-pt jump shot from 24 ft,60,63
307,3,1:29.0,,Offensive rebound by B. Udrih,60,63
308,3,1:20.0,,Z. Randolph makes 2-pt layup from 2 ft,60,65
309,3,1:20.0,,Shooting foul by N. Collison (drawn by Z. Randolph),60,65
310,3,1:20.0,,N. Calathes enters the game for J. Green,60,65
311,3,1:20.0,,Z. Randolph makes free throw 1 of 1,60,66
312,3,0:58.0,D. Waiters misses 2-pt jump shot from 21 ft,,60,66
313,3,0:56.0,,Defensive rebound by T. Allen,60,66
314,3,0:50.0,,M. Gasol makes 2-pt jump shot from 22 ft (assist by N. Calathes),60,68
315,3,0:32.0,D. Waiters misses 2-pt jump shot from 4 ft,,60,68
316,3,0:30.0,,Defensive rebound by Z. Randolph,60,68
317,3,0:12.0,K. Perkins enters the game for S. Adams,,60,68
318,3,0:07.0,,N. Calathes misses 2-pt jump shot from 17 ft,60,68
319,3,0:06.0,Defensive rebound by K. Durant,,60,68
320,3,0:01.0,R. Jackson makes 2-pt layup from 1 ft (assist by K. Durant),,62,68
321,4,11:53.0,,Personal foul by K. Perkins (drawn by Z. Randolph),62,68
322,4,11:37.0,,Z. Randolph misses 2-pt jump shot from 13 ft,62,68
323,4,11:35.0,,Offensive rebound by M. Gasol,62,68
324,4,11:27.0,,M. Gasol misses 2-pt jump shot from 13 ft,62,68
325,4,11:26.0,,Offensive rebound by Z. Randolph,62,68
326,4,11:13.0,,B. Udrih makes 2-pt jump shot from 20 ft (assist by Z. Randolph),62,70
327,4,10:58.0,Turnover by R. Jackson (lost ball; steal by B. Udrih),,62,70
328,4,10:56.0,,Shooting foul by R. Jackson (drawn by T. Allen),62,70
329,4,10:56.0,,T. Allen misses free throw 1 of 2,62,70
330,4,10:56.0,,Offensive rebound by Team,62,70
331,4,10:56.0,,K. Koufos enters the game for M. Gasol,62,70
332,4,10:56.0,,T. Allen makes free throw 2 of 2,62,71
333,4,10:48.0,Personal foul by Z. Randolph (drawn by N. Collison),,62,71
334,4,10:33.0,Turnover by R. Jackson (lost ball; steal by N. Calathes),,62,71
335,4,10:15.0,,K. Koufos misses 2-pt hook shot from 7 ft,62,71
336,4,10:14.0,Defensive rebound by R. Jackson,,62,71
337,4,10:14.0,,Loose ball foul by T. Allen (drawn by R. Jackson),62,71
338,4,9:57.0,Turnover by N. Collison (lost ball; steal by N. Calathes),,62,71
339,4,9:53.0,,N. Calathes makes 2-pt layup from 1 ft (assist by T. Allen),62,73
340,4,9:53.0,Oklahoma City full timeout,,62,73
341,4,9:31.0,A. Morrow misses 2-pt jump shot from 13 ft (block by N. Calathes),,62,73
342,4,9:29.0,,Defensive rebound by Z. Randolph,62,73
343,4,9:29.0,,Turnover by Z. Randolph (bad pass),62,73
344,4,9:26.0,A. Morrow misses 2-pt jump shot from 19 ft,,62,73
345,4,9:25.0,,Defensive rebound by Z. Randolph,62,73
346,4,9:07.0,,Turnover by T. Allen (lost ball; steal by D. Waiters),62,73
347,4,8:49.0,N. Collison misses 2-pt jump shot from 7 ft,,62,73
348,4,8:46.0,Offensive rebound by A. Morrow,,62,73
349,4,8:46.0,A. Morrow makes 2-pt layup at rim,,64,73
350,4,8:30.0,,Personal foul by K. Perkins (drawn by Z. Randolph),64,73
351,4,8:30.0,,J. Leuer enters the game for Z. Randolph,64,73
352,4,8:30.0,K. Durant enters the game for N. Collison,,64,73
353,4,8:24.0,,K. Koufos misses 2-pt hook shot from 8 ft,64,73
354,4,8:22.0,Defensive rebound by K. Durant,,64,73
355,4,8:21.0,Turnover by K. Durant (lost ball; steal by K. Koufos),,64,73
356,4,8:19.0,,K. Koufos makes 2-pt jump shot from 6 ft,64,75
357,4,8:08.0,Offensive foul by R. Jackson (drawn by K. Koufos),,64,75
358,4,8:08.0,Turnover by R. Jackson (offensive foul),,64,75
359,4,8:08.0,R. Westbrook enters the game for R. Jackson,,64,75
360,4,7:56.0,,Personal foul by D. Waiters (drawn by B. Udrih),64,75
361,4,7:47.0,,T. Allen misses 2-pt layup at rim,64,75
362,4,7:45.0,,Offensive rebound by K. Koufos,64,75
363,4,7:45.0,,K. Koufos misses 2-pt tip-in at rim,64,75
364,4,7:44.0,,Offensive rebound by K. Koufos,64,75
365,4,7:44.0,,K. Koufos misses 2-pt tip-in at rim,64,75
366,4,7:41.0,Defensive rebound by K. Perkins,,64,75
367,4,7:37.0,A. Morrow misses 2-pt layup from 2 ft,,64,75
368,4,7:35.0,,Defensive rebound by T. Allen,64,75
369,4,7:35.0,,Personal take foul by R. Westbrook (drawn by T. Allen),64,75
370,4,7:35.0,,T. Allen makes free throw 1 of 2,64,76
371,4,7:35.0,,T. Allen makes free throw 2 of 2,64,77
372,4,7:17.0,Turnover by D. Waiters (traveling),,64,77
373,4,7:05.0,,Turnover by K. Koufos (offensive foul),64,77
374,4,7:05.0,,Offensive foul by K. Koufos (drawn by K. Durant),64,77
375,4,7:05.0,S. Ibaka enters the game for K. Perkins,,64,77
376,4,6:55.0,S. Ibaka misses 2-pt jump shot from 7 ft,,64,77
377,4,6:55.0,,Defensive rebound by Team,64,77
378,4,6:46.0,,N. Calathes makes 2-pt layup at rim (assist by B. Udrih),64,79
379,4,6:45.0,Oklahoma City full timeout,,64,79
380,4,6:21.0,Turnover by Team (shot clock),,64,79
381,4,6:07.0,,B. Udrih misses 2-pt jump shot from 11 ft,64,79
382,4,6:06.0,Defensive rebound by D. Waiters,,64,79
383,4,5:55.0,K. Durant makes 2-pt jump shot from 12 ft,,66,79
384,4,5:36.0,,N. Calathes misses 2-pt jump shot from 18 ft,66,79
385,4,5:34.0,Defensive rebound by S. Ibaka,,66,79
386,4,5:24.0,,M. Conley enters the game for B. Udrih,66,79
387,4,5:24.0,,J. Green enters the game for N. Calathes,66,79
