,QUARTER,TIME_REMAINING,DENVER_ACTION,NEW ORLEANS_ACTION,DENVER_SCORE,NEW ORLEANS_SCORE
0,1,11:37.0,,E. Gordon makes 3-pt jump shot from 25 ft,0,3
1,1,11:20.0,Turnover by K. Faried (lost ball),,0,3
2,1,11:07.0,,A. Davis misses 2-pt jump shot from 18 ft,0,3
3,1,11:05.0,Defensive rebound by J. Nurkić,,0,3
4,1,10:55.0,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Gallinari),,2,3
5,1,10:34.0,,Q. Pondexter misses 3-pt jump shot from 24 ft,2,3
6,1,10:33.0,Defensive rebound by T. Lawson,,2,3
7,1,10:23.0,Turnover by J. Nurkić (lost ball; steal by Ö. Aşık),,2,3
8,1,10:10.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by T. Evans),2,5
9,1,9:43.0,J. Nurkić misses 2-pt jump shot from 18 ft,,2,5
10,1,9:42.0,,Defensive rebound by Q. Pondexter,2,5
11,1,9:33.0,,Ö. Aşık misses 2-pt layup from 1 ft (block by K. Faried),2,5
12,1,9:31.0,Defensive rebound by D. Gallinari,,2,5
13,1,9:26.0,K. Faried makes 2-pt dunk at rim (assist by D. Gallinari),,4,5
14,1,9:06.0,,E. Gordon misses 3-pt jump shot from 25 ft,4,5
15,1,9:03.0,Defensive rebound by D. Gallinari,,4,5
16,1,8:54.0,K. Faried misses 2-pt jump shot from 5 ft (block by A. Davis),,4,5
17,1,8:52.0,Offensive rebound by K. Faried,,4,5
18,1,8:47.0,T. Lawson makes 2-pt jump shot from 8 ft (assist by K. Faried),,6,5
19,1,8:29.0,,Q. Pondexter misses 3-pt jump shot from 25 ft,6,5
20,1,8:28.0,,Offensive rebound by E. Gordon,6,5
21,1,8:26.0,,Shooting foul by K. Faried (drawn by A. Davis),6,5
22,1,8:26.0,,A. Davis makes free throw 1 of 2,6,6
23,1,8:26.0,,A. Davis makes free throw 2 of 2,6,7
24,1,8:10.0,G. Harris misses 2-pt jump shot from 12 ft,,6,7
25,1,8:08.0,,Defensive rebound by Ö. Aşık,6,7
26,1,8:02.0,,Personal foul by G. Harris (drawn by T. Evans),6,7
27,1,7:55.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by Ö. Aşık),6,10
28,1,7:38.0,K. Faried misses 2-pt jump shot from 9 ft,,6,10
29,1,7:35.0,,Defensive rebound by Q. Pondexter,6,10
30,1,7:23.0,,Ö. Aşık misses 2-pt layup from 2 ft,6,10
31,1,7:22.0,,Offensive rebound by Ö. Aşık,6,10
32,1,7:19.0,,Ö. Aşık misses 2-pt layup from 2 ft (block by G. Harris),6,10
33,1,7:18.0,Defensive rebound by D. Gallinari,,6,10
34,1,7:12.0,T. Lawson makes 3-pt jump shot from 25 ft (assist by D. Gallinari),,9,10
35,1,6:48.0,,Shooting foul by J. Nurkić (drawn by T. Evans),9,10
36,1,6:48.0,,T. Evans makes free throw 1 of 2,9,11
37,1,6:48.0,,T. Evans misses free throw 2 of 2,9,11
38,1,6:47.0,Defensive rebound by K. Faried,,9,11
39,1,6:38.0,D. Gallinari misses 3-pt jump shot from 25 ft,,9,11
40,1,6:37.0,,Defensive rebound by T. Evans,9,11
41,1,6:26.0,,A. Davis makes 2-pt jump shot from 11 ft (assist by T. Evans),9,13
42,1,6:15.0,J. Nurkić makes 2-pt layup from 2 ft (assist by T. Lawson),,11,13
43,1,5:56.0,,Turnover by Ö. Aşık (traveling),11,13
44,1,5:56.0,,New Orleans full timeout,11,13
45,1,5:43.0,D. Gallinari makes 2-pt layup from 1 ft,,13,13
46,1,5:26.0,,E. Gordon misses 2-pt jump shot from 12 ft,13,13
47,1,5:26.0,,Offensive rebound by Ö. Aşık,13,13
48,1,5:26.0,Loose ball foul by D. Gallinari (drawn by Ö. Aşık),,13,13
49,1,5:15.0,,A. Davis makes 2-pt jump shot from 8 ft (assist by T. Evans),13,15
50,1,5:03.0,Turnover by T. Lawson (bad pass),,13,15
51,1,5:03.0,,D. Cunningham enters the game for Q. Pondexter,13,15
52,1,4:49.0,,T. Evans makes 2-pt layup from 2 ft (assist by D. Cunningham),13,17
53,1,4:30.0,J. Nurkić misses 2-pt layup from 1 ft,,13,17
54,1,4:28.0,,Defensive rebound by D. Cunningham,13,17
55,1,4:13.0,,T. Evans misses 2-pt jump shot from 3 ft,13,17
56,1,4:12.0,,Offensive rebound by Ö. Aşık,13,17
57,1,4:12.0,,Shooting foul by D. Gallinari (drawn by Ö. Aşık),13,17
58,1,4:12.0,,Ö. Aşık misses free throw 1 of 2,13,17
59,1,4:12.0,,Offensive rebound by Team,13,17
60,1,4:12.0,W. Barton enters the game for J. Nurkić,,13,17
61,1,4:12.0,J. Hickson enters the game for G. Harris,,13,17
62,1,4:12.0,J. Nelson enters the game for D. Gallinari,,13,17
63,1,4:12.0,,Ö. Aşık makes free throw 2 of 2,13,18
64,1,3:55.0,K. Faried misses 2-pt jump shot from 4 ft,,13,18
65,1,3:53.0,,Defensive rebound by E. Gordon,13,18
66,1,3:47.0,,Turnover by T. Evans (bad pass; steal by T. Lawson),13,18
67,1,3:43.0,W. Barton makes 2-pt dunk at rim (assist by T. Lawson),,15,18
68,1,3:27.0,,T. Evans makes 2-pt layup from 1 ft (assist by A. Davis),15,20
69,1,3:14.0,Turnover by J. Nelson (bad pass),,15,20
70,1,3:14.0,,A. Ajinça enters the game for Ö. Aşık,15,20
71,1,3:01.0,,T. Evans makes 2-pt layup from 1 ft (assist by A. Davis),15,22
72,1,2:53.0,T. Lawson misses 2-pt jump shot from 3 ft,,15,22
73,1,2:52.0,Offensive rebound by T. Lawson,,15,22
74,1,2:46.0,Turnover by K. Faried (lost ball; steal by A. Ajinça),,15,22
75,1,2:44.0,,Turnover by A. Ajinça (bad pass; steal by W. Barton),15,22
76,1,2:40.0,K. Faried makes 2-pt dunk at rim (assist by J. Hickson),,17,22
77,1,2:35.0,,New Orleans full timeout,17,22
78,1,2:35.0,Denver full timeout,,17,22
79,1,2:35.0,,N. Cole enters the game for T. Evans,17,22
80,1,2:22.0,,A. Davis makes 2-pt jump shot from 16 ft,17,24
81,1,2:07.0,J. Hickson misses 2-pt jump shot from 5 ft,,17,24
82,1,2:06.0,,Defensive rebound by A. Ajinça,17,24
83,1,2:05.0,,Turnover by A. Ajinça (bad pass; steal by T. Lawson),17,24
84,1,2:03.0,Shooting foul by A. Ajinça (drawn by K. Faried),,17,24
85,1,2:03.0,K. Faried makes free throw 1 of 2,,18,24
86,1,2:03.0,,E. Williams enters the game for E. Gordon,18,24
87,1,2:03.0,E. Green enters the game for T. Lawson,,18,24
88,1,2:03.0,K. Faried makes free throw 2 of 2,,19,24
89,1,1:46.0,,Offensive foul by A. Ajinça (drawn by J. Nelson),19,24
90,1,1:46.0,,Turnover by A. Ajinça (offensive foul),19,24
91,1,1:29.0,J. Nelson misses 3-pt jump shot from 24 ft,,19,24
92,1,1:27.0,Offensive rebound by Team,,19,24
93,1,1:27.0,,J. Withey enters the game for A. Ajinça,19,24
94,1,1:24.0,J. Hickson misses 2-pt jump shot from 15 ft,,19,24
95,1,1:22.0,,Defensive rebound by A. Davis,19,24
96,1,1:15.0,,N. Cole misses 2-pt jump shot from 4 ft,19,24
97,1,1:13.0,Defensive rebound by J. Hickson,,19,24
98,1,1:09.0,E. Green makes 2-pt jump shot from 21 ft (assist by W. Barton),,21,24
99,1,0:46.0,,D. Cunningham misses 2-pt jump shot from 5 ft,21,24
100,1,0:44.0,Defensive rebound by J. Hickson,,21,24
101,1,0:34.0,W. Barton misses 2-pt jump shot from 4 ft (block by A. Davis),,21,24
102,1,0:32.0,,Defensive rebound by N. Cole,21,24
103,1,0:28.0,,A. Davis makes 2-pt dunk at rim (assist by N. Cole),21,26
104,1,0:02.0,K. Faried misses 3-pt jump shot from 25 ft,,21,26
105,1,0:01.0,,Defensive rebound by E. Williams,21,26
106,2,11:41.0,J. Hickson makes 2-pt jump shot from 4 ft (assist by J. Nelson),,23,26
107,2,11:17.0,,N. Cole misses 3-pt jump shot from 25 ft,23,26
108,2,11:15.0,Defensive rebound by J. Hickson,,23,26
109,2,11:03.0,J. Nelson makes 3-pt jump shot from 23 ft (assist by E. Green),,26,26
110,2,10:40.0,,E. Williams misses 3-pt jump shot from 23 ft,26,26
111,2,10:39.0,Defensive rebound by E. Green,,26,26
112,2,10:25.0,Shooting foul by E. Williams (drawn by J. Hickson),,26,26
113,2,10:25.0,J. Hickson misses free throw 1 of 2,,26,26
114,2,10:25.0,Offensive rebound by Team,,26,26
115,2,10:25.0,,L. Babbitt enters the game for A. Davis,26,26
116,2,10:25.0,J. Hickson makes free throw 2 of 2,,27,26
117,2,10:09.0,,D. Cunningham makes 2-pt jump shot from 21 ft (assist by E. Williams),27,28
118,2,9:45.0,E. Green misses 3-pt jump shot from 26 ft,,27,28
119,2,9:43.0,,Defensive rebound by D. Cunningham,27,28
120,2,9:27.0,,E. Williams makes 2-pt jump shot from 17 ft,27,30
121,2,9:22.0,Shooting foul by D. Cunningham (drawn by J. Hickson),,27,30
122,2,9:22.0,J. Hickson misses free throw 1 of 2,,27,30
123,2,9:22.0,Offensive rebound by Team,,27,30
124,2,9:22.0,J. Hickson misses free throw 2 of 2,,27,30
125,2,9:21.0,,Defensive rebound by J. Withey,27,30
126,2,9:04.0,,N. Cole makes 2-pt jump shot from 17 ft (assist by D. Cunningham),27,32
127,2,8:46.0,J. Hickson misses 2-pt layup from 1 ft,,27,32
128,2,8:44.0,,Defensive rebound by D. Cunningham,27,32
129,2,8:32.0,,L. Babbitt misses 2-pt layup from 1 ft,27,32
130,2,8:31.0,Defensive rebound by W. Barton,,27,32
131,2,8:26.0,W. Barton makes 2-pt jump shot from 5 ft,,29,32
132,2,8:17.0,,Personal foul by W. Barton (drawn by J. Withey),29,32
133,2,8:17.0,Official timeout,,29,32
134,2,8:17.0,D. Gallinari enters the game for J. Hickson,,29,32
135,2,8:06.0,,N. Cole misses 2-pt jump shot from 4 ft,29,32
136,2,8:04.0,Defensive rebound by J. Lauvergne,,29,32
137,2,7:59.0,J. Nelson misses 2-pt jump shot from 20 ft,,29,32
138,2,7:57.0,,Defensive rebound by J. Withey,29,32
139,2,7:47.0,,D. Cunningham misses 2-pt jump shot from 16 ft,29,32
140,2,7:44.0,,Offensive rebound by J. Withey,29,32
141,2,7:31.0,,N. Cole makes 2-pt jump shot from 3 ft,29,34
142,2,7:17.0,Offensive foul by J. Lauvergne (drawn by J. Withey),,29,34
143,2,7:17.0,Turnover by J. Lauvergne (offensive foul),,29,34
144,2,7:02.0,,N. Cole misses 2-pt jump shot from 18 ft,29,34
145,2,7:01.0,Defensive rebound by W. Barton,,29,34
146,2,6:48.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by W. Barton),,32,34
147,2,6:21.0,,D. Cunningham makes 2-pt layup from 2 ft (assist by J. Withey),32,36
148,2,6:00.0,W. Barton makes 2-pt layup from 1 ft,,34,36
149,2,5:43.0,,J. Withey makes 2-pt layup from 1 ft (assist by L. Babbitt),34,38
150,2,5:28.0,J. Lauvergne makes 2-pt layup from 1 ft (assist by J. Nelson),,36,38
151,2,5:28.0,Shooting foul by J. Withey (drawn by J. Lauvergne),,36,38
152,2,5:28.0,,New Orleans full timeout,36,38
153,2,5:28.0,,T. Evans enters the game for N. Cole,36,38
154,2,5:28.0,,Q. Pondexter enters the game for E. Williams,36,38
155,2,5:28.0,,E. Gordon enters the game for J. Withey,36,38
156,2,5:28.0,,Ö. Aşık enters the game for L. Babbitt,36,38
157,2,5:28.0,G. Harris enters the game for E. Green,,36,38
158,2,5:28.0,J. Lauvergne makes free throw 1 of 1,,37,38
159,2,5:05.0,,Turnover by T. Evans (traveling),37,38
160,2,5:05.0,J. Nurkić enters the game for J. Lauvergne,,37,38
161,2,4:52.0,J. Nelson makes 2-pt layup from 1 ft,,39,38
162,2,4:37.0,,Offensive foul by D. Cunningham (drawn by J. Nelson),39,38
163,2,4:37.0,,Turnover by D. Cunningham (offensive foul),39,38
164,2,4:37.0,,A. Davis enters the game for D. Cunningham,39,38
165,2,4:19.0,D. Gallinari makes 2-pt jump shot from 21 ft,,41,38
166,2,4:00.0,,E. Gordon misses 3-pt jump shot from 25 ft,41,38
167,2,3:59.0,Defensive rebound by J. Nelson,,41,38
168,2,3:48.0,D. Gallinari misses 3-pt jump shot from 28 ft,,41,38
169,2,3:46.0,,Defensive rebound by Ö. Aşık,41,38
170,2,3:35.0,,Turnover by Ö. Aşık (bad pass; steal by G. Harris),41,38
171,2,3:34.0,Personal foul by E. Gordon (drawn by G. Harris),,41,38
172,2,3:34.0,K. Faried enters the game for G. Harris,,41,38
173,2,3:34.0,T. Lawson enters the game for W. Barton,,41,38
174,2,3:34.0,G. Harris enters the game for J. Nelson,,41,38
175,2,3:24.0,Turnover by D. Gallinari (lost ball),,41,38
176,2,3:14.0,,T. Evans makes 2-pt layup from 1 ft,41,40
177,2,3:06.0,D. Gallinari makes 2-pt layup from 1 ft,,43,40
178,2,3:06.0,Shooting foul by Q. Pondexter (drawn by D. Gallinari),,43,40
179,2,3:06.0,D. Gallinari makes free throw 1 of 1,,44,40
180,2,2:58.0,,Shooting foul by G. Harris (drawn by A. Davis),44,40
181,2,2:58.0,Denver full timeout,,44,40
182,2,2:58.0,,A. Davis makes free throw 1 of 2,44,41
183,2,2:58.0,,A. Davis misses free throw 2 of 2,44,41
184,2,2:56.0,Defensive rebound by J. Nurkić,,44,41
185,2,2:34.0,K. Faried misses 2-pt jump shot from 3 ft,,44,41
186,2,2:33.0,,Defensive rebound by Ö. Aşık,44,41
187,2,2:25.0,,Turnover by T. Evans (bad pass),44,41
188,2,2:12.0,D. Gallinari makes 2-pt jump shot from 14 ft,,46,41
189,2,1:54.0,,T. Evans makes 2-pt layup from 1 ft (assist by A. Davis),46,43
190,2,1:54.0,,Shooting foul by G. Harris (drawn by T. Evans),46,43
191,2,1:54.0,,T. Evans misses free throw 1 of 1,46,43
192,2,1:52.0,Defensive rebound by J. Nurkić,,46,43
193,2,1:40.0,J. Nurkić makes 2-pt layup from 2 ft (assist by T. Lawson),,48,43
194,2,1:18.0,,A. Davis misses 3-pt jump shot from 22 ft,48,43
195,2,1:16.0,,Offensive rebound by E. Gordon,48,43
196,2,1:13.0,,Ö. Aşık makes 2-pt layup from 2 ft (assist by A. Davis),48,45
197,2,1:13.0,,Shooting foul by J. Nurkić (drawn by Ö. Aşık),48,45
198,2,1:13.0,W. Barton enters the game for G. Harris,,48,45
199,2,1:13.0,,D. Cunningham enters the game for Q. Pondexter,48,45
200,2,1:13.0,,Ö. Aşık misses free throw 1 of 1,48,45
201,2,1:12.0,Defensive rebound by J. Nurkić,,48,45
202,2,0:59.0,T. Lawson makes 2-pt layup from 1 ft,,50,45
203,2,0:47.0,,T. Evans misses 2-pt layup from 2 ft,50,45
204,2,0:46.0,,Offensive rebound by Ö. Aşık,50,45
205,2,0:37.0,,E. Gordon misses 3-pt jump shot from 27 ft,50,45
206,2,0:35.0,Defensive rebound by K. Faried,,50,45
207,2,0:29.0,T. Lawson misses 3-pt jump shot from 24 ft (block by E. Gordon),,50,45
208,2,0:28.0,,Defensive rebound by T. Evans,50,45
209,2,0:03.0,,T. Evans makes 2-pt jump shot from 21 ft,50,47
210,2,0:00.0,T. Lawson misses 3-pt jump shot from 42 ft,,50,47
211,2,0:00.0,Offensive rebound by Team,,50,47
212,3,11:48.0,Personal foul by Q. Pondexter (drawn by D. Gallinari),,50,47
213,3,11:43.0,K. Faried misses 2-pt jump shot from 6 ft,,50,47
214,3,11:42.0,,Defensive rebound by Ö. Aşık,50,47
215,3,11:28.0,,Turnover by A. Davis (bad pass),50,47
