,QUARTER,TIME_REMAINING,PHOENIX_ACTION,INDIANA_ACTION,PHOENIX_SCORE,INDIANA_SCORE
386,4,6:45.0,,A. Price enters the game for R. Stuckey,91,68
387,4,6:25.0,,A. Price makes 2-pt jump shot from 16 ft,91,70
388,4,6:02.0,A. Len makes 2-pt layup from 1 ft,,93,70
389,4,5:46.0,,Shooting foul by I. Thomas (drawn by A. Price),93,70
390,4,5:46.0,,A. Price misses free throw 1 of 2,93,70
391,4,5:46.0,,Offensive rebound by Team,93,70
392,4,5:46.0,,A. Price makes free throw 2 of 2,93,71
393,4,5:26.0,I. Thomas makes 3-pt jump shot from 26 ft,,96,71
394,4,5:11.0,A. Goodwin enters the game for P. Tucker,,96,71
395,4,5:11.0,T. Warren enters the game for G. Green,,96,71
396,4,4:59.0,,S. Whittington makes 2-pt layup at rim (assist by S. Hill),96,73
397,4,4:41.0,A. Tolliver misses 3-pt jump shot from 26 ft,,96,73
398,4,4:40.0,Offensive rebound by A. Len,,96,73
399,4,4:36.0,I. Thomas misses 3-pt jump shot from 24 ft,,96,73
400,4,4:35.0,,Defensive rebound by L. Scola,96,73
401,4,4:30.0,,A. Price misses 3-pt jump shot from 27 ft,96,73
402,4,4:28.0,Defensive rebound by A. Len,,96,73
403,4,4:21.0,Personal foul by A. Price (drawn by I. Thomas),,96,73
404,4,4:21.0,I. Thomas makes free throw 1 of 2,,97,73
405,4,4:21.0,,D. Sloan enters the game for S. Hill,97,73
406,4,4:21.0,S. Randolph enters the game for A. Len,,97,73
407,4,4:21.0,I. Thomas makes free throw 2 of 2,,98,73
408,4,4:02.0,,D. Rudež misses 2-pt jump shot from 16 ft,98,73
409,4,4:00.0,Defensive rebound by A. Goodwin,,98,73
410,4,3:53.0,A. Goodwin misses 2-pt layup from 2 ft,,98,73
411,4,3:52.0,,Defensive rebound by Team,98,73
412,4,3:52.0,Loose ball foul by S. Randolph (drawn by S. Whittington),,98,73
413,4,3:52.0,,S. Whittington makes free throw 1 of 2,98,74
414,4,3:52.0,,S. Whittington misses free throw 2 of 2,98,74
415,4,3:51.0,,Offensive rebound by Team,98,74
416,4,3:43.0,,D. Sloan misses 3-pt jump shot from 26 ft,98,74
417,4,3:41.0,,Offensive rebound by S. Whittington,98,74
418,4,3:41.0,,S. Whittington makes 2-pt dunk at rim,98,76
419,4,3:24.0,Turnover by T. Warren (bad pass; steal by S. Whittington),,98,76
420,4,3:15.0,,A. Price makes 3-pt jump shot from 23 ft (assist by D. Rudež),98,79
421,4,3:13.0,Phoenix full timeout,,98,79
422,4,3:13.0,,L. Allen enters the game for L. Scola,98,79
423,4,2:57.0,A. Goodwin misses 2-pt jump shot from 10 ft,,98,79
424,4,2:56.0,,Defensive rebound by S. Whittington,98,79
425,4,2:35.0,,S. Whittington makes 2-pt jump shot from 3 ft,98,81
426,4,2:11.0,Turnover by I. Thomas (lost ball; steal by S. Whittington),,98,81
427,4,2:06.0,,D. Rudež makes 2-pt dunk at rim (assist by S. Whittington),98,83
428,4,1:47.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by I. Thomas),,101,83
429,4,1:34.0,,L. Allen misses 2-pt jump shot from 17 ft,101,83
430,4,1:33.0,Defensive rebound by I. Thomas,,101,83
431,4,1:14.0,S. Randolph makes 2-pt layup from 2 ft,,103,83
432,4,1:07.0,,L. Allen misses 2-pt layup from 2 ft,103,83
433,4,1:06.0,Defensive rebound by S. Randolph,,103,83
434,4,0:47.0,A. Goodwin misses 3-pt jump shot from 26 ft,,103,83
435,4,0:46.0,Offensive rebound by T. Warren,,103,83
436,4,0:30.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by I. Thomas),,106,83
437,4,0:22.0,,D. Sloan misses 2-pt jump shot from 10 ft,106,83
438,4,0:21.0,Defensive rebound by A. Goodwin,,106,83
