,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CLEVELAND_ACTION,PORTLAND_SCORE,CLEVELAND_SCORE
0,1,11:47.0,,K. Love misses 3-pt jump shot from 24 ft,0,0
1,1,11:46.0,Defensive rebound by C. Kaman,,0,0
2,1,11:32.0,N. Batum makes 2-pt jump shot from 15 ft (assist by C. Kaman),,2,0
3,1,11:13.0,,K. Love makes 2-pt jump shot from 16 ft (assist by K. Irving),2,2
4,1,10:52.0,Turnover by L. Aldridge (lost ball; steal by K. Irving),,2,2
5,1,10:32.0,,J. Smith makes 3-pt jump shot from 28 ft (assist by K. Irving),2,5
6,1,10:12.0,D. Lillard misses 2-pt jump shot from 16 ft,,2,5
7,1,10:10.0,,Defensive rebound by K. Love,2,5
8,1,10:01.0,,T. Mozgov makes 2-pt hook shot from 8 ft (assist by K. Irving),2,7
9,1,9:49.0,L. Aldridge misses 2-pt jump shot from 18 ft,,2,7
10,1,9:48.0,,Defensive rebound by T. Mozgov,2,7
11,1,9:39.0,,K. Irving misses 2-pt layup at rim,2,7
12,1,9:36.0,Defensive rebound by L. Aldridge,,2,7
13,1,9:30.0,D. Lillard makes 3-pt jump shot from 24 ft (assist by N. Batum),,5,7
14,1,9:18.0,,K. Irving misses 3-pt jump shot from 26 ft,5,7
15,1,9:17.0,Defensive rebound by C. Kaman,,5,7
16,1,9:03.0,L. Aldridge misses 2-pt layup from 2 ft,,5,7
17,1,9:01.0,,Defensive rebound by T. Mozgov,5,7
18,1,8:43.0,,Turnover by K. Irving (lost ball; steal by N. Batum),5,7
19,1,8:38.0,C. Kaman makes 2-pt dunk at rim (assist by N. Batum),,7,7
20,1,8:22.0,,K. Irving misses 2-pt jump shot from 14 ft (block by D. Lillard),7,7
21,1,8:20.0,Defensive rebound by C. Kaman,,7,7
22,1,8:17.0,Offensive foul by L. Aldridge (drawn by K. Love),,7,7
23,1,8:17.0,Turnover by L. Aldridge (offensive foul),,7,7
24,1,7:58.0,,K. Irving misses 2-pt jump shot from 15 ft,7,7
25,1,7:56.0,Defensive rebound by C. Kaman,,7,7
26,1,7:46.0,N. Batum misses 3-pt jump shot from 25 ft,,7,7
27,1,7:45.0,,Defensive rebound by K. Love,7,7
28,1,7:27.0,,T. Mozgov misses 2-pt jump shot from 5 ft,7,7
29,1,7:26.0,,Offensive rebound by K. Love,7,7
30,1,7:26.0,,Shooting foul by W. Matthews (drawn by K. Love),7,7
31,1,7:26.0,,K. Love makes free throw 1 of 2,7,8
32,1,7:26.0,,K. Love makes free throw 2 of 2,7,9
33,1,7:10.0,C. Kaman misses 2-pt layup from 1 ft,,7,9
34,1,7:07.0,,Defensive rebound by T. Mozgov,7,9
35,1,6:54.0,,K. Love makes 3-pt jump shot from 26 ft (assist by K. Irving),7,12
36,1,6:37.0,C. Kaman makes 2-pt jump shot from 14 ft (assist by N. Batum),,9,12
37,1,6:21.0,,Def 3 sec tech foul by C. Kaman,9,12
38,1,6:21.0,,K. Irving makes technical free throw,9,13
39,1,6:11.0,,K. Irving misses 2-pt jump shot from 13 ft,9,13
40,1,6:08.0,,Offensive rebound by T. Mozgov,9,13
41,1,6:08.0,,T. Mozgov misses 2-pt tip-in from 1 ft,9,13
42,1,6:05.0,Defensive rebound by C. Kaman,,9,13
43,1,6:02.0,Turnover by D. Lillard (lost ball; steal by J. Smith),,9,13
44,1,5:54.0,,K. Love makes 3-pt jump shot from 26 ft (assist by J. Smith),9,16
45,1,5:54.0,Portland full timeout,,9,16
46,1,5:54.0,C. McCollum enters the game for C. Kaman,,9,16
47,1,5:54.0,M. Leonard enters the game for W. Matthews,,9,16
48,1,5:54.0,,M. Dellavedova enters the game for S. Marion,9,16
49,1,5:54.0,,I. Shumpert enters the game for K. Irving,9,16
50,1,5:40.0,M. Leonard makes 2-pt jump shot from 14 ft (assist by D. Lillard),,11,16
51,1,5:24.0,,K. Love misses 2-pt jump shot from 21 ft,11,16
52,1,5:23.0,Defensive rebound by N. Batum,,11,16
53,1,5:18.0,Shooting foul by M. Dellavedova (drawn by D. Lillard),,11,16
54,1,5:18.0,D. Lillard makes free throw 1 of 2,,12,16
55,1,5:18.0,,T. Thompson enters the game for T. Mozgov,12,16
56,1,5:18.0,D. Lillard makes free throw 2 of 2,,13,16
57,1,5:01.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,13,16
58,1,5:00.0,Defensive rebound by Team,,13,16
59,1,4:46.0,D. Lillard misses 2-pt layup from 1 ft,,13,16
60,1,4:44.0,,Defensive rebound by K. Love,13,16
61,1,4:30.0,,J. Smith misses 3-pt jump shot from 25 ft,13,16
62,1,4:29.0,,Offensive rebound by Team,13,16
63,1,4:22.0,,T. Thompson misses 2-pt jump shot from 3 ft,13,16
64,1,4:20.0,,Offensive rebound by T. Thompson,13,16
65,1,4:20.0,,T. Thompson makes 2-pt tip-in at rim,13,18
66,1,4:01.0,L. Aldridge makes 2-pt hook shot from 5 ft,,15,18
67,1,3:42.0,,T. Thompson makes 2-pt layup from 2 ft (assist by J. Smith),15,20
68,1,3:23.0,L. Aldridge makes 2-pt jump shot from 14 ft,,17,20
69,1,2:58.0,,T. Thompson misses 2-pt layup from 2 ft (block by L. Aldridge),17,20
70,1,2:58.0,Defensive rebound by Team,,17,20
71,1,2:58.0,,Cleveland full timeout,17,20
72,1,2:58.0,S. Blake enters the game for N. Batum,,17,20
73,1,2:58.0,W. Matthews enters the game for D. Lillard,,17,20
74,1,2:58.0,,K. Irving enters the game for K. Love,17,20
75,1,2:58.0,,T. Mozgov enters the game for J. Smith,17,20
76,1,2:32.0,C. McCollum misses 2-pt jump shot from 17 ft,,17,20
77,1,2:31.0,,Defensive rebound by T. Thompson,17,20
78,1,2:22.0,,I. Shumpert misses 3-pt jump shot from 25 ft,17,20
79,1,2:21.0,,Offensive rebound by T. Mozgov,17,20
80,1,2:02.0,,K. Irving misses 2-pt jump shot from 18 ft,17,20
81,1,2:01.0,Defensive rebound by L. Aldridge,,17,20
82,1,1:51.0,M. Leonard misses 3-pt jump shot from 24 ft,,17,20
83,1,1:50.0,,Defensive rebound by M. Dellavedova,17,20
84,1,1:43.0,,K. Irving misses 2-pt jump shot from 7 ft,17,20
85,1,1:42.0,,Offensive rebound by Team,17,20
86,1,1:39.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),17,23
87,1,1:29.0,M. Leonard misses 3-pt jump shot from 25 ft,,17,23
88,1,1:28.0,,Defensive rebound by T. Thompson,17,23
89,1,1:22.0,,Shooting foul by S. Blake (drawn by K. Irving),17,23
90,1,1:22.0,,K. Irving makes 2-pt layup from 1 ft,17,25
91,1,1:22.0,,K. Irving makes free throw 1 of 1,17,26
92,1,1:05.0,Shooting foul by T. Thompson (drawn by L. Aldridge),,17,26
93,1,1:05.0,L. Aldridge makes free throw 1 of 2,,18,26
94,1,1:05.0,L. Aldridge makes free throw 2 of 2,,19,26
95,1,0:44.0,,K. Irving makes 3-pt jump shot from 22 ft (assist by M. Dellavedova),19,29
96,1,0:32.0,S. Blake misses 3-pt jump shot from 24 ft,,19,29
97,1,0:31.0,,Defensive rebound by K. Irving,19,29
98,1,0:12.0,,Shooting foul by M. Leonard (drawn by K. Irving),19,29
99,1,0:12.0,,K. Irving makes free throw 1 of 2,19,30
100,1,0:12.0,,K. Irving makes free throw 2 of 2,19,31
