,QUARTER,TIME_REMAINING,CHICAGO_ACTION,CHARLOTTE_ACTION,CHICAGO_SCORE,CHARLOTTE_SCORE
0,1,11:45.0,,L. Stephenson makes 2-pt jump shot from 16 ft (assist by A. Jefferson),0,2
1,1,11:21.0,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by J. Butler),,3,2
2,1,11:09.0,,C. Zeller misses 2-pt layup from 1 ft,3,2
3,1,11:08.0,,Offensive rebound by C. Zeller,3,2
4,1,11:08.0,,C. Zeller makes 2-pt layup from 1 ft,3,4
5,1,10:53.0,P. Gasol makes 2-pt layup from 1 ft (assist by J. Butler),,5,4
6,1,10:35.0,,Turnover by G. Henderson (bad pass; steal by J. Butler),5,4
7,1,10:23.0,J. Noah makes 2-pt jump shot from 19 ft,,7,4
8,1,10:08.0,,A. Jefferson makes 2-pt hook shot from 9 ft,7,6
9,1,9:57.0,D. Rose misses 3-pt jump shot from 26 ft,,7,6
10,1,9:56.0,Offensive rebound by J. Noah,,7,6
11,1,9:46.0,P. Gasol makes 2-pt layup from 1 ft (assist by J. Noah),,9,6
12,1,9:33.0,,G. Henderson makes 2-pt dunk at rim (assist by C. Zeller),9,8
13,1,9:17.0,Shooting foul by K. Walker (drawn by J. Noah),,9,8
14,1,9:17.0,Chicago full timeout,,9,8
15,1,9:17.0,J. Noah makes free throw 1 of 2,,10,8
16,1,9:17.0,J. Noah misses free throw 2 of 2,,10,8
17,1,9:16.0,,Defensive rebound by G. Henderson,10,8
18,1,9:03.0,,L. Stephenson makes 2-pt jump shot from 19 ft (assist by C. Zeller),10,10
19,1,8:53.0,Personal foul by C. Zeller (drawn by P. Gasol),,10,10
20,1,8:47.0,P. Gasol misses 2-pt jump shot from 19 ft,,10,10
21,1,8:45.0,,Defensive rebound by A. Jefferson,10,10
22,1,8:34.0,,C. Zeller misses 2-pt jump shot from 10 ft,10,10
23,1,8:33.0,Defensive rebound by J. Noah,,10,10
24,1,8:16.0,D. Rose misses 2-pt layup from 2 ft (block by K. Walker),,10,10
25,1,8:13.0,,Defensive rebound by G. Henderson,10,10
26,1,8:13.0,,Shooting foul by M. Dunleavy (drawn by G. Henderson),10,10
27,1,8:13.0,,G. Henderson makes free throw 1 of 2,10,11
28,1,8:13.0,,G. Henderson makes free throw 2 of 2,10,12
29,1,8:01.0,Personal foul by C. Zeller (drawn by P. Gasol),,10,12
30,1,8:01.0,,M. Williams enters the game for C. Zeller,10,12
31,1,7:51.0,P. Gasol makes 2-pt layup from 1 ft (assist by J. Noah),,12,12
32,1,7:37.0,,A. Jefferson misses 2-pt hook shot from 5 ft,12,12
33,1,7:36.0,Defensive rebound by J. Noah,,12,12
34,1,7:33.0,Turnover by J. Noah (traveling),,12,12
35,1,7:19.0,,Turnover by L. Stephenson (bad pass; steal by J. Butler),12,12
36,1,7:07.0,Turnover by Team (back court),,12,12
37,1,6:56.0,,A. Jefferson misses 2-pt jump shot from 6 ft,12,12
38,1,6:54.0,Defensive rebound by J. Noah,,12,12
39,1,6:44.0,J. Noah misses 2-pt layup from 2 ft,,12,12
40,1,6:43.0,,Defensive rebound by K. Walker,12,12
41,1,6:34.0,,K. Walker makes 2-pt layup at rim,12,14
42,1,6:24.0,P. Gasol misses 2-pt jump shot from 20 ft,,12,14
43,1,6:23.0,,Defensive rebound by L. Stephenson,12,14
44,1,6:12.0,,L. Stephenson makes 2-pt layup at rim,12,16
45,1,5:53.0,M. Dunleavy makes 3-pt jump shot from 26 ft (assist by D. Rose),,15,16
46,1,5:32.0,,G. Henderson makes 2-pt jump shot from 11 ft,15,18
47,1,5:17.0,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by J. Noah),,18,18
48,1,5:00.0,,K. Walker misses 2-pt jump shot from 16 ft,18,18
49,1,4:59.0,Defensive rebound by P. Gasol,,18,18
50,1,4:47.0,D. Rose makes 3-pt jump shot from 26 ft (assist by J. Noah),,21,18
51,1,4:30.0,,M. Williams makes 2-pt jump shot from 20 ft (assist by K. Walker),21,20
52,1,4:08.0,P. Gasol misses 2-pt jump shot from 12 ft,,21,20
