,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MINNESOTA_ACTION,SAN ANTONIO_SCORE,MINNESOTA_SCORE
0,1,11:42.0,B. Diaw makes 2-pt jump shot from 10 ft (assist by T. Duncan),,2,0
1,1,11:27.0,,S. Muhammad misses 2-pt jump shot from 13 ft,2,0
2,1,11:26.0,,Offensive rebound by G. Dieng,2,0
3,1,11:16.0,,S. Muhammad misses 2-pt jump shot from 20 ft,2,0
4,1,11:15.0,Defensive rebound by T. Duncan,,2,0
5,1,11:08.0,Turnover by T. Duncan (bad pass),,2,0
6,1,10:55.0,,M. Williams makes 2-pt jump shot from 18 ft,2,2
7,1,10:43.0,Personal foul by M. Williams (drawn by T. Parker),,2,2
8,1,10:41.0,Turnover by K. Leonard (bad pass; steal by C. Brewer),,2,2
9,1,10:38.0,,C. Brewer makes 2-pt dunk at rim,2,4
10,1,10:23.0,T. Parker misses 2-pt jump shot from 13 ft,,2,4
11,1,10:22.0,,Defensive rebound by S. Muhammad,2,4
12,1,10:16.0,,M. Williams makes 2-pt jump shot from 23 ft,2,6
13,1,10:02.0,B. Diaw makes 2-pt jump shot from 5 ft,,4,6
14,1,9:49.0,,C. Brewer misses 2-pt jump shot from 3 ft (block by D. Green),4,6
15,1,9:48.0,Defensive rebound by T. Duncan,,4,6
16,1,9:41.0,T. Parker makes 2-pt layup from 1 ft,,6,6
17,1,9:26.0,,Turnover by M. Williams (bad pass; steal by K. Leonard),6,6
18,1,9:19.0,K. Leonard makes 2-pt jump shot from 21 ft,,8,6
19,1,9:03.0,,M. Williams misses 2-pt jump shot from 11 ft,8,6
20,1,9:02.0,Defensive rebound by B. Diaw,,8,6
21,1,8:48.0,T. Parker misses 2-pt layup at rim,,8,6
22,1,8:47.0,,Defensive rebound by G. Dieng,8,6
23,1,8:29.0,,A. Wiggins misses 3-pt jump shot from 24 ft,8,6
24,1,8:28.0,Defensive rebound by B. Diaw,,8,6
25,1,8:21.0,T. Parker makes 2-pt layup from 1 ft,,10,6
26,1,7:55.0,,G. Dieng makes 2-pt jump shot from 10 ft (assist by C. Brewer),10,8
27,1,7:41.0,T. Parker makes 2-pt jump shot from 7 ft,,12,8
28,1,7:40.0,,Minnesota full timeout,12,8
29,1,7:31.0,,C. Brewer makes 2-pt jump shot from 15 ft,12,10
30,1,7:10.0,K. Leonard misses 3-pt jump shot from 24 ft,,12,10
31,1,7:08.0,,Defensive rebound by Team,12,10
32,1,6:57.0,,C. Brewer misses 2-pt jump shot from 9 ft,12,10
33,1,6:56.0,Defensive rebound by B. Diaw,,12,10
34,1,6:51.0,T. Parker makes 2-pt layup from 2 ft (assist by B. Diaw),,14,10
35,1,6:27.0,,Shooting foul by K. Leonard (drawn by A. Wiggins),14,10
36,1,6:27.0,,A. Wiggins misses free throw 1 of 2,14,10
37,1,6:27.0,,Offensive rebound by Team,14,10
38,1,6:27.0,,A. Bennett enters the game for S. Muhammad,14,10
39,1,6:27.0,,A. Wiggins makes free throw 2 of 2,14,11
40,1,6:13.0,M. Ginóbili enters the game for D. Green,,14,11
41,1,6:07.0,K. Leonard misses 2-pt jump shot from 11 ft,,14,11
42,1,6:06.0,,Defensive rebound by M. Williams,14,11
43,1,6:02.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by M. Williams),14,13
44,1,5:41.0,B. Diaw makes 3-pt jump shot from 24 ft (assist by T. Parker),,17,13
45,1,5:25.0,,Turnover by A. Bennett (traveling),17,13
46,1,5:25.0,A. Baynes enters the game for T. Duncan,,17,13
47,1,5:16.0,T. Parker misses 2-pt layup at rim,,17,13
48,1,5:15.0,Offensive rebound by A. Baynes,,17,13
49,1,5:13.0,A. Baynes misses 2-pt layup from 2 ft (block by G. Dieng),,17,13
50,1,5:13.0,Offensive rebound by A. Baynes,,17,13
51,1,5:06.0,T. Parker makes 3-pt jump shot from 25 ft (assist by A. Baynes),,20,13
52,1,4:48.0,,A. Wiggins misses 2-pt jump shot from 15 ft,20,13
53,1,4:47.0,,Offensive rebound by G. Dieng,20,13
54,1,4:43.0,,G. Dieng misses 2-pt jump shot from 7 ft,20,13
55,1,4:42.0,Defensive rebound by A. Baynes,,20,13
56,1,4:35.0,Turnover by T. Parker (bad pass),,20,13
57,1,4:35.0,M. Belinelli enters the game for K. Leonard,,20,13
58,1,4:25.0,,M. Williams makes 3-pt jump shot from 24 ft,20,16
59,1,4:09.0,,Offensive charge foul by B. Diaw (drawn by G. Dieng),20,16
60,1,4:09.0,Turnover by B. Diaw (offensive foul),,20,16
61,1,3:59.0,,Turnover by A. Bennett (lost ball; steal by T. Parker),20,16
