,QUARTER,TIME_REMAINING,TORONTO_ACTION,CHARLOTTE_ACTION,TORONTO_SCORE,CHARLOTTE_SCORE
35,1,7:09.0,T. Ross misses 2-pt layup at rim (block by M. Williams),,8,7
36,1,7:09.0,,Defensive rebound by Team,8,7
37,1,6:51.0,,Shooting foul by P. Patterson (drawn by G. Henderson),8,7
38,1,6:51.0,,G. Henderson misses free throw 1 of 2,8,7
39,1,6:51.0,,Offensive rebound by Team,8,7
40,1,6:51.0,,G. Henderson makes free throw 2 of 2,8,8
41,1,6:40.0,D. DeRozan makes 2-pt jump shot from 14 ft,,10,8
42,1,6:27.0,,K. Walker misses 3-pt jump shot from 25 ft,10,8
43,1,6:23.0,,Offensive rebound by B. Biyombo,10,8
44,1,6:07.0,,M. Williams misses 2-pt jump shot from 18 ft,10,8
45,1,6:05.0,Defensive rebound by G. Vásquez,,10,8
46,1,5:47.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,13,8
47,1,5:26.0,,G. Henderson makes 2-pt layup from 1 ft,13,10
48,1,5:08.0,Turnover by T. Ross (bad pass; steal by M. Williams),,13,10
49,1,4:44.0,,J. Taylor makes 3-pt jump shot from 22 ft (assist by M. Williams),13,13
50,1,4:31.0,Shooting foul by J. Taylor (drawn by T. Hansbrough),,13,13
51,1,4:31.0,,Charlotte full timeout,13,13
52,1,4:31.0,,M. Williams enters the game for M. Williams,13,13
53,1,4:31.0,,N. Vonleh enters the game for G. Henderson,13,13
54,1,4:31.0,L. Williams enters the game for G. Vásquez,,13,13
55,1,4:31.0,T. Hansbrough makes free throw 1 of 2,,14,13
56,1,4:31.0,T. Hansbrough makes free throw 2 of 2,,15,13
57,1,4:04.0,,N. Vonleh misses 2-pt jump shot from 21 ft,15,13
58,1,4:02.0,,Offensive rebound by B. Biyombo,15,13
59,1,3:56.0,,K. Walker misses 2-pt jump shot from 18 ft,15,13
60,1,3:53.0,,Offensive rebound by N. Vonleh,15,13
61,1,3:53.0,,N. Vonleh misses 2-pt tip-in at rim,15,13
62,1,3:53.0,Defensive rebound by Team,,15,13
63,1,3:34.0,L. Williams misses 3-pt jump shot from 25 ft,,15,13
64,1,3:33.0,,Defensive rebound by J. Taylor,15,13
65,1,3:26.0,,Turnover by M. Williams (bad pass; steal by L. Williams),15,13
66,1,3:24.0,Turnover by D. DeRozan (lost ball),,15,13
67,1,3:11.0,,M. Williams misses 2-pt layup from 1 ft,15,13
68,1,3:10.0,Defensive rebound by P. Patterson,,15,13
69,1,3:00.0,T. Ross misses 3-pt jump shot from 24 ft,,15,13
70,1,2:58.0,,Defensive rebound by N. Vonleh,15,13
71,1,2:37.0,,M. Williams misses 2-pt jump shot from 4 ft,15,13
72,1,2:35.0,Defensive rebound by P. Patterson,,15,13
73,1,2:20.0,L. Williams misses 2-pt jump shot from 3 ft,,15,13
74,1,2:19.0,Offensive rebound by T. Hansbrough,,15,13
75,1,2:19.0,T. Hansbrough misses 2-pt layup at rim (block by N. Vonleh),,15,13
76,1,2:17.0,Offensive rebound by T. Hansbrough,,15,13
77,1,2:17.0,T. Hansbrough misses 2-pt layup at rim,,15,13
78,1,2:15.0,Offensive rebound by T. Hansbrough,,15,13
79,1,2:15.0,T. Hansbrough misses 2-pt layup at rim,,15,13
80,1,2:12.0,,Defensive rebound by Team,15,13
81,1,2:12.0,Toronto full timeout,,15,13
82,1,2:12.0,J. Johnson enters the game for T. Ross,,15,13
83,1,2:12.0,J. Valančiūnas enters the game for T. Hansbrough,,15,13
84,1,2:12.0,,B. Roberts enters the game for K. Walker,15,13
85,1,2:02.0,,J. Taylor makes 2-pt layup at rim (assist by M. Williams),15,15
86,1,1:41.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by L. Williams),,18,15
87,1,1:27.0,,J. Taylor misses 2-pt jump shot from 15 ft,18,15
88,1,1:26.0,Defensive rebound by L. Williams,,18,15
89,1,1:13.0,J. Johnson misses 2-pt layup from 2 ft,,18,15
90,1,1:12.0,,Defensive rebound by J. Taylor,18,15
91,1,0:54.0,,B. Roberts misses 2-pt jump shot from 18 ft,18,15
92,1,0:53.0,Defensive rebound by L. Williams,,18,15
93,1,0:38.0,P. Patterson misses 3-pt jump shot from 25 ft,,18,15
94,1,0:35.0,,Defensive rebound by Team,18,15
95,1,0:35.0,Loose ball foul by J. Valančiūnas (drawn by J. Taylor),,18,15
96,1,0:35.0,C. Hayes enters the game for J. Valančiūnas,,18,15
97,1,0:17.0,,M. Williams misses 2-pt jump shot from 13 ft,18,15
98,1,0:16.0,Defensive rebound by P. Patterson,,18,15
99,1,0:01.0,Shooting foul by J. Taylor (drawn by D. DeRozan),,18,15
100,1,0:01.0,D. DeRozan makes free throw 1 of 2,,19,15
101,1,0:01.0,D. DeRozan makes free throw 2 of 2,,20,15
102,2,11:48.0,Turnover by L. Williams (bad pass; steal by M. Williams),,20,15
103,2,11:28.0,,G. Henderson makes 2-pt jump shot from 10 ft,20,17
104,2,11:10.0,L. Williams makes 2-pt jump shot from 11 ft (assist by G. Vásquez),,22,17
105,2,10:50.0,,G. Henderson misses 2-pt layup from 1 ft,22,17
106,2,10:49.0,Defensive rebound by J. Johnson,,22,17
107,2,10:44.0,J. Johnson misses 2-pt layup from 1 ft,,22,17
108,2,10:41.0,,Defensive rebound by M. Williams,22,17
109,2,10:27.0,,M. Williams misses 2-pt jump shot from 9 ft,22,17
110,2,10:25.0,,Offensive rebound by J. Maxiell,22,17
111,2,10:25.0,,J. Maxiell makes 2-pt tip-in from 1 ft,22,19
112,2,10:08.0,Shooting foul by G. Henderson (drawn by L. Williams),,22,19
113,2,10:08.0,L. Williams makes free throw 1 of 3,,23,19
114,2,10:08.0,L. Williams makes free throw 2 of 3,,24,19
115,2,10:08.0,L. Williams misses free throw 3 of 3,,24,19
116,2,10:07.0,,Defensive rebound by M. Williams,24,19
117,2,9:42.0,,M. Williams misses 3-pt jump shot from 22 ft,24,19
118,2,9:41.0,Defensive rebound by C. Hayes,,24,19
119,2,9:29.0,G. Vásquez misses 3-pt jump shot from 24 ft,,24,19
120,2,9:28.0,Offensive rebound by J. Johnson,,24,19
121,2,9:28.0,J. Johnson makes 2-pt tip-in from 1 ft,,26,19
122,2,9:20.0,,Charlotte full timeout,26,19
123,2,9:20.0,,K. Walker enters the game for M. Williams,26,19
124,2,9:20.0,,P. Hairston enters the game for B. Roberts,26,19
125,2,9:20.0,T. Hansbrough enters the game for P. Patterson,,26,19
126,2,9:12.0,,G. Henderson misses 2-pt jump shot from 17 ft,26,19
127,2,9:11.0,,Offensive rebound by Team,26,19
128,2,9:02.0,,J. Maxiell misses 2-pt jump shot from 14 ft,26,19
129,2,9:00.0,Defensive rebound by J. Johnson,,26,19
130,2,8:46.0,L. Williams makes 3-pt jump shot from 22 ft (assist by J. Johnson),,29,19
131,2,8:30.0,,K. Walker makes 2-pt jump shot from 18 ft (assist by G. Henderson),29,21
132,2,8:09.0,Shooting foul by P. Hairston (drawn by J. Johnson),,29,21
133,2,8:09.0,J. Johnson makes free throw 1 of 2,,30,21
134,2,8:09.0,J. Johnson misses free throw 2 of 2,,30,21
135,2,8:08.0,,Defensive rebound by M. Williams,30,21
136,2,7:58.0,,K. Walker makes 2-pt jump shot from 15 ft (assist by M. Williams),30,23
137,2,7:41.0,L. Williams misses 2-pt jump shot from 15 ft,,30,23
138,2,7:40.0,,Defensive rebound by M. Williams,30,23
139,2,7:33.0,,P. Hairston makes 2-pt jump shot from 10 ft (assist by K. Walker),30,25
140,2,7:06.0,J. Johnson makes 2-pt jump shot from 5 ft,,32,25
141,2,6:46.0,,G. Henderson misses 2-pt layup from 1 ft,32,25
142,2,6:44.0,Defensive rebound by T. Hansbrough,,32,25
143,2,6:37.0,D. DeRozan enters the game for L. Williams,,32,25
144,2,6:31.0,G. Vásquez makes 2-pt jump shot from 18 ft (assist by C. Hayes),,34,25
145,2,6:14.0,,K. Walker misses 2-pt jump shot from 17 ft,34,25
146,2,6:13.0,Defensive rebound by J. Johnson,,34,25
147,2,6:02.0,G. Vásquez makes 2-pt layup at rim (assist by D. DeRozan),,36,25
148,2,6:02.0,,Charlotte full timeout,36,25
149,2,6:02.0,,B. Biyombo enters the game for J. Maxiell,36,25
150,2,5:49.0,,Shooting foul by C. Hayes (drawn by B. Biyombo),36,25
151,2,5:49.0,,B. Biyombo makes free throw 1 of 2,36,26
152,2,5:49.0,,B. Biyombo makes free throw 2 of 2,36,27
153,2,5:35.0,T. Hansbrough misses 2-pt jump shot from 5 ft,,36,27
154,2,5:35.0,Offensive rebound by Team,,36,27
155,2,5:28.0,T. Hansbrough misses 2-pt layup from 2 ft,,36,27
156,2,5:27.0,,Defensive rebound by B. Biyombo,36,27
157,2,5:16.0,,Personal foul by C. Hayes (drawn by G. Henderson),36,27
158,2,5:09.0,,Personal foul by J. Johnson (drawn by G. Henderson),36,27
159,2,4:57.0,,P. Hairston misses 3-pt jump shot from 25 ft,36,27
160,2,4:55.0,Defensive rebound by T. Hansbrough,,36,27
161,2,4:40.0,T. Hansbrough makes 2-pt dunk at rim (assist by C. Hayes),,38,27
162,2,4:29.0,Offensive charge foul by M. Williams (drawn by T. Hansbrough),,38,27
163,2,4:29.0,,Turnover by M. Williams (offensive foul),38,27
164,2,4:29.0,T. Ross enters the game for J. Johnson,,38,27
165,2,4:06.0,G. Vásquez makes 3-pt jump shot from 23 ft (assist by T. Ross),,41,27
166,2,3:48.0,,K. Walker makes 2-pt jump shot from 19 ft (assist by G. Henderson),41,29
167,2,3:27.0,D. DeRozan misses 3-pt jump shot from 24 ft,,41,29
168,2,3:26.0,,Defensive rebound by P. Hairston,41,29
169,2,3:19.0,,Turnover by K. Walker (lost ball),41,29
170,2,3:19.0,Toronto full timeout,,41,29
171,2,3:19.0,L. Williams enters the game for G. Vásquez,,41,29
172,2,3:19.0,P. Patterson enters the game for C. Hayes,,41,29
173,2,3:19.0,,N. Vonleh enters the game for M. Williams,41,29
174,2,3:19.0,,M. Williams enters the game for P. Hairston,41,29
175,2,3:04.0,D. DeRozan misses 2-pt layup from 2 ft (block by B. Biyombo),,41,29
176,2,3:02.0,,Defensive rebound by B. Biyombo,41,29
177,2,2:38.0,,K. Walker misses 3-pt jump shot from 31 ft,41,29
178,2,2:36.0,,Offensive rebound by K. Walker,41,29
179,2,2:33.0,,N. Vonleh misses 2-pt layup from 1 ft (block by T. Hansbrough),41,29
180,2,2:31.0,Defensive rebound by P. Patterson,,41,29
181,2,2:17.0,T. Ross makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,44,29
182,2,2:02.0,,M. Williams misses 2-pt jump shot from 17 ft,44,29
183,2,2:00.0,,Offensive rebound by N. Vonleh,44,29
184,2,1:36.0,,K. Walker makes 2-pt layup from 1 ft,44,31
185,2,1:10.0,L. Williams makes 3-pt jump shot from 25 ft (assist by T. Ross),,47,31
186,2,0:45.0,,G. Henderson misses 2-pt jump shot from 17 ft (block by D. DeRozan),47,31
187,2,0:44.0,Defensive rebound by T. Hansbrough,,47,31
188,2,0:44.0,Personal foul by N. Vonleh (drawn by T. Hansbrough),,47,31
189,2,0:39.0,L. Williams misses 3-pt jump shot from 27 ft,,47,31
190,2,0:32.0,,Defensive rebound by B. Biyombo,47,31
191,2,0:15.0,,N. Vonleh misses 2-pt layup from 2 ft,47,31
192,2,0:14.0,Defensive rebound by T. Hansbrough,,47,31
193,2,0:00.0,D. DeRozan misses 2-pt layup from 2 ft,,47,31
194,2,0:00.0,Offensive rebound by Team,,47,31
195,3,11:38.0,D. DeRozan makes 2-pt jump shot from 16 ft,,49,31
196,3,11:11.0,,B. Biyombo misses 2-pt layup from 2 ft,49,31
197,3,11:10.0,Defensive rebound by T. Hansbrough,,49,31
198,3,10:58.0,G. Vásquez misses 2-pt jump shot from 14 ft,,49,31
199,3,10:57.0,,Defensive rebound by M. Williams,49,31
200,3,10:45.0,,G. Henderson makes 2-pt jump shot from 17 ft,49,33
201,3,10:45.0,,Shooting foul by T. Ross (drawn by G. Henderson),49,33
202,3,10:45.0,,G. Henderson misses free throw 1 of 1,49,33
203,3,10:44.0,Defensive rebound by J. Valančiūnas,,49,33
204,3,10:20.0,G. Vásquez misses 2-pt jump shot from 19 ft,,49,33
205,3,10:19.0,,Defensive rebound by M. Williams,49,33
206,3,10:10.0,,K. Walker misses 2-pt jump shot from 17 ft,49,33
207,3,10:08.0,Defensive rebound by D. DeRozan,,49,33
208,3,10:00.0,Shooting foul by J. Taylor (drawn by D. DeRozan),,49,33
209,3,10:00.0,D. DeRozan makes free throw 1 of 2,,50,33
210,3,10:00.0,D. DeRozan makes free throw 2 of 2,,51,33
211,3,9:41.0,,M. Williams misses 3-pt jump shot from 22 ft,51,33
212,3,9:40.0,Defensive rebound by G. Vásquez,,51,33
213,3,9:26.0,Turnover by G. Vásquez (lost ball; steal by K. Walker),,51,33
214,3,9:20.0,,Turnover by M. Williams (bad pass; steal by T. Ross),51,33
215,3,9:09.0,T. Ross misses 3-pt jump shot from 22 ft,,51,33
216,3,9:08.0,,Defensive rebound by M. Williams,51,33
217,3,9:03.0,,Personal foul by G. Vásquez (drawn by K. Walker),51,33
218,3,8:53.0,,G. Henderson misses 2-pt layup from 16 ft (block by J. Valančiūnas),51,33
219,3,8:53.0,,Offensive rebound by Team,51,33
220,3,8:53.0,,G. Henderson misses 2-pt jump shot from 16 ft,51,33
221,3,8:46.0,Defensive rebound by J. Valančiūnas,,51,33
222,3,8:40.0,Toronto full timeout,,51,33
223,3,8:24.0,D. DeRozan makes 2-pt jump shot from 16 ft (assist by J. Valančiūnas),,53,33
224,3,8:09.0,,Turnover by G. Henderson (lost ball; steal by T. Ross),53,33
225,3,8:03.0,D. DeRozan makes 2-pt layup from 1 ft (assist by G. Vásquez),,55,33
226,3,7:50.0,,B. Biyombo misses 2-pt layup from 2 ft (block by D. DeRozan),55,33
227,3,7:48.0,Defensive rebound by G. Vásquez,,55,33
228,3,7:36.0,T. Ross makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,58,33
229,3,7:35.0,,Charlotte full timeout,58,33
230,3,7:35.0,,Technical foul by G. Henderson,58,33
231,3,7:35.0,D. DeRozan makes technical free throw,,59,33
232,3,7:20.0,,G. Henderson makes 2-pt layup from 1 ft (assist by K. Walker),59,35
233,3,6:58.0,J. Valančiūnas misses 2-pt jump shot from 7 ft (block by B. Biyombo),,59,35
234,3,6:58.0,Offensive rebound by Team,,59,35
235,3,6:53.0,G. Vásquez makes 3-pt jump shot from 23 ft (assist by J. Valančiūnas),,62,35
236,3,6:47.0,,Personal foul by T. Hansbrough (drawn by K. Walker),62,35
237,3,6:41.0,,Personal foul by G. Vásquez (drawn by K. Walker),62,35
238,3,6:34.0,,J. Taylor misses 3-pt jump shot from 23 ft (block by D. DeRozan),62,35
239,3,6:32.0,Defensive rebound by G. Vásquez,,62,35
240,3,6:19.0,D. DeRozan misses 2-pt jump shot from 15 ft,,62,35
241,3,6:19.0,,Defensive rebound by Team,62,35
242,3,6:03.0,,Turnover by G. Henderson (bad pass; steal by J. Valančiūnas),62,35
243,3,5:59.0,Shooting foul by M. Williams (drawn by D. DeRozan),,62,35
244,3,5:59.0,D. DeRozan misses free throw 1 of 2,,62,35
245,3,5:59.0,Offensive rebound by Team,,62,35
246,3,5:59.0,D. DeRozan makes free throw 2 of 2,,63,35
247,3,5:52.0,,Personal foul by T. Ross (drawn by M. Williams),63,35
248,3,5:52.0,,M. Williams misses free throw 1 of 2,63,35
249,3,5:52.0,,Offensive rebound by Team,63,35
250,3,5:52.0,,P. Hairston enters the game for J. Taylor,63,35
251,3,5:52.0,,M. Williams makes free throw 2 of 2,63,36
252,3,5:29.0,D. DeRozan misses 2-pt jump shot from 16 ft,,63,36
253,3,5:28.0,,Defensive rebound by K. Walker,63,36
254,3,5:06.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by G. Henderson),63,39
255,3,4:46.0,T. Ross makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,66,39
256,3,4:36.0,,Shooting foul by G. Vásquez (drawn by K. Walker),66,39
257,3,4:36.0,,K. Walker makes free throw 1 of 2,66,40
258,3,4:36.0,L. Williams enters the game for G. Vásquez,,66,40
259,3,4:36.0,P. Patterson enters the game for T. Hansbrough,,66,40
260,3,4:36.0,,K. Walker makes free throw 2 of 2,66,41
261,3,4:12.0,T. Ross misses 2-pt jump shot from 19 ft,,66,41
262,3,4:11.0,,Defensive rebound by K. Walker,66,41
263,3,4:05.0,,K. Walker misses 3-pt jump shot from 26 ft,66,41
264,3,4:02.0,Defensive rebound by J. Valančiūnas,,66,41
265,3,3:51.0,D. DeRozan misses 2-pt layup from 1 ft (block by B. Biyombo),,66,41
266,3,3:49.0,,Defensive rebound by P. Hairston,66,41
267,3,3:37.0,,M. Williams misses 2-pt layup from 2 ft (block by P. Patterson),66,41
268,3,3:36.0,Defensive rebound by Team,,66,41
269,3,3:36.0,,M. Williams enters the game for G. Henderson,66,41
270,3,3:36.0,,N. Vonleh enters the game for M. Williams,66,41
271,3,3:22.0,P. Patterson misses 3-pt jump shot from 25 ft,,66,41
272,3,3:21.0,,Defensive rebound by P. Hairston,66,41
273,3,3:12.0,,P. Hairston misses 3-pt jump shot from 29 ft,66,41
274,3,3:11.0,Defensive rebound by T. Ross,,66,41
275,3,2:53.0,J. Valančiūnas misses 2-pt hook shot from 6 ft,,66,41
276,3,2:53.0,,Defensive rebound by Team,66,41
277,3,2:53.0,Loose ball foul by J. Valančiūnas (drawn by K. Walker),,66,41
278,3,2:53.0,,K. Walker makes free throw 1 of 2,66,42
279,3,2:53.0,J. Johnson enters the game for T. Ross,,66,42
280,3,2:53.0,,K. Walker makes free throw 2 of 2,66,43
281,3,2:41.0,L. Williams misses 3-pt jump shot from 25 ft,,66,43
282,3,2:38.0,,Defensive rebound by B. Biyombo,66,43
283,3,2:29.0,,M. Williams misses 2-pt jump shot from 9 ft,66,43
284,3,2:28.0,Defensive rebound by J. Valančiūnas,,66,43
285,3,2:23.0,Personal foul by P. Hairston (drawn by D. DeRozan),,66,43
286,3,2:11.0,Turnover by J. Johnson (lost ball),,66,43
287,3,2:00.0,,M. Williams misses 2-pt jump shot from 16 ft,66,43
288,3,1:59.0,Defensive rebound by P. Patterson,,66,43
289,3,1:48.0,L. Williams misses 3-pt jump shot from 25 ft,,66,43
290,3,1:42.0,,Defensive rebound by M. Williams,66,43
291,3,1:33.0,,M. Williams makes 2-pt jump shot from 14 ft,66,45
292,3,1:06.0,Turnover by Team (shot clock),,66,45
293,3,0:49.0,,M. Williams misses 2-pt jump shot from 15 ft,66,45
294,3,0:48.0,Defensive rebound by J. Valančiūnas,,66,45
295,3,0:34.0,L. Williams makes 3-pt jump shot from 26 ft,,69,45
296,3,0:26.0,,M. Williams misses 3-pt jump shot from 25 ft,69,45
297,3,0:25.0,Defensive rebound by J. Johnson,,69,45
298,3,0:04.0,D. DeRozan misses 2-pt jump shot from 8 ft,,69,45
299,3,0:04.0,Offensive rebound by Team,,69,45
300,3,0:04.0,,Loose ball foul by B. Biyombo (drawn by J. Valančiūnas),69,45
301,3,0:00.0,D. DeRozan misses 3-pt jump shot from 32 ft,,69,45
302,3,0:00.0,Offensive rebound by Team,,69,45
303,4,11:45.0,,P. Hairston misses 3-pt jump shot from 24 ft,69,45
304,4,11:45.0,Defensive rebound by G. Vásquez,,69,45
305,4,11:25.0,G. Vásquez makes 3-pt jump shot from 25 ft (assist by L. Williams),,72,45
306,4,11:00.0,,P. Hairston misses 2-pt jump shot from 16 ft,72,45
307,4,11:00.0,,Offensive rebound by Team,72,45
308,4,11:00.0,Loose ball foul by T. Hansbrough (drawn by J. Maxiell),,72,45
309,4,10:55.0,,Turnover by B. Roberts (lost ball; steal by L. Williams),72,45
310,4,10:39.0,P. Patterson makes 2-pt jump shot from 7 ft,,74,45
311,4,10:17.0,,B. Roberts makes 3-pt jump shot from 25 ft (assist by M. Williams),74,48
312,4,9:56.0,L. Williams misses 2-pt jump shot from 9 ft,,74,48
313,4,9:55.0,Offensive rebound by T. Hansbrough,,74,48
314,4,9:50.0,Shooting foul by J. Maxiell (drawn by T. Hansbrough),,74,48
315,4,9:50.0,T. Hansbrough makes free throw 1 of 2,,75,48
316,4,9:50.0,T. Hansbrough makes free throw 2 of 2,,76,48
317,4,9:33.0,,B. Roberts makes 3-pt jump shot from 26 ft (assist by M. Williams),76,51
318,4,9:07.0,G. Vásquez misses 2-pt jump shot from 19 ft,,76,51
319,4,9:06.0,,Defensive rebound by Team,76,51
320,4,8:43.0,,M. Williams makes 2-pt jump shot from 13 ft,76,53
321,4,8:16.0,L. Williams misses 2-pt layup from 1 ft,,76,53
322,4,8:14.0,Offensive rebound by T. Hansbrough,,76,53
323,4,8:14.0,T. Hansbrough makes 2-pt tip-in at rim,,78,53
324,4,8:02.0,,Personal foul by P. Patterson (drawn by J. Maxiell),78,53
325,4,8:02.0,Official timeout,,78,53
326,4,7:48.0,,M. Williams makes 3-pt jump shot from 27 ft,78,56
327,4,7:34.0,L. Williams misses 2-pt jump shot from 15 ft,,78,56
328,4,7:32.0,,Defensive rebound by N. Vonleh,78,56
329,4,7:24.0,,P. Hairston makes 3-pt jump shot from 26 ft (assist by B. Roberts),78,59
330,4,7:04.0,J. Johnson makes 2-pt layup from 1 ft,,80,59
331,4,6:51.0,,M. Williams misses 2-pt jump shot from 20 ft,80,59
332,4,6:50.0,Defensive rebound by J. Johnson,,80,59
333,4,6:33.0,L. Williams makes 2-pt jump shot from 6 ft,,82,59
334,4,6:33.0,Shooting foul by B. Roberts (drawn by L. Williams),,82,59
335,4,6:33.0,L. Williams makes free throw 1 of 1,,83,59
336,4,6:21.0,,P. Hairston misses 3-pt jump shot from 24 ft,83,59
337,4,6:19.0,,Offensive rebound by B. Roberts,83,59
338,4,6:15.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by B. Roberts),83,62
339,4,6:03.0,Shooting foul by P. Hairston (drawn by J. Johnson),,83,62
340,4,6:03.0,J. Johnson misses free throw 1 of 2,,83,62
341,4,6:03.0,Offensive rebound by Team,,83,62
342,4,6:03.0,J. Johnson misses free throw 2 of 2,,83,62
343,4,6:02.0,Offensive rebound by P. Patterson,,83,62
344,4,6:02.0,Personal foul by M. Williams (drawn by P. Patterson),,83,62
345,4,5:52.0,J. Johnson makes 2-pt layup from 1 ft,,85,62
346,4,5:37.0,,Personal foul by P. Patterson (drawn by N. Vonleh),85,62
347,4,5:37.0,,Charlotte full timeout,85,62
348,4,5:37.0,,T. Daniels enters the game for M. Williams,85,62
349,4,5:30.0,,N. Vonleh makes 3-pt jump shot from 25 ft,85,65
350,4,5:08.0,P. Patterson misses 2-pt jump shot from 12 ft,,85,65
351,4,5:07.0,,Defensive rebound by N. Vonleh,85,65
352,4,5:00.0,,B. Roberts misses 2-pt jump shot from 17 ft,85,65
353,4,5:00.0,,Offensive rebound by Team,85,65
354,4,4:57.0,,Personal foul by T. Hansbrough (drawn by T. Daniels),85,65
355,4,4:50.0,,B. Roberts makes 2-pt jump shot from 16 ft,85,67
356,4,4:29.0,L. Williams misses 3-pt jump shot from 23 ft,,85,67
357,4,4:28.0,,Defensive rebound by N. Vonleh,85,67
358,4,4:21.0,,T. Daniels makes 3-pt jump shot from 27 ft (assist by B. Roberts),85,70
359,4,4:19.0,Toronto full timeout,,85,70
360,4,4:19.0,D. DeRozan enters the game for L. Williams,,85,70
361,4,4:05.0,Turnover by J. Johnson (traveling),,85,70
362,4,3:47.0,,B. Roberts misses 2-pt jump shot from 15 ft,85,70
363,4,3:46.0,Defensive rebound by T. Hansbrough,,85,70
364,4,3:23.0,G. Vásquez makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,88,70
365,4,3:04.0,,P. Hairston misses 2-pt layup from 2 ft (block by P. Patterson),88,70
366,4,3:02.0,Defensive rebound by J. Johnson,,88,70
367,4,2:47.0,P. Patterson misses 3-pt jump shot from 25 ft,,88,70
368,4,2:45.0,,Defensive rebound by P. Hairston,88,70
369,4,2:30.0,,N. Vonleh misses 2-pt jump shot from 3 ft (block by T. Hansbrough),88,70
370,4,2:27.0,Defensive rebound by P. Patterson,,88,70
371,4,2:10.0,D. DeRozan makes 2-pt layup from 1 ft,,90,70
372,4,1:58.0,,Turnover by P. Hairston (step out of bounds),90,70
373,4,1:40.0,J. Johnson makes 2-pt layup at rim,,92,70
374,4,1:28.0,,T. Daniels misses 2-pt jump shot from 15 ft,92,70
375,4,1:27.0,Defensive rebound by T. Hansbrough,,92,70
376,4,1:09.0,,Offensive charge foul by J. Johnson (drawn by P. Hairston),92,70
377,4,1:09.0,Turnover by J. Johnson (offensive foul),,92,70
378,4,1:09.0,B. Caboclo enters the game for T. Hansbrough,,92,70
379,4,1:09.0,G. Stiemsma enters the game for D. DeRozan,,92,70
380,4,1:09.0,L. Fields enters the game for J. Johnson,,92,70
381,4,0:52.0,,B. Roberts makes 2-pt jump shot from 21 ft,92,72
