,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PORTLAND_ACTION,NEW YORK_SCORE,PORTLAND_SCORE
385,4,4:00.0,Defensive rebound by C. Aldrich,,70,94
386,4,3:40.0,Turnover by T. Hardaway (bad pass; steal by C. McCollum),,70,94
387,4,3:37.0,,Shooting foul by T. Hardaway (drawn by W. Barton),70,94
388,4,3:37.0,,W. Barton makes free throw 1 of 2,70,95
389,4,3:37.0,,M. Leonard enters the game for J. Freeland,70,95
390,4,3:37.0,S. Larkin enters the game for J. Calderón,,70,95
391,4,3:37.0,,A. Crabbe enters the game for S. Blake,70,95
392,4,3:37.0,,W. Barton makes free throw 2 of 2,70,96
393,4,3:22.0,J. Smith misses 2-pt jump shot from 16 ft,,70,96
394,4,3:21.0,,Defensive rebound by M. Leonard,70,96
395,4,3:11.0,,Turnover by W. Barton (bad pass),70,96
396,4,2:50.0,C. Aldrich misses 2-pt hook shot from 1 ft,,70,96
397,4,2:50.0,Offensive rebound by C. Aldrich,,70,96
398,4,2:49.0,C. Aldrich misses 2-pt layup from 1 ft,,70,96
399,4,2:46.0,Offensive rebound by C. Aldrich,,70,96
400,4,2:38.0,T. Wear makes 2-pt jump shot from 14 ft,,72,96
401,4,2:19.0,,A. Crabbe misses 2-pt jump shot from 19 ft,72,96
402,4,2:18.0,Defensive rebound by J. Smith,,72,96
403,4,2:03.0,Turnover by T. Hardaway (lost ball),,72,96
404,4,2:03.0,Official timeout,,72,96
405,4,2:03.0,Q. Acy enters the game for C. Aldrich,,72,96
406,4,1:53.0,,Personal foul by T. Hardaway (drawn by W. Barton),72,96
407,4,1:43.0,,C. McCollum makes 3-pt jump shot from 24 ft,72,99
408,4,1:37.0,Personal foul by M. Leonard (drawn by J. Smith),,72,99
409,4,1:25.0,Shooting foul by M. Leonard (drawn by J. Smith),,72,99
410,4,1:25.0,J. Smith makes free throw 1 of 2,,73,99
411,4,1:25.0,J. Smith makes free throw 2 of 2,,74,99
412,4,1:12.0,,Turnover by V. Claver (bad pass),74,99
413,4,0:54.0,Turnover by Q. Acy (lost ball; steal by C. McCollum),,74,99
414,4,0:46.0,,M. Leonard misses 2-pt hook shot from 4 ft,74,99
415,4,0:45.0,Defensive rebound by J. Smith,,74,99
416,4,0:38.0,Shooting foul by V. Claver (drawn by T. Hardaway),,74,99
417,4,0:38.0,T. Hardaway makes free throw 1 of 2,,75,99
418,4,0:38.0,T. Hardaway makes free throw 2 of 2,,76,99
419,4,0:30.0,,M. Leonard makes 2-pt layup at rim (assist by W. Barton),76,101
420,4,0:16.0,T. Hardaway makes 3-pt jump shot from 24 ft,,79,101
