,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MILWAUKEE_ACTION,WASHINGTON_SCORE,MILWAUKEE_SCORE
0,1,11:44.0,Shooting foul by E. İlyasova (drawn by N. Hilário),,0,0
1,1,11:44.0,N. Hilário misses free throw 1 of 2,,0,0
2,1,11:44.0,Offensive rebound by Team,,0,0
3,1,11:44.0,N. Hilário makes free throw 2 of 2,,1,0
4,1,11:27.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),1,3
5,1,11:13.0,P. Pierce misses 3-pt jump shot from 25 ft,,1,3
6,1,11:13.0,,Defensive rebound by Team,1,3
7,1,10:57.0,,E. İlyasova misses 3-pt jump shot from 26 ft,1,3
8,1,10:55.0,Defensive rebound by M. Gortat,,1,3
9,1,10:52.0,Shooting block foul by M. Carter-Williams (drawn by J. Wall),,1,3
10,1,10:52.0,J. Wall misses free throw 1 of 2,,1,3
11,1,10:52.0,Offensive rebound by Team,,1,3
12,1,10:52.0,J. Wall makes free throw 2 of 2,,2,3
13,1,10:36.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),2,6
14,1,10:13.0,M. Gortat makes 2-pt jump shot from 15 ft (assist by O. Porter),,4,6
15,1,9:54.0,,Turnover by Z. Pachulia (lost ball; steal by O. Porter),4,6
16,1,9:47.0,N. Hilário misses 2-pt layup at rim,,4,6
17,1,9:45.0,,Defensive rebound by E. İlyasova,4,6
18,1,9:27.0,,G. Antetokounmpo misses 2-pt jump shot from 5 ft,4,6
19,1,9:26.0,Defensive rebound by P. Pierce,,4,6
20,1,9:20.0,Turnover by M. Gortat (offensive foul),,4,6
21,1,9:20.0,Offensive foul by M. Gortat (drawn by M. Carter-Williams),,4,6
22,1,9:08.0,,K. Middleton makes 2-pt layup at rim (assist by M. Carter-Williams),4,8
23,1,9:08.0,,Shooting foul by O. Porter (drawn by K. Middleton),4,8
24,1,9:08.0,,K. Middleton misses free throw 1 of 1,4,8
25,1,9:07.0,Defensive rebound by P. Pierce,,4,8
26,1,8:46.0,J. Wall misses 3-pt jump shot from 22 ft,,4,8
27,1,8:45.0,,Defensive rebound by G. Antetokounmpo,4,8
28,1,8:26.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),4,11
29,1,8:07.0,P. Pierce makes 2-pt layup from 1 ft (assist by J. Wall),,6,11
30,1,8:01.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Carter-Williams),6,13
31,1,7:43.0,Turnover by O. Porter (step out of bounds),,6,13
32,1,7:30.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),6,16
33,1,7:22.0,Washington full timeout,,6,16
34,1,7:22.0,R. Butler enters the game for O. Porter,,6,16
35,1,7:12.0,R. Butler misses 3-pt jump shot from 27 ft,,6,16
36,1,7:11.0,,Defensive rebound by Z. Pachulia,6,16
37,1,6:58.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,6,16
38,1,6:57.0,Defensive rebound by J. Wall,,6,16
39,1,6:44.0,Shooting foul by Z. Pachulia (drawn by P. Pierce),,6,16
40,1,6:44.0,P. Pierce makes free throw 1 of 2,,7,16
41,1,6:44.0,P. Pierce makes free throw 2 of 2,,8,16
42,1,6:29.0,,K. Middleton makes 2-pt jump shot from 15 ft,8,18
