,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHILADELPHIA_ACTION,WASHINGTON_SCORE,PHILADELPHIA_SCORE
0,1,11:49.0,B. Beal makes 2-pt dunk at rim (assist by D. Gooden),,2,0
1,1,11:28.0,,I. Smith misses 2-pt jump shot from 18 ft,2,0
2,1,11:26.0,Defensive rebound by P. Pierce,,2,0
3,1,11:19.0,P. Pierce misses 3-pt jump shot from 24 ft,,2,0
4,1,11:17.0,Offensive rebound by R. Sessions,,2,0
5,1,11:10.0,M. Gortat makes 2-pt hook shot from 5 ft (assist by D. Gooden),,4,0
6,1,10:58.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by I. Smith),4,3
7,1,10:37.0,P. Pierce makes 2-pt layup from 2 ft (assist by R. Sessions),,6,3
8,1,10:25.0,,N. Noel misses 2-pt jump shot from 17 ft,6,3
9,1,10:23.0,Defensive rebound by R. Sessions,,6,3
10,1,10:21.0,Shooting foul by I. Smith (drawn by R. Sessions),,6,3
11,1,10:21.0,R. Sessions misses free throw 1 of 2,,6,3
12,1,10:21.0,Offensive rebound by Team,,6,3
13,1,10:21.0,R. Sessions makes free throw 2 of 2,,7,3
14,1,10:14.0,,I. Smith misses 2-pt jump shot from 10 ft,7,3
15,1,10:12.0,Defensive rebound by M. Gortat,,7,3
16,1,10:01.0,R. Sessions makes 2-pt jump shot from 6 ft,,9,3
17,1,10:01.0,,Philadelphia full timeout,9,3
18,1,9:39.0,,F. Aldemir misses 2-pt jump shot from 17 ft,9,3
19,1,9:38.0,Defensive rebound by B. Beal,,9,3
20,1,9:30.0,M. Gortat makes 2-pt layup from 1 ft (assist by B. Beal),,11,3
21,1,9:15.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by F. Aldemir),11,6
22,1,8:53.0,Shooting foul by R. Covington (drawn by B. Beal),,11,6
23,1,8:53.0,B. Beal makes free throw 1 of 2,,12,6
24,1,8:53.0,B. Beal misses free throw 2 of 2,,12,6
25,1,8:52.0,,Defensive rebound by F. Aldemir,12,6
26,1,8:37.0,,I. Smith misses 2-pt jump shot from 10 ft,12,6
27,1,8:35.0,Defensive rebound by M. Gortat,,12,6
28,1,8:31.0,Shooting foul by I. Smith (drawn by R. Sessions),,12,6
29,1,8:31.0,R. Sessions makes free throw 1 of 2,,13,6
30,1,8:31.0,R. Sessions makes free throw 2 of 2,,14,6
31,1,8:12.0,,Turnover by J. Grant (lost ball; steal by P. Pierce),14,6
32,1,8:10.0,R. Sessions misses 2-pt jump shot from 10 ft,,14,6
33,1,8:08.0,Offensive rebound by B. Beal,,14,6
34,1,8:04.0,M. Gortat makes 2-pt dunk at rim (assist by D. Gooden),,16,6
35,1,7:49.0,,F. Aldemir misses 2-pt jump shot from 3 ft (block by M. Gortat),16,6
36,1,7:49.0,Defensive rebound by Team,,16,6
37,1,7:29.0,D. Gooden misses 2-pt jump shot from 18 ft,,16,6
38,1,7:28.0,,Defensive rebound by N. Noel,16,6
39,1,7:25.0,,Turnover by R. Covington (traveling),16,6
40,1,7:25.0,,H. Thompson enters the game for J. Grant,16,6
41,1,7:25.0,,L. Mbah a Moute enters the game for N. Noel,16,6
42,1,7:25.0,,J. Sampson enters the game for F. Aldemir,16,6
43,1,7:25.0,,T. Robinson enters the game for R. Covington,16,6
44,1,7:25.0,,J. Richardson enters the game for I. Smith,16,6
45,1,7:10.0,B. Beal makes 2-pt jump shot from 15 ft (assist by M. Gortat),,18,6
46,1,7:10.0,Shooting foul by H. Thompson (drawn by B. Beal),,18,6
47,1,7:10.0,B. Beal makes free throw 1 of 1,,19,6
48,1,6:45.0,,T. Robinson misses 2-pt jump shot from 15 ft,19,6
49,1,6:44.0,,Offensive rebound by T. Robinson,19,6
50,1,6:42.0,,T. Robinson makes 2-pt jump shot from 8 ft,19,8
51,1,6:23.0,D. Gooden makes 2-pt jump shot from 15 ft,,21,8
52,1,6:08.0,,H. Thompson misses 3-pt jump shot from 26 ft,21,8
53,1,6:07.0,Defensive rebound by P. Pierce,,21,8
54,1,5:51.0,Turnover by M. Gortat (lost ball; steal by T. Robinson),,21,8
55,1,5:44.0,,Def 3 sec tech foul by M. Gortat,21,8
56,1,5:44.0,,J. Richardson makes technical free throw,21,9
57,1,5:44.0,O. Porter enters the game for P. Pierce,,21,9
58,1,5:28.0,,H. Thompson misses 2-pt jump shot from 11 ft,21,9
59,1,5:27.0,Defensive rebound by Team,,21,9
60,1,5:12.0,M. Gortat makes 2-pt layup at rim (assist by R. Sessions),,23,9
61,1,4:57.0,,J. Richardson makes 3-pt jump shot from 23 ft (assist by T. Robinson),23,12
62,1,4:36.0,M. Gortat makes 2-pt dunk at rim (assist by R. Sessions),,25,12
63,1,4:21.0,,T. Robinson misses 2-pt jump shot from 14 ft,25,12
64,1,4:20.0,Defensive rebound by M. Gortat,,25,12
65,1,4:03.0,M. Gortat makes 2-pt layup at rim (assist by R. Sessions),,27,12
66,1,4:03.0,,Philadelphia full timeout,27,12
67,1,4:03.0,R. Butler enters the game for B. Beal,,27,12
68,1,3:50.0,,Turnover by J. Richardson (bad pass; steal by O. Porter),27,12
69,1,3:35.0,Turnover by R. Sessions (bad pass; steal by J. Sampson),,27,12
70,1,3:33.0,,Personal foul by O. Porter (drawn by T. Robinson),27,12
71,1,3:16.0,,T. Robinson misses 2-pt layup from 1 ft,27,12
72,1,3:14.0,,Offensive rebound by H. Thompson,27,12
73,1,3:14.0,,H. Thompson misses 2-pt tip-in from 2 ft,27,12
74,1,3:13.0,,Offensive rebound by H. Thompson,27,12
75,1,2:59.0,Washington full timeout,,27,12
76,1,2:50.0,,J. Sampson misses 2-pt jump shot from 3 ft,27,12
77,1,2:50.0,,Offensive rebound by Team,27,12
78,1,2:50.0,K. Humphries enters the game for D. Gooden,,27,12
79,1,2:39.0,,H. Thompson makes 2-pt layup from 1 ft (assist by J. Sampson),27,14
80,1,2:22.0,R. Butler misses 2-pt jump shot from 17 ft,,27,14
81,1,2:20.0,,Defensive rebound by L. Mbah a Moute,27,14
82,1,2:12.0,,H. Thompson makes 2-pt layup from 1 ft (assist by J. Sampson),27,16
83,1,2:01.0,R. Sessions makes 2-pt layup at rim,,29,16
84,1,2:01.0,Shooting foul by J. Sampson (drawn by R. Sessions),,29,16
85,1,2:01.0,R. Sessions makes free throw 1 of 1,,30,16
86,1,1:51.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by T. Robinson),30,19
87,1,1:28.0,O. Porter makes 2-pt layup at rim (assist by M. Gortat),,32,19
88,1,1:09.0,,L. Mbah a Moute misses 3-pt jump shot from 24 ft,32,19
89,1,1:07.0,,Offensive rebound by T. Robinson,32,19
90,1,1:06.0,,T. Robinson makes 2-pt layup at rim,32,21
91,1,0:45.0,K. Humphries makes 2-pt jump shot from 14 ft,,34,21
92,1,0:35.0,,L. Mbah a Moute misses 2-pt jump shot from 19 ft,34,21
93,1,0:33.0,Defensive rebound by K. Humphries,,34,21
94,1,0:23.0,Personal foul by J. Richardson (drawn by O. Porter),,34,21
95,1,0:23.0,O. Porter misses free throw 1 of 2,,34,21
96,1,0:23.0,Offensive rebound by Team,,34,21
97,1,0:23.0,,I. Smith enters the game for J. Sampson,34,21
98,1,0:23.0,W. Bynum enters the game for R. Sessions,,34,21
99,1,0:23.0,O. Porter makes free throw 2 of 2,,35,21
100,1,0:01.0,,Shooting foul by W. Bynum (drawn by I. Smith),35,21
101,1,0:01.0,,I. Smith makes free throw 1 of 2,35,22
102,1,0:01.0,,I. Smith misses free throw 2 of 2,35,22
103,1,0:00.0,,Offensive rebound by T. Robinson,35,22
104,1,0:00.0,,T. Robinson makes 2-pt tip-in at rim,35,24
105,2,11:37.0,,N. Noel misses 2-pt jump shot from 9 ft,35,24
106,2,11:35.0,Defensive rebound by K. Humphries,,35,24
107,2,11:29.0,Personal foul by J. Grant (drawn by O. Porter),,35,24
108,2,11:19.0,K. Séraphin makes 2-pt layup from 1 ft (assist by W. Bynum),,37,24
109,2,10:56.0,,J. Grant misses 3-pt jump shot from 25 ft,37,24
110,2,10:54.0,Defensive rebound by K. Humphries,,37,24
111,2,10:36.0,K. Humphries makes 2-pt jump shot from 12 ft (assist by W. Bynum),,39,24
112,2,10:22.0,,Personal foul by K. Séraphin (drawn by N. Noel),39,24
113,2,10:14.0,,I. Smith makes 2-pt layup from 1 ft,39,26
114,2,10:08.0,W. Bynum misses 2-pt layup from 1 ft,,39,26
115,2,10:06.0,,Defensive rebound by F. Aldemir,39,26
116,2,10:02.0,,Shooting foul by K. Humphries (drawn by R. Covington),39,26
117,2,10:02.0,,R. Covington makes free throw 1 of 2,39,27
118,2,10:02.0,,R. Covington misses free throw 2 of 2,39,27
119,2,10:00.0,Defensive rebound by K. Séraphin,,39,27
120,2,9:40.0,R. Butler misses 2-pt layup from 2 ft,,39,27
121,2,9:39.0,,Defensive rebound by N. Noel,39,27
122,2,9:24.0,,J. Grant misses 2-pt layup from 1 ft,39,27
123,2,9:22.0,,Offensive rebound by F. Aldemir,39,27
124,2,9:21.0,,F. Aldemir makes 2-pt dunk at rim,39,29
125,2,9:07.0,Shooting foul by F. Aldemir (drawn by K. Humphries),,39,29
126,2,9:07.0,K. Humphries misses free throw 1 of 2,,39,29
127,2,9:07.0,Offensive rebound by Team,,39,29
128,2,9:07.0,K. Humphries makes free throw 2 of 2,,40,29
129,2,9:07.0,,Philadelphia full timeout,40,29
130,2,9:02.0,,Turnover by I. Smith (bad pass; steal by W. Bynum),40,29
131,2,8:59.0,W. Bynum makes 2-pt layup from 2 ft,,42,29
132,2,8:39.0,,Shooting foul by K. Humphries (drawn by J. Grant),42,29
133,2,8:39.0,,J. Grant makes free throw 1 of 2,42,30
134,2,8:39.0,Violation by K. Humphries (lane),,42,30
135,2,8:39.0,,J. Grant makes free throw 2 of 2,42,31
136,2,8:21.0,Turnover by W. Bynum (bad pass; steal by R. Covington),,42,31
137,2,8:15.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by I. Smith),42,34
138,2,7:57.0,K. Séraphin makes 2-pt jump shot from 18 ft (assist by K. Humphries),,44,34
139,2,7:41.0,,J. Grant misses 3-pt jump shot from 24 ft,44,34
140,2,7:39.0,Defensive rebound by W. Bynum,,44,34
141,2,7:31.0,R. Butler makes 3-pt jump shot from 27 ft (assist by W. Bynum),,47,34
142,2,7:15.0,,Shooting foul by R. Butler (drawn by R. Covington),47,34
143,2,7:15.0,,R. Covington makes free throw 1 of 2,47,35
144,2,7:15.0,,H. Sims enters the game for N. Noel,47,35
145,2,7:15.0,B. Beal enters the game for R. Butler,,47,35
146,2,7:15.0,,R. Covington makes free throw 2 of 2,47,36
147,2,7:02.0,Personal foul by H. Sims (drawn by B. Beal),,47,36
148,2,6:55.0,Personal foul by F. Aldemir (drawn by K. Humphries),,47,36
149,2,6:46.0,K. Humphries makes 2-pt jump shot from 7 ft (assist by B. Beal),,49,36
150,2,6:41.0,,Turnover by I. Smith (bad pass),49,36
151,2,6:33.0,Washington full timeout,,49,36
152,2,6:33.0,,L. Mbah a Moute enters the game for F. Aldemir,49,36
153,2,6:31.0,Turnover by O. Porter (bad pass; steal by R. Covington),,49,36
154,2,6:28.0,,R. Covington makes 2-pt layup at rim,49,38
155,2,6:28.0,,Shooting foul by K. Séraphin (drawn by R. Covington),49,38
156,2,6:28.0,,R. Covington makes free throw 1 of 1,49,39
157,2,6:24.0,Personal foul by J. Grant (drawn by B. Beal),,49,39
158,2,6:24.0,B. Beal makes free throw 1 of 2,,50,39
159,2,6:24.0,P. Pierce enters the game for O. Porter,,50,39
160,2,6:24.0,B. Beal makes free throw 2 of 2,,51,39
161,2,6:05.0,,L. Mbah a Moute misses 2-pt jump shot from 17 ft,51,39
162,2,6:04.0,,Offensive rebound by Team,51,39
