,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,BROOKLYN_ACTION,LA CLIPPERS_SCORE,BROOKLYN_SCORE
387,4,6:46.0,M. Barnes misses 3-pt jump shot from 23 ft,,84,77
388,4,6:44.0,,Defensive rebound by D. Williams,84,77
389,4,6:37.0,,Personal foul by B. Griffin (drawn by B. Lopez),84,77
390,4,6:37.0,D. Jordan enters the game for A. Rivers,,84,77
391,4,6:27.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,84,77
392,4,6:26.0,Defensive rebound by D. Jordan,,84,77
393,4,6:21.0,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),,86,77
394,4,6:07.0,,D. Williams makes 2-pt layup from 1 ft,86,79
395,4,6:05.0,Personal foul by D. Williams (drawn by C. Paul),,86,79
396,4,5:47.0,J. Crawford misses 3-pt jump shot from 23 ft,,86,79
397,4,5:46.0,Offensive rebound by D. Jordan,,86,79
398,4,5:45.0,D. Jordan makes 2-pt dunk at rim,,88,79
399,4,5:30.0,,D. Williams misses 2-pt jump shot from 17 ft,88,79
400,4,5:29.0,Defensive rebound by D. Jordan,,88,79
401,4,5:17.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,90,79
402,4,5:16.0,,Brooklyn full timeout,90,79
403,4,5:16.0,,M. Plumlee enters the game for B. Bogdanović,90,79
404,4,5:00.0,,J. Johnson makes 2-pt jump shot from 20 ft,90,81
405,4,4:37.0,M. Barnes misses 3-pt jump shot from 24 ft,,90,81
406,4,4:36.0,,Defensive rebound by M. Plumlee,90,81
407,4,4:25.0,,B. Lopez misses 2-pt jump shot from 9 ft,90,81
408,4,4:24.0,Defensive rebound by B. Griffin,,90,81
409,4,4:16.0,Shooting foul by J. Jack (drawn by C. Paul),,90,81
410,4,4:16.0,C. Paul misses free throw 1 of 2,,90,81
411,4,4:16.0,Offensive rebound by Team,,90,81
412,4,4:16.0,C. Paul makes free throw 2 of 2,,91,81
413,4,3:58.0,,J. Johnson makes 3-pt jump shot from 24 ft,91,84
414,4,3:39.0,J. Crawford misses 2-pt jump shot from 15 ft,,91,84
415,4,3:38.0,,Defensive rebound by J. Johnson,91,84
416,4,3:23.0,,B. Lopez makes 2-pt hook shot from 9 ft (assist by J. Jack),91,86
417,4,3:00.0,C. Paul makes 2-pt jump shot from 6 ft,,93,86
418,4,2:50.0,,J. Johnson misses 2-pt layup from 1 ft,93,86
419,4,2:49.0,,Offensive rebound by M. Plumlee,93,86
420,4,2:48.0,,M. Plumlee misses 2-pt layup from 1 ft,93,86
421,4,2:47.0,,Offensive rebound by M. Plumlee,93,86
422,4,2:47.0,,Shooting foul by C. Paul (drawn by M. Plumlee),93,86
423,4,2:47.0,LA Clippers full timeout,,93,86
424,4,2:47.0,,M. Plumlee misses free throw 1 of 2,93,86
425,4,2:47.0,,Offensive rebound by Team,93,86
426,4,2:47.0,,M. Plumlee makes free throw 2 of 2,93,87
427,4,2:37.0,Personal foul by B. Lopez (drawn by D. Jordan),,93,87
428,4,2:34.0,Personal foul by B. Lopez (drawn by D. Jordan),,93,87
429,4,2:34.0,D. Jordan makes free throw 1 of 2,,94,87
430,4,2:34.0,D. Jordan misses free throw 2 of 2,,94,87
431,4,2:33.0,,Defensive rebound by J. Johnson,94,87
432,4,2:31.0,,Personal foul by C. Paul (drawn by M. Plumlee),94,87
433,4,2:31.0,,M. Plumlee misses free throw 1 of 2,94,87
434,4,2:31.0,,Offensive rebound by Team,94,87
435,4,2:31.0,S. Hawes enters the game for D. Jordan,,94,87
436,4,2:31.0,,M. Plumlee misses free throw 2 of 2,94,87
437,4,2:30.0,Defensive rebound by C. Paul,,94,87
438,4,2:14.0,C. Paul misses 3-pt jump shot from 23 ft,,94,87
439,4,2:13.0,,Defensive rebound by D. Williams,94,87
440,4,2:05.0,,J. Jack misses 3-pt jump shot from 24 ft,94,87
441,4,2:04.0,Defensive rebound by C. Paul,,94,87
442,4,1:46.0,M. Barnes makes 2-pt layup from 2 ft (assist by B. Griffin),,96,87
443,4,1:46.0,,Brooklyn full timeout,96,87
444,4,1:46.0,D. Jordan enters the game for S. Hawes,,96,87
445,4,1:46.0,,A. Anderson enters the game for M. Plumlee,96,87
446,4,1:34.0,,A. Anderson makes 3-pt jump shot from 22 ft (assist by J. Jack),96,90
447,4,1:13.0,C. Paul misses 2-pt jump shot from 5 ft,,96,90
448,4,1:12.0,Offensive rebound by D. Jordan,,96,90
449,4,1:11.0,D. Jordan makes 2-pt layup at rim,,98,90
450,4,1:05.0,,D. Williams makes 3-pt jump shot from 23 ft,98,93
451,4,0:57.0,Shooting foul by B. Lopez (drawn by B. Griffin),,98,93
452,4,0:57.0,B. Griffin misses free throw 1 of 2,,98,93
453,4,0:57.0,Offensive rebound by Team,,98,93
454,4,0:57.0,B. Griffin misses free throw 2 of 2,,98,93
455,4,0:56.0,,Defensive rebound by J. Johnson,98,93
456,4,0:53.0,,Personal foul by M. Barnes (drawn by J. Johnson),98,93
457,4,0:53.0,,J. Johnson misses free throw 1 of 2,98,93
458,4,0:53.0,,Offensive rebound by Team,98,93
459,4,0:53.0,,J. Johnson misses free throw 2 of 2,98,93
460,4,0:51.0,,Offensive rebound by B. Lopez,98,93
461,4,0:48.0,,J. Johnson makes 3-pt jump shot from 26 ft,98,96
462,4,0:26.0,C. Paul misses 2-pt jump shot from 16 ft,,98,96
463,4,0:25.0,,Defensive rebound by J. Jack,98,96
464,4,0:23.0,,Brooklyn full timeout,98,96
465,4,0:15.0,,A. Anderson makes 3-pt jump shot from 23 ft (assist by J. Jack),98,99
466,4,0:15.0,,Shooting foul by B. Griffin (drawn by A. Anderson),98,99
467,4,0:15.0,G. Davis enters the game for B. Griffin,,98,99
468,4,0:15.0,S. Hawes enters the game for J. Crawford,,98,99
469,4,0:15.0,,A. Anderson makes free throw 1 of 1,98,100
470,4,0:15.0,LA Clippers full timeout,,98,100
471,4,0:15.0,J. Crawford enters the game for G. Davis,,98,100
472,4,0:15.0,,K. Garnett enters the game for B. Lopez,98,100
473,4,0:09.0,C. Paul makes 2-pt layup from 2 ft,,100,100
474,4,0:09.0,,Brooklyn full timeout,100,100
475,4,0:09.0,A. Rivers enters the game for J. Crawford,,100,100
476,4,0:09.0,D. Jones enters the game for S. Hawes,,100,100
477,4,0:09.0,,B. Lopez enters the game for K. Garnett,100,100
478,4,0:01.0,,J. Jack makes 2-pt jump shot from 16 ft,100,102
479,4,0:01.0,LA Clippers full timeout,,100,102
480,4,0:01.0,J. Crawford enters the game for D. Jones,,100,102
481,4,0:01.0,S. Hawes enters the game for A. Rivers,,100,102
482,4,0:01.0,LA Clippers full timeout,,100,102
483,4,0:01.0,A. Rivers enters the game for D. Jordan,,100,102
