,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,HOUSTON_ACTION,CLEVELAND_SCORE,HOUSTON_SCORE
100,1,0:28.0,L. James misses 3-pt jump shot from 24 ft,,26,29
101,1,0:26.0,,Defensive rebound by Team,26,29
102,1,0:02.0,,Turnover by Team (shot clock),26,29
103,1,0:00.0,I. Shumpert misses 3-pt jump shot from 37 ft,,26,29
104,1,0:00.0,Offensive rebound by Team,,26,29
105,2,11:41.0,L. James makes 3-pt jump shot from 24 ft,,29,29
106,2,11:23.0,,T. Jones makes 2-pt layup at rim (assist by J. Terry),29,31
107,2,11:00.0,L. James makes 2-pt layup from 1 ft,,31,31
108,2,10:38.0,,J. Smith misses 2-pt jump shot from 12 ft,31,31
109,2,10:37.0,Defensive rebound by J. Smith,,31,31
110,2,10:24.0,L. James misses 3-pt jump shot from 26 ft,,31,31
111,2,10:22.0,Offensive rebound by T. Thompson,,31,31
112,2,10:16.0,J. Smith misses 3-pt jump shot from 23 ft,,31,31
113,2,10:14.0,,Defensive rebound by P. Prigioni,31,31
114,2,10:08.0,,J. Terry misses 3-pt jump shot from 24 ft,31,31
115,2,10:06.0,,Offensive rebound by J. Smith,31,31
116,2,9:51.0,,Personal foul by I. Shumpert (drawn by J. Smith),31,31
117,2,9:51.0,,T. Ariza enters the game for J. Terry,31,31
118,2,9:43.0,,J. Smith misses 3-pt jump shot from 24 ft,31,31
119,2,9:41.0,Defensive rebound by L. James,,31,31
120,2,9:26.0,J. Jones makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,34,31
121,2,9:08.0,,C. Brewer makes 3-pt jump shot from 24 ft (assist by P. Prigioni),34,34
122,2,8:51.0,I. Shumpert misses 2-pt layup at rim,,34,34
123,2,8:50.0,Offensive rebound by T. Thompson,,34,34
124,2,8:50.0,T. Thompson makes 2-pt tip-in at rim,,36,34
125,2,8:36.0,,P. Prigioni misses 3-pt jump shot from 24 ft,36,34
126,2,8:34.0,Defensive rebound by J. Smith,,36,34
127,2,8:31.0,L. James makes 2-pt dunk at rim (assist by J. Smith),,38,34
128,2,8:31.0,,Houston full timeout,38,34
129,2,8:31.0,,P. Beverley enters the game for J. Smith,38,34
130,2,8:31.0,,D. Motiejūnas enters the game for P. Prigioni,38,34
131,2,8:17.0,,Turnover by T. Ariza (bad pass),38,34
132,2,8:07.0,L. James misses 2-pt jump shot from 5 ft (block by T. Ariza),,38,34
133,2,8:06.0,Offensive rebound by Team,,38,34
134,2,8:03.0,J. Jones misses 3-pt jump shot from 24 ft,,38,34
135,2,8:02.0,,Defensive rebound by C. Brewer,38,34
136,2,7:47.0,,D. Motiejūnas misses 2-pt jump shot from 6 ft,38,34
137,2,7:46.0,Defensive rebound by J. Jones,,38,34
138,2,7:33.0,J. Smith misses 3-pt jump shot from 24 ft,,38,34
139,2,7:32.0,,Defensive rebound by T. Ariza,38,34
140,2,7:22.0,,Turnover by P. Beverley (bad pass),38,34
141,2,7:05.0,L. James makes 2-pt jump shot from 11 ft,,40,34
142,2,6:52.0,Violation by T. Thompson (def goaltending),,40,34
143,2,6:52.0,,C. Brewer makes 2-pt layup at rim (assist by P. Beverley),40,36
144,2,6:34.0,I. Shumpert misses 3-pt jump shot from 24 ft,,40,36
145,2,6:33.0,,Defensive rebound by T. Ariza,40,36
146,2,6:27.0,,T. Jones makes 2-pt layup at rim (assist by P. Beverley),40,38
147,2,6:27.0,,Shooting foul by J. Jones (drawn by T. Jones),40,38
148,2,6:27.0,K. Love enters the game for J. Jones,,40,38
149,2,6:27.0,,J. Harden enters the game for C. Brewer,40,38
150,2,6:27.0,,T. Jones misses free throw 1 of 1,40,38
151,2,6:27.0,,Offensive rebound by T. Jones,40,38
152,2,6:18.0,,J. Harden makes 2-pt layup at rim,40,40
153,2,5:51.0,T. Thompson makes 2-pt layup at rim (assist by L. James),,42,40
154,2,5:38.0,,D. Motiejūnas misses 2-pt hook shot from 3 ft (block by T. Thompson),42,40
155,2,5:38.0,,Offensive rebound by Team,42,40
156,2,5:38.0,Official timeout,,42,40
157,2,5:38.0,,J. Smith enters the game for T. Jones,42,40
158,2,5:38.0,M. Dellavedova enters the game for L. James,,42,40
159,2,5:26.0,,J. Harden misses 3-pt jump shot from 24 ft,42,40
160,2,5:25.0,Defensive rebound by M. Dellavedova,,42,40
161,2,5:11.0,Personal foul by D. Motiejūnas (drawn by I. Shumpert),,42,40
162,2,5:10.0,Turnover by J. Smith (bad pass; steal by D. Motiejūnas),,42,40
163,2,5:05.0,,P. Beverley misses 2-pt layup at rim,42,40
164,2,5:04.0,Defensive rebound by T. Thompson,,42,40
165,2,4:59.0,K. Love misses 3-pt jump shot from 23 ft,,42,40
166,2,4:58.0,Offensive rebound by Team,,42,40
167,2,4:58.0,,Loose ball foul by J. Smith (drawn by T. Thompson),42,40
168,2,4:49.0,J. Smith misses 3-pt jump shot from 24 ft,,42,40
169,2,4:48.0,,Defensive rebound by P. Beverley,42,40
170,2,4:40.0,,Shooting foul by I. Shumpert (drawn by J. Harden),42,40
171,2,4:40.0,,J. Harden makes free throw 1 of 2,42,41
172,2,4:40.0,T. Mozgov enters the game for T. Thompson,,42,41
173,2,4:40.0,,C. Brewer enters the game for T. Ariza,42,41
174,2,4:40.0,,J. Harden makes free throw 2 of 2,42,42
175,2,4:20.0,K. Love misses 2-pt jump shot from 10 ft,,42,42
176,2,4:19.0,,Defensive rebound by D. Motiejūnas,42,42
177,2,3:56.0,,J. Smith misses 3-pt jump shot from 24 ft,42,42
178,2,3:55.0,,Offensive rebound by Team,42,42
179,2,3:55.0,,Turnover by Team (shot clock),42,42
180,2,3:39.0,K. Love makes 2-pt dunk at rim (assist by I. Shumpert),,44,42
181,2,3:31.0,,C. Brewer misses 2-pt layup from 2 ft (block by T. Mozgov),44,42
182,2,3:29.0,Defensive rebound by J. Smith,,44,42
183,2,3:14.0,Shooting foul by C. Brewer (drawn by I. Shumpert),,44,42
184,2,3:14.0,I. Shumpert misses free throw 1 of 2,,44,42
185,2,3:14.0,Offensive rebound by Team,,44,42
186,2,3:14.0,,T. Jones enters the game for D. Motiejūnas,44,42
187,2,3:14.0,I. Shumpert makes free throw 2 of 2,,45,42
188,2,3:06.0,,J. Smith makes 2-pt hook shot from 5 ft (assist by P. Beverley),45,44
189,2,2:51.0,K. Love makes 2-pt jump shot from 4 ft (assist by M. Dellavedova),,47,44
190,2,2:45.0,,Personal foul by K. Love (drawn by C. Brewer),47,44
191,2,2:45.0,Cleveland full timeout,,47,44
192,2,2:45.0,T. Thompson enters the game for K. Love,,47,44
193,2,2:45.0,L. James enters the game for I. Shumpert,,47,44
194,2,2:45.0,,P. Prigioni enters the game for P. Beverley,47,44
195,2,2:45.0,,T. Ariza enters the game for C. Brewer,47,44
196,2,2:29.0,,Turnover by J. Harden (bad pass; steal by L. James),47,44
197,2,2:26.0,Turnover by J. Smith (lost ball; steal by J. Smith),,47,44
198,2,2:18.0,,Turnover by J. Smith (bad pass; steal by T. Thompson),47,44
199,2,2:08.0,L. James misses 2-pt layup from 2 ft,,47,44
200,2,2:07.0,Offensive rebound by T. Thompson,,47,44
201,2,2:05.0,Turnover by T. Thompson (lost ball; steal by T. Ariza),,47,44
202,2,2:04.0,,Personal foul by J. Smith (drawn by T. Ariza),47,44
203,2,2:04.0,,T. Ariza makes free throw 1 of 2,47,45
204,2,2:04.0,,T. Ariza makes free throw 2 of 2,47,46
205,2,1:42.0,L. James misses 2-pt jump shot from 3 ft (block by T. Ariza),,47,46
206,2,1:40.0,,Defensive rebound by P. Prigioni,47,46
207,2,1:37.0,,Turnover by P. Prigioni (bad pass; steal by M. Dellavedova),47,46
208,2,1:37.0,Personal foul by P. Prigioni (drawn by M. Dellavedova),,47,46
209,2,1:18.0,Offensive foul by L. James (drawn by T. Jones),,47,46
210,2,1:18.0,Turnover by L. James (offensive foul),,47,46
211,2,0:59.0,,J. Smith makes 2-pt layup at rim (assist by J. Harden),47,48
212,2,0:43.0,L. James misses 2-pt layup from 1 ft,,47,48
213,2,0:42.0,Offensive rebound by T. Mozgov,,47,48
214,2,0:38.0,T. Mozgov misses 2-pt layup at rim,,47,48
215,2,0:37.0,,Defensive rebound by T. Jones,47,48
216,2,0:36.0,Violation by L. James (kicked ball),,47,48
217,2,0:29.0,,J. Harden misses 2-pt layup from 1 ft (block by L. James),47,48
218,2,0:28.0,Defensive rebound by L. James,,47,48
219,2,0:21.0,J. Smith misses 3-pt jump shot from 24 ft,,47,48
220,2,0:19.0,Offensive rebound by L. James,,47,48
221,2,0:15.0,Turnover by L. James (bad pass; steal by J. Harden),,47,48
222,2,0:13.0,,Shooting foul by J. Smith (drawn by J. Harden),47,48
223,2,0:13.0,,J. Harden makes free throw 1 of 2,47,49
224,2,0:13.0,,J. Harden makes free throw 2 of 2,47,50
225,2,0:13.0,Cleveland full timeout,,47,50
226,2,0:13.0,,C. Brewer enters the game for J. Smith,47,50
227,2,0:13.0,J. Jones enters the game for T. Thompson,,47,50
228,2,0:00.0,L. James misses 3-pt jump shot from 26 ft,,47,50
229,2,0:00.0,Offensive rebound by Team,,47,50
230,3,11:41.0,L. James misses 2-pt jump shot from 10 ft,,47,50
231,3,11:39.0,,Defensive rebound by Team,47,50
232,3,11:17.0,,D. Motiejūnas makes 2-pt hook shot from 4 ft,47,52
233,3,11:07.0,J. Smith misses 3-pt jump shot from 25 ft,,47,52
234,3,11:06.0,,Defensive rebound by P. Beverley,47,52
235,3,10:54.0,,D. Motiejūnas makes 2-pt layup at rim (assist by J. Harden),47,54
236,3,10:40.0,K. Love misses 2-pt jump shot from 22 ft,,47,54
237,3,10:39.0,,Defensive rebound by Team,47,54
238,3,10:21.0,,T. Jones makes 3-pt jump shot from 24 ft (assist by D. Motiejūnas),47,57
239,3,10:03.0,T. Mozgov makes 2-pt dunk at rim (assist by K. Love),,49,57
240,3,9:49.0,,T. Ariza misses 3-pt jump shot from 25 ft,49,57
241,3,9:48.0,Defensive rebound by K. Love,,49,57
242,3,9:46.0,Turnover by K. Love (bad pass; steal by T. Ariza),,49,57
243,3,9:36.0,,Turnover by J. Harden (lost ball; steal by J. Smith),49,57
244,3,9:31.0,Personal block foul by P. Beverley (drawn by L. James),,49,57
245,3,9:31.0,,Technical foul by P. Beverley,49,57
246,3,9:31.0,Technical foul by L. James,,49,57
247,3,9:24.0,Personal foul by T. Ariza (drawn by L. James),,49,57
248,3,9:09.0,J. Smith misses 3-pt jump shot from 23 ft (block by J. Harden),,49,57
249,3,9:08.0,Offensive rebound by J. Smith,,49,57
250,3,9:08.0,Turnover by Team (shot clock),,49,57
251,3,8:55.0,,P. Beverley makes 2-pt jump shot from 6 ft,49,59
252,3,8:39.0,Turnover by T. Mozgov (lost ball; steal by J. Harden),,49,59
253,3,8:37.0,,Personal foul by T. Mozgov (drawn by J. Harden),49,59
254,3,8:27.0,,Shooting foul by M. Dellavedova (drawn by P. Beverley),49,59
255,3,8:27.0,,P. Beverley makes free throw 1 of 2,49,60
256,3,8:27.0,,P. Beverley misses free throw 2 of 2,49,60
257,3,8:27.0,Defensive rebound by T. Mozgov,,49,60
258,3,8:10.0,K. Love makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,52,60
259,3,7:52.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by T. Ariza),52,63
260,3,7:31.0,L. James makes 3-pt jump shot from 25 ft,,55,63
261,3,7:18.0,,D. Motiejūnas makes 2-pt layup from 2 ft (assist by P. Beverley),55,65
262,3,6:58.0,M. Dellavedova misses 2-pt jump shot from 13 ft,,55,65
263,3,6:56.0,Offensive rebound by J. Smith,,55,65
264,3,6:53.0,K. Love makes 3-pt jump shot from 23 ft (assist by J. Smith),,58,65
265,3,6:43.0,,Shooting foul by T. Mozgov (drawn by J. Harden),58,65
266,3,6:43.0,,Technical foul by T. Ariza,58,65
267,3,6:43.0,L. James misses technical free throw,,58,65
268,3,6:43.0,,Offensive rebound by Team,58,65
269,3,6:43.0,,J. Harden makes free throw 1 of 2,58,66
270,3,6:43.0,I. Shumpert enters the game for M. Dellavedova,,58,66
271,3,6:43.0,T. Thompson enters the game for T. Mozgov,,58,66
272,3,6:43.0,,J. Harden makes free throw 2 of 2,58,67
273,3,6:24.0,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),,61,67
274,3,6:13.0,,J. Harden makes 2-pt layup at rim,61,69
275,3,6:02.0,L. James misses 3-pt jump shot from 24 ft,,61,69
276,3,6:01.0,,Defensive rebound by P. Beverley,61,69
277,3,5:54.0,,T. Jones misses 3-pt jump shot from 25 ft,61,69
278,3,5:53.0,Defensive rebound by L. James,,61,69
279,3,5:45.0,Shooting block foul by D. Motiejūnas (drawn by L. James),,61,69
280,3,5:45.0,,Houston full timeout,61,69
281,3,5:45.0,L. James makes free throw 1 of 2,,62,69
282,3,5:45.0,L. James makes free throw 2 of 2,,63,69
283,3,5:33.0,,Turnover by T. Ariza (bad pass),63,69
284,3,5:11.0,L. James makes 2-pt jump shot from 19 ft,,65,69
285,3,5:00.0,,J. Harden makes 2-pt layup from 1 ft,65,71
286,3,5:00.0,,Shooting foul by T. Thompson (drawn by J. Harden),65,71
287,3,5:00.0,,J. Smith enters the game for D. Motiejūnas,65,71
288,3,5:00.0,,J. Harden makes free throw 1 of 1,65,72
289,3,4:40.0,Turnover by T. Thompson (step out of bounds),,65,72
290,3,4:26.0,,J. Harden makes 3-pt jump shot from 25 ft,65,75
291,3,4:13.0,Personal foul by T. Ariza (drawn by L. James),,65,75
292,3,3:59.0,L. James makes 2-pt jump shot from 19 ft,,67,75
293,3,3:40.0,,Personal foul by I. Shumpert (drawn by J. Harden),67,75
294,3,3:40.0,,J. Harden misses free throw 1 of 2,67,75
295,3,3:40.0,,Offensive rebound by Team,67,75
296,3,3:40.0,,C. Brewer enters the game for T. Ariza,67,75
297,3,3:40.0,,J. Harden makes free throw 2 of 2,67,76
298,3,3:25.0,Turnover by L. James (bad pass; steal by J. Harden),,67,76
299,3,3:22.0,,Offensive foul by P. Beverley (drawn by I. Shumpert),67,76
300,3,3:22.0,,Turnover by P. Beverley (offensive foul),67,76
301,3,3:22.0,Cleveland full timeout,,67,76
302,3,3:22.0,,J. Terry enters the game for P. Beverley,67,76
303,3,3:07.0,K. Love misses 2-pt jump shot from 3 ft,,67,76
304,3,3:06.0,Offensive rebound by T. Thompson,,67,76
305,3,3:04.0,T. Thompson misses 2-pt hook shot from 7 ft,,67,76
306,3,3:03.0,,Defensive rebound by T. Jones,67,76
307,3,2:53.0,,J. Terry misses 3-pt jump shot from 24 ft,67,76
308,3,2:52.0,Defensive rebound by T. Thompson,,67,76
309,3,2:44.0,K. Love misses 3-pt jump shot from 25 ft,,67,76
310,3,2:42.0,,Defensive rebound by J. Harden,67,76
311,3,2:36.0,,Personal foul by I. Shumpert (drawn by J. Harden),67,76
312,3,2:36.0,,J. Harden makes free throw 1 of 2,67,77
313,3,2:36.0,M. Dellavedova enters the game for I. Shumpert,,67,77
314,3,2:36.0,,J. Harden makes free throw 2 of 2,67,78
315,3,2:23.0,Shooting foul by J. Harden (drawn by L. James),,67,78
316,3,2:23.0,L. James misses free throw 1 of 2,,67,78
317,3,2:23.0,Offensive rebound by Team,,67,78
318,3,2:23.0,J. Jones enters the game for K. Love,,67,78
319,3,2:23.0,L. James misses free throw 2 of 2,,67,78
320,3,2:23.0,,Defensive rebound by J. Harden,67,78
321,3,2:08.0,,Turnover by J. Harden (lost ball),67,78
322,3,2:08.0,,Technical foul by C. Brewer,67,78
323,3,2:08.0,Technical foul by T. Thompson,,67,78
324,3,2:08.0,L. James misses flagrant free throw 1 of 2,,67,78
325,3,2:08.0,Offensive rebound by Team,,67,78
326,3,2:08.0,L. James misses flagrant free throw 2 of 2,,67,78
327,3,2:08.0,Offensive rebound by Team,,67,78
328,3,2:08.0,Cleveland full timeout,,67,78
329,3,1:57.0,L. James makes 3-pt jump shot from 25 ft,,70,78
330,3,1:47.0,,Shooting foul by J. Jones (drawn by T. Jones),70,78
331,3,1:47.0,,T. Jones makes free throw 1 of 2,70,79
332,3,1:47.0,,T. Jones makes free throw 2 of 2,70,80
333,3,1:33.0,L. James misses 3-pt jump shot from 24 ft,,70,80
334,3,1:32.0,,Defensive rebound by Team,70,80
335,3,1:23.0,,Turnover by J. Harden (bad pass; steal by M. Dellavedova),70,80
336,3,1:19.0,L. James makes 2-pt layup from 1 ft,,72,80
337,3,1:03.0,,J. Smith makes 2-pt jump shot from 10 ft,72,82
338,3,0:47.0,,Offensive charge foul by L. James (drawn by J. Harden),72,82
339,3,0:47.0,Turnover by L. James (offensive foul),,72,82
340,3,0:28.0,,J. Smith misses 3-pt jump shot from 23 ft,72,82
341,3,0:26.0,Defensive rebound by J. Smith,,72,82
342,3,0:07.0,L. James misses 2-pt jump shot from 9 ft,,72,82
343,3,0:06.0,Offensive rebound by T. Thompson,,72,82
344,3,0:06.0,Personal foul by C. Brewer (drawn by T. Thompson),,72,82
345,3,0:06.0,T. Thompson makes free throw 1 of 2,,73,82
346,3,0:06.0,I. Shumpert enters the game for L. James,,73,82
347,3,0:06.0,T. Thompson makes free throw 2 of 2,,74,82
348,3,0:01.0,,Turnover by C. Brewer (lost ball; steal by J. Smith),74,82
349,4,11:44.0,,D. Motiejūnas misses 2-pt hook shot from 11 ft,74,82
350,4,11:43.0,,Offensive rebound by J. Smith,74,82
351,4,11:39.0,,J. Smith misses 2-pt hook shot from 7 ft,74,82
352,4,11:38.0,Defensive rebound by T. Thompson,,74,82
353,4,11:30.0,J. Jones makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,77,82
354,4,11:14.0,,D. Motiejūnas misses 2-pt jump shot from 11 ft,77,82
355,4,11:13.0,Defensive rebound by T. Thompson,,77,82
356,4,11:13.0,Personal foul by J. Smith (drawn by J. Jones),,77,82
357,4,10:54.0,J. Jones misses 3-pt jump shot from 25 ft,,77,82
358,4,10:53.0,Offensive rebound by T. Thompson,,77,82
359,4,10:50.0,T. Thompson makes 2-pt layup from 1 ft,,79,82
360,4,10:38.0,,Turnover by C. Brewer (lost ball; steal by T. Thompson),79,82
361,4,10:32.0,J. Jones makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,82,82
362,4,10:32.0,,Houston full timeout,82,82
363,4,10:06.0,,D. Motiejūnas misses 3-pt jump shot from 23 ft,82,82
364,4,10:05.0,,Offensive rebound by Team,82,82
365,4,10:05.0,Loose ball foul by M. Dellavedova (drawn by J. Smith),,82,82
366,4,9:52.0,,C. Brewer makes 3-pt jump shot from 24 ft (assist by J. Smith),82,85
367,4,9:26.0,J. Jones misses 3-pt jump shot from 25 ft,,82,85
368,4,9:24.0,,Defensive rebound by T. Ariza,82,85
369,4,9:16.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Smith),82,88
370,4,9:04.0,Cleveland full timeout,,82,88
371,4,8:54.0,T. Thompson makes 2-pt dunk at rim (assist by I. Shumpert),,84,88
372,4,8:34.0,,J. Smith misses 2-pt hook shot from 6 ft,84,88
373,4,8:33.0,Defensive rebound by T. Thompson,,84,88
374,4,8:15.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by T. Thompson),,87,88
375,4,7:51.0,,D. Motiejūnas makes 2-pt hook shot from 7 ft (assist by T. Ariza),87,90
376,4,7:29.0,J. Smith makes 2-pt jump shot from 15 ft,,89,90
377,4,7:02.0,,T. Ariza misses 3-pt jump shot from 26 ft,89,90
378,4,7:01.0,,Offensive rebound by C. Brewer,89,90
379,4,7:00.0,,C. Brewer misses 2-pt jump shot from 6 ft,89,90
380,4,6:59.0,Defensive rebound by I. Shumpert,,89,90
381,4,6:54.0,Turnover by I. Shumpert (bad pass),,89,90
382,4,6:54.0,L. James enters the game for I. Shumpert,,89,90
383,4,6:54.0,,J. Harden enters the game for C. Brewer,89,90
384,4,6:30.0,,J. Harden misses 3-pt jump shot from 24 ft,89,90
385,4,6:29.0,,Offensive rebound by Team,89,90
386,4,6:29.0,,Turnover by Team (shot clock),89,90
387,4,6:29.0,,P. Beverley enters the game for J. Smith,89,90
388,4,6:29.0,,T. Jones enters the game for J. Terry,89,90
389,4,6:11.0,L. James makes 2-pt jump shot from 18 ft,,91,90
390,4,6:11.0,Personal foul by T. Ariza (drawn by T. Thompson),,91,90
391,4,6:11.0,,Personal foul by T. Thompson,91,90
392,4,6:11.0,K. Love enters the game for J. Jones,,91,90
393,4,5:57.0,,Turnover by T. Ariza (traveling),91,90
394,4,5:34.0,L. James misses 3-pt jump shot from 25 ft,,91,90
395,4,5:31.0,,Defensive rebound by J. Harden,91,90
