,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,BROOKLYN_ACTION,NEW ORLEANS_SCORE,BROOKLYN_SCORE
382,4,3:49.0,,D. Morris enters the game for J. Johnson,102,81
383,4,3:49.0,,C. Jefferson enters the game for T. Young,102,81
384,4,3:33.0,N. Cole makes 3-pt jump shot from 25 ft (assist by Q. Pondexter),,105,81
385,4,3:10.0,,C. Jefferson misses 2-pt jump shot from 10 ft,105,81
386,4,3:09.0,Defensive rebound by Ö. Aşık,,105,81
387,4,2:52.0,N. Cole misses 3-pt jump shot from 24 ft,,105,81
388,4,2:51.0,,Defensive rebound by C. Jefferson,105,81
389,4,2:36.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,105,81
390,4,2:35.0,Defensive rebound by Ö. Aşık,,105,81
391,4,2:15.0,N. Cole misses 2-pt layup from 1 ft (block by C. Jefferson),,105,81
392,4,2:14.0,,Defensive rebound by C. Jefferson,105,81
393,4,2:02.0,,J. Jack makes 3-pt jump shot from 22 ft (assist by C. Jefferson),105,84
394,4,1:39.0,Turnover by E. Gordon (bad pass),,105,84
395,4,1:39.0,J. Withey enters the game for Ö. Aşık,,105,84
396,4,1:39.0,E. Williams enters the game for E. Gordon,,105,84
397,4,1:39.0,L. Babbitt enters the game for Q. Pondexter,,105,84
398,4,1:30.0,,Shooting foul by E. Williams (drawn by J. Jack),105,84
399,4,1:30.0,,J. Jack makes free throw 1 of 2,105,85
400,4,1:30.0,J. Fredette enters the game for N. Cole,,105,85
401,4,1:30.0,,J. Jack makes free throw 2 of 2,105,86
402,4,1:07.0,E. Williams makes 2-pt layup from 1 ft (assist by J. Fredette),,107,86
403,4,0:56.0,,C. Jefferson makes 2-pt jump shot from 12 ft,107,88
404,4,0:41.0,J. Withey makes 2-pt layup from 2 ft (assist by E. Williams),,109,88
405,4,0:28.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Morris),109,91
406,4,0:06.0,J. Fredette makes 2-pt jump shot from 3 ft,,111,91
407,4,0:02.0,,D. Morris misses 3-pt jump shot from 25 ft,111,91
408,4,0:00.0,,Offensive rebound by Team,111,91
