,QUARTER,TIME_REMAINING,NEW YORK_ACTION,NEW ORLEANS_ACTION,NEW YORK_SCORE,NEW ORLEANS_SCORE
379,4,2:14.0,C. Anthony makes 2-pt jump shot from 14 ft (assist by J. Calderón),,87,97
380,4,1:48.0,,Ö. Aşık misses 2-pt layup at rim (block by A. Stoudemire),87,97
381,4,1:48.0,,Offensive rebound by A. Davis,87,97
382,4,1:47.0,,Ö. Aşık makes 2-pt dunk at rim (assist by A. Davis),87,99
383,4,1:34.0,P. Prigioni makes 3-pt jump shot from 29 ft (assist by J. Smith),,90,99
384,4,1:14.0,,T. Evans makes 2-pt jump shot from 19 ft,90,101
385,4,1:02.0,Shooting foul by Ö. Aşık (drawn by A. Stoudemire),,90,101
386,4,1:02.0,A. Stoudemire misses free throw 1 of 2,,90,101
387,4,1:02.0,Offensive rebound by Team,,90,101
388,4,1:02.0,A. Stoudemire makes free throw 2 of 2,,91,101
389,4,0:45.0,,T. Evans makes 2-pt layup from 2 ft,91,103
390,4,0:38.0,J. Smith misses 3-pt jump shot from 25 ft,,91,103
391,4,0:36.0,,Defensive rebound by Ö. Aşık,91,103
392,4,0:17.0,,Shooting foul by A. Stoudemire (drawn by Ö. Aşık),91,103
393,4,0:17.0,C. Aldrich enters the game for A. Stoudemire,,91,103
394,4,0:17.0,,Ö. Aşık makes free throw 1 of 2,91,104
395,4,0:17.0,,Ö. Aşık misses free throw 2 of 2,91,104
396,4,0:16.0,Defensive rebound by C. Anthony,,91,104
397,4,0:09.0,J. Smith makes 2-pt layup from 1 ft,,93,104
