,QUARTER,TIME_REMAINING,PORTLAND_ACTION,DALLAS_ACTION,PORTLAND_SCORE,DALLAS_SCORE
0,1,11:41.0,,M. Ellis misses 3-pt jump shot from 23 ft,0,0
1,1,11:40.0,Defensive rebound by D. Lillard,,0,0
2,1,11:31.0,D. Lillard misses 2-pt jump shot from 3 ft,,0,0
3,1,11:30.0,Offensive rebound by R. Lopez,,0,0
4,1,11:26.0,L. Aldridge misses 3-pt jump shot from 25 ft,,0,0
5,1,11:25.0,,Defensive rebound by J. Barea,0,0
6,1,11:18.0,,Turnover by J. Barea (lost ball; steal by W. Matthews),0,0
7,1,11:13.0,W. Matthews makes 2-pt layup from 2 ft,,2,0
8,1,10:56.0,,T. Chandler misses 2-pt jump shot from 15 ft,2,0
9,1,10:54.0,Defensive rebound by L. Aldridge,,2,0
10,1,10:44.0,N. Batum misses 3-pt jump shot from 24 ft,,2,0
11,1,10:43.0,Offensive rebound by R. Lopez,,2,0
12,1,10:40.0,Turnover by R. Lopez (bad pass; steal by M. Ellis),,2,0
13,1,10:36.0,,M. Ellis makes 2-pt layup from 1 ft,2,2
14,1,10:19.0,R. Lopez misses 2-pt jump shot from 8 ft,,2,2
15,1,10:18.0,,Defensive rebound by D. Nowitzki,2,2
16,1,10:10.0,,C. Parsons makes 2-pt layup from 1 ft,2,4
17,1,9:47.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Lillard),,5,4
18,1,9:22.0,,T. Chandler makes 2-pt dunk at rim (assist by J. Barea),5,6
19,1,8:57.0,L. Aldridge makes 2-pt jump shot from 6 ft,,7,6
20,1,8:38.0,,C. Parsons misses 2-pt jump shot from 3 ft,7,6
21,1,8:36.0,,Offensive rebound by T. Chandler,7,6
22,1,8:36.0,,T. Chandler makes 2-pt dunk at rim,7,8
23,1,8:13.0,L. Aldridge misses 2-pt jump shot from 9 ft,,7,8
24,1,8:09.0,Offensive rebound by R. Lopez,,7,8
25,1,8:09.0,R. Lopez misses 2-pt layup from 2 ft,,7,8
26,1,8:08.0,Offensive rebound by R. Lopez,,7,8
27,1,8:05.0,N. Batum misses 3-pt jump shot from 24 ft,,7,8
28,1,8:04.0,,Defensive rebound by T. Chandler,7,8
29,1,7:57.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,7,8
30,1,7:56.0,Defensive rebound by L. Aldridge,,7,8
31,1,7:47.0,W. Matthews misses 3-pt jump shot from 24 ft (block by M. Ellis),,7,8
32,1,7:47.0,Offensive rebound by W. Matthews,,7,8
33,1,7:47.0,Personal foul by T. Chandler (drawn by W. Matthews),,7,8
34,1,7:47.0,,A. Aminu enters the game for T. Chandler,7,8
35,1,7:38.0,R. Lopez makes 2-pt layup at rim (assist by D. Lillard),,9,8
