,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,LA LAKERS_ACTION,CLEVELAND_SCORE,LA LAKERS_SCORE
401,4,0:44.0,,K. Bryant makes free throw 3 of 3,103,99
402,4,0:44.0,Cleveland full timeout,,103,99
403,4,0:44.0,K. Love enters the game for S. Marion,,103,99
404,4,0:21.0,L. James makes 2-pt layup from 1 ft,,105,99
405,4,0:21.0,,LA Lakers full timeout,105,99
406,4,0:21.0,S. Marion enters the game for K. Love,,105,99
407,4,0:18.0,,K. Bryant misses 3-pt jump shot from 23 ft,105,99
408,4,0:17.0,Defensive rebound by J. Smith,,105,99
409,4,0:17.0,Personal foul by N. Young (drawn by J. Smith),,105,99
410,4,0:17.0,J. Smith misses free throw 1 of 2,,105,99
411,4,0:17.0,Offensive rebound by Team,,105,99
412,4,0:17.0,J. Smith makes free throw 2 of 2,,106,99
413,4,0:10.0,,N. Young makes 3-pt jump shot from 27 ft (assist by K. Bryant),106,102
414,4,0:09.0,Personal take foul by N. Young (drawn by L. James),,106,102
415,4,0:09.0,L. James makes free throw 1 of 2,,107,102
416,4,0:09.0,L. James makes free throw 2 of 2,,108,102
417,4,0:09.0,,LA Lakers full timeout,108,102
418,4,0:06.0,,R. Kelly misses 3-pt jump shot from 24 ft,108,102
419,4,0:04.0,Defensive rebound by T. Thompson,,108,102
420,4,0:04.0,Personal take foul by W. Johnson (drawn by T. Thompson),,108,102
421,4,0:04.0,T. Thompson makes free throw 1 of 2,,109,102
422,4,0:04.0,M. Dellavedova enters the game for L. James,,109,102
423,4,0:04.0,T. Thompson misses free throw 2 of 2,,109,102
424,4,0:03.0,,Defensive rebound by K. Bryant,109,102
