,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHARLOTTE_ACTION,DETROIT_SCORE,CHARLOTTE_SCORE
0,1,11:41.0,,A. Jefferson makes 2-pt hook shot from 10 ft (assist by M. Williams),0,2
1,1,11:29.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,0,2
2,1,11:28.0,,Defensive rebound by A. Jefferson,0,2
3,1,11:20.0,,A. Jefferson misses 2-pt jump shot from 15 ft,0,2
4,1,11:19.0,Defensive rebound by R. Jackson,,0,2
5,1,11:07.0,C. Butler makes 2-pt jump shot from 15 ft (assist by R. Jackson),,2,2
6,1,10:53.0,,G. Henderson makes 2-pt layup from 1 ft (assist by A. Jefferson),2,4
7,1,10:53.0,,Shooting foul by K. Caldwell-Pope (drawn by G. Henderson),2,4
8,1,10:53.0,,G. Henderson makes free throw 1 of 1,2,5
9,1,10:37.0,Turnover by A. Drummond (offensive foul),,2,5
10,1,10:37.0,,A. Jefferson misses flagrant free throw 1 of 2,2,5
11,1,10:37.0,,Offensive rebound by Team,2,5
12,1,10:37.0,,A. Jefferson makes flagrant free throw 2 of 2,2,6
13,1,10:33.0,,Turnover by J. Taylor (traveling),2,6
14,1,10:23.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,4,6
15,1,10:07.0,,M. Williams makes 2-pt layup from 1 ft (assist by A. Jefferson),4,8
16,1,9:52.0,R. Jackson misses 2-pt jump shot from 8 ft,,4,8
17,1,9:49.0,,Defensive rebound by Team,4,8
18,1,9:49.0,Loose ball foul by A. Drummond (drawn by M. Williams),,4,8
19,1,9:42.0,,Def 3 sec tech foul by C. Butler,4,8
20,1,9:42.0,,K. Walker makes technical free throw,4,9
21,1,9:30.0,,K. Walker makes 2-pt jump shot from 16 ft (assist by J. Taylor),4,11
22,1,9:24.0,Detroit full timeout,,4,11
23,1,9:24.0,J. Anthony enters the game for A. Drummond,,4,11
24,1,9:19.0,Personal foul by J. Taylor (drawn by R. Jackson),,4,11
25,1,9:08.0,A. Tolliver misses 2-pt jump shot from 9 ft,,4,11
26,1,9:07.0,,Defensive rebound by G. Henderson,4,11
27,1,8:54.0,,A. Jefferson misses 2-pt jump shot from 10 ft,4,11
28,1,8:53.0,,Offensive rebound by M. Williams,4,11
29,1,8:43.0,,J. Taylor misses 2-pt jump shot from 6 ft,4,11
30,1,8:42.0,,Offensive rebound by A. Jefferson,4,11
31,1,8:36.0,,K. Walker makes 3-pt jump shot from 26 ft,4,14
32,1,8:14.0,J. Anthony makes 2-pt jump shot from 8 ft (assist by C. Butler),,6,14
33,1,7:44.0,,K. Walker misses 2-pt layup from 2 ft,6,14
34,1,7:43.0,Defensive rebound by R. Jackson,,6,14
35,1,7:35.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by R. Jackson),,9,14
