,QUARTER,TIME_REMAINING,TORONTO_ACTION,INDIANA_ACTION,TORONTO_SCORE,INDIANA_SCORE
0,1,11:42.0,,D. West misses 2-pt jump shot from 19 ft,0,0
1,1,11:41.0,Defensive rebound by T. Ross,,0,0
2,1,11:17.0,K. Lowry makes 3-pt jump shot from 25 ft,,3,0
3,1,10:58.0,,Shooting foul by J. Valančiūnas (drawn by R. Hibbert),3,0
4,1,10:58.0,,R. Hibbert misses free throw 1 of 2,3,0
5,1,10:58.0,,Offensive rebound by Team,3,0
6,1,10:58.0,,R. Hibbert makes free throw 2 of 2,3,1
7,1,10:41.0,K. Lowry makes 2-pt jump shot from 14 ft,,5,1
8,1,10:41.0,Shooting foul by G. Hill (drawn by K. Lowry),,5,1
9,1,10:41.0,K. Lowry misses free throw 1 of 1,,5,1
10,1,10:41.0,,Defensive rebound by S. Hill,5,1
11,1,10:32.0,,S. Hill makes 2-pt jump shot from 3 ft,5,3
12,1,10:19.0,D. DeRozan misses 2-pt jump shot from 19 ft,,5,3
13,1,10:18.0,,Defensive rebound by G. Hill,5,3
14,1,10:10.0,,R. Hibbert misses 2-pt layup from 1 ft (block by J. Valančiūnas),5,3
15,1,10:08.0,Defensive rebound by D. DeRozan,,5,3
16,1,10:02.0,D. DeRozan misses 2-pt layup from 1 ft,,5,3
17,1,10:01.0,Offensive rebound by J. Valančiūnas,,5,3
18,1,10:01.0,J. Valančiūnas makes 2-pt tip-in from 1 ft,,7,3
19,1,9:42.0,,G. Hill makes 3-pt jump shot from 27 ft (assist by S. Hill),7,6
20,1,9:34.0,Personal foul by C. Miles (drawn by K. Lowry),,7,6
21,1,9:26.0,J. Valančiūnas makes 2-pt jump shot at rim (assist by K. Lowry),,9,6
22,1,9:09.0,,R. Hibbert misses 2-pt jump shot from 8 ft,9,6
23,1,9:08.0,Defensive rebound by K. Lowry,,9,6
24,1,8:57.0,D. DeRozan makes 2-pt jump shot from 16 ft,,11,6
25,1,8:37.0,,R. Hibbert misses 2-pt jump shot from 7 ft,11,6
26,1,8:36.0,,Offensive rebound by D. West,11,6
27,1,8:34.0,,D. West misses 2-pt jump shot from 3 ft (block by J. Valančiūnas),11,6
28,1,8:32.0,Defensive rebound by K. Lowry,,11,6
29,1,8:25.0,D. DeRozan makes 2-pt jump shot from 7 ft (assist by K. Lowry),,13,6
30,1,8:13.0,,Personal foul by A. Johnson (drawn by D. West),13,6
31,1,8:02.0,,G. Hill makes 2-pt jump shot from 15 ft,13,8
32,1,7:45.0,D. DeRozan misses 2-pt jump shot from 8 ft,,13,8
33,1,7:43.0,,Defensive rebound by Team,13,8
34,1,7:30.0,,C. Miles makes 2-pt dunk at rim (assist by R. Hibbert),13,10
35,1,7:19.0,Turnover by T. Ross (traveling),,13,10
36,1,7:09.0,,G. Hill misses 2-pt layup at rim (block by A. Johnson),13,10
37,1,7:08.0,Defensive rebound by A. Johnson,,13,10
38,1,7:04.0,T. Ross misses 2-pt dunk at rim,,13,10
39,1,7:02.0,,Defensive rebound by Team,13,10
40,1,6:40.0,,S. Hill misses 3-pt jump shot from 23 ft,13,10
41,1,6:39.0,Defensive rebound by J. Valančiūnas,,13,10
42,1,6:33.0,A. Johnson misses 2-pt layup from 1 ft,,13,10
43,1,6:32.0,,Defensive rebound by R. Hibbert,13,10
44,1,6:14.0,,R. Hibbert misses 2-pt jump shot from 5 ft,13,10
45,1,6:13.0,Defensive rebound by Team,,13,10
46,1,5:57.0,Shooting foul by S. Hill (drawn by D. DeRozan),,13,10
47,1,5:57.0,,Indiana full timeout,13,10
48,1,5:57.0,D. DeRozan makes free throw 1 of 2,,14,10
49,1,5:57.0,D. DeRozan makes free throw 2 of 2,,15,10
50,1,5:41.0,,R. Hibbert misses 2-pt jump shot from 8 ft,15,10
51,1,5:40.0,Defensive rebound by K. Lowry,,15,10
52,1,5:34.0,K. Lowry makes 3-pt jump shot from 27 ft,,18,10
53,1,5:21.0,,G. Hill makes 2-pt layup from 1 ft,18,12
54,1,5:13.0,T. Ross makes 3-pt jump shot from 23 ft (assist by K. Lowry),,21,12
55,1,5:01.0,,D. West misses 2-pt jump shot from 16 ft,21,12
56,1,5:00.0,Defensive rebound by K. Lowry,,21,12
57,1,4:54.0,Turnover by K. Lowry (bad pass; steal by S. Hill),,21,12
58,1,4:50.0,,S. Hill makes 2-pt dunk at rim,21,14
59,1,4:31.0,D. DeRozan misses 2-pt jump shot from 15 ft,,21,14
60,1,4:28.0,,Defensive rebound by G. Hill,21,14
61,1,4:22.0,,I. Mahinmi enters the game for R. Hibbert,21,14
62,1,4:22.0,,R. Stuckey enters the game for C. Miles,21,14
63,1,4:22.0,P. Patterson enters the game for J. Valančiūnas,,21,14
64,1,4:22.0,G. Vásquez enters the game for K. Lowry,,21,14
65,1,4:15.0,,R. Stuckey makes 2-pt jump shot from 20 ft (assist by G. Hill),21,16
66,1,4:02.0,Offensive foul by A. Johnson (drawn by S. Hill),,21,16
67,1,4:02.0,Turnover by A. Johnson (offensive foul),,21,16
68,1,4:02.0,T. Hansbrough enters the game for A. Johnson,,21,16
69,1,3:49.0,,R. Stuckey makes 2-pt layup at rim (assist by D. West),21,18
70,1,3:30.0,D. DeRozan makes 2-pt layup from 1 ft,,23,18
71,1,3:15.0,,Personal foul by T. Hansbrough (drawn by I. Mahinmi),23,18
72,1,3:15.0,L. Williams enters the game for T. Ross,,23,18
73,1,3:11.0,,Personal foul by P. Patterson (drawn by D. West),23,18
74,1,2:59.0,,G. Hill makes 2-pt layup from 1 ft,23,20
75,1,2:37.0,G. Vásquez misses 3-pt jump shot from 25 ft,,23,20
76,1,2:35.0,,Defensive rebound by S. Hill,23,20
77,1,2:31.0,,R. Stuckey makes 2-pt layup from 1 ft (assist by S. Hill),23,22
78,1,2:24.0,Toronto full timeout,,23,22
79,1,2:08.0,D. DeRozan misses 2-pt jump shot from 16 ft,,23,22
80,1,2:07.0,,Defensive rebound by D. West,23,22
81,1,1:45.0,,R. Stuckey misses 2-pt layup at rim (block by G. Vásquez),23,22
82,1,1:45.0,,Offensive rebound by Team,23,22
83,1,1:45.0,,L. Scola enters the game for D. West,23,22
84,1,1:45.0,,C. Watson enters the game for G. Hill,23,22
85,1,1:42.0,,S. Hill misses 2-pt jump shot from 19 ft,23,22
86,1,1:40.0,Defensive rebound by P. Patterson,,23,22
87,1,1:30.0,L. Williams makes 2-pt jump shot from 15 ft,,25,22
88,1,1:16.0,,L. Scola misses 2-pt jump shot from 16 ft,25,22
89,1,1:16.0,Defensive rebound by G. Vásquez,,25,22
90,1,1:09.0,Shooting foul by I. Mahinmi (drawn by P. Patterson),,25,22
91,1,1:09.0,P. Patterson makes free throw 1 of 2,,26,22
92,1,1:09.0,K. Lowry enters the game for D. DeRozan,,26,22
93,1,1:09.0,P. Patterson makes free throw 2 of 2,,27,22
94,1,0:46.0,,R. Stuckey misses 2-pt jump shot from 18 ft,27,22
95,1,0:45.0,Defensive rebound by P. Patterson,,27,22
96,1,0:38.0,G. Vásquez makes 2-pt jump shot from 18 ft,,29,22
97,1,0:26.0,,S. Hill makes 2-pt layup at rim,29,24
98,1,0:02.0,L. Williams misses 3-pt jump shot from 26 ft,,29,24
99,1,0:00.0,,Defensive rebound by Team,29,24
100,2,11:50.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. Patterson),,32,24
101,2,11:34.0,,R. Stuckey misses 3-pt jump shot from 25 ft,32,24
102,2,11:32.0,Defensive rebound by K. Lowry,,32,24
103,2,11:23.0,Shooting foul by C. Watson (drawn by L. Williams),,32,24
