,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW ORLEANS_ACTION,PHOENIX_SCORE,NEW ORLEANS_SCORE
95,1,0:07.0,Personal take foul by N. Cole (drawn by A. Goodwin),,21,27
96,1,0:02.0,M. Morris misses 3-pt jump shot from 25 ft,,21,27
97,1,0:01.0,,Defensive rebound by A. Davis,21,27
98,2,11:45.0,,Personal foul by E. Barron (drawn by A. Davis),21,27
99,2,11:45.0,,A. Ajinça enters the game for A. Davis,21,27
100,2,11:38.0,,R. Anderson misses 2-pt layup from 2 ft (block by E. Barron),21,27
101,2,11:36.0,Defensive rebound by M. Morris,,21,27
102,2,11:30.0,Turnover by E. Barron (lost ball),,21,27
103,2,11:14.0,,J. Holiday misses 3-pt jump shot from 26 ft,21,27
104,2,11:13.0,Defensive rebound by M. Morris,,21,27
105,2,11:02.0,G. Green misses 2-pt jump shot from 11 ft,,21,27
106,2,11:00.0,,Defensive rebound by D. Cunningham,21,27
107,2,10:49.0,,A. Ajinça makes 2-pt jump shot from 15 ft (assist by N. Cole),21,29
108,2,10:28.0,M. Morris misses 3-pt jump shot from 25 ft,,21,29
109,2,10:27.0,,Defensive rebound by N. Cole,21,29
110,2,10:18.0,,Turnover by J. Holiday (bad pass; steal by A. Goodwin),21,29
111,2,10:14.0,T. Warren misses 2-pt jump shot from 3 ft (block by D. Cunningham),,21,29
112,2,10:13.0,Offensive rebound by Team,,21,29
113,2,10:13.0,R. Bullock enters the game for T. Warren,,21,29
114,2,10:13.0,E. Bledsoe enters the game for A. Goodwin,,21,29
115,2,10:03.0,R. Bullock misses 3-pt jump shot from 24 ft,,21,29
116,2,10:02.0,,Defensive rebound by D. Cunningham,21,29
117,2,9:58.0,,Turnover by N. Cole (lost ball; steal by R. Bullock),21,29
118,2,9:55.0,Shooting foul by J. Holiday (drawn by R. Bullock),,21,29
119,2,9:55.0,R. Bullock makes free throw 1 of 2,,22,29
120,2,9:55.0,R. Bullock misses free throw 2 of 2,,22,29
121,2,9:55.0,,Defensive rebound by A. Ajinça,22,29
122,2,9:38.0,,J. Holiday makes 2-pt jump shot from 20 ft (assist by N. Cole),22,31
123,2,9:30.0,G. Green makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,25,31
124,2,9:14.0,,N. Cole makes 3-pt jump shot from 23 ft (assist by J. Holiday),25,34
125,2,9:03.0,E. Bledsoe misses 2-pt layup from 2 ft (block by R. Anderson),,25,34
126,2,9:02.0,,Defensive rebound by N. Cole,25,34
127,2,8:56.0,,D. Cunningham makes 2-pt layup from 2 ft (assist by N. Cole),25,36
128,2,8:34.0,E. Bledsoe makes 2-pt jump shot from 18 ft,,27,36
129,2,8:17.0,,J. Holiday misses 2-pt layup from 2 ft,27,36
130,2,8:15.0,Defensive rebound by E. Bledsoe,,27,36
131,2,8:13.0,Turnover by E. Bledsoe (bad pass),,27,36
132,2,8:13.0,Official timeout,,27,36
133,2,8:13.0,M. Morris enters the game for M. Morris,,27,36
134,2,8:13.0,P. Tucker enters the game for E. Barron,,27,36
135,2,7:41.0,G. Green makes 2-pt jump shot from 12 ft,,29,36
136,2,7:13.0,,A. Ajinça misses 2-pt jump shot from 12 ft,29,36
137,2,7:12.0,,Offensive rebound by A. Ajinça,29,36
138,2,7:12.0,,E. Gordon enters the game for J. Holiday,29,36
139,2,6:58.0,,E. Gordon misses 3-pt jump shot from 26 ft,29,36
140,2,6:56.0,Defensive rebound by M. Morris,,29,36
141,2,6:47.0,E. Bledsoe makes 2-pt layup from 1 ft,,31,36
142,2,6:19.0,,D. Cunningham makes 2-pt jump shot from 14 ft,31,38
143,2,6:07.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Green),,33,38
144,2,5:47.0,,N. Cole makes 2-pt jump shot from 19 ft (assist by A. Ajinça),33,40
145,2,5:29.0,M. Morris misses 2-pt jump shot from 11 ft (block by A. Ajinça),,33,40
146,2,5:28.0,,Defensive rebound by D. Cunningham,33,40
147,2,5:22.0,,E. Gordon misses 3-pt jump shot from 22 ft,33,40
148,2,5:19.0,Defensive rebound by M. Morris,,33,40
149,2,5:01.0,G. Green misses 2-pt jump shot from 14 ft,,33,40
150,2,5:00.0,,Defensive rebound by R. Anderson,33,40
151,2,4:42.0,,A. Ajinça makes 2-pt jump shot from 7 ft (assist by N. Cole),33,42
152,2,4:23.0,Turnover by P. Tucker (bad pass),,33,42
153,2,4:23.0,,New Orleans full timeout,33,42
154,2,4:23.0,,T. Evans enters the game for N. Cole,33,42
155,2,4:23.0,,Q. Pondexter enters the game for A. Ajinça,33,42
156,2,4:05.0,,D. Cunningham misses 2-pt jump shot from 20 ft,33,42
157,2,4:03.0,,Offensive rebound by R. Anderson,33,42
158,2,4:03.0,,R. Anderson misses 2-pt tip-in at rim,33,42
159,2,4:02.0,Defensive rebound by R. Bullock,,33,42
160,2,3:44.0,G. Green misses 3-pt jump shot from 26 ft,,33,42
161,2,3:43.0,,Defensive rebound by Q. Pondexter,33,42
162,2,3:25.0,,E. Gordon makes 2-pt jump shot from 8 ft (assist by D. Cunningham),33,44
163,2,2:59.0,P. Tucker makes 3-pt jump shot from 26 ft (assist by M. Morris),,36,44
164,2,2:40.0,,R. Anderson misses 3-pt jump shot from 26 ft,36,44
165,2,2:39.0,,Offensive rebound by Team,36,44
166,2,2:39.0,Phoenix full timeout,,36,44
167,2,2:39.0,T. Warren enters the game for G. Green,,36,44
168,2,2:39.0,A. Goodwin enters the game for R. Bullock,,36,44
169,2,2:28.0,,Turnover by R. Anderson (offensive foul),36,44
170,2,2:28.0,,Offensive foul by R. Anderson (drawn by P. Tucker),36,44
171,2,2:17.0,P. Tucker misses 3-pt jump shot from 24 ft,,36,44
172,2,2:15.0,,Defensive rebound by T. Evans,36,44
173,2,2:07.0,,Personal foul by A. Goodwin (drawn by E. Gordon),36,44
174,2,1:55.0,,Q. Pondexter misses 3-pt jump shot from 23 ft,36,44
175,2,1:53.0,,Offensive rebound by E. Gordon,36,44
176,2,1:47.0,,T. Evans misses 2-pt layup at rim,36,44
177,2,1:45.0,Defensive rebound by P. Tucker,,36,44
178,2,1:40.0,M. Morris misses 2-pt dunk at rim,,36,44
179,2,1:39.0,,Defensive rebound by D. Cunningham,36,44
180,2,1:33.0,,Turnover by T. Evans (lost ball; steal by A. Goodwin),36,44
181,2,1:31.0,Shooting foul by D. Cunningham (drawn by M. Morris),,36,44
182,2,1:31.0,M. Morris makes free throw 1 of 2,,37,44
183,2,1:31.0,M. Morris makes free throw 2 of 2,,38,44
184,2,1:12.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by T. Evans),38,47
185,2,1:00.0,M. Morris misses 2-pt jump shot from 18 ft,,38,47
186,2,0:59.0,Offensive rebound by A. Goodwin,,38,47
187,2,0:55.0,A. Goodwin makes 2-pt dunk at rim (assist by T. Warren),,40,47
188,2,0:49.0,,New Orleans full timeout,40,47
189,2,0:49.0,,Ö. Aşık enters the game for D. Cunningham,40,47
190,2,0:49.0,B. Wright enters the game for M. Morris,,40,47
191,2,0:37.0,,R. Anderson misses 3-pt jump shot from 23 ft,40,47
192,2,0:35.0,Defensive rebound by A. Goodwin,,40,47
193,2,0:22.0,Personal foul by T. Evans (drawn by E. Bledsoe),,40,47
194,2,0:22.0,E. Bledsoe makes free throw 1 of 2,,41,47
195,2,0:22.0,E. Bledsoe misses free throw 2 of 2,,41,47
196,2,0:20.0,,Defensive rebound by R. Anderson,41,47
197,2,0:05.0,,Personal take foul by A. Goodwin (drawn by E. Gordon),41,47
198,2,0:02.0,,Ö. Aşık misses 2-pt layup from 2 ft,41,47
199,2,0:01.0,Defensive rebound by B. Wright,,41,47
200,2,0:00.0,B. Wright misses 3-pt jump shot from 54 ft,,41,47
201,2,0:00.0,Offensive rebound by Team,,41,47
202,3,11:40.0,,R. Anderson misses 2-pt jump shot from 21 ft,41,47
203,3,11:39.0,Defensive rebound by M. Morris,,41,47
204,3,11:33.0,E. Bledsoe makes 2-pt layup from 1 ft,,43,47
205,3,11:07.0,,Turnover by T. Evans (bad pass; steal by M. Morris),43,47
206,3,10:58.0,M. Morris misses 2-pt jump shot from 16 ft,,43,47
207,3,10:57.0,,Defensive rebound by Ö. Aşık,43,47
208,3,10:50.0,,E. Gordon misses 2-pt jump shot from 14 ft,43,47
209,3,10:49.0,Defensive rebound by M. Morris,,43,47
210,3,10:37.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,43,47
211,3,10:35.0,Offensive rebound by B. Wright,,43,47
212,3,10:29.0,M. Morris misses 2-pt jump shot from 7 ft (block by R. Anderson),,43,47
213,3,10:29.0,Offensive rebound by Team,,43,47
214,3,10:26.0,M. Morris misses 2-pt jump shot from 18 ft,,43,47
215,3,10:25.0,,Defensive rebound by Ö. Aşık,43,47
216,3,10:12.0,,Q. Pondexter misses 3-pt jump shot from 24 ft,43,47
217,3,10:11.0,,Offensive rebound by Ö. Aşık,43,47
218,3,10:05.0,,Turnover by T. Evans (lost ball; steal by P. Tucker),43,47
219,3,10:01.0,Shooting foul by E. Gordon (drawn by P. Tucker),,43,47
220,3,10:01.0,P. Tucker makes free throw 1 of 2,,44,47
221,3,10:01.0,P. Tucker makes free throw 2 of 2,,45,47
222,3,9:39.0,,Q. Pondexter misses 2-pt jump shot from 6 ft (block by B. Wright),45,47
223,3,9:37.0,Defensive rebound by M. Morris,,45,47
224,3,9:29.0,M. Morris misses 3-pt jump shot from 26 ft,,45,47
225,3,9:28.0,,Defensive rebound by T. Evans,45,47
226,3,9:20.0,,T. Evans makes 2-pt layup from 1 ft,45,49
227,3,9:10.0,M. Morris makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),,48,49
228,3,8:58.0,,E. Gordon makes 2-pt jump shot from 8 ft (assist by T. Evans),48,51
229,3,8:58.0,,Shooting foul by M. Morris (drawn by E. Gordon),48,51
230,3,8:58.0,,E. Gordon makes free throw 1 of 1,48,52
231,3,8:38.0,Personal foul by E. Gordon (drawn by E. Bledsoe),,48,52
232,3,8:34.0,M. Morris misses 3-pt jump shot from 24 ft,,48,52
233,3,8:32.0,,Defensive rebound by Q. Pondexter,48,52
234,3,8:28.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by E. Gordon),48,55
235,3,8:08.0,P. Tucker misses 2-pt jump shot from 4 ft,,48,55
236,3,8:07.0,,Defensive rebound by Ö. Aşık,48,55
237,3,7:58.0,,T. Evans misses 2-pt jump shot from 20 ft,48,55
238,3,7:57.0,Defensive rebound by M. Morris,,48,55
239,3,7:47.0,M. Morris makes 2-pt jump shot from 11 ft (assist by E. Bledsoe),,50,55
240,3,7:23.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by Ö. Aşık),50,58
241,3,7:03.0,M. Morris makes 2-pt layup from 1 ft (assist by E. Bledsoe),,52,58
242,3,6:42.0,,R. Anderson misses 2-pt jump shot from 9 ft,52,58
243,3,6:41.0,,Offensive rebound by Team,52,58
244,3,6:41.0,T. Warren enters the game for M. Morris,,52,58
245,3,6:41.0,A. Goodwin enters the game for P. Tucker,,52,58
246,3,6:33.0,,Shooting foul by T. Warren (drawn by T. Evans),52,58
247,3,6:33.0,,T. Evans makes free throw 1 of 2,52,59
248,3,6:33.0,,T. Evans makes free throw 2 of 2,52,60
249,3,6:08.0,A. Goodwin misses 3-pt jump shot from 27 ft,,52,60
250,3,6:06.0,,Defensive rebound by Q. Pondexter,52,60
251,3,5:58.0,,T. Evans misses 2-pt jump shot from 22 ft,52,60
252,3,5:56.0,Defensive rebound by E. Bledsoe,,52,60
253,3,5:45.0,T. Warren misses 3-pt jump shot from 26 ft,,52,60
254,3,5:44.0,Offensive rebound by M. Morris,,52,60
255,3,5:39.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,52,60
256,3,5:38.0,,Defensive rebound by Q. Pondexter,52,60
257,3,5:34.0,,New Orleans full timeout,52,60
258,3,5:34.0,,D. Cunningham enters the game for R. Anderson,52,60
259,3,5:27.0,,E. Gordon misses 2-pt jump shot from 15 ft,52,60
260,3,5:26.0,Defensive rebound by M. Morris,,52,60
261,3,5:08.0,T. Warren misses 2-pt jump shot from 17 ft,,52,60
262,3,5:06.0,,Defensive rebound by Ö. Aşık,52,60
263,3,4:51.0,,E. Gordon makes 2-pt jump shot from 9 ft,52,62
264,3,4:32.0,M. Morris misses 2-pt jump shot from 12 ft,,52,62
265,3,4:30.0,Offensive rebound by T. Warren,,52,62
266,3,4:30.0,T. Warren makes 2-pt dunk at rim,,54,62
267,3,4:12.0,,E. Gordon misses 2-pt jump shot from 6 ft,54,62
268,3,4:11.0,,Offensive rebound by Ö. Aşık,54,62
269,3,4:10.0,,Ö. Aşık makes 2-pt layup from 2 ft,54,64
270,3,3:56.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,57,64
271,3,3:29.0,,T. Evans misses 2-pt jump shot from 21 ft,57,64
272,3,3:28.0,Defensive rebound by M. Morris,,57,64
273,3,3:26.0,Turnover by M. Morris (bad pass; steal by T. Evans),,57,64
274,3,3:20.0,,D. Cunningham misses 2-pt jump shot from 16 ft,57,64
275,3,3:19.0,,Offensive rebound by Ö. Aşık,57,64
276,3,3:19.0,,Ö. Aşık misses 2-pt tip-in from 1 ft,57,64
277,3,3:18.0,Defensive rebound by Team,,57,64
278,3,3:18.0,,J. Holiday enters the game for E. Gordon,57,64
279,3,3:18.0,Phoenix full timeout,,57,64
280,3,3:18.0,P. Tucker enters the game for M. Morris,,57,64
281,3,3:18.0,,N. Cole enters the game for T. Evans,57,64
282,3,3:07.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,57,64
283,3,3:06.0,,Defensive rebound by Ö. Aşık,57,64
284,3,2:51.0,,Turnover by J. Holiday (bad pass; steal by A. Goodwin),57,64
285,3,2:45.0,Turnover by A. Goodwin (lost ball; steal by J. Holiday),,57,64
286,3,2:40.0,,Q. Pondexter misses 3-pt jump shot from 26 ft,57,64
287,3,2:39.0,,Offensive rebound by Ö. Aşık,57,64
288,3,2:39.0,,Personal foul by P. Tucker (drawn by Ö. Aşık),57,64
289,3,2:39.0,,A. Ajinça enters the game for Ö. Aşık,57,64
290,3,2:39.0,E. Barron enters the game for B. Wright,,57,64
291,3,2:26.0,,J. Holiday misses 2-pt jump shot from 16 ft,57,64
292,3,2:23.0,Defensive rebound by P. Tucker,,57,64
293,3,2:02.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by T. Warren),,60,64
294,3,1:36.0,,A. Ajinça makes 2-pt hook shot from 10 ft (assist by N. Cole),60,66
295,3,1:18.0,Turnover by E. Bledsoe (bad pass; steal by A. Ajinça),,60,66
296,3,1:18.0,,Personal foul by P. Tucker (drawn by J. Holiday),60,66
297,3,1:18.0,,L. Babbitt enters the game for Q. Pondexter,60,66
298,3,1:00.0,,D. Cunningham makes 2-pt jump shot from 15 ft (assist by J. Holiday),60,68
299,3,0:38.0,E. Bledsoe misses 2-pt layup from 1 ft (block by D. Cunningham),,60,68
300,3,0:36.0,,Defensive rebound by A. Ajinça,60,68
301,3,0:31.0,,J. Holiday misses 2-pt layup from 2 ft,60,68
302,3,0:29.0,Defensive rebound by A. Goodwin,,60,68
303,3,0:09.0,Turnover by A. Goodwin (lost ball),,60,68
304,3,0:09.0,Technical foul by Team,,60,68
305,3,0:09.0,,N. Cole makes technical free throw,60,69
306,3,0:06.0,,Personal foul by E. Barron (drawn by A. Ajinça),60,69
307,3,0:06.0,,A. Ajinça makes free throw 1 of 2,60,70
308,3,0:06.0,M. Morris enters the game for E. Barron,,60,70
309,3,0:06.0,,A. Ajinça misses free throw 2 of 2,60,70
310,3,0:05.0,Defensive rebound by A. Goodwin,,60,70
311,3,0:00.0,T. Warren misses 3-pt jump shot from 25 ft,,60,70
312,3,0:00.0,Offensive rebound by Team,,60,70
313,4,11:53.0,Personal foul by J. Holiday (drawn by A. Goodwin),,60,70
314,4,11:37.0,P. Tucker makes 2-pt layup from 1 ft (assist by E. Bledsoe),,62,70
315,4,11:21.0,,N. Cole misses 3-pt jump shot from 24 ft,62,70
316,4,11:19.0,,Offensive rebound by D. Cunningham,62,70
317,4,11:13.0,,D. Cunningham makes 2-pt layup from 2 ft (assist by J. Holiday),62,72
318,4,11:00.0,Personal foul by D. Cunningham (drawn by E. Bledsoe),,62,72
319,4,11:00.0,M. Morris enters the game for P. Tucker,,62,72
320,4,10:44.0,A. Goodwin misses 3-pt jump shot from 27 ft,,62,72
321,4,10:43.0,,Defensive rebound by A. Davis,62,72
322,4,10:31.0,,A. Davis misses 2-pt jump shot from 18 ft,62,72
323,4,10:29.0,,Offensive rebound by J. Holiday,62,72
324,4,10:25.0,,Shooting foul by A. Goodwin (drawn by A. Davis),62,72
325,4,10:25.0,,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),62,74
326,4,10:25.0,,A. Davis misses free throw 1 of 1,62,74
327,4,10:24.0,Defensive rebound by M. Morris,,62,74
328,4,10:13.0,E. Bledsoe misses 2-pt layup from 1 ft,,62,74
329,4,10:11.0,Offensive rebound by M. Morris,,62,74
330,4,10:09.0,M. Morris misses 2-pt jump shot from 3 ft (block by N. Cole),,62,74
331,4,10:06.0,,Defensive rebound by N. Cole,62,74
332,4,10:00.0,,J. Holiday misses 3-pt jump shot from 25 ft,62,74
333,4,9:57.0,Defensive rebound by T. Warren,,62,74
334,4,9:51.0,Personal foul by J. Holiday (drawn by T. Warren),,62,74
335,4,9:38.0,M. Morris misses 2-pt jump shot from 10 ft,,62,74
336,4,9:36.0,,Defensive rebound by A. Davis,62,74
337,4,9:26.0,,E. Gordon misses 3-pt jump shot from 26 ft,62,74
338,4,9:24.0,Defensive rebound by M. Morris,,62,74
339,4,9:18.0,E. Bledsoe misses 2-pt jump shot from 20 ft,,62,74
340,4,9:16.0,,Defensive rebound by A. Davis,62,74
341,4,9:00.0,,A. Davis misses 2-pt layup from 2 ft,62,74
342,4,8:59.0,,Offensive rebound by Team,62,74
343,4,8:59.0,Official timeout,,62,74
344,4,8:59.0,B. Wright enters the game for E. Bledsoe,,62,74
345,4,8:44.0,,D. Cunningham makes 2-pt jump shot from 18 ft (assist by A. Davis),62,76
346,4,8:16.0,Turnover by M. Morris (bad pass; steal by A. Davis),,62,76
347,4,8:10.0,,E. Gordon misses 2-pt layup from 2 ft,62,76
348,4,8:08.0,Defensive rebound by M. Morris,,62,76
349,4,8:00.0,T. Warren misses 2-pt jump shot at rim,,62,76
350,4,7:59.0,Offensive rebound by T. Warren,,62,76
351,4,7:59.0,T. Warren makes 2-pt tip-in at rim,,64,76
352,4,7:43.0,,J. Holiday misses 3-pt jump shot from 26 ft,64,76
353,4,7:41.0,Defensive rebound by A. Goodwin,,64,76
354,4,7:17.0,T. Warren misses 2-pt jump shot from 16 ft,,64,76
355,4,7:15.0,,Defensive rebound by A. Davis,64,76
356,4,7:04.0,,N. Cole makes 2-pt layup from 2 ft (assist by A. Davis),64,78
357,4,6:41.0,M. Morris misses 2-pt jump shot from 18 ft,,64,78
358,4,6:39.0,Offensive rebound by Team,,64,78
359,4,6:39.0,P. Tucker enters the game for A. Goodwin,,64,78
360,4,6:39.0,E. Bledsoe enters the game for M. Morris,,64,78
361,4,6:32.0,B. Wright misses 2-pt jump shot from 8 ft,,64,78
362,4,6:31.0,Offensive rebound by M. Morris,,64,78
363,4,6:31.0,M. Morris misses 2-pt tip-in at rim,,64,78
364,4,6:29.0,,Defensive rebound by D. Cunningham,64,78
365,4,6:13.0,,A. Davis misses 2-pt jump shot from 15 ft,64,78
366,4,6:11.0,,Offensive rebound by D. Cunningham,64,78
367,4,5:54.0,,D. Cunningham makes 2-pt jump shot from 17 ft (assist by N. Cole),64,80
368,4,5:37.0,E. Bledsoe misses 2-pt jump shot from 3 ft (block by N. Cole),,64,80
369,4,5:35.0,,Defensive rebound by A. Davis,64,80
370,4,5:23.0,,Shooting foul by B. Wright (drawn by A. Davis),64,80
371,4,5:23.0,,New Orleans full timeout,64,80
372,4,5:23.0,,Q. Pondexter enters the game for J. Holiday,64,80
373,4,5:23.0,,A. Davis misses free throw 1 of 2,64,80
374,4,5:23.0,,Offensive rebound by Team,64,80
375,4,5:23.0,,A. Davis misses free throw 2 of 2,64,80
376,4,5:22.0,Defensive rebound by M. Morris,,64,80
377,4,4:59.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,67,80
378,4,4:42.0,,E. Gordon misses 2-pt jump shot from 14 ft,67,80
379,4,4:40.0,Defensive rebound by B. Wright,,67,80
380,4,4:29.0,E. Bledsoe makes 2-pt jump shot from 20 ft,,69,80
381,4,4:14.0,,Personal foul by E. Bledsoe (drawn by A. Davis),69,80
382,4,4:14.0,,T. Evans enters the game for N. Cole,69,80
