,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHICAGO_ACTION,BOSTON_SCORE,CHICAGO_SCORE
0,1,11:38.0,,J. Butler misses 3-pt jump shot from 24 ft,0,0
1,1,11:36.0,Defensive rebound by K. Olynyk,,0,0
2,1,11:25.0,Turnover by K. Olynyk (bad pass; steal by J. Butler),,0,0
3,1,11:07.0,,P. Gasol misses 2-pt jump shot from 7 ft,0,0
4,1,11:06.0,Defensive rebound by K. Olynyk,,0,0
5,1,10:56.0,K. Olynyk misses 2-pt jump shot from 16 ft,,0,0
6,1,10:55.0,,Defensive rebound by J. Noah,0,0
7,1,10:30.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,0,0
8,1,10:29.0,Defensive rebound by E. Turner,,0,0
9,1,10:16.0,A. Bradley misses 2-pt jump shot from 19 ft,,0,0
10,1,10:15.0,,Defensive rebound by J. Noah,0,0
11,1,9:58.0,,J. Noah misses 2-pt jump shot from 19 ft,0,0
12,1,9:57.0,Defensive rebound by J. Sullinger,,0,0
13,1,9:51.0,E. Turner makes 2-pt jump shot from 13 ft,,2,0
14,1,9:33.0,,J. Noah misses 2-pt jump shot from 20 ft,2,0
15,1,9:31.0,Defensive rebound by J. Sullinger,,2,0
16,1,9:25.0,A. Bradley makes 2-pt jump shot from 20 ft,,4,0
17,1,9:10.0,,Personal foul by J. Sullinger (drawn by P. Gasol),4,0
18,1,9:01.0,,J. Noah misses 2-pt jump shot from 6 ft,4,0
19,1,9:00.0,,Offensive rebound by P. Gasol,4,0
20,1,8:57.0,,P. Gasol misses 2-pt layup from 1 ft,4,0
21,1,8:55.0,Defensive rebound by K. Olynyk,,4,0
22,1,8:48.0,Turnover by E. Turner (bad pass),,4,0
23,1,8:33.0,,P. Gasol makes 2-pt jump shot from 15 ft (assist by K. Hinrich),4,2
24,1,8:20.0,J. Green makes 3-pt jump shot from 25 ft (assist by J. Sullinger),,7,2
25,1,8:02.0,,M. Dunleavy misses 2-pt jump shot from 3 ft (block by K. Olynyk),7,2
26,1,8:02.0,,Offensive rebound by Team,7,2
27,1,7:58.0,,Turnover by P. Gasol (lost ball),7,2
28,1,7:39.0,J. Sullinger misses 3-pt jump shot from 24 ft,,7,2
29,1,7:38.0,Offensive rebound by E. Turner,,7,2
30,1,7:35.0,E. Turner misses 2-pt jump shot from 17 ft,,7,2
31,1,7:33.0,Offensive rebound by J. Sullinger,,7,2
32,1,7:33.0,J. Sullinger misses 2-pt tip-in from 2 ft,,7,2
33,1,7:31.0,,Defensive rebound by J. Noah,7,2
34,1,7:10.0,,J. Butler misses 2-pt jump shot from 15 ft,7,2
35,1,7:09.0,Defensive rebound by J. Green,,7,2
36,1,7:03.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by J. Green),,10,2
37,1,6:41.0,,K. Hinrich misses 2-pt jump shot from 22 ft,10,2
38,1,6:40.0,Defensive rebound by E. Turner,,10,2
39,1,6:34.0,J. Sullinger makes 2-pt jump shot from 3 ft (assist by E. Turner),,12,2
40,1,6:32.0,,Chicago full timeout,12,2
41,1,6:32.0,B. Bass enters the game for J. Sullinger,,12,2
42,1,6:16.0,,P. Gasol makes 2-pt hook shot from 10 ft,12,4
43,1,6:05.0,Turnover by B. Bass (bad pass; steal by M. Dunleavy),,12,4
44,1,6:00.0,,M. Dunleavy makes 3-pt jump shot from 24 ft,12,7
45,1,5:42.0,J. Green misses 2-pt jump shot from 17 ft,,12,7
46,1,5:41.0,,Defensive rebound by P. Gasol,12,7
47,1,5:37.0,,J. Noah makes 2-pt layup from 2 ft (assist by P. Gasol),12,9
48,1,5:12.0,B. Bass makes 2-pt jump shot from 11 ft (assist by A. Bradley),,14,9
49,1,4:56.0,,P. Gasol makes 2-pt layup from 1 ft (assist by J. Noah),14,11
50,1,4:39.0,B. Bass misses 2-pt jump shot from 19 ft,,14,11
51,1,4:38.0,,Defensive rebound by M. Dunleavy,14,11
52,1,4:27.0,,P. Gasol misses 2-pt hook shot from 6 ft,14,11
53,1,4:25.0,Defensive rebound by A. Bradley,,14,11
54,1,4:22.0,Turnover by A. Bradley (bad pass),,14,11
55,1,4:22.0,M. Thornton enters the game for J. Green,,14,11
56,1,4:22.0,G. Wallace enters the game for A. Bradley,,14,11
57,1,4:22.0,,A. Brooks enters the game for J. Noah,14,11
58,1,4:22.0,,T. Gibson enters the game for K. Hinrich,14,11
59,1,4:07.0,,J. Butler makes 2-pt layup from 1 ft (assist by A. Brooks),14,13
60,1,3:53.0,B. Bass makes 2-pt jump shot from 8 ft,,16,13
61,1,3:29.0,,A. Brooks makes 2-pt jump shot from 17 ft,16,15
62,1,3:12.0,M. Thornton makes 2-pt jump shot from 5 ft (assist by E. Turner),,18,15
63,1,2:53.0,,M. Dunleavy makes 3-pt jump shot from 22 ft (assist by P. Gasol),18,18
64,1,2:44.0,Boston full timeout,,18,18
65,1,2:44.0,P. Pressey enters the game for E. Turner,,18,18
66,1,2:35.0,M. Thornton misses 2-pt jump shot from 4 ft,,18,18
67,1,2:34.0,,Defensive rebound by P. Gasol,18,18
68,1,2:29.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,18,18
69,1,2:27.0,Defensive rebound by B. Bass,,18,18
70,1,2:12.0,K. Olynyk makes 2-pt jump shot from 19 ft (assist by P. Pressey),,20,18
71,1,1:50.0,,J. Butler makes 2-pt jump shot from 4 ft (assist by A. Brooks),20,20
72,1,1:29.0,P. Pressey misses 3-pt jump shot from 24 ft,,20,20
73,1,1:27.0,,Defensive rebound by P. Gasol,20,20
74,1,1:14.0,,A. Brooks misses 2-pt jump shot from 5 ft,20,20
75,1,1:13.0,Defensive rebound by B. Bass,,20,20
76,1,1:04.0,P. Pressey misses 3-pt jump shot from 24 ft,,20,20
77,1,1:03.0,,Defensive rebound by P. Gasol,20,20
78,1,0:57.0,,J. Butler makes 2-pt layup from 2 ft (assist by A. Brooks),20,22
79,1,0:42.0,K. Olynyk misses 3-pt jump shot from 25 ft,,20,22
80,1,0:41.0,,Defensive rebound by P. Gasol,20,22
81,1,0:31.0,,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by A. Brooks),20,25
82,1,0:18.0,M. Thornton misses 2-pt jump shot from 21 ft,,20,25
83,1,0:17.0,,Defensive rebound by J. Butler,20,25
84,2,11:47.0,J. Sullinger makes 2-pt jump shot from 11 ft (assist by J. Green),,22,25
85,2,11:27.0,,T. Gibson misses 2-pt jump shot from 9 ft,22,25
86,2,11:26.0,Defensive rebound by P. Pressey,,22,25
87,2,11:15.0,J. Green misses 2-pt jump shot from 12 ft,,22,25
88,2,11:14.0,,Defensive rebound by T. Snell,22,25
89,2,10:58.0,,Turnover by A. Brooks (bad pass; steal by P. Pressey),22,25
90,2,10:53.0,Shooting foul by T. Gibson (drawn by T. Zeller),,22,25
91,2,10:53.0,T. Zeller makes free throw 1 of 2,,23,25
92,2,10:53.0,T. Zeller makes free throw 2 of 2,,24,25
93,2,10:36.0,,Personal foul by J. Sullinger (drawn by N. Mirotić),24,25
94,2,10:30.0,,D. McDermott makes 2-pt layup from 2 ft (assist by A. Brooks),24,27
95,2,10:30.0,,Shooting foul by T. Zeller (drawn by D. McDermott),24,27
96,2,10:30.0,,D. McDermott misses free throw 1 of 1,24,27
97,2,10:28.0,Defensive rebound by T. Zeller,,24,27
98,2,10:18.0,Personal foul by N. Mirotić (drawn by T. Zeller),,24,27
99,2,10:18.0,A. Bradley enters the game for M. Thornton,,24,27
100,2,10:06.0,J. Green makes 3-pt jump shot from 24 ft,,27,27
101,2,9:47.0,,T. Gibson makes 2-pt dunk at rim (assist by A. Brooks),27,29
102,2,9:34.0,P. Pressey misses 3-pt jump shot from 25 ft,,27,29
103,2,9:33.0,Offensive rebound by Team,,27,29
104,2,9:33.0,Personal foul by N. Mirotić (drawn by T. Zeller),,27,29
105,2,9:23.0,P. Pressey misses 3-pt jump shot from 25 ft,,27,29
106,2,9:22.0,,Defensive rebound by D. McDermott,27,29
107,2,9:16.0,,Shooting foul by P. Pressey (drawn by A. Brooks),27,29
108,2,9:16.0,,A. Brooks makes free throw 1 of 2,27,30
109,2,9:16.0,,A. Brooks makes free throw 2 of 2,27,31
110,2,9:05.0,J. Green misses 2-pt jump shot from 20 ft (block by T. Gibson),,27,31
111,2,9:05.0,Offensive rebound by Team,,27,31
112,2,9:02.0,J. Sullinger makes 2-pt jump shot from 13 ft (assist by P. Pressey),,29,31
113,2,8:44.0,,T. Snell misses 2-pt jump shot from 6 ft,29,31
114,2,8:43.0,Defensive rebound by J. Sullinger,,29,31
115,2,8:36.0,J. Green misses 2-pt jump shot from 5 ft,,29,31
116,2,8:35.0,,Defensive rebound by Team,29,31
117,2,8:35.0,,Chicago full timeout,29,31
118,2,8:16.0,,A. Brooks misses 3-pt jump shot from 23 ft,29,31
119,2,8:15.0,Defensive rebound by J. Sullinger,,29,31
120,2,8:02.0,A. Bradley misses 2-pt jump shot from 10 ft,,29,31
121,2,8:00.0,,Defensive rebound by T. Gibson,29,31
122,2,7:48.0,,T. Gibson misses 2-pt dunk at rim,29,31
123,2,7:47.0,Defensive rebound by J. Green,,29,31
124,2,7:38.0,P. Pressey misses 2-pt jump shot from 16 ft,,29,31
125,2,7:37.0,,Defensive rebound by D. McDermott,29,31
126,2,7:29.0,,D. McDermott misses 2-pt layup from 1 ft,29,31
127,2,7:28.0,,Offensive rebound by T. Gibson,29,31
128,2,7:28.0,,T. Gibson makes 2-pt dunk at rim,29,33
129,2,7:13.0,P. Pressey makes 3-pt jump shot from 24 ft,,32,33
130,2,7:00.0,,Personal foul by P. Pressey (drawn by A. Brooks),32,33
131,2,7:00.0,E. Turner enters the game for P. Pressey,,32,33
132,2,7:00.0,,J. Noah enters the game for N. Mirotić,32,33
133,2,6:59.0,,Turnover by D. McDermott (bad pass; steal by A. Bradley),32,33
134,2,6:59.0,,Loose ball foul by T. Gibson (drawn by A. Bradley),32,33
135,2,6:42.0,A. Bradley makes 2-pt jump shot from 17 ft (assist by T. Zeller),,34,33
136,2,6:26.0,,D. McDermott makes 2-pt layup from 2 ft (assist by J. Noah),34,35
137,2,6:11.0,J. Sullinger misses 2-pt jump shot from 20 ft,,34,35
138,2,6:10.0,,Defensive rebound by D. McDermott,34,35
139,2,5:52.0,,T. Gibson misses 2-pt jump shot from 17 ft,34,35
140,2,5:50.0,Defensive rebound by A. Bradley,,34,35
141,2,5:45.0,T. Zeller makes 2-pt layup from 1 ft (assist by A. Bradley),,36,35
142,2,5:20.0,,J. Noah misses 2-pt jump shot from 22 ft,36,35
143,2,5:19.0,Defensive rebound by T. Zeller,,36,35
144,2,5:11.0,A. Bradley makes 2-pt jump shot from 20 ft,,38,35
145,2,5:11.0,Shooting foul by A. Brooks (drawn by A. Bradley),,38,35
146,2,5:11.0,,Chicago full timeout,38,35
147,2,5:11.0,K. Olynyk enters the game for J. Sullinger,,38,35
148,2,5:11.0,,P. Gasol enters the game for A. Brooks,38,35
149,2,5:11.0,,K. Hinrich enters the game for T. Gibson,38,35
150,2,5:11.0,,M. Dunleavy enters the game for D. McDermott,38,35
151,2,5:11.0,,J. Butler enters the game for T. Snell,38,35
152,2,5:11.0,A. Bradley makes free throw 1 of 1,,39,35
153,2,4:53.0,,M. Dunleavy makes 2-pt layup from 3 ft,39,37
154,2,4:34.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by T. Zeller),,41,37
155,2,4:14.0,,P. Gasol misses 2-pt jump shot from 14 ft,41,37
156,2,4:13.0,Defensive rebound by J. Green,,41,37
157,2,4:05.0,J. Green makes 2-pt jump shot from 21 ft,,43,37
158,2,3:45.0,,K. Hinrich misses 2-pt jump shot from 20 ft (block by A. Bradley),43,37
159,2,3:44.0,Defensive rebound by T. Zeller,,43,37
160,2,3:37.0,A. Bradley misses 3-pt jump shot from 25 ft,,43,37
161,2,3:36.0,,Defensive rebound by Team,43,37
162,2,3:36.0,G. Wallace enters the game for J. Green,,43,37
163,2,3:24.0,,K. Hinrich misses 2-pt jump shot from 5 ft,43,37
164,2,3:23.0,Defensive rebound by K. Olynyk,,43,37
165,2,3:07.0,E. Turner misses 2-pt jump shot from 8 ft,,43,37
166,2,3:06.0,Offensive rebound by E. Turner,,43,37
167,2,3:06.0,Personal foul by M. Dunleavy (drawn by E. Turner),,43,37
168,2,3:06.0,E. Turner makes free throw 1 of 2,,44,37
169,2,3:06.0,J. Sullinger enters the game for T. Zeller,,44,37
170,2,3:06.0,E. Turner makes free throw 2 of 2,,45,37
171,2,2:52.0,,Turnover by P. Gasol (bad pass; steal by A. Bradley),45,37
172,2,2:48.0,A. Bradley makes 2-pt layup from 1 ft,,47,37
173,2,2:25.0,,J. Butler makes 2-pt jump shot from 22 ft (assist by J. Noah),47,39
174,2,2:07.0,E. Turner makes 2-pt jump shot from 11 ft,,49,39
175,2,1:45.0,,J. Butler misses 2-pt layup from 1 ft,49,39
176,2,1:44.0,,Offensive rebound by J. Butler,49,39
177,2,1:41.0,,P. Gasol makes 2-pt jump shot from 19 ft (assist by J. Butler),49,41
178,2,1:24.0,Shooting foul by J. Noah (drawn by K. Olynyk),,49,41
