,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHICAGO_ACTION,BOSTON_SCORE,CHICAGO_SCORE
179,2,1:24.0,Boston full timeout,,49,41
180,2,1:24.0,K. Olynyk misses free throw 1 of 2,,49,41
181,2,1:24.0,Offensive rebound by Team,,49,41
182,2,1:24.0,K. Olynyk makes free throw 2 of 2,,50,41
183,2,1:15.0,,Offensive foul by J. Noah (drawn by G. Wallace),50,41
184,2,1:15.0,,Turnover by J. Noah (offensive foul),50,41
185,2,1:00.0,E. Turner makes 2-pt jump shot from 19 ft,,52,41
186,2,0:43.0,,P. Gasol misses 2-pt layup from 1 ft,52,41
187,2,0:42.0,Defensive rebound by G. Wallace,,52,41
188,2,0:30.0,J. Sullinger makes 2-pt jump shot from 12 ft,,54,41
189,2,0:12.0,,P. Gasol misses 2-pt hook shot from 5 ft,54,41
190,2,0:11.0,Defensive rebound by K. Olynyk,,54,41
191,2,0:03.0,E. Turner misses 3-pt jump shot from 24 ft,,54,41
192,2,0:02.0,Offensive rebound by K. Olynyk,,54,41
193,2,0:02.0,K. Olynyk makes 2-pt layup from 2 ft,,56,41
194,2,0:00.0,,J. Butler misses 3-pt jump shot from 45 ft,56,41
195,2,0:00.0,,Offensive rebound by Team,56,41
196,3,11:42.0,E. Turner makes 3-pt jump shot from 23 ft (assist by J. Sullinger),,59,41
197,3,11:30.0,,P. Gasol makes 2-pt layup from 2 ft (assist by K. Hinrich),59,43
198,3,11:12.0,J. Sullinger makes 2-pt jump shot from 20 ft (assist by E. Turner),,61,43
199,3,10:52.0,,J. Butler makes 2-pt layup from 1 ft (assist by P. Gasol),61,45
200,3,10:52.0,,Shooting foul by J. Sullinger (drawn by J. Butler),61,45
201,3,10:52.0,,J. Butler makes free throw 1 of 1,61,46
202,3,10:35.0,J. Sullinger misses 2-pt jump shot from 22 ft,,61,46
203,3,10:34.0,,Defensive rebound by K. Hinrich,61,46
204,3,10:20.0,,Personal foul by E. Turner (drawn by P. Gasol),61,46
205,3,10:12.0,,Shooting foul by K. Olynyk (drawn by J. Noah),61,46
206,3,10:12.0,,J. Noah makes free throw 1 of 2,61,47
207,3,10:12.0,,J. Noah misses free throw 2 of 2,61,47
208,3,10:10.0,Defensive rebound by J. Sullinger,,61,47
209,3,9:58.0,J. Green misses 3-pt jump shot from 24 ft,,61,47
210,3,9:57.0,,Defensive rebound by J. Butler,61,47
211,3,9:46.0,,K. Hinrich misses 2-pt jump shot from 19 ft,61,47
212,3,9:45.0,Defensive rebound by E. Turner,,61,47
213,3,9:39.0,A. Bradley makes 2-pt jump shot from 18 ft (assist by E. Turner),,63,47
214,3,9:16.0,,K. Hinrich misses 2-pt jump shot from 21 ft,63,47
215,3,9:15.0,Defensive rebound by K. Olynyk,,63,47
216,3,9:04.0,Turnover by E. Turner (bad pass),,63,47
217,3,8:54.0,,P. Gasol makes 2-pt hook shot from 7 ft (assist by K. Hinrich),63,49
218,3,8:43.0,E. Turner makes 2-pt dunk at rim (assist by J. Green),,65,49
219,3,8:16.0,,P. Gasol misses 2-pt jump shot from 14 ft,65,49
220,3,8:15.0,Defensive rebound by J. Sullinger,,65,49
221,3,8:07.0,Turnover by K. Olynyk (bad pass),,65,49
222,3,7:52.0,,Turnover by J. Noah (bad pass; steal by J. Green),65,49
223,3,7:42.0,K. Olynyk misses 3-pt jump shot from 23 ft,,65,49
224,3,7:41.0,,Defensive rebound by M. Dunleavy,65,49
225,3,7:30.0,,K. Hinrich misses 2-pt jump shot from 13 ft,65,49
226,3,7:29.0,Defensive rebound by J. Sullinger,,65,49
227,3,7:20.0,E. Turner makes 2-pt layup from 1 ft (assist by J. Sullinger),,67,49
228,3,6:53.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,67,49
229,3,6:51.0,Defensive rebound by K. Olynyk,,67,49
230,3,6:39.0,E. Turner misses 2-pt jump shot from 15 ft,,67,49
231,3,6:38.0,,Defensive rebound by J. Noah,67,49
232,3,6:22.0,,J. Noah makes 2-pt jump shot from 19 ft (assist by K. Hinrich),67,51
233,3,6:08.0,K. Olynyk makes 2-pt layup at rim,,69,51
234,3,5:48.0,,K. Hinrich misses 2-pt layup from 2 ft,69,51
235,3,5:46.0,Defensive rebound by A. Bradley,,69,51
236,3,5:42.0,Turnover by A. Bradley (bad pass; steal by J. Butler),,69,51
237,3,5:33.0,,P. Gasol misses 2-pt layup from 1 ft,69,51
238,3,5:32.0,,Offensive rebound by J. Noah,69,51
239,3,5:32.0,,J. Noah misses 2-pt layup from 2 ft,69,51
240,3,5:31.0,,Offensive rebound by J. Noah,69,51
241,3,5:31.0,,J. Noah misses 2-pt layup from 2 ft,69,51
242,3,5:30.0,,Offensive rebound by J. Noah,69,51
243,3,5:30.0,,J. Noah makes 2-pt layup from 2 ft,69,53
244,3,5:15.0,Turnover by J. Sullinger (traveling),,69,53
245,3,5:15.0,,Chicago full timeout,69,53
246,3,5:15.0,T. Zeller enters the game for J. Sullinger,,69,53
247,3,5:15.0,M. Thornton enters the game for A. Bradley,,69,53
248,3,5:09.0,,A. Brooks enters the game for J. Noah,69,53
249,3,5:09.0,,T. Gibson enters the game for K. Hinrich,69,53
250,3,4:53.0,,Shooting foul by T. Zeller (drawn by P. Gasol),69,53
251,3,4:53.0,,P. Gasol misses free throw 1 of 2,69,53
252,3,4:53.0,,Offensive rebound by Team,69,53
253,3,4:53.0,,P. Gasol makes free throw 2 of 2,69,54
254,3,4:40.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Green),,72,54
255,3,4:23.0,,P. Gasol makes 2-pt jump shot from 18 ft (assist by M. Dunleavy),72,56
256,3,4:06.0,M. Thornton makes 2-pt jump shot from 17 ft (assist by T. Zeller),,74,56
257,3,3:50.0,,A. Brooks makes 3-pt jump shot from 25 ft,74,59
258,3,3:37.0,M. Thornton makes 3-pt jump shot from 25 ft,,77,59
259,3,3:17.0,,P. Gasol misses 3-pt jump shot from 23 ft,77,59
260,3,3:15.0,,Offensive rebound by M. Dunleavy,77,59
261,3,3:15.0,,M. Dunleavy makes 2-pt layup from 1 ft,77,61
262,3,3:03.0,K. Olynyk makes 2-pt layup from 2 ft (assist by E. Turner),,79,61
263,3,2:41.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,79,61
264,3,2:40.0,Defensive rebound by T. Zeller,,79,61
265,3,2:29.0,M. Thornton misses 2-pt jump shot from 15 ft,,79,61
266,3,2:28.0,,Defensive rebound by P. Gasol,79,61
267,3,2:21.0,,J. Butler misses 2-pt jump shot from 7 ft,79,61
268,3,2:20.0,Defensive rebound by T. Zeller,,79,61
269,3,2:15.0,M. Thornton misses 2-pt layup from 2 ft,,79,61
270,3,2:14.0,,Defensive rebound by M. Dunleavy,79,61
271,3,2:08.0,,Shooting foul by E. Turner (drawn by P. Gasol),79,61
272,3,2:08.0,Boston full timeout,,79,61
273,3,2:08.0,,D. McDermott enters the game for M. Dunleavy,79,61
274,3,2:08.0,P. Pressey enters the game for K. Olynyk,,79,61
275,3,2:08.0,B. Bass enters the game for E. Turner,,79,61
276,3,2:08.0,,P. Gasol misses free throw 1 of 2,79,61
277,3,2:08.0,,Offensive rebound by Team,79,61
278,3,2:08.0,,P. Gasol makes free throw 2 of 2,79,62
279,3,1:45.0,J. Green misses 3-pt jump shot from 26 ft,,79,62
280,3,1:43.0,Offensive rebound by T. Zeller,,79,62
281,3,1:27.0,T. Zeller makes 2-pt layup from 2 ft (assist by P. Pressey),,81,62
282,3,1:08.0,,D. McDermott makes 2-pt layup from 1 ft (assist by A. Brooks),81,64
283,3,0:48.0,J. Green misses 2-pt jump shot from 11 ft,,81,64
284,3,0:46.0,,Defensive rebound by P. Gasol,81,64
285,3,0:25.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by T. Gibson),81,67
286,3,0:08.0,Personal foul by A. Brooks (drawn by P. Pressey),,81,67
287,3,0:05.0,J. Green makes 2-pt jump shot from 20 ft (assist by T. Zeller),,83,67
288,3,0:00.0,,Turnover by A. Brooks (lost ball; steal by J. Green),83,67
289,4,12:00.0,,Technical foul by A. Brooks,83,67
290,4,12:00.0,M. Thornton misses technical free throw,,83,67
291,4,12:00.0,,Offensive rebound by Team,83,67
292,4,11:45.0,,A. Brooks misses 2-pt jump shot from 4 ft,83,67
293,4,11:44.0,Defensive rebound by P. Pressey,,83,67
294,4,11:44.0,Personal foul by A. Brooks (drawn by P. Pressey),,83,67
295,4,11:21.0,M. Thornton makes 2-pt jump shot from 21 ft,,85,67
296,4,11:02.0,,A. Brooks makes 2-pt layup from 2 ft,85,69
297,4,11:01.0,,Violation by Team (delay of game),85,69
298,4,10:43.0,P. Pressey misses 3-pt jump shot from 25 ft,,85,69
299,4,10:42.0,Offensive rebound by M. Thornton,,85,69
300,4,10:42.0,M. Thornton makes 2-pt jump shot from 17 ft,,87,69
301,4,10:23.0,,T. Gibson misses 2-pt layup from 2 ft (block by P. Pressey),87,69
302,4,10:23.0,,Offensive rebound by Team,87,69
303,4,10:19.0,,J. Butler misses 2-pt jump shot from 17 ft,87,69
304,4,10:18.0,Defensive rebound by P. Pressey,,87,69
305,4,10:09.0,B. Bass misses 2-pt jump shot from 7 ft,,87,69
306,4,10:08.0,,Defensive rebound by J. Noah,87,69
307,4,10:04.0,,T. Gibson makes 2-pt dunk at rim (assist by J. Butler),87,71
308,4,9:44.0,B. Bass makes 2-pt jump shot from 15 ft (assist by J. Sullinger),,89,71
309,4,9:34.0,,Personal foul by B. Bass (drawn by T. Gibson),89,71
310,4,9:28.0,,T. Gibson makes 2-pt dunk at rim (assist by J. Noah),89,73
311,4,9:11.0,Shooting foul by D. McDermott (drawn by G. Wallace),,89,73
312,4,9:11.0,G. Wallace misses free throw 1 of 2,,89,73
313,4,9:11.0,Offensive rebound by Team,,89,73
314,4,9:11.0,G. Wallace makes free throw 2 of 2,,90,73
315,4,9:00.0,,A. Brooks makes 3-pt jump shot from 25 ft,90,76
316,4,8:49.0,Shooting block foul by A. Brooks (drawn by B. Bass),,90,76
317,4,8:49.0,Boston full timeout,,90,76
318,4,8:49.0,,K. Hinrich enters the game for J. Butler,90,76
319,4,8:49.0,T. Zeller enters the game for J. Sullinger,,90,76
320,4,8:49.0,B. Bass misses free throw 1 of 2,,90,76
321,4,8:49.0,Offensive rebound by Team,,90,76
322,4,8:49.0,B. Bass makes free throw 2 of 2,,91,76
323,4,8:29.0,,J. Noah makes 2-pt layup from 1 ft (assist by A. Brooks),91,78
324,4,8:15.0,T. Zeller misses 2-pt jump shot from 7 ft (block by T. Gibson),,91,78
325,4,8:15.0,,Defensive rebound by Team,91,78
326,4,8:15.0,Loose ball foul by T. Zeller (drawn by T. Gibson),,91,78
327,4,8:15.0,A. Bradley enters the game for M. Thornton,,91,78
328,4,7:49.0,,Turnover by J. Noah (bad pass; steal by B. Bass),91,78
329,4,7:32.0,T. Zeller makes 2-pt layup at rim (assist by P. Pressey),,93,78
330,4,7:10.0,,A. Brooks misses 3-pt jump shot from 25 ft,93,78
331,4,7:10.0,Defensive rebound by Team,,93,78
332,4,7:10.0,E. Turner enters the game for G. Wallace,,93,78
333,4,6:56.0,A. Bradley misses 2-pt jump shot from 21 ft,,93,78
334,4,6:55.0,,Defensive rebound by T. Gibson,93,78
335,4,6:50.0,,Personal foul by T. Zeller (drawn by A. Brooks),93,78
336,4,6:38.0,,Shooting foul by B. Bass (drawn by T. Gibson),93,78
337,4,6:38.0,,T. Gibson misses free throw 1 of 2,93,78
338,4,6:38.0,,Offensive rebound by Team,93,78
339,4,6:38.0,J. Green enters the game for B. Bass,,93,78
340,4,6:38.0,K. Olynyk enters the game for P. Pressey,,93,78
341,4,6:38.0,,T. Gibson misses free throw 2 of 2,93,78
342,4,6:36.0,Defensive rebound by J. Green,,93,78
343,4,6:20.0,T. Zeller makes 2-pt layup from 1 ft (assist by E. Turner),,95,78
344,4,6:03.0,,A. Brooks makes 2-pt layup from 1 ft,95,80
345,4,5:51.0,,Chicago full timeout,95,80
346,4,5:51.0,,J. Butler enters the game for D. McDermott,95,80
347,4,5:45.0,E. Turner misses 2-pt jump shot from 13 ft,,95,80
348,4,5:44.0,,Defensive rebound by J. Butler,95,80
349,4,5:31.0,,J. Butler makes 2-pt layup from 1 ft (assist by J. Noah),95,82
350,4,5:10.0,J. Green makes 2-pt jump shot from 21 ft (assist by K. Olynyk),,97,82
351,4,4:44.0,,J. Butler misses 2-pt jump shot from 9 ft,97,82
352,4,4:43.0,Defensive rebound by K. Olynyk,,97,82
353,4,4:34.0,Turnover by K. Olynyk (traveling),,97,82
354,4,4:18.0,,A. Brooks makes 2-pt jump shot from 10 ft (assist by J. Noah),97,84
355,4,4:04.0,Turnover by J. Green (lost ball; steal by J. Noah),,97,84
356,4,3:53.0,,J. Butler misses 2-pt layup from 2 ft,97,84
357,4,3:52.0,Defensive rebound by T. Zeller,,97,84
358,4,3:49.0,Turnover by K. Olynyk (offensive foul),,97,84
359,4,3:49.0,,Offensive charge foul by K. Olynyk (drawn by A. Brooks),97,84
360,4,3:49.0,P. Pressey enters the game for E. Turner,,97,84
361,4,3:33.0,,J. Noah misses 2-pt layup from 1 ft,97,84
362,4,3:33.0,,Offensive rebound by J. Noah,97,84
363,4,3:33.0,,J. Noah makes 2-pt tip-in from 1 ft,97,86
364,4,3:20.0,Turnover by T. Zeller (lost ball; steal by K. Hinrich),,97,86
365,4,3:20.0,,Chicago full timeout,97,86
366,4,3:20.0,E. Turner enters the game for P. Pressey,,97,86
367,4,3:20.0,J. Sullinger enters the game for T. Zeller,,97,86
368,4,3:08.0,,A. Brooks misses 2-pt jump shot from 4 ft,97,86
369,4,3:04.0,,Offensive rebound by J. Noah,97,86
370,4,3:04.0,,J. Noah makes 2-pt layup at rim,97,88
371,4,2:46.0,J. Sullinger misses 2-pt jump shot from 4 ft,,97,88
372,4,2:45.0,,Defensive rebound by J. Noah,97,88
373,4,2:22.0,,A. Brooks misses 3-pt jump shot from 27 ft,97,88
374,4,2:20.0,,Offensive rebound by T. Gibson,97,88
375,4,2:14.0,,A. Brooks makes 3-pt jump shot from 24 ft (assist by K. Hinrich),97,91
376,4,2:03.0,Boston full timeout,,97,91
377,4,2:03.0,T. Zeller enters the game for J. Sullinger,,97,91
378,4,2:03.0,,P. Gasol enters the game for J. Noah,97,91
379,4,1:49.0,E. Turner makes 2-pt jump shot from 14 ft,,99,91
380,4,1:38.0,,A. Brooks makes 3-pt jump shot from 26 ft,99,94
381,4,1:24.0,E. Turner misses 2-pt jump shot from 14 ft,,99,94
382,4,1:23.0,,Defensive rebound by J. Butler,99,94
