,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MINNESOTA_ACTION,CHICAGO_SCORE,MINNESOTA_SCORE
389,4,4:52.0,,N. Peković makes free throw 1 of 2,94,91
390,4,4:52.0,J. Noah enters the game for N. Mirotić,,94,91
391,4,4:52.0,,N. Peković misses free throw 2 of 2,94,91
392,4,4:51.0,Defensive rebound by J. Noah,,94,91
393,4,4:42.0,K. Hinrich misses 3-pt jump shot from 24 ft,,94,91
394,4,4:40.0,,Defensive rebound by K. Martin,94,91
395,4,4:24.0,,K. Martin makes 2-pt jump shot from 21 ft (assist by A. Bennett),94,93
396,4,4:04.0,J. Butler misses 3-pt jump shot from 24 ft,,94,93
397,4,4:03.0,,Defensive rebound by K. Martin,94,93
398,4,3:58.0,,Shooting block foul by M. Dunleavy (drawn by K. Martin),94,93
399,4,3:58.0,,K. Martin makes free throw 1 of 2,94,94
400,4,3:58.0,,K. Martin makes free throw 2 of 2,94,95
401,4,3:49.0,Shooting foul by R. Rubio (drawn by K. Hinrich),,94,95
402,4,3:49.0,K. Hinrich makes free throw 1 of 2,,95,95
403,4,3:49.0,K. Hinrich makes free throw 2 of 2,,96,95
404,4,3:35.0,,R. Rubio misses 2-pt layup at rim (block by P. Gasol),96,95
405,4,3:34.0,Defensive rebound by Team,,96,95
406,4,3:22.0,Offensive foul by J. Noah (drawn by R. Rubio),,96,95
407,4,3:22.0,Turnover by J. Noah (offensive foul),,96,95
408,4,3:11.0,,A. Bennett makes 2-pt jump shot from 19 ft (assist by R. Rubio),96,97
409,4,3:11.0,,Shooting foul by K. Hinrich (drawn by A. Bennett),96,97
410,4,3:11.0,,A. Bennett misses free throw 1 of 1,96,97
411,4,3:10.0,Defensive rebound by J. Noah,,96,97
412,4,3:00.0,Personal foul by A. Wiggins (drawn by J. Butler),,96,97
413,4,2:52.0,Shooting foul by K. Martin (drawn by M. Dunleavy),,96,97
414,4,2:52.0,Chicago full timeout,,96,97
415,4,2:52.0,M. Dunleavy makes free throw 1 of 3,,97,97
416,4,2:52.0,M. Dunleavy makes free throw 2 of 3,,98,97
417,4,2:52.0,M. Dunleavy misses free throw 3 of 3,,98,97
418,4,2:52.0,,Defensive rebound by A. Bennett,98,97
419,4,2:38.0,,A. Wiggins makes 2-pt jump shot from 16 ft (assist by R. Rubio),98,99
420,4,2:20.0,J. Butler misses 2-pt layup at rim,,98,99
421,4,2:19.0,,Defensive rebound by Team,98,99
422,4,2:06.0,Offensive charge foul by A. Wiggins (drawn by K. Hinrich),,98,99
423,4,2:06.0,,Turnover by A. Wiggins (offensive foul),98,99
424,4,1:51.0,P. Gasol makes 2-pt hook shot from 4 ft,,100,99
425,4,1:37.0,,K. Martin makes 3-pt jump shot from 25 ft (assist by R. Rubio),100,102
426,4,1:37.0,Chicago full timeout,,100,102
427,4,1:37.0,Personal foul by A. Bennett (drawn by P. Gasol),,100,102
428,4,1:37.0,P. Gasol makes free throw 1 of 2,,101,102
429,4,1:37.0,,M. Williams enters the game for A. Wiggins,101,102
430,4,1:37.0,P. Gasol makes free throw 2 of 2,,102,102
431,4,1:24.0,,K. Martin misses 2-pt jump shot from 21 ft,102,102
432,4,1:22.0,Defensive rebound by P. Gasol,,102,102
433,4,1:13.0,Personal foul by R. Rubio (drawn by J. Butler),,102,102
434,4,1:13.0,,A. Wiggins enters the game for R. Rubio,102,102
435,4,1:13.0,J. Butler makes free throw 1 of 2,,103,102
436,4,1:13.0,J. Butler makes free throw 2 of 2,,104,102
437,4,0:50.0,,A. Wiggins misses 2-pt jump shot from 13 ft,104,102
438,4,0:48.0,Defensive rebound by J. Noah,,104,102
439,4,0:27.0,J. Butler misses 2-pt layup from 1 ft (block by M. Williams),,104,102
440,4,0:26.0,Offensive rebound by Team,,104,102
441,4,0:26.0,Chicago full timeout,,104,102
442,4,0:26.0,,G. Dieng enters the game for N. Peković,104,102
443,4,0:24.0,P. Gasol misses 2-pt jump shot from 9 ft (block by A. Bennett),,104,102
444,4,0:24.0,Offensive rebound by Team,,104,102
445,4,0:24.0,Turnover by Team (shot clock),,104,102
446,4,0:24.0,,Minnesota full timeout,104,102
447,4,0:24.0,T. Snell enters the game for M. Dunleavy,,104,102
448,4,0:24.0,,N. Peković enters the game for G. Dieng,104,102
449,4,0:15.0,,M. Williams misses 3-pt jump shot from 24 ft,104,102
450,4,0:12.0,,Offensive rebound by K. Martin,104,102
451,4,0:10.0,,K. Martin misses 2-pt jump shot from 15 ft,104,102
452,4,0:08.0,,Offensive rebound by N. Peković,104,102
453,4,0:07.0,,N. Peković misses 2-pt layup from 1 ft (block by J. Noah),104,102
454,4,0:05.0,,Offensive rebound by M. Williams,104,102
455,4,0:03.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by M. Williams),104,105
456,4,0:03.0,Chicago full timeout,,104,105
457,4,0:03.0,,G. Dieng enters the game for N. Peković,104,105
458,4,0:03.0,,C. Brewer enters the game for M. Williams,104,105
459,4,0:03.0,M. Dunleavy enters the game for T. Snell,,104,105
460,4,0:00.0,Shooting foul by A. Wiggins (drawn by J. Butler),,104,105
461,4,0:00.0,J. Butler makes free throw 1 of 2,,105,105
462,4,0:00.0,,N. Peković enters the game for A. Bennett,105,105
463,4,0:00.0,J. Butler makes free throw 2 of 2,,106,105
464,4,0:00.0,,Minnesota full timeout,106,105
465,4,0:00.0,,M. Williams enters the game for G. Dieng,106,105
