,QUARTER,TIME_REMAINING,ORLANDO_ACTION,UTAH_ACTION,ORLANDO_SCORE,UTAH_SCORE
390,4,0:33.0,W. Green enters the game for D. Dedmon,,93,88
391,4,0:33.0,,S. Novak enters the game for T. Booker,93,88
392,4,0:24.0,,Turnover by G. Hayward (lost ball; steal by V. Oladipo),93,88
393,4,0:22.0,Personal foul by S. Novak (drawn by W. Green),,93,88
394,4,0:22.0,W. Green makes free throw 1 of 2,,94,88
395,4,0:22.0,W. Green makes free throw 2 of 2,,95,88
396,4,0:22.0,,Utah full timeout,95,88
397,4,0:14.0,,S. Novak makes 3-pt jump shot from 23 ft (assist by T. Burke),95,91
398,4,0:14.0,Personal foul by D. Favors (drawn by T. Harris),,95,91
399,4,0:14.0,T. Harris makes free throw 1 of 2,,96,91
400,4,0:14.0,T. Harris misses free throw 2 of 2,,96,91
401,4,0:13.0,,Defensive rebound by S. Novak,96,91
402,4,0:13.0,,Personal foul by E. Fournier (drawn by S. Novak),96,91
403,4,0:13.0,,S. Novak misses free throw 1 of 2,96,91
404,4,0:13.0,,Offensive rebound by Team,96,91
405,4,0:13.0,D. Dedmon enters the game for W. Green,,96,91
406,4,0:13.0,K. O'Quinn enters the game for E. Payton,,96,91
407,4,0:13.0,,R. Gobert enters the game for R. Hood,96,91
408,4,0:13.0,,S. Novak misses free throw 2 of 2,96,91
409,4,0:11.0,Defensive rebound by E. Fournier,,96,91
410,4,0:10.0,Personal foul by T. Burke (drawn by E. Fournier),,96,91
411,4,0:10.0,E. Fournier makes free throw 1 of 2,,97,91
412,4,0:10.0,,T. Booker enters the game for S. Novak,97,91
413,4,0:10.0,E. Payton enters the game for D. Dedmon,,97,91
414,4,0:10.0,W. Green enters the game for K. O'Quinn,,97,91
415,4,0:10.0,E. Fournier makes free throw 2 of 2,,98,91
416,4,0:10.0,,Utah full timeout,98,91
417,4,0:10.0,,S. Novak enters the game for T. Booker,98,91
418,4,0:10.0,,R. Hood enters the game for R. Gobert,98,91
419,4,0:01.0,,T. Burke misses 2-pt jump shot from 3 ft,98,91
420,4,0:00.0,,Offensive rebound by D. Favors,98,91
421,4,0:00.0,,D. Favors makes 2-pt tip-in from 2 ft,98,93
