,QUARTER,TIME_REMAINING,CHICAGO_ACTION,ATLANTA_ACTION,CHICAGO_SCORE,ATLANTA_SCORE
0,1,11:42.0,,K. Korver misses 3-pt jump shot from 24 ft,0,0
1,1,11:40.0,Defensive rebound by T. Gibson,,0,0
2,1,11:28.0,Turnover by D. Rose (bad pass; steal by A. Horford),,0,0
3,1,11:23.0,,A. Horford makes 2-pt layup at rim (assist by D. Carroll),0,2
4,1,11:02.0,D. Rose misses 3-pt jump shot from 25 ft (block by J. Teague),,0,2
5,1,10:59.0,Offensive rebound by D. Rose,,0,2
6,1,10:57.0,D. Rose misses 2-pt jump shot from 12 ft,,0,2
7,1,10:56.0,Offensive rebound by Team,,0,2
8,1,10:49.0,J. Butler makes 3-pt jump shot from 23 ft (assist by D. Rose),,3,2
9,1,10:28.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by K. Korver),3,5
10,1,10:08.0,P. Gasol makes 2-pt jump shot from 9 ft,,5,5
11,1,9:43.0,,D. Carroll misses 2-pt jump shot from 3 ft (block by T. Gibson),5,5
12,1,9:42.0,,Offensive rebound by Team,5,5
13,1,9:42.0,,Turnover by Team (shot clock),5,5
14,1,9:26.0,D. Rose misses 2-pt jump shot from 19 ft,,5,5
15,1,9:25.0,,Defensive rebound by P. Millsap,5,5
16,1,9:08.0,,P. Millsap misses 2-pt dunk at rim (block by P. Gasol),5,5
17,1,9:06.0,Defensive rebound by T. Gibson,,5,5
18,1,9:02.0,M. Dunleavy makes 2-pt layup from 1 ft (assist by J. Butler),,7,5
19,1,8:41.0,,P. Millsap misses 2-pt layup from 2 ft (block by T. Gibson),7,5
20,1,8:40.0,Defensive rebound by J. Butler,,7,5
21,1,8:29.0,T. Gibson makes 2-pt layup from 1 ft,,9,5
22,1,8:12.0,,A. Horford makes 2-pt jump shot from 16 ft,9,7
23,1,7:50.0,D. Rose misses 3-pt jump shot from 24 ft,,9,7
24,1,7:49.0,,Defensive rebound by D. Carroll,9,7
25,1,7:44.0,,K. Korver misses 3-pt jump shot from 26 ft,9,7
26,1,7:42.0,Defensive rebound by T. Gibson,,9,7
27,1,7:23.0,P. Gasol misses 2-pt jump shot from 16 ft,,9,7
28,1,7:21.0,,Defensive rebound by P. Millsap,9,7
29,1,7:17.0,,A. Horford makes 2-pt dunk at rim (assist by J. Teague),9,9
30,1,6:58.0,Turnover by D. Rose (bad pass; steal by P. Millsap),,9,9
31,1,6:53.0,,P. Millsap makes 2-pt dunk at rim (assist by J. Teague),9,11
32,1,6:30.0,J. Butler misses 2-pt jump shot from 6 ft,,9,11
33,1,6:29.0,,Defensive rebound by A. Horford,9,11
34,1,6:22.0,,J. Teague makes 2-pt jump shot from 10 ft,9,13
35,1,6:09.0,Personal foul by D. Carroll (drawn by J. Butler),,9,13
36,1,5:56.0,P. Gasol misses 2-pt jump shot from 7 ft,,9,13
37,1,5:54.0,,Defensive rebound by A. Horford,9,13
38,1,5:45.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by J. Teague),9,16
39,1,5:38.0,Chicago full timeout,,9,16
40,1,5:29.0,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by D. Rose),,12,16
41,1,5:07.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),12,19
42,1,4:51.0,J. Butler makes 2-pt jump shot from 19 ft (assist by D. Rose),,14,19
43,1,4:32.0,,P. Millsap misses 2-pt jump shot from 7 ft,14,19
44,1,4:31.0,,Offensive rebound by A. Horford,14,19
45,1,4:30.0,,Turnover by A. Horford (lost ball; steal by J. Butler),14,19
46,1,4:21.0,D. Rose misses 2-pt jump shot from 19 ft,,14,19
47,1,4:20.0,Offensive rebound by J. Butler,,14,19
48,1,4:18.0,M. Dunleavy misses 3-pt jump shot from 26 ft,,14,19
49,1,4:16.0,Offensive rebound by T. Gibson,,14,19
50,1,4:09.0,J. Butler misses 3-pt jump shot from 24 ft,,14,19
51,1,4:08.0,,Defensive rebound by A. Horford,14,19
52,1,4:04.0,,Personal foul by D. Rose (drawn by J. Teague),14,19
53,1,4:04.0,,T. Sefolosha enters the game for D. Carroll,14,19
54,1,4:04.0,,E. Brand enters the game for A. Horford,14,19
55,1,4:04.0,K. Hinrich enters the game for T. Gibson,,14,19
56,1,4:04.0,N. Mirotić enters the game for D. Rose,,14,19
57,1,3:56.0,,J. Teague misses 3-pt jump shot from 25 ft,14,19
58,1,3:55.0,Defensive rebound by J. Butler,,14,19
59,1,3:47.0,K. Hinrich misses 2-pt jump shot from 20 ft,,14,19
60,1,3:45.0,,Defensive rebound by T. Sefolosha,14,19
61,1,3:38.0,,J. Teague makes 2-pt jump shot from 5 ft,14,21
62,1,3:12.0,P. Gasol misses 2-pt jump shot from 13 ft (block by E. Brand),,14,21
63,1,3:10.0,,Defensive rebound by E. Brand,14,21
64,1,3:04.0,,J. Teague misses 2-pt jump shot from 3 ft,14,21
65,1,3:03.0,Defensive rebound by P. Gasol,,14,21
66,1,2:55.0,N. Mirotić misses 3-pt jump shot from 25 ft,,14,21
67,1,2:54.0,,Defensive rebound by K. Korver,14,21
68,1,2:46.0,,E. Brand makes 2-pt jump shot from 16 ft (assist by K. Korver),14,23
69,1,2:23.0,K. Hinrich misses 3-pt jump shot from 24 ft,,14,23
70,1,2:21.0,,Defensive rebound by J. Teague,14,23
71,1,2:16.0,,J. Teague misses 2-pt jump shot from 3 ft,14,23
72,1,2:14.0,Defensive rebound by K. Hinrich,,14,23
73,1,2:10.0,Shooting foul by K. Korver (drawn by J. Butler),,14,23
74,1,2:10.0,,Atlanta full timeout,14,23
75,1,2:10.0,A. Brooks enters the game for M. Dunleavy,,14,23
76,1,2:10.0,,D. Schröder enters the game for J. Teague,14,23
77,1,2:10.0,J. Butler makes free throw 1 of 2,,15,23
78,1,2:10.0,J. Butler makes free throw 2 of 2,,16,23
79,1,2:01.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Schröder),16,26
80,1,1:40.0,J. Butler makes 2-pt jump shot from 21 ft,,18,26
81,1,1:23.0,,P. Millsap misses 2-pt layup from 2 ft,18,26
82,1,1:22.0,Defensive rebound by N. Mirotić,,18,26
83,1,1:21.0,,D. Carroll enters the game for K. Korver,18,26
84,1,1:00.0,A. Brooks makes 2-pt jump shot from 22 ft,,20,26
85,1,0:47.0,,E. Brand misses 2-pt jump shot from 17 ft,20,26
86,1,0:46.0,Defensive rebound by N. Mirotić,,20,26
87,1,0:34.0,P. Gasol makes 2-pt dunk at rim (assist by N. Mirotić),,22,26
88,1,0:11.0,,D. Carroll makes 2-pt jump shot from 21 ft (assist by T. Sefolosha),22,28
89,1,0:02.0,Personal take foul by D. Schröder (drawn by A. Brooks),,22,28
90,1,0:01.0,N. Mirotić misses 3-pt jump shot from 24 ft (block by D. Carroll),,22,28
91,1,0:00.0,Offensive rebound by Team,,22,28
92,2,11:48.0,Chicago full timeout,,22,28
93,2,11:48.0,T. Gibson enters the game for J. Butler,,22,28
94,2,11:38.0,A. Brooks makes 2-pt layup from 1 ft,,24,28
95,2,11:15.0,,M. Scott misses 3-pt jump shot from 25 ft,24,28
96,2,11:14.0,Defensive rebound by A. Brooks,,24,28
97,2,11:00.0,T. Gibson makes 2-pt dunk at rim (assist by K. Hinrich),,26,28
98,2,10:42.0,,D. Schröder misses 2-pt layup from 1 ft,26,28
99,2,10:41.0,Defensive rebound by N. Mirotić,,26,28
100,2,10:27.0,Personal foul by D. Carroll (drawn by M. Dunleavy),,26,28
101,2,10:27.0,,K. Bazemore enters the game for D. Carroll,26,28
102,2,10:27.0,,Technical foul by D. Carroll,26,28
103,2,10:27.0,A. Brooks makes technical free throw,,27,28
104,2,10:19.0,N. Mirotić misses 3-pt jump shot from 25 ft,,27,28
105,2,10:18.0,,Defensive rebound by A. Horford,27,28
106,2,10:03.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by D. Schröder),27,31
107,2,9:42.0,Turnover by A. Brooks (bad pass; steal by A. Horford),,27,31
108,2,9:29.0,,Shooting foul by N. Mirotić (drawn by T. Sefolosha),27,31
109,2,9:29.0,,T. Sefolosha makes free throw 1 of 2,27,32
110,2,9:29.0,,T. Sefolosha makes free throw 2 of 2,27,33
111,2,9:04.0,N. Mirotić misses 2-pt layup from 1 ft,,27,33
112,2,9:02.0,Offensive rebound by T. Gibson,,27,33
113,2,9:02.0,T. Gibson makes 2-pt tip-in at rim,,29,33
114,2,8:41.0,,D. Schröder makes 2-pt layup from 1 ft,29,35
115,2,8:22.0,K. Hinrich misses 3-pt jump shot from 23 ft,,29,35
116,2,8:21.0,,Defensive rebound by M. Scott,29,35
117,2,8:12.0,,D. Schröder misses 2-pt jump shot from 13 ft,29,35
118,2,8:09.0,Defensive rebound by T. Gibson,,29,35
119,2,8:02.0,Turnover by K. Hinrich (lost ball; steal by T. Sefolosha),,29,35
120,2,8:01.0,,Personal foul by N. Mirotić (drawn by T. Sefolosha),29,35
121,2,8:01.0,Official timeout,,29,35
122,2,8:01.0,D. Rose enters the game for K. Hinrich,,29,35
123,2,8:01.0,J. Butler enters the game for A. Brooks,,29,35
124,2,8:01.0,,K. Korver enters the game for T. Sefolosha,29,35
125,2,7:50.0,,K. Korver misses 2-pt jump shot from 18 ft,29,35
126,2,7:48.0,Defensive rebound by T. Gibson,,29,35
127,2,7:30.0,T. Gibson misses 2-pt jump shot from 20 ft,,29,35
128,2,7:29.0,,Defensive rebound by K. Korver,29,35
129,2,7:18.0,,A. Horford misses 3-pt jump shot from 23 ft,29,35
130,2,7:17.0,Defensive rebound by N. Mirotić,,29,35
131,2,7:10.0,D. Rose makes 2-pt layup at rim,,31,35
132,2,6:55.0,,A. Horford misses 2-pt jump shot from 20 ft,31,35
133,2,6:53.0,Defensive rebound by J. Butler,,31,35
134,2,6:45.0,J. Butler misses 2-pt layup at rim (block by K. Bazemore),,31,35
135,2,6:42.0,Offensive rebound by T. Gibson,,31,35
136,2,6:41.0,T. Gibson misses 2-pt layup from 2 ft,,31,35
137,2,6:39.0,Offensive rebound by D. Rose,,31,35
138,2,6:37.0,D. Rose misses 3-pt jump shot from 24 ft,,31,35
139,2,6:36.0,,Defensive rebound by M. Scott,31,35
140,2,6:27.0,,A. Horford makes 2-pt layup from 2 ft (assist by K. Bazemore),31,37
141,2,6:27.0,,Shooting foul by N. Mirotić (drawn by A. Horford),31,37
142,2,6:27.0,P. Gasol enters the game for N. Mirotić,,31,37
143,2,6:27.0,,A. Horford makes free throw 1 of 1,31,38
144,2,6:09.0,D. Rose makes 2-pt jump shot from 11 ft,,33,38
145,2,5:56.0,,M. Scott misses 3-pt jump shot from 24 ft,33,38
146,2,5:55.0,Defensive rebound by M. Dunleavy,,33,38
147,2,5:46.0,T. Gibson makes 2-pt layup at rim (assist by P. Gasol),,35,38
148,2,5:45.0,,Atlanta full timeout,35,38
149,2,5:45.0,,J. Teague enters the game for A. Horford,35,38
150,2,5:45.0,,E. Brand enters the game for D. Schröder,35,38
151,2,5:45.0,,P. Millsap enters the game for M. Scott,35,38
152,2,5:31.0,,Shooting foul by P. Gasol (drawn by P. Millsap),35,38
153,2,5:31.0,,P. Millsap makes free throw 1 of 2,35,39
154,2,5:31.0,,P. Millsap makes free throw 2 of 2,35,40
155,2,5:20.0,Turnover by T. Gibson (3 sec),,35,40
156,2,5:05.0,,K. Bazemore misses 3-pt jump shot from 23 ft,35,40
157,2,5:04.0,Defensive rebound by D. Rose,,35,40
158,2,4:59.0,D. Rose misses 2-pt layup from 2 ft (block by K. Bazemore),,35,40
159,2,4:56.0,Offensive rebound by T. Gibson,,35,40
160,2,4:52.0,D. Rose misses 2-pt jump shot from 14 ft,,35,40
161,2,4:50.0,Offensive rebound by D. Rose,,35,40
162,2,4:42.0,D. Rose makes 2-pt jump shot from 10 ft,,37,40
163,2,4:42.0,Shooting foul by K. Bazemore (drawn by D. Rose),,37,40
164,2,4:42.0,D. Rose makes free throw 1 of 1,,38,40
165,2,4:28.0,,Shooting foul by T. Gibson (drawn by K. Bazemore),38,40
166,2,4:28.0,,K. Bazemore makes 2-pt layup from 2 ft,38,42
167,2,4:28.0,,K. Bazemore makes free throw 1 of 1,38,43
168,2,4:10.0,J. Butler makes 3-pt jump shot from 25 ft (assist by D. Rose),,41,43
169,2,3:43.0,,P. Millsap misses 2-pt layup at rim,41,43
170,2,3:40.0,Defensive rebound by J. Butler,,41,43
171,2,3:38.0,,D. Carroll enters the game for K. Korver,41,43
172,2,3:38.0,Turnover by J. Butler (lost ball; steal by P. Millsap),,41,43
173,2,3:17.0,,K. Bazemore misses 2-pt jump shot from 13 ft,41,43
174,2,3:16.0,Defensive rebound by P. Gasol,,41,43
175,2,3:16.0,Personal foul by E. Brand (drawn by P. Gasol),,41,43
176,2,3:05.0,Turnover by D. Rose (bad pass; steal by D. Carroll),,41,43
177,2,3:01.0,Offensive charge foul by D. Carroll (drawn by D. Rose),,41,43
178,2,3:01.0,,Turnover by D. Carroll (offensive foul),41,43
179,2,3:01.0,,K. Korver enters the game for D. Carroll,41,43
180,2,2:46.0,T. Gibson misses 2-pt layup from 1 ft (block by K. Korver),,41,43
181,2,2:42.0,,Defensive rebound by J. Teague,41,43
182,2,2:40.0,,J. Teague misses 2-pt layup from 1 ft (block by D. Rose),41,43
183,2,2:36.0,,Offensive rebound by E. Brand,41,43
