,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW ORLEANS_ACTION,ORLANDO_SCORE,NEW ORLEANS_SCORE
388,4,10:28.0,B. Gordon makes free throw 2 of 2,,68,79
389,4,10:12.0,,R. Anderson makes 2-pt jump shot from 5 ft (assist by Ö. Aşık),68,81
390,4,9:56.0,E. Payton makes 2-pt layup from 1 ft (assist by N. Vučević),,70,81
391,4,9:38.0,,A. Rivers makes 2-pt jump shot from 16 ft,70,83
392,4,9:16.0,B. Gordon misses 2-pt jump shot from 14 ft,,70,83
393,4,9:15.0,,Defensive rebound by Ö. Aşık,70,83
394,4,8:58.0,,A. Rivers misses 3-pt jump shot from 24 ft,70,83
395,4,8:57.0,Defensive rebound by T. Harris,,70,83
396,4,8:51.0,T. Harris makes 2-pt layup from 1 ft,,72,83
397,4,8:51.0,,New Orleans full timeout,72,83
398,4,8:51.0,,E. Gordon enters the game for J. Salmons,72,83
399,4,8:34.0,,E. Gordon makes 2-pt layup from 1 ft,72,85
400,4,8:34.0,,Shooting foul by A. Gordon (drawn by E. Gordon),72,85
401,4,8:34.0,,E. Gordon makes free throw 1 of 1,72,86
402,4,8:23.0,N. Vučević misses 2-pt jump shot from 15 ft,,72,86
403,4,8:22.0,,Defensive rebound by R. Anderson,72,86
404,4,8:12.0,,R. Anderson misses 2-pt jump shot from 19 ft,72,86
405,4,8:11.0,Defensive rebound by B. Gordon,,72,86
406,4,7:55.0,N. Vučević misses 2-pt layup from 3 ft (block by Ö. Aşık),,72,86
407,4,7:53.0,Offensive rebound by N. Vučević,,72,86
408,4,7:49.0,N. Vučević misses 2-pt layup from 2 ft,,72,86
409,4,7:48.0,,Defensive rebound by R. Anderson,72,86
410,4,7:34.0,,Turnover by E. Gordon (bad pass; steal by N. Vučević),72,86
411,4,7:32.0,,Offensive charge foul by T. Harris (drawn by J. Fredette),72,86
412,4,7:32.0,Turnover by T. Harris (offensive foul),,72,86
413,4,7:32.0,,A. Davis enters the game for J. Fredette,72,86
414,4,7:32.0,,T. Evans enters the game for A. Rivers,72,86
415,4,7:13.0,,Offensive foul by Ö. Aşık (drawn by N. Vučević),72,86
416,4,7:13.0,,Turnover by Ö. Aşık (offensive foul),72,86
417,4,6:49.0,Turnover by A. Gordon (bad pass; steal by A. Davis),,72,86
418,4,6:39.0,,Shooting foul by E. Payton (drawn by A. Davis),72,86
419,4,6:39.0,,A. Davis makes free throw 1 of 2,72,87
420,4,6:39.0,E. Fournier enters the game for B. Gordon,,72,87
421,4,6:39.0,L. Ridnour enters the game for E. Payton,,72,87
422,4,6:39.0,,A. Davis misses free throw 2 of 2,72,87
423,4,6:38.0,Defensive rebound by T. Harris,,72,87
424,4,6:24.0,T. Harris misses 2-pt jump shot from 22 ft,,72,87
425,4,6:23.0,,Defensive rebound by T. Evans,72,87
426,4,6:23.0,,Personal foul by E. Fournier (drawn by T. Evans),72,87
427,4,6:23.0,,T. Evans makes free throw 1 of 2,72,88
428,4,6:23.0,K. O'Quinn enters the game for N. Vučević,,72,88
429,4,6:23.0,,J. Holiday enters the game for R. Anderson,72,88
430,4,6:23.0,,T. Evans misses free throw 2 of 2,72,88
431,4,6:22.0,Defensive rebound by A. Gordon,,72,88
432,4,5:58.0,A. Gordon misses 2-pt jump shot from 11 ft (block by A. Davis),,72,88
433,4,5:56.0,,Defensive rebound by Ö. Aşık,72,88
434,4,5:51.0,,J. Holiday misses 3-pt jump shot from 23 ft,72,88
435,4,5:51.0,,Offensive rebound by A. Davis,72,88
436,4,5:51.0,Loose ball foul by E. Fournier (drawn by A. Davis),,72,88
437,4,5:51.0,Official timeout,,72,88
438,4,5:51.0,B. Gordon enters the game for A. Gordon,,72,88
439,4,5:51.0,,A. Davis misses free throw 1 of 2,72,88
440,4,5:51.0,,Offensive rebound by Team,72,88
441,4,5:51.0,,A. Davis makes free throw 2 of 2,72,89
442,4,5:35.0,K. O'Quinn misses 2-pt jump shot from 19 ft,,72,89
443,4,5:34.0,,Defensive rebound by Ö. Aşık,72,89
444,4,5:19.0,,Offensive foul by Ö. Aşık (drawn by T. Harris),72,89
445,4,5:19.0,,Turnover by Ö. Aşık (offensive foul),72,89
446,4,5:06.0,K. O'Quinn misses 2-pt jump shot from 17 ft,,72,89
447,4,5:05.0,,Defensive rebound by Ö. Aşık,72,89
448,4,4:53.0,,Offensive foul by J. Holiday (drawn by K. O'Quinn),72,89
449,4,4:53.0,,Turnover by J. Holiday (offensive foul),72,89
450,4,4:45.0,T. Harris makes 2-pt layup from 2 ft (assist by B. Gordon),,74,89
451,4,4:24.0,,A. Davis misses 2-pt jump shot from 14 ft,74,89
452,4,4:22.0,Defensive rebound by B. Gordon,,74,89
453,4,4:19.0,Orlando full timeout,,74,89
454,4,4:19.0,A. Gordon enters the game for T. Harris,,74,89
455,4,4:19.0,D. Dedmon enters the game for K. O'Quinn,,74,89
456,4,4:07.0,Personal foul by E. Gordon (drawn by B. Gordon),,74,89
457,4,3:53.0,Turnover by L. Ridnour (lost ball; steal by J. Holiday),,74,89
458,4,3:48.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),74,91
459,4,3:32.0,B. Gordon misses 3-pt jump shot from 24 ft (block by E. Gordon),,74,91
460,4,3:30.0,,Defensive rebound by A. Davis,74,91
461,4,3:25.0,,T. Evans makes 2-pt layup from 2 ft (assist by A. Davis),74,93
462,4,3:03.0,Turnover by E. Fournier (lost ball; steal by J. Holiday),,74,93
463,4,2:59.0,,J. Holiday makes 2-pt layup from 2 ft (assist by T. Evans),74,95
464,4,2:59.0,Orlando full timeout,,74,95
465,4,2:59.0,D. Marble enters the game for B. Gordon,,74,95
466,4,2:51.0,Turnover by L. Ridnour (lost ball),,74,95
467,4,2:38.0,,T. Evans misses 2-pt layup from 1 ft,74,95
468,4,2:37.0,,Offensive rebound by Ö. Aşık,74,95
469,4,2:36.0,,Ö. Aşık makes 2-pt layup from 2 ft,74,97
470,4,2:29.0,Personal foul by J. Holiday (drawn by L. Ridnour),,74,97
471,4,2:29.0,,A. Rivers enters the game for T. Evans,74,97
472,4,2:29.0,,J. Fredette enters the game for A. Davis,74,97
473,4,2:29.0,,J. Withey enters the game for Ö. Aşık,74,97
474,4,2:29.0,,L. Babbitt enters the game for E. Gordon,74,97
475,4,2:29.0,,A. Ajinça enters the game for J. Holiday,74,97
476,4,2:19.0,A. Gordon makes 2-pt layup from 2 ft (assist by E. Fournier),,76,97
477,4,1:59.0,,Turnover by A. Ajinça (lost ball; steal by A. Gordon),76,97
478,4,1:53.0,A. Gordon misses 2-pt layup from 1 ft,,76,97
479,4,1:52.0,Offensive rebound by A. Gordon,,76,97
480,4,1:52.0,A. Gordon makes 2-pt tip-in from 1 ft,,78,97
481,4,1:36.0,,A. Ajinça makes 2-pt jump shot from 13 ft (assist by A. Rivers),78,99
482,4,1:27.0,D. Marble makes 2-pt jump shot from 4 ft,,80,99
483,4,1:06.0,,J. Withey misses 2-pt layup from 2 ft (block by D. Dedmon),80,99
484,4,1:05.0,Defensive rebound by L. Ridnour,,80,99
485,4,1:02.0,D. Marble makes 2-pt layup from 1 ft (assist by L. Ridnour),,82,99
486,4,0:47.0,,A. Rivers misses 2-pt jump shot from 7 ft,82,99
487,4,0:46.0,Defensive rebound by D. Marble,,82,99
488,4,0:42.0,Shooting block foul by J. Fredette (drawn by D. Marble),,82,99
489,4,0:42.0,D. Marble misses free throw 1 of 2,,82,99
490,4,0:42.0,Offensive rebound by Team,,82,99
491,4,0:42.0,D. Marble misses free throw 2 of 2,,82,99
492,4,0:42.0,Offensive rebound by D. Dedmon,,82,99
493,4,0:42.0,D. Dedmon makes 2-pt dunk at rim,,84,99
494,4,0:31.0,,Shooting foul by D. Marble (drawn by J. Fredette),84,99
495,4,0:31.0,,J. Fredette makes free throw 1 of 2,84,100
496,4,0:31.0,,J. Fredette makes free throw 2 of 2,84,101
497,4,0:13.0,E. Fournier misses 2-pt jump shot from 3 ft,,84,101
498,4,0:12.0,Offensive rebound by D. Dedmon,,84,101
499,4,0:12.0,D. Dedmon misses 2-pt dunk at rim,,84,101
500,4,0:12.0,,Defensive rebound by J. Withey,84,101
