,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,PHOENIX_ACTION,PHILADELPHIA_SCORE,PHOENIX_SCORE
86,1,2:45.0,H. Sims makes 2-pt jump shot from 17 ft (assist by J. Grant),,21,23
87,1,2:22.0,,E. Bledsoe makes 3-pt jump shot from 24 ft,21,26
88,1,2:07.0,M. Carter-Williams makes 2-pt jump shot from 15 ft,,23,26
89,1,1:43.0,,P. Tucker makes 2-pt jump shot from 12 ft (assist by E. Bledsoe),23,28
90,1,1:25.0,Shooting block foul by M. Morris (drawn by H. Sims),,23,28
91,1,1:25.0,H. Sims makes free throw 1 of 2,,24,28
92,1,1:25.0,,T. Warren enters the game for P. Tucker,24,28
93,1,1:25.0,,G. Green enters the game for E. Bledsoe,24,28
94,1,1:25.0,K. McDaniels enters the game for R. Covington,,24,28
95,1,1:25.0,M. Thomas enters the game for M. Carter-Williams,,24,28
96,1,1:25.0,H. Sims makes free throw 2 of 2,,25,28
97,1,1:12.0,,M. Morris makes 2-pt jump shot from 9 ft (assist by I. Thomas),25,30
98,1,0:53.0,H. Sims makes 2-pt jump shot from 15 ft (assist by K. McDaniels),,27,30
99,1,0:41.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by I. Thomas),27,32
100,1,0:25.0,K. McDaniels makes 2-pt layup from 1 ft,,29,32
101,1,0:02.0,,Shooting foul by T. Wroten (drawn by I. Thomas),29,32
102,1,0:02.0,,I. Thomas makes free throw 1 of 2,29,33
103,1,0:02.0,,I. Thomas makes free throw 2 of 2,29,34
104,1,0:01.0,T. Wroten misses 3-pt jump shot from 55 ft,,29,34
105,1,0:00.0,Offensive rebound by Team,,29,34
106,2,11:45.0,,T. Warren misses 3-pt jump shot from 23 ft,29,34
107,2,11:42.0,Defensive rebound by H. Sims,,29,34
108,2,11:34.0,H. Sims makes 2-pt layup from 1 ft (assist by M. Thomas),,31,34
109,2,11:17.0,,Turnover by G. Green (bad pass),31,34
110,2,10:56.0,M. Thomas misses 2-pt hook shot from 7 ft,,31,34
111,2,10:54.0,,Defensive rebound by I. Thomas,31,34
112,2,10:45.0,,T. Warren makes 2-pt layup from 1 ft (assist by G. Green),31,36
113,2,10:38.0,,Violation by M. Plumlee (def goaltending),31,36
114,2,10:38.0,T. Wroten makes 2-pt jump shot from 5 ft,,33,36
115,2,10:23.0,,G. Green misses 2-pt jump shot from 11 ft,33,36
116,2,10:22.0,,Offensive rebound by T. Warren,33,36
117,2,10:18.0,,T. Warren makes 2-pt layup from 1 ft,33,38
118,2,10:12.0,J. Grant misses 2-pt layup from 1 ft,,33,38
119,2,10:11.0,Offensive rebound by J. Grant,,33,38
120,2,10:05.0,T. Wroten makes 3-pt jump shot from 24 ft (assist by H. Sims),,36,38
121,2,9:53.0,,Turnover by T. Warren (traveling),36,38
122,2,9:53.0,N. Noel enters the game for K. McDaniels,,36,38
123,2,9:53.0,R. Covington enters the game for H. Sims,,36,38
124,2,9:40.0,T. Wroten makes 3-pt jump shot from 26 ft (assist by M. Thomas),,39,38
125,2,9:23.0,,G. Green makes 3-pt jump shot from 24 ft,39,41
126,2,9:01.0,Turnover by T. Wroten (bad pass; steal by G. Green),,39,41
127,2,8:55.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by G. Green),39,44
128,2,8:52.0,Philadelphia full timeout,,39,44
129,2,8:52.0,L. Mbah a Moute enters the game for J. Grant,,39,44
130,2,8:45.0,Turnover by R. Covington (bad pass; steal by M. Plumlee),,39,44
131,2,8:41.0,,Turnover by G. Green (lost ball; steal by R. Covington),39,44
132,2,8:37.0,Turnover by R. Covington (traveling),,39,44
133,2,8:37.0,M. Carter-Williams enters the game for M. Thomas,,39,44
134,2,8:25.0,,Turnover by M. Morris (lost ball; steal by L. Mbah a Moute),39,44
135,2,8:21.0,T. Wroten makes 2-pt layup from 2 ft (assist by M. Carter-Williams),,41,44
136,2,8:07.0,,Personal foul by N. Noel (drawn by M. Plumlee),41,44
137,2,8:07.0,,G. Dragić enters the game for M. Morris,41,44
138,2,7:56.0,,G. Green makes 2-pt jump shot from 11 ft,41,46
139,2,7:50.0,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by T. Wroten),,43,46
140,2,7:43.0,,G. Green makes 3-pt jump shot from 24 ft (assist by I. Thomas),43,49
141,2,7:18.0,L. Mbah a Moute misses 2-pt hook shot from 3 ft,,43,49
142,2,7:15.0,,Defensive rebound by G. Green,43,49
143,2,6:56.0,,I. Thomas misses 3-pt jump shot from 25 ft,43,49
144,2,6:55.0,,Offensive rebound by M. Plumlee,43,49
145,2,6:53.0,,M. Plumlee makes 2-pt tip-in from 2 ft,43,51
146,2,6:30.0,M. Carter-Williams misses 2-pt jump shot from 8 ft,,43,51
147,2,6:28.0,,Defensive rebound by I. Thomas,43,51
148,2,6:20.0,,G. Green makes 2-pt layup from 1 ft,43,53
149,2,6:04.0,Personal foul by I. Thomas (drawn by M. Carter-Williams),,43,53
150,2,6:04.0,,A. Len enters the game for M. Plumlee,43,53
151,2,5:56.0,M. Carter-Williams misses 2-pt jump shot from 6 ft,,43,53
152,2,5:56.0,Offensive rebound by N. Noel,,43,53
153,2,5:56.0,N. Noel makes 2-pt layup from 1 ft,,45,53
154,2,5:43.0,,Shooting foul by R. Covington (drawn by G. Dragić),45,53
155,2,5:43.0,Official timeout,,45,53
156,2,5:43.0,,G. Dragić misses free throw 1 of 2,45,53
157,2,5:43.0,,Offensive rebound by Team,45,53
158,2,5:43.0,,G. Dragić misses free throw 2 of 2,45,53
159,2,5:42.0,Defensive rebound by M. Carter-Williams,,45,53
160,2,5:21.0,N. Noel makes 2-pt jump shot from 15 ft (assist by T. Wroten),,47,53
161,2,5:06.0,,T. Warren misses 2-pt jump shot from 16 ft,47,53
162,2,5:05.0,Defensive rebound by L. Mbah a Moute,,47,53
163,2,4:53.0,M. Carter-Williams makes 2-pt layup from 1 ft,,49,53
164,2,4:39.0,,A. Len misses 2-pt layup from 2 ft,49,53
165,2,4:38.0,Defensive rebound by N. Noel,,49,53
166,2,4:31.0,Turnover by L. Mbah a Moute (step out of bounds),,49,53
167,2,4:31.0,,E. Bledsoe enters the game for T. Warren,49,53
168,2,4:31.0,K. McDaniels enters the game for R. Covington,,49,53
169,2,4:17.0,,Turnover by A. Len (3 sec),49,53
170,2,4:00.0,K. McDaniels misses 3-pt jump shot from 23 ft,,49,53
171,2,3:59.0,,Defensive rebound by G. Dragić,49,53
172,2,3:44.0,,Turnover by G. Dragić (lost ball; steal by L. Mbah a Moute),49,53
173,2,3:44.0,,Loose ball foul by G. Dragić (drawn by L. Mbah a Moute),49,53
174,2,3:27.0,L. Mbah a Moute misses 2-pt jump shot from 18 ft,,49,53
175,2,3:26.0,,Defensive rebound by G. Green,49,53
176,2,3:21.0,,G. Green misses 3-pt jump shot from 24 ft,49,53
177,2,3:20.0,,Offensive rebound by G. Dragić,49,53
178,2,2:59.0,,E. Bledsoe misses 2-pt jump shot from 22 ft,49,53
179,2,2:58.0,Defensive rebound by K. McDaniels,,49,53
180,2,2:49.0,M. Carter-Williams makes 3-pt jump shot from 24 ft (assist by K. McDaniels),,52,53
181,2,2:44.0,,Phoenix full timeout,52,53
182,2,2:44.0,,M. Morris enters the game for I. Thomas,52,53
183,2,2:44.0,,P. Tucker enters the game for G. Green,52,53
184,2,2:44.0,J. Grant enters the game for L. Mbah a Moute,,52,53
185,2,2:34.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Dragić),52,55
186,2,2:20.0,,Turnover by A. Len (bad pass),52,55
187,2,2:20.0,Turnover by M. Carter-Williams (bad pass; steal by G. Dragić),,52,55
188,2,2:13.0,Personal foul by A. Len (drawn by N. Noel),,52,55
189,2,2:13.0,,M. Morris enters the game for A. Len,52,55
190,2,2:11.0,Personal foul by M. Morris (drawn by J. Grant),,52,55
191,2,1:58.0,T. Wroten misses 2-pt jump shot from 8 ft,,52,55
192,2,1:57.0,,Defensive rebound by E. Bledsoe,52,55
193,2,1:50.0,,Personal foul by M. Carter-Williams (drawn by E. Bledsoe),52,55
194,2,1:50.0,R. Covington enters the game for N. Noel,,52,55
195,2,1:50.0,H. Sims enters the game for M. Carter-Williams,,52,55
196,2,1:44.0,,Turnover by G. Dragić (lost ball; steal by T. Wroten),52,55
197,2,1:39.0,H. Sims makes 2-pt layup at rim (assist by T. Wroten),,54,55
198,2,1:23.0,,M. Morris misses 2-pt jump shot from 6 ft (block by H. Sims),54,55
199,2,1:21.0,Defensive rebound by T. Wroten,,54,55
200,2,1:17.0,T. Wroten misses 2-pt jump shot from 6 ft,,54,55
201,2,1:15.0,,Defensive rebound by M. Morris,54,55
202,2,1:07.0,,Personal foul by T. Wroten (drawn by M. Morris),54,55
203,2,1:07.0,,M. Morris makes free throw 1 of 2,54,56
204,2,1:07.0,,M. Morris makes free throw 2 of 2,54,57
205,2,0:56.0,T. Wroten makes 2-pt layup from 2 ft,,56,57
206,2,0:56.0,Shooting block foul by M. Morris (drawn by T. Wroten),,56,57
207,2,0:56.0,,M. Plumlee enters the game for M. Morris,56,57
208,2,0:56.0,T. Wroten misses free throw 1 of 1,,56,57
209,2,0:56.0,,Defensive rebound by P. Tucker,56,57
210,2,0:34.0,,G. Dragić misses 3-pt jump shot from 24 ft,56,57
211,2,0:33.0,,Offensive rebound by E. Bledsoe,56,57
212,2,0:12.0,,E. Bledsoe misses 2-pt jump shot from 6 ft,56,57
213,2,0:11.0,Defensive rebound by K. McDaniels,,56,57
214,2,0:01.0,T. Wroten makes 2-pt jump shot from 3 ft (assist by K. McDaniels),,58,57
215,2,0:01.0,Shooting block foul by M. Plumlee (drawn by T. Wroten),,58,57
216,2,0:01.0,T. Wroten makes free throw 1 of 1,,59,57
217,2,0:00.0,,M. Morris misses 3-pt jump shot from 26 ft,59,57
218,2,0:00.0,,Offensive rebound by Team,59,57
219,3,11:41.0,,M. Morris makes 2-pt layup from 1 ft (assist by E. Bledsoe),59,59
220,3,11:28.0,K. McDaniels misses 2-pt layup from 2 ft (block by A. Len),,59,59
221,3,11:26.0,,Defensive rebound by A. Len,59,59
222,3,11:15.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),59,62
223,3,11:01.0,K. McDaniels misses 3-pt jump shot from 22 ft,,59,62
224,3,10:59.0,Offensive rebound by M. Carter-Williams,,59,62
225,3,10:53.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,59,62
226,3,10:52.0,,Defensive rebound by Team,59,62
227,3,10:43.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),59,65
228,3,10:43.0,Philadelphia full timeout,,59,65
229,3,10:26.0,K. McDaniels misses 2-pt jump shot from 3 ft (block by A. Len),,59,65
230,3,10:24.0,Offensive rebound by M. Carter-Williams,,59,65
231,3,10:20.0,Turnover by L. Mbah a Moute (lost ball; steal by M. Morris),,59,65
232,3,10:09.0,,Personal block foul by R. Covington (drawn by E. Bledsoe),59,65
233,3,9:59.0,,G. Dragić misses 2-pt jump shot from 7 ft (block by N. Noel),59,65
234,3,9:58.0,Defensive rebound by M. Carter-Williams,,59,65
235,3,9:55.0,K. McDaniels makes 2-pt dunk at rim (assist by M. Carter-Williams),,61,65
236,3,9:32.0,,G. Dragić misses 2-pt jump shot from 14 ft,61,65
237,3,9:31.0,,Offensive rebound by A. Len,61,65
238,3,9:29.0,,Turnover by A. Len (lost ball; steal by R. Covington),61,65
239,3,9:25.0,R. Covington makes 2-pt layup from 1 ft (assist by L. Mbah a Moute),,63,65
240,3,8:58.0,,P. Tucker makes 3-pt jump shot from 26 ft,63,68
241,3,8:48.0,L. Mbah a Moute misses 3-pt jump shot from 25 ft,,63,68
242,3,8:47.0,Offensive rebound by N. Noel,,63,68
243,3,8:32.0,N. Noel misses 2-pt jump shot from 11 ft,,63,68
244,3,8:31.0,,Defensive rebound by E. Bledsoe,63,68
245,3,8:23.0,,G. Dragić misses 3-pt jump shot from 25 ft,63,68
246,3,8:22.0,Defensive rebound by R. Covington,,63,68
247,3,8:13.0,L. Mbah a Moute misses 2-pt layup at rim (block by A. Len),,63,68
248,3,8:11.0,,Defensive rebound by G. Dragić,63,68
249,3,8:08.0,,Shooting block foul by R. Covington (drawn by M. Morris),63,68
250,3,8:08.0,,M. Morris makes free throw 1 of 2,63,69
251,3,8:08.0,T. Wroten enters the game for R. Covington,,63,69
252,3,8:08.0,,M. Morris makes free throw 2 of 2,63,70
253,3,7:52.0,T. Wroten misses 3-pt jump shot from 25 ft,,63,70
254,3,7:51.0,,Defensive rebound by E. Bledsoe,63,70
255,3,7:45.0,,E. Bledsoe misses 2-pt layup from 1 ft (block by N. Noel),63,70
256,3,7:43.0,Defensive rebound by M. Carter-Williams,,63,70
257,3,7:40.0,Personal block foul by G. Dragić (drawn by T. Wroten),,63,70
258,3,7:40.0,T. Wroten misses free throw 1 of 2,,63,70
259,3,7:40.0,Offensive rebound by Team,,63,70
260,3,7:40.0,T. Wroten makes free throw 2 of 2,,64,70
261,3,7:19.0,,M. Morris makes 2-pt jump shot from 4 ft,64,72
262,3,7:03.0,Turnover by M. Carter-Williams (lost ball; steal by E. Bledsoe),,64,72
263,3,6:47.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,64,72
264,3,6:46.0,Defensive rebound by Team,,64,72
265,3,6:34.0,M. Carter-Williams misses 2-pt jump shot from 18 ft,,64,72
266,3,6:32.0,,Defensive rebound by G. Dragić,64,72
267,3,6:22.0,,M. Plumlee enters the game for A. Len,64,72
268,3,6:20.0,,M. Morris misses 2-pt jump shot from 3 ft (block by L. Mbah a Moute),64,72
269,3,6:18.0,,Offensive rebound by M. Morris,64,72
270,3,6:16.0,,M. Morris misses 2-pt layup from 2 ft,64,72
271,3,6:15.0,,Offensive rebound by M. Plumlee,64,72
272,3,6:15.0,,M. Plumlee makes 2-pt tip-in at rim,64,74
273,3,6:01.0,K. McDaniels misses 2-pt jump shot from 3 ft (block by M. Plumlee),,64,74
274,3,5:59.0,,Defensive rebound by G. Dragić,64,74
275,3,5:41.0,,E. Bledsoe misses 2-pt layup from 1 ft,64,74
276,3,5:40.0,Defensive rebound by L. Mbah a Moute,,64,74
277,3,5:32.0,L. Mbah a Moute misses 3-pt jump shot from 25 ft,,64,74
278,3,5:31.0,,Defensive rebound by P. Tucker,64,74
279,3,5:19.0,,G. Dragić misses 3-pt jump shot from 24 ft,64,74
280,3,5:18.0,,Offensive rebound by G. Dragić,64,74
281,3,4:56.0,,Offensive foul by M. Morris (drawn by M. Carter-Williams),64,74
282,3,4:56.0,,Turnover by P. Tucker (offensive foul),64,74
283,3,4:56.0,,Phoenix full timeout,64,74
284,3,4:56.0,,G. Green enters the game for M. Morris,64,74
285,3,4:56.0,,M. Morris enters the game for G. Dragić,64,74
286,3,4:56.0,H. Sims enters the game for N. Noel,,64,74
287,3,4:56.0,J. Grant enters the game for K. McDaniels,,64,74
288,3,4:45.0,M. Carter-Williams makes 2-pt layup from 1 ft (assist by H. Sims),,66,74
289,3,4:26.0,,G. Green misses 3-pt jump shot from 22 ft,66,74
290,3,4:25.0,Defensive rebound by T. Wroten,,66,74
291,3,4:16.0,J. Grant misses 3-pt jump shot from 24 ft,,66,74
292,3,4:15.0,,Defensive rebound by G. Green,66,74
293,3,4:01.0,,Personal foul by M. Carter-Williams (drawn by M. Morris),66,74
294,3,3:48.0,,Turnover by P. Tucker (lost ball; steal by T. Wroten),66,74
295,3,3:44.0,T. Wroten misses 2-pt layup from 2 ft,,66,74
296,3,3:42.0,Offensive rebound by M. Carter-Williams,,66,74
297,3,3:42.0,M. Carter-Williams makes 2-pt tip-in at rim,,68,74
298,3,3:25.0,,G. Green makes 2-pt layup from 1 ft,68,76
299,3,3:03.0,M. Carter-Williams misses 2-pt layup from 2 ft (block by M. Plumlee),,68,76
300,3,3:03.0,,Defensive rebound by M. Plumlee,68,76
301,3,2:58.0,,G. Green makes 2-pt dunk at rim (assist by E. Bledsoe),68,78
302,3,2:38.0,Turnover by T. Wroten (bad pass),,68,78
303,3,2:38.0,Philadelphia full timeout,,68,78
304,3,2:38.0,R. Covington enters the game for L. Mbah a Moute,,68,78
305,3,2:38.0,M. Thomas enters the game for M. Carter-Williams,,68,78
306,3,2:20.0,,M. Plumlee makes 2-pt dunk at rim (assist by E. Bledsoe),68,80
307,3,2:14.0,T. Wroten misses 2-pt layup at rim,,68,80
308,3,2:13.0,Offensive rebound by H. Sims,,68,80
309,3,2:13.0,H. Sims makes 2-pt tip-in from 1 ft,,70,80
310,3,2:03.0,,G. Green misses 3-pt jump shot from 23 ft,70,80
311,3,2:00.0,Defensive rebound by M. Thomas,,70,80
312,3,1:53.0,Personal foul by M. Plumlee (drawn by H. Sims),,70,80
313,3,1:46.0,T. Wroten makes 3-pt jump shot from 25 ft,,73,80
314,3,1:29.0,,Turnover by M. Morris (bad pass; steal by T. Wroten),73,80
315,3,1:26.0,Personal take foul by G. Green (drawn by T. Wroten),,73,80
316,3,1:26.0,T. Wroten misses free throw 1 of 2,,73,80
317,3,1:26.0,Offensive rebound by Team,,73,80
318,3,1:26.0,T. Wroten makes free throw 2 of 2,,74,80
319,3,1:20.0,,Offensive foul by M. Plumlee (drawn by J. Grant),74,80
320,3,1:20.0,,Turnover by M. Plumlee (offensive foul),74,80
321,3,1:08.0,R. Covington makes 3-pt jump shot from 24 ft,,77,80
322,3,0:53.0,,E. Bledsoe misses 2-pt jump shot from 3 ft (block by H. Sims),77,80
323,3,0:52.0,Defensive rebound by Team,,77,80
324,3,0:52.0,Personal foul by M. Plumlee (drawn by R. Covington),,77,80
325,3,0:52.0,R. Covington makes free throw 1 of 2,,78,80
326,3,0:52.0,,I. Thomas enters the game for P. Tucker,78,80
327,3,0:52.0,R. Covington makes free throw 2 of 2,,79,80
328,3,0:46.0,,G. Green makes 2-pt layup from 1 ft,79,82
329,3,0:32.0,Turnover by T. Wroten (bad pass; steal by M. Plumlee),,79,82
330,3,0:27.0,,E. Bledsoe makes 2-pt layup at rim,79,84
331,3,0:06.0,R. Covington misses 3-pt jump shot from 23 ft,,79,84
332,3,0:05.0,,Defensive rebound by M. Morris,79,84
333,4,11:39.0,T. Wroten misses 3-pt jump shot from 25 ft,,79,84
334,4,11:38.0,Offensive rebound by H. Sims,,79,84
335,4,11:32.0,J. Grant misses 3-pt jump shot from 23 ft,,79,84
336,4,11:30.0,Offensive rebound by H. Sims,,79,84
337,4,11:23.0,Turnover by T. Wroten (lost ball; steal by G. Dragić),,79,84
338,4,11:16.0,,M. Morris makes 2-pt layup from 1 ft,79,86
339,4,10:53.0,M. Thomas misses 3-pt jump shot from 22 ft,,79,86
340,4,10:52.0,,Defensive rebound by I. Thomas,79,86
341,4,10:45.0,,G. Dragić misses 2-pt layup from 1 ft,79,86
342,4,10:44.0,,Offensive rebound by M. Plumlee,79,86
343,4,10:44.0,,M. Plumlee makes 2-pt tip-in from 1 ft,79,88
344,4,10:31.0,R. Covington misses 3-pt jump shot from 24 ft,,79,88
345,4,10:30.0,,Defensive rebound by I. Thomas,79,88
346,4,10:25.0,,G. Dragić misses 2-pt layup at rim (block by R. Covington),79,88
347,4,10:25.0,,Offensive rebound by Team,79,88
348,4,10:25.0,M. Carter-Williams enters the game for M. Thomas,,79,88
349,4,10:25.0,L. Mbah a Moute enters the game for J. Grant,,79,88
350,4,10:18.0,,I. Thomas misses 2-pt jump shot from 11 ft,79,88
351,4,10:16.0,Defensive rebound by R. Covington,,79,88
352,4,10:08.0,Philadelphia full timeout,,79,88
353,4,10:08.0,K. McDaniels enters the game for T. Wroten,,79,88
354,4,9:59.0,H. Sims misses 2-pt layup at rim (block by M. Plumlee),,79,88
355,4,9:57.0,,Defensive rebound by M. Plumlee,79,88
356,4,9:47.0,,G. Green misses 2-pt dunk at rim,79,88
357,4,9:45.0,,Offensive rebound by G. Green,79,88
358,4,9:41.0,,G. Dragić misses 3-pt jump shot from 24 ft,79,88
359,4,9:40.0,Defensive rebound by H. Sims,,79,88
360,4,9:31.0,H. Sims makes 2-pt jump shot from 21 ft (assist by M. Carter-Williams),,81,88
361,4,9:15.0,,G. Green makes 2-pt jump shot from 19 ft (assist by M. Morris),81,90
362,4,8:49.0,K. McDaniels misses 2-pt jump shot from 3 ft (block by M. Plumlee),,81,90
363,4,8:46.0,,Defensive rebound by G. Dragić,81,90
364,4,8:41.0,,I. Thomas makes 2-pt layup from 1 ft (assist by G. Dragić),81,92
365,4,8:31.0,Turnover by H. Sims (bad pass),,81,92
366,4,8:08.0,,G. Green makes 3-pt jump shot from 22 ft (assist by M. Morris),81,95
367,4,8:06.0,Philadelphia full timeout,,81,95
368,4,8:06.0,T. Wroten enters the game for K. McDaniels,,81,95
369,4,8:06.0,J. Grant enters the game for H. Sims,,81,95
370,4,7:50.0,M. Carter-Williams makes 2-pt jump shot from 19 ft,,83,95
371,4,7:31.0,,G. Green misses 3-pt jump shot from 23 ft,83,95
372,4,7:30.0,Defensive rebound by J. Grant,,83,95
373,4,7:20.0,L. Mbah a Moute misses 2-pt layup at rim,,83,95
374,4,7:19.0,,Defensive rebound by M. Morris,83,95
375,4,7:16.0,,Turnover by M. Morris (lost ball; steal by L. Mbah a Moute),83,95
376,4,7:12.0,T. Wroten makes 2-pt layup from 2 ft (assist by L. Mbah a Moute),,85,95
377,4,6:53.0,,I. Thomas makes 3-pt jump shot from 22 ft (assist by M. Morris),85,98
