,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,WASHINGTON_ACTION,SAN ANTONIO_SCORE,WASHINGTON_SCORE
106,2,8:41.0,C. Joseph enters the game for P. Mills,,33,37
107,2,8:23.0,M. Bonner misses 3-pt jump shot from 23 ft,,33,37
108,2,8:22.0,,Defensive rebound by K. Séraphin,33,37
109,2,8:06.0,,Turnover by B. Beal (bad pass),33,37
110,2,7:44.0,T. Parker misses 2-pt layup from 2 ft (block by B. Beal),,33,37
111,2,7:43.0,Offensive rebound by Team,,33,37
112,2,7:42.0,T. Parker misses 3-pt jump shot from 22 ft,,33,37
113,2,7:42.0,Offensive rebound by Team,,33,37
114,2,7:42.0,Turnover by Team (shot clock),,33,37
115,2,7:32.0,,B. Beal misses 2-pt layup from 2 ft (block by C. Joseph),33,37
116,2,7:30.0,,Offensive rebound by B. Beal,33,37
117,2,7:27.0,,Shooting foul by M. Bonner (drawn by K. Séraphin),33,37
118,2,7:27.0,,K. Séraphin makes free throw 1 of 2,33,38
119,2,7:27.0,T. Splitter enters the game for M. Bonner,,33,38
120,2,7:27.0,,R. Butler enters the game for M. Webster,33,38
121,2,7:27.0,,K. Séraphin makes free throw 2 of 2,33,39
122,2,7:07.0,D. Green misses 2-pt layup from 2 ft,,33,39
123,2,7:06.0,,Defensive rebound by B. Beal,33,39
124,2,6:49.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by R. Butler),33,41
125,2,6:32.0,T. Parker misses 2-pt jump shot from 19 ft,,33,41
126,2,6:31.0,,Defensive rebound by R. Butler,33,41
127,2,6:17.0,,K. Humphries makes 2-pt jump shot from 15 ft (assist by B. Beal),33,43
128,2,5:55.0,Shooting foul by K. Séraphin (drawn by C. Joseph),,33,43
129,2,5:55.0,Official timeout,,33,43
130,2,5:55.0,T. Duncan enters the game for J. Ayres,,33,43
131,2,5:55.0,P. Mills enters the game for T. Parker,,33,43
132,2,5:55.0,C. Joseph makes free throw 1 of 2,,34,43
133,2,5:55.0,C. Joseph makes free throw 2 of 2,,35,43
134,2,5:44.0,,Shooting foul by C. Joseph (drawn by K. Séraphin),35,43
135,2,5:44.0,,K. Séraphin makes free throw 1 of 2,35,44
136,2,5:44.0,,J. Wall enters the game for A. Miller,35,44
137,2,5:44.0,,P. Pierce enters the game for B. Beal,35,44
138,2,5:44.0,,K. Séraphin makes free throw 2 of 2,35,45
139,2,5:31.0,P. Mills misses 2-pt jump shot from 3 ft,,35,45
140,2,5:30.0,Offensive rebound by T. Duncan,,35,45
141,2,5:23.0,D. Green makes 2-pt jump shot from 3 ft (assist by T. Duncan),,37,45
142,2,5:05.0,,P. Pierce misses 2-pt jump shot from 15 ft,37,45
143,2,5:04.0,Defensive rebound by T. Duncan,,37,45
144,2,4:41.0,D. Green misses 3-pt jump shot from 25 ft,,37,45
145,2,4:40.0,,Defensive rebound by P. Pierce,37,45
146,2,4:23.0,,P. Pierce misses 3-pt jump shot from 26 ft,37,45
147,2,4:22.0,,Offensive rebound by K. Humphries,37,45
148,2,4:20.0,,K. Humphries misses 2-pt jump shot from 3 ft,37,45
149,2,4:19.0,Defensive rebound by T. Duncan,,37,45
150,2,4:03.0,P. Mills makes 3-pt jump shot from 26 ft (assist by T. Splitter),,40,45
151,2,3:47.0,,R. Butler misses 2-pt layup from 2 ft,40,45
152,2,3:46.0,Defensive rebound by T. Duncan,,40,45
153,2,3:42.0,P. Mills misses 3-pt jump shot from 27 ft,,40,45
154,2,3:40.0,Offensive rebound by D. Green,,40,45
155,2,3:37.0,D. Green makes 2-pt tip-in at rim,,42,45
156,2,3:37.0,,Washington full timeout,42,45
157,2,3:37.0,,M. Gortat enters the game for K. Séraphin,42,45
158,2,3:37.0,,N. Hilário enters the game for K. Humphries,42,45
159,2,3:37.0,,B. Beal enters the game for R. Butler,42,45
160,2,3:25.0,,Offensive foul by M. Gortat (drawn by P. Mills),42,45
161,2,3:25.0,,Turnover by M. Gortat (offensive foul),42,45
162,2,3:12.0,D. Green misses 2-pt jump shot from 21 ft,,42,45
163,2,3:11.0,Offensive rebound by T. Duncan,,42,45
164,2,3:09.0,T. Duncan makes 2-pt jump shot from 9 ft,,44,45
165,2,2:56.0,,Shooting foul by C. Joseph (drawn by B. Beal),44,45
166,2,2:56.0,,B. Beal makes free throw 1 of 2,44,46
167,2,2:56.0,,B. Beal makes free throw 2 of 2,44,47
168,2,2:40.0,T. Duncan makes 2-pt hook shot from 8 ft (assist by C. Joseph),,46,47
169,2,2:25.0,,J. Wall makes 2-pt jump shot from 13 ft,46,49
170,2,2:07.0,T. Duncan misses 2-pt jump shot from 9 ft,,46,49
171,2,2:06.0,,Defensive rebound by B. Beal,46,49
172,2,1:54.0,,N. Hilário misses 2-pt jump shot from 15 ft,46,49
173,2,1:52.0,,Offensive rebound by N. Hilário,46,49
174,2,1:50.0,,N. Hilário misses 2-pt layup from 2 ft,46,49
175,2,1:49.0,Defensive rebound by T. Splitter,,46,49
176,2,1:38.0,T. Duncan misses 2-pt layup from 2 ft,,46,49
177,2,1:37.0,Offensive rebound by T. Splitter,,46,49
178,2,1:36.0,T. Splitter misses 2-pt layup from 1 ft,,46,49
179,2,1:35.0,,Defensive rebound by M. Gortat,46,49
180,2,1:35.0,,Turnover by P. Pierce (traveling),46,49
181,2,1:35.0,M. Ginóbili enters the game for D. Green,,46,49
182,2,1:18.0,Shooting foul by N. Hilário (drawn by T. Splitter),,46,49
183,2,1:18.0,T. Splitter misses free throw 1 of 2,,46,49
184,2,1:18.0,Offensive rebound by Team,,46,49
185,2,1:18.0,T. Splitter misses free throw 2 of 2,,46,49
186,2,1:17.0,,Defensive rebound by P. Pierce,46,49
187,2,0:57.0,,J. Wall makes 2-pt jump shot from 3 ft (assist by B. Beal),46,51
188,2,0:50.0,Shooting foul by P. Pierce (drawn by M. Ginóbili),,46,51
189,2,0:50.0,M. Ginóbili makes free throw 1 of 2,,47,51
190,2,0:50.0,D. Green enters the game for C. Joseph,,47,51
191,2,0:50.0,M. Ginóbili makes free throw 2 of 2,,48,51
192,2,0:38.0,,J. Wall misses 2-pt jump shot from 13 ft,48,51
193,2,0:36.0,Defensive rebound by T. Duncan,,48,51
194,2,0:31.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,48,51
195,2,0:29.0,,Defensive rebound by N. Hilário,48,51
196,2,0:09.0,,B. Beal misses 3-pt jump shot from 26 ft,48,51
197,2,0:08.0,Defensive rebound by P. Mills,,48,51
198,2,0:01.0,T. Duncan misses 2-pt jump shot from 6 ft,,48,51
199,2,0:00.0,Offensive rebound by Team,,48,51
200,3,11:41.0,,Shooting foul by A. Daye (drawn by N. Hilário),48,51
201,3,11:41.0,,N. Hilário makes free throw 1 of 2,48,52
202,3,11:41.0,,N. Hilário makes free throw 2 of 2,48,53
203,3,11:17.0,T. Duncan misses 2-pt jump shot from 7 ft,,48,53
204,3,11:16.0,,Defensive rebound by N. Hilário,48,53
205,3,11:06.0,,J. Wall makes 2-pt jump shot from 3 ft,48,55
206,3,10:41.0,T. Duncan misses 2-pt jump shot from 16 ft,,48,55
207,3,10:40.0,,Defensive rebound by N. Hilário,48,55
208,3,10:34.0,,Shooting foul by D. Green (drawn by J. Wall),48,55
209,3,10:34.0,,J. Wall makes free throw 1 of 2,48,56
210,3,10:34.0,,J. Wall makes free throw 2 of 2,48,57
211,3,10:22.0,T. Duncan misses 2-pt jump shot from 4 ft,,48,57
212,3,10:21.0,,Defensive rebound by N. Hilário,48,57
213,3,10:17.0,,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),48,59
214,3,10:16.0,San Antonio full timeout,,48,59
215,3,10:14.0,A. Daye misses 2-pt jump shot from 16 ft,,48,59
216,3,10:14.0,,Defensive rebound by M. Gortat,48,59
217,3,10:14.0,,Turnover by J. Wall (bad pass),48,59
218,3,10:14.0,C. Joseph enters the game for A. Daye,,48,59
219,3,9:58.0,T. Parker makes 2-pt jump shot from 4 ft (assist by C. Joseph),,50,59
220,3,9:42.0,,N. Hilário misses 2-pt jump shot from 3 ft,50,59
221,3,9:41.0,,Offensive rebound by B. Beal,50,59
222,3,9:29.0,,J. Wall misses 3-pt jump shot from 26 ft,50,59
223,3,9:28.0,Defensive rebound by T. Duncan,,50,59
224,3,9:12.0,D. Green makes 3-pt jump shot from 27 ft (assist by T. Parker),,53,59
225,3,8:58.0,,P. Pierce misses 2-pt layup from 2 ft,53,59
226,3,8:57.0,Defensive rebound by D. Green,,53,59
227,3,8:46.0,Turnover by T. Duncan (bad pass),,53,59
228,3,8:46.0,Loose ball foul by C. Joseph (drawn by B. Beal),,53,59
229,3,8:28.0,,Turnover by N. Hilário (offensive foul),53,59
230,3,8:28.0,,Offensive foul by N. Hilário (drawn by T. Splitter),53,59
231,3,8:13.0,T. Parker makes 2-pt jump shot from 6 ft,,55,59
232,3,8:01.0,,Shooting foul by T. Duncan (drawn by P. Pierce),55,59
233,3,8:01.0,,P. Pierce makes free throw 1 of 2,55,60
234,3,8:01.0,,P. Pierce makes free throw 2 of 2,55,61
235,3,7:50.0,T. Splitter misses 2-pt jump shot from 4 ft,,55,61
236,3,7:50.0,,Defensive rebound by M. Gortat,55,61
237,3,7:42.0,,Turnover by P. Pierce (lost ball; steal by T. Duncan),55,61
238,3,7:36.0,T. Splitter makes 2-pt layup from 1 ft (assist by T. Duncan),,57,61
239,3,7:19.0,,M. Gortat misses 2-pt jump shot from 7 ft,57,61
240,3,7:18.0,Defensive rebound by C. Joseph,,57,61
241,3,7:01.0,Turnover by T. Parker (bad pass),,57,61
242,3,6:51.0,,J. Wall misses 2-pt layup from 1 ft,57,61
243,3,6:51.0,Defensive rebound by Team,,57,61
244,3,6:34.0,T. Parker makes 2-pt layup from 1 ft (assist by C. Joseph),,59,61
245,3,6:22.0,,Personal foul by T. Duncan (drawn by M. Gortat),59,61
246,3,6:22.0,,M. Gortat misses free throw 1 of 2,59,61
247,3,6:22.0,,Offensive rebound by Team,59,61
248,3,6:22.0,,M. Gortat makes free throw 2 of 2,59,62
249,3,6:04.0,Turnover by T. Parker (bad pass; steal by B. Beal),,59,62
250,3,6:00.0,,B. Beal misses 2-pt layup at rim (block by D. Green),59,62
251,3,5:57.0,Defensive rebound by T. Duncan,,59,62
252,3,5:48.0,T. Parker misses 2-pt jump shot from 19 ft,,59,62
253,3,5:47.0,Offensive rebound by Team,,59,62
254,3,5:46.0,,R. Butler enters the game for B. Beal,59,62
255,3,5:33.0,T. Duncan makes 2-pt dunk at rim (assist by D. Green),,61,62
256,3,5:13.0,,J. Wall makes 2-pt jump shot from 16 ft,61,64
257,3,4:58.0,D. Green misses 3-pt jump shot from 28 ft,,61,64
258,3,4:57.0,,Defensive rebound by J. Wall,61,64
259,3,4:52.0,,Shooting foul by T. Splitter (drawn by N. Hilário),61,64
260,3,4:52.0,,N. Hilário makes 2-pt layup from 1 ft (assist by J. Wall),61,66
261,3,4:52.0,M. Ginóbili enters the game for T. Parker,,61,66
262,3,4:52.0,,N. Hilário makes free throw 1 of 1,61,67
263,3,4:45.0,D. Green makes 3-pt jump shot from 26 ft (assist by T. Splitter),,64,67
264,3,4:29.0,,Turnover by N. Hilário (bad pass),64,67
265,3,4:29.0,,K. Humphries enters the game for N. Hilário,64,67
266,3,4:29.0,B. Diaw enters the game for T. Duncan,,64,67
267,3,4:14.0,D. Green misses 2-pt jump shot from 15 ft,,64,67
268,3,4:14.0,,Defensive rebound by M. Gortat,64,67
269,3,4:13.0,,Personal take foul by M. Ginóbili (drawn by J. Wall),64,67
270,3,4:13.0,,J. Wall misses free throw 1 of 2,64,67
271,3,4:13.0,,Offensive rebound by Team,64,67
272,3,4:13.0,,J. Wall makes free throw 2 of 2,64,68
273,3,3:52.0,B. Diaw misses 2-pt layup from 2 ft,,64,68
274,3,3:51.0,Offensive rebound by T. Splitter,,64,68
275,3,3:48.0,T. Splitter makes 2-pt tip-in from 1 ft,,66,68
276,3,3:35.0,,P. Pierce makes 3-pt jump shot from 26 ft (assist by J. Wall),66,71
277,3,3:21.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,66,71
278,3,3:20.0,,Defensive rebound by K. Humphries,66,71
279,3,3:07.0,,M. Gortat misses 2-pt jump shot from 10 ft,66,71
280,3,3:06.0,Defensive rebound by D. Green,,66,71
281,3,2:54.0,C. Joseph makes 2-pt jump shot from 19 ft (assist by B. Diaw),,68,71
282,3,2:40.0,,J. Wall makes 2-pt jump shot from 10 ft,68,73
283,3,2:31.0,Shooting foul by K. Humphries (drawn by T. Splitter),,68,73
284,3,2:31.0,,Washington full timeout,68,73
285,3,2:31.0,,B. Beal enters the game for P. Pierce,68,73
286,3,2:31.0,P. Mills enters the game for C. Joseph,,68,73
287,3,2:31.0,T. Splitter makes free throw 1 of 2,,69,73
288,3,2:31.0,T. Splitter makes free throw 2 of 2,,70,73
289,3,2:15.0,,M. Gortat misses 2-pt layup from 1 ft,70,73
290,3,2:14.0,Defensive rebound by M. Ginóbili,,70,73
291,3,2:08.0,D. Green misses 2-pt layup from 1 ft,,70,73
292,3,2:07.0,,Defensive rebound by K. Humphries,70,73
293,3,1:49.0,,R. Butler misses 3-pt jump shot from 23 ft,70,73
294,3,1:48.0,Defensive rebound by M. Ginóbili,,70,73
295,3,1:27.0,T. Splitter makes 2-pt layup from 2 ft (assist by B. Diaw),,72,73
296,3,1:13.0,,B. Beal makes 2-pt jump shot from 13 ft (assist by J. Wall),72,75
297,3,0:58.0,D. Green misses 3-pt jump shot from 23 ft,,72,75
298,3,0:57.0,,Defensive rebound by K. Humphries,72,75
299,3,0:38.0,,R. Butler misses 3-pt jump shot from 22 ft,72,75
300,3,0:37.0,Defensive rebound by B. Diaw,,72,75
301,3,0:26.0,D. Green misses 3-pt jump shot from 29 ft,,72,75
302,3,0:25.0,,Defensive rebound by M. Gortat,72,75
303,3,0:05.0,,Turnover by J. Wall (lost ball),72,75
304,3,0:05.0,J. Ayres enters the game for T. Splitter,,72,75
305,3,0:02.0,Turnover by M. Ginóbili (bad pass; steal by K. Humphries),,72,75
306,4,11:49.0,J. Ayres makes 2-pt dunk at rim (assist by M. Ginóbili),,74,75
307,4,11:29.0,,K. Humphries misses 2-pt jump shot from 17 ft,74,75
308,4,11:28.0,Defensive rebound by P. Mills,,74,75
309,4,11:07.0,T. Parker misses 2-pt jump shot from 3 ft (block by K. Humphries),,74,75
310,4,11:07.0,Offensive rebound by Team,,74,75
311,4,11:07.0,,K. Séraphin enters the game for M. Gortat,74,75
312,4,11:05.0,P. Mills misses 2-pt jump shot from 18 ft,,74,75
313,4,11:05.0,Offensive rebound by Team,,74,75
314,4,11:05.0,Turnover by Team (shot clock),,74,75
315,4,10:43.0,,J. Wall misses 2-pt jump shot from 8 ft,74,75
316,4,10:42.0,,Offensive rebound by K. Humphries,74,75
317,4,10:40.0,,K. Humphries misses 2-pt jump shot from 3 ft,74,75
318,4,10:39.0,Defensive rebound by J. Ayres,,74,75
319,4,10:36.0,M. Ginóbili misses 2-pt jump shot from 4 ft (block by J. Wall),,74,75
320,4,10:36.0,Offensive rebound by Team,,74,75
321,4,10:23.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,74,75
322,4,10:23.0,,Defensive rebound by K. Humphries,74,75
323,4,10:13.0,,Personal foul by M. Ginóbili (drawn by K. Humphries),74,75
324,4,10:13.0,,A. Miller enters the game for J. Wall,74,75
325,4,10:09.0,,B. Beal misses 2-pt jump shot from 19 ft,74,75
326,4,10:08.0,Defensive rebound by J. Ayres,,74,75
327,4,9:59.0,B. Diaw makes 2-pt hook shot from 6 ft,,76,75
328,4,9:45.0,,K. Humphries makes 2-pt jump shot from 16 ft (assist by A. Miller),76,77
329,4,9:30.0,T. Parker misses 2-pt jump shot from 16 ft,,76,77
330,4,9:29.0,,Defensive rebound by K. Humphries,76,77
331,4,9:18.0,,K. Séraphin misses 2-pt jump shot from 14 ft,76,77
332,4,9:17.0,Defensive rebound by B. Diaw,,76,77
333,4,8:56.0,T. Parker makes 2-pt jump shot from 16 ft,,78,77
334,4,8:39.0,,R. Butler makes 2-pt layup from 2 ft,78,79
335,4,8:38.0,San Antonio full timeout,,78,79
336,4,8:38.0,D. Green enters the game for M. Ginóbili,,78,79
337,4,8:15.0,T. Parker misses 3-pt jump shot from 26 ft,,78,79
338,4,8:14.0,,Defensive rebound by Team,78,79
339,4,7:57.0,,K. Séraphin makes 2-pt hook shot from 9 ft,78,81
340,4,7:42.0,Shooting foul by K. Humphries (drawn by B. Diaw),,78,81
341,4,7:42.0,B. Diaw makes 2-pt jump shot from 8 ft,,80,81
342,4,7:42.0,B. Diaw misses free throw 1 of 1,,80,81
343,4,7:41.0,,Defensive rebound by B. Beal,80,81
344,4,7:27.0,,K. Séraphin makes 2-pt jump shot from 7 ft (assist by B. Beal),80,83
345,4,7:13.0,J. Ayres makes 2-pt jump shot from 9 ft (assist by B. Diaw),,82,83
346,4,7:04.0,,Turnover by K. Séraphin (traveling),82,83
347,4,6:50.0,J. Ayres makes 2-pt jump shot from 6 ft (assist by D. Green),,84,83
348,4,6:50.0,Shooting foul by R. Butler (drawn by J. Ayres),,84,83
349,4,6:50.0,J. Ayres makes free throw 1 of 1,,85,83
350,4,6:34.0,,B. Beal misses 2-pt layup at rim,85,83
351,4,6:33.0,,Offensive rebound by K. Séraphin,85,83
352,4,6:33.0,,K. Séraphin makes 2-pt layup at rim,85,85
353,4,6:33.0,,Shooting foul by J. Ayres (drawn by K. Séraphin),85,85
354,4,6:33.0,,K. Séraphin makes free throw 1 of 1,85,86
355,4,6:19.0,Personal foul by K. Séraphin (drawn by B. Diaw),,85,86
356,4,6:09.0,B. Diaw makes 2-pt layup from 1 ft,,87,86
357,4,5:47.0,,K. Humphries misses 2-pt jump shot from 14 ft,87,86
358,4,5:46.0,,Offensive rebound by K. Séraphin,87,86
359,4,5:44.0,,K. Séraphin makes 2-pt layup from 1 ft,87,88
360,4,5:24.0,B. Diaw misses 2-pt jump shot from 7 ft,,87,88
361,4,5:23.0,,Defensive rebound by K. Humphries,87,88
362,4,5:10.0,,A. Miller makes 2-pt layup from 1 ft,87,90
363,4,4:49.0,J. Ayres misses 2-pt layup from 1 ft (block by K. Séraphin),,87,90
364,4,4:48.0,,Defensive rebound by K. Séraphin,87,90
365,4,4:41.0,,K. Humphries makes 2-pt layup at rim (assist by K. Séraphin),87,92
366,4,4:24.0,T. Parker misses 2-pt jump shot from 3 ft (block by B. Beal),,87,92
367,4,4:24.0,Offensive rebound by Team,,87,92
368,4,4:24.0,Official timeout,,87,92
369,4,4:24.0,,J. Wall enters the game for A. Miller,87,92
370,4,4:24.0,,N. Hilário enters the game for K. Humphries,87,92
371,4,4:24.0,T. Duncan enters the game for T. Parker,,87,92
372,4,4:24.0,T. Splitter enters the game for B. Diaw,,87,92
373,4,4:24.0,C. Joseph enters the game for P. Mills,,87,92
374,4,4:24.0,M. Ginóbili enters the game for J. Ayres,,87,92
375,4,4:17.0,C. Joseph misses 2-pt jump shot from 3 ft,,87,92
376,4,4:16.0,Offensive rebound by T. Duncan,,87,92
377,4,4:13.0,T. Duncan misses 2-pt jump shot from 4 ft,,87,92
378,4,4:12.0,Offensive rebound by C. Joseph,,87,92
379,4,4:09.0,D. Green misses 3-pt jump shot from 25 ft,,87,92
380,4,4:08.0,,Defensive rebound by K. Séraphin,87,92
381,4,3:53.0,,N. Hilário misses 2-pt layup from 2 ft (block by T. Splitter),87,92
382,4,3:53.0,Defensive rebound by Team,,87,92
383,4,3:33.0,C. Joseph misses 2-pt jump shot from 8 ft,,87,92
384,4,3:32.0,,Defensive rebound by K. Séraphin,87,92
385,4,3:13.0,,K. Séraphin misses 2-pt jump shot from 14 ft,87,92
386,4,3:12.0,Defensive rebound by T. Duncan,,87,92
387,4,3:00.0,T. Splitter makes 2-pt hook shot from 9 ft (assist by M. Ginóbili),,89,92
