,QUARTER,TIME_REMAINING,PORTLAND_ACTION,UTAH_ACTION,PORTLAND_SCORE,UTAH_SCORE
0,1,11:41.0,,D. Favors misses 2-pt jump shot from 17 ft,0,0
1,1,11:39.0,Defensive rebound by A. Afflalo,,0,0
2,1,11:30.0,L. Aldridge misses 2-pt jump shot from 21 ft,,0,0
3,1,11:28.0,Offensive rebound by R. Lopez,,0,0
4,1,11:25.0,Turnover by R. Lopez (lost ball; steal by E. Millsap),,0,0
5,1,11:09.0,,D. Favors misses 2-pt hook shot from 4 ft,0,0
6,1,11:08.0,Defensive rebound by L. Aldridge,,0,0
7,1,10:57.0,D. Lillard makes 2-pt layup from 2 ft,,2,0
8,1,10:36.0,,Turnover by R. Gobert (step out of bounds),2,0
9,1,10:15.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by A. Afflalo),,5,0
10,1,10:04.0,,T. Burke makes 2-pt jump shot from 22 ft,5,2
11,1,9:40.0,L. Aldridge misses 2-pt jump shot from 18 ft,,5,2
12,1,9:38.0,,Defensive rebound by D. Favors,5,2
13,1,9:32.0,,Turnover by T. Burke (bad pass),5,2
14,1,9:29.0,R. Lopez makes 2-pt layup from 1 ft (assist by D. Lillard),,7,2
15,1,9:05.0,,D. Favors makes 2-pt layup at rim (assist by E. Millsap),7,4
16,1,8:52.0,Personal foul by D. Favors (drawn by D. Lillard),,7,4
17,1,8:42.0,A. Afflalo misses 3-pt jump shot from 24 ft,,7,4
18,1,8:40.0,,Defensive rebound by T. Burke,7,4
19,1,8:25.0,,E. Millsap misses 3-pt jump shot from 25 ft,7,4
20,1,8:24.0,Defensive rebound by A. Crabbe,,7,4
21,1,8:18.0,Turnover by D. Lillard (bad pass),,7,4
22,1,7:57.0,,D. Favors makes 2-pt hook shot from 5 ft (assist by D. Exum),7,6
23,1,7:41.0,Personal foul by D. Exum (drawn by D. Lillard),,7,6
24,1,7:32.0,R. Lopez misses 2-pt hook shot from 6 ft,,7,6
25,1,7:30.0,,Defensive rebound by R. Gobert,7,6
26,1,7:09.0,,D. Favors makes 2-pt jump shot from 16 ft (assist by E. Millsap),7,8
27,1,6:54.0,R. Lopez makes 2-pt jump shot from 10 ft (assist by D. Lillard),,9,8
28,1,6:34.0,,Shooting foul by A. Afflalo (drawn by E. Millsap),9,8
29,1,6:34.0,,E. Millsap misses free throw 1 of 2,9,8
30,1,6:34.0,,Offensive rebound by Team,9,8
31,1,6:34.0,,E. Millsap misses free throw 2 of 2,9,8
32,1,6:34.0,Defensive rebound by L. Aldridge,,9,8
33,1,6:14.0,Turnover by L. Aldridge (lost ball; steal by E. Millsap),,9,8
34,1,6:09.0,,E. Millsap misses 2-pt layup from 2 ft,9,8
35,1,6:08.0,Defensive rebound by A. Crabbe,,9,8
36,1,5:48.0,A. Crabbe misses 3-pt jump shot from 25 ft,,9,8
37,1,5:47.0,,Defensive rebound by T. Burke,9,8
38,1,5:33.0,,D. Favors misses 2-pt jump shot from 15 ft,9,8
39,1,5:32.0,,Offensive rebound by D. Favors,9,8
40,1,5:23.0,,T. Burke makes 2-pt layup from 2 ft,9,10
41,1,5:08.0,Turnover by R. Lopez (bad pass; steal by D. Favors),,9,10
42,1,5:02.0,,R. Gobert misses 2-pt jump shot from 3 ft,9,10
43,1,5:01.0,Defensive rebound by L. Aldridge,,9,10
44,1,4:50.0,L. Aldridge misses 2-pt layup from 2 ft,,9,10
45,1,4:49.0,,Defensive rebound by D. Favors,9,10
46,1,4:39.0,,Shooting foul by D. Lillard (drawn by T. Burke),9,10
47,1,4:39.0,,Utah full timeout,9,10
48,1,4:39.0,J. Freeland enters the game for R. Lopez,,9,10
49,1,4:39.0,C. McCollum enters the game for A. Crabbe,,9,10
50,1,4:39.0,,T. Burke makes free throw 1 of 2,9,11
51,1,4:39.0,,T. Burke makes free throw 2 of 2,9,12
52,1,4:26.0,C. McCollum misses 3-pt jump shot from 24 ft,,9,12
53,1,4:24.0,,Defensive rebound by D. Favors,9,12
54,1,4:18.0,,Personal foul by C. McCollum (drawn by E. Millsap),9,12
