,QUARTER,TIME_REMAINING,HOUSTON_ACTION,ATLANTA_ACTION,HOUSTON_SCORE,ATLANTA_SCORE
385,4,4:24.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by D. Schröder),90,91
386,4,4:24.0,Houston full timeout,,90,91
387,4,4:09.0,Turnover by J. Smith (bad pass; steal by P. Millsap),,90,91
388,4,4:02.0,,P. Millsap makes 2-pt layup at rim (assist by J. Teague),90,93
389,4,3:47.0,J. Smith misses 3-pt jump shot from 25 ft,,90,93
390,4,3:45.0,,Defensive rebound by D. Schröder,90,93
391,4,3:36.0,,J. Teague misses 3-pt jump shot from 25 ft,90,93
392,4,3:34.0,Defensive rebound by C. Brewer,,90,93
393,4,3:24.0,D. Motiejūnas makes 3-pt jump shot from 25 ft (assist by P. Beverley),,93,93
394,4,3:10.0,Offensive charge foul by P. Millsap (drawn by D. Motiejūnas),,93,93
395,4,3:10.0,,Turnover by P. Millsap (offensive foul),93,93
396,4,3:10.0,T. Ariza enters the game for C. Brewer,,93,93
397,4,3:10.0,T. Jones enters the game for J. Smith,,93,93
398,4,2:47.0,T. Ariza misses 3-pt jump shot from 23 ft,,93,93
399,4,2:46.0,,Defensive rebound by A. Horford,93,93
400,4,2:32.0,,P. Millsap misses 3-pt jump shot from 23 ft,93,93
401,4,2:30.0,Defensive rebound by J. Terry,,93,93
402,4,2:22.0,D. Motiejūnas misses 3-pt jump shot from 23 ft,,93,93
403,4,2:21.0,,Defensive rebound by D. Carroll,93,93
404,4,2:13.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by P. Millsap),93,96
405,4,1:59.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by T. Jones),,96,96
406,4,1:46.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by P. Millsap),96,98
407,4,1:46.0,Houston full timeout,,96,98
408,4,1:30.0,T. Jones misses 2-pt jump shot from 7 ft (block by A. Horford),,96,98
409,4,1:28.0,,Defensive rebound by P. Millsap,96,98
410,4,1:24.0,,Turnover by J. Teague (lost ball; steal by P. Beverley),96,98
411,4,1:17.0,T. Ariza misses 3-pt jump shot from 25 ft,,96,98
412,4,1:16.0,Offensive rebound by T. Jones,,96,98
413,4,1:15.0,Shooting foul by D. Carroll (drawn by T. Jones),,96,98
414,4,1:15.0,T. Jones misses free throw 1 of 2,,96,98
415,4,1:15.0,Offensive rebound by Team,,96,98
416,4,1:15.0,,K. Korver enters the game for D. Schröder,96,98
417,4,1:15.0,T. Jones misses free throw 2 of 2,,96,98
418,4,1:13.0,,Defensive rebound by P. Millsap,96,98
419,4,0:59.0,,P. Millsap misses 2-pt dunk at rim,96,98
420,4,0:59.0,,Offensive rebound by Team,96,98
421,4,0:59.0,,Personal foul by T. Ariza (drawn by D. Carroll),96,98
422,4,0:59.0,,Atlanta full timeout,96,98
423,4,0:52.0,,Personal foul by P. Beverley (drawn by P. Millsap),96,98
424,4,0:52.0,C. Brewer enters the game for P. Beverley,,96,98
425,4,0:52.0,,P. Millsap makes free throw 1 of 2,96,99
426,4,0:52.0,,D. Schröder enters the game for K. Korver,96,99
427,4,0:52.0,,P. Millsap makes free throw 2 of 2,96,100
428,4,0:39.0,C. Brewer misses 2-pt jump shot from 22 ft,,96,100
429,4,0:38.0,,Defensive rebound by P. Millsap,96,100
430,4,0:34.0,,Personal foul by C. Brewer (drawn by J. Teague),96,100
431,4,0:34.0,,J. Teague makes free throw 1 of 2,96,101
432,4,0:34.0,,J. Teague makes free throw 2 of 2,96,102
433,4,0:34.0,Houston full timeout,,96,102
434,4,0:31.0,J. Terry misses 3-pt jump shot from 27 ft,,96,102
435,4,0:29.0,,Defensive rebound by Team,96,102
436,4,0:16.0,,Personal take foul by J. Terry (drawn by D. Schröder),96,102
437,4,0:16.0,,D. Schröder makes free throw 1 of 2,96,103
438,4,0:16.0,,P. Antić enters the game for A. Horford,96,103
439,4,0:16.0,,M. Scott enters the game for P. Millsap,96,103
440,4,0:16.0,,K. Bazemore enters the game for J. Teague,96,103
441,4,0:16.0,,D. Schröder makes free throw 2 of 2,96,104
442,4,0:09.0,C. Brewer misses 3-pt jump shot from 23 ft,,96,104
443,4,0:08.0,,Defensive rebound by D. Carroll,96,104
