,QUARTER,TIME_REMAINING,NEW YORK_ACTION,ATLANTA_ACTION,NEW YORK_SCORE,ATLANTA_SCORE
0,1,11:44.0,L. Thomas misses 2-pt jump shot from 18 ft,,0,0
1,1,11:44.0,Offensive rebound by J. Smith,,0,0
2,1,11:44.0,Shooting foul by K. Korver (drawn by J. Smith),,0,0
3,1,11:44.0,J. Smith makes free throw 1 of 2,,1,0
4,1,11:44.0,J. Smith makes free throw 2 of 2,,2,0
5,1,11:31.0,,A. Horford makes 2-pt jump shot from 20 ft (assist by M. Muscala),2,2
6,1,11:15.0,J. Smith misses 2-pt jump shot from 20 ft,,2,2
7,1,11:14.0,,Defensive rebound by J. Teague,2,2
8,1,11:03.0,,J. Teague makes 3-pt jump shot from 24 ft (assist by M. Muscala),2,5
9,1,10:50.0,Turnover by T. Hardaway (bad pass),,2,5
10,1,10:39.0,,Personal foul by L. Galloway (drawn by J. Teague),2,5
11,1,10:27.0,,D. Carroll makes 2-pt jump shot from 14 ft (assist by J. Teague),2,7
12,1,10:08.0,T. Hardaway misses 3-pt jump shot from 23 ft,,2,7
13,1,10:06.0,,Defensive rebound by D. Carroll,2,7
14,1,9:53.0,,A. Horford makes 2-pt jump shot from 8 ft (assist by J. Teague),2,9
15,1,9:45.0,Turnover by L. Thomas (lost ball),,2,9
16,1,9:36.0,,J. Teague misses 3-pt jump shot from 24 ft,2,9
17,1,9:34.0,,Offensive rebound by M. Muscala,2,9
18,1,9:22.0,,A. Horford misses 2-pt jump shot from 14 ft,2,9
19,1,9:20.0,Defensive rebound by J. Smith,,2,9
20,1,9:12.0,Turnover by J. Smith (lost ball; steal by J. Teague),,2,9
21,1,9:09.0,,Shooting foul by T. Hardaway (drawn by D. Carroll),2,9
22,1,9:09.0,,D. Carroll makes free throw 1 of 2,2,10
23,1,9:09.0,New York full timeout,,2,10
24,1,9:09.0,L. Amundson enters the game for C. Aldrich,,2,10
25,1,9:09.0,,D. Carroll makes free throw 2 of 2,2,11
26,1,8:55.0,L. Amundson makes 2-pt jump shot from 17 ft (assist by T. Hardaway),,4,11
27,1,8:42.0,,J. Teague makes 2-pt jump shot from 17 ft (assist by D. Carroll),4,13
28,1,8:23.0,L. Thomas misses 3-pt jump shot from 23 ft,,4,13
29,1,8:21.0,,Defensive rebound by J. Teague,4,13
30,1,8:15.0,,Turnover by J. Teague (bad pass; steal by L. Thomas),4,13
31,1,8:02.0,J. Smith makes 3-pt jump shot from 22 ft (assist by T. Hardaway),,7,13
32,1,7:46.0,,A. Horford misses 2-pt jump shot from 19 ft,7,13
33,1,7:45.0,Defensive rebound by L. Amundson,,7,13
