,QUARTER,TIME_REMAINING,UTAH_ACTION,LA LAKERS_ACTION,UTAH_SCORE,LA LAKERS_SCORE
0,1,11:41.0,D. Exum misses 2-pt jump shot from 6 ft,,0,0
1,1,11:37.0,,Defensive rebound by T. Black,0,0
2,1,11:19.0,,W. Johnson misses 2-pt jump shot from 19 ft (block by G. Hayward),0,0
3,1,11:18.0,Defensive rebound by D. Favors,,0,0
4,1,11:08.0,G. Hayward misses 3-pt jump shot from 24 ft,,0,0
5,1,11:07.0,,Defensive rebound by T. Black,0,0
6,1,11:00.0,,W. Ellington makes 2-pt jump shot from 3 ft,0,2
7,1,10:45.0,Turnover by D. Exum (bad pass; steal by T. Black),,0,2
8,1,10:40.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by T. Black),0,4
9,1,10:23.0,R. Hood misses 3-pt jump shot from 25 ft,,0,4
10,1,10:22.0,,Defensive rebound by J. Clarkson,0,4
11,1,10:10.0,,J. Hill misses 2-pt jump shot from 17 ft,0,4
12,1,10:08.0,Defensive rebound by G. Hayward,,0,4
13,1,9:53.0,D. Favors misses 2-pt jump shot from 14 ft,,0,4
14,1,9:52.0,,Defensive rebound by T. Black,0,4
15,1,9:44.0,,J. Clarkson misses 2-pt jump shot from 18 ft (block by R. Gobert),0,4
16,1,9:42.0,,Offensive rebound by J. Hill,0,4
17,1,9:35.0,,T. Black misses 2-pt hook shot from 3 ft (block by R. Gobert),0,4
18,1,9:33.0,Defensive rebound by D. Favors,,0,4
19,1,9:17.0,G. Hayward makes 3-pt jump shot from 23 ft (assist by D. Exum),,3,4
20,1,8:54.0,,Turnover by J. Hill (bad pass; steal by G. Hayward),3,4
21,1,8:52.0,Shooting foul by J. Hill (drawn by R. Gobert),,3,4
22,1,8:52.0,R. Gobert misses free throw 1 of 2,,3,4
23,1,8:52.0,Offensive rebound by Team,,3,4
24,1,8:52.0,R. Gobert makes free throw 2 of 2,,4,4
25,1,8:39.0,,W. Johnson misses 3-pt jump shot from 25 ft,4,4
26,1,8:37.0,Defensive rebound by R. Gobert,,4,4
27,1,8:24.0,D. Exum misses 2-pt jump shot from 19 ft,,4,4
28,1,8:22.0,,Defensive rebound by J. Hill,4,4
29,1,8:16.0,,Personal block foul by D. Exum (drawn by J. Clarkson),4,4
30,1,8:02.0,,T. Black misses 2-pt hook shot from 6 ft,4,4
31,1,8:00.0,Defensive rebound by D. Favors,,4,4
32,1,7:54.0,R. Gobert makes 2-pt layup from 1 ft (assist by G. Hayward),,6,4
33,1,7:31.0,,J. Hill makes 2-pt hook shot from 7 ft,6,6
34,1,7:25.0,D. Favors misses 2-pt jump shot from 9 ft,,6,6
35,1,7:25.0,,Defensive rebound by J. Clarkson,6,6
36,1,7:16.0,,J. Hill misses 2-pt hook shot from 10 ft,6,6
37,1,7:13.0,,Offensive rebound by T. Black,6,6
38,1,7:13.0,,T. Black makes 2-pt dunk at rim,6,8
39,1,6:50.0,Shooting foul by T. Black (drawn by D. Favors),,6,8
40,1,6:50.0,D. Favors misses free throw 1 of 2,,6,8
41,1,6:50.0,Offensive rebound by Team,,6,8
42,1,6:50.0,D. Favors makes free throw 2 of 2,,7,8
43,1,6:37.0,,W. Ellington misses 2-pt jump shot from 19 ft,7,8
44,1,6:35.0,,Offensive rebound by J. Hill,7,8
45,1,6:27.0,,Turnover by W. Ellington (bad pass; steal by D. Exum),7,8
46,1,6:10.0,D. Favors makes 2-pt jump shot from 20 ft (assist by R. Hood),,9,8
47,1,5:45.0,,T. Black makes 2-pt layup from 2 ft (assist by J. Clarkson),9,10
48,1,5:29.0,Turnover by R. Gobert (traveling),,9,10
49,1,5:29.0,,LA Lakers full timeout,9,10
50,1,5:29.0,,J. Lin enters the game for W. Ellington,9,10
51,1,5:19.0,,Turnover by Team (back court),9,10
52,1,5:19.0,J. Ingles enters the game for R. Hood,,9,10
53,1,5:19.0,,C. Boozer enters the game for T. Black,9,10
54,1,4:58.0,Turnover by D. Favors (lost ball; steal by J. Lin),,9,10
55,1,4:46.0,,J. Hill misses 2-pt hook shot from 5 ft,9,10
56,1,4:43.0,Defensive rebound by G. Hayward,,9,10
57,1,4:39.0,Personal foul by J. Clarkson (drawn by D. Exum),,9,10
58,1,4:39.0,T. Booker enters the game for D. Favors,,9,10
59,1,4:22.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by G. Hayward),,12,10
60,1,4:06.0,,J. Lin misses 2-pt jump shot at rim,12,10
61,1,4:00.0,Defensive rebound by R. Gobert,,12,10
62,1,3:47.0,J. Ingles misses 2-pt layup from 1 ft (block by J. Lin),,12,10
63,1,3:43.0,Offensive rebound by T. Booker,,12,10
64,1,3:41.0,Turnover by T. Booker (lost ball; steal by J. Lin),,12,10
65,1,3:37.0,,C. Boozer makes 2-pt layup from 1 ft (assist by J. Lin),12,12
66,1,3:16.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by G. Hayward),,15,12
67,1,3:07.0,,Personal foul by D. Exum (drawn by J. Clarkson),15,12
68,1,3:07.0,T. Burke enters the game for D. Exum,,15,12
69,1,3:07.0,,E. Davis enters the game for J. Hill,15,12
