,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,UTAH_ACTION,SACRAMENTO_SCORE,UTAH_SCORE
93,1,1:10.0,R. Evans makes 2-pt layup from 2 ft (assist by D. Cousins),,15,23
94,1,0:54.0,,T. Burke makes 2-pt jump shot from 18 ft,15,25
95,1,0:35.0,R. McCallum misses 3-pt jump shot from 24 ft,,15,25
96,1,0:33.0,,Defensive rebound by E. Freedom,15,25
97,1,0:26.0,,T. Burke misses 3-pt jump shot from 24 ft,15,25
98,1,0:24.0,,Offensive rebound by R. Gobert,15,25
99,1,0:07.0,,Offensive foul by E. Freedom (drawn by R. McCallum),15,25
100,1,0:07.0,,Turnover by E. Freedom (offensive foul),15,25
101,1,0:03.0,Offensive foul by R. Evans (drawn by T. Burke),,15,25
102,1,0:03.0,Turnover by R. Evans (offensive foul),,15,25
103,1,0:00.0,,T. Burke misses 2-pt jump shot from 17 ft,15,25
104,1,0:00.0,,Offensive rebound by Team,15,25
105,2,11:36.0,,D. Exum misses 3-pt jump shot from 24 ft,15,25
106,2,11:35.0,Defensive rebound by R. Evans,,15,25
107,2,11:14.0,R. Evans misses 2-pt hook shot from 4 ft,,15,25
108,2,11:12.0,Offensive rebound by R. Evans,,15,25
109,2,10:57.0,C. Landry misses 2-pt jump shot from 21 ft,,15,25
110,2,10:56.0,,Defensive rebound by R. Gobert,15,25
111,2,10:55.0,,Personal foul by R. Evans (drawn by R. Gobert),15,25
112,2,10:43.0,,T. Burke misses 2-pt jump shot from 17 ft,15,25
113,2,10:41.0,Defensive rebound by R. McCallum,,15,25
114,2,10:35.0,O. Casspi misses 2-pt jump shot from 3 ft,,15,25
115,2,10:33.0,Offensive rebound by R. Evans,,15,25
116,2,10:33.0,R. Evans makes 2-pt layup from 1 ft,,17,25
117,2,10:18.0,,S. Novak misses 3-pt jump shot from 25 ft,17,25
118,2,10:16.0,,Offensive rebound by E. Freedom,17,25
119,2,10:12.0,,E. Freedom makes 2-pt jump shot from 7 ft,17,27
120,2,9:54.0,C. Landry makes 2-pt jump shot from 19 ft (assist by R. McCallum),,19,27
121,2,9:37.0,,Turnover by D. Exum (lost ball),19,27
122,2,9:24.0,O. Casspi misses 2-pt layup from 3 ft (block by R. Gobert),,19,27
123,2,9:24.0,Offensive rebound by Team,,19,27
124,2,9:21.0,Shooting foul by R. Gobert (drawn by O. Casspi),,19,27
125,2,9:21.0,O. Casspi makes free throw 1 of 2,,20,27
126,2,9:21.0,,D. Favors enters the game for R. Gobert,20,27
127,2,9:21.0,O. Casspi misses free throw 2 of 2,,20,27
128,2,9:18.0,Offensive rebound by C. Landry,,20,27
129,2,9:12.0,O. Casspi misses 2-pt jump shot from 3 ft,,20,27
130,2,9:10.0,Offensive rebound by R. Evans,,20,27
131,2,9:07.0,R. Evans misses 2-pt jump shot from 3 ft,,20,27
132,2,9:05.0,Offensive rebound by O. Casspi,,20,27
133,2,9:05.0,O. Casspi misses 2-pt layup from 1 ft,,20,27
134,2,9:03.0,Offensive rebound by R. Evans,,20,27
135,2,9:00.0,R. Evans misses 2-pt layup from 2 ft (block by D. Favors),,20,27
136,2,8:57.0,,Defensive rebound by T. Burke,20,27
137,2,8:53.0,,T. Burke makes 2-pt layup from 1 ft,20,29
138,2,8:41.0,Personal foul by T. Burke (drawn by R. McCallum),,20,29
139,2,8:41.0,Official timeout,,20,29
140,2,8:41.0,R. Gay enters the game for O. Casspi,,20,29
141,2,8:41.0,D. Cousins enters the game for R. Evans,,20,29
142,2,8:41.0,,G. Hayward enters the game for S. Novak,20,29
143,2,8:31.0,D. Cousins makes 2-pt jump shot from 19 ft (assist by R. McCallum),,22,29
144,2,8:14.0,,Shooting foul by C. Landry (drawn by D. Favors),22,29
145,2,8:14.0,,D. Favors makes 2-pt jump shot from 3 ft (assist by G. Hayward),22,31
146,2,8:14.0,,D. Favors makes free throw 1 of 1,22,32
147,2,8:01.0,R. Gay makes 2-pt dunk at rim,,24,32
148,2,7:43.0,,T. Burke misses 2-pt jump shot from 18 ft,24,32
149,2,7:42.0,Defensive rebound by N. Stauskas,,24,32
150,2,7:38.0,D. Cousins makes 2-pt dunk at rim (assist by N. Stauskas),,26,32
151,2,7:19.0,,G. Hayward makes 2-pt jump shot from 15 ft,26,34
152,2,6:58.0,R. Gay misses 2-pt jump shot from 14 ft,,26,34
153,2,6:56.0,,Defensive rebound by E. Freedom,26,34
154,2,6:44.0,,E. Freedom misses 2-pt jump shot from 16 ft,26,34
155,2,6:42.0,,Offensive rebound by D. Favors,26,34
156,2,6:42.0,,D. Favors makes 2-pt tip-in from 1 ft,26,36
157,2,6:29.0,D. Cousins makes 2-pt jump shot from 17 ft (assist by R. McCallum),,28,36
158,2,6:17.0,,Utah full timeout,28,36
159,2,6:17.0,J. Thompson enters the game for C. Landry,,28,36
160,2,6:17.0,,E. Millsap enters the game for T. Burke,28,36
161,2,6:07.0,,D. Favors makes 2-pt jump shot from 10 ft,28,38
162,2,5:43.0,N. Stauskas misses 3-pt jump shot from 22 ft,,28,38
163,2,5:41.0,,Defensive rebound by E. Freedom,28,38
164,2,5:35.0,,G. Hayward misses 2-pt jump shot from 6 ft (block by D. Cousins),28,38
165,2,5:33.0,Defensive rebound by D. Cousins,,28,38
166,2,5:26.0,Shooting foul by E. Millsap (drawn by J. Thompson),,28,38
167,2,5:26.0,J. Thompson makes free throw 1 of 2,,29,38
168,2,5:26.0,R. Sessions enters the game for N. Stauskas,,29,38
169,2,5:26.0,B. McLemore enters the game for R. McCallum,,29,38
170,2,5:26.0,J. Thompson misses free throw 2 of 2,,29,38
171,2,5:25.0,Offensive rebound by Team,,29,38
172,2,5:17.0,R. Gay misses 2-pt jump shot from 18 ft,,29,38
173,2,5:16.0,,Defensive rebound by E. Freedom,29,38
174,2,5:00.0,,Turnover by E. Freedom (traveling),29,38
175,2,4:49.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by R. Sessions),,32,38
176,2,4:30.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by D. Favors),32,41
177,2,4:15.0,R. Sessions misses 2-pt jump shot from 11 ft,,32,41
178,2,4:14.0,,Defensive rebound by D. Favors,32,41
179,2,4:04.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by D. Favors),32,44
180,2,3:44.0,Turnover by B. McLemore (bad pass; steal by E. Freedom),,32,44
181,2,3:32.0,,D. Favors misses 2-pt jump shot from 17 ft,32,44
182,2,3:30.0,Defensive rebound by J. Thompson,,32,44
183,2,3:26.0,Personal foul by D. Favors (drawn by D. Cousins),,32,44
184,2,3:26.0,,T. Burke enters the game for D. Exum,32,44
185,2,3:15.0,D. Cousins misses 2-pt jump shot from 19 ft,,32,44
186,2,3:14.0,,Defensive rebound by T. Burke,32,44
187,2,3:05.0,,E. Millsap misses 2-pt jump shot from 11 ft (block by B. McLemore),32,44
188,2,3:03.0,Defensive rebound by R. Sessions,,32,44
189,2,2:53.0,D. Cousins misses 2-pt layup from 2 ft,,32,44
190,2,2:52.0,Offensive rebound by Team,,32,44
191,2,2:52.0,Sacramento full timeout,,32,44
192,2,2:52.0,,D. Exum enters the game for E. Millsap,32,44
193,2,2:50.0,B. McLemore misses 2-pt jump shot from 19 ft,,32,44
194,2,2:49.0,,Defensive rebound by E. Freedom,32,44
195,2,2:36.0,,Turnover by G. Hayward (bad pass; steal by B. McLemore),32,44
196,2,2:32.0,B. McLemore makes 2-pt dunk at rim,,34,44
197,2,2:11.0,,Turnover by E. Freedom (traveling),34,44
198,2,1:58.0,B. McLemore misses 3-pt jump shot from 25 ft,,34,44
199,2,1:57.0,,Defensive rebound by E. Freedom,34,44
200,2,1:42.0,,D. Exum makes 3-pt jump shot from 23 ft (assist by T. Burke),34,47
201,2,1:29.0,Shooting foul by T. Burke (drawn by R. Sessions),,34,47
202,2,1:29.0,R. Sessions misses free throw 1 of 2,,34,47
203,2,1:29.0,Offensive rebound by Team,,34,47
204,2,1:29.0,,E. Millsap enters the game for T. Burke,34,47
205,2,1:29.0,R. Sessions makes free throw 2 of 2,,35,47
206,2,1:10.0,,E. Millsap makes 2-pt jump shot from 14 ft,35,49
207,2,0:56.0,Personal foul by D. Exum (drawn by R. Gay),,35,49
208,2,0:56.0,R. Gay makes free throw 1 of 2,,36,49
209,2,0:56.0,R. Gay makes free throw 2 of 2,,37,49
210,2,0:35.0,,D. Favors misses 2-pt jump shot from 12 ft,37,49
211,2,0:34.0,,Offensive rebound by E. Millsap,37,49
212,2,0:33.0,,Personal foul by R. Sessions (drawn by E. Millsap),37,49
213,2,0:33.0,,Utah full timeout,37,49
214,2,0:30.0,,G. Hayward misses 3-pt jump shot from 25 ft (block by R. Gay),37,49
215,2,0:27.0,Defensive rebound by D. Cousins,,37,49
216,2,0:09.0,,I. Clark enters the game for D. Exum,37,49
217,2,0:09.0,N. Stauskas enters the game for J. Thompson,,37,49
218,2,0:05.0,R. Sessions makes 2-pt jump shot from 18 ft,,39,49
219,3,11:36.0,,G. Hayward makes 2-pt jump shot from 15 ft,39,51
220,3,11:20.0,Turnover by D. Cousins (bad pass; steal by E. Millsap),,39,51
221,3,11:17.0,,E. Millsap misses 2-pt layup from 2 ft,39,51
222,3,11:14.0,,Offensive rebound by E. Freedom,39,51
223,3,11:14.0,,E. Freedom makes 2-pt layup from 1 ft,39,53
224,3,11:00.0,Turnover by R. Gay (lost ball; steal by G. Hayward),,39,53
225,3,10:50.0,,E. Freedom misses 2-pt jump shot from 20 ft,39,53
226,3,10:49.0,Defensive rebound by Team,,39,53
227,3,10:41.0,D. Cousins misses 2-pt layup from 2 ft,,39,53
228,3,10:39.0,,Defensive rebound by D. Exum,39,53
229,3,10:34.0,,E. Freedom makes 2-pt layup from 1 ft (assist by D. Exum),39,55
230,3,10:34.0,Sacramento full timeout,,39,55
231,3,10:18.0,R. Gay misses 2-pt jump shot from 12 ft,,39,55
232,3,10:18.0,,Defensive rebound by Team,39,55
233,3,10:18.0,,Personal foul by D. Cousins (drawn by E. Freedom),39,55
234,3,9:54.0,,D. Favors makes 2-pt jump shot from 17 ft (assist by E. Millsap),39,57
235,3,9:40.0,D. Cousins misses 2-pt layup from 2 ft,,39,57
236,3,9:39.0,,Defensive rebound by D. Favors,39,57
237,3,9:26.0,,D. Favors misses 2-pt jump shot from 19 ft,39,57
238,3,9:25.0,Defensive rebound by J. Thompson,,39,57
239,3,9:20.0,Personal foul by D. Favors (drawn by D. Cousins),,39,57
240,3,9:07.0,R. Sessions makes 2-pt jump shot from 10 ft (assist by R. Gay),,41,57
241,3,8:54.0,,G. Hayward makes 2-pt layup from 1 ft (assist by D. Favors),41,59
242,3,8:54.0,,Shooting foul by J. Thompson (drawn by G. Hayward),41,59
243,3,8:54.0,,G. Hayward makes free throw 1 of 1,41,60
244,3,8:44.0,D. Cousins misses 2-pt jump shot from 19 ft,,41,60
245,3,8:43.0,,Defensive rebound by E. Millsap,41,60
246,3,8:36.0,,E. Freedom makes 2-pt jump shot from 15 ft,41,62
247,3,8:20.0,B. McLemore misses 3-pt jump shot from 24 ft,,41,62
248,3,8:19.0,,Defensive rebound by E. Freedom,41,62
249,3,8:13.0,,G. Hayward misses 3-pt jump shot from 24 ft,41,62
250,3,8:11.0,,Offensive rebound by D. Favors,41,62
251,3,8:11.0,,D. Favors misses 2-pt layup from 1 ft (block by J. Thompson),41,62
252,3,8:11.0,,Offensive rebound by Team,41,62
253,3,8:11.0,O. Casspi enters the game for J. Thompson,,41,62
254,3,8:11.0,R. Evans enters the game for R. Gay,,41,62
255,3,8:01.0,,D. Favors makes 2-pt layup at rim (assist by D. Exum),41,64
256,3,7:41.0,Turnover by O. Casspi (bad pass),,41,64
257,3,7:20.0,,D. Favors misses 2-pt jump shot from 6 ft,41,64
258,3,7:17.0,Defensive rebound by D. Cousins,,41,64
259,3,7:16.0,Personal foul by D. Exum (drawn by R. Sessions),,41,64
260,3,7:16.0,,T. Burke enters the game for D. Exum,41,64
261,3,7:08.0,B. McLemore makes 2-pt jump shot from 17 ft,,43,64
262,3,6:46.0,,Shooting foul by D. Cousins (drawn by E. Freedom),43,64
263,3,6:46.0,,E. Freedom makes free throw 1 of 2,43,65
264,3,6:46.0,,E. Freedom misses free throw 2 of 2,43,65
265,3,6:42.0,Defensive rebound by R. Evans,,43,65
266,3,6:31.0,Personal foul by E. Freedom (drawn by D. Cousins),,43,65
267,3,6:31.0,,R. Gobert enters the game for E. Freedom,43,65
268,3,6:29.0,Shooting foul by D. Favors (drawn by D. Cousins),,43,65
269,3,6:29.0,D. Cousins makes 2-pt layup from 1 ft,,45,65
270,3,6:29.0,D. Cousins makes free throw 1 of 1,,46,65
271,3,6:06.0,,T. Burke misses 2-pt jump shot from 20 ft,46,65
272,3,6:05.0,Defensive rebound by R. Evans,,46,65
273,3,5:54.0,Personal foul by D. Favors (drawn by R. Evans),,46,65
274,3,5:54.0,R. Evans makes free throw 1 of 2,,47,65
275,3,5:54.0,,E. Freedom enters the game for D. Favors,47,65
276,3,5:54.0,R. Evans misses free throw 2 of 2,,47,65
277,3,5:54.0,,Defensive rebound by Team,47,65
278,3,5:54.0,Loose ball foul by R. Evans (drawn by E. Freedom),,47,65
279,3,5:31.0,,E. Freedom misses 2-pt hook shot from 8 ft,47,65
280,3,5:29.0,,Offensive rebound by R. Gobert,47,65
281,3,5:29.0,,R. Gobert makes 2-pt layup at rim,47,67
282,3,5:08.0,D. Cousins makes 2-pt layup from 1 ft,,49,67
283,3,5:08.0,Shooting foul by R. Gobert (drawn by D. Cousins),,49,67
284,3,5:08.0,D. Cousins misses free throw 1 of 1,,49,67
285,3,5:06.0,,Defensive rebound by R. Gobert,49,67
286,3,4:56.0,,Shooting foul by D. Cousins (drawn by R. Gobert),49,67
287,3,4:56.0,,R. Gobert misses free throw 1 of 2,49,67
288,3,4:56.0,,Offensive rebound by Team,49,67
289,3,4:56.0,,S. Novak enters the game for G. Hayward,49,67
290,3,4:56.0,,R. Gobert misses free throw 2 of 2,49,67
291,3,4:54.0,,Offensive rebound by E. Freedom,49,67
292,3,4:54.0,,E. Freedom misses 2-pt tip-in from 2 ft,49,67
293,3,4:51.0,Defensive rebound by D. Cousins,,49,67
294,3,4:46.0,R. Sessions makes 2-pt layup from 1 ft,,51,67
295,3,4:26.0,,E. Freedom misses 2-pt jump shot from 17 ft,51,67
296,3,4:25.0,Defensive rebound by D. Cousins,,51,67
297,3,4:11.0,D. Cousins misses 2-pt jump shot from 20 ft,,51,67
298,3,4:10.0,,Defensive rebound by T. Burke,51,67
299,3,3:51.0,,T. Burke makes 2-pt layup from 2 ft,51,69
300,3,3:23.0,B. McLemore misses 2-pt jump shot from 18 ft,,51,69
301,3,3:19.0,Offensive rebound by R. Sessions,,51,69
302,3,3:15.0,O. Casspi makes 2-pt hook shot from 3 ft,,53,69
303,3,3:07.0,,Utah full timeout,53,69
304,3,3:07.0,R. McCallum enters the game for R. Sessions,,53,69
305,3,3:07.0,R. Gay enters the game for B. McLemore,,53,69
306,3,2:51.0,,T. Burke misses 3-pt jump shot from 24 ft,53,69
307,3,2:50.0,Defensive rebound by R. Evans,,53,69
308,3,2:46.0,Personal foul by S. Novak (drawn by D. Cousins),,53,69
309,3,2:46.0,D. Cousins makes free throw 1 of 2,,54,69
310,3,2:46.0,D. Cousins makes free throw 2 of 2,,55,69
311,3,2:21.0,,E. Freedom misses 2-pt jump shot from 15 ft,55,69
312,3,2:21.0,,Offensive rebound by Team,55,69
313,3,2:21.0,,Turnover by Team (shot clock),55,69
314,3,2:09.0,Personal foul by S. Novak (drawn by D. Cousins),,55,69
315,3,2:09.0,D. Cousins makes free throw 1 of 2,,56,69
316,3,2:09.0,,D. Exum enters the game for T. Burke,56,69
317,3,2:09.0,,G. Hayward enters the game for S. Novak,56,69
318,3,2:09.0,D. Cousins makes free throw 2 of 2,,57,69
319,3,1:44.0,,G. Hayward misses 3-pt jump shot from 28 ft,57,69
320,3,1:43.0,Defensive rebound by R. Gay,,57,69
321,3,1:35.0,O. Casspi misses 2-pt jump shot from 3 ft,,57,69
322,3,1:32.0,,Defensive rebound by E. Millsap,57,69
323,3,1:22.0,,E. Freedom makes 2-pt hook shot from 2 ft,57,71
324,3,1:02.0,R. McCallum makes 2-pt layup from 2 ft (assist by D. Cousins),,59,71
325,3,0:43.0,,G. Hayward makes 2-pt jump shot from 8 ft,59,73
326,3,0:28.0,Shooting foul by R. Gobert (drawn by D. Cousins),,59,73
327,3,0:28.0,D. Cousins misses free throw 1 of 2,,59,73
328,3,0:28.0,Offensive rebound by Team,,59,73
329,3,0:28.0,D. Cousins makes free throw 2 of 2,,60,73
330,3,0:07.0,,Turnover by G. Hayward (lost ball; steal by R. Evans),60,73
331,3,0:06.0,Personal foul by G. Hayward (drawn by R. Evans),,60,73
332,3,0:06.0,R. Evans misses free throw 1 of 2,,60,73
333,3,0:06.0,Offensive rebound by Team,,60,73
334,3,0:06.0,J. Thompson enters the game for D. Cousins,,60,73
335,3,0:06.0,R. Evans makes free throw 2 of 2,,61,73
336,3,0:01.0,,G. Hayward makes 2-pt layup at rim,61,75
337,4,11:43.0,,Offensive charge foul by R. Gay (drawn by G. Hayward),61,75
338,4,11:43.0,Turnover by R. Gay (offensive foul),,61,75
339,4,11:21.0,,T. Booker makes 2-pt jump shot from 20 ft (assist by T. Burke),61,77
340,4,11:06.0,Shooting foul by D. Exum (drawn by O. Casspi),,61,77
341,4,11:06.0,O. Casspi makes free throw 1 of 2,,62,77
342,4,11:06.0,O. Casspi makes free throw 2 of 2,,63,77
343,4,10:48.0,,D. Favors makes 2-pt layup from 2 ft (assist by G. Hayward),63,79
344,4,10:34.0,O. Casspi misses 3-pt jump shot from 24 ft,,63,79
345,4,10:32.0,Offensive rebound by J. Thompson,,63,79
346,4,10:32.0,J. Thompson makes 2-pt layup from 1 ft,,65,79
347,4,10:11.0,,D. Exum makes 2-pt jump shot from 5 ft,65,81
348,4,9:54.0,Turnover by R. McCallum (bad pass; steal by D. Exum),,65,81
349,4,9:48.0,,T. Burke makes 2-pt layup from 1 ft (assist by D. Exum),65,83
350,4,9:47.0,Sacramento full timeout,,65,83
351,4,9:47.0,D. Cousins enters the game for R. Evans,,65,83
352,4,9:47.0,R. Sessions enters the game for R. McCallum,,65,83
353,4,9:47.0,B. McLemore enters the game for O. Casspi,,65,83
354,4,9:32.0,B. McLemore misses 2-pt jump shot from 20 ft,,65,83
355,4,9:29.0,Offensive rebound by J. Thompson,,65,83
356,4,9:25.0,J. Thompson makes 2-pt layup at rim,,67,83
357,4,9:02.0,,Shooting foul by D. Cousins (drawn by D. Favors),67,83
358,4,9:02.0,,D. Favors misses free throw 1 of 2,67,83
359,4,9:02.0,,Offensive rebound by Team,67,83
360,4,9:02.0,,E. Millsap enters the game for D. Exum,67,83
361,4,9:02.0,,D. Favors makes free throw 2 of 2,67,84
362,4,8:47.0,D. Cousins misses 2-pt jump shot from 19 ft,,67,84
363,4,8:46.0,,Defensive rebound by D. Favors,67,84
364,4,8:35.0,,Offensive foul by D. Favors (drawn by R. Sessions),67,84
365,4,8:35.0,,Turnover by D. Favors (offensive foul),67,84
366,4,8:35.0,,R. Gobert enters the game for D. Favors,67,84
367,4,8:27.0,Turnover by D. Cousins (traveling),,67,84
368,4,8:16.0,,Personal foul by D. Cousins (drawn by G. Hayward),67,84
369,4,8:16.0,O. Casspi enters the game for R. Gay,,67,84
370,4,8:09.0,,T. Booker makes 3-pt jump shot from 25 ft (assist by G. Hayward),67,87
371,4,7:50.0,R. Sessions misses 3-pt jump shot from 24 ft,,67,87
372,4,7:50.0,Offensive rebound by Team,,67,87
373,4,7:50.0,Personal foul by R. Gobert (drawn by D. Cousins),,67,87
374,4,7:50.0,,E. Freedom enters the game for R. Gobert,67,87
375,4,7:45.0,Turnover by R. Sessions (lost ball),,67,87
376,4,7:31.0,,G. Hayward misses 2-pt jump shot from 3 ft,67,87
377,4,7:31.0,,Offensive rebound by E. Millsap,67,87
378,4,7:31.0,,Shooting foul by J. Thompson (drawn by E. Millsap),67,87
379,4,7:31.0,,E. Millsap makes free throw 1 of 2,67,88
380,4,7:31.0,,E. Millsap misses free throw 2 of 2,67,88
381,4,7:29.0,Defensive rebound by O. Casspi,,67,88
382,4,7:11.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by R. Sessions),,70,88
383,4,6:56.0,,T. Burke misses 2-pt jump shot from 3 ft,70,88
384,4,6:54.0,,Offensive rebound by Team,70,88
385,4,6:54.0,Technical foul by Team,,70,88
386,4,6:54.0,,T. Burke misses technical free throw,70,88
387,4,6:54.0,,Offensive rebound by Team,70,88
388,4,6:42.0,,G. Hayward misses 2-pt jump shot from 9 ft,70,88
389,4,6:41.0,Defensive rebound by D. Cousins,,70,88
390,4,6:35.0,D. Cousins makes 2-pt jump shot from 11 ft (assist by O. Casspi),,72,88
391,4,6:35.0,Shooting foul by T. Booker (drawn by D. Cousins),,72,88
392,4,6:35.0,D. Cousins misses free throw 1 of 1,,72,88
393,4,6:33.0,Offensive rebound by Team,,72,88
394,4,6:27.0,Turnover by D. Cousins (bad pass; steal by G. Hayward),,72,88
