,QUARTER,TIME_REMAINING,DALLAS_ACTION,DENVER_ACTION,DALLAS_SCORE,DENVER_SCORE
0,1,11:38.0,,K. Faried misses 2-pt hook shot from 3 ft,0,0
1,1,11:36.0,Defensive rebound by T. Chandler,,0,0
2,1,11:26.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by R. Felton),,2,0
3,1,11:07.0,,R. Foye misses 2-pt jump shot from 18 ft,2,0
4,1,11:05.0,Defensive rebound by D. Nowitzki,,2,0
5,1,10:59.0,R. Felton makes 2-pt layup at rim (assist by M. Ellis),,4,0
6,1,10:51.0,,R. Foye misses 3-pt jump shot from 23 ft,4,0
7,1,10:50.0,Defensive rebound by R. Felton,,4,0
8,1,10:44.0,Personal block foul by K. Faried (drawn by R. Jefferson),,4,0
9,1,10:44.0,,Technical foul by K. Faried,4,0
10,1,10:44.0,D. Nowitzki makes technical free throw,,5,0
11,1,10:31.0,D. Nowitzki makes 2-pt jump shot from 11 ft,,7,0
12,1,10:12.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by T. Lawson),7,2
13,1,9:59.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,7,2
14,1,9:57.0,Offensive rebound by T. Chandler,,7,2
15,1,9:54.0,T. Chandler misses 2-pt layup from 2 ft,,7,2
16,1,9:53.0,,Defensive rebound by K. Faried,7,2
17,1,9:44.0,,W. Chandler misses 2-pt jump shot from 10 ft,7,2
18,1,9:43.0,Defensive rebound by R. Felton,,7,2
19,1,9:37.0,R. Jefferson misses 3-pt jump shot from 26 ft,,7,2
20,1,9:35.0,,Defensive rebound by W. Chandler,7,2
21,1,9:28.0,,W. Chandler makes 2-pt dunk at rim,7,4
22,1,9:08.0,R. Felton misses 2-pt jump shot from 22 ft,,7,4
23,1,9:07.0,,Defensive rebound by K. Faried,7,4
24,1,8:57.0,,Turnover by W. Chandler (lost ball; steal by R. Felton),7,4
25,1,8:54.0,Turnover by R. Jefferson (lost ball),,7,4
26,1,8:40.0,,K. Faried misses 2-pt hook shot from 3 ft,7,4
27,1,8:39.0,Defensive rebound by D. Nowitzki,,7,4
28,1,8:31.0,M. Ellis makes 2-pt layup from 1 ft,,9,4
29,1,8:22.0,,T. Lawson makes 2-pt layup from 2 ft,9,6
30,1,8:10.0,Personal foul by W. Chandler (drawn by D. Nowitzki),,9,6
31,1,8:05.0,Turnover by R. Felton (bad pass; steal by K. Faried),,9,6
32,1,7:52.0,,T. Lawson misses 3-pt jump shot from 26 ft,9,6
33,1,7:51.0,Defensive rebound by D. Nowitzki,,9,6
34,1,7:43.0,M. Ellis makes 2-pt layup from 2 ft,,11,6
35,1,7:29.0,,T. Lawson misses 2-pt layup from 1 ft,11,6
36,1,7:27.0,Defensive rebound by T. Chandler,,11,6
37,1,7:24.0,Turnover by T. Chandler (bad pass; steal by R. Foye),,11,6
38,1,7:21.0,,K. Faried makes 2-pt dunk at rim,11,8
39,1,7:13.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,11,8
40,1,7:12.0,,Defensive rebound by D. Gallinari,11,8
41,1,6:57.0,,D. Gallinari makes 3-pt jump shot from 25 ft,11,11
42,1,6:51.0,Shooting block foul by D. Gallinari (drawn by R. Jefferson),,11,11
43,1,6:51.0,R. Jefferson makes free throw 1 of 2,,12,11
44,1,6:51.0,R. Jefferson makes free throw 2 of 2,,13,11
45,1,6:40.0,,W. Chandler misses 3-pt jump shot from 27 ft,13,11
