,QUARTER,TIME_REMAINING,ATLANTA_ACTION,TORONTO_ACTION,ATLANTA_SCORE,TORONTO_SCORE
51,1,5:45.0,,A. Johnson makes 2-pt layup from 2 ft (assist by K. Lowry),10,13
52,1,5:39.0,J. Teague misses 2-pt layup from 2 ft,,10,13
53,1,5:37.0,,Defensive rebound by T. Hansbrough,10,13
54,1,5:28.0,,T. Ross misses 2-pt jump shot from 8 ft (block by K. Korver),10,13
55,1,5:28.0,Defensive rebound by P. Millsap,,10,13
56,1,5:28.0,Personal foul by T. Hansbrough (drawn by P. Millsap),,10,13
57,1,5:28.0,,Toronto full timeout,10,13
58,1,5:28.0,P. Millsap makes free throw 1 of 2,,11,13
59,1,5:28.0,P. Millsap misses free throw 2 of 2,,11,13
60,1,5:27.0,,Defensive rebound by D. DeRozan,11,13
61,1,5:11.0,,Turnover by D. DeRozan (bad pass; steal by J. Teague),11,13
62,1,5:07.0,J. Teague makes 2-pt layup from 1 ft,,13,13
63,1,4:45.0,,K. Lowry misses 3-pt jump shot from 23 ft,13,13
64,1,4:44.0,,Offensive rebound by A. Johnson,13,13
65,1,4:40.0,,A. Johnson makes 2-pt hook shot from 2 ft,13,15
66,1,4:28.0,K. Bazemore enters the game for K. Korver,,13,15
67,1,4:26.0,D. Carroll misses 2-pt layup from 1 ft (block by A. Johnson),,13,15
68,1,4:23.0,,Defensive rebound by T. Ross,13,15
69,1,4:19.0,,T. Ross misses 2-pt layup from 1 ft (block by K. Bazemore),13,15
70,1,4:16.0,,Offensive rebound by D. DeRozan,13,15
71,1,4:09.0,,D. DeRozan makes 2-pt jump shot from 6 ft (assist by K. Lowry),13,17
72,1,3:52.0,Turnover by J. Teague (bad pass; steal by T. Ross),,13,17
73,1,3:47.0,,T. Ross makes 2-pt dunk at rim,13,19
74,1,3:45.0,Atlanta full timeout,,13,19
75,1,3:45.0,,J. Johnson enters the game for T. Ross,13,19
76,1,3:45.0,S. Mack enters the game for D. Carroll,,13,19
77,1,3:45.0,M. Scott enters the game for P. Millsap,,13,19
78,1,3:45.0,T. Sefolosha enters the game for J. Teague,,13,19
79,1,3:45.0,,P. Patterson enters the game for A. Johnson,13,19
80,1,3:30.0,M. Scott makes 3-pt jump shot from 24 ft (assist by S. Mack),,16,19
81,1,3:13.0,,Shooting foul by K. Bazemore (drawn by D. DeRozan),16,19
82,1,3:13.0,,D. DeRozan makes free throw 1 of 2,16,20
83,1,3:13.0,,D. DeRozan makes free throw 2 of 2,16,21
84,1,2:56.0,Offensive foul by E. Brand (drawn by T. Hansbrough),,16,21
85,1,2:56.0,Turnover by E. Brand (offensive foul),,16,21
86,1,2:56.0,,L. Williams enters the game for D. DeRozan,16,21
87,1,2:34.0,,J. Johnson misses 2-pt jump shot from 20 ft,16,21
88,1,2:32.0,Defensive rebound by M. Scott,,16,21
89,1,2:24.0,M. Scott makes 2-pt layup from 1 ft (assist by S. Mack),,18,21
90,1,2:13.0,,Turnover by L. Williams (lost ball; steal by K. Bazemore),18,21
91,1,2:07.0,K. Bazemore makes 2-pt layup from 1 ft,,20,21
92,1,1:52.0,,K. Lowry misses 3-pt jump shot from 25 ft,20,21
93,1,1:50.0,,Offensive rebound by L. Williams,20,21
94,1,1:38.0,,P. Patterson misses 3-pt jump shot from 24 ft,20,21
95,1,1:37.0,Defensive rebound by K. Bazemore,,20,21
96,1,1:31.0,S. Mack misses 3-pt jump shot from 24 ft,,20,21
97,1,1:30.0,,Defensive rebound by P. Patterson,20,21
98,1,1:23.0,,K. Lowry misses 2-pt jump shot from 11 ft,20,21
99,1,1:21.0,Defensive rebound by Team,,20,21
100,1,1:21.0,A. Horford enters the game for E. Brand,,20,21
101,1,1:21.0,,G. Vásquez enters the game for K. Lowry,20,21
102,1,0:59.0,T. Sefolosha misses 2-pt jump shot from 6 ft,,20,21
103,1,0:58.0,,Defensive rebound by Team,20,21
104,1,0:44.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by P. Patterson),20,24
105,1,0:33.0,S. Mack misses 2-pt layup from 1 ft (block by T. Hansbrough),,20,24
106,1,0:31.0,Offensive rebound by Team,,20,24
107,1,0:10.0,K. Bazemore misses 2-pt jump shot from 3 ft,,20,24
108,1,0:09.0,Offensive rebound by A. Horford,,20,24
109,1,0:08.0,A. Horford makes 2-pt layup from 2 ft,,22,24
110,1,0:00.0,,L. Williams misses 3-pt jump shot from 24 ft,22,24
111,1,0:00.0,,Offensive rebound by Team,22,24
112,2,11:50.0,,Personal foul by D. Schröder (drawn by T. Hansbrough),22,24
113,2,11:34.0,,P. Patterson misses 3-pt jump shot from 22 ft,22,24
114,2,11:32.0,Defensive rebound by D. Schröder,,22,24
115,2,11:29.0,Shooting block foul by G. Vásquez (drawn by D. Schröder),,22,24
116,2,11:29.0,D. Schröder makes free throw 1 of 2,,23,24
117,2,11:29.0,D. Schröder misses free throw 2 of 2,,23,24
118,2,11:27.0,,Defensive rebound by P. Patterson,23,24
119,2,11:15.0,,G. Vásquez makes 3-pt jump shot from 23 ft (assist by L. Williams),23,27
120,2,11:06.0,Turnover by S. Mack (bad pass; steal by J. Johnson),,23,27
121,2,11:00.0,,G. Vásquez makes 3-pt jump shot from 25 ft (assist by P. Patterson),23,30
122,2,10:39.0,M. Scott makes 2-pt jump shot from 12 ft (assist by A. Horford),,25,30
123,2,10:21.0,,P. Patterson misses 3-pt jump shot from 24 ft,25,30
124,2,10:20.0,Defensive rebound by T. Sefolosha,,25,30
125,2,10:06.0,M. Scott makes 3-pt jump shot from 23 ft (assist by T. Sefolosha),,28,30
126,2,9:44.0,,L. Williams makes 2-pt jump shot from 13 ft,28,32
127,2,9:44.0,,Shooting block foul by D. Schröder (drawn by L. Williams),28,32
128,2,9:44.0,,J. Valančiūnas enters the game for T. Hansbrough,28,32
129,2,9:44.0,,D. DeRozan enters the game for J. Johnson,28,32
130,2,9:44.0,,L. Williams makes free throw 1 of 1,28,33
131,2,9:31.0,M. Scott misses 2-pt jump shot from 10 ft,,28,33
132,2,9:29.0,,Defensive rebound by D. DeRozan,28,33
133,2,9:21.0,,D. DeRozan misses 2-pt jump shot from 20 ft,28,33
134,2,9:20.0,Defensive rebound by A. Horford,,28,33
135,2,9:16.0,Turnover by A. Horford (bad pass; steal by D. DeRozan),,28,33
136,2,8:58.0,,Shooting foul by M. Scott (drawn by J. Valančiūnas),28,33
137,2,8:58.0,Official timeout,,28,33
138,2,8:58.0,K. Korver enters the game for S. Mack,,28,33
139,2,8:58.0,,J. Valančiūnas makes free throw 1 of 2,28,34
140,2,8:58.0,,J. Valančiūnas makes free throw 2 of 2,28,35
141,2,8:48.0,Personal foul by G. Vásquez (drawn by K. Korver),,28,35
142,2,8:34.0,Turnover by K. Korver (bad pass; steal by D. DeRozan),,28,35
143,2,8:28.0,,D. DeRozan misses 2-pt jump shot from 3 ft (block by A. Horford),28,35
144,2,8:28.0,,Offensive rebound by Team,28,35
145,2,8:28.0,P. Millsap enters the game for A. Horford,,28,35
146,2,8:28.0,,A. Johnson enters the game for P. Patterson,28,35
147,2,8:23.0,,Shooting foul by D. Schröder (drawn by J. Valančiūnas),28,35
148,2,8:23.0,,J. Valančiūnas makes free throw 1 of 2,28,36
149,2,8:23.0,J. Teague enters the game for D. Schröder,,28,36
150,2,8:23.0,,J. Valančiūnas misses free throw 2 of 2,28,36
151,2,8:22.0,,Offensive rebound by A. Johnson,28,36
152,2,8:18.0,,A. Johnson misses 2-pt layup from 1 ft (block by T. Sefolosha),28,36
153,2,8:16.0,Defensive rebound by P. Millsap,,28,36
154,2,8:01.0,T. Sefolosha misses 3-pt jump shot from 24 ft,,28,36
155,2,8:00.0,,Defensive rebound by J. Valančiūnas,28,36
156,2,7:54.0,,G. Vásquez misses 2-pt layup from 2 ft (block by K. Korver),28,36
157,2,7:51.0,Defensive rebound by P. Millsap,,28,36
158,2,7:43.0,M. Scott misses 3-pt jump shot from 23 ft,,28,36
159,2,7:40.0,,Defensive rebound by G. Vásquez,28,36
160,2,7:35.0,,L. Williams misses 3-pt jump shot from 22 ft,28,36
161,2,7:31.0,Defensive rebound by M. Scott,,28,36
162,2,7:29.0,Personal foul by G. Vásquez (drawn by K. Korver),,28,36
163,2,7:29.0,D. Carroll enters the game for T. Sefolosha,,28,36
164,2,7:29.0,,T. Ross enters the game for L. Williams,28,36
165,2,7:29.0,,K. Lowry enters the game for G. Vásquez,28,36
166,2,7:18.0,P. Millsap misses 2-pt jump shot from 9 ft,,28,36
167,2,7:16.0,,Defensive rebound by D. DeRozan,28,36
168,2,7:07.0,,D. DeRozan misses 2-pt layup from 2 ft,28,36
169,2,7:07.0,,Offensive rebound by J. Valančiūnas,28,36
170,2,7:07.0,,Shooting foul by D. Carroll (drawn by J. Valančiūnas),28,36
171,2,7:07.0,,J. Valančiūnas makes free throw 1 of 2,28,37
172,2,7:07.0,,J. Valančiūnas makes free throw 2 of 2,28,38
173,2,6:57.0,K. Korver makes 3-pt jump shot from 22 ft (assist by P. Millsap),,31,38
174,2,6:45.0,,Personal foul by M. Scott (drawn by A. Johnson),31,38
175,2,6:45.0,,A. Johnson makes free throw 1 of 2,31,39
176,2,6:45.0,,A. Johnson makes free throw 2 of 2,31,40
177,2,6:31.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by P. Millsap),,34,40
178,2,6:18.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by K. Lowry),34,43
179,2,6:04.0,Shooting foul by J. Valančiūnas (drawn by P. Millsap),,34,43
180,2,6:04.0,P. Millsap makes free throw 1 of 2,,35,43
181,2,6:04.0,,T. Hansbrough enters the game for J. Valančiūnas,35,43
182,2,6:04.0,A. Horford enters the game for M. Scott,,35,43
183,2,6:04.0,P. Millsap misses free throw 2 of 2,,35,43
184,2,6:03.0,,Defensive rebound by D. DeRozan,35,43
185,2,5:43.0,,D. DeRozan misses 2-pt jump shot from 19 ft,35,43
186,2,5:41.0,Defensive rebound by A. Horford,,35,43
187,2,5:27.0,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),,38,43
188,2,5:18.0,,Toronto full timeout,38,43
189,2,5:05.0,,A. Johnson makes 2-pt hook shot from 7 ft (assist by T. Ross),38,45
190,2,4:42.0,K. Korver makes 3-pt jump shot from 24 ft (assist by P. Millsap),,41,45
191,2,4:17.0,,A. Johnson misses 2-pt jump shot from 4 ft (block by A. Horford),41,45
192,2,4:15.0,,Offensive rebound by K. Lowry,41,45
193,2,4:14.0,,Shooting foul by D. Carroll (drawn by T. Hansbrough),41,45
194,2,4:14.0,,T. Hansbrough makes 2-pt layup from 1 ft (assist by K. Lowry),41,47
195,2,4:14.0,,T. Hansbrough makes free throw 1 of 1,41,48
196,2,4:07.0,Personal foul by A. Johnson (drawn by P. Millsap),,41,48
197,2,4:07.0,P. Millsap makes free throw 1 of 2,,42,48
198,2,4:07.0,P. Millsap makes free throw 2 of 2,,43,48
199,2,3:55.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by K. Lowry),43,51
200,2,3:47.0,P. Millsap makes 2-pt layup from 1 ft (assist by K. Korver),,45,51
201,2,3:26.0,,D. DeRozan misses 2-pt jump shot from 16 ft,45,51
202,2,3:25.0,Defensive rebound by A. Horford,,45,51
203,2,3:05.0,J. Teague makes 2-pt layup from 1 ft (assist by A. Horford),,47,51
204,2,2:43.0,,T. Ross misses 2-pt jump shot from 18 ft,47,51
205,2,2:41.0,Defensive rebound by A. Horford,,47,51
206,2,2:31.0,J. Teague makes 3-pt jump shot from 23 ft (assist by A. Horford),,50,51
207,2,2:23.0,,Toronto full timeout,50,51
208,2,2:23.0,Atlanta full timeout,,50,51
209,2,2:23.0,,P. Patterson enters the game for T. Hansbrough,50,51
210,2,2:11.0,,K. Lowry makes 2-pt layup from 1 ft,50,53
211,2,2:11.0,,Shooting foul by P. Millsap (drawn by K. Lowry),50,53
212,2,2:11.0,,K. Lowry misses free throw 1 of 1,50,53
213,2,2:10.0,Defensive rebound by A. Horford,,50,53
214,2,2:02.0,P. Millsap misses 2-pt jump shot from 4 ft (block by K. Lowry),,50,53
215,2,2:00.0,Offensive rebound by P. Millsap,,50,53
216,2,1:56.0,K. Korver misses 3-pt jump shot from 24 ft,,50,53
217,2,1:54.0,,Defensive rebound by A. Johnson,50,53
218,2,1:47.0,,K. Lowry misses 2-pt layup from 1 ft,50,53
219,2,1:45.0,,Offensive rebound by A. Johnson,50,53
220,2,1:43.0,,A. Johnson makes 2-pt dunk at rim,50,55
221,2,1:37.0,Turnover by J. Teague (bad pass; steal by D. DeRozan),,50,55
222,2,1:28.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by D. DeRozan),50,58
223,2,1:27.0,Atlanta full timeout,,50,58
224,2,1:10.0,P. Millsap misses 3-pt jump shot from 24 ft,,50,58
225,2,1:08.0,Offensive rebound by D. Carroll,,50,58
226,2,1:06.0,A. Horford misses 2-pt hook shot from 2 ft,,50,58
227,2,1:06.0,Offensive rebound by A. Horford,,50,58
228,2,0:47.0,A. Horford misses 2-pt layup from 2 ft (block by A. Johnson),,50,58
229,2,0:45.0,,Defensive rebound by A. Johnson,50,58
230,2,0:43.0,,Shooting block foul by J. Teague (drawn by D. DeRozan),50,58
231,2,0:43.0,,D. DeRozan makes free throw 1 of 2,50,59
232,2,0:43.0,T. Sefolosha enters the game for D. Carroll,,50,59
233,2,0:43.0,,D. DeRozan makes free throw 2 of 2,50,60
234,2,0:31.0,,Offensive charge foul by P. Millsap (drawn by K. Lowry),50,60
235,2,0:31.0,Turnover by P. Millsap (offensive foul),,50,60
236,2,0:08.0,,A. Johnson misses 2-pt layup from 2 ft (block by K. Korver),50,60
237,2,0:07.0,,Offensive rebound by Team,50,60
238,2,0:07.0,,Turnover by Team (shot clock),50,60
239,2,0:07.0,M. Scott enters the game for A. Horford,,50,60
240,2,0:00.0,J. Teague makes 2-pt layup from 1 ft,,52,60
241,3,11:42.0,,K. Lowry makes 2-pt jump shot from 9 ft,52,62
242,3,11:25.0,A. Horford misses 2-pt jump shot from 11 ft,,52,62
243,3,11:24.0,,Defensive rebound by T. Ross,52,62
244,3,11:08.0,,A. Johnson makes 2-pt jump shot from 22 ft (assist by K. Lowry),52,64
245,3,10:50.0,K. Korver makes 2-pt jump shot from 20 ft (assist by J. Teague),,54,64
246,3,10:30.0,,J. Valančiūnas misses 2-pt hook shot from 4 ft,54,64
247,3,10:29.0,Defensive rebound by A. Horford,,54,64
248,3,10:20.0,K. Korver makes 3-pt jump shot from 26 ft (assist by J. Teague),,57,64
249,3,10:00.0,,T. Ross makes 2-pt jump shot from 21 ft (assist by D. DeRozan),57,66
250,3,9:48.0,K. Korver misses 2-pt jump shot from 18 ft,,57,66
251,3,9:47.0,,Defensive rebound by A. Johnson,57,66
252,3,9:31.0,,D. DeRozan misses 2-pt jump shot from 20 ft,57,66
253,3,9:28.0,,Offensive rebound by J. Valančiūnas,57,66
254,3,9:25.0,,J. Valančiūnas makes 2-pt dunk at rim,57,68
255,3,9:15.0,D. Carroll misses 2-pt jump shot from 5 ft (block by J. Valančiūnas),,57,68
256,3,9:15.0,Offensive rebound by Team,,57,68
257,3,9:08.0,P. Millsap misses 2-pt layup from 4 ft,,57,68
258,3,9:07.0,Offensive rebound by A. Horford,,57,68
259,3,9:05.0,A. Horford makes 2-pt tip-in at rim,,59,68
260,3,9:00.0,,Shooting foul by D. Carroll (drawn by K. Lowry),59,68
261,3,9:00.0,,K. Lowry makes free throw 1 of 2,59,69
262,3,9:00.0,,K. Lowry makes free throw 2 of 2,59,70
263,3,8:45.0,Personal foul by K. Lowry (drawn by J. Teague),,59,70
264,3,8:32.0,A. Horford misses 2-pt layup from 2 ft,,59,70
265,3,8:31.0,Offensive rebound by P. Millsap,,59,70
266,3,8:29.0,P. Millsap makes 2-pt layup from 2 ft,,61,70
267,3,8:16.0,,K. Lowry misses 3-pt jump shot from 24 ft,61,70
268,3,8:15.0,,Offensive rebound by A. Johnson,61,70
269,3,8:13.0,,A. Johnson misses 2-pt tip-in from 2 ft,61,70
270,3,8:11.0,Defensive rebound by D. Carroll,,61,70
271,3,8:00.0,P. Millsap misses 2-pt layup from 1 ft,,61,70
272,3,7:57.0,,Defensive rebound by D. DeRozan,61,70
273,3,7:45.0,,Turnover by D. DeRozan (bad pass; steal by P. Millsap),61,70
274,3,7:41.0,J. Teague misses 2-pt layup from 2 ft,,61,70
275,3,7:40.0,Offensive rebound by P. Millsap,,61,70
276,3,7:39.0,P. Millsap makes 2-pt layup from 2 ft,,63,70
277,3,7:19.0,,A. Johnson misses 2-pt jump shot from 6 ft,63,70
278,3,7:17.0,,Offensive rebound by A. Johnson,63,70
279,3,7:14.0,,A. Johnson makes 2-pt tip-in from 2 ft,63,72
280,3,7:01.0,A. Horford misses 2-pt hook shot from 4 ft,,63,72
281,3,7:00.0,,Defensive rebound by J. Valančiūnas,63,72
282,3,6:49.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by K. Lowry),63,74
283,3,6:48.0,Atlanta full timeout,,63,74
284,3,6:48.0,E. Brand enters the game for A. Horford,,63,74
285,3,6:48.0,,T. Hansbrough enters the game for J. Valančiūnas,63,74
286,3,6:38.0,Personal foul by T. Ross (drawn by P. Millsap),,63,74
287,3,6:34.0,Turnover by J. Teague (bad pass; steal by D. DeRozan),,63,74
288,3,6:30.0,,D. DeRozan makes 2-pt layup from 1 ft,63,76
289,3,6:14.0,P. Millsap misses 2-pt layup from 1 ft (block by A. Johnson),,63,76
290,3,6:12.0,Offensive rebound by P. Millsap,,63,76
291,3,6:03.0,E. Brand makes 2-pt jump shot from 9 ft (assist by J. Teague),,65,76
292,3,5:50.0,,D. DeRozan misses 2-pt jump shot from 2 ft,65,76
293,3,5:48.0,Defensive rebound by E. Brand,,65,76
294,3,5:37.0,P. Millsap misses 3-pt jump shot from 23 ft,,65,76
295,3,5:36.0,,Defensive rebound by K. Lowry,65,76
296,3,5:15.0,,T. Hansbrough makes 2-pt layup from 1 ft (assist by D. DeRozan),65,78
297,3,5:02.0,J. Teague makes 2-pt jump shot from 9 ft,,67,78
298,3,4:37.0,,A. Johnson misses 2-pt hook shot from 6 ft,67,78
299,3,4:36.0,Defensive rebound by K. Korver,,67,78
300,3,4:30.0,Turnover by J. Teague (lost ball; steal by K. Lowry),,67,78
301,3,4:26.0,Offensive charge foul by D. DeRozan (drawn by E. Brand),,67,78
302,3,4:26.0,,Turnover by D. DeRozan (offensive foul),67,78
303,3,4:26.0,K. Bazemore enters the game for K. Korver,,67,78
304,3,4:04.0,Turnover by P. Millsap (lost ball; steal by D. DeRozan),,67,78
305,3,3:55.0,,T. Ross misses 3-pt jump shot from 22 ft,67,78
306,3,3:54.0,,Offensive rebound by D. DeRozan,67,78
307,3,3:40.0,,A. Johnson misses 2-pt hook shot from 3 ft,67,78
308,3,3:40.0,Defensive rebound by Team,,67,78
309,3,3:40.0,,Loose ball foul by T. Hansbrough (drawn by K. Bazemore),67,78
310,3,3:40.0,T. Sefolosha enters the game for D. Carroll,,67,78
311,3,3:40.0,S. Mack enters the game for J. Teague,,67,78
312,3,3:40.0,,G. Vásquez enters the game for T. Ross,67,78
313,3,3:40.0,,Toronto full timeout,67,78
314,3,3:40.0,,P. Patterson enters the game for A. Johnson,67,78
315,3,3:27.0,S. Mack misses 3-pt jump shot from 24 ft,,67,78
316,3,3:26.0,,Defensive rebound by D. DeRozan,67,78
317,3,3:03.0,,G. Vásquez makes 2-pt jump shot from 20 ft (assist by K. Lowry),67,80
318,3,2:37.0,S. Mack misses 2-pt hook shot from 3 ft,,67,80
319,3,2:37.0,Offensive rebound by P. Millsap,,67,80
320,3,2:37.0,Turnover by Team (shot clock),,67,80
321,3,2:37.0,,J. Johnson enters the game for D. DeRozan,67,80
322,3,2:37.0,,L. Williams enters the game for K. Lowry,67,80
323,3,2:37.0,M. Scott enters the game for P. Millsap,,67,80
324,3,2:19.0,,G. Vásquez misses 3-pt jump shot from 24 ft,67,80
325,3,2:17.0,Defensive rebound by T. Sefolosha,,67,80
326,3,2:07.0,S. Mack makes 2-pt hook shot from 1 ft (assist by T. Sefolosha),,69,80
327,3,1:41.0,,P. Patterson makes 2-pt jump shot from 11 ft,69,82
328,3,1:24.0,,Violation by P. Patterson (kicked ball),69,82
329,3,1:18.0,M. Scott makes 2-pt jump shot from 12 ft (assist by S. Mack),,71,82
330,3,1:00.0,,P. Patterson misses 3-pt jump shot from 24 ft,71,82
331,3,0:59.0,,Offensive rebound by T. Hansbrough,71,82
332,3,0:54.0,,G. Vásquez misses 3-pt jump shot from 24 ft,71,82
333,3,0:54.0,,Offensive rebound by Team,71,82
334,3,0:54.0,Loose ball foul by M. Scott (drawn by P. Patterson),,71,82
335,3,0:48.0,,Personal foul by S. Mack (drawn by J. Johnson),71,82
336,3,0:48.0,,J. Johnson makes free throw 1 of 2,71,83
337,3,0:48.0,,J. Johnson makes free throw 2 of 2,71,84
338,3,0:36.0,Shooting foul by T. Hansbrough (drawn by E. Brand),,71,84
339,3,0:36.0,E. Brand misses free throw 1 of 2,,71,84
340,3,0:36.0,Offensive rebound by Team,,71,84
341,3,0:36.0,E. Brand misses free throw 2 of 2,,71,84
342,3,0:36.0,,Defensive rebound by P. Patterson,71,84
343,3,0:26.0,,G. Vásquez misses 2-pt jump shot from 7 ft,71,84
344,3,0:24.0,Defensive rebound by S. Mack,,71,84
345,3,0:08.0,S. Mack misses 2-pt layup from 2 ft,,71,84
346,3,0:05.0,,Defensive rebound by P. Patterson,71,84
347,3,0:00.0,,L. Williams makes 2-pt jump shot from 16 ft (assist by G. Vásquez),71,86
348,4,11:44.0,T. Sefolosha misses 2-pt layup from 2 ft (block by J. Johnson),,71,86
349,4,11:41.0,,Defensive rebound by P. Patterson,71,86
350,4,11:28.0,,L. Williams misses 2-pt jump shot from 10 ft,71,86
351,4,11:26.0,Defensive rebound by S. Mack,,71,86
352,4,11:11.0,Turnover by M. Scott (lost ball),,71,86
353,4,11:11.0,,J. Valančiūnas enters the game for T. Hansbrough,71,86
354,4,10:56.0,,Personal foul by T. Sefolosha (drawn by G. Vásquez),71,86
355,4,10:49.0,,J. Valančiūnas makes 2-pt hook shot from 6 ft (assist by G. Vásquez),71,88
356,4,10:32.0,Turnover by T. Sefolosha (lost ball; steal by J. Johnson),,71,88
357,4,10:19.0,,J. Valančiūnas makes 2-pt jump shot from 19 ft (assist by G. Vásquez),71,90
358,4,10:05.0,A. Horford makes 2-pt jump shot from 16 ft,,73,90
359,4,9:50.0,,Turnover by J. Johnson (bad pass),73,90
360,4,9:50.0,P. Millsap enters the game for M. Scott,,73,90
361,4,9:50.0,K. Korver enters the game for K. Bazemore,,73,90
362,4,9:28.0,A. Horford misses 2-pt hook shot from 7 ft,,73,90
363,4,9:25.0,,Defensive rebound by J. Valančiūnas,73,90
364,4,9:10.0,,G. Vásquez makes 2-pt layup from 2 ft (assist by J. Johnson),73,92
365,4,9:02.0,K. Korver makes 3-pt jump shot from 22 ft (assist by S. Mack),,76,92
366,4,8:48.0,,Turnover by J. Johnson (lost ball; steal by A. Horford),76,92
367,4,8:39.0,A. Horford makes 2-pt jump shot from 19 ft (assist by S. Mack),,78,92
368,4,8:31.0,,Toronto full timeout,78,92
369,4,8:31.0,D. Carroll enters the game for T. Sefolosha,,78,92
370,4,8:23.0,,L. Williams misses 2-pt jump shot from 20 ft,78,92
371,4,8:22.0,,Offensive rebound by Team,78,92
372,4,8:10.0,,G. Vásquez makes 2-pt layup from 2 ft (assist by J. Johnson),78,94
373,4,7:55.0,Turnover by K. Korver (bad pass; steal by P. Patterson),,78,94
374,4,7:33.0,,L. Williams misses 3-pt jump shot from 22 ft,78,94
375,4,7:32.0,Defensive rebound by D. Carroll,,78,94
376,4,7:28.0,Personal foul by L. Williams (drawn by P. Millsap),,78,94
377,4,7:28.0,J. Teague enters the game for S. Mack,,78,94
