,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MINNESOTA_ACTION,NEW YORK_SCORE,MINNESOTA_SCORE
47,1,6:48.0,A. Stoudemire enters the game for S. Dalembert,,6,12
48,1,6:48.0,P. Prigioni enters the game for S. Larkin,,6,12
49,1,6:48.0,,K. Martin misses free throw 1 of 1,6,12
50,1,6:48.0,Defensive rebound by A. Stoudemire,,6,12
51,1,6:36.0,Turnover by I. Shumpert (traveling),,6,12
52,1,6:21.0,,A. Wiggins misses 2-pt jump shot from 21 ft,6,12
53,1,6:18.0,Defensive rebound by Team,,6,12
54,1,6:18.0,J. Smith enters the game for Q. Acy,,6,12
55,1,6:04.0,C. Anthony makes 3-pt jump shot from 24 ft (assist by J. Smith),,9,12
56,1,5:46.0,,M. Williams misses 3-pt jump shot from 24 ft,9,12
57,1,5:45.0,Defensive rebound by Team,,9,12
58,1,5:27.0,I. Shumpert makes 3-pt jump shot from 24 ft,,12,12
59,1,5:10.0,,A. Bennett enters the game for S. Muhammad,12,12
60,1,5:04.0,,C. Brewer enters the game for A. Wiggins,12,12
61,1,5:01.0,,M. Williams makes 2-pt jump shot from 16 ft (assist by K. Martin),12,14
62,1,4:46.0,J. Smith misses 2-pt jump shot from 20 ft,,12,14
63,1,4:45.0,,Defensive rebound by K. Martin,12,14
64,1,4:37.0,,A. Bennett makes 2-pt jump shot from 20 ft (assist by K. Martin),12,16
65,1,4:19.0,I. Shumpert misses 2-pt jump shot from 17 ft,,12,16
66,1,4:18.0,,Defensive rebound by K. Martin,12,16
67,1,4:07.0,,K. Martin misses 2-pt jump shot from 7 ft,12,16
68,1,4:06.0,,Offensive rebound by G. Dieng,12,16
69,1,4:06.0,,G. Dieng makes 2-pt tip-in at rim,12,18
70,1,3:51.0,P. Prigioni makes 3-pt jump shot from 22 ft (assist by J. Smith),,15,18
71,1,3:29.0,,C. Brewer misses 2-pt jump shot from 4 ft,15,18
72,1,3:28.0,,Offensive rebound by C. Brewer,15,18
73,1,3:23.0,,K. Martin makes 3-pt jump shot from 23 ft (assist by M. Williams),15,21
74,1,3:08.0,A. Stoudemire makes 2-pt hook shot from 5 ft (assist by J. Smith),,17,21
75,1,3:02.0,,C. Brewer makes 2-pt layup at rim,17,23
76,1,2:46.0,C. Anthony misses 2-pt jump shot from 17 ft,,17,23
77,1,2:45.0,,Defensive rebound by A. Bennett,17,23
78,1,2:35.0,,Personal foul by J. Smith (drawn by M. Williams),17,23
79,1,2:35.0,,Minnesota full timeout,17,23
80,1,2:35.0,,Z. LaVine enters the game for M. Williams,17,23
81,1,2:35.0,T. Hardaway enters the game for I. Shumpert,,17,23
82,1,2:31.0,,C. Brewer misses 2-pt layup from 1 ft,17,23
83,1,2:30.0,Defensive rebound by A. Stoudemire,,17,23
84,1,2:20.0,Personal foul by K. Martin (drawn by C. Anthony),,17,23
85,1,2:08.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by T. Hardaway),,20,23
86,1,1:46.0,,Z. LaVine misses 3-pt jump shot from 23 ft,20,23
87,1,1:45.0,Defensive rebound by C. Anthony,,20,23
88,1,1:32.0,A. Stoudemire makes 2-pt dunk at rim (assist by C. Anthony),,22,23
89,1,1:12.0,,A. Bennett misses 2-pt jump shot from 19 ft,22,23
90,1,1:10.0,,Offensive rebound by G. Dieng,22,23
91,1,1:06.0,,K. Martin makes 2-pt jump shot from 16 ft (assist by G. Dieng),22,25
92,1,0:49.0,A. Stoudemire makes 2-pt layup at rim,,24,25
93,1,0:34.0,,Personal foul by T. Hardaway (drawn by K. Martin),24,25
94,1,0:34.0,,K. Martin misses free throw 1 of 2,24,25
95,1,0:34.0,,Offensive rebound by Team,24,25
96,1,0:34.0,S. Larkin enters the game for P. Prigioni,,24,25
97,1,0:34.0,,K. Martin misses free throw 2 of 2,24,25
98,1,0:33.0,Defensive rebound by C. Anthony,,24,25
99,1,0:17.0,Shooting foul by G. Dieng (drawn by A. Stoudemire),,24,25
100,1,0:17.0,A. Stoudemire misses free throw 1 of 2,,24,25
101,1,0:17.0,Offensive rebound by Team,,24,25
102,1,0:17.0,J. Smith enters the game for C. Anthony,,24,25
103,1,0:17.0,,M. Williams enters the game for Z. LaVine,24,25
104,1,0:17.0,A. Stoudemire makes free throw 2 of 2,,25,25
105,1,0:01.0,,K. Martin makes 2-pt jump shot from 17 ft (assist by M. Williams),25,27
106,1,0:00.0,J. Smith misses 3-pt jump shot from 35 ft,,25,27
107,1,0:00.0,Offensive rebound by Team,,25,27
108,2,11:46.0,,A. Wiggins makes 2-pt jump shot from 17 ft,25,29
109,2,11:31.0,Personal foul by A. Bennett (drawn by A. Stoudemire),,25,29
110,2,11:17.0,A. Stoudemire misses 2-pt jump shot from 15 ft,,25,29
111,2,11:16.0,,Defensive rebound by A. Bennett,25,29
112,2,11:05.0,,A. Bennett makes 2-pt dunk at rim (assist by Z. LaVine),25,31
113,2,10:49.0,Shooting foul by A. Bennett (drawn by T. Hardaway),,25,31
114,2,10:49.0,T. Hardaway misses free throw 1 of 2,,25,31
115,2,10:49.0,Offensive rebound by Team,,25,31
116,2,10:49.0,,S. Muhammad enters the game for A. Bennett,25,31
117,2,10:49.0,Q. Acy enters the game for J. Smith,,25,31
118,2,10:49.0,T. Hardaway makes free throw 2 of 2,,26,31
119,2,10:36.0,,A. Wiggins makes 2-pt layup at rim,26,33
120,2,10:24.0,Personal foul by R. Hummel (drawn by A. Stoudemire),,26,33
121,2,10:09.0,S. Larkin misses 2-pt layup from 1 ft,,26,33
122,2,10:08.0,Offensive rebound by A. Stoudemire,,26,33
123,2,10:08.0,A. Stoudemire makes 2-pt tip-in at rim,,28,33
124,2,9:54.0,,Shooting foul by J. Smith (drawn by A. Wiggins),28,33
125,2,9:54.0,,A. Wiggins makes free throw 1 of 2,28,34
126,2,9:54.0,,A. Wiggins misses free throw 2 of 2,28,34
127,2,9:53.0,,Offensive rebound by S. Muhammad,28,34
128,2,9:49.0,,S. Muhammad makes 2-pt hook shot from 9 ft,28,36
129,2,9:34.0,A. Stoudemire makes 2-pt layup at rim (assist by S. Larkin),,30,36
130,2,9:24.0,,Personal foul by J. Smith (drawn by A. Wiggins),30,36
131,2,9:24.0,T. Wear enters the game for J. Smith,,30,36
132,2,9:15.0,,R. Hummel misses 3-pt jump shot from 24 ft,30,36
133,2,9:14.0,Defensive rebound by Q. Acy,,30,36
134,2,9:01.0,A. Stoudemire misses 2-pt layup from 1 ft (block by S. Muhammad),,30,36
135,2,9:01.0,Offensive rebound by Team,,30,36
136,2,8:57.0,Personal foul by S. Muhammad (drawn by A. Stoudemire),,30,36
137,2,8:57.0,New York full timeout,,30,36
138,2,8:57.0,I. Shumpert enters the game for Q. Acy,,30,36
139,2,8:50.0,T. Hardaway makes 2-pt jump shot from 17 ft (assist by T. Wear),,32,36
140,2,8:34.0,,A. Wiggins misses 2-pt jump shot from 20 ft,32,36
141,2,8:33.0,,Offensive rebound by R. Hummel,32,36
142,2,8:32.0,,R. Hummel makes 2-pt layup at rim,32,38
143,2,8:17.0,T. Hardaway misses 3-pt jump shot from 24 ft,,32,38
144,2,8:16.0,,Defensive rebound by A. Wiggins,32,38
145,2,8:02.0,,C. Brewer makes 2-pt layup from 1 ft,32,40
146,2,7:48.0,Turnover by T. Hardaway (lost ball; steal by C. Brewer),,32,40
147,2,7:43.0,,S. Muhammad makes 2-pt dunk at rim (assist by C. Brewer),32,42
148,2,7:33.0,New York full timeout,,32,42
149,2,7:33.0,Q. Acy enters the game for S. Larkin,,32,42
150,2,7:33.0,C. Anthony enters the game for A. Stoudemire,,32,42
151,2,7:33.0,P. Prigioni enters the game for T. Hardaway,,32,42
152,2,7:22.0,I. Shumpert misses 2-pt jump shot from 20 ft,,32,42
153,2,7:20.0,,Defensive rebound by Team,32,42
154,2,7:04.0,,C. Brewer makes 2-pt layup from 1 ft (assist by R. Hummel),32,44
155,2,6:44.0,T. Wear misses 2-pt jump shot from 21 ft,,32,44
156,2,6:42.0,Offensive rebound by C. Anthony,,32,44
157,2,6:38.0,I. Shumpert misses 2-pt jump shot from 18 ft,,32,44
158,2,6:37.0,,Defensive rebound by Team,32,44
159,2,6:18.0,,S. Muhammad misses 2-pt jump shot from 22 ft,32,44
160,2,6:16.0,,Offensive rebound by A. Wiggins,32,44
161,2,6:15.0,,A. Wiggins misses 2-pt jump shot from 15 ft,32,44
162,2,6:14.0,Defensive rebound by P. Prigioni,,32,44
163,2,6:10.0,C. Anthony makes 2-pt layup at rim (assist by P. Prigioni),,34,44
164,2,5:54.0,,Z. LaVine misses 3-pt jump shot from 24 ft,34,44
165,2,5:52.0,,Offensive rebound by S. Muhammad,34,44
166,2,5:50.0,,S. Muhammad misses 2-pt layup from 1 ft,34,44
167,2,5:48.0,,Offensive rebound by S. Muhammad,34,44
168,2,5:47.0,,Turnover by S. Muhammad (bad pass; steal by C. Anthony),34,44
169,2,5:43.0,C. Anthony makes 3-pt jump shot from 24 ft,,37,44
170,2,5:40.0,,Minnesota full timeout,37,44
171,2,5:40.0,,K. Martin enters the game for C. Brewer,37,44
172,2,5:40.0,,M. Williams enters the game for Z. LaVine,37,44
173,2,5:40.0,,G. Dieng enters the game for R. Hummel,37,44
174,2,5:40.0,S. Dalembert enters the game for T. Wear,,37,44
175,2,5:18.0,,Turnover by A. Wiggins (bad pass; steal by I. Shumpert),37,44
176,2,5:09.0,Shooting foul by S. Muhammad (drawn by S. Dalembert),,37,44
177,2,5:09.0,S. Dalembert misses free throw 1 of 2,,37,44
178,2,5:09.0,Offensive rebound by Team,,37,44
179,2,5:09.0,,R. Hummel enters the game for S. Muhammad,37,44
180,2,5:09.0,S. Dalembert makes free throw 2 of 2,,38,44
181,2,4:50.0,,Shooting foul by C. Anthony (drawn by A. Wiggins),38,44
182,2,4:50.0,,A. Wiggins makes free throw 1 of 2,38,45
183,2,4:50.0,,A. Wiggins makes free throw 2 of 2,38,46
184,2,4:38.0,C. Anthony makes 3-pt jump shot from 24 ft (assist by P. Prigioni),,41,46
185,2,4:16.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by R. Hummel),41,49
186,2,4:07.0,Offensive foul by I. Shumpert (drawn by K. Martin),,41,49
187,2,4:07.0,Turnover by I. Shumpert (offensive foul),,41,49
188,2,4:01.0,,Offensive foul by K. Martin (drawn by I. Shumpert),41,49
189,2,4:01.0,,Turnover by K. Martin (offensive foul),41,49
190,2,3:50.0,Turnover by Q. Acy (bad pass; steal by K. Martin),,41,49
191,2,3:47.0,,K. Martin makes 2-pt dunk at rim,41,51
192,2,3:33.0,Turnover by Q. Acy (lost ball; steal by K. Martin),,41,51
193,2,3:32.0,,Turnover by K. Martin (lost ball),41,51
194,2,3:22.0,Offensive foul by C. Anthony (drawn by A. Wiggins),,41,51
195,2,3:22.0,Turnover by C. Anthony (offensive foul),,41,51
196,2,3:02.0,,M. Williams makes 2-pt jump shot from 14 ft,41,53
197,2,2:55.0,Turnover by Q. Acy (lost ball; steal by A. Wiggins),,41,53
198,2,2:41.0,,A. Wiggins makes 2-pt jump shot from 7 ft (assist by M. Williams),41,55
199,2,2:30.0,New York full timeout,,41,55
200,2,2:30.0,A. Stoudemire enters the game for S. Dalembert,,41,55
201,2,2:30.0,T. Wear enters the game for Q. Acy,,41,55
202,2,2:27.0,Personal foul by M. Williams (drawn by P. Prigioni),,41,55
203,2,2:27.0,P. Prigioni makes free throw 1 of 2,,42,55
204,2,2:27.0,P. Prigioni makes free throw 2 of 2,,43,55
205,2,2:08.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by G. Dieng),43,58
206,2,1:56.0,T. Wear misses 2-pt jump shot from 18 ft,,43,58
207,2,1:55.0,,Defensive rebound by R. Hummel,43,58
208,2,1:48.0,,Turnover by A. Wiggins (lost ball; steal by P. Prigioni),43,58
209,2,1:42.0,C. Anthony misses 3-pt jump shot from 25 ft,,43,58
210,2,1:40.0,Offensive rebound by T. Wear,,43,58
211,2,1:30.0,Shooting foul by G. Dieng (drawn by C. Anthony),,43,58
212,2,1:30.0,C. Anthony makes free throw 1 of 2,,44,58
213,2,1:30.0,,C. Brewer enters the game for K. Martin,44,58
214,2,1:30.0,,C. Budinger enters the game for G. Dieng,44,58
215,2,1:30.0,C. Anthony makes free throw 2 of 2,,45,58
216,2,1:17.0,,C. Budinger makes 3-pt jump shot from 22 ft (assist by M. Williams),45,61
217,2,1:07.0,Personal foul by C. Brewer (drawn by A. Stoudemire),,45,61
218,2,1:07.0,A. Stoudemire makes free throw 1 of 2,,46,61
219,2,1:07.0,A. Stoudemire makes free throw 2 of 2,,47,61
220,2,0:55.0,,Turnover by A. Wiggins (traveling),47,61
221,2,0:36.0,Shooting foul by R. Hummel (drawn by A. Stoudemire),,47,61
222,2,0:36.0,A. Stoudemire makes free throw 1 of 2,,48,61
223,2,0:36.0,T. Hardaway enters the game for C. Anthony,,48,61
224,2,0:36.0,,Minnesota full timeout,48,61
225,2,0:36.0,A. Stoudemire makes free throw 2 of 2,,49,61
226,2,0:17.0,,M. Williams makes 3-pt jump shot from 25 ft,49,64
227,2,0:00.0,A. Stoudemire makes 2-pt jump shot from 8 ft,,51,64
228,3,11:40.0,,K. Martin misses 3-pt jump shot from 24 ft,51,64
229,3,11:39.0,Defensive rebound by Team,,51,64
230,3,11:15.0,A. Stoudemire makes 2-pt jump shot from 13 ft,,53,64
231,3,11:14.0,Violation by Team (delay of game),,53,64
232,3,10:55.0,,Personal foul by S. Larkin (drawn by M. Williams),53,64
233,3,10:53.0,,Turnover by A. Wiggins (bad pass; steal by S. Larkin),53,64
234,3,10:49.0,S. Larkin makes 2-pt layup at rim,,55,64
235,3,10:25.0,,S. Muhammad misses 3-pt jump shot from 24 ft,55,64
236,3,10:23.0,Defensive rebound by Q. Acy,,55,64
237,3,10:04.0,S. Larkin misses 3-pt jump shot from 24 ft,,55,64
238,3,10:01.0,,Defensive rebound by G. Dieng,55,64
239,3,9:53.0,,M. Williams misses 2-pt jump shot from 18 ft,55,64
240,3,9:52.0,,Offensive rebound by Team,55,64
241,3,9:52.0,Loose ball foul by C. Anthony (drawn by G. Dieng),,55,64
242,3,9:36.0,,S. Muhammad misses 2-pt jump shot from 5 ft,55,64
243,3,9:35.0,,Offensive rebound by Team,55,64
244,3,9:24.0,,S. Muhammad makes 2-pt jump shot from 13 ft (assist by M. Williams),55,66
245,3,9:24.0,,Shooting foul by Q. Acy (drawn by S. Muhammad),55,66
246,3,9:24.0,,S. Muhammad makes free throw 1 of 1,55,67
247,3,9:08.0,C. Anthony makes 2-pt jump shot from 17 ft,,57,67
248,3,8:43.0,,G. Dieng makes 2-pt layup from 1 ft (assist by M. Williams),57,69
249,3,8:32.0,Turnover by C. Anthony (bad pass; steal by G. Dieng),,57,69
250,3,8:28.0,,G. Dieng misses 2-pt layup from 1 ft,57,69
251,3,8:27.0,,Offensive rebound by A. Wiggins,57,69
252,3,8:26.0,,A. Wiggins misses 2-pt layup from 1 ft,57,69
253,3,8:26.0,,Offensive rebound by S. Muhammad,57,69
254,3,8:23.0,,Shooting foul by I. Shumpert (drawn by S. Muhammad),57,69
255,3,8:23.0,,S. Muhammad makes free throw 1 of 2,57,70
256,3,8:23.0,J. Smith enters the game for Q. Acy,,57,70
257,3,8:23.0,,S. Muhammad makes free throw 2 of 2,57,71
258,3,8:10.0,,Violation by G. Dieng (kicked ball),57,71
259,3,8:04.0,Turnover by I. Shumpert (bad pass; steal by G. Dieng),,57,71
260,3,7:58.0,,K. Martin makes 2-pt jump shot from 15 ft,57,73
261,3,7:41.0,Turnover by S. Larkin (bad pass; steal by G. Dieng),,57,73
262,3,7:40.0,,Turnover by G. Dieng (dbl dribble),57,73
263,3,7:40.0,P. Prigioni enters the game for S. Larkin,,57,73
264,3,7:25.0,Turnover by A. Stoudemire (3 sec),,57,73
265,3,7:10.0,,A. Wiggins misses 2-pt jump shot from 14 ft,57,73
266,3,7:06.0,,Offensive rebound by G. Dieng,57,73
267,3,7:05.0,Loose ball foul by I. Shumpert (drawn by M. Williams),,57,73
268,3,7:05.0,,M. Williams makes free throw 1 of 2,57,74
269,3,7:05.0,,M. Williams makes free throw 2 of 2,57,75
270,3,6:50.0,Turnover by A. Stoudemire (traveling),,57,75
271,3,6:43.0,,Turnover by M. Williams (bad pass),57,75
272,3,6:25.0,J. Smith makes 3-pt jump shot from 24 ft (assist by P. Prigioni),,60,75
273,3,6:03.0,,G. Dieng makes 2-pt jump shot from 13 ft,60,77
274,3,5:52.0,Offensive foul by A. Stoudemire (drawn by G. Dieng),,60,77
275,3,5:52.0,Turnover by A. Stoudemire (offensive foul),,60,77
276,3,5:52.0,Technical foul by A. Stoudemire,,60,77
277,3,5:52.0,,Minnesota full timeout,60,77
278,3,5:52.0,,K. Martin makes technical free throw,60,78
279,3,5:52.0,J. Smith enters the game for A. Stoudemire,,60,78
280,3,5:36.0,,Shooting foul by I. Shumpert (drawn by K. Martin),60,78
281,3,5:36.0,,K. Martin makes free throw 1 of 2,60,79
282,3,5:36.0,T. Hardaway enters the game for I. Shumpert,,60,79
283,3,5:36.0,,C. Brewer enters the game for A. Wiggins,60,79
284,3,5:36.0,,K. Martin misses free throw 2 of 2,60,79
285,3,5:36.0,Defensive rebound by J. Smith,,60,79
286,3,5:12.0,Turnover by Team (shot clock),,60,79
287,3,4:52.0,,S. Muhammad makes 2-pt hook shot from 5 ft (assist by M. Williams),60,81
288,3,4:41.0,Turnover by J. Smith (bad pass; steal by C. Brewer),,60,81
289,3,4:35.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by C. Brewer),60,84
290,3,4:19.0,J. Smith makes 2-pt jump shot from 15 ft (assist by J. Smith),,62,84
291,3,4:05.0,,C. Brewer makes 2-pt dunk at rim (assist by M. Williams),62,86
292,3,4:04.0,New York full timeout,,62,86
293,3,4:04.0,,A. Bennett enters the game for G. Dieng,62,86
294,3,4:04.0,C. Aldrich enters the game for C. Anthony,,62,86
295,3,4:04.0,T. Wear enters the game for J. Smith,,62,86
296,3,4:04.0,Q. Acy enters the game for J. Smith,,62,86
297,3,3:42.0,C. Aldrich misses 2-pt jump shot from 18 ft,,62,86
298,3,3:41.0,,Defensive rebound by M. Williams,62,86
299,3,3:34.0,,A. Bennett misses 2-pt jump shot from 19 ft,62,86
300,3,3:32.0,Defensive rebound by Q. Acy,,62,86
301,3,3:22.0,P. Prigioni makes 3-pt jump shot from 24 ft (assist by T. Hardaway),,65,86
302,3,3:03.0,,Turnover by M. Williams (lost ball; steal by C. Aldrich),65,86
303,3,2:57.0,P. Prigioni misses 3-pt jump shot from 24 ft,,65,86
304,3,2:56.0,Offensive rebound by Team,,65,86
305,3,2:56.0,,Loose ball foul by K. Martin (drawn by Q. Acy),65,86
306,3,2:56.0,,Z. LaVine enters the game for M. Williams,65,86
307,3,2:38.0,Turnover by P. Prigioni (bad pass; steal by C. Brewer),,65,86
308,3,2:35.0,,S. Muhammad misses 2-pt layup at rim (block by C. Aldrich),65,86
309,3,2:33.0,Defensive rebound by T. Hardaway,,65,86
310,3,2:28.0,Shooting foul by Z. LaVine (drawn by T. Wear),,65,86
311,3,2:28.0,T. Wear makes free throw 1 of 2,,66,86
312,3,2:28.0,S. Larkin enters the game for P. Prigioni,,66,86
313,3,2:28.0,T. Wear makes free throw 2 of 2,,67,86
314,3,2:16.0,,K. Martin misses 3-pt jump shot from 25 ft,67,86
315,3,2:15.0,Defensive rebound by T. Wear,,67,86
316,3,2:06.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by S. Larkin),,70,86
317,3,1:48.0,,K. Martin makes 2-pt jump shot from 7 ft,70,88
318,3,1:27.0,Q. Acy misses 2-pt jump shot from 21 ft,,70,88
319,3,1:26.0,,Defensive rebound by S. Muhammad,70,88
320,3,1:16.0,,A. Bennett misses 2-pt jump shot from 14 ft,70,88
321,3,1:14.0,Defensive rebound by Q. Acy,,70,88
322,3,1:08.0,T. Hardaway misses 3-pt jump shot from 25 ft,,70,88
323,3,1:05.0,Offensive rebound by Team,,70,88
324,3,1:02.0,T. Hardaway misses 2-pt layup from 2 ft,,70,88
325,3,1:01.0,Offensive rebound by Q. Acy,,70,88
326,3,1:00.0,Q. Acy makes 2-pt layup at rim,,72,88
327,3,1:00.0,Shooting foul by S. Muhammad (drawn by Q. Acy),,72,88
328,3,1:00.0,Q. Acy makes free throw 1 of 1,,73,88
329,3,0:52.0,,K. Martin makes 3-pt jump shot from 25 ft (assist by Z. LaVine),73,91
330,3,0:45.0,S. Larkin misses 2-pt jump shot from 17 ft,,73,91
331,3,0:44.0,,Defensive rebound by K. Martin,73,91
332,3,0:29.0,,Z. LaVine misses 2-pt jump shot from 19 ft,73,91
333,3,0:27.0,Defensive rebound by C. Aldrich,,73,91
334,3,0:09.0,Turnover by C. Aldrich (bad pass; steal by A. Bennett),,73,91
335,3,0:09.0,,Personal foul by C. Aldrich (drawn by C. Brewer),73,91
336,3,0:09.0,,C. Brewer makes free throw 1 of 2,73,92
337,3,0:09.0,,R. Hummel enters the game for S. Muhammad,73,92
338,3,0:09.0,,C. Brewer makes free throw 2 of 2,73,93
339,3,0:02.0,Turnover by T. Hardaway (lost ball; steal by C. Brewer),,73,93
340,3,0:00.0,,K. Martin misses 3-pt jump shot from 29 ft,73,93
341,3,0:00.0,,Offensive rebound by Team,73,93
342,4,11:54.0,Personal foul by C. Brewer (drawn by T. Hardaway),,73,93
343,4,11:37.0,Q. Acy makes 2-pt layup at rim,,75,93
344,4,11:14.0,,A. Wiggins misses 2-pt jump shot from 14 ft,75,93
345,4,11:12.0,,Offensive rebound by R. Hummel,75,93
346,4,11:00.0,,Personal foul by C. Aldrich (drawn by A. Bennett),75,93
347,4,10:55.0,,A. Bennett misses 2-pt dunk at rim (block by C. Aldrich),75,93
348,4,10:53.0,Defensive rebound by T. Wear,,75,93
349,4,10:50.0,T. Wear makes 2-pt jump shot from 3 ft,,77,93
350,4,10:50.0,Shooting foul by R. Hummel (drawn by T. Wear),,77,93
351,4,10:50.0,T. Wear makes free throw 1 of 1,,78,93
352,4,10:30.0,,C. Brewer misses 2-pt jump shot from 9 ft,78,93
353,4,10:28.0,,Offensive rebound by A. Bennett,78,93
354,4,10:28.0,,A. Bennett makes 2-pt dunk at rim,78,95
355,4,10:14.0,Turnover by T. Wear (lost ball),,78,95
356,4,10:14.0,,G. Dieng enters the game for A. Bennett,78,95
357,4,9:56.0,,G. Dieng misses 2-pt jump shot from 14 ft,78,95
358,4,9:55.0,Defensive rebound by T. Wear,,78,95
359,4,9:35.0,C. Aldrich makes 2-pt layup from 1 ft (assist by S. Larkin),,80,95
360,4,9:18.0,,R. Hummel misses 3-pt jump shot from 25 ft,80,95
361,4,9:16.0,Defensive rebound by T. Wear,,80,95
362,4,8:53.0,Q. Acy misses 2-pt jump shot from 20 ft,,80,95
363,4,8:51.0,Offensive rebound by T. Wear,,80,95
364,4,8:49.0,T. Wear makes 2-pt layup at rim,,82,95
365,4,8:49.0,,Minnesota full timeout,82,95
366,4,8:49.0,,S. Muhammad enters the game for A. Wiggins,82,95
367,4,8:49.0,,M. Williams enters the game for Z. LaVine,82,95
368,4,8:49.0,,K. Martin enters the game for R. Hummel,82,95
369,4,8:43.0,,Personal foul by S. Larkin (drawn by M. Williams),82,95
370,4,8:33.0,,Turnover by G. Dieng (traveling),82,95
371,4,8:13.0,Turnover by T. Hardaway (lost ball; steal by C. Brewer),,82,95
372,4,7:54.0,,C. Brewer makes 2-pt layup at rim (assist by M. Williams),82,97
373,4,7:44.0,S. Larkin misses 2-pt layup from 1 ft (block by G. Dieng),,82,97
374,4,7:43.0,,Defensive rebound by M. Williams,82,97
375,4,7:37.0,,K. Martin makes 2-pt jump shot from 22 ft (assist by M. Williams),82,99
376,4,7:36.0,New York full timeout,,82,99
377,4,7:36.0,I. Shumpert enters the game for T. Hardaway,,82,99
378,4,7:36.0,J. Smith enters the game for C. Aldrich,,82,99
379,4,7:22.0,I. Shumpert misses 3-pt jump shot from 25 ft,,82,99
380,4,7:20.0,,Defensive rebound by S. Muhammad,82,99
381,4,7:05.0,,K. Martin makes 2-pt jump shot from 21 ft (assist by G. Dieng),82,101
382,4,6:48.0,Shooting foul by S. Muhammad (drawn by J. Smith),,82,101
