,QUARTER,TIME_REMAINING,DETROIT_ACTION,ORLANDO_ACTION,DETROIT_SCORE,ORLANDO_SCORE
0,1,11:40.0,,T. Harris misses 3-pt jump shot from 25 ft,0,0
1,1,11:39.0,,Offensive rebound by Team,0,0
2,1,11:36.0,,N. Vučević makes 2-pt hook shot from 7 ft (assist by T. Harris),0,2
3,1,11:16.0,A. Drummond makes 2-pt hook shot from 6 ft,,2,2
4,1,11:03.0,,A. Nicholson makes 2-pt dunk at rim (assist by V. Oladipo),2,4
5,1,10:37.0,K. Caldwell-Pope misses 3-pt jump shot from 28 ft,,2,4
6,1,10:36.0,,Defensive rebound by T. Harris,2,4
7,1,10:27.0,,N. Vučević misses 2-pt jump shot from 12 ft,2,4
8,1,10:25.0,Defensive rebound by A. Tolliver,,2,4
9,1,10:06.0,R. Jackson makes 3-pt jump shot from 27 ft (assist by K. Caldwell-Pope),,5,4
10,1,9:41.0,,N. Vučević makes 2-pt hook shot from 8 ft,5,6
11,1,9:19.0,K. Caldwell-Pope makes 2-pt jump shot from 13 ft,,7,6
12,1,9:04.0,,Turnover by T. Harris (bad pass; steal by R. Jackson),7,6
13,1,8:59.0,Turnover by R. Jackson (bad pass; steal by V. Oladipo),,7,6
14,1,8:53.0,,T. Harris makes 2-pt dunk at rim (assist by V. Oladipo),7,8
15,1,8:39.0,R. Jackson misses 2-pt jump shot from 9 ft,,7,8
16,1,8:38.0,,Defensive rebound by V. Oladipo,7,8
17,1,8:32.0,,E. Payton makes 2-pt layup from 1 ft (assist by V. Oladipo),7,10
18,1,8:27.0,Detroit full timeout,,7,10
19,1,8:16.0,R. Jackson misses 2-pt jump shot from 4 ft (block by N. Vučević),,7,10
20,1,8:12.0,Offensive rebound by R. Jackson,,7,10
21,1,8:07.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,7,10
22,1,8:07.0,,Defensive rebound by Team,7,10
23,1,7:42.0,,E. Payton makes 2-pt jump shot from 4 ft,7,12
24,1,7:21.0,K. Caldwell-Pope makes 2-pt jump shot from 13 ft (assist by A. Tolliver),,9,12
25,1,7:05.0,,N. Vučević makes 2-pt jump shot from 13 ft (assist by E. Payton),9,14
26,1,6:44.0,R. Jackson makes 2-pt jump shot from 20 ft (assist by C. Butler),,11,14
27,1,6:37.0,,E. Payton makes 2-pt jump shot from 4 ft,11,16
28,1,6:37.0,,Shooting foul by A. Drummond (drawn by E. Payton),11,16
29,1,6:37.0,,E. Payton makes free throw 1 of 1,11,17
30,1,6:23.0,C. Butler misses 2-pt jump shot from 20 ft,,11,17
31,1,6:22.0,,Defensive rebound by N. Vučević,11,17
32,1,6:14.0,,Turnover by V. Oladipo (lost ball; steal by K. Caldwell-Pope),11,17
33,1,6:06.0,K. Caldwell-Pope misses 2-pt jump shot from 6 ft,,11,17
34,1,6:05.0,Offensive rebound by A. Drummond,,11,17
35,1,6:05.0,A. Drummond misses 2-pt tip-in at rim,,11,17
36,1,6:04.0,Offensive rebound by A. Drummond,,11,17
37,1,6:03.0,A. Drummond makes 2-pt layup from 1 ft,,13,17
38,1,5:43.0,,T. Harris misses 2-pt jump shot from 8 ft,13,17
39,1,5:42.0,Defensive rebound by A. Drummond,,13,17
40,1,5:38.0,Turnover by R. Jackson (bad pass),,13,17
41,1,5:28.0,,A. Nicholson makes 2-pt jump shot from 19 ft (assist by E. Payton),13,19
42,1,5:10.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by C. Butler),,16,19
43,1,4:52.0,,N. Vučević misses 2-pt hook shot from 3 ft (block by A. Drummond),16,19
44,1,4:50.0,Defensive rebound by A. Tolliver,,16,19
45,1,4:35.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by R. Jackson),,18,19
46,1,4:33.0,,Orlando full timeout,18,19
47,1,4:22.0,,Turnover by E. Payton (bad pass),18,19
48,1,4:22.0,,W. Green enters the game for A. Nicholson,18,19
49,1,4:11.0,R. Jackson misses 2-pt jump shot from 16 ft,,18,19
50,1,4:10.0,,Defensive rebound by V. Oladipo,18,19
51,1,3:57.0,,T. Harris makes 2-pt layup at rim,18,21
52,1,3:43.0,R. Jackson misses 2-pt layup at rim,,18,21
53,1,3:42.0,,Defensive rebound by N. Vučević,18,21
54,1,3:35.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by E. Payton),18,23
55,1,3:22.0,A. Tolliver misses 3-pt jump shot from 25 ft,,18,23
56,1,3:19.0,Offensive rebound by R. Jackson,,18,23
57,1,3:08.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,18,23
58,1,3:07.0,,Defensive rebound by N. Vučević,18,23
59,1,2:58.0,,N. Vučević makes 2-pt jump shot from 20 ft (assist by E. Payton),18,25
60,1,2:37.0,A. Tolliver makes 2-pt layup at rim (assist by R. Jackson),,20,25
61,1,2:09.0,,W. Green misses 3-pt jump shot from 23 ft,20,25
62,1,2:07.0,Defensive rebound by R. Jackson,,20,25
63,1,1:57.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,22,25
64,1,1:41.0,,E. Payton misses 2-pt jump shot from 4 ft,22,25
65,1,1:37.0,Defensive rebound by R. Jackson,,22,25
66,1,1:25.0,R. Jackson makes 2-pt jump shot from 6 ft,,24,25
67,1,1:10.0,,T. Harris makes 2-pt layup at rim (assist by E. Payton),24,27
68,1,0:52.0,C. Butler makes 3-pt jump shot from 26 ft (assist by R. Jackson),,27,27
69,1,0:41.0,,N. Vučević misses 2-pt jump shot from 5 ft,27,27
70,1,0:40.0,Defensive rebound by A. Drummond,,27,27
71,1,0:24.0,A. Tolliver makes 3-pt jump shot from 22 ft (assist by R. Jackson),,30,27
72,1,0:03.0,,T. Harris misses 3-pt jump shot from 23 ft,30,27
73,1,0:02.0,Defensive rebound by A. Drummond,,30,27
74,1,0:00.0,R. Jackson misses 3-pt jump shot from 49 ft,,30,27
75,1,0:00.0,Offensive rebound by Team,,30,27
76,2,11:48.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,30,27
77,2,11:47.0,Offensive rebound by A. Drummond,,30,27
78,2,11:45.0,Turnover by A. Drummond (lost ball; steal by L. Ridnour),,30,27
79,2,11:30.0,,W. Green makes 3-pt jump shot from 22 ft (assist by A. Gordon),30,30
80,2,11:07.0,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,,30,30
81,2,11:06.0,,Defensive rebound by C. Frye,30,30
82,2,10:59.0,,W. Green misses 2-pt layup at rim,30,30
83,2,10:57.0,Defensive rebound by J. Meeks,,30,30
84,2,10:47.0,T. Prince misses 2-pt jump shot from 18 ft,,30,30
85,2,10:46.0,,Defensive rebound by M. Harkless,30,30
86,2,10:37.0,,C. Frye misses 3-pt jump shot from 27 ft,30,30
87,2,10:36.0,Defensive rebound by K. Caldwell-Pope,,30,30
88,2,10:24.0,T. Prince makes 2-pt jump shot from 19 ft (assist by S. Dinwiddie),,32,30
89,2,10:04.0,,Turnover by M. Harkless (lost ball; steal by K. Caldwell-Pope),32,30
90,2,10:02.0,Personal foul by W. Green (drawn by T. Prince),,32,30
91,2,10:02.0,J. Anthony enters the game for A. Drummond,,32,30
92,2,10:02.0,S. Williams enters the game for K. Caldwell-Pope,,32,30
93,2,9:55.0,S. Dinwiddie makes 2-pt jump shot from 11 ft,,34,30
94,2,9:39.0,,A. Gordon makes 2-pt layup at rim (assist by W. Green),34,32
95,2,9:15.0,J. Meeks misses 2-pt jump shot from 12 ft,,34,32
96,2,9:13.0,,Defensive rebound by M. Harkless,34,32
97,2,8:58.0,,A. Gordon makes 2-pt layup from 1 ft (assist by W. Green),34,34
98,2,8:39.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,34,34
99,2,8:37.0,Offensive rebound by T. Prince,,34,34
100,2,8:31.0,S. Williams misses 2-pt jump shot from 16 ft,,34,34
101,2,8:30.0,,Defensive rebound by L. Ridnour,34,34
102,2,8:23.0,,Offensive foul by C. Frye (drawn by S. Dinwiddie),34,34
103,2,8:23.0,,Turnover by C. Frye (offensive foul),34,34
104,2,8:23.0,Official timeout,,34,34
105,2,8:06.0,S. Dinwiddie misses 2-pt jump shot from 13 ft,,34,34
106,2,8:05.0,Offensive rebound by Team,,34,34
107,2,7:58.0,J. Meeks makes 2-pt jump shot from 22 ft (assist by S. Dinwiddie),,36,34
108,2,7:34.0,,Turnover by C. Frye (lost ball; steal by S. Dinwiddie),36,34
109,2,7:22.0,S. Williams misses 2-pt jump shot from 15 ft,,36,34
110,2,7:20.0,Offensive rebound by T. Prince,,36,34
111,2,7:18.0,T. Prince makes 2-pt jump shot from 10 ft,,38,34
112,2,7:18.0,Shooting foul by M. Harkless (drawn by T. Prince),,38,34
113,2,7:18.0,T. Prince makes free throw 1 of 1,,39,34
114,2,7:05.0,,W. Green misses 2-pt jump shot from 19 ft,39,34
115,2,7:04.0,Defensive rebound by S. Dinwiddie,,39,34
116,2,6:59.0,Offensive foul by J. Anthony (drawn by L. Ridnour),,39,34
117,2,6:59.0,Turnover by J. Anthony (offensive foul),,39,34
118,2,6:36.0,,C. Frye misses 3-pt jump shot from 22 ft,39,34
119,2,6:35.0,Defensive rebound by T. Prince,,39,34
120,2,6:26.0,J. Meeks misses 3-pt jump shot from 26 ft,,39,34
121,2,6:25.0,,Defensive rebound by M. Harkless,39,34
122,2,6:18.0,,L. Ridnour makes 2-pt jump shot from 20 ft,39,36
123,2,5:58.0,S. Dinwiddie misses 2-pt jump shot from 18 ft,,39,36
124,2,5:56.0,,Defensive rebound by C. Frye,39,36
125,2,5:49.0,,Turnover by W. Green (bad pass; steal by T. Prince),39,36
126,2,5:48.0,Shooting foul by L. Ridnour (drawn by S. Dinwiddie),,39,36
127,2,5:48.0,,Orlando full timeout,39,36
128,2,5:48.0,,V. Oladipo enters the game for W. Green,39,36
129,2,5:48.0,,E. Payton enters the game for M. Harkless,39,36
130,2,5:48.0,,N. Vučević enters the game for C. Frye,39,36
131,2,5:48.0,S. Dinwiddie makes free throw 1 of 2,,40,36
132,2,5:48.0,S. Dinwiddie makes free throw 2 of 2,,41,36
133,2,5:34.0,,Turnover by V. Oladipo (bad pass; steal by J. Anthony),41,36
134,2,5:21.0,Personal foul by A. Gordon (drawn by S. Dinwiddie),,41,36
135,2,5:21.0,,T. Harris enters the game for A. Gordon,41,36
136,2,5:13.0,T. Prince makes 2-pt hook shot from 11 ft (assist by S. Dinwiddie),,43,36
137,2,5:03.0,,N. Vučević misses 2-pt jump shot from 14 ft,43,36
138,2,5:02.0,Defensive rebound by T. Prince,,43,36
139,2,4:47.0,S. Williams misses 2-pt layup at rim,,43,36
140,2,4:45.0,,Defensive rebound by E. Payton,43,36
141,2,4:39.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by E. Payton),43,39
142,2,4:17.0,T. Prince makes 2-pt jump shot from 19 ft,,45,39
143,2,4:04.0,,E. Payton makes 2-pt dunk at rim,45,41
144,2,4:04.0,,Shooting foul by J. Meeks (drawn by E. Payton),45,41
145,2,4:04.0,A. Tolliver enters the game for S. Williams,,45,41
146,2,4:04.0,A. Drummond enters the game for J. Anthony,,45,41
147,2,4:04.0,,A. Nicholson enters the game for L. Ridnour,45,41
148,2,4:04.0,,E. Payton makes free throw 1 of 1,45,42
149,2,3:44.0,T. Prince makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,48,42
150,2,3:35.0,,A. Nicholson makes 2-pt jump shot from 19 ft (assist by E. Payton),48,44
151,2,3:19.0,S. Dinwiddie makes 2-pt jump shot from 17 ft,,50,44
152,2,3:07.0,,Personal foul by S. Dinwiddie (drawn by E. Payton),50,44
153,2,3:07.0,R. Jackson enters the game for S. Dinwiddie,,50,44
154,2,3:07.0,K. Caldwell-Pope enters the game for J. Meeks,,50,44
155,2,3:00.0,,A. Nicholson misses 2-pt jump shot from 19 ft,50,44
156,2,2:58.0,,Offensive rebound by N. Vučević,50,44
157,2,2:48.0,,N. Vučević misses 2-pt hook shot from 7 ft,50,44
158,2,2:46.0,Defensive rebound by R. Jackson,,50,44
159,2,2:36.0,A. Drummond misses 2-pt layup from 1 ft,,50,44
160,2,2:33.0,Offensive rebound by A. Drummond,,50,44
161,2,2:33.0,A. Drummond makes 2-pt tip-in at rim,,52,44
162,2,2:33.0,,Orlando full timeout,52,44
163,2,2:33.0,Detroit full timeout,,52,44
164,2,2:16.0,,N. Vučević makes 2-pt layup at rim (assist by A. Nicholson),52,46
165,2,2:00.0,K. Caldwell-Pope misses 2-pt jump shot from 9 ft,,52,46
166,2,1:59.0,Offensive rebound by K. Caldwell-Pope,,52,46
167,2,1:57.0,K. Caldwell-Pope misses 2-pt jump shot from 6 ft,,52,46
168,2,1:57.0,Offensive rebound by Team,,52,46
169,2,1:50.0,R. Jackson misses 2-pt jump shot from 6 ft,,52,46
170,2,1:49.0,,Defensive rebound by N. Vučević,52,46
171,2,1:42.0,,Personal foul by A. Drummond (drawn by N. Vučević),52,46
172,2,1:42.0,J. Anthony enters the game for A. Drummond,,52,46
173,2,1:29.0,,V. Oladipo makes 2-pt layup at rim,52,48
174,2,1:29.0,,Shooting foul by K. Caldwell-Pope (drawn by V. Oladipo),52,48
175,2,1:29.0,,V. Oladipo makes free throw 1 of 1,52,49
176,2,1:05.0,T. Prince makes 2-pt jump shot from 13 ft,,54,49
177,2,0:44.0,,T. Harris makes 2-pt jump shot from 17 ft (assist by N. Vučević),54,51
178,2,0:33.0,T. Prince misses 2-pt jump shot from 19 ft,,54,51
179,2,0:32.0,,Defensive rebound by N. Vučević,54,51
180,2,0:25.0,,A. Nicholson makes 2-pt hook shot from 5 ft (assist by E. Payton),54,53
181,2,0:05.0,R. Jackson misses 2-pt layup from 1 ft,,54,53
182,2,0:04.0,,Defensive rebound by N. Vučević,54,53
183,2,0:02.0,,Turnover by N. Vučević (bad pass; steal by K. Caldwell-Pope),54,53
184,2,0:01.0,K. Caldwell-Pope misses 2-pt layup from 1 ft (block by V. Oladipo),,54,53
185,2,0:00.0,Offensive rebound by Team,,54,53
186,3,11:35.0,Turnover by Team (shot clock),,54,53
187,3,11:24.0,,E. Payton misses 2-pt jump shot from 9 ft,54,53
188,3,11:23.0,,Offensive rebound by N. Vučević,54,53
189,3,11:11.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by V. Oladipo),54,55
190,3,10:54.0,A. Drummond makes 2-pt layup from 1 ft,,56,55
191,3,10:54.0,Shooting foul by N. Vučević (drawn by A. Drummond),,56,55
192,3,10:54.0,A. Drummond misses free throw 1 of 1,,56,55
193,3,10:52.0,,Defensive rebound by T. Harris,56,55
194,3,10:39.0,,V. Oladipo makes 2-pt layup at rim,56,57
195,3,10:29.0,A. Tolliver makes 3-pt jump shot from 28 ft (assist by R. Jackson),,59,57
196,3,9:58.0,,T. Harris misses 3-pt jump shot from 28 ft,59,57
197,3,9:57.0,,Offensive rebound by E. Payton,59,57
198,3,9:50.0,,T. Harris misses 2-pt jump shot from 4 ft (block by A. Drummond),59,57
199,3,9:48.0,Defensive rebound by R. Jackson,,59,57
200,3,9:29.0,R. Jackson makes 2-pt layup at rim,,61,57
201,3,9:03.0,,Turnover by Team (shot clock),61,57
202,3,8:51.0,Personal foul by A. Nicholson (drawn by K. Caldwell-Pope),,61,57
203,3,8:47.0,Shooting foul by N. Vučević (drawn by R. Jackson),,61,57
204,3,8:47.0,R. Jackson makes 2-pt layup at rim,,63,57
205,3,8:47.0,R. Jackson misses free throw 1 of 1,,63,57
206,3,8:46.0,,Defensive rebound by N. Vučević,63,57
207,3,8:36.0,,A. Nicholson misses 3-pt jump shot from 26 ft,63,57
208,3,8:35.0,Defensive rebound by R. Jackson,,63,57
209,3,8:22.0,R. Jackson misses 2-pt layup from 2 ft,,63,57
210,3,8:20.0,,Defensive rebound by N. Vučević,63,57
211,3,8:17.0,Offensive charge foul by E. Payton (drawn by A. Tolliver),,63,57
212,3,8:17.0,,Turnover by E. Payton (offensive foul),63,57
213,3,8:00.0,K. Caldwell-Pope misses 2-pt layup at rim,,63,57
214,3,7:57.0,,Defensive rebound by N. Vučević,63,57
215,3,7:50.0,,E. Payton makes 2-pt jump shot from 4 ft (assist by V. Oladipo),63,59
216,3,7:30.0,A. Tolliver misses 3-pt jump shot from 26 ft,,63,59
217,3,7:28.0,Offensive rebound by Team,,63,59
218,3,7:21.0,K. Caldwell-Pope makes 2-pt layup at rim (assist by R. Jackson),,65,59
219,3,7:05.0,,N. Vučević makes 2-pt jump shot from 9 ft (assist by V. Oladipo),65,61
220,3,6:49.0,R. Jackson makes 2-pt layup from 1 ft,,67,61
221,3,6:32.0,,Shooting foul by A. Drummond (drawn by V. Oladipo),67,61
222,3,6:32.0,,V. Oladipo makes free throw 1 of 2,67,62
223,3,6:32.0,,V. Oladipo makes free throw 2 of 2,67,63
224,3,6:22.0,Shooting foul by V. Oladipo (drawn by R. Jackson),,67,63
225,3,6:22.0,R. Jackson misses free throw 1 of 2,,67,63
226,3,6:22.0,Offensive rebound by Team,,67,63
227,3,6:22.0,R. Jackson makes free throw 2 of 2,,68,63
228,3,6:08.0,,V. Oladipo misses 2-pt jump shot from 18 ft,68,63
229,3,6:07.0,Defensive rebound by C. Butler,,68,63
230,3,5:58.0,R. Jackson makes 2-pt layup at rim (assist by A. Tolliver),,70,63
231,3,5:58.0,,Orlando full timeout,70,63
232,3,5:58.0,,W. Green enters the game for A. Nicholson,70,63
233,3,5:58.0,,L. Ridnour enters the game for E. Payton,70,63
234,3,5:49.0,,T. Harris misses 2-pt jump shot from 14 ft,70,63
235,3,5:47.0,,Offensive rebound by N. Vučević,70,63
236,3,5:47.0,,N. Vučević misses 2-pt tip-in from 1 ft,70,63
237,3,5:45.0,,Offensive rebound by T. Harris,70,63
238,3,5:37.0,,V. Oladipo misses 3-pt jump shot from 25 ft,70,63
239,3,5:35.0,Defensive rebound by A. Drummond,,70,63
240,3,5:29.0,R. Jackson makes 2-pt layup from 1 ft,,72,63
241,3,5:16.0,,N. Vučević makes 2-pt hook shot from 6 ft (assist by L. Ridnour),72,65
242,3,5:02.0,,A. Gordon enters the game for T. Harris,72,65
243,3,4:50.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,74,65
244,3,4:42.0,,Personal foul by C. Butler (drawn by N. Vučević),74,65
245,3,4:42.0,J. Meeks enters the game for C. Butler,,74,65
246,3,4:29.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by A. Gordon),74,67
247,3,4:19.0,Personal foul by W. Green (drawn by R. Jackson),,74,67
248,3,4:19.0,R. Jackson makes free throw 1 of 2,,75,67
249,3,4:19.0,R. Jackson makes free throw 2 of 2,,76,67
250,3,4:06.0,,L. Ridnour makes 3-pt jump shot from 23 ft (assist by V. Oladipo),76,70
251,3,4:00.0,Personal take foul by A. Gordon (drawn by A. Drummond),,76,70
252,3,4:00.0,A. Drummond misses free throw 1 of 2,,76,70
253,3,4:00.0,Offensive rebound by Team,,76,70
254,3,4:00.0,A. Drummond misses free throw 2 of 2,,76,70
255,3,3:59.0,,Defensive rebound by N. Vučević,76,70
256,3,3:44.0,,Turnover by L. Ridnour (lost ball; steal by A. Drummond),76,70
257,3,3:42.0,Personal foul by L. Ridnour (drawn by R. Jackson),,76,70
258,3,3:42.0,R. Jackson makes free throw 1 of 2,,77,70
259,3,3:42.0,R. Jackson makes free throw 2 of 2,,78,70
260,3,3:26.0,,Offensive foul by V. Oladipo (drawn by A. Tolliver),78,70
261,3,3:26.0,,Turnover by V. Oladipo (offensive foul),78,70
262,3,3:25.0,Personal take foul by A. Gordon (drawn by A. Drummond),,78,70
263,3,3:25.0,A. Drummond makes free throw 1 of 2,,79,70
264,3,3:25.0,A. Drummond makes free throw 2 of 2,,80,70
265,3,3:13.0,,A. Gordon misses 2-pt jump shot from 14 ft,80,70
266,3,3:12.0,Defensive rebound by R. Jackson,,80,70
267,3,3:05.0,J. Meeks misses 2-pt layup from 2 ft,,80,70
268,3,3:04.0,,Defensive rebound by A. Gordon,80,70
269,3,2:59.0,,Turnover by A. Gordon (traveling),80,70
270,3,2:59.0,Detroit full timeout,,80,70
271,3,2:59.0,T. Prince enters the game for A. Tolliver,,80,70
272,3,2:59.0,,A. Nicholson enters the game for N. Vučević,80,70
273,3,2:59.0,,E. Payton enters the game for V. Oladipo,80,70
274,3,2:40.0,A. Drummond makes 2-pt layup at rim (assist by T. Prince),,82,70
275,3,2:25.0,,A. Nicholson misses 3-pt jump shot from 23 ft,82,70
276,3,2:23.0,Defensive rebound by R. Jackson,,82,70
277,3,2:18.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by R. Jackson),,85,70
278,3,1:55.0,,L. Ridnour misses 3-pt jump shot from 25 ft,85,70
279,3,1:54.0,Defensive rebound by A. Drummond,,85,70
280,3,1:45.0,K. Caldwell-Pope misses 3-pt jump shot from 28 ft,,85,70
281,3,1:44.0,,Defensive rebound by A. Gordon,85,70
282,3,1:31.0,,E. Payton misses 2-pt jump shot from 4 ft,85,70
283,3,1:28.0,,Offensive rebound by A. Nicholson,85,70
284,3,1:28.0,,A. Nicholson makes 2-pt tip-in from 1 ft,85,72
285,3,1:12.0,J. Meeks misses 3-pt jump shot from 27 ft,,85,72
286,3,1:10.0,,Defensive rebound by A. Gordon,85,72
287,3,1:00.0,,W. Green makes 2-pt jump shot from 21 ft (assist by E. Payton),85,74
288,3,0:46.0,Personal foul by W. Green (drawn by R. Jackson),,85,74
289,3,0:46.0,R. Jackson makes free throw 1 of 2,,86,74
290,3,0:46.0,J. Anthony enters the game for A. Drummond,,86,74
291,3,0:46.0,R. Jackson makes free throw 2 of 2,,87,74
292,3,0:36.0,,W. Green makes 2-pt layup from 1 ft (assist by E. Payton),87,76
293,3,0:23.0,R. Jackson misses 2-pt jump shot from 6 ft,,87,76
294,3,0:21.0,Offensive rebound by R. Jackson,,87,76
295,3,0:00.0,T. Prince misses 2-pt jump shot from 19 ft,,87,76
296,3,0:00.0,Offensive rebound by Team,,87,76
297,4,11:47.0,,T. Harris misses 2-pt jump shot from 4 ft,87,76
298,4,11:44.0,Defensive rebound by K. Caldwell-Pope,,87,76
299,4,11:33.0,J. Anthony misses 2-pt jump shot from 8 ft,,87,76
300,4,11:32.0,Offensive rebound by T. Prince,,87,76
301,4,11:32.0,T. Prince misses 2-pt tip-in from 2 ft,,87,76
302,4,11:31.0,,Defensive rebound by C. Frye,87,76
303,4,11:19.0,,T. Harris makes 2-pt layup at rim (assist by E. Payton),87,78
304,4,10:54.0,T. Prince makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,89,78
305,4,10:36.0,,Turnover by W. Green (bad pass; steal by S. Dinwiddie),89,78
306,4,10:24.0,K. Caldwell-Pope misses 2-pt jump shot from 7 ft,,89,78
307,4,10:20.0,,Defensive rebound by W. Green,89,78
308,4,10:16.0,,Offensive foul by C. Frye (drawn by S. Dinwiddie),89,78
309,4,10:16.0,,Turnover by C. Frye (offensive foul),89,78
310,4,9:56.0,Shooting foul by E. Payton (drawn by K. Caldwell-Pope),,89,78
311,4,9:56.0,K. Caldwell-Pope makes free throw 1 of 2,,90,78
