,QUARTER,TIME_REMAINING,INDIANA_ACTION,CHARLOTTE_ACTION,INDIANA_SCORE,CHARLOTTE_SCORE
82,1,0:07.0,,Shooting foul by S. Whittington (drawn by L. Stephenson),20,31
83,1,0:07.0,,L. Stephenson makes free throw 1 of 2,20,32
84,1,0:07.0,C. Miles enters the game for S. Whittington,,20,32
85,1,0:07.0,,J. Taylor enters the game for J. Maxiell,20,32
86,1,0:07.0,,L. Stephenson misses free throw 2 of 2,20,32
87,1,0:06.0,Defensive rebound by L. Scola,,20,32
88,1,0:00.0,S. Hill misses 2-pt jump shot from 19 ft,,20,32
89,1,0:00.0,Offensive rebound by Team,,20,32
90,2,11:44.0,,B. Roberts misses 3-pt jump shot from 26 ft,20,32
91,2,11:42.0,Defensive rebound by L. Scola,,20,32
92,2,11:33.0,S. Whittington misses 2-pt jump shot from 5 ft,,20,32
93,2,11:30.0,Offensive rebound by S. Whittington,,20,32
94,2,11:30.0,S. Whittington makes 2-pt dunk at rim,,22,32
95,2,11:14.0,,M. Williams makes 2-pt jump shot from 15 ft (assist by G. Neal),22,34
96,2,10:55.0,S. Hill misses 2-pt jump shot from 10 ft,,22,34
97,2,10:52.0,,Defensive rebound by J. Maxiell,22,34
98,2,10:37.0,,J. Maxiell makes 2-pt dunk at rim (assist by L. Stephenson),22,36
99,2,10:17.0,L. Scola misses 2-pt jump shot from 4 ft,,22,36
100,2,10:16.0,,Defensive rebound by M. Williams,22,36
101,2,9:59.0,,L. Stephenson misses 2-pt jump shot from 19 ft,22,36
102,2,9:58.0,Defensive rebound by L. Scola,,22,36
103,2,9:51.0,S. Whittington makes 2-pt layup from 1 ft (assist by C. Watson),,24,36
104,2,9:13.0,,B. Roberts makes 2-pt layup from 2 ft,24,38
105,2,9:01.0,Personal foul by B. Roberts (drawn by C. Watson),,24,38
106,2,9:01.0,,J. Taylor enters the game for B. Roberts,24,38
107,2,8:48.0,L. Scola misses 2-pt layup from 1 ft,,24,38
108,2,8:48.0,Offensive rebound by Team,,24,38
109,2,8:48.0,,Loose ball foul by J. Taylor (drawn by S. Whittington),24,38
110,2,8:48.0,Official timeout,,24,38
111,2,8:39.0,Turnover by C. Watson (traveling),,24,38
112,2,8:19.0,,J. Taylor misses 2-pt layup from 2 ft,24,38
113,2,8:18.0,Defensive rebound by L. Scola,,24,38
114,2,8:11.0,Offensive foul by D. Rudež (drawn by L. Stephenson),,24,38
115,2,8:11.0,Turnover by D. Rudež (offensive foul),,24,38
116,2,7:59.0,,Shooting foul by L. Scola (drawn by J. Maxiell),24,38
117,2,7:59.0,,J. Maxiell misses free throw 1 of 2,24,38
118,2,7:59.0,,Offensive rebound by Team,24,38
119,2,7:59.0,,J. Maxiell makes free throw 2 of 2,24,39
120,2,7:50.0,S. Hill makes 2-pt jump shot from 6 ft,,26,39
121,2,7:50.0,Shooting foul by J. Maxiell (drawn by S. Hill),,26,39
122,2,7:50.0,S. Hill makes free throw 1 of 1,,27,39
123,2,7:40.0,,Shooting foul by S. Whittington (drawn by L. Stephenson),27,39
124,2,7:40.0,,L. Stephenson makes free throw 1 of 2,27,40
125,2,7:40.0,R. Hibbert enters the game for S. Whittington,,27,40
126,2,7:40.0,,A. Jefferson enters the game for J. Maxiell,27,40
127,2,7:40.0,,L. Stephenson makes free throw 2 of 2,27,41
128,2,7:21.0,D. Rudež makes 3-pt jump shot from 26 ft (assist by L. Scola),,30,41
129,2,6:57.0,,L. Stephenson misses 2-pt jump shot from 18 ft,30,41
130,2,6:56.0,Defensive rebound by L. Scola,,30,41
131,2,6:46.0,Turnover by C. Watson (bad pass; steal by L. Stephenson),,30,41
132,2,6:43.0,,Shooting foul by S. Hill (drawn by J. Taylor),30,41
133,2,6:43.0,,J. Taylor misses free throw 1 of 2,30,41
134,2,6:43.0,,Offensive rebound by Team,30,41
135,2,6:43.0,D. West enters the game for L. Scola,,30,41
136,2,6:43.0,G. Hill enters the game for C. Watson,,30,41
137,2,6:43.0,,J. Taylor makes free throw 2 of 2,30,42
138,2,6:20.0,Turnover by D. West (lost ball; steal by M. Williams),,30,42
139,2,6:12.0,,G. Neal makes 3-pt jump shot from 25 ft (assist by L. Stephenson),30,45
140,2,6:01.0,Shooting foul by J. Taylor (drawn by G. Hill),,30,45
141,2,6:01.0,G. Hill makes free throw 1 of 2,,31,45
142,2,6:01.0,G. Hill makes free throw 2 of 2,,32,45
143,2,5:49.0,,G. Neal misses 2-pt jump shot from 18 ft,32,45
144,2,5:47.0,Defensive rebound by D. West,,32,45
145,2,5:38.0,G. Hill misses 2-pt jump shot from 20 ft,,32,45
146,2,5:37.0,,Defensive rebound by A. Jefferson,32,45
147,2,5:30.0,,G. Neal misses 2-pt jump shot from 15 ft,32,45
148,2,5:29.0,Defensive rebound by S. Hill,,32,45
149,2,5:20.0,S. Hill misses 2-pt layup from 2 ft,,32,45
150,2,5:19.0,,Defensive rebound by J. Taylor,32,45
151,2,5:03.0,,M. Williams misses 3-pt jump shot from 25 ft,32,45
152,2,5:02.0,Defensive rebound by Team,,32,45
153,2,5:02.0,,Charlotte full timeout,32,45
154,2,5:02.0,R. Stuckey enters the game for S. Hill,,32,45
155,2,5:02.0,C. Miles enters the game for D. Rudež,,32,45
156,2,5:02.0,,G. Henderson enters the game for J. Taylor,32,45
157,2,5:02.0,,C. Zeller enters the game for M. Williams,32,45
158,2,4:43.0,D. West misses 2-pt layup from 2 ft (block by C. Zeller),,32,45
159,2,4:41.0,,Defensive rebound by C. Zeller,32,45
160,2,4:33.0,,L. Stephenson makes 2-pt jump shot from 18 ft,32,47
161,2,4:23.0,Personal foul by C. Zeller (drawn by D. West),,32,47
162,2,4:23.0,D. West misses free throw 1 of 2,,32,47
163,2,4:23.0,Offensive rebound by Team,,32,47
164,2,4:23.0,D. West makes free throw 2 of 2,,33,47
165,2,4:12.0,,Personal foul by R. Stuckey (drawn by L. Stephenson),33,47
166,2,4:08.0,,Personal foul by D. West (drawn by L. Stephenson),33,47
167,2,4:08.0,,L. Stephenson misses free throw 1 of 2,33,47
168,2,4:08.0,,Offensive rebound by Team,33,47
169,2,4:08.0,,L. Stephenson makes free throw 2 of 2,33,48
170,2,3:49.0,R. Hibbert misses 2-pt layup from 1 ft (block by A. Jefferson),,33,48
171,2,3:49.0,Offensive rebound by Team,,33,48
172,2,3:45.0,Offensive foul by C. Miles (drawn by G. Henderson),,33,48
173,2,3:45.0,Turnover by C. Miles (offensive foul),,33,48
174,2,3:35.0,,Offensive foul by G. Neal (drawn by G. Hill),33,48
175,2,3:35.0,,Turnover by G. Neal (offensive foul),33,48
176,2,3:16.0,R. Stuckey misses 2-pt jump shot from 8 ft,,33,48
177,2,3:15.0,,Defensive rebound by A. Jefferson,33,48
178,2,2:57.0,,G. Neal misses 2-pt jump shot from 15 ft,33,48
179,2,2:56.0,Defensive rebound by G. Hill,,33,48
180,2,2:51.0,Indiana full timeout,,33,48
181,2,2:51.0,,B. Roberts enters the game for L. Stephenson,33,48
182,2,2:47.0,R. Hibbert misses 2-pt jump shot from 18 ft,,33,48
183,2,2:46.0,,Defensive rebound by C. Zeller,33,48
184,2,2:33.0,,A. Jefferson makes 2-pt jump shot from 13 ft (assist by B. Roberts),33,50
185,2,2:14.0,R. Hibbert makes 2-pt jump shot from 8 ft,,35,50
186,2,1:53.0,,A. Jefferson makes 2-pt layup from 1 ft,35,52
187,2,1:45.0,Shooting foul by C. Zeller (drawn by R. Hibbert),,35,52
188,2,1:45.0,R. Hibbert makes free throw 1 of 2,,36,52
189,2,1:45.0,,M. Williams enters the game for C. Zeller,36,52
190,2,1:45.0,R. Hibbert makes free throw 2 of 2,,37,52
191,2,1:25.0,,G. Neal misses 3-pt jump shot from 26 ft,37,52
192,2,1:24.0,Defensive rebound by R. Hibbert,,37,52
193,2,1:16.0,Shooting foul by M. Williams (drawn by D. West),,37,52
194,2,1:16.0,D. West makes free throw 1 of 2,,38,52
195,2,1:16.0,D. West makes free throw 2 of 2,,39,52
196,2,1:03.0,,Shooting foul by R. Hibbert (drawn by A. Jefferson),39,52
197,2,1:03.0,,A. Jefferson makes free throw 1 of 2,39,53
198,2,1:03.0,,A. Jefferson makes free throw 2 of 2,39,54
199,2,0:47.0,D. West misses 2-pt jump shot from 19 ft,,39,54
200,2,0:46.0,,Defensive rebound by A. Jefferson,39,54
201,2,0:38.0,,G. Neal makes 2-pt jump shot from 7 ft,39,56
202,2,0:16.0,G. Hill misses 3-pt jump shot from 27 ft,,39,56
203,2,0:15.0,,Defensive rebound by G. Neal,39,56
204,2,0:01.0,,A. Jefferson misses 2-pt jump shot from 8 ft,39,56
205,2,0:00.0,,Offensive rebound by G. Henderson,39,56
206,2,0:00.0,,G. Henderson misses 2-pt tip-in from 1 ft,39,56
207,2,0:00.0,,Offensive rebound by Team,39,56
208,3,11:42.0,,G. Henderson misses 2-pt jump shot from 16 ft,39,56
209,3,11:42.0,,Offensive rebound by Team,39,56
210,3,11:42.0,Loose ball foul by D. West (drawn by C. Zeller),,39,56
211,3,11:39.0,,Personal foul by R. Stuckey (drawn by G. Henderson),39,56
212,3,11:30.0,,C. Zeller misses 2-pt jump shot from 19 ft,39,56
213,3,11:29.0,Defensive rebound by R. Stuckey,,39,56
214,3,11:15.0,G. Hill makes 3-pt jump shot from 23 ft (assist by R. Hibbert),,42,56
215,3,11:01.0,,Turnover by J. Taylor (lost ball; steal by D. West),42,56
216,3,10:55.0,R. Stuckey makes 2-pt layup from 1 ft (assist by C. Miles),,44,56
217,3,10:29.0,,Turnover by G. Henderson (lost ball),44,56
218,3,10:19.0,D. West makes 2-pt jump shot from 18 ft (assist by G. Hill),,46,56
219,3,10:09.0,,Charlotte full timeout,46,56
220,3,9:55.0,,A. Jefferson makes 2-pt jump shot from 15 ft (assist by B. Roberts),46,58
221,3,9:42.0,Offensive foul by R. Hibbert (drawn by J. Taylor),,46,58
222,3,9:42.0,Turnover by R. Hibbert (offensive foul),,46,58
223,3,9:20.0,,A. Jefferson makes 2-pt jump shot from 12 ft,46,60
224,3,9:03.0,C. Miles makes 2-pt jump shot from 17 ft,,48,60
225,3,9:03.0,,Loose ball foul by J. Taylor (drawn by R. Hibbert),48,60
226,3,9:03.0,R. Hibbert makes free throw 1 of 1,,49,60
227,3,8:52.0,,Turnover by B. Roberts (bad pass; steal by G. Hill),49,60
228,3,8:49.0,R. Stuckey misses 2-pt layup from 2 ft (block by C. Zeller),,49,60
229,3,8:49.0,Offensive rebound by Team,,49,60
230,3,8:41.0,D. West misses 2-pt layup at rim,,49,60
231,3,8:40.0,Offensive rebound by D. West,,49,60
232,3,8:40.0,D. West makes 2-pt layup at rim,,51,60
233,3,8:21.0,,J. Taylor makes 2-pt jump shot from 17 ft (assist by C. Zeller),51,62
234,3,8:10.0,Offensive foul by R. Hibbert (drawn by B. Roberts),,51,62
235,3,8:10.0,Turnover by R. Hibbert (offensive foul),,51,62
236,3,8:10.0,L. Scola enters the game for R. Hibbert,,51,62
237,3,7:57.0,,Personal foul by G. Hill (drawn by C. Zeller),51,62
238,3,7:55.0,,Offensive foul by B. Roberts (drawn by R. Stuckey),51,62
239,3,7:55.0,,Turnover by B. Roberts (offensive foul),51,62
240,3,7:41.0,L. Scola makes 2-pt jump shot from 16 ft (assist by R. Stuckey),,53,62
241,3,7:23.0,,Turnover by G. Henderson (lost ball; steal by G. Hill),53,62
242,3,7:20.0,Offensive foul by G. Hill (drawn by J. Taylor),,53,62
243,3,7:20.0,Turnover by G. Hill (offensive foul),,53,62
244,3,7:02.0,,A. Jefferson makes 2-pt jump shot from 18 ft (assist by G. Henderson),53,64
245,3,7:02.0,,Shooting foul by L. Scola (drawn by A. Jefferson),53,64
246,3,7:02.0,,A. Jefferson makes free throw 1 of 1,53,65
247,3,6:48.0,L. Scola makes 2-pt jump shot from 20 ft (assist by G. Hill),,55,65
248,3,6:30.0,,A. Jefferson makes 2-pt layup at rim (assist by G. Henderson),55,67
249,3,6:22.0,G. Hill misses 3-pt jump shot from 25 ft,,55,67
250,3,6:20.0,,Defensive rebound by A. Jefferson,55,67
251,3,6:13.0,,Personal foul by G. Hill (drawn by G. Henderson),55,67
252,3,6:13.0,,G. Henderson makes free throw 1 of 2,55,68
253,3,6:13.0,,G. Henderson makes free throw 2 of 2,55,69
254,3,5:56.0,L. Scola misses 2-pt jump shot from 17 ft,,55,69
255,3,5:55.0,,Defensive rebound by B. Roberts,55,69
256,3,5:46.0,,Personal foul by G. Hill (drawn by G. Henderson),55,69
257,3,5:46.0,C. Watson enters the game for G. Hill,,55,69
258,3,5:46.0,,G. Henderson makes free throw 1 of 2,55,70
259,3,5:46.0,,G. Henderson makes free throw 2 of 2,55,71
260,3,5:36.0,Personal foul by G. Henderson (drawn by R. Stuckey),,55,71
261,3,5:36.0,,Technical foul by G. Henderson,55,71
262,3,5:36.0,Technical foul by R. Hibbert,,55,71
263,3,5:36.0,,L. Stephenson enters the game for G. Henderson,55,71
264,3,5:27.0,C. Miles misses 2-pt jump shot from 14 ft,,55,71
265,3,5:26.0,,Defensive rebound by C. Zeller,55,71
266,3,5:15.0,,B. Roberts makes 3-pt jump shot from 23 ft (assist by L. Stephenson),55,74
267,3,5:07.0,Turnover by C. Watson (lost ball; steal by J. Taylor),,55,74
268,3,5:03.0,,B. Roberts makes 2-pt layup from 2 ft (assist by J. Taylor),55,76
269,3,5:03.0,Indiana full timeout,,55,76
270,3,4:55.0,R. Stuckey makes 2-pt layup from 2 ft,,57,76
271,3,4:55.0,Shooting foul by L. Stephenson (drawn by R. Stuckey),,57,76
272,3,4:55.0,R. Stuckey makes free throw 1 of 1,,58,76
273,3,4:39.0,,Turnover by A. Jefferson (bad pass; steal by D. West),58,76
274,3,4:30.0,C. Watson makes 3-pt jump shot from 25 ft (assist by L. Scola),,61,76
275,3,4:14.0,,A. Jefferson misses 2-pt jump shot from 6 ft,61,76
276,3,4:13.0,Defensive rebound by C. Watson,,61,76
277,3,3:57.0,C. Miles misses 2-pt jump shot from 11 ft,,61,76
278,3,3:56.0,Offensive rebound by L. Scola,,61,76
279,3,3:56.0,L. Scola makes 2-pt tip-in at rim,,63,76
280,3,3:28.0,,L. Stephenson misses 2-pt jump shot from 9 ft,63,76
281,3,3:27.0,Defensive rebound by D. West,,63,76
282,3,3:22.0,R. Stuckey makes 2-pt layup from 1 ft (assist by D. West),,65,76
283,3,3:22.0,,Charlotte full timeout,65,76
284,3,3:22.0,,J. Maxiell enters the game for J. Taylor,65,76
285,3,3:22.0,,G. Henderson enters the game for A. Jefferson,65,76
286,3,3:13.0,,Personal foul by D. West (drawn by G. Henderson),65,76
287,3,3:13.0,Technical foul by Team,,65,76
288,3,3:13.0,,G. Henderson makes technical free throw,65,77
289,3,3:13.0,,G. Henderson makes free throw 1 of 2,65,78
290,3,3:13.0,,G. Henderson makes free throw 2 of 2,65,79
291,3,3:00.0,C. Miles misses 3-pt jump shot from 26 ft,,65,79
292,3,2:58.0,,Defensive rebound by C. Zeller,65,79
293,3,2:44.0,,L. Stephenson misses 2-pt jump shot from 15 ft,65,79
294,3,2:43.0,Defensive rebound by L. Scola,,65,79
295,3,2:38.0,R. Stuckey misses 2-pt layup from 2 ft,,65,79
296,3,2:38.0,Offensive rebound by L. Scola,,65,79
297,3,2:38.0,Shooting foul by J. Maxiell (drawn by L. Scola),,65,79
298,3,2:38.0,L. Scola makes free throw 1 of 2,,66,79
299,3,2:38.0,,M. Williams enters the game for C. Zeller,66,79
300,3,2:38.0,L. Scola makes free throw 2 of 2,,67,79
301,3,2:27.0,,B. Roberts misses 2-pt jump shot from 16 ft (block by C. Watson),67,79
302,3,2:25.0,Defensive rebound by D. West,,67,79
303,3,2:20.0,D. West makes 2-pt jump shot from 17 ft (assist by C. Watson),,69,79
304,3,1:54.0,,M. Williams misses 2-pt jump shot from 6 ft,69,79
305,3,1:53.0,Defensive rebound by L. Scola,,69,79
306,3,1:50.0,,Violation by G. Henderson (def goaltending),69,79
307,3,1:50.0,R. Stuckey makes 2-pt layup from 1 ft (assist by L. Scola),,71,79
308,3,1:32.0,,Turnover by J. Maxiell (bad pass),71,79
309,3,1:32.0,S. Hill enters the game for C. Miles,,71,79
310,3,1:20.0,D. West misses 2-pt jump shot from 3 ft (block by J. Maxiell),,71,79
311,3,1:18.0,,Defensive rebound by L. Stephenson,71,79
312,3,1:00.0,,B. Roberts misses 2-pt jump shot from 19 ft,71,79
313,3,0:59.0,,Offensive rebound by Team,71,79
314,3,0:59.0,Loose ball foul by S. Hill (drawn by M. Williams),,71,79
315,3,0:59.0,,M. Williams makes free throw 1 of 2,71,80
316,3,0:59.0,S. Whittington enters the game for D. West,,71,80
317,3,0:59.0,,M. Williams makes free throw 2 of 2,71,81
318,3,0:40.0,L. Scola makes 2-pt jump shot from 6 ft,,73,81
319,3,0:31.0,,B. Roberts makes 2-pt layup from 1 ft,73,83
320,3,0:24.0,Personal foul by M. Williams (drawn by R. Stuckey),,73,83
321,3,0:24.0,R. Stuckey makes free throw 1 of 2,,74,83
322,3,0:24.0,R. Stuckey makes free throw 2 of 2,,75,83
323,3,0:03.0,,G. Henderson misses 3-pt jump shot from 25 ft,75,83
324,3,0:02.0,Defensive rebound by R. Stuckey,,75,83
325,3,0:00.0,R. Stuckey misses 3-pt jump shot from 48 ft,,75,83
326,3,0:00.0,Offensive rebound by Team,,75,83
327,4,11:42.0,C. Watson makes 2-pt jump shot from 17 ft,,77,83
328,4,11:17.0,,M. Williams misses 2-pt jump shot from 5 ft,77,83
329,4,11:16.0,Defensive rebound by S. Hill,,77,83
330,4,11:14.0,Shooting foul by L. Stephenson (drawn by S. Hill),,77,83
331,4,11:14.0,S. Hill makes free throw 1 of 2,,78,83
332,4,11:14.0,S. Hill makes free throw 2 of 2,,79,83
333,4,11:01.0,,G. Neal misses 2-pt jump shot from 12 ft,79,83
334,4,11:00.0,Defensive rebound by S. Hill,,79,83
335,4,10:53.0,L. Scola makes 2-pt jump shot from 17 ft (assist by S. Hill),,81,83
336,4,10:42.0,,Charlotte full timeout,81,83
337,4,10:42.0,,A. Jefferson enters the game for J. Maxiell,81,83
338,4,10:22.0,,G. Neal misses 2-pt jump shot from 17 ft,81,83
339,4,10:20.0,Defensive rebound by S. Whittington,,81,83
340,4,10:11.0,Offensive foul by D. Rudež (drawn by L. Stephenson),,81,83
341,4,10:11.0,Turnover by D. Rudež (offensive foul),,81,83
342,4,10:11.0,,B. Roberts enters the game for L. Stephenson,81,83
343,4,9:57.0,,Shooting foul by D. Rudež (drawn by M. Williams),81,83
344,4,9:57.0,,M. Williams misses free throw 1 of 2,81,83
345,4,9:57.0,,Offensive rebound by Team,81,83
346,4,9:57.0,R. Hibbert enters the game for S. Whittington,,81,83
347,4,9:57.0,,M. Williams makes free throw 2 of 2,81,84
348,4,9:52.0,Personal foul by A. Jefferson (drawn by R. Hibbert),,81,84
349,4,9:40.0,R. Hibbert misses 2-pt hook shot from 9 ft,,81,84
350,4,9:39.0,,Defensive rebound by G. Henderson,81,84
351,4,9:28.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by G. Henderson),81,86
352,4,9:10.0,C. Watson makes 3-pt jump shot from 26 ft (assist by S. Hill),,84,86
353,4,8:41.0,,A. Jefferson misses 2-pt layup from 1 ft,84,86
354,4,8:40.0,Defensive rebound by L. Scola,,84,86
355,4,8:34.0,L. Scola makes 2-pt layup from 1 ft (assist by C. Watson),,86,86
356,4,8:13.0,,G. Neal makes 3-pt jump shot from 25 ft (assist by A. Jefferson),86,89
357,4,7:59.0,Shooting foul by B. Roberts (drawn by C. Watson),,86,89
358,4,7:59.0,C. Watson misses free throw 1 of 2,,86,89
359,4,7:59.0,Offensive rebound by Team,,86,89
360,4,7:59.0,,C. Zeller enters the game for M. Williams,86,89
361,4,7:59.0,C. Watson makes free throw 2 of 2,,87,89
362,4,7:45.0,,G. Neal misses 2-pt jump shot from 17 ft,87,89
363,4,7:44.0,Defensive rebound by L. Scola,,87,89
364,4,7:38.0,C. Watson makes 2-pt jump shot from 11 ft,,89,89
365,4,7:17.0,,G. Neal makes 3-pt jump shot from 27 ft (assist by A. Jefferson),89,92
366,4,6:53.0,D. Rudež misses 2-pt jump shot from 20 ft,,89,92
367,4,6:53.0,Offensive rebound by Team,,89,92
368,4,6:53.0,,Loose ball foul by C. Zeller (drawn by L. Scola),89,92
369,4,6:53.0,G. Hill enters the game for D. Rudež,,89,92
370,4,6:48.0,L. Scola misses 2-pt jump shot from 18 ft,,89,92
371,4,6:46.0,,Defensive rebound by A. Jefferson,89,92
372,4,6:36.0,,A. Jefferson makes 2-pt jump shot from 13 ft (assist by G. Neal),89,94
373,4,6:15.0,S. Hill makes 2-pt jump shot from 14 ft,,91,94
374,4,5:58.0,,G. Henderson misses 2-pt layup from 2 ft,91,94
375,4,5:57.0,Defensive rebound by L. Scola,,91,94
376,4,5:41.0,Turnover by G. Hill (bad pass; steal by B. Roberts),,91,94
377,4,5:37.0,,B. Roberts makes 2-pt layup from 2 ft (assist by G. Henderson),91,96
378,4,5:37.0,Indiana full timeout,,91,96
379,4,5:37.0,D. West enters the game for L. Scola,,91,96
380,4,5:21.0,C. Watson misses 3-pt jump shot from 23 ft,,91,96
381,4,5:20.0,Offensive rebound by R. Hibbert,,91,96
382,4,5:08.0,S. Hill misses 2-pt jump shot from 16 ft,,91,96
383,4,5:07.0,Offensive rebound by Team,,91,96
384,4,5:07.0,,Loose ball foul by B. Roberts (drawn by C. Watson),91,96
385,4,5:07.0,C. Watson makes free throw 1 of 2,,92,96
386,4,5:07.0,C. Watson makes free throw 2 of 2,,93,96
387,4,4:44.0,,A. Jefferson misses 2-pt hook shot from 6 ft,93,96
