,QUARTER,TIME_REMAINING,UTAH_ACTION,MEMPHIS_ACTION,UTAH_SCORE,MEMPHIS_SCORE
100,2,9:54.0,Shooting foul by J. Leuer (drawn by A. Burks),,24,27
101,2,9:54.0,A. Burks makes free throw 1 of 2,,25,27
102,2,9:54.0,A. Burks makes free throw 2 of 2,,26,27
103,2,9:38.0,,J. Adams makes 2-pt jump shot from 10 ft,26,29
104,2,9:19.0,Personal foul by V. Carter (drawn by R. Hood),,26,29
105,2,9:11.0,A. Burks misses 2-pt jump shot from 9 ft,,26,29
106,2,9:10.0,Offensive rebound by R. Gobert,,26,29
107,2,9:10.0,R. Gobert misses 2-pt tip-in from 1 ft,,26,29
108,2,9:09.0,Offensive rebound by R. Gobert,,26,29
109,2,9:09.0,R. Gobert misses 2-pt tip-in from 1 ft,,26,29
110,2,9:08.0,Offensive rebound by E. Freedom,,26,29
111,2,9:08.0,E. Freedom makes 2-pt layup at rim,,28,29
112,2,8:42.0,,J. Leuer misses 2-pt jump shot from 9 ft,28,29
113,2,8:41.0,Defensive rebound by R. Gobert,,28,29
114,2,8:28.0,D. Exum misses 3-pt jump shot from 25 ft,,28,29
115,2,8:27.0,,Defensive rebound by K. Koufos,28,29
116,2,8:16.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by B. Udrih),28,32
117,2,7:56.0,Personal foul by J. Adams (drawn by R. Hood),,28,32
118,2,7:56.0,Utah full timeout,,28,32
119,2,7:56.0,J. Ingles enters the game for R. Hood,,28,32
120,2,7:56.0,,M. Conley enters the game for B. Udrih,28,32
121,2,7:46.0,Shooting foul by J. Adams (drawn by A. Burks),,28,32
122,2,7:46.0,A. Burks makes free throw 1 of 2,,29,32
123,2,7:46.0,A. Burks misses free throw 2 of 2,,29,32
124,2,7:44.0,Offensive rebound by R. Gobert,,29,32
125,2,7:42.0,R. Gobert misses 2-pt tip-in from 1 ft,,29,32
126,2,7:41.0,Offensive rebound by R. Gobert,,29,32
127,2,7:40.0,R. Gobert misses 2-pt tip-in at rim,,29,32
128,2,7:38.0,,Defensive rebound by J. Leuer,29,32
129,2,7:24.0,,M. Conley misses 2-pt jump shot from 17 ft,29,32
130,2,7:23.0,Defensive rebound by R. Gobert,,29,32
131,2,7:06.0,,Violation by V. Carter (kicked ball),29,32
132,2,7:06.0,,T. Prince enters the game for V. Carter,29,32
133,2,6:53.0,J. Ingles makes 2-pt jump shot from 12 ft,,31,32
134,2,6:39.0,,J. Leuer makes 2-pt jump shot from 19 ft (assist by M. Conley),31,34
135,2,6:36.0,Utah full timeout,,31,34
136,2,6:36.0,,C. Lee enters the game for J. Adams,31,34
137,2,6:36.0,T. Burke enters the game for D. Exum,,31,34
138,2,6:19.0,A. Burks misses 2-pt jump shot from 22 ft,,31,34
139,2,6:16.0,,Defensive rebound by K. Koufos,31,34
140,2,5:54.0,,J. Leuer misses 3-pt jump shot from 23 ft,31,34
141,2,5:53.0,Defensive rebound by R. Gobert,,31,34
142,2,5:40.0,T. Burke makes 3-pt jump shot from 25 ft (assist by A. Burks),,34,34
143,2,5:21.0,,J. Leuer misses 2-pt layup from 1 ft (block by R. Gobert),34,34
144,2,5:20.0,Defensive rebound by E. Freedom,,34,34
145,2,5:14.0,Turnover by T. Burke (bad pass),,34,34
146,2,5:14.0,,Memphis full timeout,34,34
147,2,5:14.0,,M. Gasol enters the game for J. Leuer,34,34
148,2,5:14.0,G. Hayward enters the game for A. Burks,,34,34
149,2,5:14.0,D. Favors enters the game for R. Gobert,,34,34
150,2,5:02.0,,Shooting foul by E. Freedom (drawn by M. Gasol),34,34
151,2,5:02.0,,M. Gasol makes free throw 1 of 2,34,35
152,2,5:02.0,,M. Gasol makes free throw 2 of 2,34,36
153,2,4:39.0,Turnover by D. Favors (traveling),,34,36
154,2,4:39.0,R. Gobert enters the game for E. Freedom,,34,36
155,2,4:21.0,,M. Gasol makes 2-pt jump shot from 12 ft (assist by C. Lee),34,38
156,2,4:01.0,D. Favors misses 2-pt layup from 1 ft,,34,38
157,2,3:58.0,Offensive rebound by D. Favors,,34,38
158,2,3:56.0,D. Favors makes 2-pt layup at rim,,36,38
159,2,3:49.0,,Personal foul by J. Ingles (drawn by M. Conley),36,38
160,2,3:45.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by M. Gasol),36,41
161,2,3:26.0,Turnover by D. Favors (bad pass; steal by K. Koufos),,36,41
162,2,3:14.0,,K. Koufos makes 2-pt hook shot from 4 ft (assist by M. Gasol),36,43
163,2,3:12.0,Utah full timeout,,36,43
164,2,3:12.0,A. Burks enters the game for J. Ingles,,36,43
165,2,2:50.0,T. Burke misses 3-pt jump shot from 23 ft,,36,43
166,2,2:49.0,Offensive rebound by Team,,36,43
167,2,2:40.0,Shooting foul by K. Koufos (drawn by G. Hayward),,36,43
168,2,2:40.0,G. Hayward misses free throw 1 of 2,,36,43
169,2,2:40.0,Offensive rebound by Team,,36,43
170,2,2:40.0,G. Hayward makes free throw 2 of 2,,37,43
171,2,2:26.0,,Personal foul by D. Favors (drawn by M. Gasol),37,43
172,2,2:26.0,,J. Leuer enters the game for K. Koufos,37,43
173,2,2:21.0,,M. Conley misses 2-pt jump shot from 20 ft,37,43
174,2,2:18.0,Defensive rebound by R. Gobert,,37,43
175,2,2:04.0,A. Burks misses 3-pt jump shot from 25 ft,,37,43
176,2,2:02.0,,Defensive rebound by M. Conley,37,43
177,2,1:50.0,,C. Lee misses 3-pt jump shot from 23 ft,37,43
178,2,1:49.0,Defensive rebound by R. Gobert,,37,43
179,2,1:34.0,A. Burks makes 3-pt jump shot from 26 ft (assist by G. Hayward),,40,43
180,2,1:10.0,,Memphis full timeout,40,43
181,2,1:07.0,,M. Gasol misses 2-pt jump shot from 20 ft,40,43
182,2,1:06.0,Defensive rebound by T. Burke,,40,43
183,2,0:55.0,G. Hayward misses 2-pt jump shot from 10 ft (block by T. Prince),,40,43
184,2,0:53.0,,Defensive rebound by M. Gasol,40,43
185,2,0:53.0,,Personal foul by R. Gobert (drawn by T. Prince),40,43
186,2,0:41.0,,Turnover by M. Gasol (lost ball),40,43
187,2,0:37.0,D. Favors misses 2-pt jump shot from 14 ft,,40,43
188,2,0:35.0,Offensive rebound by T. Burke,,40,43
189,2,0:33.0,A. Burks makes 2-pt dunk at rim (assist by T. Burke),,42,43
190,2,0:21.0,,M. Gasol misses 2-pt layup from 2 ft (block by R. Gobert),42,43
191,2,0:20.0,Defensive rebound by D. Favors,,42,43
192,2,0:01.0,G. Hayward makes 2-pt jump shot from 9 ft,,44,43
193,2,0:01.0,,M. Conley misses 3-pt jump shot from 49 ft,44,43
194,2,0:00.0,,Offensive rebound by Team,44,43
195,3,11:46.0,,M. Conley makes 2-pt jump shot from 8 ft,44,45
196,3,11:26.0,Shooting foul by M. Gasol (drawn by D. Favors),,44,45
197,3,11:26.0,D. Favors makes free throw 1 of 2,,45,45
198,3,11:26.0,D. Favors makes free throw 2 of 2,,46,45
199,3,11:22.0,,Personal foul by G. Hayward (drawn by T. Prince),46,45
200,3,11:13.0,,C. Lee makes 2-pt jump shot from 17 ft (assist by K. Koufos),46,47
201,3,10:52.0,A. Burks misses 3-pt jump shot from 26 ft,,46,47
202,3,10:52.0,,Defensive rebound by M. Gasol,46,47
203,3,10:43.0,,M. Conley makes 2-pt layup at rim,46,49
204,3,10:29.0,T. Burke makes 2-pt jump shot from 21 ft,,48,49
205,3,10:02.0,,C. Lee makes 2-pt jump shot from 20 ft,48,51
206,3,9:40.0,E. Freedom makes 2-pt dunk at rim (assist by T. Burke),,50,51
207,3,9:25.0,,Shooting foul by G. Hayward (drawn by K. Koufos),50,51
208,3,9:25.0,,K. Koufos makes free throw 1 of 2,50,52
209,3,9:25.0,,K. Koufos misses free throw 2 of 2,50,52
210,3,9:25.0,Defensive rebound by E. Freedom,,50,52
211,3,9:03.0,D. Favors makes 2-pt dunk at rim (assist by A. Burks),,52,52
212,3,8:45.0,,C. Lee misses 3-pt jump shot from 27 ft,52,52
213,3,8:44.0,Defensive rebound by G. Hayward,,52,52
214,3,8:33.0,E. Freedom misses 2-pt jump shot from 18 ft,,52,52
215,3,8:31.0,,Defensive rebound by M. Gasol,52,52
216,3,8:22.0,,C. Lee misses 2-pt jump shot from 6 ft,52,52
217,3,8:19.0,Defensive rebound by T. Burke,,52,52
218,3,8:13.0,G. Hayward makes 2-pt dunk at rim (assist by T. Burke),,54,52
219,3,7:52.0,,T. Prince misses 3-pt jump shot from 23 ft,54,52
220,3,7:51.0,Defensive rebound by A. Burks,,54,52
221,3,7:36.0,T. Burke misses 2-pt jump shot from 8 ft,,54,52
222,3,7:34.0,,Defensive rebound by M. Gasol,54,52
223,3,7:30.0,,M. Conley makes 2-pt layup from 1 ft,54,54
224,3,7:04.0,D. Favors makes 2-pt layup at rim (assist by A. Burks),,56,54
225,3,6:39.0,,M. Conley makes 3-pt jump shot from 26 ft (assist by C. Lee),56,57
226,3,6:19.0,T. Burke misses 3-pt jump shot from 26 ft,,56,57
227,3,6:18.0,,Defensive rebound by M. Gasol,56,57
228,3,6:09.0,,M. Gasol misses 2-pt jump shot from 14 ft,56,57
229,3,6:07.0,Defensive rebound by D. Favors,,56,57
230,3,5:55.0,G. Hayward makes 2-pt jump shot from 16 ft,,58,57
231,3,5:44.0,,Memphis full timeout,58,57
232,3,5:44.0,R. Hood enters the game for D. Favors,,58,57
233,3,5:44.0,D. Exum enters the game for A. Burks,,58,57
234,3,5:44.0,R. Gobert enters the game for T. Burke,,58,57
235,3,5:44.0,,J. Leuer enters the game for K. Koufos,58,57
236,3,5:32.0,,M. Gasol misses 2-pt jump shot from 6 ft,58,57
237,3,5:30.0,Defensive rebound by E. Freedom,,58,57
238,3,5:10.0,E. Freedom misses 2-pt jump shot from 18 ft,,58,57
239,3,5:07.0,,Defensive rebound by T. Prince,58,57
240,3,4:57.0,,Turnover by M. Gasol (palming),58,57
241,3,4:42.0,E. Freedom makes 3-pt jump shot from 23 ft (assist by G. Hayward),,61,57
242,3,4:28.0,,J. Leuer misses 2-pt jump shot from 18 ft,61,57
243,3,4:27.0,Defensive rebound by D. Exum,,61,57
244,3,4:20.0,R. Hood makes 2-pt jump shot from 6 ft (assist by G. Hayward),,63,57
245,3,3:55.0,,M. Conley makes 2-pt jump shot from 17 ft,63,59
246,3,3:39.0,E. Freedom makes 2-pt jump shot from 19 ft (assist by D. Exum),,65,59
247,3,3:18.0,,M. Gasol makes 2-pt dunk at rim (assist by J. Leuer),65,61
248,3,2:57.0,Turnover by E. Freedom (bad pass),,65,61
249,3,2:57.0,Utah full timeout,,65,61
250,3,2:57.0,,V. Carter enters the game for T. Prince,65,61
251,3,2:44.0,,J. Leuer misses 2-pt jump shot from 11 ft,65,61
252,3,2:43.0,Defensive rebound by E. Freedom,,65,61
253,3,2:30.0,Turnover by R. Gobert (bad pass; steal by C. Lee),,65,61
254,3,2:26.0,,C. Lee makes 2-pt layup from 1 ft,65,63
255,3,2:26.0,,Shooting foul by D. Exum (drawn by C. Lee),65,63
256,3,2:26.0,,C. Lee makes free throw 1 of 1,65,64
257,3,2:09.0,G. Hayward makes 2-pt jump shot from 9 ft,,67,64
258,3,1:51.0,,Personal foul by R. Gobert (drawn by M. Gasol),67,64
259,3,1:36.0,,M. Gasol makes 2-pt jump shot from 20 ft (assist by M. Conley),67,66
260,3,1:09.0,R. Hood misses 2-pt jump shot from 21 ft,,67,66
261,3,1:07.0,,Defensive rebound by M. Conley,67,66
262,3,1:00.0,,M. Conley makes 2-pt jump shot from 11 ft,67,68
263,3,0:42.0,Turnover by G. Hayward (bad pass),,67,68
264,3,0:33.0,,M. Conley misses 2-pt jump shot from 21 ft,67,68
265,3,0:32.0,Defensive rebound by R. Gobert,,67,68
266,3,0:12.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by R. Hood),,70,68
267,3,0:03.0,,M. Gasol misses 2-pt dunk at rim (block by E. Freedom),70,68
268,3,0:01.0,Defensive rebound by R. Hood,,70,68
269,3,0:01.0,R. Hood misses 3-pt jump shot from 41 ft,,70,68
270,3,0:00.0,Offensive rebound by Team,,70,68
271,4,11:45.0,R. Hood misses 2-pt jump shot from 9 ft,,70,68
272,4,11:43.0,,Defensive rebound by M. Gasol,70,68
273,4,11:29.0,,M. Gasol misses 2-pt hook shot from 8 ft,70,68
274,4,11:27.0,Defensive rebound by R. Gobert,,70,68
275,4,11:20.0,Shooting foul by M. Gasol (drawn by R. Hood),,70,68
276,4,11:20.0,R. Hood makes free throw 1 of 2,,71,68
277,4,11:20.0,R. Hood misses free throw 2 of 2,,71,68
278,4,11:18.0,,Defensive rebound by J. Leuer,71,68
279,4,10:58.0,,B. Udrih misses 2-pt jump shot from 14 ft,71,68
280,4,10:57.0,,Offensive rebound by B. Udrih,71,68
281,4,10:54.0,,M. Gasol misses 2-pt jump shot from 16 ft,71,68
282,4,10:53.0,Defensive rebound by D. Exum,,71,68
283,4,10:37.0,Turnover by A. Burks (bad pass; steal by C. Lee),,71,68
284,4,10:25.0,,Shooting foul by R. Hood (drawn by V. Carter),71,68
285,4,10:25.0,,V. Carter makes free throw 1 of 2,71,69
286,4,10:25.0,,K. Koufos enters the game for M. Gasol,71,69
287,4,10:25.0,,V. Carter makes free throw 2 of 2,71,70
288,4,10:09.0,A. Burks misses 2-pt jump shot from 11 ft,,71,70
289,4,10:07.0,,Defensive rebound by J. Leuer,71,70
290,4,9:47.0,,V. Carter misses 2-pt layup at rim,71,70
291,4,9:44.0,Defensive rebound by A. Burks,,71,70
292,4,9:39.0,R. Gobert makes 2-pt dunk at rim (assist by A. Burks),,73,70
293,4,9:23.0,,Personal foul by A. Burks (drawn by K. Koufos),73,70
294,4,9:23.0,,J. Adams enters the game for C. Lee,73,70
295,4,9:10.0,,V. Carter makes 3-pt jump shot from 23 ft (assist by B. Udrih),73,73
296,4,8:52.0,A. Burks makes 2-pt jump shot from 16 ft (assist by D. Exum),,75,73
297,4,8:32.0,,B. Udrih misses 3-pt jump shot from 24 ft,75,73
298,4,8:32.0,Defensive rebound by R. Gobert,,75,73
299,4,8:22.0,R. Hood misses 3-pt jump shot from 26 ft,,75,73
300,4,8:20.0,,Defensive rebound by J. Leuer,75,73
301,4,8:16.0,,Personal foul by R. Hood (drawn by V. Carter),75,73
302,4,8:16.0,,Memphis full timeout,75,73
303,4,8:04.0,,V. Carter misses 3-pt jump shot from 25 ft,75,73
304,4,8:02.0,Defensive rebound by R. Gobert,,75,73
305,4,7:40.0,A. Burks misses 2-pt jump shot from 5 ft (block by J. Adams),,75,73
306,4,7:38.0,,Defensive rebound by J. Adams,75,73
307,4,7:30.0,,V. Carter makes 2-pt dunk at rim,75,75
308,4,7:12.0,A. Burks misses 2-pt layup from 2 ft,,75,75
309,4,7:09.0,,Defensive rebound by B. Udrih,75,75
310,4,7:04.0,,Offensive foul by K. Koufos (drawn by D. Exum),75,75
311,4,7:04.0,,Turnover by K. Koufos (offensive foul),75,75
312,4,7:04.0,T. Burke enters the game for D. Exum,,75,75
313,4,7:04.0,G. Hayward enters the game for A. Burks,,75,75
314,4,6:42.0,D. Favors misses 2-pt jump shot from 10 ft,,75,75
315,4,6:40.0,Offensive rebound by R. Gobert,,75,75
316,4,6:39.0,Turnover by Team (shot clock),,75,75
317,4,6:28.0,,Personal foul by R. Hood (drawn by K. Koufos),75,75
318,4,6:28.0,E. Freedom enters the game for R. Gobert,,75,75
319,4,6:20.0,,J. Leuer misses 2-pt jump shot from 15 ft,75,75
320,4,6:18.0,Defensive rebound by G. Hayward,,75,75
321,4,6:00.0,R. Hood misses 3-pt jump shot from 23 ft,,75,75
322,4,5:59.0,,Defensive rebound by J. Leuer,75,75
323,4,5:42.0,,Memphis full timeout,75,75
324,4,5:42.0,,M. Gasol enters the game for K. Koufos,75,75
325,4,5:42.0,,C. Lee enters the game for B. Udrih,75,75
326,4,5:42.0,,M. Conley enters the game for J. Adams,75,75
327,4,5:42.0,Violation by Team (jump ball),,75,75
328,4,5:39.0,A. Burks enters the game for R. Hood,,75,75
329,4,5:31.0,,M. Gasol makes 2-pt jump shot from 8 ft (assist by M. Conley),75,77
330,4,5:13.0,A. Burks makes 3-pt jump shot from 23 ft (assist by G. Hayward),,78,77
331,4,4:58.0,,M. Conley misses 2-pt layup at rim (block by D. Favors),78,77
332,4,4:58.0,,Offensive rebound by Team,78,77
333,4,4:53.0,,C. Lee makes 2-pt jump shot from 10 ft,78,79
334,4,4:32.0,A. Burks makes 2-pt jump shot from 17 ft,,80,79
335,4,4:15.0,,M. Conley misses 2-pt jump shot from 11 ft,80,79
336,4,4:12.0,Defensive rebound by D. Favors,,80,79
337,4,4:09.0,Personal foul by M. Conley (drawn by D. Favors),,80,79
338,4,4:09.0,D. Favors makes free throw 1 of 2,,81,79
339,4,4:09.0,,K. Koufos enters the game for J. Leuer,81,79
340,4,4:09.0,D. Favors makes free throw 2 of 2,,82,79
341,4,3:53.0,,M. Gasol misses 2-pt jump shot from 19 ft,82,79
342,4,3:52.0,Defensive rebound by E. Freedom,,82,79
343,4,3:32.0,D. Favors makes 2-pt layup at rim (assist by T. Burke),,84,79
344,4,3:18.0,,M. Conley misses 2-pt layup at rim,84,79
345,4,3:15.0,Defensive rebound by A. Burks,,84,79
346,4,3:13.0,Turnover by G. Hayward (traveling),,84,79
347,4,3:13.0,,B. Udrih enters the game for V. Carter,84,79
348,4,2:57.0,,M. Conley makes 2-pt layup at rim (assist by M. Gasol),84,81
349,4,2:51.0,Utah full timeout,,84,81
350,4,2:40.0,G. Hayward misses 2-pt jump shot from 4 ft,,84,81
351,4,2:39.0,,Defensive rebound by M. Conley,84,81
352,4,2:34.0,,M. Conley misses 2-pt layup from 1 ft (block by G. Hayward),84,81
353,4,2:32.0,Defensive rebound by E. Freedom,,84,81
354,4,2:17.0,Turnover by E. Freedom (traveling),,84,81
355,4,2:03.0,Violation by D. Favors (kicked ball),,84,81
356,4,1:50.0,,C. Lee misses 3-pt jump shot from 24 ft,84,81
357,4,1:49.0,Defensive rebound by E. Freedom,,84,81
358,4,1:34.0,T. Burke makes 2-pt jump shot from 3 ft,,86,81
359,4,1:34.0,Shooting foul by B. Udrih (drawn by T. Burke),,86,81
360,4,1:34.0,R. Gobert enters the game for E. Freedom,,86,81
361,4,1:34.0,T. Burke makes free throw 1 of 1,,87,81
362,4,1:20.0,,M. Conley makes 3-pt jump shot from 26 ft (assist by M. Gasol),87,84
363,4,1:04.0,A. Burks makes 2-pt jump shot from 21 ft,,89,84
364,4,0:51.0,,C. Lee misses 3-pt jump shot from 25 ft,89,84
365,4,0:50.0,Defensive rebound by D. Favors,,89,84
366,4,0:40.0,Personal take foul by C. Lee (drawn by G. Hayward),,89,84
367,4,0:40.0,G. Hayward makes free throw 1 of 2,,90,84
368,4,0:40.0,G. Hayward makes free throw 2 of 2,,91,84
369,4,0:40.0,,Memphis full timeout,91,84
370,4,0:40.0,,V. Carter enters the game for K. Koufos,91,84
371,4,0:40.0,R. Hood enters the game for R. Gobert,,91,84
372,4,0:35.0,,Shooting foul by D. Favors (drawn by M. Gasol),91,84
373,4,0:35.0,,M. Gasol makes free throw 1 of 2,91,85
374,4,0:35.0,R. Gobert enters the game for R. Hood,,91,85
375,4,0:35.0,,M. Gasol makes free throw 2 of 2,91,86
376,4,0:35.0,Utah full timeout,,91,86
377,4,0:35.0,R. Hood enters the game for R. Gobert,,91,86
378,4,0:32.0,Personal take foul by V. Carter (drawn by R. Hood),,91,86
379,4,0:32.0,R. Hood misses free throw 1 of 2,,91,86
380,4,0:32.0,Offensive rebound by Team,,91,86
381,4,0:32.0,R. Hood makes free throw 2 of 2,,92,86
382,4,0:22.0,,C. Lee misses 3-pt jump shot from 26 ft,92,86
383,4,0:21.0,Defensive rebound by G. Hayward,,92,86
384,4,0:20.0,Personal take foul by V. Carter (drawn by G. Hayward),,92,86
385,4,0:20.0,G. Hayward misses free throw 1 of 2,,92,86
386,4,0:20.0,Offensive rebound by Team,,92,86
387,4,0:20.0,G. Hayward makes free throw 2 of 2,,93,86
388,4,0:20.0,,Memphis full timeout,93,86
389,4,0:14.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by M. Gasol),93,89
390,4,0:14.0,Personal take foul by C. Lee (drawn by A. Burks),,93,89
391,4,0:14.0,A. Burks makes free throw 1 of 2,,94,89
392,4,0:14.0,A. Burks makes free throw 2 of 2,,95,89
393,4,0:14.0,,Memphis full timeout,95,89
394,4,0:09.0,,M. Conley misses 3-pt jump shot from 28 ft,95,89
395,4,0:08.0,,Offensive rebound by M. Gasol,95,89
