,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,INDIANA_ACTION,CHARLOTTE_SCORE,INDIANA_SCORE
0,1,11:44.0,,C. Miles makes 2-pt jump shot from 17 ft (assist by G. Hill),0,2
1,1,11:19.0,A. Jefferson misses 2-pt jump shot from 8 ft (block by C. Miles),,0,2
2,1,11:18.0,,Defensive rebound by C. Miles,0,2
3,1,11:12.0,,R. Hibbert makes 2-pt hook shot from 3 ft (assist by D. West),0,4
4,1,10:58.0,M. Williams misses 2-pt jump shot from 19 ft,,0,4
5,1,10:57.0,,Defensive rebound by S. Hill,0,4
6,1,10:42.0,,D. West misses 2-pt layup at rim,0,4
7,1,10:41.0,,Offensive rebound by D. West,0,4
8,1,10:41.0,,D. West misses 2-pt tip-in at rim,0,4
9,1,10:40.0,Defensive rebound by M. Williams,,0,4
10,1,10:32.0,K. Walker misses 2-pt jump shot from 11 ft,,0,4
11,1,10:31.0,,Defensive rebound by D. West,0,4
12,1,10:24.0,,G. Hill misses 2-pt jump shot from 6 ft,0,4
13,1,10:23.0,Defensive rebound by J. Taylor,,0,4
14,1,10:16.0,Shooting foul by D. West (drawn by M. Williams),,0,4
15,1,10:16.0,M. Williams makes free throw 1 of 2,,1,4
16,1,10:16.0,M. Williams makes free throw 2 of 2,,2,4
17,1,10:02.0,,R. Hibbert misses 2-pt jump shot from 11 ft,2,4
18,1,10:01.0,Defensive rebound by A. Jefferson,,2,4
19,1,9:42.0,A. Jefferson makes 2-pt jump shot from 11 ft (assist by M. Williams),,4,4
20,1,9:21.0,,C. Miles makes 2-pt layup from 1 ft (assist by G. Hill),4,6
21,1,9:06.0,G. Henderson makes 2-pt jump shot from 21 ft (assist by J. Taylor),,6,6
22,1,8:47.0,,Turnover by G. Hill (bad pass; steal by M. Williams),6,6
23,1,8:44.0,M. Williams makes 2-pt layup at rim,,8,6
24,1,8:44.0,Shooting foul by C. Miles (drawn by M. Williams),,8,6
25,1,8:44.0,M. Williams makes free throw 1 of 1,,9,6
26,1,8:31.0,,S. Hill misses 2-pt layup from 1 ft (block by G. Henderson),9,6
27,1,8:29.0,Defensive rebound by M. Williams,,9,6
28,1,8:20.0,Turnover by K. Walker (lost ball; steal by G. Hill),,9,6
29,1,8:09.0,,G. Hill makes 2-pt layup at rim (assist by D. West),9,8
30,1,7:42.0,A. Jefferson misses 2-pt jump shot from 6 ft,,9,8
31,1,7:41.0,,Defensive rebound by G. Hill,9,8
32,1,7:28.0,,G. Hill misses 3-pt jump shot from 27 ft,9,8
33,1,7:27.0,Defensive rebound by G. Henderson,,9,8
34,1,7:18.0,K. Walker misses 3-pt jump shot from 25 ft,,9,8
35,1,7:17.0,,Defensive rebound by R. Hibbert,9,8
36,1,7:08.0,,R. Hibbert misses 2-pt jump shot from 18 ft,9,8
37,1,7:07.0,Defensive rebound by G. Henderson,,9,8
38,1,7:02.0,Personal foul by S. Hill (drawn by G. Henderson),,9,8
39,1,6:59.0,G. Henderson makes 3-pt jump shot from 25 ft (assist by M. Williams),,12,8
40,1,6:51.0,,Indiana full timeout,12,8
41,1,6:40.0,,Turnover by D. West (lost ball; steal by A. Jefferson),12,8
42,1,6:21.0,A. Jefferson misses 2-pt layup at rim,,12,8
43,1,6:20.0,,Defensive rebound by R. Hibbert,12,8
44,1,6:13.0,,C. Miles misses 3-pt jump shot from 26 ft,12,8
45,1,6:12.0,Defensive rebound by M. Williams,,12,8
46,1,5:59.0,A. Jefferson makes 2-pt jump shot from 11 ft (assist by K. Walker),,14,8
47,1,5:45.0,,D. West makes 2-pt jump shot from 20 ft (assist by G. Hill),14,10
48,1,5:22.0,G. Henderson misses 2-pt jump shot from 20 ft,,14,10
49,1,5:21.0,,Defensive rebound by C. Miles,14,10
50,1,5:04.0,,C. Miles misses 2-pt jump shot from 15 ft,14,10
51,1,5:02.0,,Offensive rebound by Team,14,10
52,1,5:02.0,,R. Stuckey enters the game for S. Hill,14,10
53,1,4:46.0,,R. Hibbert makes 2-pt layup at rim,14,12
54,1,4:46.0,,Shooting foul by A. Jefferson (drawn by R. Hibbert),14,12
55,1,4:46.0,,R. Hibbert misses free throw 1 of 1,14,12
56,1,4:46.0,Defensive rebound by M. Williams,,14,12
57,1,4:29.0,G. Henderson misses 2-pt jump shot from 19 ft,,14,12
58,1,4:29.0,,Defensive rebound by R. Hibbert,14,12
59,1,4:15.0,,R. Hibbert misses 2-pt jump shot from 7 ft,14,12
60,1,4:14.0,,Offensive rebound by D. West,14,12
61,1,4:08.0,,R. Stuckey makes 2-pt layup from 3 ft (assist by G. Hill),14,14
62,1,4:00.0,Charlotte full timeout,,14,14
63,1,4:00.0,B. Biyombo enters the game for A. Jefferson,,14,14
64,1,4:00.0,M. Williams enters the game for G. Henderson,,14,14
65,1,4:00.0,,I. Mahinmi enters the game for D. West,14,14
66,1,4:00.0,,L. Scola enters the game for R. Hibbert,14,14
67,1,3:53.0,M. Williams makes 2-pt jump shot from 22 ft (assist by K. Walker),,16,14
68,1,3:29.0,,G. Hill misses 2-pt jump shot from 21 ft,16,14
69,1,3:28.0,Defensive rebound by B. Biyombo,,16,14
70,1,3:11.0,M. Williams makes 3-pt jump shot from 22 ft (assist by K. Walker),,19,14
71,1,2:53.0,,G. Hill misses 2-pt jump shot from 14 ft,19,14
72,1,2:52.0,Defensive rebound by Team,,19,14
73,1,2:52.0,,Loose ball foul by L. Scola (drawn by B. Biyombo),19,14
74,1,2:52.0,P. Hairston enters the game for K. Walker,,19,14
75,1,2:41.0,M. Williams makes 2-pt jump shot from 9 ft,,21,14
76,1,2:32.0,,Personal foul by P. Hairston (drawn by C. Miles),21,14
77,1,2:23.0,,C. Miles makes 2-pt jump shot from 20 ft (assist by G. Hill),21,16
78,1,2:08.0,M. Williams makes 2-pt jump shot from 18 ft,,23,16
79,1,1:48.0,,Turnover by R. Stuckey (lost ball; steal by M. Williams),23,16
80,1,1:43.0,M. Williams makes 2-pt jump shot from 15 ft,,25,16
81,1,1:43.0,,Indiana full timeout,25,16
82,1,1:43.0,,C. Watson enters the game for G. Hill,25,16
83,1,1:43.0,J. Maxiell enters the game for M. Williams,,25,16
84,1,1:33.0,,C. Miles makes 3-pt jump shot from 27 ft (assist by L. Scola),25,19
85,1,1:16.0,M. Williams misses 2-pt jump shot from 18 ft,,25,19
86,1,1:14.0,,Defensive rebound by R. Stuckey,25,19
87,1,1:10.0,Offensive charge foul by R. Stuckey (drawn by P. Hairston),,25,19
88,1,1:10.0,,Turnover by R. Stuckey (offensive foul),25,19
89,1,1:01.0,Turnover by M. Williams (lost ball),,25,19
90,1,0:46.0,,Turnover by C. Miles (lost ball; steal by J. Taylor),25,19
91,1,0:43.0,Charlotte full timeout,,25,19
92,1,0:43.0,,D. Rudež enters the game for C. Miles,25,19
93,1,0:30.0,P. Hairston misses 3-pt jump shot from 27 ft,,25,19
94,1,0:29.0,,Defensive rebound by D. Rudež,25,19
95,1,0:16.0,,C. Watson makes 3-pt jump shot from 26 ft,25,22
96,1,0:04.0,M. Williams misses 2-pt jump shot from 17 ft,,25,22
97,1,0:03.0,,Defensive rebound by I. Mahinmi,25,22
98,2,11:37.0,M. Williams misses 2-pt jump shot from 16 ft,,25,22
99,2,11:36.0,Offensive rebound by B. Biyombo,,25,22
100,2,11:35.0,Shooting foul by I. Mahinmi (drawn by B. Biyombo),,25,22
101,2,11:35.0,B. Biyombo misses free throw 1 of 2,,25,22
102,2,11:35.0,Offensive rebound by Team,,25,22
103,2,11:35.0,B. Biyombo makes free throw 2 of 2,,26,22
104,2,11:14.0,,Shooting foul by J. Maxiell (drawn by L. Scola),26,22
105,2,11:14.0,,L. Scola misses free throw 1 of 2,26,22
106,2,11:14.0,,Offensive rebound by Team,26,22
107,2,11:14.0,,L. Scola makes free throw 2 of 2,26,23
108,2,10:53.0,G. Henderson makes 2-pt jump shot from 16 ft (assist by J. Maxiell),,28,23
109,2,10:38.0,,Shooting block foul by J. Maxiell (drawn by L. Scola),28,23
110,2,10:38.0,,L. Scola makes free throw 1 of 2,28,24
111,2,10:38.0,,L. Scola makes free throw 2 of 2,28,25
