,QUARTER,TIME_REMAINING,UTAH_ACTION,CLEVELAND_ACTION,UTAH_SCORE,CLEVELAND_SCORE
152,2,7:07.0,R. Gobert makes 2-pt layup at rim,,25,40
153,2,6:59.0,,Shooting foul by T. Burke (drawn by L. James),25,40
154,2,6:59.0,,L. James misses free throw 1 of 2,25,40
155,2,6:59.0,,Offensive rebound by Team,25,40
156,2,6:59.0,D. Exum enters the game for T. Burke,,25,40
157,2,6:59.0,,L. James misses free throw 2 of 2,25,40
158,2,6:59.0,Defensive rebound by R. Gobert,,25,40
159,2,6:41.0,E. Freedom makes 2-pt jump shot from 16 ft (assist by E. Williams),,27,40
160,2,6:22.0,,T. Mozgov misses 2-pt hook shot from 5 ft (block by R. Gobert),27,40
161,2,6:19.0,,Offensive rebound by K. Love,27,40
162,2,6:17.0,,K. Love misses 2-pt jump shot from 11 ft,27,40
163,2,6:17.0,,Offensive rebound by T. Mozgov,27,40
164,2,6:17.0,,Shooting foul by R. Gobert (drawn by T. Mozgov),27,40
165,2,6:17.0,,T. Mozgov misses free throw 1 of 2,27,40
166,2,6:17.0,,Offensive rebound by Team,27,40
167,2,6:17.0,,T. Mozgov misses free throw 2 of 2,27,40
168,2,6:16.0,Defensive rebound by E. Freedom,,27,40
169,2,5:52.0,D. Exum misses 3-pt jump shot from 27 ft,,27,40
170,2,5:51.0,Offensive rebound by E. Freedom,,27,40
171,2,5:48.0,E. Freedom makes 2-pt layup from 1 ft,,29,40
172,2,5:26.0,,T. Mozgov makes 2-pt layup at rim (assist by L. James),29,42
173,2,5:14.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by D. Exum),,32,42
174,2,4:56.0,,J. Smith misses 3-pt jump shot from 22 ft,32,42
175,2,4:55.0,Defensive rebound by E. Freedom,,32,42
176,2,4:33.0,J. Ingles misses 2-pt jump shot from 14 ft,,32,42
177,2,4:32.0,Offensive rebound by E. Freedom,,32,42
178,2,4:32.0,E. Freedom misses 2-pt tip-in at rim,,32,42
179,2,4:31.0,Offensive rebound by E. Freedom,,32,42
180,2,4:31.0,Shooting foul by K. Love (drawn by E. Freedom),,32,42
181,2,4:31.0,,Cleveland full timeout,32,42
182,2,4:31.0,G. Hayward enters the game for E. Williams,,32,42
183,2,4:31.0,E. Freedom misses free throw 1 of 2,,32,42
184,2,4:31.0,Offensive rebound by Team,,32,42
185,2,4:31.0,D. Favors enters the game for R. Gobert,,32,42
186,2,4:31.0,E. Freedom makes free throw 2 of 2,,33,42
187,2,4:15.0,,K. Irving makes 2-pt jump shot from 13 ft,33,44
188,2,4:00.0,D. Favors misses 2-pt jump shot from 14 ft,,33,44
189,2,3:58.0,,Defensive rebound by K. Irving,33,44
190,2,3:50.0,,K. Irving misses 2-pt jump shot from 12 ft,33,44
191,2,3:48.0,Defensive rebound by E. Freedom,,33,44
192,2,3:39.0,Turnover by D. Exum (bad pass; steal by K. Irving),,33,44
193,2,3:35.0,,L. James makes 2-pt dunk at rim (assist by K. Love),33,46
194,2,3:15.0,Shooting foul by T. Mozgov (drawn by E. Freedom),,33,46
195,2,3:15.0,E. Freedom makes free throw 1 of 2,,34,46
196,2,3:15.0,,T. Thompson enters the game for L. James,34,46
197,2,3:15.0,,S. Marion enters the game for K. Love,34,46
198,2,3:15.0,E. Freedom misses free throw 2 of 2,,34,46
199,2,3:13.0,,Defensive rebound by T. Thompson,34,46
200,2,2:48.0,,K. Irving misses 2-pt jump shot from 8 ft,34,46
201,2,2:47.0,,Offensive rebound by T. Mozgov,34,46
202,2,2:47.0,,T. Mozgov misses 2-pt tip-in at rim,34,46
203,2,2:46.0,,Offensive rebound by T. Mozgov,34,46
204,2,2:46.0,,T. Mozgov makes 2-pt tip-in at rim,34,48
205,2,2:14.0,E. Freedom misses 2-pt jump shot from 18 ft,,34,48
206,2,2:13.0,,Defensive rebound by J. Smith,34,48
207,2,2:07.0,,J. Smith makes 2-pt jump shot from 17 ft,34,50
208,2,1:56.0,G. Hayward misses 2-pt jump shot from 12 ft,,34,50
209,2,1:55.0,,Defensive rebound by K. Irving,34,50
210,2,1:52.0,,S. Marion makes 2-pt dunk at rim (assist by K. Irving),34,52
211,2,1:28.0,Shooting foul by T. Mozgov (drawn by G. Hayward),,34,52
212,2,1:28.0,Utah full timeout,,34,52
213,2,1:28.0,,L. James enters the game for T. Mozgov,34,52
214,2,1:28.0,R. Gobert enters the game for D. Favors,,34,52
215,2,1:28.0,E. Williams enters the game for D. Exum,,34,52
216,2,1:28.0,G. Hayward makes free throw 1 of 2,,35,52
217,2,1:28.0,G. Hayward makes free throw 2 of 2,,36,52
218,2,1:13.0,,L. James misses 2-pt jump shot from 19 ft,36,52
219,2,1:13.0,Defensive rebound by R. Gobert,,36,52
220,2,0:58.0,E. Freedom misses 2-pt layup from 1 ft,,36,52
221,2,0:55.0,Offensive rebound by Team,,36,52
222,2,0:54.0,E. Williams makes 3-pt jump shot from 24 ft (assist by R. Gobert),,39,52
223,2,0:37.0,,Shooting foul by R. Gobert (drawn by L. James),39,52
224,2,0:37.0,,L. James makes free throw 1 of 2,39,53
225,2,0:37.0,T. Booker enters the game for R. Gobert,,39,53
226,2,0:37.0,,L. James misses free throw 2 of 2,39,53
227,2,0:37.0,Defensive rebound by Team,,39,53
228,2,0:37.0,,Loose ball foul by T. Thompson (drawn by T. Booker),39,53
229,2,0:37.0,T. Booker misses free throw 1 of 2,,39,53
230,2,0:37.0,Offensive rebound by Team,,39,53
231,2,0:37.0,T. Booker makes free throw 2 of 2,,40,53
232,2,0:22.0,,L. James misses 3-pt jump shot from 25 ft,40,53
233,2,0:21.0,,Offensive rebound by T. Thompson,40,53
234,2,0:08.0,,K. Irving misses 2-pt jump shot from 4 ft,40,53
235,2,0:07.0,Defensive rebound by T. Booker,,40,53
236,2,0:03.0,,Offensive charge foul by T. Booker (drawn by K. Irving),40,53
237,2,0:03.0,Turnover by T. Booker (offensive foul),,40,53
238,2,0:03.0,,Cleveland full timeout,40,53
239,2,0:03.0,E. Millsap enters the game for J. Ingles,,40,53
240,2,0:03.0,,K. Love enters the game for T. Thompson,40,53
241,2,0:00.0,,J. Smith misses 3-pt jump shot from 29 ft,40,53
242,2,0:00.0,,Offensive rebound by Team,40,53
243,3,11:44.0,D. Favors misses 2-pt jump shot from 5 ft (block by K. Love),,40,53
244,3,11:44.0,Offensive rebound by Team,,40,53
245,3,11:42.0,T. Burke misses 2-pt jump shot from 13 ft,,40,53
246,3,11:41.0,,Defensive rebound by K. Love,40,53
247,3,11:23.0,,J. Smith misses 2-pt jump shot from 18 ft,40,53
248,3,11:22.0,Defensive rebound by T. Burke,,40,53
249,3,11:10.0,E. Freedom misses 2-pt jump shot from 3 ft,,40,53
250,3,11:09.0,Offensive rebound by E. Freedom,,40,53
251,3,11:07.0,E. Freedom misses 2-pt layup at rim (block by K. Love),,40,53
252,3,11:05.0,Offensive rebound by D. Favors,,40,53
253,3,10:59.0,T. Burke misses 2-pt jump shot from 18 ft,,40,53
254,3,10:58.0,,Defensive rebound by K. Love,40,53
255,3,10:49.0,,K. Love misses 3-pt jump shot from 24 ft,40,53
256,3,10:48.0,,Offensive rebound by L. James,40,53
257,3,10:44.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),40,56
258,3,10:25.0,D. Favors misses 2-pt jump shot from 8 ft,,40,56
259,3,10:24.0,,Defensive rebound by L. James,40,56
260,3,10:20.0,,Personal foul by J. Ingles (drawn by L. James),40,56
261,3,10:18.0,,Turnover by L. James (bad pass; steal by G. Hayward),40,56
262,3,10:06.0,E. Freedom makes 2-pt jump shot from 18 ft (assist by G. Hayward),,42,56
263,3,9:36.0,,J. Smith misses 3-pt jump shot from 30 ft,42,56
264,3,9:35.0,Defensive rebound by E. Freedom,,42,56
265,3,9:30.0,T. Burke misses 2-pt layup at rim,,42,56
266,3,9:29.0,,Defensive rebound by K. Love,42,56
267,3,9:27.0,,Personal foul by J. Ingles (drawn by T. Mozgov),42,56
268,3,9:16.0,,Turnover by K. Love (lost ball),42,56
269,3,8:56.0,T. Burke misses 3-pt jump shot from 23 ft,,42,56
270,3,8:55.0,,Defensive rebound by K. Love,42,56
271,3,8:44.0,,K. Love makes 2-pt jump shot from 19 ft (assist by K. Irving),42,58
272,3,8:22.0,D. Favors makes 2-pt jump shot from 4 ft (assist by T. Burke),,44,58
273,3,8:15.0,,T. Mozgov makes 2-pt dunk at rim (assist by K. Irving),44,60
274,3,8:02.0,G. Hayward misses 3-pt jump shot from 25 ft,,44,60
275,3,8:01.0,,Defensive rebound by K. Love,44,60
276,3,7:59.0,,L. James makes 2-pt dunk at rim (assist by K. Love),44,62
277,3,7:51.0,Utah full timeout,,44,62
278,3,7:39.0,E. Freedom misses 2-pt jump shot from 16 ft,,44,62
279,3,7:38.0,Offensive rebound by G. Hayward,,44,62
280,3,7:36.0,Turnover by G. Hayward (lost ball; steal by L. James),,44,62
281,3,7:21.0,,L. James misses 2-pt jump shot from 9 ft,44,62
282,3,7:19.0,,Offensive rebound by T. Mozgov,44,62
283,3,7:19.0,,T. Mozgov makes 2-pt tip-in at rim,44,64
284,3,6:59.0,Turnover by G. Hayward (bad pass; steal by J. Smith),,44,64
285,3,6:53.0,,J. Smith makes 2-pt layup at rim,44,66
286,3,6:27.0,Turnover by Team (shot clock),,44,66
287,3,6:11.0,,K. Love misses 3-pt jump shot from 25 ft,44,66
288,3,6:10.0,Defensive rebound by G. Hayward,,44,66
289,3,6:02.0,G. Hayward makes 2-pt layup from 1 ft (assist by J. Ingles),,46,66
290,3,5:48.0,,K. Irving misses 2-pt jump shot from 17 ft,46,66
291,3,5:46.0,,Offensive rebound by K. Love,46,66
292,3,5:46.0,,K. Love makes 2-pt tip-in at rim,46,68
293,3,5:33.0,R. Gobert enters the game for E. Freedom,,46,68
294,3,5:33.0,D. Exum enters the game for T. Burke,,46,68
295,3,5:33.0,,T. Thompson enters the game for T. Mozgov,46,68
296,3,5:21.0,Turnover by Team (shot clock),,46,68
297,3,4:58.0,,L. James makes 2-pt hook shot from 7 ft,46,70
298,3,4:45.0,G. Hayward misses 2-pt jump shot from 7 ft,,46,70
299,3,4:44.0,Offensive rebound by R. Gobert,,46,70
300,3,4:44.0,R. Gobert makes 2-pt tip-in at rim,,48,70
301,3,4:27.0,,K. Love makes 2-pt hook shot from 6 ft (assist by L. James),48,72
302,3,4:20.0,Turnover by D. Exum (lost ball; steal by K. Irving),,48,72
303,3,4:11.0,,J. Smith misses 3-pt jump shot from 22 ft,48,72
304,3,4:10.0,Defensive rebound by G. Hayward,,48,72
305,3,4:06.0,Turnover by G. Hayward (bad pass; steal by K. Irving),,48,72
306,3,4:00.0,,K. Love makes 2-pt dunk from 1 ft (assist by K. Irving),48,74
307,3,4:00.0,Utah full timeout,,48,74
308,3,4:00.0,,M. Dellavedova enters the game for K. Irving,48,74
309,3,4:00.0,E. Millsap enters the game for J. Ingles,,48,74
310,3,3:46.0,Personal foul by M. Dellavedova (drawn by D. Favors),,48,74
311,3,3:32.0,G. Hayward misses 2-pt jump shot from 17 ft,,48,74
312,3,3:29.0,,Defensive rebound by J. Smith,48,74
313,3,3:16.0,,Shooting foul by R. Gobert (drawn by L. James),48,74
314,3,3:16.0,,L. James makes free throw 1 of 2,48,75
315,3,3:16.0,,L. James makes free throw 2 of 2,48,76
316,3,3:00.0,D. Favors makes 2-pt layup at rim (assist by G. Hayward),,50,76
317,3,2:42.0,,Personal foul by E. Millsap (drawn by L. James),50,76
318,3,2:42.0,T. Booker enters the game for R. Gobert,,50,76
319,3,2:42.0,,T. Mozgov enters the game for K. Love,50,76
320,3,2:36.0,,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),50,78
321,3,2:17.0,T. Booker makes 2-pt layup at rim (assist by D. Exum),,52,78
322,3,1:59.0,,Turnover by L. James (bad pass; steal by D. Favors),52,78
323,3,1:55.0,D. Exum makes 2-pt dunk at rim (assist by G. Hayward),,54,78
324,3,1:32.0,,J. Smith misses 2-pt dunk at rim,54,78
325,3,1:31.0,Defensive rebound by Team,,54,78
326,3,1:31.0,,S. Marion enters the game for L. James,54,78
327,3,1:16.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by D. Favors),,57,78
328,3,1:09.0,,Cleveland full timeout,57,78
329,3,0:54.0,,S. Marion makes 2-pt jump shot from 6 ft (assist by J. Smith),57,80
330,3,0:38.0,Turnover by D. Exum (bad pass; steal by J. Smith),,57,80
331,3,0:33.0,,T. Thompson makes 2-pt layup at rim (assist by J. Smith),57,82
332,3,0:25.0,E. Millsap makes 3-pt jump shot from 23 ft (assist by D. Exum),,60,82
333,3,0:06.0,,Turnover by J. Smith (lost ball),60,82
334,3,0:01.0,D. Favors makes 2-pt dunk at rim (assist by G. Hayward),,62,82
335,4,11:47.0,,K. Irving makes 2-pt layup at rim,62,84
336,4,11:32.0,E. Freedom makes 2-pt jump shot from 3 ft (assist by E. Williams),,64,84
337,4,11:32.0,Shooting foul by T. Thompson (drawn by E. Freedom),,64,84
338,4,11:32.0,E. Freedom makes free throw 1 of 1,,65,84
339,4,11:14.0,,Personal foul by E. Millsap (drawn by T. Mozgov),65,84
340,4,11:04.0,,K. Irving makes 2-pt jump shot from 16 ft (assist by M. Dellavedova),65,86
341,4,10:39.0,E. Freedom makes 2-pt jump shot from 13 ft (assist by E. Williams),,67,86
342,4,10:26.0,,K. Irving makes 3-pt jump shot from 27 ft,67,89
343,4,10:00.0,E. Williams makes 3-pt jump shot from 24 ft (assist by E. Freedom),,70,89
344,4,9:41.0,,T. Mozgov makes 2-pt jump shot from 16 ft (assist by M. Dellavedova),70,91
345,4,9:16.0,T. Booker makes 2-pt hook shot from 6 ft (assist by E. Millsap),,72,91
346,4,9:00.0,Violation by D. Exum (kicked ball),,72,91
347,4,9:00.0,,K. Love enters the game for T. Thompson,72,91
348,4,8:52.0,Official timeout,,72,91
349,4,8:43.0,,K. Love misses 3-pt jump shot from 24 ft,72,91
350,4,8:42.0,Defensive rebound by E. Williams,,72,91
351,4,8:20.0,T. Booker misses 2-pt jump shot from 15 ft,,72,91
352,4,8:20.0,Offensive rebound by E. Freedom,,72,91
353,4,8:18.0,E. Freedom makes 2-pt layup at rim,,74,91
354,4,8:01.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,74,91
355,4,8:00.0,Defensive rebound by T. Booker,,74,91
356,4,7:48.0,E. Millsap makes 3-pt jump shot from 23 ft (assist by T. Booker),,77,91
357,4,7:28.0,,K. Irving makes 2-pt jump shot from 22 ft,77,93
358,4,7:28.0,,Shooting foul by E. Williams (drawn by K. Irving),77,93
359,4,7:28.0,,J. Smith enters the game for S. Marion,77,93
360,4,7:28.0,,L. James enters the game for M. Dellavedova,77,93
361,4,7:28.0,I. Clark enters the game for E. Williams,,77,93
362,4,7:28.0,,K. Irving misses free throw 1 of 1,77,93
363,4,7:28.0,Defensive rebound by E. Freedom,,77,93
364,4,7:09.0,E. Millsap misses 3-pt jump shot from 24 ft,,77,93
365,4,7:09.0,,Defensive rebound by J. Smith,77,93
366,4,7:00.0,,Turnover by J. Smith (bad pass; steal by T. Booker),77,93
367,4,6:57.0,Turnover by E. Millsap (bad pass; steal by L. James),,77,93
368,4,6:41.0,,Personal foul by E. Freedom (drawn by T. Mozgov),77,93
369,4,6:41.0,R. Gobert enters the game for T. Booker,,77,93
370,4,6:25.0,,L. James misses 2-pt jump shot from 5 ft,77,93
371,4,6:24.0,,Offensive rebound by T. Mozgov,77,93
372,4,6:24.0,,T. Mozgov misses 2-pt tip-in from 1 ft,77,93
373,4,6:23.0,,Offensive rebound by K. Love,77,93
374,4,6:04.0,,K. Love misses 3-pt jump shot from 23 ft,77,93
375,4,6:04.0,Defensive rebound by R. Gobert,,77,93
376,4,5:56.0,E. Freedom makes 2-pt layup at rim (assist by D. Exum),,79,93
377,4,5:42.0,,Cleveland full timeout,79,93
378,4,5:42.0,,J. Smith misses 3-pt jump shot from 22 ft,79,93
379,4,5:42.0,Defensive rebound by E. Freedom,,79,93
380,4,5:36.0,E. Millsap makes 2-pt layup from 1 ft (assist by D. Exum),,81,93
381,4,5:26.0,,Personal foul by E. Millsap (drawn by L. James),81,93
382,4,5:10.0,,L. James misses 2-pt jump shot from 17 ft,81,93
383,4,5:08.0,,Offensive rebound by K. Love,81,93
384,4,5:05.0,,K. Love makes 2-pt layup at rim,81,95
385,4,4:53.0,E. Millsap misses 3-pt jump shot from 23 ft,,81,95
386,4,4:53.0,,Defensive rebound by K. Love,81,95
387,4,4:47.0,,T. Mozgov makes 2-pt layup at rim (assist by L. James),81,97
388,4,4:35.0,E. Freedom misses 2-pt jump shot from 17 ft,,81,97
389,4,4:34.0,Offensive rebound by E. Millsap,,81,97
390,4,4:34.0,E. Millsap makes 2-pt tip-in at rim,,83,97
391,4,4:18.0,,L. James makes 2-pt jump shot from 4 ft,83,99
392,4,4:18.0,,Shooting foul by I. Clark (drawn by L. James),83,99
393,4,4:18.0,T. Booker enters the game for R. Gobert,,83,99
394,4,4:18.0,,L. James makes free throw 1 of 1,83,100
395,4,4:02.0,D. Exum misses 3-pt jump shot from 24 ft,,83,100
396,4,4:01.0,Offensive rebound by E. Freedom,,83,100
