,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BROOKLYN_ACTION,SACRAMENTO_SCORE,BROOKLYN_SCORE
387,4,5:12.0,B. McLemore enters the game for N. Stauskas,,88,93
388,4,4:50.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by J. Jack),88,96
389,4,4:34.0,Shooting foul by M. Teletović (drawn by R. Gay),,88,96
390,4,4:34.0,R. Gay makes free throw 1 of 2,,89,96
391,4,4:34.0,R. Gay makes free throw 2 of 2,,90,96
392,4,4:17.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by J. Johnson),90,99
393,4,3:50.0,R. Gay misses 3-pt jump shot from 25 ft,,90,99
394,4,3:49.0,,Defensive rebound by M. Teletović,90,99
395,4,3:29.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by J. Johnson),90,101
396,4,3:28.0,Sacramento full timeout,,90,101
397,4,3:12.0,D. Cousins makes 2-pt dunk at rim,,92,101
398,4,2:54.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Jack),92,103
399,4,2:45.0,Personal foul by M. Plumlee (drawn by D. Cousins),,92,103
400,4,2:36.0,O. Casspi misses 3-pt jump shot from 28 ft,,92,103
401,4,2:35.0,Offensive rebound by Team,,92,103
402,4,2:35.0,,Loose ball foul by M. Plumlee (drawn by D. Cousins),92,103
403,4,2:21.0,D. Collison makes 3-pt jump shot from 23 ft (assist by B. McLemore),,95,103
404,4,2:01.0,,Shooting foul by D. Cousins (drawn by M. Plumlee),95,103
405,4,2:01.0,,M. Plumlee misses free throw 1 of 2,95,103
406,4,2:01.0,,Offensive rebound by Team,95,103
407,4,2:01.0,,M. Plumlee misses free throw 2 of 2,95,103
408,4,2:00.0,Defensive rebound by D. Cousins,,95,103
409,4,1:46.0,R. Gay misses 2-pt jump shot from 15 ft,,95,103
410,4,1:45.0,,Defensive rebound by M. Teletović,95,103
411,4,1:27.0,,J. Jack misses 2-pt jump shot from 15 ft,95,103
412,4,1:26.0,Defensive rebound by R. Gay,,95,103
413,4,1:14.0,B. McLemore misses 3-pt jump shot from 25 ft,,95,103
414,4,1:13.0,,Defensive rebound by J. Jack,95,103
415,4,1:00.0,,J. Jack misses 2-pt jump shot from 6 ft,95,103
416,4,0:59.0,,Offensive rebound by S. Karasev,95,103
417,4,0:51.0,,M. Teletović misses 2-pt layup from 2 ft,95,103
418,4,0:50.0,Defensive rebound by D. Cousins,,95,103
419,4,0:44.0,Shooting foul by M. Teletović (drawn by D. Collison),,95,103
420,4,0:44.0,D. Collison makes free throw 1 of 3,,96,103
421,4,0:44.0,D. Collison misses free throw 2 of 3,,96,103
422,4,0:44.0,Offensive rebound by Team,,96,103
423,4,0:44.0,,K. Garnett enters the game for M. Plumlee,96,103
424,4,0:44.0,D. Collison makes free throw 3 of 3,,97,103
425,4,0:44.0,,Away from play foul by B. McLemore (drawn by J. Jack),97,103
426,4,0:44.0,,D. Williams enters the game for S. Karasev,97,103
427,4,0:44.0,R. McCallum enters the game for D. Collison,,97,103
428,4,0:44.0,D. Williams enters the game for D. Cousins,,97,103
429,4,0:44.0,,J. Jack makes free throw 1 of 1,97,104
430,4,0:36.0,,Personal foul by R. Gay (drawn by J. Johnson),97,104
431,4,0:36.0,,J. Johnson makes free throw 1 of 2,97,105
432,4,0:36.0,,A. Anderson enters the game for M. Teletović,97,105
433,4,0:36.0,,J. Johnson makes free throw 2 of 2,97,106
434,4,0:36.0,Sacramento full timeout,,97,106
435,4,0:36.0,N. Stauskas enters the game for R. McCallum,,97,106
436,4,0:36.0,D. Cousins enters the game for D. Williams,,97,106
437,4,0:36.0,D. Collison enters the game for O. Casspi,,97,106
438,4,0:32.0,Personal foul by K. Garnett (drawn by D. Cousins),,97,106
439,4,0:32.0,D. Cousins misses free throw 1 of 2,,97,106
440,4,0:32.0,Offensive rebound by Team,,97,106
441,4,0:32.0,R. McCallum enters the game for D. Collison,,97,106
442,4,0:32.0,D. Cousins misses free throw 2 of 2,,97,106
443,4,0:32.0,,Defensive rebound by K. Garnett,97,106
444,4,0:23.0,,Personal foul by N. Stauskas (drawn by J. Jack),97,106
445,4,0:23.0,,J. Jack misses free throw 1 of 2,97,106
446,4,0:23.0,,Offensive rebound by Team,97,106
447,4,0:23.0,,J. Jack makes free throw 2 of 2,97,107
448,4,0:23.0,Sacramento full timeout,,97,107
449,4,0:23.0,D. Collison enters the game for R. McCallum,,97,107
450,4,0:19.0,B. McLemore misses 3-pt jump shot from 26 ft,,97,107
451,4,0:18.0,Offensive rebound by D. Cousins,,97,107
452,4,0:17.0,D. Cousins makes 2-pt layup from 1 ft,,99,107
