,QUARTER,TIME_REMAINING,UTAH_ACTION,PORTLAND_ACTION,UTAH_SCORE,PORTLAND_SCORE
106,2,10:59.0,Shooting foul by A. Crabbe (drawn by J. Evans),,34,21
107,2,10:59.0,J. Evans makes free throw 1 of 2,,35,21
108,2,10:59.0,,C. McCollum enters the game for J. Freeland,35,21
109,2,10:59.0,J. Evans makes free throw 2 of 2,,36,21
110,2,10:50.0,,Shooting foul by J. Evans (drawn by R. Lopez),36,21
111,2,10:50.0,,R. Lopez misses free throw 1 of 2,36,21
112,2,10:50.0,,Offensive rebound by Team,36,21
113,2,10:50.0,,R. Lopez makes free throw 2 of 2,36,22
114,2,10:41.0,E. Millsap misses 2-pt jump shot from 20 ft,,36,22
115,2,10:40.0,Offensive rebound by J. Cooley,,36,22
116,2,10:36.0,J. Cooley misses 2-pt hook shot from 5 ft,,36,22
117,2,10:34.0,,Defensive rebound by A. Crabbe,36,22
118,2,10:29.0,,C. McCollum misses 3-pt jump shot from 23 ft,36,22
119,2,10:28.0,,Offensive rebound by N. Batum,36,22
120,2,10:19.0,,R. Lopez makes 2-pt hook shot from 6 ft (assist by S. Blake),36,24
121,2,9:54.0,J. Evans misses 2-pt jump shot from 10 ft (block by N. Batum),,36,24
122,2,9:53.0,Offensive rebound by Team,,36,24
123,2,9:53.0,Turnover by Team (shot clock),,36,24
124,2,9:53.0,R. Gobert enters the game for J. Cooley,,36,24
125,2,9:34.0,,S. Blake misses 3-pt jump shot from 23 ft,36,24
126,2,9:34.0,,Offensive rebound by R. Lopez,36,24
127,2,9:31.0,J. Ingles enters the game for J. Evans,,36,24
128,2,9:28.0,,N. Batum misses 2-pt jump shot from 18 ft,36,24
129,2,9:27.0,Defensive rebound by E. Millsap,,36,24
130,2,9:16.0,Turnover by J. Ingles (step out of bounds),,36,24
131,2,9:01.0,,A. Crabbe makes 2-pt jump shot from 15 ft (assist by N. Batum),36,26
132,2,8:46.0,C. Johnson misses 3-pt jump shot from 23 ft,,36,26
133,2,8:45.0,,Defensive rebound by C. McCollum,36,26
134,2,8:26.0,Official timeout,,36,26
135,2,8:26.0,D. Exum enters the game for B. Cotton,,36,26
136,2,8:23.0,,N. Batum misses 2-pt jump shot from 13 ft,36,26
137,2,8:22.0,Defensive rebound by E. Millsap,,36,26
138,2,8:02.0,C. Johnson makes 2-pt layup from 1 ft (assist by D. Exum),,38,26
139,2,7:40.0,,R. Lopez makes 2-pt jump shot from 11 ft (assist by S. Blake),38,28
140,2,7:14.0,J. Ingles misses 2-pt jump shot from 22 ft,,38,28
141,2,7:12.0,,Defensive rebound by N. Batum,38,28
142,2,7:07.0,,Personal foul by E. Millsap (drawn by C. McCollum),38,28
143,2,7:07.0,T. Booker enters the game for C. Johnson,,38,28
144,2,7:00.0,,C. McCollum misses 2-pt layup from 1 ft,38,28
145,2,6:58.0,Defensive rebound by R. Gobert,,38,28
146,2,6:44.0,Turnover by D. Exum (bad pass; steal by N. Batum),,38,28
147,2,6:37.0,,A. Crabbe makes 2-pt dunk at rim (assist by N. Batum),38,30
148,2,6:36.0,Utah full timeout,,38,30
149,2,6:36.0,R. Hood enters the game for E. Millsap,,38,30
150,2,6:27.0,R. Hood makes 2-pt jump shot from 12 ft,,40,30
151,2,6:10.0,,Turnover by S. Blake (lost ball),40,30
152,2,6:02.0,Turnover by D. Exum (bad pass; steal by S. Blake),,40,30
153,2,5:58.0,,N. Batum makes 2-pt dunk at rim (assist by S. Blake),40,32
154,2,5:33.0,R. Hood misses 2-pt jump shot from 18 ft,,40,32
155,2,5:32.0,,Defensive rebound by A. Crabbe,40,32
156,2,5:24.0,,C. McCollum makes 2-pt jump shot from 14 ft,40,34
157,2,5:04.0,Turnover by J. Ingles (bad pass; steal by N. Batum),,40,34
158,2,5:04.0,Loose ball foul by J. Ingles (drawn by N. Batum),,40,34
159,2,5:04.0,C. Johnson enters the game for J. Ingles,,40,34
160,2,5:04.0,B. Cotton enters the game for D. Exum,,40,34
161,2,5:04.0,,D. Lillard enters the game for A. Crabbe,40,34
162,2,4:51.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by S. Blake),40,37
163,2,4:30.0,R. Hood makes 2-pt jump shot from 20 ft,,42,37
164,2,4:20.0,,C. McCollum makes 2-pt jump shot from 11 ft (assist by D. Lillard),42,39
165,2,4:02.0,R. Hood makes 2-pt dunk at rim (assist by R. Gobert),,44,39
166,2,3:52.0,,C. McCollum makes 3-pt jump shot from 25 ft,44,42
167,2,3:51.0,Utah full timeout,,44,42
168,2,3:34.0,Turnover by R. Hood (lost ball; steal by C. McCollum),,44,42
169,2,3:28.0,,D. Lillard misses 3-pt jump shot from 25 ft,44,42
170,2,3:26.0,Defensive rebound by B. Cotton,,44,42
171,2,3:17.0,C. Johnson makes 3-pt jump shot from 23 ft (assist by R. Hood),,47,42
172,2,3:07.0,,Turnover by R. Lopez (lost ball; steal by T. Booker),47,42
173,2,2:51.0,R. Gobert misses 2-pt hook shot from 4 ft,,47,42
174,2,2:50.0,Offensive rebound by C. Johnson,,47,42
175,2,2:50.0,C. Johnson makes 2-pt dunk at rim,,49,42
176,2,2:50.0,,Portland full timeout,49,42
177,2,2:50.0,,J. Freeland enters the game for R. Lopez,49,42
178,2,2:50.0,,A. Crabbe enters the game for S. Blake,49,42
179,2,2:40.0,,N. Batum misses 3-pt jump shot from 26 ft,49,42
180,2,2:39.0,Defensive rebound by R. Gobert,,49,42
181,2,2:26.0,Turnover by R. Gobert (bad pass; steal by N. Batum),,49,42
182,2,2:23.0,,Turnover by D. Lillard (bad pass; steal by R. Hood),49,42
183,2,2:07.0,R. Hood makes 2-pt layup from 2 ft (assist by B. Cotton),,51,42
184,2,1:59.0,,N. Batum misses 3-pt jump shot from 25 ft,51,42
185,2,1:57.0,Defensive rebound by C. Johnson,,51,42
186,2,1:47.0,R. Gobert misses 2-pt jump shot from 3 ft (block by J. Freeland),,51,42
187,2,1:47.0,Offensive rebound by R. Gobert,,51,42
188,2,1:47.0,Shooting foul by C. McCollum (drawn by R. Gobert),,51,42
189,2,1:47.0,R. Gobert makes free throw 1 of 2,,52,42
190,2,1:47.0,D. Exum enters the game for B. Cotton,,52,42
191,2,1:47.0,R. Gobert misses free throw 2 of 2,,52,42
192,2,1:47.0,Offensive rebound by C. Johnson,,52,42
193,2,1:28.0,C. Johnson misses 2-pt jump shot from 13 ft,,52,42
194,2,1:26.0,,Defensive rebound by J. Freeland,52,42
195,2,1:19.0,,D. Lillard makes 2-pt jump shot from 22 ft,52,44
196,2,1:00.0,Shooting foul by J. Freeland (drawn by R. Hood),,52,44
197,2,1:00.0,R. Hood makes free throw 1 of 2,,53,44
198,2,1:00.0,R. Hood makes free throw 2 of 2,,54,44
199,2,0:54.0,,D. Lillard makes 2-pt jump shot from 21 ft,54,46
200,2,0:39.0,R. Gobert misses 2-pt dunk at rim,,54,46
201,2,0:37.0,,Defensive rebound by D. Lillard,54,46
202,2,0:37.0,Loose ball foul by D. Exum (drawn by D. Lillard),,54,46
203,2,0:25.0,,N. Batum misses 3-pt jump shot from 25 ft,54,46
204,2,0:24.0,Defensive rebound by R. Hood,,54,46
205,2,0:20.0,T. Booker makes 2-pt layup from 2 ft (assist by R. Hood),,56,46
206,2,0:01.0,,A. Crabbe misses 2-pt jump shot from 14 ft,56,46
207,2,0:00.0,,Offensive rebound by Team,56,46
208,3,11:45.0,,M. Leonard misses 2-pt dunk at rim (block by R. Gobert),56,46
209,3,11:44.0,,Offensive rebound by Team,56,46
210,3,11:41.0,,D. Lillard makes 2-pt layup from 1 ft,56,48
211,3,11:41.0,,Shooting foul by D. Exum (drawn by D. Lillard),56,48
212,3,11:41.0,,D. Lillard makes free throw 1 of 1,56,49
213,3,11:34.0,Turnover by D. Exum (bad pass; steal by C. McCollum),,56,49
214,3,11:26.0,,D. Lillard makes 3-pt jump shot from 23 ft (assist by C. McCollum),56,52
215,3,11:11.0,Turnover by D. Exum (offensive foul),,56,52
216,3,11:11.0,Offensive foul by D. Exum (drawn by D. Lillard),,56,52
217,3,10:54.0,,C. McCollum makes 2-pt jump shot from 15 ft,56,54
218,3,10:33.0,Turnover by J. Ingles (bad pass; steal by C. McCollum),,56,54
219,3,10:28.0,,Shooting foul by J. Ingles (drawn by C. McCollum),56,54
220,3,10:28.0,,C. McCollum makes free throw 1 of 2,56,55
221,3,10:28.0,,C. McCollum makes free throw 2 of 2,56,56
222,3,10:10.0,T. Booker makes 2-pt layup from 1 ft (assist by R. Hood),,58,56
223,3,9:57.0,J. Evans enters the game for R. Gobert,,58,56
224,3,9:50.0,,R. Lopez makes 2-pt layup from 2 ft,58,58
225,3,9:50.0,,Shooting foul by J. Evans (drawn by R. Lopez),58,58
226,3,9:50.0,,R. Lopez makes free throw 1 of 1,58,59
227,3,9:36.0,D. Exum makes 3-pt jump shot from 25 ft (assist by R. Hood),,61,59
228,3,9:18.0,,D. Lillard misses 2-pt jump shot from 15 ft,61,59
229,3,9:17.0,,Offensive rebound by R. Lopez,61,59
230,3,9:02.0,,R. Lopez misses 2-pt hook shot from 7 ft,61,59
231,3,9:01.0,Defensive rebound by T. Booker,,61,59
232,3,8:55.0,T. Booker misses 2-pt layup from 2 ft,,61,59
233,3,8:52.0,,Defensive rebound by N. Batum,61,59
234,3,8:46.0,,N. Batum misses 3-pt jump shot from 25 ft,61,59
235,3,8:44.0,Defensive rebound by D. Exum,,61,59
236,3,8:35.0,T. Booker makes 2-pt hook shot from 2 ft,,63,59
237,3,8:15.0,,Shooting foul by R. Hood (drawn by C. McCollum),63,59
238,3,8:15.0,,C. McCollum makes free throw 1 of 2,63,60
239,3,8:15.0,,C. McCollum makes free throw 2 of 2,63,61
240,3,8:04.0,T. Booker makes 3-pt jump shot from 25 ft (assist by D. Exum),,66,61
241,3,7:42.0,,M. Leonard makes 2-pt dunk at rim (assist by R. Lopez),66,63
242,3,7:26.0,D. Exum misses 3-pt jump shot from 26 ft,,66,63
243,3,7:25.0,,Defensive rebound by C. McCollum,66,63
244,3,7:24.0,R. Gobert enters the game for J. Evans,,66,63
245,3,7:01.0,,M. Leonard misses 3-pt jump shot from 28 ft,66,63
246,3,7:00.0,,Offensive rebound by Team,66,63
247,3,7:00.0,Loose ball foul by J. Ingles (drawn by R. Lopez),,66,63
248,3,7:00.0,,R. Lopez misses free throw 1 of 2,66,63
249,3,7:00.0,,Offensive rebound by Team,66,63
250,3,7:00.0,C. Johnson enters the game for J. Ingles,,66,63
251,3,7:00.0,,R. Lopez makes free throw 2 of 2,66,64
252,3,6:42.0,C. Johnson misses 3-pt jump shot from 26 ft,,66,64
253,3,6:41.0,,Defensive rebound by D. Lillard,66,64
254,3,6:33.0,,Turnover by N. Batum (bad pass; steal by D. Exum),66,64
255,3,6:20.0,Shooting foul by R. Lopez (drawn by R. Hood),,66,64
256,3,6:20.0,R. Hood makes free throw 1 of 2,,67,64
257,3,6:20.0,R. Hood makes free throw 2 of 2,,68,64
258,3,6:09.0,,R. Lopez misses 2-pt hook shot from 6 ft,68,64
259,3,6:08.0,,Offensive rebound by M. Leonard,68,64
260,3,6:08.0,,M. Leonard makes 2-pt hook shot from 4 ft,68,66
261,3,6:08.0,Violation by R. Gobert (def goaltending),,68,66
262,3,6:00.0,Shooting foul by M. Leonard (drawn by R. Gobert),,68,66
263,3,6:00.0,,Portland full timeout,68,66
264,3,6:00.0,,J. Freeland enters the game for N. Batum,68,66
265,3,6:00.0,,A. Crabbe enters the game for R. Lopez,68,66
266,3,6:00.0,R. Gobert makes free throw 1 of 2,,69,66
267,3,6:00.0,R. Gobert misses free throw 2 of 2,,69,66
268,3,5:59.0,,Defensive rebound by M. Leonard,69,66
269,3,5:43.0,,Turnover by D. Lillard (bad pass; steal by R. Gobert),69,66
270,3,5:38.0,Turnover by R. Gobert (lost ball; steal by D. Lillard),,69,66
271,3,5:28.0,,Turnover by C. McCollum (bad pass; steal by R. Gobert),69,66
272,3,5:21.0,D. Exum misses 3-pt jump shot from 25 ft,,69,66
273,3,5:19.0,,Defensive rebound by J. Freeland,69,66
274,3,5:10.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Lillard),69,69
275,3,4:51.0,D. Exum misses 2-pt jump shot from 6 ft,,69,69
276,3,4:50.0,,Defensive rebound by J. Freeland,69,69
277,3,4:45.0,,A. Crabbe makes 2-pt dunk at rim (assist by C. McCollum),69,71
278,3,4:45.0,Utah full timeout,,69,71
279,3,4:45.0,E. Millsap enters the game for D. Exum,,69,71
280,3,4:45.0,B. Cotton enters the game for C. Johnson,,69,71
281,3,4:37.0,Turnover by B. Cotton (bad pass; steal by A. Crabbe),,69,71
282,3,4:23.0,,D. Lillard misses 3-pt jump shot from 26 ft,69,71
283,3,4:22.0,Defensive rebound by R. Gobert,,69,71
284,3,4:08.0,B. Cotton misses 2-pt layup from 2 ft,,69,71
285,3,4:08.0,,Defensive rebound by Team,69,71
286,3,4:08.0,Loose ball foul by R. Gobert (drawn by J. Freeland),,69,71
287,3,4:08.0,,J. Freeland makes free throw 1 of 2,69,72
288,3,4:08.0,,S. Blake enters the game for C. McCollum,69,72
289,3,4:08.0,C. Johnson enters the game for R. Hood,,69,72
290,3,4:08.0,,J. Freeland makes free throw 2 of 2,69,73
291,3,3:57.0,Shooting foul by M. Leonard (drawn by E. Millsap),,69,73
292,3,3:57.0,E. Millsap makes free throw 1 of 2,,70,73
293,3,3:57.0,E. Millsap makes free throw 2 of 2,,71,73
294,3,3:42.0,,D. Lillard misses 2-pt jump shot from 13 ft,71,73
295,3,3:41.0,Defensive rebound by R. Gobert,,71,73
296,3,3:31.0,B. Cotton misses 3-pt jump shot from 22 ft,,71,73
297,3,3:30.0,,Defensive rebound by J. Freeland,71,73
298,3,3:20.0,,D. Lillard misses 2-pt layup from 1 ft,71,73
299,3,3:17.0,Defensive rebound by T. Booker,,71,73
300,3,3:01.0,Turnover by R. Gobert (bad pass; steal by D. Lillard),,71,73
301,3,2:57.0,,D. Lillard makes 2-pt dunk at rim,71,75
302,3,2:35.0,C. Johnson misses 2-pt jump shot from 3 ft,,71,75
303,3,2:34.0,,Defensive rebound by A. Crabbe,71,75
304,3,2:25.0,,S. Blake misses 3-pt jump shot from 25 ft,71,75
305,3,2:24.0,Defensive rebound by R. Gobert,,71,75
306,3,2:06.0,T. Booker makes 2-pt jump shot from 15 ft,,73,75
307,3,1:52.0,,A. Crabbe misses 3-pt jump shot from 25 ft,73,75
308,3,1:50.0,Defensive rebound by R. Gobert,,73,75
309,3,1:37.0,T. Booker makes 2-pt jump shot from 14 ft,,75,75
310,3,1:19.0,,D. Lillard makes 2-pt layup from 2 ft,75,77
311,3,1:12.0,E. Millsap makes 2-pt layup from 1 ft,,77,77
312,3,1:00.0,,M. Leonard misses 3-pt jump shot from 25 ft,77,77
313,3,0:59.0,Defensive rebound by C. Johnson,,77,77
314,3,0:50.0,T. Booker misses 2-pt jump shot from 3 ft (block by M. Leonard),,77,77
315,3,0:48.0,,Defensive rebound by D. Lillard,77,77
316,3,0:44.0,,M. Leonard makes 2-pt dunk at rim (assist by D. Lillard),77,79
317,3,0:31.0,B. Cotton misses 2-pt jump shot from 20 ft,,77,79
318,3,0:30.0,Offensive rebound by Team,,77,79
319,3,0:30.0,,Loose ball foul by J. Freeland (drawn by T. Booker),77,79
320,3,0:30.0,,N. Batum enters the game for M. Leonard,77,79
321,3,0:08.0,E. Millsap misses 3-pt jump shot from 26 ft,,77,79
322,3,0:06.0,,Defensive rebound by J. Freeland,77,79
323,3,0:02.0,,Shooting foul by E. Millsap (drawn by S. Blake),77,79
324,3,0:02.0,,S. Blake misses free throw 1 of 2,77,79
325,3,0:02.0,,Offensive rebound by Team,77,79
326,3,0:02.0,,S. Blake makes free throw 2 of 2,77,80
327,3,0:00.0,Turnover by B. Cotton (lost ball),,77,80
328,3,0:00.0,,S. Blake misses 3-pt jump shot from 31 ft,77,80
329,3,0:00.0,,Offensive rebound by Team,77,80
330,4,11:48.0,R. Gobert misses 2-pt jump shot from 16 ft,,77,80
331,4,11:46.0,Offensive rebound by J. Evans,,77,80
332,4,11:46.0,J. Evans misses 2-pt tip-in at rim,,77,80
333,4,11:43.0,,Defensive rebound by N. Batum,77,80
334,4,11:33.0,,C. McCollum makes 2-pt jump shot from 21 ft (assist by N. Batum),77,82
335,4,11:10.0,B. Cotton misses 3-pt jump shot from 25 ft,,77,82
336,4,11:09.0,Offensive rebound by R. Gobert,,77,82
337,4,11:07.0,,Loose ball foul by S. Blake (drawn by R. Gobert),77,82
338,4,11:07.0,J. Cooley enters the game for R. Gobert,,77,82
339,4,10:56.0,C. Johnson makes 2-pt jump shot from 14 ft (assist by J. Cooley),,79,82
340,4,10:42.0,,A. Crabbe makes 2-pt dunk at rim (assist by N. Batum),79,84
341,4,10:23.0,Shooting foul by J. Freeland (drawn by E. Millsap),,79,84
342,4,10:23.0,E. Millsap makes free throw 1 of 2,,80,84
343,4,10:23.0,E. Millsap makes free throw 2 of 2,,81,84
344,4,10:11.0,,C. McCollum makes 2-pt jump shot from 16 ft,81,86
345,4,9:59.0,B. Cotton makes 2-pt layup from 3 ft,,83,86
346,4,9:59.0,Shooting foul by S. Blake (drawn by B. Cotton),,83,86
347,4,9:59.0,,R. Lopez enters the game for J. Freeland,83,86
348,4,9:59.0,B. Cotton makes free throw 1 of 1,,84,86
349,4,9:46.0,,C. McCollum misses 2-pt jump shot from 15 ft,84,86
350,4,9:43.0,Defensive rebound by B. Cotton,,84,86
351,4,9:32.0,B. Cotton makes 2-pt jump shot from 19 ft (assist by J. Evans),,86,86
352,4,9:19.0,,R. Lopez misses 2-pt hook shot from 4 ft,86,86
353,4,9:17.0,Defensive rebound by C. Johnson,,86,86
354,4,9:06.0,B. Cotton misses 2-pt jump shot from 6 ft,,86,86
355,4,9:05.0,Offensive rebound by J. Evans,,86,86
356,4,9:05.0,J. Evans makes 2-pt tip-in from 1 ft,,88,86
357,4,8:37.0,,R. Lopez misses 2-pt layup from 2 ft (block by J. Cooley),88,86
358,4,8:36.0,Defensive rebound by E. Millsap,,88,86
359,4,8:22.0,B. Cotton makes 2-pt jump shot from 16 ft,,90,86
360,4,8:22.0,,Portland full timeout,90,86
361,4,8:22.0,,D. Lillard enters the game for A. Crabbe,90,86
362,4,8:22.0,,M. Leonard enters the game for S. Blake,90,86
363,4,8:07.0,,M. Leonard misses 2-pt jump shot from 19 ft,90,86
364,4,8:06.0,Defensive rebound by J. Cooley,,90,86
365,4,7:51.0,E. Millsap misses 2-pt jump shot from 10 ft,,90,86
366,4,7:49.0,Offensive rebound by J. Evans,,90,86
367,4,7:48.0,J. Evans makes 2-pt layup from 1 ft,,92,86
368,4,7:28.0,,N. Batum misses 2-pt hook shot from 6 ft,92,86
369,4,7:26.0,Defensive rebound by C. Johnson,,92,86
370,4,7:07.0,B. Cotton misses 2-pt jump shot from 16 ft,,92,86
371,4,7:06.0,,Defensive rebound by C. McCollum,92,86
372,4,6:59.0,,Turnover by C. McCollum (bad pass; steal by B. Cotton),92,86
373,4,6:54.0,C. Johnson makes 2-pt layup from 2 ft (assist by B. Cotton),,94,86
374,4,6:48.0,,Shooting foul by J. Cooley (drawn by C. McCollum),94,86
375,4,6:48.0,,C. McCollum makes free throw 1 of 2,94,87
376,4,6:48.0,R. Hood enters the game for C. Johnson,,94,87
377,4,6:48.0,,C. McCollum makes free throw 2 of 2,94,88
378,4,6:32.0,J. Cooley misses 2-pt jump shot from 19 ft,,94,88
379,4,6:31.0,,Defensive rebound by M. Leonard,94,88
380,4,6:23.0,,D. Lillard makes 3-pt jump shot from 26 ft,94,91
381,4,6:09.0,Shooting foul by M. Leonard (drawn by J. Evans),,94,91
382,4,6:09.0,J. Evans makes free throw 1 of 2,,95,91
383,4,6:09.0,R. Gobert enters the game for J. Cooley,,95,91
384,4,6:09.0,J. Evans makes free throw 2 of 2,,96,91
385,4,5:55.0,,Turnover by C. McCollum (bad pass; steal by E. Millsap),96,91
386,4,5:36.0,J. Evans makes 2-pt dunk at rim (assist by B. Cotton),,98,91
387,4,5:35.0,,Portland full timeout,98,91
388,4,5:35.0,,A. Crabbe enters the game for M. Leonard,98,91
