,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MINNESOTA_ACTION,OKLAHOMA CITY_SCORE,MINNESOTA_SCORE
107,1,1:52.0,,A. Onuaku makes 2-pt tip-in at rim,37,26
108,1,1:44.0,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),,39,26
109,1,1:27.0,,K. Martin misses 3-pt jump shot from 25 ft,39,26
110,1,1:26.0,,Offensive rebound by A. Onuaku,39,26
111,1,1:25.0,,Personal foul by A. Morrow (drawn by A. Onuaku),39,26
112,1,1:25.0,,A. Onuaku misses free throw 1 of 2,39,26
113,1,1:25.0,,Offensive rebound by Team,39,26
114,1,1:25.0,M. McGary enters the game for E. Freedom,,39,26
115,1,1:25.0,,A. Onuaku makes free throw 2 of 2,39,27
116,1,1:16.0,A. Morrow misses 3-pt jump shot from 23 ft,,39,27
117,1,1:15.0,,Defensive rebound by K. Martin,39,27
118,1,1:13.0,,Personal foul by A. Morrow (drawn by K. Martin),39,27
119,1,1:13.0,,K. Martin makes free throw 1 of 2,39,28
120,1,1:13.0,K. Singler enters the game for A. Morrow,,39,28
121,1,1:13.0,,K. Martin makes free throw 2 of 2,39,29
122,1,1:02.0,K. Singler makes 3-pt jump shot from 24 ft (assist by N. Collison),,42,29
123,1,0:46.0,,R. Hummel misses 3-pt jump shot from 24 ft,42,29
124,1,0:45.0,Defensive rebound by N. Collison,,42,29
125,1,0:40.0,R. Westbrook makes 2-pt layup from 1 ft,,44,29
126,1,0:27.0,,L. Brown misses 3-pt jump shot from 23 ft,44,29
127,1,0:25.0,Defensive rebound by R. Westbrook,,44,29
128,1,0:06.0,R. Westbrook makes 3-pt jump shot from 25 ft,,47,29
129,1,0:01.0,,Turnover by A. Wiggins (lost ball; steal by N. Collison),47,29
130,2,11:45.0,,K. Martin misses 2-pt jump shot from 7 ft,47,29
131,2,11:44.0,,Offensive rebound by A. Onuaku,47,29
132,2,11:38.0,,K. Martin misses 2-pt jump shot from 3 ft,47,29
133,2,11:37.0,Defensive rebound by M. McGary,,47,29
134,2,11:29.0,D. Waiters makes 2-pt jump shot from 12 ft (assist by K. Singler),,49,29
135,2,11:16.0,,Turnover by L. Brown (bad pass),49,29
136,2,10:56.0,D. Waiters misses 2-pt jump shot from 19 ft,,49,29
137,2,10:55.0,,Defensive rebound by R. Hummel,49,29
138,2,10:44.0,,A. Wiggins misses 3-pt jump shot from 24 ft,49,29
139,2,10:44.0,Defensive rebound by Team,,49,29
140,2,10:44.0,,Z. LaVine enters the game for A. Wiggins,49,29
141,2,10:44.0,,A. Payne enters the game for A. Onuaku,49,29
142,2,10:34.0,D. Waiters misses 2-pt jump shot from 13 ft,,49,29
143,2,10:33.0,,Defensive rebound by Z. LaVine,49,29
144,2,10:32.0,,Personal foul by M. McGary (drawn by Z. LaVine),49,29
145,2,10:17.0,,Z. LaVine misses 2-pt jump shot from 9 ft,49,29
146,2,10:16.0,Defensive rebound by K. Singler,,49,29
147,2,10:07.0,N. Collison misses 2-pt jump shot from 20 ft,,49,29
148,2,10:06.0,Offensive rebound by M. McGary,,49,29
149,2,10:05.0,Turnover by N. Collison (back court),,49,29
150,2,9:55.0,,R. Hummel makes 2-pt jump shot from 19 ft (assist by L. Brown),49,31
151,2,9:37.0,Shooting foul by R. Hummel (drawn by D. Waiters),,49,31
152,2,9:37.0,D. Waiters makes free throw 1 of 2,,50,31
153,2,9:37.0,,A. Bennett enters the game for R. Hummel,50,31
154,2,9:37.0,D. Waiters makes free throw 2 of 2,,51,31
155,2,9:25.0,,L. Brown makes 2-pt dunk at rim (assist by A. Bennett),51,33
156,2,9:10.0,K. Singler misses 3-pt jump shot from 23 ft,,51,33
157,2,9:08.0,,Defensive rebound by A. Payne,51,33
158,2,9:03.0,,Turnover by Z. LaVine (dbl dribble),51,33
159,2,8:44.0,D. Waiters misses 3-pt jump shot from 23 ft,,51,33
160,2,8:43.0,,Defensive rebound by A. Bennett,51,33
161,2,8:36.0,,Z. LaVine makes 2-pt jump shot from 11 ft,51,35
162,2,8:20.0,D. Augustin makes 2-pt layup at rim (assist by N. Collison),,53,35
163,2,8:12.0,,Z. LaVine misses 2-pt layup from 2 ft (block by D. Waiters),53,35
164,2,8:11.0,,Offensive rebound by Team,53,35
165,2,8:11.0,,Minnesota full timeout,53,35
166,2,8:11.0,S. Adams enters the game for M. McGary,,53,35
167,2,8:06.0,,Shooting foul by K. Singler (drawn by K. Martin),53,35
168,2,8:06.0,,K. Martin makes free throw 1 of 2,53,36
169,2,8:06.0,,K. Martin makes free throw 2 of 2,53,37
170,2,7:57.0,,Violation by L. Brown (kicked ball),53,37
171,2,7:57.0,,A. Wiggins enters the game for K. Martin,53,37
172,2,7:57.0,R. Westbrook enters the game for K. Singler,,53,37
173,2,7:57.0,E. Freedom enters the game for N. Collison,,53,37
174,2,7:50.0,Turnover by D. Augustin (bad pass; steal by A. Bennett),,53,37
175,2,7:43.0,,A. Bennett misses 3-pt jump shot from 24 ft,53,37
176,2,7:42.0,Defensive rebound by R. Westbrook,,53,37
177,2,7:34.0,R. Westbrook misses 2-pt jump shot from 4 ft,,53,37
178,2,7:33.0,Offensive rebound by E. Freedom,,53,37
179,2,7:33.0,E. Freedom misses 2-pt tip-in at rim,,53,37
180,2,7:32.0,Offensive rebound by S. Adams,,53,37
181,2,7:30.0,Personal foul by L. Brown (drawn by S. Adams),,53,37
182,2,7:22.0,R. Westbrook misses 2-pt jump shot from 18 ft,,53,37
183,2,7:20.0,,Defensive rebound by L. Brown,53,37
184,2,7:17.0,,Personal foul by R. Westbrook (drawn by A. Payne),53,37
185,2,7:10.0,,A. Wiggins misses 2-pt dunk at rim,53,37
186,2,7:08.0,,Offensive rebound by A. Wiggins,53,37
187,2,7:04.0,,L. Brown misses 3-pt jump shot from 22 ft,53,37
188,2,7:03.0,,Offensive rebound by A. Bennett,53,37
189,2,7:03.0,,A. Bennett makes 2-pt tip-in from 1 ft,53,39
190,2,6:49.0,D. Waiters makes 3-pt jump shot from 26 ft,,56,39
191,2,6:37.0,Personal foul by A. Payne (drawn by S. Adams),,56,39
192,2,6:37.0,,Personal foul by S. Adams,56,39
193,2,6:32.0,,A. Wiggins makes 2-pt jump shot from 14 ft (assist by Z. LaVine),56,41
194,2,6:20.0,R. Westbrook makes 2-pt layup from 1 ft,,58,41
195,2,6:05.0,,Turnover by A. Payne (offensive goaltending),58,41
196,2,5:44.0,D. Augustin misses 2-pt jump shot from 11 ft,,58,41
197,2,5:43.0,,Defensive rebound by A. Wiggins,58,41
198,2,5:38.0,,L. Brown misses 2-pt jump shot from 3 ft (block by E. Freedom),58,41
199,2,5:35.0,,Offensive rebound by L. Brown,58,41
200,2,5:33.0,,L. Brown makes 2-pt layup from 2 ft,58,43
201,2,5:20.0,E. Freedom makes 2-pt jump shot from 7 ft,,60,43
202,2,5:04.0,,Z. LaVine misses 3-pt jump shot from 25 ft,60,43
203,2,5:02.0,Defensive rebound by R. Westbrook,,60,43
204,2,4:59.0,Shooting foul by L. Brown (drawn by R. Westbrook),,60,43
205,2,4:59.0,,Minnesota full timeout,60,43
206,2,4:59.0,,R. Hummel enters the game for L. Brown,60,43
207,2,4:59.0,R. Westbrook makes free throw 1 of 2,,61,43
208,2,4:59.0,R. Westbrook makes free throw 2 of 2,,62,43
209,2,4:45.0,,A. Bennett misses 2-pt jump shot from 10 ft,62,43
210,2,4:44.0,Defensive rebound by E. Freedom,,62,43
211,2,4:23.0,D. Waiters misses 2-pt jump shot from 3 ft (block by A. Wiggins),,62,43
212,2,4:21.0,,Defensive rebound by A. Bennett,62,43
213,2,4:00.0,,A. Bennett makes 2-pt jump shot from 5 ft (assist by Z. LaVine),62,45
214,2,3:44.0,Personal foul by A. Bennett (drawn by E. Freedom),,62,45
215,2,3:44.0,A. Roberson enters the game for D. Augustin,,62,45
216,2,3:35.0,D. Waiters makes 3-pt jump shot from 22 ft (assist by R. Westbrook),,65,45
217,2,3:20.0,,Turnover by A. Bennett (bad pass; steal by D. Waiters),65,45
218,2,3:17.0,D. Waiters makes 2-pt dunk at rim,,67,45
219,2,3:16.0,,Minnesota full timeout,67,45
220,2,3:16.0,,K. Martin enters the game for A. Bennett,67,45
221,2,3:04.0,,Z. LaVine misses 2-pt jump shot from 22 ft,67,45
222,2,3:02.0,,Offensive rebound by A. Payne,67,45
223,2,2:58.0,,Shooting foul by S. Adams (drawn by A. Wiggins),67,45
224,2,2:58.0,,A. Wiggins makes free throw 1 of 2,67,46
225,2,2:58.0,,A. Wiggins makes free throw 2 of 2,67,47
226,2,2:41.0,,Violation by K. Martin (kicked ball),67,47
227,2,2:33.0,R. Westbrook makes 2-pt jump shot from 18 ft,,69,47
228,2,2:16.0,,R. Hummel misses 2-pt jump shot from 20 ft,69,47
229,2,2:15.0,Defensive rebound by E. Freedom,,69,47
230,2,2:09.0,R. Westbrook makes 2-pt jump shot from 5 ft,,71,47
231,2,2:02.0,,Z. LaVine makes 2-pt layup from 1 ft,71,49
232,2,1:45.0,Shooting foul by R. Hummel (drawn by R. Westbrook),,71,49
233,2,1:45.0,R. Westbrook makes free throw 1 of 2,,72,49
234,2,1:45.0,,A. Bennett enters the game for R. Hummel,72,49
235,2,1:45.0,R. Westbrook misses free throw 2 of 2,,72,49
236,2,1:45.0,,Defensive rebound by A. Bennett,72,49
237,2,1:27.0,,K. Martin makes 2-pt jump shot from 12 ft,72,51
238,2,1:09.0,R. Westbrook misses 3-pt jump shot from 25 ft,,72,51
239,2,1:07.0,Offensive rebound by Team,,72,51
240,2,1:01.0,Turnover by D. Waiters (bad pass; steal by K. Martin),,72,51
241,2,0:56.0,,K. Martin misses 3-pt jump shot from 24 ft,72,51
242,2,0:55.0,Defensive rebound by R. Westbrook,,72,51
243,2,0:38.0,Shooting foul by K. Martin (drawn by E. Freedom),,72,51
244,2,0:38.0,E. Freedom makes free throw 1 of 2,,73,51
245,2,0:38.0,M. McGary enters the game for S. Adams,,73,51
246,2,0:38.0,E. Freedom makes free throw 2 of 2,,74,51
247,2,0:33.0,,Z. LaVine misses 2-pt jump shot from 20 ft,74,51
248,2,0:31.0,Defensive rebound by Team,,74,51
249,2,0:28.0,R. Westbrook makes 2-pt jump shot from 12 ft,,76,51
250,2,0:28.0,Shooting foul by A. Wiggins (drawn by R. Westbrook),,76,51
251,2,0:28.0,R. Westbrook misses free throw 1 of 1,,76,51
252,2,0:28.0,,Defensive rebound by A. Payne,76,51
253,2,0:23.0,,K. Martin makes 2-pt jump shot from 10 ft,76,53
254,2,0:23.0,,Shooting foul by A. Roberson (drawn by K. Martin),76,53
255,2,0:23.0,,L. Brown enters the game for Z. LaVine,76,53
256,2,0:23.0,K. Singler enters the game for A. Roberson,,76,53
257,2,0:23.0,,K. Martin makes free throw 1 of 1,76,54
258,2,0:03.0,R. Westbrook misses 3-pt jump shot from 25 ft,,76,54
259,2,0:01.0,,Defensive rebound by A. Bennett,76,54
260,3,11:48.0,,Shooting foul by A. Roberson (drawn by A. Wiggins),76,54
261,3,11:48.0,,A. Wiggins makes 2-pt layup from 1 ft,76,56
262,3,11:48.0,,A. Wiggins makes free throw 1 of 1,76,57
263,3,11:26.0,D. Waiters makes 2-pt layup from 2 ft,,78,57
264,3,11:07.0,,A. Wiggins makes 2-pt jump shot from 13 ft,78,59
265,3,10:53.0,Turnover by D. Waiters (bad pass; steal by K. Martin),,78,59
266,3,10:36.0,,A. Onuaku makes 2-pt dunk at rim (assist by Z. LaVine),78,61
267,3,10:16.0,E. Freedom misses 2-pt jump shot from 14 ft,,78,61
268,3,10:15.0,,Defensive rebound by Z. LaVine,78,61
269,3,10:09.0,,Z. LaVine misses 2-pt jump shot from 22 ft,78,61
270,3,10:08.0,Defensive rebound by E. Freedom,,78,61
271,3,9:52.0,Shooting foul by K. Martin (drawn by R. Westbrook),,78,61
272,3,9:52.0,R. Westbrook makes free throw 1 of 2,,79,61
273,3,9:52.0,K. Singler enters the game for A. Roberson,,79,61
274,3,9:52.0,R. Westbrook makes free throw 2 of 2,,80,61
275,3,9:41.0,,Turnover by Z. LaVine (bad pass),80,61
276,3,9:41.0,,Loose ball foul by A. Wiggins (drawn by R. Westbrook),80,61
277,3,9:30.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,82,61
278,3,9:16.0,,K. Martin misses 2-pt jump shot from 21 ft,82,61
279,3,9:15.0,Defensive rebound by R. Westbrook,,82,61
280,3,9:07.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,84,61
281,3,9:06.0,,Minnesota full timeout,84,61
282,3,9:06.0,,R. Hummel enters the game for A. Payne,84,61
283,3,8:55.0,,Shooting foul by K. Singler (drawn by A. Wiggins),84,61
284,3,8:55.0,,A. Wiggins makes free throw 1 of 2,84,62
285,3,8:55.0,,A. Wiggins makes free throw 2 of 2,84,63
286,3,8:42.0,D. Waiters makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,87,63
287,3,8:27.0,,K. Martin makes 2-pt jump shot from 20 ft (assist by Z. LaVine),87,65
288,3,8:08.0,K. Singler misses 3-pt jump shot from 22 ft,,87,65
289,3,8:07.0,,Defensive rebound by A. Wiggins,87,65
290,3,8:02.0,,Turnover by A. Wiggins (bad pass; steal by D. Waiters),87,65
291,3,8:00.0,,Violation by Z. LaVine (kicked ball),87,65
292,3,7:53.0,R. Westbrook misses 2-pt jump shot from 18 ft,,87,65
293,3,7:52.0,Offensive rebound by Team,,87,65
294,3,7:44.0,D. Waiters misses 2-pt layup from 4 ft,,87,65
295,3,7:43.0,Offensive rebound by E. Freedom,,87,65
296,3,7:41.0,E. Freedom makes 2-pt layup from 2 ft,,89,65
297,3,7:24.0,,Turnover by K. Martin (bad pass; steal by K. Singler),89,65
298,3,7:14.0,D. Waiters misses 2-pt layup from 2 ft,,89,65
299,3,7:13.0,Offensive rebound by E. Freedom,,89,65
300,3,7:12.0,E. Freedom makes 2-pt layup from 1 ft,,91,65
301,3,6:56.0,,Z. LaVine misses 2-pt jump shot from 12 ft,91,65
302,3,6:55.0,Defensive rebound by E. Freedom,,91,65
303,3,6:43.0,K. Singler misses 3-pt jump shot from 25 ft,,91,65
304,3,6:42.0,Offensive rebound by E. Freedom,,91,65
305,3,6:41.0,E. Freedom misses 2-pt layup at rim,,91,65
306,3,6:40.0,Offensive rebound by E. Freedom,,91,65
307,3,6:39.0,E. Freedom makes 2-pt layup at rim,,93,65
308,3,6:39.0,,Minnesota full timeout,93,65
309,3,6:39.0,,J. Hamilton enters the game for A. Onuaku,93,65
310,3,6:39.0,,A. Payne enters the game for R. Hummel,93,65
311,3,6:15.0,,Z. LaVine makes 2-pt layup from 1 ft,93,67
312,3,5:59.0,E. Freedom misses 3-pt jump shot from 23 ft,,93,67
313,3,5:58.0,,Defensive rebound by A. Wiggins,93,67
314,3,5:57.0,,Personal foul by R. Westbrook (drawn by A. Wiggins),93,67
315,3,5:41.0,,A. Payne makes 2-pt jump shot from 13 ft (assist by A. Wiggins),93,69
316,3,5:27.0,R. Westbrook misses 3-pt jump shot from 24 ft,,93,69
317,3,5:26.0,,Defensive rebound by Z. LaVine,93,69
318,3,5:16.0,,A. Wiggins makes 2-pt layup at rim (assist by Z. LaVine),93,71
319,3,5:02.0,Shooting foul by J. Hamilton (drawn by D. Waiters),,93,71
320,3,5:02.0,D. Waiters makes free throw 1 of 2,,94,71
321,3,5:02.0,N. Collison enters the game for S. Adams,,94,71
322,3,5:02.0,D. Waiters makes free throw 2 of 2,,95,71
323,3,4:37.0,,A. Payne misses 2-pt jump shot from 4 ft,95,71
324,3,4:36.0,,Offensive rebound by A. Wiggins,95,71
325,3,4:36.0,,Shooting foul by N. Collison (drawn by A. Wiggins),95,71
326,3,4:36.0,,A. Wiggins makes free throw 1 of 2,95,72
327,3,4:36.0,,A. Wiggins misses free throw 2 of 2,95,72
328,3,4:36.0,Defensive rebound by E. Freedom,,95,72
329,3,4:24.0,Turnover by K. Singler (bad pass; steal by A. Payne),,95,72
330,3,4:18.0,,Z. LaVine makes 2-pt layup at rim (assist by A. Wiggins),95,74
331,3,4:18.0,Oklahoma City full timeout,,95,74
332,3,4:06.0,D. Waiters misses 2-pt layup from 2 ft,,95,74
333,3,4:05.0,Offensive rebound by D. Waiters,,95,74
334,3,4:03.0,D. Waiters makes 2-pt layup from 1 ft,,97,74
335,3,3:45.0,,Shooting foul by D. Waiters (drawn by A. Wiggins),97,74
336,3,3:45.0,,A. Wiggins makes free throw 1 of 2,97,75
337,3,3:45.0,,A. Wiggins makes free throw 2 of 2,97,76
338,3,3:30.0,Turnover by E. Freedom (lost ball; steal by Z. LaVine),,97,76
339,3,3:24.0,,A. Payne misses 2-pt layup at rim,97,76
340,3,3:23.0,Defensive rebound by R. Westbrook,,97,76
341,3,3:18.0,E. Freedom makes 2-pt layup from 2 ft (assist by D. Waiters),,99,76
342,3,3:02.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by A. Wiggins),99,79
343,3,2:45.0,N. Collison misses 2-pt jump shot from 17 ft,,99,79
344,3,2:42.0,Offensive rebound by D. Waiters,,99,79
345,3,2:33.0,D. Waiters misses 2-pt jump shot from 21 ft,,99,79
346,3,2:31.0,Offensive rebound by N. Collison,,99,79
347,3,2:31.0,N. Collison makes 2-pt tip-in at rim,,101,79
348,3,2:13.0,,K. Martin misses 2-pt jump shot from 5 ft,101,79
349,3,2:12.0,Defensive rebound by K. Singler,,101,79
350,3,2:06.0,R. Westbrook misses 2-pt jump shot from 20 ft,,101,79
351,3,2:05.0,Offensive rebound by E. Freedom,,101,79
352,3,2:05.0,E. Freedom makes 2-pt tip-in at rim,,103,79
353,3,1:48.0,A. Morrow enters the game for D. Waiters,,103,79
354,3,1:48.0,,A. Bennett enters the game for A. Payne,103,79
355,3,1:48.0,,L. Brown enters the game for K. Martin,103,79
356,3,1:41.0,,A. Bennett misses 2-pt jump shot from 16 ft,103,79
357,3,1:40.0,Defensive rebound by E. Freedom,,103,79
358,3,1:33.0,Turnover by R. Westbrook (bad pass; steal by Z. LaVine),,103,79
359,3,1:25.0,,L. Brown makes 2-pt layup from 2 ft (assist by Z. LaVine),103,81
360,3,1:08.0,E. Freedom misses 2-pt layup at rim,,103,81
361,3,1:07.0,Offensive rebound by E. Freedom,,103,81
362,3,1:07.0,E. Freedom makes 2-pt tip-in at rim,,105,81
363,3,0:58.0,,Shooting foul by E. Freedom (drawn by Z. LaVine),105,81
364,3,0:58.0,,Z. LaVine makes free throw 1 of 2,105,82
365,3,0:58.0,D. Augustin enters the game for K. Singler,,105,82
366,3,0:58.0,,Z. LaVine makes free throw 2 of 2,105,83
367,3,0:51.0,R. Westbrook misses 2-pt layup from 1 ft (block by J. Hamilton),,105,83
368,3,0:50.0,Offensive rebound by Team,,105,83
369,3,0:42.0,Turnover by R. Westbrook (lost ball; steal by Z. LaVine),,105,83
370,3,0:30.0,,Shooting foul by E. Freedom (drawn by J. Hamilton),105,83
371,3,0:30.0,,J. Hamilton makes free throw 1 of 2,105,84
372,3,0:30.0,,J. Hamilton makes free throw 2 of 2,105,85
373,3,0:13.0,Turnover by R. Westbrook (bad pass; steal by A. Wiggins),,105,85
374,3,0:09.0,,Turnover by J. Hamilton (bad pass; steal by R. Westbrook),105,85
375,3,0:01.0,Shooting foul by J. Hamilton (drawn by R. Westbrook),,105,85
376,3,0:01.0,R. Westbrook makes free throw 1 of 2,,106,85
377,3,0:01.0,R. Westbrook misses free throw 2 of 2,,106,85
378,3,0:01.0,,Defensive rebound by J. Hamilton,106,85
379,4,11:41.0,N. Collison makes 3-pt jump shot from 23 ft (assist by E. Freedom),,109,85
380,4,11:24.0,,R. Hummel enters the game for A. Wiggins,109,85
381,4,11:20.0,,J. Hamilton misses 2-pt jump shot from 9 ft,109,85
382,4,11:19.0,Defensive rebound by E. Freedom,,109,85
383,4,11:07.0,D. Waiters misses 3-pt jump shot from 23 ft,,109,85
