,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,WASHINGTON_ACTION,MEMPHIS_SCORE,WASHINGTON_SCORE
0,1,11:42.0,J. Green makes 2-pt hook shot from 6 ft,,2,0
1,1,11:27.0,,P. Pierce makes 2-pt jump shot from 17 ft (assist by D. Gooden),2,2
2,1,11:20.0,Shooting foul by J. Wall (drawn by B. Udrih),,2,2
3,1,11:20.0,B. Udrih makes free throw 1 of 2,,3,2
4,1,11:20.0,B. Udrih makes free throw 2 of 2,,4,2
5,1,11:02.0,,D. Gooden misses 2-pt jump shot from 18 ft,4,2
6,1,11:01.0,Defensive rebound by Team,,4,2
7,1,10:50.0,C. Lee misses 2-pt jump shot from 20 ft,,4,2
8,1,10:50.0,,Defensive rebound by Team,4,2
9,1,10:50.0,Loose ball foul by J. Green (drawn by M. Gortat),,4,2
10,1,10:36.0,,B. Beal misses 2-pt jump shot from 20 ft,4,2
11,1,10:35.0,Defensive rebound by J. Green,,4,2
12,1,10:21.0,C. Lee misses 2-pt jump shot from 7 ft,,4,2
13,1,10:20.0,,Defensive rebound by M. Gortat,4,2
14,1,10:08.0,,P. Pierce makes 2-pt jump shot from 16 ft,4,4
15,1,9:56.0,Shooting foul by B. Beal (drawn by C. Lee),,4,4
16,1,9:56.0,C. Lee makes free throw 1 of 2,,5,4
17,1,9:56.0,C. Lee makes free throw 2 of 2,,6,4
18,1,9:42.0,,M. Gortat makes 2-pt layup at rim (assist by B. Beal),6,6
19,1,9:25.0,B. Udrih makes 2-pt layup at rim (assist by C. Lee),,8,6
20,1,9:14.0,,D. Gooden misses 2-pt jump shot from 17 ft,8,6
21,1,9:13.0,,Offensive rebound by M. Gortat,8,6
22,1,9:11.0,,M. Gortat makes 2-pt jump shot from 4 ft,8,8
23,1,8:54.0,Personal foul by D. Gooden (drawn by B. Udrih),,8,8
24,1,8:49.0,J. Green misses 3-pt jump shot from 28 ft,,8,8
25,1,8:48.0,,Defensive rebound by B. Beal,8,8
26,1,8:39.0,,Turnover by J. Wall (bad pass),8,8
27,1,8:29.0,C. Lee misses 2-pt jump shot from 17 ft,,8,8
28,1,8:28.0,,Defensive rebound by B. Beal,8,8
29,1,8:19.0,,Turnover by B. Beal (lost ball; steal by K. Koufos),8,8
30,1,8:10.0,J. Green makes 3-pt jump shot from 26 ft (assist by B. Udrih),,11,8
31,1,7:56.0,,J. Wall makes 2-pt jump shot from 16 ft,11,10
32,1,7:37.0,J. Green makes 2-pt jump shot from 19 ft (assist by B. Udrih),,13,10
33,1,7:20.0,,M. Gortat misses 2-pt layup from 1 ft (block by J. Green),13,10
34,1,7:18.0,,Offensive rebound by D. Gooden,13,10
35,1,7:16.0,,D. Gooden makes 2-pt layup at rim,13,12
36,1,7:07.0,Memphis full timeout,,13,12
37,1,6:46.0,J. Green makes 2-pt jump shot from 4 ft,,15,12
38,1,6:26.0,,J. Wall misses 2-pt jump shot from 4 ft,15,12
39,1,6:25.0,Defensive rebound by J. Green,,15,12
40,1,6:14.0,C. Lee makes 2-pt jump shot from 19 ft (assist by K. Koufos),,17,12
41,1,5:59.0,Violation by K. Koufos (def goaltending),,17,12
42,1,5:59.0,,J. Wall makes 2-pt jump shot from 3 ft,17,14
43,1,5:39.0,K. Koufos makes 2-pt jump shot from 13 ft (assist by C. Lee),,19,14
44,1,5:22.0,,B. Beal misses 3-pt jump shot from 28 ft,19,14
45,1,5:20.0,Defensive rebound by K. Koufos,,19,14
46,1,5:10.0,J. Green misses 2-pt layup from 1 ft,,19,14
47,1,5:09.0,Offensive rebound by K. Koufos,,19,14
48,1,5:07.0,K. Koufos makes 2-pt tip-in from 1 ft,,21,14
49,1,4:46.0,,M. Gortat makes 2-pt jump shot from 5 ft (assist by D. Gooden),21,16
50,1,4:30.0,B. Udrih misses 2-pt layup at rim,,21,16
51,1,4:29.0,,Defensive rebound by D. Gooden,21,16
52,1,4:24.0,,B. Beal misses 2-pt jump shot from 4 ft (block by K. Koufos),21,16
53,1,4:20.0,Defensive rebound by J. Green,,21,16
54,1,4:19.0,Turnover by J. Green (bad pass; steal by J. Wall),,21,16
55,1,4:14.0,,J. Wall makes 2-pt jump shot from 17 ft,21,18
56,1,3:49.0,B. Udrih makes 2-pt jump shot from 19 ft,,23,18
57,1,3:39.0,,J. Wall misses 3-pt jump shot from 26 ft,23,18
58,1,3:38.0,Defensive rebound by B. Udrih,,23,18
59,1,3:29.0,K. Koufos makes 2-pt jump shot from 18 ft (assist by B. Udrih),,25,18
60,1,3:26.0,Violation by Team (delay of game),,25,18
61,1,3:26.0,,Washington full timeout,25,18
62,1,3:26.0,,O. Porter enters the game for P. Pierce,25,18
63,1,3:26.0,N. Calathes enters the game for J. Green,,25,18
64,1,3:26.0,J. Leuer enters the game for J. Green,,25,18
65,1,3:26.0,V. Carter enters the game for C. Lee,,25,18
66,1,3:26.0,,R. Butler enters the game for B. Beal,25,18
67,1,3:15.0,,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),25,20
68,1,3:15.0,,Shooting foul by J. Leuer (drawn by M. Gortat),25,20
69,1,3:15.0,,M. Gortat misses free throw 1 of 1,25,20
70,1,3:14.0,Defensive rebound by N. Calathes,,25,20
71,1,3:02.0,K. Koufos makes 2-pt dunk at rim (assist by N. Calathes),,27,20
72,1,2:39.0,,D. Gooden misses 2-pt jump shot from 17 ft,27,20
73,1,2:39.0,Defensive rebound by Team,,27,20
74,1,2:39.0,,K. Séraphin enters the game for D. Gooden,27,20
75,1,2:28.0,Personal foul by K. Séraphin (drawn by K. Koufos),,27,20
76,1,2:15.0,Shooting foul by R. Butler (drawn by B. Udrih),,27,20
77,1,2:15.0,B. Udrih makes free throw 1 of 2,,28,20
78,1,2:15.0,B. Udrih makes free throw 2 of 2,,29,20
79,1,1:58.0,,R. Butler misses 3-pt jump shot from 24 ft,29,20
80,1,1:57.0,Defensive rebound by N. Calathes,,29,20
81,1,1:45.0,V. Carter misses 3-pt jump shot from 26 ft,,29,20
82,1,1:44.0,Offensive rebound by K. Koufos,,29,20
83,1,1:34.0,J. Leuer misses 3-pt jump shot from 24 ft,,29,20
84,1,1:32.0,,Defensive rebound by J. Wall,29,20
85,1,1:26.0,,K. Séraphin makes 2-pt dunk at rim (assist by J. Wall),29,22
86,1,1:14.0,N. Calathes misses 3-pt jump shot from 25 ft,,29,22
87,1,1:13.0,,Defensive rebound by M. Gortat,29,22
88,1,1:04.0,,R. Butler misses 3-pt jump shot from 23 ft,29,22
89,1,1:02.0,Defensive rebound by N. Calathes,,29,22
90,1,0:45.0,V. Carter makes 2-pt jump shot from 11 ft,,31,22
91,1,0:36.0,,J. Wall makes 2-pt jump shot from 14 ft,31,24
92,1,0:18.0,J. Leuer makes 2-pt jump shot from 15 ft,,33,24
93,1,0:01.0,,J. Wall makes 2-pt jump shot from 17 ft,33,26
94,2,11:49.0,,Offensive foul by O. Porter (drawn by J. Adams),33,26
95,2,11:49.0,,Turnover by O. Porter (offensive foul),33,26
96,2,11:31.0,Turnover by J. Stokes (bad pass),,33,26
97,2,11:19.0,,D. Blair misses 2-pt jump shot from 6 ft,33,26
98,2,11:18.0,Defensive rebound by J. Stokes,,33,26
99,2,11:09.0,Turnover by J. Leuer (traveling),,33,26
100,2,10:52.0,,Shooting foul by J. Adams (drawn by O. Porter),33,26
101,2,10:52.0,,O. Porter makes free throw 1 of 2,33,27
102,2,10:52.0,,O. Porter misses free throw 2 of 2,33,27
103,2,10:51.0,,Offensive rebound by O. Porter,33,27
104,2,10:49.0,,O. Porter misses 2-pt jump shot from 5 ft,33,27
105,2,10:48.0,,Offensive rebound by K. Séraphin,33,27
106,2,10:45.0,,Turnover by K. Séraphin (lost ball; steal by J. Stokes),33,27
107,2,10:32.0,J. Adams misses 2-pt jump shot from 17 ft,,33,27
108,2,10:31.0,Offensive rebound by Team,,33,27
109,2,10:30.0,,B. Beal enters the game for R. Butler,33,27
110,2,10:19.0,J. Leuer misses 2-pt jump shot from 18 ft,,33,27
111,2,10:19.0,,Defensive rebound by Team,33,27
112,2,10:19.0,Loose ball foul by J. Stokes (drawn by B. Beal),,33,27
113,2,9:59.0,,O. Porter makes 2-pt layup from 1 ft (assist by D. Blair),33,29
114,2,9:45.0,V. Carter makes 3-pt jump shot from 29 ft (assist by N. Calathes),,36,29
115,2,9:34.0,,R. Sessions makes 2-pt layup at rim (assist by K. Séraphin),36,31
116,2,9:19.0,V. Carter misses 3-pt jump shot from 27 ft,,36,31
117,2,9:18.0,,Defensive rebound by R. Sessions,36,31
118,2,9:12.0,,R. Sessions makes 2-pt layup from 2 ft,36,33
119,2,9:04.0,Memphis full timeout,,36,33
