,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,INDIANA_ACTION,PHILADELPHIA_SCORE,INDIANA_SCORE
0,1,11:32.0,,R. Hibbert misses 2-pt jump shot from 20 ft,0,0
1,1,11:31.0,,Offensive rebound by D. West,0,0
2,1,11:29.0,,D. West makes 2-pt layup at rim,0,2
3,1,11:04.0,L. Mbah a Moute makes 2-pt layup from 1 ft,,2,2
4,1,10:48.0,,R. Hibbert makes 2-pt layup from 4 ft,2,4
5,1,10:33.0,J. Richardson misses 2-pt jump shot from 19 ft,,2,4
6,1,10:32.0,,Defensive rebound by D. West,2,4
7,1,10:19.0,,R. Hibbert misses 2-pt jump shot from 19 ft,2,4
8,1,10:19.0,Defensive rebound by N. Noel,,2,4
9,1,10:08.0,L. Mbah a Moute misses 2-pt jump shot from 20 ft,,2,4
10,1,10:07.0,,Defensive rebound by G. Hill,2,4
11,1,10:02.0,,G. Hill makes 2-pt layup from 2 ft,2,6
12,1,9:47.0,N. Noel misses 2-pt jump shot from 14 ft,,2,6
13,1,9:46.0,,Defensive rebound by D. West,2,6
14,1,9:41.0,,Personal block foul by J. Richardson (drawn by S. Hill),2,6
15,1,9:27.0,,Turnover by R. Hibbert (lost ball; steal by N. Noel),2,6
16,1,9:20.0,Turnover by L. Mbah a Moute (lost ball; steal by G. Hill),,2,6
17,1,9:06.0,,Shooting foul by N. Noel (drawn by R. Hibbert),2,6
18,1,9:06.0,,R. Hibbert makes free throw 1 of 2,2,7
19,1,9:06.0,,R. Hibbert makes free throw 2 of 2,2,8
20,1,8:54.0,L. Mbah a Moute misses 2-pt jump shot from 19 ft,,2,8
21,1,8:53.0,,Defensive rebound by G. Hill,2,8
22,1,8:49.0,,Turnover by G. Hill (lost ball; steal by I. Canaan),2,8
23,1,8:41.0,J. Richardson makes 3-pt jump shot from 24 ft (assist by I. Canaan),,5,8
24,1,8:20.0,,S. Hill misses 2-pt layup from 1 ft,5,8
25,1,8:19.0,Defensive rebound by N. Noel,,5,8
26,1,8:10.0,R. Covington misses 3-pt jump shot from 25 ft,,5,8
27,1,8:09.0,,Defensive rebound by R. Hibbert,5,8
28,1,7:55.0,,Personal foul by L. Mbah a Moute (drawn by D. West),5,8
29,1,7:48.0,,G. Hill makes 2-pt jump shot from 19 ft,5,10
30,1,7:40.0,I. Canaan misses 3-pt jump shot from 27 ft,,5,10
31,1,7:39.0,,Defensive rebound by S. Hill,5,10
32,1,7:32.0,,Shooting foul by R. Covington (drawn by D. Rudež),5,10
33,1,7:32.0,,D. Rudež makes free throw 1 of 3,5,11
34,1,7:32.0,,D. Rudež makes free throw 2 of 3,5,12
35,1,7:32.0,,D. Rudež makes free throw 3 of 3,5,13
36,1,7:32.0,Philadelphia full timeout,,5,13
37,1,7:15.0,R. Covington misses 2-pt jump shot from 13 ft,,5,13
38,1,7:13.0,,Defensive rebound by R. Hibbert,5,13
39,1,6:47.0,,G. Hill misses 3-pt jump shot from 22 ft,5,13
40,1,6:46.0,Defensive rebound by R. Covington,,5,13
41,1,6:34.0,I. Canaan misses 2-pt jump shot from 12 ft,,5,13
42,1,6:33.0,,Defensive rebound by R. Hibbert,5,13
43,1,6:26.0,,Personal foul by I. Canaan (drawn by G. Hill),5,13
44,1,6:26.0,,G. Hill misses free throw 1 of 2,5,13
45,1,6:26.0,,Offensive rebound by Team,5,13
46,1,6:26.0,,G. Hill misses free throw 2 of 2,5,13
47,1,6:24.0,Defensive rebound by R. Covington,,5,13
48,1,6:04.0,J. Richardson makes 2-pt jump shot from 12 ft,,7,13
49,1,5:45.0,,S. Hill makes 2-pt layup at rim (assist by D. West),7,15
50,1,5:38.0,Personal foul by D. Rudež (drawn by J. Richardson),,7,15
51,1,5:38.0,J. Grant enters the game for R. Covington,,7,15
52,1,5:27.0,Turnover by L. Mbah a Moute (bad pass; steal by R. Hibbert),,7,15
53,1,5:06.0,,G. Hill misses 3-pt jump shot from 23 ft,7,15
54,1,5:04.0,,Offensive rebound by R. Hibbert,7,15
55,1,5:04.0,,R. Hibbert misses 2-pt layup at rim,7,15
56,1,5:02.0,Defensive rebound by J. Grant,,7,15
57,1,4:55.0,Shooting foul by S. Hill (drawn by J. Grant),,7,15
58,1,4:55.0,J. Grant makes free throw 1 of 2,,8,15
59,1,4:55.0,,C. Miles enters the game for D. Rudež,8,15
60,1,4:55.0,T. Robinson enters the game for L. Mbah a Moute,,8,15
61,1,4:55.0,I. Smith enters the game for J. Richardson,,8,15
62,1,4:55.0,H. Thompson enters the game for I. Canaan,,8,15
63,1,4:55.0,J. Grant makes free throw 2 of 2,,9,15
64,1,4:46.0,,S. Hill misses 3-pt jump shot from 24 ft,9,15
65,1,4:44.0,Defensive rebound by J. Grant,,9,15
66,1,4:31.0,N. Noel misses 2-pt jump shot from 19 ft,,9,15
67,1,4:30.0,,Defensive rebound by G. Hill,9,15
68,1,4:18.0,,D. West misses 2-pt jump shot from 12 ft,9,15
69,1,4:15.0,Defensive rebound by J. Grant,,9,15
70,1,4:03.0,J. Grant misses 3-pt jump shot from 26 ft,,9,15
71,1,4:01.0,Offensive rebound by J. Grant,,9,15
72,1,3:57.0,Shooting foul by R. Hibbert (drawn by N. Noel),,9,15
73,1,3:57.0,,Indiana full timeout,9,15
74,1,3:57.0,,I. Mahinmi enters the game for R. Hibbert,9,15
75,1,3:57.0,,R. Stuckey enters the game for S. Hill,9,15
