,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MILWAUKEE_ACTION,SACRAMENTO_SCORE,MILWAUKEE_SCORE
77,1,3:30.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,18,19
78,1,3:29.0,Defensive rebound by D. Williams,,18,19
79,1,3:24.0,D. Cousins misses 2-pt layup from 1 ft,,18,19
80,1,3:22.0,,Defensive rebound by Z. Pachulia,18,19
81,1,3:15.0,,G. Antetokounmpo makes 2-pt layup at rim,18,21
82,1,3:05.0,N. Stauskas misses 3-pt jump shot from 23 ft,,18,21
83,1,3:03.0,Offensive rebound by D. Cousins,,18,21
84,1,3:02.0,D. Cousins makes 2-pt layup at rim,,20,21
85,1,2:38.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by K. Middleton),20,24
86,1,2:17.0,R. Sessions misses 2-pt layup from 1 ft,,20,24
87,1,2:15.0,,Defensive rebound by G. Antetokounmpo,20,24
88,1,2:00.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by B. Knight),20,27
89,1,2:00.0,Sacramento full timeout,,20,27
90,1,2:00.0,,Milwaukee full timeout,20,27
91,1,2:00.0,J. Thompson enters the game for D. Cousins,,20,27
92,1,2:00.0,R. McCallum enters the game for R. Sessions,,20,27
93,1,2:00.0,,O. Mayo enters the game for K. Middleton,20,27
94,1,1:44.0,R. Gay misses 3-pt jump shot from 26 ft,,20,27
95,1,1:44.0,Offensive rebound by Team,,20,27
96,1,1:44.0,,Loose ball foul by Z. Pachulia (drawn by J. Thompson),20,27
97,1,1:32.0,D. Williams makes 2-pt jump shot from 16 ft (assist by N. Stauskas),,22,27
98,1,1:15.0,,Shooting block foul by N. Stauskas (drawn by O. Mayo),22,27
99,1,1:15.0,,O. Mayo makes free throw 1 of 2,22,28
100,1,1:15.0,,O. Mayo makes free throw 2 of 2,22,29
101,1,0:58.0,R. Gay makes 2-pt jump shot from 16 ft (assist by J. Thompson),,24,29
102,1,0:36.0,,Z. Pachulia misses 2-pt layup at rim,24,29
103,1,0:34.0,Defensive rebound by D. Williams,,24,29
104,1,0:28.0,R. McCallum makes 2-pt layup at rim (assist by J. Thompson),,26,29
105,1,0:05.0,,G. Antetokounmpo misses 2-pt jump shot from 4 ft,26,29
106,1,0:04.0,,Offensive rebound by G. Antetokounmpo,26,29
107,1,0:03.0,,Turnover by Team (shot clock),26,29
108,1,0:00.0,R. McCallum makes 3-pt jump shot from 27 ft,,29,29
109,2,11:48.0,J. Thompson misses 2-pt jump shot from 11 ft,,29,29
110,2,11:47.0,,Defensive rebound by Z. Pachulia,29,29
111,2,11:33.0,,O. Mayo misses 2-pt hook shot from 1 ft,29,29
112,2,11:32.0,Defensive rebound by C. Landry,,29,29
113,2,11:26.0,Turnover by R. McCallum (lost ball; steal by J. Bayless),,29,29
114,2,11:19.0,,Turnover by J. Bayless (bad pass; steal by N. Stauskas),29,29
115,2,11:16.0,Shooting foul by E. İlyasova (drawn by N. Stauskas),,29,29
116,2,11:16.0,N. Stauskas makes free throw 1 of 2,,30,29
117,2,11:16.0,N. Stauskas makes free throw 2 of 2,,31,29
118,2,11:03.0,,E. İlyasova makes 2-pt jump shot from 16 ft (assist by O. Mayo),31,31
119,2,10:45.0,D. Williams makes 3-pt jump shot from 27 ft,,34,31
120,2,10:18.0,,Z. Pachulia makes 2-pt jump shot from 3 ft,34,33
121,2,10:02.0,C. Landry misses 2-pt jump shot from 17 ft,,34,33
122,2,10:00.0,Offensive rebound by J. Thompson,,34,33
123,2,9:59.0,J. Thompson makes 2-pt layup at rim,,36,33
124,2,9:59.0,Shooting foul by E. İlyasova (drawn by J. Thompson),,36,33
125,2,9:59.0,,J. O'Bryant enters the game for E. İlyasova,36,33
126,2,9:59.0,J. Thompson misses free throw 1 of 1,,36,33
127,2,9:58.0,,Defensive rebound by J. O'Bryant,36,33
128,2,9:47.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by O. Mayo),36,35
129,2,9:28.0,R. McCallum misses 2-pt jump shot from 15 ft,,36,35
130,2,9:26.0,Offensive rebound by J. Thompson,,36,35
131,2,9:23.0,Turnover by J. Thompson (bad pass; steal by O. Mayo),,36,35
132,2,9:20.0,,O. Mayo makes 2-pt layup at rim,36,37
133,2,9:06.0,Turnover by J. Thompson (bad pass; steal by J. Bayless),,36,37
134,2,9:02.0,,Shooting foul by R. McCallum (drawn by J. Bayless),36,37
135,2,9:02.0,,J. Bayless makes free throw 1 of 2,36,38
136,2,9:02.0,B. McLemore enters the game for N. Stauskas,,36,38
137,2,9:02.0,,K. Middleton enters the game for G. Antetokounmpo,36,38
138,2,9:02.0,,J. Bayless makes free throw 2 of 2,36,39
139,2,8:49.0,C. Landry makes 2-pt jump shot from 17 ft (assist by R. McCallum),,38,39
140,2,8:34.0,,O. Mayo makes 2-pt jump shot from 18 ft (assist by J. Bayless),38,41
141,2,8:22.0,C. Landry misses 2-pt jump shot from 16 ft,,38,41
142,2,8:20.0,,Defensive rebound by J. O'Bryant,38,41
143,2,8:00.0,,J. O'Bryant misses 2-pt layup at rim,38,41
144,2,7:58.0,Defensive rebound by J. Thompson,,38,41
145,2,7:44.0,Turnover by J. Thompson (lost ball; steal by Z. Pachulia),,38,41
146,2,7:37.0,,O. Mayo misses 3-pt jump shot from 24 ft,38,41
147,2,7:35.0,Defensive rebound by R. McCallum,,38,41
148,2,7:31.0,B. McLemore misses 2-pt jump shot from 11 ft,,38,41
149,2,7:29.0,,Defensive rebound by Z. Pachulia,38,41
150,2,7:25.0,,O. Mayo misses 2-pt layup at rim,38,41
151,2,7:23.0,Defensive rebound by D. Williams,,38,41
152,2,7:18.0,C. Landry misses 2-pt layup from 2 ft,,38,41
153,2,7:17.0,,Defensive rebound by J. O'Bryant,38,41
154,2,7:11.0,,O. Mayo makes 2-pt layup at rim (assist by K. Middleton),38,43
155,2,7:05.0,Personal take foul by J. Bayless (drawn by R. McCallum),,38,43
156,2,7:05.0,Official timeout,,38,43
157,2,7:05.0,,J. Gutiérrez enters the game for J. Bayless,38,43
158,2,7:05.0,,J. Henson enters the game for Z. Pachulia,38,43
159,2,7:05.0,D. Cousins enters the game for J. Thompson,,38,43
160,2,6:52.0,D. Cousins misses 2-pt layup at rim (block by J. Henson),,38,43
161,2,6:50.0,,Defensive rebound by K. Middleton,38,43
162,2,6:32.0,,O. Mayo misses 2-pt jump shot from 7 ft,38,43
163,2,6:30.0,Defensive rebound by D. Cousins,,38,43
164,2,6:18.0,D. Cousins makes 2-pt jump shot from 4 ft (assist by D. Williams),,40,43
165,2,6:18.0,Shooting foul by J. O'Bryant (drawn by D. Cousins),,40,43
166,2,6:18.0,D. Cousins misses free throw 1 of 1,,40,43
167,2,6:17.0,Offensive rebound by C. Landry,,40,43
168,2,6:12.0,B. McLemore misses 3-pt jump shot from 25 ft,,40,43
169,2,6:11.0,,Defensive rebound by O. Mayo,40,43
170,2,6:06.0,,Turnover by O. Mayo (bad pass; steal by R. McCallum),40,43
171,2,6:02.0,R. McCallum makes 2-pt layup at rim,,42,43
172,2,5:47.0,,O. Mayo misses 2-pt layup at rim,42,43
173,2,5:45.0,Defensive rebound by D. Cousins,,42,43
174,2,5:36.0,C. Landry makes 2-pt jump shot from 13 ft (assist by D. Cousins),,44,43
175,2,5:18.0,,O. Mayo makes 3-pt jump shot from 23 ft (assist by J. O'Bryant),44,46
176,2,5:04.0,Turnover by D. Cousins (bad pass; steal by K. Middleton),,44,46
177,2,4:59.0,,K. Middleton misses 2-pt jump shot from 3 ft,44,46
178,2,4:57.0,,Offensive rebound by O. Mayo,44,46
179,2,4:57.0,,O. Mayo misses 2-pt layup at rim,44,46
180,2,4:56.0,,Offensive rebound by O. Mayo,44,46
181,2,4:56.0,,J. O'Bryant makes 2-pt layup at rim (assist by O. Mayo),44,48
182,2,4:56.0,,Shooting foul by D. Williams (drawn by J. O'Bryant),44,48
183,2,4:56.0,,Milwaukee full timeout,44,48
184,2,4:56.0,,B. Knight enters the game for O. Mayo,44,48
185,2,4:56.0,R. Gay enters the game for D. Williams,,44,48
186,2,4:56.0,,J. O'Bryant misses free throw 1 of 1,44,48
187,2,4:51.0,Defensive rebound by B. McLemore,,44,48
188,2,4:39.0,D. Cousins misses 2-pt jump shot from 18 ft,,44,48
189,2,4:38.0,,Defensive rebound by K. Middleton,44,48
190,2,4:24.0,,B. Knight makes 2-pt jump shot from 18 ft,44,50
191,2,4:03.0,C. Landry misses 2-pt jump shot from 17 ft,,44,50
192,2,4:00.0,Offensive rebound by Team,,44,50
193,2,3:54.0,D. Cousins misses 2-pt jump shot from 16 ft,,44,50
194,2,3:53.0,,Defensive rebound by K. Middleton,44,50
195,2,3:42.0,,J. O'Bryant misses 2-pt jump shot from 18 ft (block by D. Cousins),44,50
196,2,3:40.0,,Offensive rebound by J. Henson,44,50
197,2,3:39.0,,J. Henson makes 2-pt layup at rim,44,52
198,2,3:28.0,D. Cousins misses 2-pt layup at rim,,44,52
199,2,3:27.0,,Defensive rebound by J. Henson,44,52
200,2,3:20.0,,J. O'Bryant makes 2-pt layup at rim (assist by J. Gutiérrez),44,54
201,2,3:03.0,R. McCallum makes 3-pt jump shot from 23 ft (assist by R. Gay),,47,54
202,2,2:50.0,,Shooting foul by D. Cousins (drawn by J. Henson),47,54
203,2,2:50.0,Sacramento full timeout,,47,54
204,2,2:50.0,,G. Antetokounmpo enters the game for K. Middleton,47,54
205,2,2:50.0,,J. Dudley enters the game for J. O'Bryant,47,54
206,2,2:50.0,,J. Henson makes free throw 1 of 2,47,55
207,2,2:50.0,D. Williams enters the game for B. McLemore,,47,55
208,2,2:50.0,R. Sessions enters the game for C. Landry,,47,55
209,2,2:50.0,,J. Henson makes free throw 2 of 2,47,56
210,2,2:28.0,Turnover by D. Williams (bad pass; steal by J. Gutiérrez),,47,56
211,2,2:28.0,,Turnover by J. Gutiérrez (step out of bounds),47,56
212,2,2:23.0,R. Gay misses 2-pt jump shot from 6 ft,,47,56
213,2,2:22.0,,Defensive rebound by G. Antetokounmpo,47,56
214,2,2:13.0,,J. Henson makes 2-pt dunk at rim (assist by J. Gutiérrez),47,58
215,2,1:52.0,D. Cousins makes 2-pt layup at rim (assist by R. McCallum),,49,58
216,2,1:27.0,,Shooting foul by R. Sessions (drawn by J. Dudley),49,58
217,2,1:27.0,,J. Dudley makes free throw 1 of 2,49,59
218,2,1:27.0,,J. Dudley makes free throw 2 of 2,49,60
219,2,1:10.0,D. Williams misses 3-pt jump shot from 25 ft,,49,60
220,2,1:09.0,,Defensive rebound by B. Knight,49,60
221,2,1:03.0,,Turnover by B. Knight (bad pass),49,60
222,2,0:44.0,R. Sessions misses 2-pt jump shot from 4 ft,,49,60
223,2,0:43.0,,Defensive rebound by B. Knight,49,60
224,2,0:38.0,,J. Gutiérrez misses 2-pt layup from 2 ft,49,60
225,2,0:36.0,,Offensive rebound by B. Knight,49,60
226,2,0:31.0,,J. Henson misses 2-pt hook shot from 5 ft,49,60
227,2,0:30.0,Defensive rebound by D. Cousins,,49,60
228,2,0:30.0,,Loose ball foul by J. Henson (drawn by D. Cousins),49,60
229,2,0:30.0,D. Cousins makes free throw 1 of 2,,50,60
230,2,0:30.0,D. Cousins makes free throw 2 of 2,,51,60
231,2,0:10.0,,Turnover by G. Antetokounmpo (traveling),51,60
232,2,0:03.0,Turnover by R. McCallum (step out of bounds),,51,60
233,2,0:00.0,,G. Antetokounmpo misses 3-pt jump shot from 32 ft,51,60
234,2,0:00.0,,Offensive rebound by Team,51,60
235,3,11:38.0,B. McLemore misses 2-pt layup at rim,,51,60
236,3,11:36.0,Offensive rebound by R. Gay,,51,60
237,3,11:28.0,Turnover by R. Gay (bad pass),,51,60
238,3,11:13.0,,K. Middleton misses 2-pt jump shot from 16 ft,51,60
239,3,11:12.0,Defensive rebound by D. Cousins,,51,60
240,3,11:00.0,Turnover by R. Sessions (bad pass; steal by G. Antetokounmpo),,51,60
241,3,10:57.0,,G. Antetokounmpo makes 2-pt dunk at rim,51,62
242,3,10:32.0,O. Casspi misses 3-pt jump shot from 23 ft,,51,62
243,3,10:29.0,,Defensive rebound by J. Dudley,51,62
244,3,10:22.0,,Offensive foul by G. Antetokounmpo (drawn by R. Gay),51,62
245,3,10:22.0,,Turnover by G. Antetokounmpo (offensive foul),51,62
246,3,10:09.0,R. Gay makes 2-pt hook shot from 6 ft (assist by R. Sessions),,53,62
247,3,9:51.0,,J. Henson misses 2-pt hook shot from 6 ft,53,62
248,3,9:50.0,Defensive rebound by O. Casspi,,53,62
249,3,9:40.0,O. Casspi makes 2-pt layup at rim (assist by R. Sessions),,55,62
250,3,9:25.0,,B. Knight misses 3-pt jump shot from 25 ft,55,62
251,3,9:24.0,,Offensive rebound by K. Middleton,55,62
252,3,9:24.0,Loose ball foul by D. Cousins (drawn by K. Middleton),,55,62
253,3,9:18.0,,B. Knight misses 2-pt jump shot from 18 ft,55,62
254,3,9:17.0,Defensive rebound by D. Cousins,,55,62
255,3,9:06.0,R. Sessions misses 2-pt layup at rim,,55,62
256,3,9:05.0,Offensive rebound by O. Casspi,,55,62
257,3,9:03.0,O. Casspi makes 2-pt tip-in at rim,,57,62
258,3,8:47.0,,Personal foul by B. McLemore (drawn by K. Middleton),57,62
259,3,8:43.0,,G. Antetokounmpo misses 2-pt layup at rim,57,62
260,3,8:41.0,Defensive rebound by R. Gay,,57,62
261,3,8:37.0,B. McLemore misses 2-pt dunk at rim,,57,62
262,3,8:35.0,,Defensive rebound by J. Dudley,57,62
263,3,8:27.0,,B. Knight makes 2-pt layup at rim,57,64
264,3,8:00.0,Shooting foul by J. Henson (drawn by D. Cousins),,57,64
265,3,8:00.0,D. Cousins makes free throw 1 of 2,,58,64
266,3,8:00.0,D. Cousins makes free throw 2 of 2,,59,64
267,3,7:48.0,,Turnover by B. Knight (lost ball),59,64
268,3,7:30.0,Shooting block foul by J. Henson (drawn by D. Cousins),,59,64
269,3,7:30.0,,Technical foul by J. Henson,59,64
270,3,7:30.0,R. Gay makes technical free throw,,60,64
271,3,7:30.0,D. Cousins makes free throw 1 of 2,,61,64
272,3,7:30.0,,Z. Pachulia enters the game for J. Henson,61,64
273,3,7:30.0,D. Cousins makes free throw 2 of 2,,62,64
274,3,7:20.0,,K. Middleton makes 2-pt jump shot from 18 ft (assist by B. Knight),62,66
275,3,7:08.0,D. Cousins makes 2-pt layup at rim (assist by R. Sessions),,64,66
276,3,6:55.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,64,66
277,3,6:54.0,Defensive rebound by D. Cousins,,64,66
278,3,6:48.0,Turnover by D. Cousins (lost ball; steal by K. Middleton),,64,66
279,3,6:44.0,,B. Knight makes 2-pt layup at rim (assist by K. Middleton),64,68
280,3,6:23.0,Turnover by D. Cousins (bad pass),,64,68
281,3,6:20.0,,Turnover by B. Knight (bad pass; steal by B. McLemore),64,68
282,3,6:00.0,O. Casspi misses 2-pt jump shot from 4 ft,,64,68
283,3,5:59.0,,Defensive rebound by Z. Pachulia,64,68
284,3,5:59.0,,Milwaukee full timeout,64,68
285,3,5:50.0,,Shooting foul by B. McLemore (drawn by K. Middleton),64,68
286,3,5:50.0,,K. Middleton makes free throw 1 of 2,64,69
287,3,5:50.0,D. Williams enters the game for B. McLemore,,64,69
288,3,5:50.0,,K. Middleton makes free throw 2 of 2,64,70
289,3,5:24.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. Cousins),,67,70
290,3,5:12.0,,K. Middleton misses 3-pt jump shot from 26 ft,67,70
291,3,5:11.0,Defensive rebound by D. Cousins,,67,70
292,3,5:04.0,Turnover by R. Sessions (bad pass),,67,70
293,3,4:52.0,,Z. Pachulia makes 2-pt layup at rim (assist by B. Knight),67,72
294,3,4:29.0,O. Casspi misses 2-pt hook shot from 5 ft,,67,72
295,3,4:27.0,,Defensive rebound by G. Antetokounmpo,67,72
296,3,4:21.0,,G. Antetokounmpo makes 2-pt layup at rim,67,74
297,3,4:21.0,,Shooting foul by R. Gay (drawn by G. Antetokounmpo),67,74
298,3,4:21.0,R. McCallum enters the game for R. Sessions,,67,74
299,3,4:21.0,,O. Mayo enters the game for K. Middleton,67,74
300,3,4:21.0,,G. Antetokounmpo makes free throw 1 of 1,67,75
301,3,4:06.0,Personal foul by Z. Pachulia (drawn by D. Cousins),,67,75
302,3,4:06.0,,Personal foul by D. Cousins,67,75
303,3,4:06.0,J. Thompson enters the game for D. Cousins,,67,75
304,3,3:59.0,Personal foul by G. Antetokounmpo (drawn by R. Gay),,67,75
305,3,3:53.0,R. Gay misses 2-pt jump shot from 7 ft,,67,75
306,3,3:52.0,,Defensive rebound by Z. Pachulia,67,75
307,3,3:40.0,,J. Dudley makes 2-pt layup at rim (assist by Z. Pachulia),67,77
308,3,3:40.0,Sacramento full timeout,,67,77
309,3,3:36.0,C. Landry enters the game for O. Casspi,,67,77
310,3,3:19.0,Turnover by R. Gay (lost ball),,67,77
311,3,3:03.0,,B. Knight makes 2-pt jump shot from 15 ft,67,79
312,3,2:38.0,R. McCallum misses 2-pt jump shot from 16 ft,,67,79
313,3,2:36.0,,Defensive rebound by J. Dudley,67,79
314,3,2:30.0,,O. Mayo misses 3-pt jump shot from 25 ft,67,79
315,3,2:29.0,Defensive rebound by R. Gay,,67,79
316,3,2:21.0,Turnover by R. Gay (lost ball; steal by G. Antetokounmpo),,67,79
317,3,2:18.0,,B. Knight makes 2-pt dunk at rim (assist by J. Dudley),67,81
318,3,1:55.0,J. Thompson makes 2-pt jump shot from 19 ft (assist by R. McCallum),,69,81
319,3,1:39.0,,B. Knight misses 3-pt jump shot from 26 ft,69,81
320,3,1:38.0,Defensive rebound by R. Gay,,69,81
321,3,1:27.0,Shooting block foul by J. Dudley (drawn by D. Williams),,69,81
322,3,1:27.0,D. Williams misses free throw 1 of 2,,69,81
323,3,1:27.0,Offensive rebound by Team,,69,81
324,3,1:27.0,,J. O'Bryant enters the game for J. Dudley,69,81
325,3,1:27.0,D. Williams misses free throw 2 of 2,,69,81
326,3,1:26.0,,Defensive rebound by G. Antetokounmpo,69,81
327,3,1:12.0,,B. Knight makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),69,84
328,3,0:51.0,D. Williams misses 3-pt jump shot from 27 ft,,69,84
329,3,0:49.0,Offensive rebound by R. Gay,,69,84
330,3,0:32.0,R. McCallum misses 3-pt jump shot from 26 ft,,69,84
331,3,0:29.0,,Defensive rebound by J. O'Bryant,69,84
332,3,0:07.0,,B. Knight makes 3-pt jump shot from 25 ft,69,87
333,3,0:00.0,D. Williams misses 3-pt jump shot from 27 ft,,69,87
334,3,0:00.0,Offensive rebound by J. Thompson,,69,87
335,4,11:43.0,,Z. Pachulia makes 2-pt jump shot from 15 ft (assist by J. Gutiérrez),69,89
336,4,11:18.0,R. McCallum misses 2-pt jump shot from 16 ft,,69,89
337,4,11:17.0,Offensive rebound by J. Thompson,,69,89
338,4,11:17.0,J. Thompson makes 2-pt tip-in from 1 ft,,71,89
339,4,10:58.0,,O. Mayo makes 3-pt jump shot from 23 ft (assist by J. O'Bryant),71,92
340,4,10:41.0,D. Cousins makes 2-pt jump shot from 18 ft (assist by R. McCallum),,73,92
341,4,10:21.0,,J. Gutiérrez makes 2-pt jump shot from 18 ft (assist by O. Mayo),73,94
342,4,10:11.0,Personal foul by J. Gutiérrez (drawn by R. McCallum),,73,94
343,4,9:58.0,B. McLemore misses 3-pt jump shot from 23 ft,,73,94
344,4,9:57.0,,Defensive rebound by G. Antetokounmpo,73,94
345,4,9:45.0,,O. Mayo misses 2-pt jump shot from 15 ft,73,94
346,4,9:44.0,Defensive rebound by D. Cousins,,73,94
347,4,9:29.0,D. Cousins misses 2-pt layup at rim,,73,94
348,4,9:27.0,,Defensive rebound by Z. Pachulia,73,94
349,4,9:14.0,,Turnover by J. O'Bryant (lost ball; steal by J. Thompson),73,94
350,4,9:11.0,Personal foul by G. Antetokounmpo (drawn by D. Williams),,73,94
351,4,9:11.0,D. Williams makes free throw 1 of 2,,74,94
352,4,9:11.0,R. Sessions enters the game for R. McCallum,,74,94
353,4,9:11.0,,K. Middleton enters the game for G. Antetokounmpo,74,94
354,4,9:11.0,D. Williams makes free throw 2 of 2,,75,94
355,4,8:56.0,,K. Middleton misses 2-pt jump shot from 15 ft,75,94
356,4,8:55.0,Defensive rebound by D. Cousins,,75,94
357,4,8:37.0,D. Williams misses 2-pt jump shot from 15 ft,,75,94
358,4,8:36.0,Offensive rebound by J. Thompson,,75,94
359,4,8:36.0,Shooting foul by O. Mayo (drawn by J. Thompson),,75,94
360,4,8:36.0,Official timeout,,75,94
361,4,8:36.0,R. Gay enters the game for D. Williams,,75,94
362,4,8:36.0,J. Thompson makes free throw 1 of 2,,76,94
363,4,8:36.0,J. Thompson misses free throw 2 of 2,,76,94
364,4,8:35.0,,Defensive rebound by J. Gutiérrez,76,94
365,4,8:20.0,,Shooting block foul by R. Gay (drawn by J. O'Bryant),76,94
366,4,8:20.0,,J. O'Bryant misses free throw 1 of 2,76,94
367,4,8:20.0,,Offensive rebound by Team,76,94
368,4,8:20.0,,J. O'Bryant misses free throw 2 of 2,76,94
369,4,8:19.0,Defensive rebound by J. Thompson,,76,94
370,4,7:55.0,D. Cousins makes 2-pt hook shot from 2 ft (assist by R. Sessions),,78,94
371,4,7:38.0,,J. O'Bryant misses 2-pt layup at rim (block by J. Thompson),78,94
372,4,7:35.0,Defensive rebound by R. Sessions,,78,94
373,4,7:34.0,B. McLemore makes 2-pt layup at rim (assist by R. Sessions),,80,94
374,4,7:05.0,,Z. Pachulia misses 2-pt jump shot from 17 ft,80,94
375,4,7:04.0,Defensive rebound by D. Cousins,,80,94
376,4,7:02.0,Personal foul by Z. Pachulia (drawn by R. Sessions),,80,94
377,4,7:02.0,,J. Dudley enters the game for J. O'Bryant,80,94
378,4,6:41.0,Turnover by D. Cousins (bad pass),,80,94
379,4,6:41.0,,J. Henson enters the game for Z. Pachulia,80,94
380,4,6:21.0,,Shooting foul by B. McLemore (drawn by O. Mayo),80,94
381,4,6:21.0,,O. Mayo makes free throw 1 of 3,80,95
