,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHARLOTTE_ACTION,MILWAUKEE_SCORE,CHARLOTTE_SCORE
44,1,6:25.0,Defensive rebound by Z. Pachulia,,12,14
45,1,6:16.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by B. Knight),,14,14
46,1,6:01.0,,A. Jefferson misses 2-pt jump shot from 11 ft,14,14
47,1,6:00.0,Defensive rebound by G. Antetokounmpo,,14,14
48,1,5:53.0,B. Knight misses 2-pt jump shot from 15 ft,,14,14
49,1,5:52.0,,Defensive rebound by M. Kidd-Gilchrist,14,14
50,1,5:46.0,,Personal foul by G. Antetokounmpo (drawn by M. Kidd-Gilchrist),14,14
51,1,5:46.0,O. Mayo enters the game for K. Middleton,,14,14
52,1,5:36.0,,A. Jefferson misses 2-pt hook shot from 5 ft,14,14
53,1,5:35.0,Defensive rebound by Z. Pachulia,,14,14
54,1,5:19.0,B. Knight makes 3-pt jump shot from 25 ft (assist by J. Dudley),,17,14
55,1,4:50.0,,G. Henderson misses 3-pt jump shot from 22 ft,17,14
56,1,4:49.0,Defensive rebound by B. Knight,,17,14
57,1,4:44.0,O. Mayo misses 2-pt layup from 2 ft (block by K. Walker),,17,14
58,1,4:43.0,Offensive rebound by Team,,17,14
59,1,4:43.0,,M. Williams enters the game for C. Zeller,17,14
60,1,4:31.0,Turnover by B. Knight (bad pass),,17,14
61,1,4:16.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,17,14
62,1,4:14.0,Defensive rebound by G. Antetokounmpo,,17,14
63,1,4:11.0,Offensive foul by O. Mayo (drawn by G. Henderson),,17,14
64,1,4:11.0,Turnover by O. Mayo (offensive foul),,17,14
65,1,3:53.0,,M. Williams misses 3-pt jump shot from 25 ft,17,14
66,1,3:52.0,Defensive rebound by O. Mayo,,17,14
67,1,3:43.0,Shooting foul by K. Walker (drawn by J. Dudley),,17,14
68,1,3:43.0,J. Dudley makes free throw 1 of 2,,18,14
69,1,3:43.0,J. Henson enters the game for Z. Pachulia,,18,14
70,1,3:43.0,,G. Neal enters the game for A. Jefferson,18,14
71,1,3:43.0,,B. Biyombo enters the game for G. Henderson,18,14
72,1,3:43.0,J. Dudley makes free throw 2 of 2,,19,14
73,1,3:19.0,,M. Williams misses 2-pt layup from 2 ft (block by G. Antetokounmpo),19,14
74,1,3:17.0,Defensive rebound by B. Knight,,19,14
75,1,3:10.0,B. Knight misses 2-pt jump shot from 15 ft,,19,14
76,1,3:09.0,,Defensive rebound by M. Williams,19,14
77,1,3:02.0,,G. Neal misses 3-pt jump shot from 25 ft,19,14
78,1,3:00.0,Defensive rebound by J. Dudley,,19,14
79,1,2:53.0,,Charlotte full timeout,19,14
80,1,2:53.0,,P. Hairston enters the game for M. Kidd-Gilchrist,19,14
81,1,2:50.0,Turnover by O. Mayo (lost ball; steal by M. Williams),,19,14
82,1,2:28.0,,K. Walker misses 2-pt layup from 1 ft (block by J. Henson),19,14
83,1,2:28.0,,Offensive rebound by Team,19,14
84,1,2:25.0,,M. Williams misses 2-pt jump shot from 17 ft,19,14
85,1,2:24.0,,Offensive rebound by G. Neal,19,14
86,1,2:15.0,,K. Walker misses 2-pt jump shot from 18 ft,19,14
87,1,2:15.0,Defensive rebound by Team,,19,14
88,1,2:15.0,,Loose ball foul by B. Biyombo (drawn by J. Henson),19,14
89,1,2:08.0,Personal foul by P. Hairston (drawn by J. Henson),,19,14
90,1,2:05.0,O. Mayo makes 2-pt jump shot from 16 ft,,21,14
91,1,2:05.0,,Loose ball foul by G. Neal (drawn by J. Dudley),21,14
92,1,2:05.0,J. Dudley makes free throw 1 of 1,,22,14
93,1,1:48.0,,M. Williams misses 2-pt jump shot from 20 ft,22,14
94,1,1:47.0,,Offensive rebound by B. Biyombo,22,14
95,1,1:43.0,,P. Hairston misses 3-pt jump shot from 25 ft,22,14
96,1,1:42.0,Defensive rebound by J. Dudley,,22,14
97,1,1:34.0,G. Antetokounmpo makes 2-pt layup at rim,,24,14
98,1,1:20.0,,Shooting foul by B. Knight (drawn by K. Walker),24,14
99,1,1:20.0,,K. Walker makes free throw 1 of 2,24,15
100,1,1:20.0,J. Bayless enters the game for B. Knight,,24,15
101,1,1:20.0,K. Middleton enters the game for G. Antetokounmpo,,24,15
102,1,1:20.0,,K. Walker makes free throw 2 of 2,24,16
103,1,1:02.0,,Violation by M. Williams (kicked ball),24,16
104,1,0:50.0,J. Henson misses 2-pt layup from 1 ft (block by B. Biyombo),,24,16
105,1,0:50.0,Offensive rebound by Team,,24,16
106,1,0:49.0,Shooting foul by G. Neal (drawn by O. Mayo),,24,16
107,1,0:49.0,O. Mayo misses free throw 1 of 2,,24,16
108,1,0:49.0,Offensive rebound by Team,,24,16
109,1,0:49.0,O. Mayo makes free throw 2 of 2,,25,16
110,1,0:43.0,,K. Walker misses 2-pt layup from 2 ft,25,16
111,1,0:41.0,Defensive rebound by K. Middleton,,25,16
112,1,0:35.0,K. Middleton misses 3-pt jump shot from 25 ft,,25,16
113,1,0:33.0,,Defensive rebound by B. Biyombo,25,16
114,1,0:17.0,,Shooting foul by J. Bayless (drawn by K. Walker),25,16
115,1,0:17.0,,K. Walker makes free throw 1 of 2,25,17
116,1,0:17.0,,K. Walker makes free throw 2 of 2,25,18
117,1,0:04.0,J. Bayless misses 2-pt jump shot from 21 ft,,25,18
118,1,0:03.0,,Defensive rebound by P. Hairston,25,18
119,2,11:44.0,K. Middleton misses 3-pt jump shot from 25 ft,,25,18
120,2,11:43.0,,Defensive rebound by M. Williams,25,18
121,2,11:35.0,,B. Roberts makes 2-pt jump shot from 20 ft,25,20
122,2,11:17.0,J. Bayless misses 2-pt jump shot from 9 ft,,25,20
123,2,11:16.0,,Defensive rebound by B. Roberts,25,20
124,2,11:12.0,,Personal foul by J. Bayless (drawn by B. Roberts),25,20
125,2,10:59.0,,Personal foul by K. Marshall (drawn by B. Roberts),25,20
126,2,10:50.0,,Charlotte full timeout,25,20
127,2,10:45.0,,B. Biyombo misses 2-pt jump shot from 3 ft (block by J. Henson),25,20
128,2,10:45.0,,Offensive rebound by B. Biyombo,25,20
129,2,10:45.0,,Turnover by Team (shot clock),25,20
130,2,10:37.0,J. Henson misses 2-pt layup from 2 ft (block by B. Biyombo),,25,20
131,2,10:37.0,Offensive rebound by Team,,25,20
132,2,10:34.0,O. Mayo misses 2-pt jump shot from 20 ft,,25,20
133,2,10:33.0,,Defensive rebound by B. Roberts,25,20
134,2,10:25.0,,Turnover by B. Roberts (bad pass; steal by J. Bayless),25,20
135,2,10:21.0,Turnover by O. Mayo (bad pass; steal by M. Williams),,25,20
136,2,10:16.0,,B. Roberts misses 3-pt jump shot from 26 ft,25,20
137,2,10:13.0,Defensive rebound by O. Mayo,,25,20
138,2,10:08.0,J. Bayless misses 3-pt jump shot from 23 ft,,25,20
139,2,10:05.0,,Defensive rebound by M. Williams,25,20
140,2,9:54.0,,P. Hairston misses 2-pt jump shot from 17 ft,25,20
141,2,9:52.0,,Offensive rebound by B. Biyombo,25,20
142,2,9:46.0,,B. Biyombo misses 2-pt layup from 2 ft (block by J. Henson),25,20
143,2,9:44.0,Defensive rebound by J. Henson,,25,20
144,2,9:41.0,Shooting foul by G. Neal (drawn by O. Mayo),,25,20
145,2,9:41.0,O. Mayo makes free throw 1 of 2,,26,20
146,2,9:41.0,,G. Henderson enters the game for G. Neal,26,20
147,2,9:41.0,O. Mayo makes free throw 2 of 2,,27,20
148,2,9:30.0,,P. Hairston misses 2-pt jump shot from 20 ft,27,20
149,2,9:25.0,Defensive rebound by J. Henson,,27,20
150,2,9:06.0,J. Henson makes 2-pt layup at rim (assist by K. Marshall),,29,20
151,2,9:05.0,,Charlotte full timeout,29,20
152,2,8:53.0,,Turnover by B. Biyombo (traveling),29,20
153,2,8:39.0,J. Bayless misses 3-pt jump shot from 24 ft,,29,20
154,2,8:38.0,,Defensive rebound by B. Biyombo,29,20
155,2,8:19.0,,Shooting foul by J. Henson (drawn by B. Biyombo),29,20
156,2,8:19.0,,B. Biyombo misses free throw 1 of 2,29,20
157,2,8:19.0,,Offensive rebound by Team,29,20
158,2,8:19.0,J. Dudley enters the game for J. Bayless,,29,20
159,2,8:19.0,,B. Biyombo misses free throw 2 of 2,29,20
160,2,8:18.0,Defensive rebound by J. Dudley,,29,20
161,2,8:03.0,K. Middleton makes 2-pt jump shot from 18 ft,,31,20
162,2,7:37.0,,P. Hairston misses 3-pt jump shot from 29 ft,31,20
163,2,7:35.0,Defensive rebound by Team,,31,20
164,2,7:35.0,Z. Pachulia enters the game for J. Henson,,31,20
165,2,7:35.0,,A. Jefferson enters the game for B. Biyombo,31,20
166,2,7:35.0,,K. Walker enters the game for P. Hairston,31,20
167,2,7:21.0,Turnover by K. Marshall (bad pass; steal by G. Henderson),,31,20
168,2,7:15.0,,Turnover by G. Henderson (bad pass),31,20
169,2,7:15.0,B. Knight enters the game for O. Mayo,,31,20
170,2,7:02.0,K. Marshall misses 2-pt jump shot from 14 ft,,31,20
171,2,7:01.0,,Defensive rebound by M. Williams,31,20
172,2,6:45.0,,M. Williams misses 2-pt jump shot from 21 ft,31,20
173,2,6:43.0,Defensive rebound by K. Middleton,,31,20
174,2,6:34.0,Z. Pachulia makes 2-pt jump shot from 13 ft (assist by K. Marshall),,33,20
175,2,6:22.0,,Turnover by A. Jefferson (traveling),33,20
176,2,6:22.0,,M. Kidd-Gilchrist enters the game for M. Williams,33,20
177,2,6:01.0,K. Middleton misses 2-pt jump shot from 16 ft,,33,20
178,2,6:00.0,,Defensive rebound by A. Jefferson,33,20
179,2,5:51.0,,K. Walker misses 2-pt jump shot from 12 ft,33,20
180,2,5:51.0,Defensive rebound by Team,,33,20
181,2,5:51.0,,Loose ball foul by A. Jefferson (drawn by Z. Pachulia),33,20
182,2,5:51.0,Official timeout,,33,20
183,2,5:35.0,K. Marshall makes 2-pt layup from 2 ft,,35,20
184,2,5:21.0,,Personal foul by K. Middleton (drawn by G. Henderson),35,20
185,2,5:10.0,,B. Roberts makes 2-pt jump shot from 14 ft,35,22
186,2,4:54.0,J. Dudley makes 2-pt jump shot from 19 ft (assist by K. Marshall),,37,22
187,2,4:35.0,,Turnover by B. Roberts (bad pass; steal by K. Marshall),37,22
188,2,4:29.0,K. Middleton makes 2-pt layup from 1 ft (assist by K. Marshall),,39,22
189,2,4:09.0,,G. Henderson misses 3-pt jump shot from 25 ft,39,22
190,2,4:08.0,Defensive rebound by K. Middleton,,39,22
191,2,4:01.0,K. Middleton makes 2-pt jump shot from 18 ft (assist by J. Dudley),,41,22
192,2,3:52.0,,Charlotte full timeout,41,22
193,2,3:52.0,G. Antetokounmpo enters the game for K. Middleton,,41,22
194,2,3:52.0,,M. Williams enters the game for B. Roberts,41,22
195,2,3:40.0,,Turnover by M. Kidd-Gilchrist (lost ball; steal by K. Marshall),41,22
196,2,3:35.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by G. Henderson),,41,22
197,2,3:33.0,,Defensive rebound by M. Williams,41,22
198,2,3:24.0,,Turnover by A. Jefferson (bad pass; steal by B. Knight),41,22
199,2,3:19.0,B. Knight makes 2-pt layup from 1 ft,,43,22
200,2,3:03.0,,K. Walker misses 3-pt jump shot from 25 ft,43,22
201,2,3:01.0,Defensive rebound by G. Antetokounmpo,,43,22
202,2,2:48.0,K. Marshall misses 2-pt jump shot from 8 ft,,43,22
203,2,2:46.0,,Defensive rebound by A. Jefferson,43,22
204,2,2:26.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by M. Williams),43,24
205,2,2:13.0,J. Dudley misses 2-pt layup from 1 ft (block by K. Walker),,43,24
206,2,2:11.0,,Defensive rebound by M. Williams,43,24
207,2,2:01.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by G. Henderson),43,27
208,2,1:44.0,Shooting foul by A. Jefferson (drawn by Z. Pachulia),,43,27
209,2,1:44.0,Z. Pachulia misses free throw 1 of 2,,43,27
210,2,1:44.0,Offensive rebound by Team,,43,27
211,2,1:44.0,O. Mayo enters the game for K. Marshall,,43,27
212,2,1:44.0,Z. Pachulia makes free throw 2 of 2,,44,27
213,2,1:21.0,,A. Jefferson misses 2-pt jump shot from 17 ft,44,27
214,2,1:20.0,Defensive rebound by G. Antetokounmpo,,44,27
215,2,1:05.0,B. Knight misses 2-pt layup from 2 ft,,44,27
216,2,1:03.0,Offensive rebound by J. Dudley,,44,27
217,2,0:59.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by O. Mayo),,47,27
218,2,0:49.0,,K. Walker makes 2-pt jump shot from 11 ft,47,29
219,2,0:39.0,B. Knight misses 2-pt jump shot from 17 ft,,47,29
220,2,0:38.0,,Defensive rebound by M. Kidd-Gilchrist,47,29
221,2,0:25.0,,Turnover by K. Walker (lost ball; steal by B. Knight),47,29
222,2,0:21.0,B. Knight makes 2-pt dunk at rim,,49,29
223,2,0:01.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by G. Henderson),49,32
224,3,11:40.0,Turnover by B. Knight (lost ball; steal by A. Jefferson),,49,32
225,3,11:18.0,,G. Henderson misses 2-pt jump shot from 15 ft,49,32
226,3,11:15.0,Defensive rebound by G. Antetokounmpo,,49,32
227,3,11:06.0,Turnover by B. Knight (bad pass; steal by M. Kidd-Gilchrist),,49,32
228,3,11:04.0,,Shooting foul by K. Middleton (drawn by M. Kidd-Gilchrist),49,32
229,3,11:04.0,,G. Henderson makes free throw 1 of 2,49,33
230,3,11:04.0,,G. Henderson makes free throw 2 of 2,49,34
231,3,10:43.0,Z. Pachulia makes 2-pt jump shot from 15 ft (assist by B. Knight),,51,34
232,3,10:30.0,,Personal foul by B. Knight (drawn by A. Jefferson),51,34
233,3,10:24.0,,K. Walker misses 3-pt jump shot from 26 ft,51,34
234,3,10:24.0,,Offensive rebound by Team,51,34
235,3,10:21.0,,G. Henderson makes 2-pt jump shot from 17 ft (assist by M. Kidd-Gilchrist),51,36
236,3,10:01.0,Z. Pachulia makes 2-pt jump shot from 18 ft (assist by B. Knight),,53,36
237,3,9:44.0,,A. Jefferson makes 2-pt jump shot from 8 ft (assist by C. Zeller),53,38
238,3,9:24.0,Turnover by Z. Pachulia (offensive foul),,53,38
239,3,9:24.0,Offensive foul by Z. Pachulia (drawn by A. Jefferson),,53,38
240,3,9:24.0,Technical foul by B. Knight,,53,38
241,3,9:24.0,,K. Walker makes technical free throw,53,39
242,3,9:10.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 16 ft (assist by A. Jefferson),53,41
243,3,8:53.0,Turnover by B. Knight (bad pass; steal by K. Walker),,53,41
244,3,8:48.0,,K. Walker misses 2-pt layup from 2 ft,53,41
245,3,8:48.0,Defensive rebound by Team,,53,41
246,3,8:35.0,J. O'Bryant makes 2-pt jump shot from 6 ft,,55,41
247,3,8:25.0,,Turnover by C. Zeller (lost ball; steal by B. Knight),55,41
248,3,8:20.0,K. Middleton makes 2-pt layup at rim (assist by B. Knight),,57,41
249,3,8:20.0,,Charlotte full timeout,57,41
250,3,8:03.0,,M. Kidd-Gilchrist makes 2-pt layup at rim (assist by K. Walker),57,43
251,3,7:49.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,59,43
252,3,7:33.0,,A. Jefferson makes 2-pt jump shot from 6 ft,59,45
253,3,7:15.0,K. Middleton misses 2-pt jump shot from 6 ft,,59,45
254,3,7:13.0,,Defensive rebound by C. Zeller,59,45
255,3,7:00.0,,G. Henderson makes 2-pt hook shot from 9 ft (assist by A. Jefferson),59,47
256,3,6:39.0,Shooting foul by A. Jefferson (drawn by Z. Pachulia),,59,47
257,3,6:39.0,Z. Pachulia makes free throw 1 of 2,,60,47
258,3,6:39.0,J. Dudley enters the game for J. O'Bryant,,60,47
259,3,6:39.0,Z. Pachulia makes free throw 2 of 2,,61,47
260,3,6:20.0,,C. Zeller makes 2-pt dunk at rim (assist by A. Jefferson),61,49
261,3,5:57.0,Turnover by Z. Pachulia (lost ball; steal by C. Zeller),,61,49
262,3,5:50.0,,A. Jefferson misses 2-pt jump shot from 17 ft,61,49
263,3,5:48.0,Defensive rebound by Z. Pachulia,,61,49
264,3,5:36.0,B. Knight misses 2-pt jump shot from 19 ft,,61,49
265,3,5:34.0,,Defensive rebound by A. Jefferson,61,49
266,3,5:15.0,,A. Jefferson makes 2-pt hook shot from 8 ft,61,51
267,3,4:48.0,J. Dudley makes 2-pt jump shot from 10 ft (assist by Z. Pachulia),,63,51
268,3,4:34.0,,Offensive foul by M. Kidd-Gilchrist (drawn by G. Antetokounmpo),63,51
269,3,4:34.0,,Turnover by M. Kidd-Gilchrist (offensive foul),63,51
270,3,4:34.0,O. Mayo enters the game for G. Antetokounmpo,,63,51
271,3,4:33.0,,M. Williams enters the game for C. Zeller,63,51
272,3,4:33.0,,G. Neal enters the game for G. Henderson,63,51
273,3,4:10.0,Turnover by B. Knight (lost ball; steal by M. Williams),,63,51
274,3,4:06.0,,Shooting foul by O. Mayo (drawn by K. Walker),63,51
275,3,4:06.0,,K. Walker makes free throw 1 of 2,63,52
276,3,4:06.0,J. Bayless enters the game for B. Knight,,63,52
277,3,4:06.0,,K. Walker makes free throw 2 of 2,63,53
278,3,3:51.0,Z. Pachulia misses 2-pt jump shot from 14 ft,,63,53
279,3,3:50.0,,Defensive rebound by A. Jefferson,63,53
280,3,3:30.0,,Def 3 sec tech foul by J. Dudley,63,53
281,3,3:30.0,,G. Neal makes technical free throw,63,54
282,3,3:23.0,,A. Jefferson misses 2-pt jump shot from 9 ft,63,54
283,3,3:22.0,Defensive rebound by K. Middleton,,63,54
284,3,3:12.0,O. Mayo misses 3-pt jump shot from 25 ft,,63,54
285,3,3:11.0,,Defensive rebound by M. Williams,63,54
286,3,3:01.0,,K. Walker misses 3-pt jump shot from 25 ft,63,54
287,3,3:00.0,Defensive rebound by O. Mayo,,63,54
288,3,2:50.0,O. Mayo misses 2-pt jump shot from 16 ft,,63,54
289,3,2:49.0,,Defensive rebound by G. Neal,63,54
290,3,2:35.0,,G. Neal makes 2-pt layup from 1 ft,63,56
291,3,2:19.0,J. Dudley misses 2-pt jump shot from 14 ft,,63,56
292,3,2:17.0,,Defensive rebound by A. Jefferson,63,56
293,3,2:03.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 15 ft,63,56
294,3,2:02.0,Defensive rebound by J. Bayless,,63,56
295,3,2:02.0,Milwaukee full timeout,,63,56
296,3,2:02.0,J. Henson enters the game for Z. Pachulia,,63,56
297,3,2:02.0,,P. Hairston enters the game for M. Kidd-Gilchrist,63,56
298,3,2:02.0,,C. Zeller enters the game for A. Jefferson,63,56
299,3,1:50.0,K. Middleton misses 3-pt jump shot from 23 ft,,63,56
300,3,1:49.0,,Defensive rebound by M. Williams,63,56
301,3,1:38.0,,K. Walker misses 2-pt layup from 2 ft (block by J. Henson),63,56
302,3,1:38.0,Defensive rebound by Team,,63,56
303,3,1:24.0,Turnover by J. Bayless (bad pass; steal by C. Zeller),,63,56
304,3,1:13.0,,Shooting foul by K. Middleton (drawn by C. Zeller),63,56
305,3,1:13.0,,C. Zeller makes free throw 1 of 2,63,57
306,3,1:13.0,K. Marshall enters the game for K. Middleton,,63,57
307,3,1:13.0,,C. Zeller misses free throw 2 of 2,63,57
308,3,1:11.0,Defensive rebound by J. Henson,,63,57
309,3,0:55.0,,Violation by G. Neal (kicked ball),63,57
310,3,0:51.0,O. Mayo misses 2-pt jump shot from 18 ft,,63,57
311,3,0:50.0,,Defensive rebound by C. Zeller,63,57
312,3,0:40.0,,K. Walker makes 2-pt layup at rim,63,59
313,3,0:32.0,J. Bayless makes 2-pt jump shot from 18 ft,,65,59
314,3,0:14.0,,Shooting foul by J. Dudley (drawn by G. Neal),65,59
315,3,0:14.0,,G. Neal makes free throw 1 of 2,65,60
316,3,0:14.0,,G. Neal makes free throw 2 of 2,65,61
317,3,0:00.0,O. Mayo makes 3-pt jump shot from 25 ft (assist by J. Bayless),,68,61
318,4,11:46.0,,G. Neal misses 2-pt jump shot from 7 ft,68,61
319,4,11:43.0,Defensive rebound by J. Dudley,,68,61
320,4,11:39.0,J. Bayless misses 2-pt layup from 1 ft,,68,61
321,4,11:36.0,,Defensive rebound by G. Neal,68,61
322,4,11:31.0,,G. Neal misses 3-pt jump shot from 26 ft,68,61
323,4,11:28.0,Defensive rebound by J. Bayless,,68,61
324,4,11:15.0,O. Mayo misses 3-pt jump shot from 25 ft,,68,61
325,4,11:14.0,,Defensive rebound by M. Williams,68,61
326,4,10:59.0,,P. Hairston makes 3-pt jump shot from 26 ft (assist by K. Walker),68,64
327,4,10:32.0,J. Dudley makes 2-pt jump shot from 19 ft (assist by K. Marshall),,70,64
328,4,10:16.0,,G. Neal misses 3-pt jump shot from 27 ft,70,64
329,4,10:14.0,Defensive rebound by J. Dudley,,70,64
330,4,10:03.0,J. Henson makes 2-pt hook shot from 2 ft (assist by O. Mayo),,72,64
331,4,9:39.0,,G. Neal makes 2-pt layup from 1 ft,72,66
332,4,9:28.0,Shooting foul by C. Zeller (drawn by J. Henson),,72,66
333,4,9:28.0,J. Henson makes free throw 1 of 2,,73,66
334,4,9:28.0,J. Henson makes free throw 2 of 2,,74,66
335,4,9:16.0,,C. Zeller misses 2-pt layup from 2 ft (block by J. Henson),74,66
336,4,9:14.0,Defensive rebound by J. Dudley,,74,66
337,4,9:00.0,J. Dudley misses 3-pt jump shot from 23 ft,,74,66
338,4,8:59.0,,Defensive rebound by P. Hairston,74,66
339,4,8:52.0,,K. Walker misses 2-pt jump shot from 16 ft,74,66
340,4,8:52.0,,Offensive rebound by Team,74,66
341,4,8:52.0,Loose ball foul by K. Marshall (drawn by C. Zeller),,74,66
342,4,8:52.0,Official timeout,,74,66
343,4,8:52.0,G. Antetokounmpo enters the game for J. Dudley,,74,66
344,4,8:52.0,,G. Henderson enters the game for C. Zeller,74,66
345,4,8:52.0,,A. Jefferson enters the game for P. Hairston,74,66
346,4,8:36.0,,Turnover by A. Jefferson (traveling),74,66
347,4,8:18.0,J. Bayless misses 2-pt jump shot from 18 ft,,74,66
348,4,8:16.0,,Defensive rebound by M. Williams,74,66
349,4,8:03.0,,G. Neal misses 2-pt jump shot from 9 ft,74,66
350,4,8:03.0,Defensive rebound by Team,,74,66
351,4,8:03.0,,Loose ball foul by A. Jefferson (drawn by J. Henson),74,66
352,4,7:51.0,O. Mayo misses 2-pt layup from 1 ft,,74,66
353,4,7:50.0,,Defensive rebound by A. Jefferson,74,66
354,4,7:34.0,,A. Jefferson misses 2-pt layup from 2 ft,74,66
355,4,7:32.0,,Offensive rebound by A. Jefferson,74,66
356,4,7:32.0,,A. Jefferson misses 2-pt layup at rim (block by G. Antetokounmpo),74,66
357,4,7:30.0,,Offensive rebound by G. Neal,74,66
358,4,7:25.0,,G. Neal misses 3-pt jump shot from 25 ft,74,66
359,4,7:24.0,Defensive rebound by G. Antetokounmpo,,74,66
360,4,7:18.0,O. Mayo makes 3-pt jump shot from 23 ft (assist by K. Marshall),,77,66
361,4,7:10.0,,Charlotte full timeout,77,66
362,4,7:08.0,,B. Roberts enters the game for A. Jefferson,77,66
363,4,7:08.0,,C. Zeller enters the game for G. Neal,77,66
364,4,7:08.0,Z. Pachulia enters the game for J. Henson,,77,66
365,4,6:52.0,,K. Walker makes 2-pt layup at rim (assist by G. Henderson),77,68
366,4,6:52.0,,Shooting foul by J. Bayless (drawn by K. Walker),77,68
367,4,6:52.0,,K. Walker makes free throw 1 of 1,77,69
368,4,6:41.0,Turnover by K. Marshall (bad pass; steal by B. Roberts),,77,69
369,4,6:23.0,,K. Walker misses 3-pt jump shot from 26 ft,77,69
370,4,6:22.0,Defensive rebound by G. Antetokounmpo,,77,69
371,4,6:04.0,G. Antetokounmpo makes 2-pt jump shot from 3 ft,,79,69
372,4,5:55.0,Violation by Z. Pachulia (kicked ball),,79,69
373,4,5:39.0,,B. Roberts makes 3-pt jump shot from 25 ft (assist by M. Williams),79,72
374,4,5:29.0,Offensive foul by Z. Pachulia (drawn by K. Walker),,79,72
375,4,5:29.0,Turnover by J. Bayless (offensive foul),,79,72
