,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,NEW ORLEANS_ACTION,OKLAHOMA CITY_SCORE,NEW ORLEANS_SCORE
0,1,11:42.0,,E. Gordon misses 2-pt layup from 2 ft,0,0
1,1,11:37.0,Defensive rebound by A. Roberson,,0,0
2,1,11:26.0,Shooting foul by T. Evans (drawn by D. Waiters),,0,0
3,1,11:26.0,D. Waiters misses free throw 1 of 2,,0,0
4,1,11:26.0,Offensive rebound by Team,,0,0
5,1,11:26.0,D. Waiters misses free throw 2 of 2,,0,0
6,1,11:24.0,,Defensive rebound by E. Gordon,0,0
7,1,11:18.0,,Shooting foul by A. Roberson (drawn by Ö. Aşık),0,0
8,1,11:18.0,,Ö. Aşık misses free throw 1 of 2,0,0
9,1,11:18.0,,Offensive rebound by Team,0,0
10,1,11:18.0,,Ö. Aşık misses free throw 2 of 2,0,0
11,1,11:18.0,Defensive rebound by Team,,0,0
12,1,11:11.0,R. Westbrook makes 2-pt jump shot from 16 ft (assist by A. Roberson),,2,0
13,1,10:51.0,,D. Cunningham makes 2-pt jump shot from 21 ft (assist by A. Davis),2,2
14,1,10:35.0,D. Waiters makes 2-pt jump shot from 14 ft,,4,2
15,1,10:20.0,,Turnover by E. Gordon (lost ball; steal by D. Waiters),4,2
16,1,10:15.0,R. Westbrook makes 2-pt layup from 1 ft (assist by D. Waiters),,6,2
17,1,10:08.0,,D. Cunningham makes 2-pt jump shot from 4 ft (assist by T. Evans),6,4
18,1,9:51.0,S. Adams misses 2-pt hook shot from 4 ft,,6,4
19,1,9:49.0,,Defensive rebound by A. Davis,6,4
20,1,9:40.0,,T. Evans makes 3-pt jump shot from 25 ft (assist by E. Gordon),6,7
21,1,9:27.0,R. Westbrook makes 2-pt layup from 1 ft,,8,7
22,1,9:01.0,,T. Evans makes 2-pt layup from 2 ft,8,9
23,1,8:50.0,,Violation by E. Gordon (kicked ball),8,9
24,1,8:43.0,R. Westbrook makes 2-pt jump shot from 5 ft (assist by S. Adams),,10,9
25,1,8:25.0,,A. Davis makes 2-pt jump shot from 12 ft,10,11
26,1,8:04.0,Turnover by D. Waiters (bad pass; steal by A. Davis),,10,11
27,1,7:51.0,,Shooting foul by S. Ibaka (drawn by Ö. Aşık),10,11
28,1,7:51.0,,Ö. Aşık makes free throw 1 of 2,10,12
29,1,7:51.0,,Ö. Aşık makes free throw 2 of 2,10,13
30,1,7:39.0,D. Waiters misses 2-pt jump shot from 18 ft,,10,13
31,1,7:38.0,Offensive rebound by S. Ibaka,,10,13
32,1,7:35.0,S. Ibaka misses 2-pt layup from 1 ft (block by A. Davis),,10,13
33,1,7:33.0,,Defensive rebound by Ö. Aşık,10,13
34,1,7:28.0,,Personal foul by S. Adams (drawn by A. Davis),10,13
35,1,7:23.0,,E. Gordon misses 2-pt jump shot from 3 ft (block by S. Ibaka),10,13
36,1,7:19.0,Defensive rebound by R. Westbrook,,10,13
37,1,7:17.0,R. Westbrook makes 2-pt layup from 1 ft,,12,13
38,1,7:17.0,Shooting foul by T. Evans (drawn by R. Westbrook),,12,13
39,1,7:17.0,,Q. Pondexter enters the game for T. Evans,12,13
40,1,7:17.0,R. Westbrook makes free throw 1 of 1,,13,13
41,1,7:07.0,,Turnover by E. Gordon (bad pass; steal by R. Westbrook),13,13
42,1,6:58.0,S. Ibaka misses 3-pt jump shot from 25 ft,,13,13
43,1,6:56.0,,Defensive rebound by D. Cunningham,13,13
44,1,6:47.0,,A. Davis misses 2-pt jump shot from 16 ft,13,13
45,1,6:46.0,Defensive rebound by D. Waiters,,13,13
46,1,6:42.0,D. Waiters makes 2-pt jump shot from 17 ft,,15,13
47,1,6:18.0,,E. Gordon misses 3-pt jump shot from 24 ft,15,13
48,1,6:16.0,Defensive rebound by S. Adams,,15,13
49,1,6:07.0,Turnover by R. Westbrook (bad pass; steal by D. Cunningham),,15,13
50,1,5:58.0,,Q. Pondexter misses 3-pt jump shot from 23 ft,15,13
51,1,5:57.0,Defensive rebound by S. Ibaka,,15,13
52,1,5:49.0,R. Westbrook misses 2-pt jump shot from 10 ft,,15,13
53,1,5:47.0,,Defensive rebound by D. Cunningham,15,13
54,1,5:40.0,,A. Davis makes 2-pt jump shot from 19 ft (assist by E. Gordon),15,15
55,1,5:29.0,Oklahoma City full timeout,,15,15
56,1,5:29.0,A. Morrow enters the game for A. Roberson,,15,15
57,1,5:16.0,A. Morrow makes 2-pt layup from 2 ft,,17,15
58,1,5:01.0,,Q. Pondexter makes 3-pt jump shot from 24 ft (assist by E. Gordon),17,18
59,1,4:39.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,19,18
60,1,4:20.0,,Q. Pondexter misses 2-pt layup from 1 ft,19,18
61,1,4:17.0,,Offensive rebound by Ö. Aşık,19,18
62,1,4:17.0,,Ö. Aşık misses 2-pt tip-in from 2 ft,19,18
63,1,4:15.0,Defensive rebound by S. Adams,,19,18
64,1,4:07.0,R. Westbrook makes 2-pt jump shot from 14 ft,,21,18
65,1,3:52.0,,A. Davis misses 2-pt jump shot from 17 ft,21,18
